AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
350136011,3536011,35,1,36,11,Raleigh,302,0,9,4,1,7,242,2,10,13,4,9,1
350136014,3536014,35,1,36,14,Harwich,451,2,13,39,3,7,283,22,10,22,5,32,13
350136021,3536021,35,1,36,21,Howard,252,1,10,31,2,3,172,4,3,9,6,8,3
350136026,3536026,35,1,36,26,Orford,188,2,10,20,6,0,123,5,0,8,10,0,4
350136031,3536031,35,1,36,31,Zone,94,1,8,3,0,0,58,3,1,11,0,6,3
350136036,3536036,35,1,36,36,Camden,225,0,8,25,1,0,154,3,1,10,4,15,4
350136041,3536041,35,1,36,41,Chatham,455,1,9,13,1,4,312,8,3,19,1,69,15
350136048,3536048,35,1,36,48,Dover,325,1,1,1,1,4,261,4,2,5,1,40,4
350137000,3537000,35,1,37,0,Essex County,"1,973",29,25,24,21,47,"1,208",36,122,282,7,139,33
350137004,3537004,35,1,37,4,Mersea,419,1,3,9,4,7,155,16,23,129,0,61,11
350137009,3537009,35,1,37,9,Gosfield South,218,4,2,1,3,6,79,3,51,45,0,21,3
350137014,3537014,35,1,37,14,Gosfield North,192,4,7,3,2,4,128,7,14,13,2,6,2
350137018,3537018,35,1,37,18,Colchester North,125,4,3,1,1,7,90,1,1,14,0,1,2
350137021,3537021,35,1,37,21,Colchester South,159,4,2,0,0,0,83,5,17,16,0,26,6
350137026,3537026,35,1,37,26,Malden,86,3,1,1,5,0,65,0,1,3,0,5,2
350137031,3537031,35,1,37,31,Anderdon,84,0,1,2,4,2,53,1,3,14,0,4,0
350137034,3537034,35,1,37,34,LaSalle,54,1,0,1,0,0,31,0,6,10,0,4,1
350137046,3537046,35,1,37,46,Sandwich South,94,0,0,4,0,2,71,0,3,11,0,2,1
350137051,3537051,35,1,37,51,Maidstone,162,6,0,0,1,3,126,1,2,16,1,3,3
350137058,3537058,35,1,37,58,Rochester,149,0,4,1,1,6,130,1,1,2,2,0,1
350137062,3537062,35,1,37,62,Tilbury West,87,2,0,1,0,3,75,1,0,3,2,0,0
350137066,3537066,35,1,37,66,Tilbury North,144,0,2,0,0,7,122,0,0,6,0,6,1
350138000,3538000,35,1,38,0,Lambton County,"2,507",117,172,164,58,69,"1,551",47,27,160,74,33,35
350138001,3538001,35,1,38,1,Sombra,269,4,16,7,0,9,189,10,1,15,9,7,2
350138006,3538006,35,1,38,6,Dawn,225,7,20,11,0,6,149,4,0,12,13,0,3
350138009,3538009,35,1,38,9,Euphemia,112,2,5,4,1,1,76,7,0,3,7,3,3
350138012,3538012,35,1,38,12,Brooke,271,8,15,23,9,7,182,1,0,12,7,1,6
350138016,3538016,35,1,38,16,Enniskillen,347,13,29,10,5,11,241,4,0,21,9,0,4
350138023,3538023,35,1,38,23,Moore,289,9,22,4,5,7,201,3,0,27,5,3,3
350138030,3538030,35,1,38,30,Sarnia,114,6,3,4,1,7,70,5,1,13,2,2,0
350138034,3538034,35,1,38,34,Plympton,353,30,21,33,12,13,192,3,7,27,11,0,4
350138041,3538041,35,1,38,41,Warwick,281,21,25,44,19,6,129,1,7,17,5,4,3
350138046,3538046,35,1,38,46,Bosanquet,246,17,16,24,6,2,122,9,11,13,6,13,7
350139000,3539000,35,1,39,0,Middlesex County,"2,797",252,343,206,100,44,"1,148",116,45,349,92,55,47
350139001,3539001,35,1,39,1,Mosa,132,3,17,5,3,2,78,8,0,11,2,1,2
350139006,3539006,35,1,39,6,Ekfrid,202,10,37,9,10,2,98,5,2,15,9,2,3
350139011,3539011,35,1,39,11,Metcalfe,114,5,19,10,6,1,54,1,0,5,5,3,5
350139014,3539014,35,1,39,14,Caradoc,288,5,30,9,19,5,96,46,9,45,9,11,4
350139019,3539019,35,1,39,19,Delaware,94,6,7,4,1,1,36,6,4,23,1,1,4
350139026,3539026,35,1,39,26,North Dorchester,222,45,15,13,1,5,59,12,1,45,16,6,4
350139031,3539031,35,1,39,31,West Nissouri,239,42,28,24,10,0,84,9,1,20,13,5,3
350139034,3539034,35,1,39,34,London,299,38,25,17,11,5,134,2,4,44,8,4,7
350139036,3539036,35,1,39,36,London,180,18,11,4,2,4,60,7,12,47,4,9,2
350139039,3539039,35,1,39,39,Lobo,214,10,33,5,7,9,105,6,3,24,4,8,0
350139042,3539042,35,1,39,42,East Williams,114,6,19,15,5,4,54,1,1,4,2,0,3
350139046,3539046,35,1,39,46,Adelaide,179,17,23,29,19,1,58,4,2,17,6,1,2
350139049,3539049,35,1,39,49,West Williams,120,12,13,25,3,3,41,4,2,9,5,2,1
350139054,3539054,35,1,39,54,McGillivray,229,22,40,27,2,0,106,3,2,18,2,2,5
350139058,3539058,35,1,39,58,Biddulph,171,13,26,10,1,2,85,2,2,22,6,0,2
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"19,317","2,752","5,957","1,513",643,119,"2,827","1,004",296,"2,505","1,045",261,395
350221000,3521000,35,2,21,0,Peel Regional Municipality,588,102,129,7,12,1,63,33,29,164,12,20,16
350221005,3521005,35,2,21,5,Mississauga,54,5,7,1,0,0,9,2,3,21,2,3,1
350221010,3521010,35,2,21,10,Brampton,121,20,15,1,3,0,15,2,16,37,2,5,5
350221024,3521024,35,2,21,24,Caledon,413,77,107,5,9,1,39,29,10,106,8,12,10
350222000,3522000,35,2,22,0,Dufferin County,875,70,335,18,13,7,73,110,6,192,27,9,15
350222001,3522001,35,2,22,1,East Garafraxa,114,13,31,5,5,1,26,10,1,16,4,2,0
350222008,3522008,35,2,22,8,Amaranth,187,16,76,5,3,4,12,16,0,41,9,3,2
350222010,3522010,35,2,22,10,East Luther-Grand Valley,106,20,38,4,2,1,11,13,0,11,2,1,3
350222012,3522012,35,2,22,12,Mono,163,8,46,0,1,1,6,28,3,62,3,0,5
350222016,3522016,35,2,22,16,Mulmur,136,1,66,0,0,0,7,11,1,39,7,1,3
350222019,3522019,35,2,22,19,Melancthon,169,12,78,4,2,0,11,32,1,23,2,2,2
350223000,3523000,35,2,23,0,Wellington County,"2,569",471,629,241,133,15,295,133,20,388,160,26,58
350223001,3523001,35,2,23,1,Puslinch,153,8,36,9,6,2,16,10,5,51,4,4,2
350223006,3523006,35,2,23,6,Guelph,106,15,19,1,3,2,28,5,2,21,5,4,1
350223011,3523011,35,2,23,11,Eramosa,193,20,50,1,4,2,25,17,5,52,9,3,5
350223016,3523016,35,2,23,16,Erin,221,21,73,4,7,1,16,14,0,69,6,0,10
350223021,3523021,35,2,23,21,West Garafraxa,164,17,40,19,8,0,35,7,1,25,9,1,2
350223024,3523024,35,2,23,24,Nichol,122,17,25,13,3,2,26,5,1,18,8,1,3
350223029,3523029,35,2,23,29,Pilkington,132,22,23,27,8,1,10,2,0,19,10,8,2
350223032,3523032,35,2,23,32,Peel,468,138,71,76,20,3,35,17,3,40,51,2,12
350223036,3523036,35,2,23,36,Maryborough,289,66,58,33,42,2,34,10,0,26,15,0,3
350223041,3523041,35,2,23,41,Minto,296,65,94,35,8,0,31,16,1,25,14,0,7
350223048,3523048,35,2,23,48,Arthur,287,67,94,16,22,0,23,16,2,22,17,2,6
350223054,3523054,35,2,23,54,West Luther,138,15,46,7,2,0,16,14,0,20,12,1,5
350224000,3524000,35,2,24,0,Halton Regional Municipality,616,42,103,3,24,7,75,37,34,233,16,19,23
350224001,3524001,35,2,24,1,Oakville,30,1,3,0,0,3,8,1,2,10,0,2,0
350224002,3524002,35,2,24,2,Burlington,95,5,11,0,4,0,13,9,6,38,2,3,4
350224009,3524009,35,2,24,9,Milton,255,9,39,2,13,1,28,11,11,114,7,11,9
350224015,3524015,35,2,24,15,Halton Hills,236,27,50,1,7,3,26,16,15,71,7,3,10
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,494",256,289,259,88,3,137,36,11,133,240,13,29
350230004,3530004,35,2,30,4,North Dumfries,121,18,34,8,9,0,21,3,1,18,2,4,3
350230010,3530010,35,2,30,10,Cambridge,38,2,8,1,3,0,9,0,0,5,4,2,4
350230013,3530013,35,2,30,13,Kitchener,37,4,5,1,0,0,8,1,2,8,3,2,3
350230020,3530020,35,2,30,20,Wilmot,285,57,65,31,30,1,37,7,2,35,11,1,8
350230027,3530027,35,2,30,27,Wellesley,501,73,90,148,17,1,12,8,0,24,121,1,6
350230035,3530035,35,2,30,35,Woolwich,512,102,87,70,29,1,50,17,6,43,99,3,5
350231000,3531000,35,2,31,0,Perth County,"2,717",608,397,464,108,28,656,46,9,166,167,14,54
350231001,3531001,35,2,31,1,South Easthope,134,40,16,21,8,0,33,4,0,3,7,0,2
350231006,3531006,35,2,31,6,North Easthope,230,58,34,33,17,4,41,6,0,18,18,0,1
350231009,3531009,35,2,31,9,Downie,216,62,33,31,12,0,50,2,3,14,2,2,5
350231014,3531014,35,2,31,14,Blanshard,220,28,24,16,6,5,89,2,0,26,10,5,9
350231018,3531018,35,2,31,18,Fullarton,196,24,15,36,6,6,83,1,2,9,11,0,3
350231021,3531021,35,2,31,21,Hibbert,159,12,11,34,0,3,79,1,1,5,6,3,4
350231024,3531024,35,2,31,24,Logan,292,49,36,65,4,2,98,2,0,13,18,2,3
350231028,3531028,35,2,31,28,Ellice,302,43,40,76,13,2,76,7,2,22,12,0,9
350231032,3531032,35,2,31,32,Mornington,342,85,59,64,13,2,28,10,0,19,55,1,6
350231036,3531036,35,2,31,36,Elma,347,126,55,49,18,2,49,7,0,19,14,1,7
350231041,3531041,35,2,31,41,Wallace,279,81,74,39,11,2,30,4,1,18,14,0,5
350240000,3540000,35,2,40,0,Huron County,"3,025",328,728,296,167,25,954,78,23,184,177,18,47
350240001,3540001,35,2,40,1,Usborne,170,9,27,22,8,0,76,2,1,3,5,7,10
350240004,3540004,35,2,40,4,Stephen,206,9,43,23,1,4,92,6,0,12,8,5,3
350240009,3540009,35,2,40,9,Hay,156,7,20,19,10,2,73,1,3,9,6,2,4
350240016,3540016,35,2,40,16,Tuckersmith,167,19,25,17,11,1,78,2,1,6,4,1,2
350240019,3540019,35,2,40,19,Stanley,152,9,19,12,14,4,70,3,2,9,9,0,1
350240024,3540024,35,2,40,24,Goderich,187,20,22,14,36,0,64,5,7,14,3,0,2
350240031,3540031,35,2,40,31,Colborne,121,17,34,10,7,1,35,1,1,10,3,0,2
350240034,3540034,35,2,40,34,Hullett,232,28,35,20,33,4,81,6,0,10,12,0,3
350240038,3540038,35,2,40,38,McKillop,226,24,34,29,8,5,100,5,1,7,10,0,3
350240042,3540042,35,2,40,42,Grey,238,45,70,27,9,1,51,8,1,11,11,1,3
350240046,3540046,35,2,40,46,Howick,304,59,84,34,8,1,39,9,0,29,39,0,2
350240049,3540049,35,2,40,49,Turnberry,138,19,49,11,6,0,15,4,1,15,17,0,1
350240054,3540054,35,2,40,54,Morris,216,14,88,22,4,2,47,10,1,13,9,0,6
350240058,3540058,35,2,40,58,East Wawanosh,158,18,66,10,2,0,29,6,1,17,6,1,2
350240061,3540061,35,2,40,61,West Wawanosh,144,15,44,11,4,0,33,2,0,9,23,1,2
350240064,3540064,35,2,40,64,Ashfield,210,16,68,15,6,0,71,8,3,10,12,0,1
350241000,3541000,35,2,41,0,Bruce County,"2,374",316,"1,216",76,32,12,251,123,18,218,71,9,32
350241001,3541001,35,2,41,1,Carrick,296,96,121,21,6,1,9,12,1,19,8,0,2
350241006,3541006,35,2,41,6,Culross,219,38,95,13,3,1,32,8,0,16,9,1,3
350241011,3541011,35,2,41,11,Kinloss,150,17,73,4,0,1,25,3,2,12,11,0,2
350241019,3541019,35,2,41,19,Huron,181,32,46,3,4,5,66,5,0,14,5,0,1
350241021,3541021,35,2,41,21,Kincardine,229,23,97,10,2,2,27,19,4,26,12,2,5
350241026,3541026,35,2,41,26,Bruce,145,10,83,5,0,0,19,8,0,15,2,0,3
350241031,3541031,35,2,41,31,Greenock,182,21,105,6,4,0,23,13,1,6,1,1,1
350241034,3541034,35,2,41,34,Brant,283,37,132,8,8,1,29,14,2,38,7,0,7
350241038,3541038,35,2,41,38,Elderslie,168,8,117,2,0,1,7,13,0,11,5,0,4
350241044,3541044,35,2,41,44,Saugeen,104,8,49,0,1,0,8,12,4,17,2,2,1
350241049,3541049,35,2,41,49,Arran,185,16,126,3,1,0,5,9,1,16,6,1,1
350241054,3541054,35,2,41,54,Amabel,89,9,53,1,1,0,0,3,2,17,0,1,2
350241059,3541059,35,2,41,59,Albemarle,52,0,45,0,1,0,0,0,0,6,0,0,0
350241062,3541062,35,2,41,62,Eastnor,66,0,56,0,1,0,1,3,1,1,3,0,0
350241066,3541066,35,2,41,66,Lindsay,25,1,18,0,0,0,0,1,0,4,0,1,0
350242000,3542000,35,2,42,0,Grey County,"2,702",312,"1,379",89,35,8,77,205,108,322,104,12,51
350242001,3542001,35,2,42,1,Normanby,279,52,135,17,6,0,12,21,1,14,13,2,6
350242006,3542006,35,2,42,6,Egremont,261,39,126,24,7,2,11,11,0,25,12,0,4
350242009,3542009,35,2,42,9,Proton,183,17,97,10,1,1,8,16,0,19,12,1,1
350242014,3542014,35,2,42,14,Osprey,172,10,116,3,2,0,2,20,0,12,5,0,2
350242018,3542018,35,2,42,18,Artemesia,149,24,73,3,2,0,8,13,0,18,3,2,3
350242022,3542022,35,2,42,22,Glenelg,112,11,61,0,1,0,2,14,0,17,4,0,2
350242028,3542028,35,2,42,28,Bentinck,232,29,99,9,7,0,6,26,0,41,5,3,7
350242032,3542032,35,2,42,32,Sullivan,240,19,127,9,2,0,3,21,1,28,25,1,4
350242036,3542036,35,2,42,36,Holland,134,12,79,1,0,1,2,5,2,26,3,0,3
350242039,3542039,35,2,42,39,Euphrasia,167,25,86,1,1,1,7,14,3,17,8,1,3
350242042,3542042,35,2,42,42,Collingwood,164,9,40,2,0,0,5,10,71,17,5,0,5
350242048,3542048,35,2,42,48,St. Vincent,147,13,66,2,0,1,3,9,28,20,2,0,3
350242051,3542051,35,2,42,51,Sydenham,167,19,98,4,4,1,2,9,1,22,2,1,4
350242054,3542054,35,2,42,54,Derby,126,15,78,0,2,1,3,7,0,17,2,0,1
350242062,3542062,35,2,42,62,Keppel,169,18,98,4,0,0,3,9,1,29,3,1,3
350243000,3543000,35,2,43,0,Simcoe County,"2,357",247,752,60,31,13,246,203,38,505,71,121,70
350243003,3543003,35,2,43,3,Adjala-Tosorontio,199,14,66,2,8,4,20,19,0,50,8,2,6
350243005,3543005,35,2,43,5,Clearview,366,33,128,21,8,1,38,24,19,66,13,8,7
350243007,3543007,35,2,43,7,New Tecumseth,159,10,34,1,1,2,36,23,1,40,4,4,3
350243009,3543009,35,2,43,9,Springwater,292,51,77,15,5,1,42,18,3,53,11,3,13
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,192,16,18,4,1,2,30,7,3,30,8,69,4
350243015,3543015,35,2,43,15,Severn,152,15,63,1,2,0,4,16,0,40,7,0,4
350243017,3543017,35,2,43,17,Innisfil,153,12,33,3,1,0,28,10,3,38,6,15,4
350243019,3543019,35,2,43,19,Ramara,160,20,88,1,1,0,1,17,0,23,2,1,6
350243021,3543021,35,2,43,21,Essa,165,20,49,6,2,2,21,18,1,33,2,0,11
350243023,3543023,35,2,43,23,Oro-Medonte,329,32,129,4,0,1,18,33,5,80,8,13,6
350243068,3543068,35,2,43,68,Tiny,123,11,44,2,1,0,7,12,2,34,1,3,6
350243071,3543071,35,2,43,71,Tay,67,13,23,0,1,0,1,6,1,18,1,3,0
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"8,705","1,191","2,999",116,205,36,591,793,212,"1,797",250,274,241
350312000,3512000,35,3,12,0,Hastings County,"1,062",219,371,9,10,5,39,143,14,174,28,27,23
350312001,3512001,35,3,12,1,Tyendinaga,147,33,61,3,1,0,4,20,0,16,7,1,1
350312006,3512006,35,3,12,6,Thurlow,129,31,39,1,2,1,6,19,0,20,3,5,2
350312011,3512011,35,3,12,11,Sidney,167,33,34,1,1,3,17,10,4,40,4,12,8
350312019,3512019,35,3,12,19,Rawdon,154,48,47,0,4,0,3,23,1,21,2,4,1
350312024,3512024,35,3,12,24,Huntingdon,93,21,31,2,0,1,2,10,2,20,2,1,1
350312028,3512028,35,3,12,28,Hungerford,114,13,59,0,1,0,4,18,2,8,4,1,4
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,19,1,12,0,0,0,0,2,0,3,0,1,0
350312036,3512036,35,3,12,36,Madoc,96,27,36,1,0,0,1,16,2,8,3,0,2
350312041,3512041,35,3,12,41,Marmora and Lake,43,6,16,1,0,0,1,8,0,10,1,0,0
350312064,3512064,35,3,12,64,Dungannon,12,1,3,0,0,0,0,1,1,5,0,0,1
350312068,3512068,35,3,12,68,Mayo,11,0,7,0,0,0,0,2,0,2,0,0,0
350312071,3512071,35,3,12,71,Carlow,21,2,10,0,0,0,0,2,0,4,1,1,1
350312074,3512074,35,3,12,74,Monteagle,23,1,9,0,0,0,1,6,1,3,1,0,1
350312078,3512078,35,3,12,78,Herschel,15,1,3,0,0,0,0,4,1,5,0,1,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",18,1,4,0,1,0,0,2,0,9,0,0,1
350313000,3513000,35,3,13,0,Prince Edward County,506,117,111,2,13,6,43,55,30,85,12,7,25
350313001,3513001,35,3,13,1,North Marysburgh,35,11,4,0,2,0,1,3,7,5,0,0,2
350313004,3513004,35,3,13,4,South Marysburgh,40,14,5,0,1,1,1,2,6,6,3,1,0
350313008,3513008,35,3,13,8,Athol,50,11,18,0,0,0,4,8,2,4,0,0,3
350313011,3513011,35,3,13,11,Hallowell,111,27,11,0,3,1,14,10,5,22,3,4,11
350313018,3513018,35,3,13,18,Sophiasburgh,90,19,28,0,0,1,10,10,1,15,0,0,6
350313022,3513022,35,3,13,22,Hillier,68,17,21,0,2,1,7,10,2,5,1,1,1
350313028,3513028,35,3,13,28,Ameliasburgh,112,18,24,2,5,2,6,12,7,28,5,1,2
350314000,3514000,35,3,14,0,Northumberland County,"1,191",211,367,16,24,3,119,98,55,180,38,44,36
350314001,3514001,35,3,14,1,Murray,120,19,29,2,2,0,7,11,13,20,3,12,2
350314006,3514006,35,3,14,6,Brighton,118,21,29,2,5,1,12,6,14,13,5,7,3
350314011,3514011,35,3,14,11,Cramahe,99,9,21,2,4,0,19,2,13,16,6,3,4
350314016,3514016,35,3,14,16,Haldimand,155,14,50,4,5,0,15,20,3,35,3,3,3
350314019,3514019,35,3,14,19,Hamilton,157,21,47,0,4,0,24,11,5,33,3,2,7
350314023,3514023,35,3,14,23,Hope,179,17,66,2,2,1,22,12,4,27,6,10,10
350314026,3514026,35,3,14,26,Alnwick,40,8,20,0,0,0,2,4,0,5,0,0,1
350314029,3514029,35,3,14,29,Percy,116,26,38,3,2,0,9,11,1,15,5,4,2
350314034,3514034,35,3,14,34,Seymour,207,76,67,1,0,1,9,21,2,16,7,3,4
350315000,3515000,35,3,15,0,Peterborough County,"1,137",153,531,14,34,0,31,103,10,195,34,9,23
350315001,3515001,35,3,15,1,Asphodel,130,31,48,1,5,0,3,13,0,25,3,0,1
350315006,3515006,35,3,15,6,Otonabee,212,30,98,1,11,0,8,21,2,27,8,1,5
350315007,3515007,35,3,15,7,South Monaghan,63,7,34,1,3,0,2,6,0,5,3,0,2
350315009,3515009,35,3,15,9,Cavan,168,18,66,5,4,0,17,9,1,31,10,1,6
350315011,3515011,35,3,15,11,North Monaghan,26,1,9,2,0,0,0,2,0,11,0,1,0
350315016,3515016,35,3,15,16,Ennismore,52,3,37,0,1,0,0,4,0,5,0,0,2
350315018,3515018,35,3,15,18,Smith,131,19,59,2,5,0,0,16,3,20,1,3,3
350315022,3515022,35,3,15,22,Douro,126,23,69,1,0,0,0,10,2,17,2,1,1
350315026,3515026,35,3,15,26,Dummer,111,16,51,0,2,0,1,12,1,24,3,1,0
350315031,3515031,35,3,15,31,Belmont and Methuen,61,2,28,0,2,0,0,7,1,14,3,1,3
350315038,3515038,35,3,15,38,Burleigh and Anstruther,18,0,10,0,1,0,0,0,0,6,1,0,0
350315042,3515042,35,3,15,42,Harvey,39,3,22,1,0,0,0,3,0,10,0,0,0
350316000,3516000,35,3,16,0,Victoria County,"1,472",151,740,16,20,7,92,151,7,201,50,10,27
350316001,3516001,35,3,16,1,Emily,190,27,103,1,2,1,6,23,2,18,3,0,4
350316006,3516006,35,3,16,6,Ops,192,25,87,2,6,2,24,13,0,27,2,1,3
350316008,3516008,35,3,16,8,Manvers,176,8,73,2,1,1,11,21,0,42,12,2,3
350316011,3516011,35,3,16,11,Mariposa,304,48,119,3,5,0,40,33,0,31,19,2,4
350316016,3516016,35,3,16,16,Eldon,152,20,78,2,1,1,8,14,0,18,2,3,5
350316021,3516021,35,3,16,21,Fenelon,174,9,102,3,2,1,1,13,1,35,4,2,1
350316026,3516026,35,3,16,26,Verulam,148,10,88,3,1,1,1,16,3,17,2,0,6
350316031,3516031,35,3,16,31,Somerville,50,2,31,0,1,0,0,8,0,6,2,0,0
350316034,3516034,35,3,16,34,Bexley,25,1,17,0,0,0,1,1,0,2,2,0,1
350316036,3516036,35,3,16,36,Carden,25,0,17,0,1,0,0,4,0,2,1,0,0
350316039,3516039,35,3,16,39,Dalton,16,0,11,0,0,0,0,3,1,1,0,0,0
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",20,1,14,0,0,0,0,2,0,2,1,0,0
350318000,3518000,35,3,18,0,Durham Regional Municipality,"1,752",239,558,36,54,6,163,100,61,385,45,47,58
350318001,3518001,35,3,18,1,Pickering,98,9,7,4,5,1,18,5,7,33,1,5,3
350318005,3518005,35,3,18,5,Ajax,23,2,3,0,0,0,3,0,2,7,0,2,4
350318009,3518009,35,3,18,9,Whitby,67,6,18,1,1,0,6,3,3,17,2,5,5
350318013,3518013,35,3,18,13,Oshawa,60,7,21,0,2,0,7,5,1,11,2,3,1
350318017,3518017,35,3,18,17,Clarington,471,52,154,6,14,1,46,24,32,107,9,9,17
350318020,3518020,35,3,18,20,Scugog,393,58,143,13,18,3,32,25,7,64,11,6,13
350318029,3518029,35,3,18,29,Uxbridge,319,34,84,8,7,1,33,23,7,94,10,11,7
350318039,3518039,35,3,18,39,Brock,321,71,128,4,7,0,18,15,2,52,10,6,8
350319000,3519000,35,3,19,0,York Regional Municipality,"1,062",76,160,16,38,8,103,53,23,409,24,122,30
350319028,3519028,35,3,19,28,Vaughan,125,8,13,0,7,1,11,10,7,44,2,15,7
350319036,3519036,35,3,19,36,Markham,94,9,8,2,1,2,22,6,5,25,3,6,5
350319038,3519038,35,3,19,38,Richmond Hill,31,2,1,0,0,0,2,0,2,21,0,3,0
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,178,8,17,3,6,1,21,6,5,90,4,11,6
350319046,3519046,35,3,19,46,Aurora,21,0,3,0,0,1,2,0,0,11,0,4,0
350319049,3519049,35,3,19,49,King,282,20,28,1,10,1,22,10,2,106,10,69,3
350319054,3519054,35,3,19,54,East Gwillimbury,182,15,38,6,9,1,15,9,0,69,2,12,6
350319070,3519070,35,3,19,70,Georgina,149,14,52,4,5,1,8,12,2,43,3,2,3
350344000,3544000,35,3,44,0,Muskoka District Municipality,167,3,45,3,3,1,0,26,6,65,7,3,5
350344002,3544002,35,3,44,2,Gravenhurst,26,0,10,0,0,1,0,4,2,9,0,0,0
350344018,3544018,35,3,44,18,Bracebridge,36,1,10,1,2,0,0,4,0,14,2,1,1
350344027,3544027,35,3,44,27,Lake of Bays,13,0,0,1,1,0,0,1,0,9,0,1,0
350344042,3544042,35,3,44,42,Huntsville,38,2,5,1,0,0,0,8,1,16,2,1,2
350344053,3544053,35,3,44,53,Muskoka Lakes,54,0,20,0,0,0,0,9,3,17,3,0,2
350346000,3546000,35,3,46,0,Haliburton County,51,2,19,1,1,0,0,1,1,22,1,1,2
350346006,3546006,35,3,46,6,Monmouth,12,0,4,1,0,0,0,0,1,5,1,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",24,2,11,0,0,0,0,0,0,10,0,0,1
350346024,3546024,35,3,46,24,Dysart and Others,15,0,4,0,1,0,0,1,0,7,0,1,1
350349000,3549000,35,3,49,0,Parry Sound District,305,20,97,3,8,0,1,63,5,81,11,4,12
350349014,3549014,35,3,49,14,Perry,14,0,3,1,1,0,1,3,1,4,0,0,0
350349019,3549019,35,3,49,19,Armour,12,0,3,0,1,0,0,3,0,5,0,0,0
350349024,3549024,35,3,49,24,Ryerson,21,1,4,0,0,0,0,9,0,4,1,0,2
350349028,3549028,35,3,49,28,McKellar,27,1,11,0,0,0,0,5,0,7,0,1,2
350349031,3549031,35,3,49,31,McDougall,29,1,12,0,1,0,0,5,2,6,0,1,1
350349042,3549042,35,3,49,42,Chapman,21,0,9,0,0,0,0,6,0,6,0,0,0
350349046,3549046,35,3,49,46,Strong,30,2,5,0,0,0,0,5,0,14,1,0,3
350349054,3549054,35,3,49,54,Machar,11,0,2,0,2,0,0,0,0,6,0,1,0
350349059,3549059,35,3,49,59,South Himsworth,53,15,11,2,0,0,0,12,2,7,2,0,2
350349066,3549066,35,3,49,66,North Himsworth,12,0,7,0,1,0,0,1,0,3,0,0,0
350349071,3549071,35,3,49,71,Nipissing,28,0,11,0,2,0,0,7,0,5,1,1,1
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",47,0,19,0,0,0,0,7,0,14,6,0,1
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"8,730","2,370","2,828",78,102,12,599,901,95,"1,257",198,98,192
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","1,832",755,329,26,24,4,276,130,19,183,31,13,42
350401001,3501001,35,4,1,1,Lancaster,154,60,16,4,10,1,34,11,3,11,0,1,3
350401006,3501006,35,4,1,6,Charlottenburgh,181,68,37,1,2,0,19,15,4,25,2,5,3
350401010,3501010,35,4,1,10,Cornwall,79,17,29,1,1,0,7,7,0,15,2,0,0
350401015,3501015,35,4,1,15,Osnabruck,115,42,34,4,1,0,7,9,0,12,2,1,3
350401017,3501017,35,4,1,17,Williamsburgh,107,40,20,2,1,1,20,5,0,13,3,0,2
350401022,3501022,35,4,1,22,Matilda,160,64,25,3,1,0,33,10,4,15,2,1,2
350401027,3501027,35,4,1,27,Mountain,188,68,22,1,2,1,40,11,4,22,7,2,8
350401031,3501031,35,4,1,31,Winchester,226,124,25,1,1,0,40,13,1,13,6,0,2
350401038,3501038,35,4,1,38,Finch,138,79,13,3,0,0,28,4,0,6,2,0,3
350401045,3501045,35,4,1,45,Roxborough,148,64,25,2,0,0,20,13,1,15,2,1,5
350401048,3501048,35,4,1,48,Kenyon,131,47,30,1,5,0,16,9,1,17,1,2,2
350401053,3501053,35,4,1,53,Lochiel,205,82,53,3,0,1,12,23,1,19,2,0,9
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,108",474,188,8,41,3,100,109,11,130,18,11,15
350402001,3502001,35,4,2,1,East Hawkesbury,149,78,28,0,1,0,8,17,1,15,1,0,0
350402006,3502006,35,4,2,6,West Hawkesbury,69,27,18,0,0,0,1,8,0,13,0,0,2
350402012,3502012,35,4,2,12,Caledonia,101,50,9,1,11,1,9,10,0,7,1,1,1
350402016,3502016,35,4,2,16,Longueuil,39,19,5,0,1,0,2,8,0,3,1,0,0
350402021,3502021,35,4,2,21,Alfred,100,42,21,0,0,0,0,24,0,9,1,2,1
350402026,3502026,35,4,2,26,South Plantagenet,123,64,10,1,16,0,13,4,1,11,1,1,1
