AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTFCAP,TOTFCAP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NCAPITAL,CAPITAL,NCAPBLDG,CAPBLDG,NCAPQUOT,CAPQUOT,NCAPLAND,CAPLAND,NCAPLDIM,CAPLDIM,NNEWCAR,NEWCAR,NNEWTRUK,NEWTRUK,NNEWMACH,NEWMACH,NUSEDVEH,USEDVEH
350314006,3514006,35,3,14,6,Brighton,129,"63,574,444",129,"49,101,369",122,"39,755,259",52,"9,346,110",129,"10,586,935",87,"3,886,140",53,"2,086,060",21,"637,591",6,"166,597",2,x,6,x,4,x,10,"198,105",16,"383,330",25,"454,031"
350314011,3514011,35,3,14,11,Cramahe,113,"59,633,526",113,"48,021,246",112,"35,709,924",50,"12,311,322",113,"8,635,473",83,"2,976,807",53,"1,941,643",27,"322,787",4,"61,251",4,"890,000",10,"17,066",5,"73,300",3,"95,038",16,"244,976",20,"237,225"
350314016,3514016,35,3,14,16,Haldimand,186,"88,947,428",186,"72,391,335",176,"57,252,502",63,"15,138,833",182,"10,932,064",141,"5,624,029",70,"2,365,376",31,"448,452",1,x,4,"495,713",8,x,4,"48,100",7,"132,355",22,"490,345",36,"412,569"
350314019,3514019,35,3,14,19,Hamilton,183,"96,228,034",183,"79,360,583",171,"63,046,213",70,"16,314,370",180,"12,458,102",138,"4,409,349",71,"1,875,805",33,"156,383",2,x,4,"679,746",5,x,4,"120,515",6,x,23,"465,132",32,"245,312"
350314023,3514023,35,3,14,23,Hope,200,"131,063,108",200,"107,586,670",193,"82,760,383",87,"24,826,287",200,"17,550,961",144,"5,925,477",87,"4,630,971",45,"703,195",6,"149,403",6,"2,095,000",12,"24,105",10,"196,565",14,"341,171",22,"480,849",49,"640,683"
350314026,3514026,35,3,14,26,Alnwick,45,"19,185,685",45,"14,017,965",43,"11,460,965",19,"2,557,000",44,"2,969,251",36,"2,198,469",15,"265,101",8,"116,512",0,0,0,0,1,x,2,x,1,x,2,x,7,"68,785"
350314029,3514029,35,3,14,29,Percy,126,"55,598,321",126,"43,822,440",125,"34,164,752",55,"9,657,688",125,"7,583,516",106,"4,192,365",52,"1,232,252",31,"255,343",2,x,0,0,11,x,5,"75,241",8,"186,580",17,x,26,"221,327"
350314034,3514034,35,3,14,34,Seymour,232,"88,176,800",232,"62,724,087",223,"49,582,451",89,"13,141,636",231,"15,690,353",202,"9,762,360",106,"2,672,555",56,"385,290",11,"399,750",4,"389,000",20,"201,397",5,"78,000",7,"158,945",39,"618,798",46,"441,375"
350315000,3515000,35,3,15,0,Peterborough County,"1,369","556,152,499","1,369","443,884,799","1,331","355,910,041",433,"87,974,758","1,350","69,130,290","1,160","43,137,410",559,"14,376,780",270,"3,874,652",24,"1,370,751",15,"2,007,930",71,"272,506",52,"951,183",56,"1,071,571",155,"2,667,356",232,"2,160,831"
350315001,3515001,35,3,15,1,Asphodel,155,"60,198,372",155,"45,886,632",152,"35,315,922",54,"10,570,710",154,"8,211,461",139,"6,100,279",67,"2,054,815",31,"667,614",3,"315,873",1,x,10,x,4,"92,823",5,"101,921",22,"463,241",31,"291,498"
350315006,3515006,35,3,15,6,Otonabee,242,"116,535,846",242,"92,293,323",235,"73,327,465",75,"18,965,858",238,"15,503,401",212,"8,739,122",104,"4,445,123",51,"1,703,311",7,"618,550",5,"582,000",14,"82,638",10,"206,200",12,"196,684",28,"740,447",45,"315,293"
350315007,3515007,35,3,15,7,South Monaghan,72,"32,009,605",72,"26,516,284",70,"18,853,784",27,"7,662,500",70,"3,202,290",60,"2,291,031",35,"426,446",19,"95,531",0,0,2,x,7,x,0,0,5,"87,750",7,"24,151",15,"120,178"
350315009,3515009,35,3,15,9,Cavan,203,"83,507,250",203,"66,471,295",199,"56,175,750",62,"10,295,545",202,"11,542,721",167,"5,493,234",87,"2,131,745",38,"380,716",3,"59,608",3,"314,000",9,"39,598",8,"183,563",7,"166,788",31,"490,089",31,"497,383"
350315011,3515011,35,3,15,11,North Monaghan,36,"21,352,483",36,"18,123,874",35,"16,055,452",12,"2,068,422",34,"1,625,048",26,"1,603,561",10,"147,312",8,"32,881",0,0,0,0,1,x,2,x,2,x,2,x,4,"21,500"
350315016,3515016,35,3,15,16,Ennismore,64,"23,982,311",64,"18,783,898",63,"15,666,841",25,"3,117,057",63,"3,405,486",55,"1,792,927",32,"578,547",12,"57,641",1,x,1,x,6,x,3,"34,953",5,"63,909",9,"57,920",17,"97,674"
350315018,3515018,35,3,15,18,Smith,155,"71,504,158",155,"57,459,299",151,"44,024,733",51,"13,434,566",153,"8,535,131",131,"5,509,728",60,"1,820,084",31,"337,100",4,x,1,x,13,x,8,"122,800",2,x,15,"223,677",28,"310,898"
350315022,3515022,35,3,15,22,Douro,147,"52,179,237",147,"40,918,320",141,"31,514,077",50,"9,404,243",144,"6,730,318",129,"4,530,599",60,"1,485,292",27,"363,823",3,x,1,x,2,x,9,"163,208",6,x,20,"365,885",19,"203,453"
350315026,3515026,35,3,15,26,Dummer,134,"46,198,809",134,"37,031,197",131,"31,027,947",34,"6,003,250",133,"5,386,377",110,"3,781,235",46,"779,228",21,"143,322",3,x,0,0,3,x,6,"79,632",5,"132,210",11,"232,400",18,"144,038"
350315031,3515031,35,3,15,31,Belmont and Methuen,84,"22,603,943",84,"18,099,823",82,"14,683,871",23,"3,415,952",83,"2,765,510",68,"1,738,610",32,"315,035",18,"69,326",0,0,0,0,5,x,1,x,5,"106,139",4,"37,915",16,"85,716"
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,"8,986,962",33,"7,853,737",33,x,3,x,33,"754,499",27,"378,726",12,"107,463",7,"15,401",0,0,0,0,0,0,0,0,1,x,3,x,5,"58,700"
350315042,3515042,35,3,15,42,Harvey,44,"17,093,522",44,"14,447,117",39,x,17,x,43,"1,468,048",36,"1,178,357",14,"85,690",7,"7,986",0,0,1,x,1,x,1,x,1,x,3,x,3,"14,500"
350316000,3516000,35,3,16,0,Victoria County,"1,710","690,216,920","1,710","554,059,449","1,651","426,916,818",565,"127,142,631","1,683","84,790,153","1,448","51,367,318",641,"14,536,390",327,"2,459,517",27,"702,753",26,"2,715,796",70,"377,567",55,"918,719",67,"1,388,396",168,"3,547,897",287,"2,425,745"
350316001,3516001,35,3,16,1,Emily,231,"88,444,827",231,"70,148,394",225,"57,022,113",69,"13,126,281",229,"10,556,192",193,"7,740,241",91,"1,981,814",51,"341,910",4,"35,275",6,"713,575",11,"36,810",8,"127,935",12,"250,720",13,"132,180",47,"343,409"
350316006,3516006,35,3,16,6,Ops,221,"95,001,465",221,"75,413,563",214,"56,372,714",70,"19,040,849",216,"12,683,871",187,"6,904,031",87,"2,698,264",40,"462,861",5,"51,523",6,"538,000",8,"70,061",7,"122,628",11,"254,401",24,"736,108",33,"462,682"
350316008,3516008,35,3,16,8,Manvers,205,"85,954,207",205,"70,471,891",194,"56,982,962",70,"13,488,929",201,"10,080,047",171,"5,402,269",74,"1,010,257",40,"199,466",0,0,1,x,10,x,5,"87,802",9,"172,833",11,"69,860",28,"301,859"
350316011,3516011,35,3,16,11,Mariposa,342,"167,637,571",342,"131,179,459",332,"97,383,038",119,"33,796,421",338,"24,380,889",282,"12,077,223",147,"4,771,464",77,"689,687",12,"383,412",6,"800,000",15,"132,306",14,"276,387",11,"242,863",52,"1,657,540",63,"589,269"
350316016,3516016,35,3,16,16,Eldon,171,"64,911,080",171,"51,585,296",165,"39,662,596",55,"11,922,700",169,"7,947,912",149,"5,377,872",65,"1,470,243",31,"362,392",4,x,1,x,9,"23,747",7,"62,340",5,"114,674",22,"360,880",35,"197,827"
350316021,3516021,35,3,16,21,Fenelon,197,"67,229,964",197,"54,479,255",192,"45,415,255",61,"9,064,000",192,"7,458,977",176,"5,291,732",66,"962,720",31,"188,898",1,x,1,x,6,x,6,"110,200",7,"126,092",16,"175,649",37,"277,055"
350316026,3516026,35,3,16,26,Verulam,167,"60,637,631",167,"48,840,128",160,"37,538,363",60,"11,301,765",165,"6,905,053",142,"4,892,450",54,"846,894",30,"139,287",1,x,1,x,7,x,3,"51,601",3,"97,005",17,"317,127",22,"133,812"
350316031,3516031,35,3,16,31,Somerville,68,"19,594,770",68,"16,412,291",66,"12,921,291",17,"3,491,000",66,"1,686,525",57,"1,495,954",24,"163,965",10,"27,845",0,0,1,x,1,x,1,x,5,"54,334",7,"22,336",9,"28,284"
350316034,3516034,35,3,16,34,Bexley,32,"11,149,598",32,"9,881,434",29,"6,332,148",12,"3,549,286",32,"683,900",27,"584,264",5,x,2,x,0,0,0,0,0,0,0,0,2,x,0,0,1,x
350316036,3516036,35,3,16,36,Carden,34,"15,361,555",34,"13,376,093",33,"9,042,093",15,"4,334,000",33,"1,237,711",30,"747,751",12,"192,090",6,"16,391",0,0,1,x,2,x,1,x,1,x,3,x,5,"48,873"
350316039,3516039,35,3,16,39,Dalton,17,"6,381,263",17,"5,449,200",17,"3,521,000",6,"1,928,200",17,"575,677",14,"356,386",9,x,5,"23,412",0,0,1,x,1,x,1,x,0,0,2,x,3,x
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,"7,912,991",25,"6,822,445",24,"4,723,245",11,"2,099,200",25,"593,399",20,"497,147",7,"248,945",4,x,0,0,1,x,0,0,2,x,1,x,1,x,4,"30,800"
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001","1,556,992,654","2,001","1,345,304,367","1,879","900,212,161",721,"445,092,206","1,972","147,641,464","1,527","64,046,823",812,"27,873,410",381,"5,345,561",56,"2,507,464",26,"5,191,436",86,"439,650",62,"1,173,348",93,"2,179,084",299,"6,652,145",365,"4,384,722"
350318001,3518001,35,3,18,1,Pickering,111,"100,726,966",111,"88,211,551",72,"46,204,968",62,"42,006,583",110,"9,802,121",65,"2,713,294",37,"837,963",21,"198,208",1,x,0,0,7,x,0,0,3,"74,773",13,"366,429",17,"128,363"
350318005,3518005,35,3,18,5,Ajax,28,"60,653,114",28,"56,852,822",24,"37,305,770",17,"19,547,052",28,"3,104,342",18,"695,950",9,"392,812",3,x,0,0,0,0,2,x,1,x,3,x,6,"103,556",6,"93,380"
350318009,3518009,35,3,18,9,Whitby,88,"92,924,027",88,"84,032,295",79,"64,177,994",32,"19,854,301",86,"6,451,548",51,"2,440,184",29,"605,032",14,x,0,0,0,0,2,x,2,x,3,x,13,"102,299",14,"234,150"
350318013,3518013,35,3,18,13,Oshawa,70,"79,156,377",70,"69,877,306",67,"48,629,496",29,"21,247,810",69,"6,712,624",50,"2,566,447",31,"1,219,513",17,x,0,0,0,0,4,"6,307",2,x,7,"255,365",15,"539,966",14,"240,202"
350318017,3518017,35,3,18,17,Clarington,529,"399,073,790",529,"344,519,086",512,"224,133,341",187,"120,385,745",524,"39,140,052",392,"15,414,652",204,"5,160,073",88,"1,085,367",4,x,6,"461,500",21,x,24,"405,613",24,"507,725",58,"1,308,454",86,"1,210,458"
350318020,3518020,35,3,18,20,Scugog,445,"270,154,032",445,"224,166,908",435,"183,115,386",136,"41,051,522",439,"29,858,838",366,"16,128,286",207,"8,366,721",95,"1,493,148",13,"691,968",11,"2,800,500",14,"96,717",17,"383,179",23,"529,161",78,"1,525,178",93,"846,870"
350318029,3518029,35,3,18,29,Uxbridge,363,"353,276,419",363,"318,158,053",342,"176,161,718",115,"141,996,335",354,"25,832,430",278,"9,285,936",138,"4,977,390",68,"967,374",13,"601,444",4,"596,000",11,"26,759",7,"117,041",15,"390,035",52,"1,466,803",71,"811,934"
350318039,3518039,35,3,18,39,Brock,367,"201,027,930",367,"159,486,346",348,"120,483,488",143,"39,002,858",362,"26,739,509",307,"14,802,075",157,"6,313,906",75,"1,204,822",25,"1,109,777",5,"1,333,436",25,"148,008",9,"155,500",15,"303,538",64,"1,239,460",64,"819,365"
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211","1,790,487,489","1,211","1,656,971,324","1,042","882,270,028",477,"774,701,296","1,185","103,574,554",754,"29,941,611",447,"22,761,792",198,"6,261,533",11,x,10,"4,034,400",50,x,26,"508,816",71,"2,075,272",144,"5,802,344",181,"3,177,082"
350319028,3519028,35,3,19,28,Vaughan,139,"346,987,288",139,"332,895,814",111,"140,968,010",56,"191,927,804",136,"11,361,656",68,"2,729,818",59,"5,419,499",21,"1,526,217",1,x,1,x,7,x,6,x,10,x,20,"1,142,187",20,"219,120"
350319036,3519036,35,3,19,36,Markham,107,"253,127,416",107,"239,752,246",78,"80,316,219",65,"159,436,027",103,"10,434,835",65,"2,940,335",44,"3,246,480",15,"942,331",3,"15,710",2,x,7,"34,234",1,x,6,x,17,"633,573",24,"372,014"
350319038,3519038,35,3,19,38,Richmond Hill,34,"121,315,143",34,"117,562,423",26,"79,080,000",16,"38,482,423",34,"2,801,098",24,"951,622",11,x,5,x,0,0,0,0,1,x,2,x,4,"157,531",5,x,4,x
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,"244,791,947",201,"221,927,127",182,"130,327,179",72,"91,599,948",197,"15,891,179",112,"6,973,641",74,"2,160,560",31,"689,397",0,0,0,0,4,x,2,x,12,"397,895",25,"497,591",28,"520,387"
350319046,3519046,35,3,19,46,Aurora,24,"52,314,697",24,"51,016,570",17,"43,971,629",12,"7,044,941",22,"940,101",12,"358,026",4,x,2,x,0,0,0,0,0,0,1,x,2,x,1,x,1,x
350319049,3519049,35,3,19,49,King,314,"394,380,769",314,"358,320,075",278,"225,968,373",123,"132,351,702",311,"29,511,031",180,"6,549,663",113,"6,237,559",60,"2,157,758",5,x,2,x,15,x,6,"122,771",21,"526,626",36,"1,753,108",42,"823,223"
350319054,3519054,35,3,19,54,East Gwillimbury,209,"233,588,277",209,"207,929,782",183,"121,671,285",76,"86,258,497",203,"21,145,850",141,"4,512,645",79,"3,393,043",32,"583,520",1,x,3,x,10,"30,757",6,"100,655",9,"415,000",25,"1,343,001",39,"548,260"
350319070,3519070,35,3,19,70,Georgina,183,"143,981,952",183,"127,567,287",167,"59,967,333",57,"67,599,954",179,"11,488,804",152,"4,925,861",63,"1,675,196",32,"235,484",1,x,2,x,6,"45,850",2,x,7,"117,000",15,"319,623",23,"634,053"
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,"81,689,017",260,"71,086,012",255,"67,319,112",38,"3,766,900",250,"8,223,032",176,"2,379,973",75,"1,378,479",44,"288,675",0,0,4,x,9,"25,154",8,x,10,"274,198",20,"230,394",24,"232,158"
350344002,3544002,35,3,44,2,Gravenhurst,34,"7,945,875",34,"6,256,542",34,x,8,x,33,"1,259,400",26,"429,933",12,x,7,"20,445",0,0,0,0,1,x,0,0,1,x,1,x,5,"12,350"
350344018,3544018,35,3,44,18,Bracebridge,53,"10,384,994",53,"8,882,482",50,"8,436,182",8,"446,300",50,"1,081,750",39,"420,762",17,"145,797",10,"21,400",0,0,0,0,2,x,2,x,2,x,3,"3,889",5,"46,208"
350344027,3544027,35,3,44,27,Lake of Bays,18,"9,843,119",18,"9,119,379",17,x,2,x,18,"452,550",12,"271,190",1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
350344042,3544042,35,3,44,42,Huntsville,78,"26,007,199",78,"23,829,919",78,"22,806,019",12,"1,023,900",74,"1,703,281",49,"473,999",20,"229,701",12,"26,886",0,0,1,x,3,854,6,"102,000",4,"46,000",6,x,3,"9,750"
350344053,3544053,35,3,44,53,Muskoka Lakes,77,"27,507,830",77,"22,997,690",76,"21,456,990",8,"1,540,700",75,"3,726,051",50,"784,089",25,"897,988",15,"219,944",0,0,3,x,3,x,0,0,2,x,10,"188,794",11,"163,850"
350346000,3546000,35,3,46,0,Haliburton County,87,"26,890,178",87,"24,025,148",85,"22,552,029",13,"1,473,119",86,"2,028,676",58,"836,354",21,"311,533",8,"52,969",0,0,2,x,4,x,2,x,1,x,7,"25,231",8,"12,495"
350346006,3546006,35,3,46,6,Monmouth,28,"5,771,536",28,"4,896,297",27,x,5,x,28,"605,026",17,"270,213",7,x,3,x,0,0,1,x,3,"4,668",0,0,0,0,2,x,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,"13,239,412",33,"11,909,426",32,"11,493,140",5,"416,286",33,"879,600",26,"450,386",10,"101,056",3,x,0,0,1,x,1,x,2,x,1,x,2,x,6,x
350346024,3546024,35,3,46,24,Dysart and Others,26,"7,879,229",26,"7,219,425",26,x,3,x,25,"544,050",15,"115,754",4,x,2,x,0,0,0,0,0,0,0,0,0,0,3,x,2,x
350349000,3549000,35,3,49,0,Parry Sound District,425,"115,423,024",425,"90,867,534",416,"85,098,781",77,"5,768,753",419,"14,954,526",327,"9,600,964",141,"1,898,369",68,"278,371",2,x,5,x,16,x,9,"177,387",6,x,34,"225,622",69,"318,671"
350349014,3549014,35,3,49,14,Perry,28,"5,148,094",28,"4,290,582",27,x,1,x,28,"763,396",16,"94,116",7,x,3,x,0,0,0,0,1,x,0,0,0,0,1,x,3,x
350349019,3549019,35,3,49,19,Armour,25,"4,826,303",25,"4,031,848",25,x,3,x,23,"528,200",22,"266,255",10,x,4,"4,552",1,x,1,x,0,0,1,x,0,0,3,"8,362",5,x
350349024,3549024,35,3,49,24,Ryerson,35,"7,690,213",35,"6,118,917",35,"5,720,167",7,"398,750",35,"1,096,903",28,"474,393",12,"159,364",8,"14,414",0,0,1,x,3,"1,400",1,x,0,0,2,x,4,x
350349028,3549028,35,3,49,28,McKellar,30,"7,251,425",30,"5,886,712",30,"4,909,926",8,"976,786",29,"985,375",24,"379,338",13,"87,596",5,x,0,0,0,0,0,0,1,x,0,0,2,x,8,"63,495"
350349031,3549031,35,3,49,31,McDougall,43,"14,632,874",43,"12,650,264",41,"12,045,264",10,"605,000",42,"1,502,401",31,"480,209",19,"180,192",10,"38,815",0,0,1,x,1,x,0,0,1,x,5,"21,399",10,"58,688"
350349042,3549042,35,3,49,42,Chapman,26,"7,757,262",26,"6,253,114",25,"5,793,000",8,"460,114",25,"817,385",19,"686,763",4,"68,817",1,x,0,0,0,0,0,0,0,0,1,x,2,x,2,x
350349046,3549046,35,3,49,46,Strong,46,"10,622,792",46,"8,682,143",45,"8,091,857",6,"590,286",46,"1,315,699",35,"624,950",17,"307,364",8,"40,986",0,0,1,x,1,x,2,x,0,0,4,"6,931",12,"56,847"
350349054,3549054,35,3,49,54,Machar,20,"3,234,887",20,"2,669,600",20,x,1,x,20,"448,500",15,"116,787",7,"49,657",4,"2,426",0,0,0,0,0,0,1,x,1,x,2,x,0,0
350349059,3549059,35,3,49,59,South Himsworth,62,"22,022,011",62,"17,035,039",61,"16,242,039",11,"793,000",61,"3,278,665",50,"1,708,307",20,"316,574",8,"78,854",1,x,0,0,4,"5,400",1,x,2,x,7,"79,555",10,"50,853"
350349066,3549066,35,3,49,66,North Himsworth,17,"4,378,443",17,"3,760,750",17,x,1,x,17,"381,100",12,"236,593",4,"20,071",1,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x
350349071,3549071,35,3,49,71,Nipissing,36,"11,924,656",36,"6,651,728",35,"5,925,804",10,"725,924",36,"1,717,752",30,"3,555,176",10,"148,096",6,x,0,0,0,0,2,x,1,x,1,x,2,x,6,"17,135"
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,"15,934,065",57,"12,836,837",55,"11,985,944",11,"850,893",57,"2,119,150",45,"978,078",18,"167,973",10,"24,366",0,0,1,x,4,x,1,x,0,0,4,"27,767",6,"16,790"
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473","4,775,193,651","10,473","3,588,838,994","10,236","3,087,234,724","3,470","501,604,270","10,354","768,307,760","8,610","418,046,897","4,644","167,420,476","2,260","36,376,329",564,"22,192,001",241,"19,818,679","1,079","8,641,036",325,"5,173,339",432,"9,665,060","1,772","45,294,775","2,050","20,259,257"
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113","1,069,779,208","2,113","776,883,565","2,081","689,727,718",728,"87,155,847","2,084","196,845,223","1,678","96,050,420","1,079","48,738,460",487,"10,748,486",173,"5,736,973",82,"6,531,176",317,"3,118,495",97,"1,456,081",86,"1,883,086",464,"14,172,327",487,"5,091,836"
350401001,3501001,35,4,1,1,Lancaster,168,"103,430,494",168,"75,885,726",168,"69,715,476",49,"6,170,250",165,"19,329,531",119,"8,215,237",102,"5,486,882",50,"1,320,788",17,"722,171",13,"930,500",31,"288,160",10,"127,200",6,"124,344",48,"1,549,288",46,"424,431"
350401006,3501006,35,4,1,6,Charlottenburgh,219,"105,306,149",219,"78,803,038",214,"67,420,738",76,"11,382,300",214,"17,223,631",174,"9,279,480",103,"3,117,604",47,"576,960",8,"236,623",7,"533,500",30,"360,339",6,"60,650",8,"176,757",35,"613,852",50,"558,923"
350401010,3501010,35,4,1,10,Cornwall,100,"36,432,024",100,"27,093,463",100,"23,692,907",28,"3,400,556",99,"5,756,446",82,"3,582,115",34,"1,368,486",14,"123,518",5,"385,000",4,x,7,"31,398",3,"66,793",2,x,8,"188,866",17,"231,111"
350401015,3501015,35,4,1,15,Osnabruck,141,"54,316,595",141,"38,817,867",138,"34,460,942",52,"4,356,925",141,"10,206,361",121,"5,292,367",61,"1,351,236",28,"175,167",5,"226,720",1,x,15,"108,680",5,"72,360",9,x,19,"258,229",32,"305,654"
350401017,3501017,35,4,1,17,Williamsburgh,133,"58,426,517",133,"42,913,740",132,"38,387,751",41,"4,525,989",133,"10,270,016",98,"5,242,761",67,"2,574,249",21,"1,028,920",6,"118,921",6,"371,600",18,"85,930",4,"36,914",3,"59,000",22,"590,651",37,"282,313"
350401022,3501022,35,4,1,22,Matilda,186,"96,579,862",186,"70,326,826",182,"65,318,576",51,"5,008,250",181,"18,065,828",147,"8,187,208",99,"4,843,208",50,"971,936",15,"458,556",13,"804,650",36,"565,694",8,"121,794",8,"237,800",41,"1,194,423",36,"488,355"
350401027,3501027,35,4,1,27,Mountain,222,"112,561,765",222,"83,028,764",213,"72,080,085",84,"10,948,679",221,"20,710,182",173,"8,822,819",116,"5,130,410",54,"934,344",17,"693,621",5,"374,000",27,"122,239",9,"145,911",6,"131,000",53,"2,081,673",51,"647,622"
350401031,3501031,35,4,1,31,Winchester,240,"146,899,713",240,"103,875,706",238,"96,179,368",91,"7,696,338",234,"29,772,651",194,"13,251,356",129,"7,073,015",62,"920,970",28,"874,748",9,"497,926",48,"435,900",14,"282,990",8,"178,686",79,"3,345,522",52,"536,273"
350401038,3501038,35,4,1,38,Finch,148,"101,777,419",148,"70,827,461",145,"62,928,398",51,"7,899,063",148,"20,515,563",123,"10,434,395",93,"7,015,166",42,"2,062,467",22,"700,283",11,"1,772,500",26,"380,739",6,"112,785",5,"116,000",47,"1,221,257",48,"649,135"
350401045,3501045,35,4,1,45,Roxborough,170,"84,190,443",170,"62,725,874",169,"54,922,526",68,"7,803,348",168,"14,253,528",128,"7,211,041",86,"3,582,809",35,"591,825",19,"359,577",5,"474,500",24,"287,318",12,"138,445",13,"251,621",33,"1,124,028",41,"355,495"
350401048,3501048,35,4,1,48,Kenyon,151,"72,661,304",151,"52,619,192",151,"44,846,743",56,"7,772,449",150,"13,819,459",126,"6,222,653",79,"3,686,440",39,"1,392,722",12,"321,730",3,"186,700",25,"258,100",7,"93,909",11,"256,012",34,"912,493",31,"264,774"
350401053,3501053,35,4,1,53,Lochiel,235,"97,196,922",235,"69,965,908",231,"59,774,208",81,"10,191,700",230,"16,922,027",193,"10,308,987",110,"3,508,955",45,"648,869",19,"639,023",5,"266,500",30,"193,998",13,"196,330",7,"124,440",45,"1,092,045",46,"347,750"
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239","700,901,012","1,239","505,605,124","1,229","455,800,809",413,"49,804,315","1,224","127,727,791",974,"67,568,097",666,"35,507,998",373,"6,751,355",168,"8,176,457",45,"3,856,764",249,"2,889,516",50,"805,585",61,"1,489,778",292,"8,692,439",264,"2,846,104"
350402001,3502001,35,4,2,1,East Hawkesbury,164,"88,235,104",164,"64,221,967",164,"56,517,612",70,"7,704,355",163,"14,687,889",142,"9,325,248",96,"4,312,376",55,"600,187",29,"1,237,154",4,"321,100",31,"351,616",13,"217,375",10,"178,650",34,"1,107,070",40,"299,224"
350402006,3502006,35,4,2,6,West Hawkesbury,77,"33,750,557",77,"23,008,190",76,"20,203,190",25,"2,805,000",76,"5,976,900",62,"4,765,467",41,"1,356,943",17,x,9,"264,564",2,x,18,"134,096",4,"44,414",3,"40,800",16,"325,675",16,"112,728"
350402012,3502012,35,4,2,12,Caledonia,112,"79,228,598",112,"56,958,010",112,"51,355,069",37,"5,602,941",111,"14,915,334",92,"7,355,254",67,"4,330,652",38,"748,154",19,"872,408",6,"590,000",29,"220,458",1,x,8,x,30,"1,194,905",29,"409,532"
350402016,3502016,35,4,2,16,Longueuil,46,"29,740,903",46,"21,157,244",45,"17,863,744",21,"3,293,500",46,"5,863,303",34,"2,720,356",21,"1,377,554",7,x,6,"207,830",3,x,9,"43,382",2,x,2,x,9,"417,680",4,"67,500"
350402021,3502021,35,4,2,21,Alfred,114,"55,606,184",114,"38,752,177",112,"35,135,633",35,"3,616,544",112,"11,176,834",86,"5,677,173",60,"2,458,784",35,"419,360",17,"722,310",3,"282,700",25,"214,533",4,x,2,x,23,"459,726",25,"278,682"
350402026,3502026,35,4,2,26,South Plantagenet,135,"88,301,135",135,"64,336,740",133,"59,701,407",39,"4,635,333",133,"15,452,059",106,"8,512,336",79,"4,912,023",42,"849,415",26,"1,897,592",5,"362,764",28,"322,044",8,"95,121",5,"99,777",40,"916,896",27,"368,414"
350402031,3502031,35,4,2,31,North Plantagenet,111,"56,877,250",111,"40,572,861",110,"36,498,461",37,"4,074,400",110,"10,894,542",86,"5,409,847",53,"2,663,943",33,"709,070",9,"428,571",5,"289,000",24,"239,090",5,x,3,x,20,"775,497",23,"159,591"
350402037,3502037,35,4,2,37,Clarence,160,"75,636,026",160,"54,938,222",159,"48,945,705",50,"5,992,517",158,"13,422,512",127,"7,275,292",75,"2,348,128",53,"440,325",7,"378,455",5,"356,000",32,"220,542",4,"64,976",6,"183,252",30,"461,293",31,"243,285"
350402042,3502042,35,4,2,42,Cambridge,150,"94,231,040",150,"66,982,010",148,"61,495,799",46,"5,486,211",148,"18,362,352",117,"8,886,678",88,"6,303,853",52,"2,091,830",23,"1,168,059",6,"549,500",23,"320,316",4,"66,256",9,"156,823",53,"1,561,738",37,"389,331"
350402048,3502048,35,4,2,48,Russell,170,"99,294,215",170,"74,677,703",170,"68,084,189",53,"6,593,514",167,"16,976,066",122,"7,640,446",86,"5,443,742",41,"426,886",23,"999,514",6,"730,500",30,"823,439",5,"144,900",13,"328,727",37,"1,471,959",32,"517,817"
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,455","898,709,155","1,455","717,226,735","1,401","584,941,838",519,"132,284,897","1,449","125,203,662","1,129","56,278,758",594,"28,173,538",288,"7,594,283",78,"3,143,658",17,"2,234,300",121,"935,289",43,"710,166",55,"1,495,924",225,"8,227,097",261,"3,832,821"
350406001,3506001,35,4,6,1,Osgoode,289,"170,546,513",289,"131,065,754",287,"114,262,678",91,"16,803,076",289,"28,760,084",230,"10,720,675",129,"5,890,536",63,"849,850",26,"613,804",4,"527,000",27,"301,355",10,"190,045",5,"115,241",47,"1,711,984",62,"1,581,257"
350406004,3506004,35,4,6,4,Cumberland,188,"113,198,758",188,"86,518,937",186,"77,132,296",63,"9,386,641",187,"17,656,927",143,"9,022,894",88,"5,007,623",43,"1,998,824",22,"940,181",2,x,23,"146,691",4,x,9,"208,655",41,"1,307,905",34,"299,367"
