AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NXMSAREA,XMSAREA,EXMSAREA,NXMASTRE,XMASTRE,NMAPLET,MAPLET,NVFTPROD,VFTPROD
240449048,2449048,24,4,49,48,Saint-Germain-de-Grantham,78,0,0,0,0,0,1,x,3,"2,300"
240449057,2449057,24,4,49,57,Drummondville,20,1,x,x,1,x,0,0,0,0
240449070,2449070,24,4,49,70,Saint-Cyrille-de-Wendover,73,2,x,x,1,x,3,"6,400",7,"38,498"
240449080,2449080,24,4,49,80,Notre-Dame-du-Bon-Conseil,39,0,0,0,0,0,2,x,2,x
240449085,2449085,24,4,49,85,Sainte-Brigitte-des-Saults,54,1,x,x,0,0,1,x,1,x
240449090,2449090,24,4,49,90,Saint-Joachim-de-Courval,26,2,x,x,2,x,5,"12,700",4,"48,189"
240449095,2449095,24,4,49,95,Saint-Majorique-de-Grantham,27,0,0,0,0,0,1,x,0,0
240449100,2449100,24,4,49,100,Saint-Edmond-de-Grantham,30,0,0,0,0,0,1,x,2,x
240449105,2449105,24,4,49,105,Saint-Eugäne,53,0,0,0,0,0,2,x,2,x
240449113,2449113,24,4,49,113,Saint-Guillaume,67,0,0,0,0,0,1,x,4,"11,830"
240449125,2449125,24,4,49,125,Saint-Bonaventure,55,1,x,x,1,x,2,x,3,"4,858"
240449130,2449130,24,4,49,130,Saint-Pie-de-Guire,32,0,0,0,0,0,4,"2,855",5,"15,320"
240450000,2450000,24,4,50,0,Nicolet-Yamaska,694,4,100,40,4,x,64,"87,797",65,"558,947"
240450005,2450005,24,4,50,5,Sainte-Eulalie,29,0,0,0,0,0,4,"5,300",7,"23,312"
240450015,2450015,24,4,50,15,Saint-Raphaâl-Partie-Sud,23,0,0,0,0,0,2,x,4,"5,336"
240450023,2450023,24,4,50,23,Saint-Wenceslas,61,0,0,0,0,0,6,"12,489",6,"83,601"
240450035,2450035,24,4,50,35,Saint-CÇlestin,47,0,0,0,0,0,4,"3,150",6,"31,720"
240450042,2450042,24,4,50,42,Saint-LÇonard-d'Aston,43,1,x,x,1,x,3,"1,015",3,x
240450050,2450050,24,4,50,50,Sainte-PerpÇtue,56,0,0,0,0,0,0,0,1,x
240450060,2450060,24,4,50,60,Sainte-Monique,43,0,0,0,0,0,3,"3,900",5,"9,682"
240450065,2450065,24,4,50,65,Grand-Saint-Esprit,23,0,0,0,0,0,2,x,2,x
240450075,2450075,24,4,50,75,Saint-Jean-Baptiste-de-Nicolet,39,0,0,0,0,0,4,"2,630",3,x
240450080,2450080,24,4,50,80,Nicolet-Sud,28,0,0,0,0,0,5,"14,200",2,x
240450085,2450085,24,4,50,85,La Visitation-de-Yamaska,38,0,0,0,0,0,8,"16,525",7,"59,361"
240450090,2450090,24,4,50,90,Saint-ZÇphirin-de-Courval,60,0,0,0,0,0,4,"3,100",5,x
240450095,2450095,24,4,50,95,Saint-Elphäge,30,0,0,0,0,0,3,"6,400",4,"117,044"
240450100,2450100,24,4,50,100,Baie-du-Febvre,63,0,0,0,0,0,3,"3,000",2,x
240450130,2450130,24,4,50,130,Saint-Franáois-du-Lac,111,3,x,x,3,x,13,"9,488",8,"68,038"
240451000,2451000,24,4,51,0,MaskinongÇ,526,0,0,0,0,0,31,"35,552",36,"121,079"
240451010,2451010,24,4,51,10,Saint-Joseph-de-MaskinongÇ,51,0,0,0,0,0,0,0,0,0
240451015,2451015,24,4,51,15,Louiseville,61,0,0,0,0,0,2,x,1,x
240451020,2451020,24,4,51,20,Yamachiche,82,0,0,0,0,0,2,x,1,x
240451025,2451025,24,4,51,25,Saint-BarnabÇ,43,0,0,0,0,0,0,0,2,x
240451030,2451030,24,4,51,30,Saint-SÇväre,36,0,0,0,0,0,0,0,1,x
240451035,2451035,24,4,51,35,Saint-LÇon-le-Grand,73,0,0,0,0,0,1,x,0,0
240451040,2451040,24,4,51,40,Sainte-Ursule,52,0,0,0,0,0,1,x,4,"20,222"
240451045,2451045,24,4,51,45,Saint-Justin,43,0,0,0,0,0,9,"6,835",5,"17,667"
240451055,2451055,24,4,51,55,Sainte-Angäle-de-PrÇmont,27,0,0,0,0,0,6,"14,542",9,"51,267"
240451060,2451060,24,4,51,60,Saint-Paulin,58,0,0,0,0,0,10,"9,525",13,"25,614"
240490000,2490000,24,4,90,0,Le Haut-Saint-Maurice,21,1,x,x,0,0,1,x,6,"39,285"
240490020,2490020,24,4,90,20,Langelier,21,1,x,x,0,0,1,x,6,"39,285"
240500000,2400000,24,5,0,0,Estrie,"3,143",253,"20,003","8,095",192,"713,316",865,"3,064,105","1,308","12,054,208"
240530000,2430000,24,5,30,0,Le Granit,594,41,"2,892","1,170",32,"96,109",395,"1,874,367",370,"4,396,765"
240530005,2430005,24,5,30,5,Saint-Augustin-de-Woburn,24,3,90,36,2,x,8,"82,500",13,"180,458"
240530020,2430020,24,5,30,20,Piopolis,36,1,x,x,1,x,27,"105,250",21,"221,486"
240530025,2430025,24,5,30,25,Frontenac,28,2,x,x,2,x,19,"83,400",17,"236,820"
240530045,2430045,24,5,30,45,Nantes,35,5,348,141,5,"14,866",23,"80,690",18,"240,430"
240530050,2430050,24,5,30,50,Sainte-CÇcile-de-Whitton,29,0,0,0,0,0,20,"60,900",18,"152,620"
240530055,2430055,24,5,30,55,Audet,45,0,0,0,0,0,31,"155,400",24,"358,818"
240530070,2430070,24,5,30,70,Saint-Robert-Bellarmin,58,0,0,0,0,0,44,"480,225",32,"456,521"
240530075,2430075,24,5,30,75,Gayhurst-Partie-Sud-Est,23,0,0,0,0,0,14,"46,760",17,"82,479"
240530080,2430080,24,5,30,80,Lac-Drolet,46,12,689,279,11,"31,904",25,"108,500",31,"347,505"
240530085,2430085,24,5,30,85,Saint-SÇbastien,54,2,x,x,1,x,42,"179,675",42,"560,914"
240530090,2430090,24,5,30,90,Courcelles,41,4,175,71,3,"2,732",23,"59,570",27,"228,918"
240530095,2430095,24,5,30,95,Lambton,71,2,x,x,0,0,52,"149,286",50,"681,048"
240530100,2430100,24,5,30,100,Saint-Romain,32,3,72,29,2,x,24,"85,100",24,"283,752"
240530105,2430105,24,5,30,105,Stornoway,41,6,679,275,4,"23,965",33,"149,158",24,"261,254"
240530110,2430110,24,5,30,110,Stratford,31,1,x,x,1,x,10,"47,953",12,"103,742"
240540000,2440000,24,5,40,0,Asbestos,298,9,371,150,9,"8,842",59,"191,815",128,"977,333"
240540005,2440005,24,5,40,5,Saint-Joseph-de-Ham-Sud,21,3,x,x,3,"5,150",6,"64,100",13,"145,909"
240540010,2440010,24,5,40,10,Saint-Adrien,29,0,0,0,0,0,17,"42,050",16,"85,045"
240540017,2440017,24,5,40,17,Wotton,78,2,x,x,2,x,9,"38,500",32,"394,194"
240540025,2440025,24,5,40,25,Saint-Camille,38,0,0,0,0,0,7,"9,700",22,"125,074"
240540032,2440032,24,5,40,32,Saint-Georges-de-Windsor,55,4,93,38,4,x,7,"7,960",23,"92,438"
240540050,2440050,24,5,40,50,Shipton,77,0,0,0,0,0,13,"29,505",22,"134,673"
240541000,2441000,24,5,41,0,Le Haut-Saint-Franáois,624,79,"10,141","4,104",62,"315,635",127,"359,338",299,"2,887,658"
240541005,2441005,24,5,41,5,Saint-Malo,25,6,232,94,4,"3,575",2,x,16,"267,054"
240541010,2441010,24,5,41,10,Clifton-Partie-Est,35,4,218,88,4,"6,600",13,"24,000",24,"305,206"
240541015,2441015,24,5,41,15,Saint-Isidore-d'Auckland,37,5,74,30,3,"3,700",13,"29,500",21,"246,263"
240541030,2441030,24,5,41,30,Ditton,42,10,781,316,9,"28,516",8,"30,091",23,"195,894"
240541035,2441035,24,5,41,35,Newport,45,5,143,58,4,"2,911",12,"20,300",24,"230,203"
240541050,2441050,24,5,41,50,Eaton,173,17,"6,163","2,494",13,"185,215",24,"31,420",65,"611,907"
240541055,2441055,24,5,41,55,Ascot Corner,31,3,x,x,1,x,3,"6,900",13,"86,869"
240541065,2441065,24,5,41,65,Westbury,34,1,x,x,1,x,1,x,11,"46,400"
240541070,2441070,24,5,41,70,Bury,54,7,272,110,5,"6,800",14,"83,051",25,"253,707"
240541085,2441085,24,5,41,85,Lingwick,42,8,599,242,7,"25,500",15,"88,000",23,"273,726"
240541105,2441105,24,5,41,105,Weedon,53,11,"1,543",624,9,"45,928",7,"10,750",29,"180,210"
240541117,2441117,24,5,41,117,Dudswell,53,2,x,x,2,x,15,"32,900",25,"190,219"
240542000,2442000,24,5,42,0,Le Val-Saint-Franáois,576,16,323,131,6,"5,126",109,"305,587",160,"1,222,597"
240542005,2442005,24,5,42,5,Stoke,45,2,x,x,1,x,0,0,17,"102,360"
240542015,2442015,24,5,42,15,Brompton,58,0,0,0,0,0,4,x,3,"2,711"
240542020,2442020,24,5,42,20,Saint-Franáois-Xavier-de-Brompton,51,1,x,x,0,0,5,"7,938",12,"48,603"
240542032,2442032,24,5,42,32,Racine,39,2,x,x,1,x,13,"27,237",12,"157,933"
240542040,2442040,24,5,42,40,Bonsecours,30,3,x,x,2,x,9,"28,500",7,"41,849"
240542050,2442050,24,5,42,50,Sainte-Anne-de-la-Rochelle,52,3,49,20,1,x,20,"97,300",20,"297,738"
240542060,2442060,24,5,42,60,Valcourt,40,1,x,x,0,0,17,"52,700",12,"90,249"
240542065,2442065,24,5,42,65,Maricourt,36,1,x,x,0,0,12,"28,250",12,"59,720"
240542075,2442075,24,5,42,75,Melbourne,64,2,x,x,1,x,12,"26,752",14,"140,292"
240542095,2442095,24,5,42,95,Val-Joli,64,1,x,x,0,0,2,x,19,"52,740"
240542100,2442100,24,5,42,100,Saint-Claude,46,0,0,0,0,0,7,"17,200",17,"154,663"
240542110,2442110,24,5,42,110,Cleveland,51,0,0,0,0,0,8,"14,960",15,"73,739"
240543000,2443000,24,5,43,0,Sherbrooke,131,14,"1,068",432,13,"41,443",14,"20,437",28,"163,829"
240543015,2443015,24,5,43,15,Ascot,49,7,984,398,7,x,4,"8,057",8,"83,384"
240543025,2443025,24,5,43,25,Sherbrooke,27,2,x,x,2,x,3,"5,260",5,"9,852"
240543030,2443030,24,5,43,30,Rock Forest,24,1,x,x,1,x,2,x,3,"6,664"
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,31,4,38,15,3,620,5,x,12,"63,929"
240544000,2444000,24,5,44,0,Coaticook,572,66,"4,160","1,683",51,"205,618",88,"173,066",206,"1,738,621"
240544010,2444010,24,5,44,10,East Hereford,26,18,"1,555",629,17,"58,652",0,0,17,"136,915"
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,36,3,53,21,1,x,4,"7,126",18,"242,649"
240544023,2444023,24,5,44,23,Dixville,34,10,249,101,7,"9,385",2,x,15,"98,113"
240544030,2444030,24,5,44,30,Barford,25,1,x,x,1,x,1,x,5,"50,180"
240544040,2444040,24,5,44,40,Barnston,105,6,372,151,3,x,16,"40,330",29,"167,545"
240544045,2444045,24,5,44,45,Barnston-Ouest,47,7,377,153,5,"21,655",13,"22,850",23,"274,300"
240544050,2444050,24,5,44,50,Stanstead-Est,64,6,237,96,6,"19,620",11,"18,075",23,"164,827"
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,7,856,346,6,"47,826",10,"20,785",28,"188,280"
240544060,2444060,24,5,44,60,Martinville,19,2,x,x,1,x,1,x,7,"31,341"
240544067,2444067,24,5,44,67,Compton,77,4,293,119,3,"13,354",14,"14,560",21,"256,517"
240544075,2444075,24,5,44,75,Compton Station,71,2,x,x,1,x,16,"47,215",20,"127,954"
240545000,2445000,24,5,45,0,MemphrÇmagog,348,28,"1,048",424,19,"40,543",73,"139,495",117,"667,405"
240545020,2445020,24,5,45,20,Ogden,46,5,59,24,3,x,9,"7,150",19,"89,656"
240545025,2445025,24,5,45,25,Stanstead,27,2,x,x,1,x,2,x,7,"15,033"
240545030,2445030,24,5,45,30,Potton,56,2,x,x,0,0,18,"37,034",19,"109,722"
240545043,2445043,24,5,45,43,Hatley,34,0,0,0,0,0,5,"6,502",9,"46,506"
240545055,2445055,24,5,45,55,Hatley,17,1,x,x,0,0,2,x,6,"13,200"
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,56,3,x,x,2,x,8,"11,325",12,"56,392"
240545075,2445075,24,5,45,75,Magog,46,7,150,61,6,"5,298",8,"16,410",16,"88,616"
240545085,2445085,24,5,45,85,Austin,48,5,59,24,5,x,13,"34,594",20,"192,376"
240545105,2445105,24,5,45,105,Stukely-Sud,18,3,x,x,2,x,8,"23,600",9,"55,904"
240600000,2400000,24,6,0,0,MontrÇal-Laval,288,3,x,x,1,x,7,"12,235",12,"76,385"
240665000,2465000,24,6,65,0,Laval,202,1,x,x,1,x,2,x,4,x
240665005,2465005,24,6,65,5,Laval,202,1,x,x,1,x,2,x,4,x
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,86,2,x,x,0,0,5,x,8,x
240666025,2466025,24,6,66,25,MontrÇal,86,2,x,x,0,0,5,x,8,x
240700000,2400000,24,7,0,0,Lanaudiäre,"2,105",11,283,115,6,"8,340",270,"587,496",242,"1,626,994"
240752000,2452000,24,7,52,0,D'Autray,565,6,187,76,4,x,26,"33,350",46,"219,401"
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,36,1,x,x,0,0,3,"3,650",2,x
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,54,0,0,0,0,0,0,0,7,"40,597"
240752030,2452030,24,7,52,30,Sainte-êlisabeth,84,0,0,0,0,0,0,0,3,x
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,43,0,0,0,0,0,3,"2,900",3,"4,196"
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,39,0,0,0,0,0,2,x,1,x
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,68,0,0,0,0,0,3,x,5,"15,687"
240752065,2452065,24,7,52,65,Saint-Cuthbert,82,3,x,x,2,x,3,"6,300",6,"40,027"
240752070,2452070,24,7,52,70,Saint-Norbert,39,0,0,0,0,0,3,"4,000",4,"31,829"
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,86,2,x,x,2,x,5,"10,800",9,"21,225"
240752090,2452090,24,7,52,90,Saint-Didace,34,0,0,0,0,0,4,"3,300",6,"32,290"
240760000,2460000,24,7,60,0,L'Assomption,192,1,x,x,0,0,15,"20,100",11,"25,351"
240760010,2460010,24,7,60,10,Le Gardeur,26,0,0,0,0,0,2,x,2,x
240760020,2460020,24,7,60,20,Saint-Sulpice,24,1,x,x,0,0,2,x,2,x
240760027,2460027,24,7,60,27,L'Assomption,58,0,0,0,0,0,6,"11,300",2,x
240760040,2460040,24,7,60,40,L'êpiphanie,46,0,0,0,0,0,1,x,1,x
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,38,0,0,0,0,0,4,"4,600",4,"8,956"
240761000,2461000,24,7,61,0,Joliette,328,1,x,x,0,0,29,"35,100",33,"247,027"
240761005,2461005,24,7,61,5,Saint-Paul,97,0,0,0,0,0,7,"6,350",9,"157,377"
240761027,2461027,24,7,61,27,Saint-Thomas,79,0,0,0,0,0,13,"14,350",12,"33,587"
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,82,0,0,0,0,0,4,"8,300",5,x
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,27,1,x,x,0,0,0,0,1,x
240761050,2461050,24,7,61,50,Sainte-MÇlanie,43,0,0,0,0,0,5,"6,100",6,"35,430"
240762000,2462000,24,7,62,0,Matawinie,276,0,0,0,0,0,64,"211,333",50,"458,112"
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,106,0,0,0,0,0,6,"4,420",3,"7,480"
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,48,0,0,0,0,0,19,"38,230",18,"117,671"
240762020,2462020,24,7,62,20,Sainte-BÇatrix,27,0,0,0,0,0,5,"12,200",6,"47,865"
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,0,0,0,0,0,14,"117,475",9,"241,071"
240762040,2462040,24,7,62,40,Rawdon,40,0,0,0,0,0,12,"19,228",9,"30,337"
240762075,2462075,24,7,62,75,Saint-Damien,25,0,0,0,0,0,8,"19,780",5,"13,688"
240763000,2463000,24,7,63,0,Montcalm,594,1,x,x,1,x,131,"283,310",91,"598,163"
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,26,0,0,0,0,0,1,x,1,x
240763015,2463015,24,7,63,15,Saint-Jacques,87,0,0,0,0,0,28,"49,420",18,"148,656"
240763025,2463025,24,7,63,25,Saint-Alexis,70,0,0,0,0,0,18,"34,450",15,"81,878"
240763030,2463030,24,7,63,30,Saint-Esprit,85,0,0,0,0,0,37,"117,825",24,"158,632"
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,134,0,0,0,0,0,10,"23,800",11,"57,708"
240763050,2463050,24,7,63,50,Saint-Lin,100,0,0,0,0,0,9,"12,135",6,"29,024"
240763060,2463060,24,7,63,60,Sainte-Julienne,41,1,x,x,1,x,19,"33,950",11,"105,043"
240763065,2463065,24,7,63,65,Saint-Liguori,51,0,0,0,0,0,9,x,5,x
240764000,2464000,24,7,64,0,Les Moulins,150,2,x,x,1,x,5,"4,303",11,"78,940"
240764010,2464010,24,7,64,10,Terrebonne,45,1,x,x,0,0,1,x,3,x
240764015,2464015,24,7,64,15,Mascouche,76,1,x,x,1,x,3,x,2,x
240764020,2464020,24,7,64,20,La Plaine,29,0,0,0,0,0,1,x,6,"61,669"
240800000,2400000,24,8,0,0,Outaouais,"1,585",27,694,281,10,"15,960",122,"159,295",298,"2,639,835"
240880000,2480000,24,8,80,0,Papineau,389,7,52,21,3,260,43,"84,538",73,"441,650"
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,2,x,x,1,x,1,x,4,x
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,29,0,0,0,0,0,2,x,4,"7,639"
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,69,0,0,0,0,0,8,"6,005",9,"61,793"
240880040,2480040,24,8,80,40,Sainte-AngÇlique,33,0,0,0,0,0,6,"8,200",10,"72,685"
240880045,2480045,24,8,80,45,Plaisance,20,0,0,0,0,0,4,"38,200",4,"12,680"
240880055,2480055,24,8,80,55,Lochaber,53,0,0,0,0,0,4,562,8,"56,676"
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,32,0,0,0,0,0,0,0,2,x
240880065,2480065,24,8,80,65,Mayo,17,1,x,x,1,x,1,x,6,"21,973"
240880070,2480070,24,8,80,70,Saint-Sixte,23,0,0,0,0,0,2,x,5,"30,397"
240880080,2480080,24,8,80,80,Ripon,38,1,x,x,0,0,9,"22,275",10,"28,506"
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,24,1,x,x,0,0,1,x,3,x
240880115,2480115,24,8,80,115,Boileau,26,2,x,x,1,x,5,"5,005",8,"61,133"
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,113,4,48,19,2,x,3,"1,548",7,"37,499"
240881010,2481010,24,8,81,10,Masson-Angers,27,1,x,x,0,0,2,x,1,x
240881015,2481015,24,8,81,15,Gatineau,58,1,x,x,1,x,1,x,4,"22,374"
240881025,2481025,24,8,81,25,Aylmer,28,2,x,x,1,x,0,0,2,x
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,402,5,301,122,1,x,33,"39,203",62,"597,464"
240882005,2482005,24,8,82,5,L'Ange-Gardien,84,0,0,0,0,0,5,"5,275",8,"25,971"
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,29,0,0,0,0,0,4,"8,225",11,"49,181"
240882015,2482015,24,8,82,15,Val-des-Monts,59,1,x,x,1,x,11,"17,395",19,"304,456"
240882020,2482020,24,8,82,20,Cantley,36,1,x,x,0,0,1,x,5,"6,700"
240882030,2482030,24,8,82,30,Pontiac,109,2,x,x,0,0,6,x,8,"151,123"
240882035,2482035,24,8,82,35,La Pàche,85,1,x,x,0,0,6,"5,290",11,"60,033"
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,240,4,161,65,1,x,17,"16,772",77,"838,060"
240883010,2483010,24,8,83,10,Low,46,2,x,x,1,x,2,x,12,"128,161"
240883015,2483015,24,8,83,15,Kazabazua,20,0,0,0,0,0,0,0,3,"9,902"
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,0,0,0,0,0,2,x,11,"77,435"
240883025,2483025,24,8,83,25,Northfield,17,0,0,0,0,0,0,0,7,"40,534"
240883035,2483035,24,8,83,35,Wright,26,1,x,x,0,0,2,x,11,"139,715"
240883050,2483050,24,8,83,50,Bouchette,32,1,x,x,0,0,1,x,4,"10,850"
240883060,2483060,24,8,83,60,Messines,32,0,0,0,0,0,6,"6,150",12,"172,924"
240883080,2483080,24,8,83,80,Montcerf,42,0,0,0,0,0,4,"6,700",17,"258,539"
240884000,2484000,24,8,84,0,Pontiac,441,7,132,53,3,x,26,"17,234",79,"725,162"
240884005,2484005,24,8,84,5,Bristol,61,1,x,x,0,0,3,"1,034",11,"62,687"
240884015,2484015,24,8,84,15,Clarendon,156,2,x,x,0,0,11,"13,172",14,"127,198"
240884035,2484035,24,8,84,35,Grand-Calumet,40,0,0,0,0,0,6,"1,990",5,x
240884040,2484040,24,8,84,40,Litchfield,46,2,x,x,2,x,0,0,5,"71,256"
240884045,2484045,24,8,84,45,Thorne,27,2,x,x,1,x,2,x,14,"116,966"
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,22,0,0,0,0,0,0,0,8,"60,609"
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,27,0,0,0,0,0,1,x,6,"59,443"
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,31,0,0,0,0,0,0,0,3,x
240884090,2484090,24,8,84,90,Chichester,31,0,0,0,0,0,3,448,13,"169,865"
240900000,2400000,24,9,0,0,Laurentides,"1,759",10,205,83,4,695,243,"562,556",295,"2,522,006"
240972000,2472000,24,9,72,0,Deux-Montagnes,362,0,0,0,0,0,39,"91,652",27,"197,643"
240972005,2472005,24,9,72,5,Saint-Eustache,129,0,0,0,0,0,12,"15,367",7,"43,371"
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,123,0,0,0,0,0,14,"42,725",11,"64,034"
240972035,2472035,24,9,72,35,Oka,64,0,0,0,0,0,8,"28,810",4,x
240972043,2472043,24,9,72,43,Saint-Placide,46,0,0,0,0,0,5,"4,750",5,x
240973000,2473000,24,9,73,0,ThÇräse-De Blainville,127,0,0,0,0,0,12,"12,451",18,"56,949"
240973015,2473015,24,9,73,15,Blainville,33,0,0,0,0,0,3,"4,400",2,x
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,94,0,0,0,0,0,9,"8,051",16,x
240974000,2474000,24,9,74,0,Mirabel,477,1,x,x,1,x,70,"212,840",55,"545,838"
240974005,2474005,24,9,74,5,Mirabel,477,1,x,x,1,x,70,"212,840",55,"545,838"
240975000,2475000,24,9,75,0,La Riviäre-du-Nord,101,0,0,0,0,0,21,"24,043",19,"73,504"
240975010,2475010,24,9,75,10,Bellefeuille,55,0,0,0,0,0,19,x,17,x
240975030,2475030,24,9,75,30,Sainte-Sophie,46,0,0,0,0,0,2,x,2,x
240976000,2476000,24,9,76,0,Argenteuil,253,2,x,x,1,x,25,"25,117",25,"96,893"
240976015,2476015,24,9,76,15,Saint-AndrÇ-d'Argenteuil,94,1,x,x,0,0,10,"11,300",6,x
240976020,2476020,24,9,76,20,Lachute,32,1,x,x,1,x,4,"1,848",4,"14,135"
240976045,2476045,24,9,76,45,Chatham,72,0,0,0,0,0,8,"11,125",9,"46,164"
240976060,2476060,24,9,76,60,Grenville,33,0,0,0,0,0,1,x,5,"22,686"
240976065,2476065,24,9,76,65,Harrington,22,0,0,0,0,0,2,x,1,x
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,19,1,x,x,0,0,4,"3,840",5,"20,650"
240977045,2477045,24,9,77,45,Saint-Sauveur,19,1,x,x,0,0,4,"3,840",5,"20,650"
240978000,2478000,24,9,78,0,Les Laurentides,134,3,25,10,2,x,31,"89,740",41,"345,779"
240978055,2478055,24,9,78,55,Montcalm,20,0,0,0,0,0,7,"33,355",4,"17,084"
240978060,2478060,24,9,78,60,Arundel,19,2,x,x,2,x,1,x,5,"60,135"
240978085,2478085,24,9,78,85,Saint-Jovite,30,0,0,0,0,0,2,x,8,"36,018"
240978115,2478115,24,9,78,115,La Conception,44,1,x,x,0,0,11,"27,400",14,"146,027"
240978130,2478130,24,9,78,130,La Minerve,21,0,0,0,0,0,10,"22,685",10,"86,515"
240979000,2479000,24,9,79,0,Antoine-Labelle,286,3,90,36,0,0,41,"102,873",105,"1,184,750"
240979020,2479020,24,9,79,20,Saint-AimÇ-du-Lac-des-?les,26,1,x,x,0,0,1,x,15,"240,081"
240979025,2479025,24,9,79,25,Kiamika,31,0,0,0,0,0,3,"6,000",9,"105,090"
240979030,2479030,24,9,79,30,Lac-Nominingue,45,1,x,x,0,0,10,"28,633",18,"177,249"
240979080,2479080,24,9,79,80,Beaux-Rivages,18,0,0,0,0,0,3,x,4,"15,014"
240979085,2479085,24,9,79,85,Mont-Laurier,22,0,0,0,0,0,4,"9,510",4,"26,880"
240979090,2479090,24,9,79,90,Des Ruisseaux,46,1,x,x,0,0,6,"15,655",16,"179,762"
240979100,2479100,24,9,79,100,Ferme-Neuve,63,0,0,0,0,0,7,"16,150",23,"145,248"
240979110,2479110,24,9,79,110,Mont-Saint-Michel,35,0,0,0,0,0,7,"13,375",16,"295,426"
241000000,2400000,24,10,0,0,Abitibi-TÇmiscamingue--Nord-du-QuÇbec,892,1,x,x,0,0,15,"33,641",128,"1,484,282"
241085000,2485000,24,10,85,0,TÇmiscamingue,322,0,0,0,0,0,12,"32,845",46,"553,411"
241085015,2485015,24,10,85,15,Saint-êdouard-de-Fabre,24,0,0,0,0,0,1,x,5,"38,489"
241085020,2485020,24,10,85,20,BÇarn,34,0,0,0,0,0,8,"30,070",10,"250,547"
241085030,2485030,24,10,85,30,Duhamel-Ouest,22,0,0,0,0,0,0,0,2,x
241085037,2485037,24,10,85,37,Lorrainville,38,0,0,0,0,0,0,0,5,"7,449"
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,54,0,0,0,0,0,0,0,4,"49,421"
241085050,2485050,24,10,85,50,Laverlochäre,25,0,0,0,0,0,0,0,4,"27,389"
241085055,2485055,24,10,85,55,Fugäreville,26,0,0,0,0,0,0,0,7,"77,459"
241085085,2485085,24,10,85,85,Saint-Eugäne-de-Guigues,20,0,0,0,0,0,1,x,2,x
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,25,0,0,0,0,0,0,0,2,x
241085100,2485100,24,10,85,100,NÇdelec,31,0,0,0,0,0,0,0,4,"18,223"
241085105,2485105,24,10,85,105,RÇmigny,23,0,0,0,0,0,2,x,1,x
241086000,2486000,24,10,86,0,Rouyn-Noranda,81,0,0,0,0,0,0,0,7,"41,614"
241086010,2486010,24,10,86,10,Rollet,22,0,0,0,0,0,0,0,3,x
241086025,2486025,24,10,86,25,Beaudry,25,0,0,0,0,0,0,0,1,x
241086050,2486050,24,10,86,50,McWatters,17,0,0,0,0,0,0,0,1,x
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,17,0,0,0,0,0,0,0,2,x
241087000,2487000,24,10,87,0,Abitibi-Ouest,238,1,x,x,0,0,1,x,34,"368,162"
241087010,2487010,24,10,87,10,Rapide-Danseur,27,0,0,0,0,0,0,0,5,"18,029"
241087025,2487025,24,10,87,25,Palmarolle,36,0,0,0,0,0,0,0,2,x
