AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
240542050,2442050,24,5,42,50,Sainte-Anne-de-la-Rochelle,80,55,25,30,25,0,50,30,20
240542060,2442060,24,5,42,60,Valcourt,60,45,15,20,20,5,40,25,10
240542065,2442065,24,5,42,65,Maricourt,55,40,15,20,15,0,40,20,15
240542075,2442075,24,5,42,75,Melbourne,95,70,25,35,35,5,60,30,25
240542095,2442095,24,5,42,95,Val-Joli,95,70,25,40,40,0,50,30,15
240542100,2442100,24,5,42,100,Saint-Claude,70,55,20,25,25,5,40,25,15
240542110,2442110,24,5,42,110,Cleveland,70,60,15,35,30,0,40,25,15
240543000,2443000,24,5,43,0,Sherbrooke,195,135,60,80,70,10,110,70,45
240543015,2443015,24,5,43,15,Ascot,75,60,15,30,25,0,45,30,15
240543025,2443025,24,5,43,25,Sherbrooke,40,25,15,20,15,5,20,15,10
240543030,2443030,24,5,43,30,Rock Forest,40,30,10,15,10,5,20,15,10
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,45,30,15,20,15,5,25,10,10
240544000,2444000,24,5,44,0,Coaticook,965,675,285,240,230,10,720,445,280
240544010,2444010,24,5,44,10,East Hereford,40,30,10,15,10,0,35,20,15
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,60,45,10,20,20,0,35,20,10
240544023,2444023,24,5,44,23,Dixville,55,35,15,15,15,0,40,25,15
240544030,2444030,24,5,44,30,Barford,40,35,10,10,10,0,30,25,10
240544040,2444040,24,5,44,40,Barnston,185,125,65,35,35,5,150,90,60
240544045,2444045,24,5,44,45,Barnston-Ouest,85,55,30,15,20,0,60,40,25
240544050,2444050,24,5,44,50,Stanstead-Est,95,70,25,40,35,0,55,30,25
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,110,75,35,30,30,0,85,50,35
240544060,2444060,24,5,44,60,Martinville,30,25,5,10,10,0,25,15,10
240544067,2444067,24,5,44,67,Compton,130,90,40,30,30,0,100,65,40
240544075,2444075,24,5,44,75,Compton Station,130,90,40,20,20,0,105,70,40
240545000,2445000,24,5,45,0,MemphrÇmagog,475,350,125,235,210,25,245,145,100
240545020,2445020,24,5,45,20,Ogden,70,55,20,30,30,0,40,25,15
240545025,2445025,24,5,45,25,Stanstead,40,30,10,15,15,0,20,10,10
240545030,2445030,24,5,45,30,Potton,70,55,20,40,35,5,30,15,10
240545043,2445043,24,5,45,43,Hatley,45,30,20,20,20,0,25,15,15
240545055,2445055,24,5,45,55,Hatley,20,20,5,10,15,0,10,5,5
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,75,60,15,35,35,5,35,25,15
240545075,2445075,24,5,45,75,Magog,65,50,20,30,30,0,35,20,15
240545085,2445085,24,5,45,85,Austin,70,50,20,30,30,0,35,20,15
240545105,2445105,24,5,45,105,Stukely-Sud,20,15,5,15,15,5,5,5,5
240600000,2400000,24,6,0,0,MontrÇal-Laval,405,310,95,185,170,15,225,145,80
240665000,2465000,24,6,65,0,Laval,300,230,70,120,110,10,180,120,60
240665005,2465005,24,6,65,5,Laval,300,230,70,120,110,10,175,120,55
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,110,85,25,65,60,10,40,25,20
240666025,2466025,24,6,66,25,MontrÇal,105,85,25,65,60,10,45,25,20
240700000,2400000,24,7,0,0,Lanaudiäre,"3,085","2,290",790,"1,235","1,120",110,"1,855","1,170",680
240752000,2452000,24,7,52,0,D'Autray,845,610,230,330,305,30,510,305,205
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,55,40,10,25,20,0,30,20,15
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,80,60,20,35,30,5,45,30,20
240752030,2452030,24,7,52,30,Sainte-êlisabeth,130,85,45,45,40,0,85,50,40
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,75,55,20,20,15,0,60,35,20
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,55,45,10,25,25,0,30,20,10
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,105,75,25,40,35,0,65,40,30
240752065,2452065,24,7,52,65,Saint-Cuthbert,120,95,30,55,50,5,70,45,25
240752070,2452070,24,7,52,70,Saint-Norbert,55,40,20,20,15,5,35,25,15
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,120,85,30,60,50,5,60,35,25
240752090,2452090,24,7,52,90,Saint-Didace,45,35,10,20,15,5,25,15,10
240760000,2460000,24,7,60,0,L'Assomption,270,225,50,120,110,10,155,115,40
240760010,2460010,24,7,60,10,Le Gardeur,35,30,10,15,15,0,20,10,5
240760020,2460020,24,7,60,20,Saint-Sulpice,40,35,5,10,15,0,25,20,5
240760027,2460027,24,7,60,27,L'Assomption,75,70,10,40,35,5,35,30,10
240760040,2460040,24,7,60,40,L'êpiphanie,70,50,20,25,20,5,45,30,15
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,50,40,10,25,25,0,25,20,5
240761000,2461000,24,7,61,0,Joliette,475,340,135,190,170,20,285,170,115
240761005,2461005,24,7,61,5,Saint-Paul,135,100,35,60,50,10,70,45,25
240761027,2461027,24,7,61,27,Saint-Thomas,115,95,25,45,45,0,70,45,25
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,120,80,35,45,45,5,75,45,35
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,40,25,15,15,10,5,25,10,10
240761050,2461050,24,7,61,50,Sainte-MÇlanie,70,45,20,20,15,5,45,30,20
240762000,2462000,24,7,62,0,Matawinie,395,285,110,165,150,15,230,135,95
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,145,100,45,70,60,5,75,40,35
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,65,50,20,30,30,0,35,20,15
240762020,2462020,24,7,62,20,Sainte-BÇatrix,40,30,10,15,10,0,25,15,10
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,45,30,10,20,15,5,20,15,5
240762040,2462040,24,7,62,40,Rawdon,55,45,15,25,25,0,30,20,15
240762075,2462075,24,7,62,75,Saint-Damien,45,35,10,10,10,0,30,20,10
240763000,2463000,24,7,63,0,Montcalm,900,680,225,315,290,25,585,385,200
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,40,30,10,10,15,0,30,20,10
240763015,2463015,24,7,63,15,Saint-Jacques,135,100,30,40,45,5,90,60,30
240763025,2463025,24,7,63,25,Saint-Alexis,105,75,30,40,35,5,65,40,25
240763030,2463030,24,7,63,30,Saint-Esprit,130,95,35,40,40,0,90,60,35
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,195,160,40,70,70,0,125,90,35
240763050,2463050,24,7,63,50,Saint-Lin,150,115,40,60,50,10,100,65,35
240763060,2463060,24,7,63,60,Sainte-Julienne,60,50,15,25,20,0,35,20,15
240763065,2463065,24,7,63,65,Saint-Liguori,80,60,25,25,25,0,55,30,20
240764000,2464000,24,7,64,0,Les Moulins,200,160,45,110,95,10,95,60,30
240764010,2464010,24,7,64,10,Terrebonne,60,50,15,35,30,5,30,20,10
240764015,2464015,24,7,64,15,Mascouche,100,75,25,55,50,10,45,25,15
240764020,2464020,24,7,64,20,La Plaine,40,35,5,20,20,0,25,15,5
240800000,2400000,24,8,0,0,Outaouais,"2,130","1,625",500,"1,085","1,005",80,"1,040",620,420
240880000,2480000,24,8,80,0,Papineau,515,400,115,265,250,20,250,150,100
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,30,30,5,15,15,0,15,10,5
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,40,30,5,15,15,0,20,15,5
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,95,70,25,50,40,5,50,30,20
240880040,2480040,24,8,80,40,Sainte-AngÇlique,40,25,10,25,15,5,20,10,10
240880045,2480045,24,8,80,45,Plaisance,30,20,5,15,15,0,15,10,10
240880055,2480055,24,8,80,55,Lochaber,70,55,15,35,35,5,35,20,15
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,45,30,15,15,20,0,25,15,15
240880065,2480065,24,8,80,65,Mayo,25,20,10,10,10,0,20,10,5
240880070,2480070,24,8,80,70,Saint-Sixte,25,20,5,15,15,0,10,5,5
240880080,2480080,24,8,80,80,Ripon,50,40,10,30,30,0,20,10,10
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,30,25,5,20,20,0,10,5,5
240880115,2480115,24,8,80,115,Boileau,35,30,0,20,20,5,15,10,0
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,155,120,35,80,70,5,80,50,30
240881010,2481010,24,8,81,10,Masson-Angers,40,25,10,20,15,0,20,10,5
240881015,2481015,24,8,81,15,Gatineau,80,65,10,40,40,0,35,25,10
240881025,2481025,24,8,81,25,Aylmer,40,25,15,15,15,5,20,15,10
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,545,400,145,270,240,25,275,155,120
240882005,2482005,24,8,82,5,L'Ange-Gardien,115,80,30,55,55,5,60,25,30
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,40,30,10,20,15,0,15,10,10
240882015,2482015,24,8,82,15,Val-des-Monts,80,60,15,40,40,5,40,25,10
240882020,2482020,24,8,82,20,Cantley,40,35,5,30,25,0,15,10,5
240882030,2482030,24,8,82,30,Pontiac,150,110,35,70,65,0,80,50,30
240882035,2482035,24,8,82,35,La Pàche,125,75,40,50,40,15,70,35,35
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,320,250,70,170,160,10,150,90,55
240883010,2483010,24,8,83,10,Low,55,45,10,40,40,5,15,5,10
240883015,2483015,24,8,83,15,Kazabazua,30,25,5,15,10,5,20,10,5
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,30,25,10,15,20,0,15,5,5
240883025,2483025,24,8,83,25,Northfield,20,15,5,15,10,0,5,5,0
240883035,2483035,24,8,83,35,Wright,35,30,5,20,15,0,20,15,5
240883050,2483050,24,8,83,50,Bouchette,45,35,10,25,25,0,20,15,10
240883060,2483060,24,8,83,60,Messines,45,35,10,25,20,0,20,10,10
240883080,2483080,24,8,83,80,Montcerf,60,40,15,30,25,0,30,20,15
240884000,2484000,24,8,84,0,Pontiac,585,455,140,300,285,15,290,170,115
240884005,2484005,24,8,84,5,Bristol,90,60,30,35,30,5,55,30,25
240884015,2484015,24,8,84,15,Clarendon,220,170,50,100,95,0,125,75,50
240884035,2484035,24,8,84,35,Grand-Calumet,50,40,10,30,35,0,20,10,10
240884040,2484040,24,8,84,40,Litchfield,55,45,10,35,35,0,15,10,5
240884045,2484045,24,8,84,45,Thorne,35,25,15,20,15,5,20,10,10
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,30,25,5,15,15,0,10,5,5
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,35,30,5,20,15,0,15,10,10
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,35,30,5,25,25,0,10,5,5
240884090,2484090,24,8,84,90,Chichester,40,35,10,20,20,5,20,15,5
240900000,2400000,24,9,0,0,Laurentides,"2,540","1,865",680,"1,055",955,100,"1,485",905,580
240972000,2472000,24,9,72,0,Deux-Montagnes,540,395,145,200,190,15,340,210,135
240972005,2472005,24,9,72,5,Saint-Eustache,200,150,45,70,65,0,130,80,45
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,180,120,55,75,65,5,105,55,45
240972035,2472035,24,9,72,35,Oka,95,65,30,30,25,5,65,40,25
240972043,2472043,24,9,72,43,Saint-Placide,75,60,20,25,25,5,45,30,20
240973000,2473000,24,9,73,0,ThÇräse-De Blainville,170,130,40,90,80,10,85,50,30
240973015,2473015,24,9,73,15,Blainville,40,30,10,25,20,5,15,10,5
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,130,100,30,65,55,5,70,45,25
240974000,2474000,24,9,74,0,Mirabel,710,510,190,270,245,25,435,265,170
240974005,2474005,24,9,74,5,Mirabel,710,515,190,270,245,25,435,270,170
240975000,2475000,24,9,75,0,La Riviäre-du-Nord,135,110,30,65,60,10,70,45,20
240975010,2475010,24,9,75,10,Bellefeuille,75,55,15,40,35,0,35,20,10
240975030,2475030,24,9,75,30,Sainte-Sophie,65,45,15,30,25,0,35,25,10
240976000,2476000,24,9,76,0,Argenteuil,370,280,90,150,140,10,215,140,80
240976015,2476015,24,9,76,15,Saint-AndrÇ-d'Argenteuil,140,105,40,50,45,5,90,60,30
240976020,2476020,24,9,76,20,Lachute,45,35,10,20,20,5,30,20,5
240976045,2476045,24,9,76,45,Chatham,110,85,30,40,40,0,70,45,30
240976060,2476060,24,9,76,60,Grenville,45,35,10,25,20,0,20,15,5
240976065,2476065,24,9,76,65,Harrington,30,20,5,20,15,5,10,5,5
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,25,15,10,15,10,5,10,5,5
240977045,2477045,24,9,77,45,Saint-Sauveur,25,15,10,10,10,5,10,5,10
240978000,2478000,24,9,78,0,Les Laurentides,175,135,40,95,85,5,80,50,35
240978055,2478055,24,9,78,55,Montcalm,30,15,10,15,15,0,10,5,5
240978060,2478060,24,9,78,60,Arundel,20,20,0,20,15,0,5,5,0
240978085,2478085,24,9,78,85,Saint-Jovite,40,30,10,20,20,0,25,10,10
240978115,2478115,24,9,78,115,La Conception,60,45,15,30,25,0,30,20,15
240978130,2478130,24,9,78,130,La Minerve,25,20,5,15,15,0,10,5,5
240979000,2479000,24,9,79,0,Antoine-Labelle,415,290,125,170,155,15,240,135,105
240979020,2479020,24,9,79,20,Saint-AimÇ-du-Lac-des-?les,35,30,10,15,15,0,20,15,10
240979025,2479025,24,9,79,25,Kiamika,40,30,10,20,15,5,20,10,10
240979030,2479030,24,9,79,30,Lac-Nominingue,60,45,15,35,35,0,25,10,10
240979080,2479080,24,9,79,80,Beaux-Rivages,25,15,10,5,5,0,15,10,10
240979085,2479085,24,9,79,85,Mont-Laurier,35,25,10,15,10,0,20,15,5
240979090,2479090,24,9,79,90,Des Ruisseaux,65,40,25,30,25,5,35,20,20
240979100,2479100,24,9,79,100,Ferme-Neuve,100,70,30,30,30,5,65,40,25
240979110,2479110,24,9,79,110,Mont-Saint-Michel,50,35,20,15,15,5,35,20,15
241000000,2400000,24,10,0,0,Abitibi-TÇmiscamingue--Nord-du-QuÇbec,"1,330",930,400,495,450,45,835,480,355
241085000,2485000,24,10,85,0,TÇmiscamingue,500,330,165,165,150,15,330,185,145
241085015,2485015,24,10,85,15,Saint-êdouard-de-Fabre,40,25,15,10,10,0,30,20,15
241085020,2485020,24,10,85,20,BÇarn,45,35,15,25,20,0,30,15,10
241085030,2485030,24,10,85,30,Duhamel-Ouest,35,20,10,15,15,0,20,10,10
241085037,2485037,24,10,85,37,Lorrainville,55,40,15,20,25,0,30,20,10
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,75,50,30,30,25,5,50,25,20
241085050,2485050,24,10,85,50,Laverlochäre,40,20,15,10,5,0,25,15,15
241085055,2485055,24,10,85,55,Fugäreville,40,25,10,15,15,0,20,15,10
241085085,2485085,24,10,85,85,Saint-Eugäne-de-Guigues,35,20,15,5,5,0,35,20,15
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,35,25,10,15,10,5,20,15,10
241085100,2485100,24,10,85,100,NÇdelec,50,35,20,15,10,5,35,20,15
241085105,2485105,24,10,85,105,RÇmigny,40,30,15,5,5,0,35,20,10
241086000,2486000,24,10,86,0,Rouyn-Noranda,120,90,30,50,50,0,65,40,25
241086010,2486010,24,10,86,10,Rollet,30,25,5,15,15,0,15,10,5
241086025,2486025,24,10,86,25,Beaudry,40,25,10,10,10,0,30,20,15
241086050,2486050,24,10,86,50,McWatters,25,15,5,10,10,0,10,5,5
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,25,15,5,10,10,0,15,5,5
241087000,2487000,24,10,87,0,Abitibi-Ouest,365,255,110,130,115,10,235,135,100
241087010,2487010,24,10,87,10,Rapide-Danseur,40,25,15,15,15,0,25,10,10
241087025,2487025,24,10,87,25,Palmarolle,60,40,25,15,15,5,45,25,25
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,35,20,10,10,10,0,20,15,5
241087035,2487035,24,10,87,35,Poularies,40,25,15,5,10,0,35,20,15
241087045,2487045,24,10,87,45,Taschereau,35,25,10,10,10,0,25,15,10
241087060,2487060,24,10,87,60,Macamic,25,15,5,15,10,0,10,5,5
241087075,2487075,24,10,87,75,Clerval,20,20,0,15,15,0,5,5,0
241087080,2487080,24,10,87,80,La Reine,25,20,10,10,10,0,15,10,5
241087085,2487085,24,10,87,85,Dupuy,30,15,10,5,5,0,20,10,10
241087090,2487090,24,10,87,90,La Sarre,60,40,15,30,25,0,30,15,10
241088000,2488000,24,10,88,0,Abitibi,290,205,85,120,110,10,170,95,75
241088022,2488022,24,10,88,22,Barraute,55,30,20,20,15,5,35,15,15
241088045,2488045,24,10,88,45,La Motte,70,50,20,30,25,0,35,20,15
241088055,2488055,24,10,88,55,Amos,50,35,15,30,25,5,15,5,10
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,75,50,20,25,25,0,50,30,20
241088904,2488904,24,10,88,904,Lac-Chicobi,45,35,15,15,15,5,35,20,10
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,65,60,10,35,30,0,35,25,5
241089030,2489030,24,10,89,30,Vassan,35,30,0,15,15,0,20,15,5
241089045,2489045,24,10,89,45,Senneterre,30,30,5,15,15,0,15,15,0
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,470,365,105,215,195,20,255,165,90
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,30,25,5,15,15,5,10,10,5
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,30,25,5,15,10,5,10,10,5
241102000,2402000,24,11,2,0,Pabok,35,30,5,20,20,0,15,10,5
241102050,2402050,24,11,2,50,Port-Daniel,35,30,5,20,20,0,20,10,5
241103000,2403000,24,11,3,0,La Cìte-de-GaspÇ,30,20,5,15,10,0,15,10,5
241103005,2403005,24,11,3,5,GaspÇ,30,20,5,15,15,0,15,10,5
241104000,2404000,24,11,4,0,Denis-Riverin,40,35,10,30,25,5,10,10,5
241104045,2404045,24,11,4,45,Cap-Chat,40,35,10,30,25,0,15,5,5
241105000,2405000,24,11,5,0,Bonaventure,200,150,45,85,80,10,110,75,40
241105010,2405010,24,11,5,10,Shigawake,35,30,10,15,15,0,15,15,5
241105045,2405045,24,11,5,45,Bonaventure,50,35,15,15,10,5,30,20,10
241105060,2405060,24,11,5,60,Caplan,25,20,10,10,5,5,20,10,5
241105065,2405065,24,11,5,65,Saint-Alphonse,35,30,5,25,20,5,15,5,5
241105070,2405070,24,11,5,70,New Richmond,45,35,10,20,20,0,30,15,15
241106000,2406000,24,11,6,0,Avignon,135,105,35,55,50,5,85,55,25
241106010,2406010,24,11,6,10,Carleton,35,25,10,10,10,0,25,15,10
241106020,2406020,24,11,6,20,Nouvelle,25,20,5,15,10,0,15,10,5
241106040,2406040,24,11,6,40,Saint-AndrÇ-de-Restigouche,30,25,5,15,15,0,10,10,0
241106050,2406050,24,11,6,50,Saint-Alexis-de-MatapÇdia,45,35,10,15,10,0,30,20,10
241200000,2400000,24,12,0,0,Chaudiäre-Appalaches,"9,655","7,295","2,360","3,950","3,700",245,"5,705","3,590","2,115"
241217000,2417000,24,12,17,0,L'Islet,850,680,175,440,405,35,410,270,140
241217010,2417010,24,12,17,10,Saint-Pamphile,70,50,15,30,30,0,35,20,15
241217015,2417015,24,12,17,15,Saint-Adalbert,75,60,15,45,40,5,35,20,15
241217020,2417020,24,12,17,20,Saint-Marcel,65,45,15,35,30,5,35,20,15
241217025,2417025,24,12,17,25,Sainte-FÇlicitÇ,20,20,0,10,15,0,10,5,0
241217030,2417030,24,12,17,30,Sainte-PerpÇtue,95,85,10,65,60,5,35,25,5
241217040,2417040,24,12,17,40,Saint-Damase-de-l'Islet,50,40,10,30,30,0,20,15,5
241217045,2417045,24,12,17,45,Saint-Cyrille-de-Lessard,40,25,10,20,15,5,15,10,10
241217050,2417050,24,12,17,50,Saint-Eugäne,50,40,10,30,30,0,20,15,10
241217055,2417055,24,12,17,55,Saint-Aubert,70,60,10,45,40,5,25,15,10
241217060,2417060,24,12,17,60,Sainte-Louise,70,50,20,25,25,5,45,25,20
241217065,2417065,24,12,17,65,Saint-Roch-des-Aulnaies,50,40,10,20,20,5,30,20,10
241217070,2417070,24,12,17,70,Saint-Jean-Port-Joli,105,85,25,55,45,5,60,35,20
241217080,2417080,24,12,17,80,L'Islet-sur-Mer,80,70,15,35,35,0,50,35,15
241218000,2418000,24,12,18,0,Montmagny,585,465,120,245,235,10,340,225,110
241218015,2418015,24,12,18,15,Saint-Fabien-de-Panet,50,40,10,25,20,5,25,15,10
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,25,25,5,10,10,0,15,10,5
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,35,30,5,25,25,0,10,5,5
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,25,20,5,15,15,0,10,5,0
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,20,20,0,15,15,0,5,5,5
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,115,90,25,40,35,0,80,55,25
241218050,2418050,24,12,18,50,Montmagny,100,75,20,45,45,0,50,30,20
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,55,45,10,20,20,0,40,30,10
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,155,120,35,45,45,5,110,75,35
241219000,2419000,24,12,19,0,Bellechasse,"1,565","1,155",410,560,530,30,"1,005",625,380
241219005,2419005,24,12,19,5,Saint-PhilÇmon,35,25,10,15,10,5,20,15,5
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,45,40,5,25,20,0,20,15,10
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,55,35,15,20,20,0,35,20,10
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,70,55,20,40,40,5,30,15,15
241219025,2419025,24,12,19,25,Saint-Malachie,80,70,15,45,45,0,35,25,10
241219037,2419037,24,12,19,37,Armagh,60,45,15,25,25,5,35,20,15
241219045,2419045,24,12,19,45,Saint-NÇrÇe,45,30,10,20,20,0,25,10,10
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,90,70,20,35,35,0,50,30,20
241219055,2419055,24,12,19,55,Sainte-Claire,125,100,30,55,50,5,75,50,25
241219065,2419065,24,12,19,65,Saint-Anselme,135,100,40,30,30,0,110,75,40
241219070,2419070,24,12,19,70,Honfleur,130,95,35,40,40,0,85,55,30
241219075,2419075,24,12,19,75,Saint-Gervais,190,140,55,50,50,0,145,90,50
241219082,2419082,24,12,19,82,Saint-Raphaâl,75,55,20,35,25,5,45,25,15
241219090,2419090,24,12,19,90,La Durantaye,60,45,20,20,20,0,40,20,15
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,150,100,45,45,50,0,100,55,40
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,40,30,10,15,10,0,25,20,10
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,100,70,25,25,25,0,75,45,30
241219117,2419117,24,12,19,117,Saint-Vallier,80,55,25,25,20,0,60,35,25
241224000,2424000,24,12,24,0,Desjardins,295,210,85,110,100,5,190,110,80
241224005,2424005,24,12,24,5,Saint-Henri,200,140,60,60,60,0,140,80,55
241224010,2424010,24,12,24,10,Pintendre,55,40,15,25,20,0,30,20,15
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,35,30,10,20,20,0,15,10,5
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,265,190,75,105,90,10,160,100,60
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,85,55,35,30,20,5,55,30,20
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,25,20,10,15,15,0,15,10,10
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,45,35,15,20,15,5,30,20,10
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,105,80,20,40,40,5,65,45,20
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,"1,250",925,330,410,380,25,845,545,300
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,115,90,30,55,50,0,60,40,25
241226010,2426010,24,12,26,10,Saints-Anges,110,85,25,45,45,5,60,40,20
241226022,2426022,24,12,26,22,Saint-ElzÇar,140,100,40,50,45,5,90,50,35
241226030,2426030,24,12,26,30,Sainte-Marie,155,120,30,65,65,0,85,60,30
241226035,2426035,24,12,26,35,Sainte-Marguerite,145,110,35,45,40,5,100,65,35
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,115,85,25,40,45,0,70,45,25
241226048,2426048,24,12,26,48,Scott,35,25,5,10,10,0,20,15,10
241226055,2426055,24,12,26,55,Saint-Bernard,245,160,85,45,35,5,205,125,80
241226063,2426063,24,12,26,63,Saint-Isidore,205,150,55,50,45,5,155,110,45
241227000,2427000,24,12,27,0,Robert-Cliche,745,575,170,355,335,20,395,240,155
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,160,125,30,85,80,5,80,45,30
241227015,2427015,24,12,27,15,Saint-Alfred,20,20,0,15,15,0,0,5,5
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,35,30,5,15,20,0,20,10,5
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,50,35,15,25,20,0,30,15,10
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,115,90,30,30,30,5,85,60,30
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,110,80,30,35,35,0,70,40,30
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,60,40,15,25,20,0,40,20,20
241227055,2427055,24,12,27,55,Saint-Jules,60,50,10,35,35,0,25,20,10
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,105,80,25,65,60,5,40,20,15
241227070,2427070,24,12,27,70,Saint-SÇverin,30,30,5,20,20,0,10,10,5
241228000,2428000,24,12,28,0,Les Etchemins,455,375,80,265,250,15,185,125,65
241228005,2428005,24,12,28,5,Saint-Zacharie,80,70,10,65,55,5,20,10,5
241228015,2428015,24,12,28,15,Sainte-AurÇlie,25,20,0,15,20,0,10,5,5
241228020,2428020,24,12,28,20,Saint-Prosper,70,65,10,40,40,0,30,20,10
241228025,2428025,24,12,28,25,Saint-Benjamin,30,25,5,20,15,0,10,15,5
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,40,35,5,20,20,0,20,10,5
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,45,40,5,30,25,0,20,15,5
241228040,2428040,24,12,28,40,Saint-Cyprien,25,20,0,15,15,0,10,5,0
241228045,2428045,24,12,28,45,Sainte-Justine,30,25,5,20,20,0,5,5,5
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,40,30,10,20,20,0,20,10,10
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,30,25,5,10,15,0,20,15,5
241228075,2428075,24,12,28,75,Saint-Magloire-de-Bellechasse,30,25,5,15,15,0,20,10,10
241229000,2429000,24,12,29,0,Beauce-Sartigan,"1,035",800,230,440,415,25,590,385,205
241229005,2429005,24,12,29,5,Saint-ThÇophile,65,50,15,25,25,5,35,30,10
241229015,2429015,24,12,29,15,Saint-GÇdÇon,60,45,15,25,20,5,30,20,10
