AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,19,2,1,5,3,0
240762040,2462040,24,7,62,40,Rawdon,40,20,9,3,3,5,0
240762075,2462075,24,7,62,75,Saint-Damien,25,13,7,3,2,0,0
240763000,2463000,24,7,63,0,Montcalm,594,304,95,32,118,45,0
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,26,15,6,2,3,0,0
240763015,2463015,24,7,63,15,Saint-Jacques,87,47,20,1,13,6,0
240763025,2463025,24,7,63,25,Saint-Alexis,70,34,10,3,16,7,0
240763030,2463030,24,7,63,30,Saint-Esprit,85,41,12,4,25,3,0
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,134,57,20,8,31,18,0
240763050,2463050,24,7,63,50,Saint-Lin,100,58,11,7,18,6,0
240763060,2463060,24,7,63,60,Sainte-Julienne,41,24,9,3,3,2,0
240763065,2463065,24,7,63,65,Saint-Liguori,51,28,7,4,9,3,0
240764000,2464000,24,7,64,0,Les Moulins,150,95,22,12,14,6,1
240764010,2464010,24,7,64,10,Terrebonne,45,24,6,7,6,1,1
240764015,2464015,24,7,64,15,Mascouche,76,54,9,5,4,4,0
240764020,2464020,24,7,64,20,La Plaine,29,17,7,0,4,1,0
240800000,2400000,24,8,0,0,Outaouais,1585,1116,158,176,83,47,5
240880000,2480000,24,8,80,0,Papineau,389,268,56,28,23,14,0
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,17,3,1,2,2,0
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,29,16,6,2,4,1,0
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,69,50,9,5,4,1,0
240880040,2480040,24,8,80,40,Sainte-AngÇlique,33,23,8,0,1,1,0
240880045,2480045,24,8,80,45,Plaisance,20,13,3,1,2,1,0
240880055,2480055,24,8,80,55,Lochaber,53,34,10,4,1,4,0
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,32,17,8,3,3,1,0
240880065,2480065,24,8,80,65,Mayo,17,9,2,3,2,1,0
240880070,2480070,24,8,80,70,Saint-Sixte,23,21,1,1,0,0,0
240880080,2480080,24,8,80,80,Ripon,38,27,4,5,1,1,0
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,24,21,0,2,1,0,0
240880115,2480115,24,8,80,115,Boileau,26,20,2,1,2,1,0
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,113,75,11,12,10,5,0
240881010,2481010,24,8,81,10,Masson-Angers,27,16,4,3,3,1,0
240881015,2481015,24,8,81,15,Gatineau,58,43,5,7,1,2,0
240881025,2481025,24,8,81,25,Aylmer,28,16,2,2,6,2,0
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,402,288,23,55,19,14,3
240882005,2482005,24,8,82,5,L'Ange-Gardien,84,65,3,10,4,2,0
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,29,19,2,5,0,2,1
240882015,2482015,24,8,82,15,Val-des-Monts,59,42,2,6,7,2,0
240882020,2482020,24,8,82,20,Cantley,36,27,1,4,1,3,0
240882030,2482030,24,8,82,30,Pontiac,109,78,6,12,6,5,2
240882035,2482035,24,8,82,35,La Pàche,85,57,9,18,1,0,0
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,240,177,26,18,11,7,1
240883010,2483010,24,8,83,10,Low,46,39,3,2,2,0,0
240883015,2483015,24,8,83,15,Kazabazua,20,12,3,1,2,2,0
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,19,4,2,0,0,0
240883025,2483025,24,8,83,25,Northfield,17,13,2,1,0,1,0
240883035,2483035,24,8,83,35,Wright,26,18,4,4,0,0,0
240883050,2483050,24,8,83,50,Bouchette,32,26,2,1,2,1,0
240883060,2483060,24,8,83,60,Messines,32,23,3,1,3,2,0
240883080,2483080,24,8,83,80,Montcerf,42,27,5,6,2,1,1
240884000,2484000,24,8,84,0,Pontiac,441,308,42,63,20,7,1
240884005,2484005,24,8,84,5,Bristol,61,42,3,12,3,1,0
240884015,2484015,24,8,84,15,Clarendon,156,94,21,32,7,2,0
240884035,2484035,24,8,84,35,Grand-Calumet,40,31,3,2,2,1,1
240884040,2484040,24,8,84,40,Litchfield,46,40,3,1,1,1,0
240884045,2484045,24,8,84,45,Thorne,27,19,2,5,1,0,0
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,22,18,0,3,1,0,0
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,27,21,2,3,1,0,0
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,31,22,2,3,3,1,0
240884090,2484090,24,8,84,90,Chichester,31,21,6,2,1,1,0
240900000,2400000,24,9,0,0,Laurentides,1759,1068,302,151,154,76,8
240972000,2472000,24,9,72,0,Deux-Montagnes,362,203,66,40,31,18,4
240972005,2472005,24,9,72,5,Saint-Eustache,129,70,21,16,14,7,1
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,123,76,17,16,8,6,0
240972035,2472035,24,9,72,35,Oka,64,33,17,4,7,1,2
240972043,2472043,24,9,72,43,Saint-Placide,46,24,11,4,2,4,1
240973000,2473000,24,9,73,0,ThÇräse-De Blainville,127,85,18,7,11,6,0
240973015,2473015,24,9,73,15,Blainville,33,23,2,4,3,1,0
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,94,62,16,3,8,5,0
240974000,2474000,24,9,74,0,Mirabel,477,288,93,36,35,24,1
240974005,2474005,24,9,74,5,Mirabel,477,288,93,36,35,24,1
240975000,2475000,24,9,75,0,La Riviäre-du-Nord,101,64,8,9,14,4,2
240975010,2475010,24,9,75,10,Bellefeuille,55,40,4,6,2,2,1
240975030,2475030,24,9,75,30,Sainte-Sophie,46,24,4,3,12,2,1
240976000,2476000,24,9,76,0,Argenteuil,253,146,45,26,28,8,0
240976015,2476015,24,9,76,15,Saint-AndrÇ-d'Argenteuil,94,52,23,5,12,2,0
240976020,2476020,24,9,76,20,Lachute,32,19,4,7,1,1,0
240976045,2476045,24,9,76,45,Chatham,72,41,14,5,9,3,0
240976060,2476060,24,9,76,60,Grenville,33,17,3,6,6,1,0
240976065,2476065,24,9,76,65,Harrington,22,17,1,3,0,1,0
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,19,13,1,1,2,2,0
240977045,2477045,24,9,77,45,Saint-Sauveur,19,13,1,1,2,2,0
240978000,2478000,24,9,78,0,Les Laurentides,134,88,19,8,14,5,0
240978055,2478055,24,9,78,55,Montcalm,20,11,1,1,5,2,0
240978060,2478060,24,9,78,60,Arundel,19,13,4,1,1,0,0
240978085,2478085,24,9,78,85,Saint-Jovite,30,20,3,3,2,2,0
240978115,2478115,24,9,78,115,La Conception,44,29,8,2,4,1,0
240978130,2478130,24,9,78,130,La Minerve,21,15,3,1,2,0,0
240979000,2479000,24,9,79,0,Antoine-Labelle,286,181,52,24,19,9,1
240979020,2479020,24,9,79,20,Saint-AimÇ-du-Lac-des-?les,26,19,3,1,2,1,0
240979025,2479025,24,9,79,25,Kiamika,31,20,8,2,0,1,0
240979030,2479030,24,9,79,30,Lac-Nominingue,45,34,3,3,3,1,1
240979080,2479080,24,9,79,80,Beaux-Rivages,18,9,3,2,3,1,0
240979085,2479085,24,9,79,85,Mont-Laurier,22,12,3,3,2,2,0
240979090,2479090,24,9,79,90,Des Ruisseaux,46,31,7,4,3,1,0
240979100,2479100,24,9,79,100,Ferme-Neuve,63,38,16,4,4,1,0
240979110,2479110,24,9,79,110,Mont-Saint-Michel,35,18,9,5,2,1,0
241000000,2400000,24,10,0,0,Abitibi-TÇmiscamingue--Nord-du-QuÇbec,892,506,217,52,74,42,1
241085000,2485000,24,10,85,0,TÇmiscamingue,322,162,89,18,35,17,1
241085015,2485015,24,10,85,15,Saint-êdouard-de-Fabre,24,11,10,1,2,0,0
241085020,2485020,24,10,85,20,BÇarn,34,16,7,4,6,1,0
241085030,2485030,24,10,85,30,Duhamel-Ouest,22,13,4,2,2,1,0
241085037,2485037,24,10,85,37,Lorrainville,38,23,10,3,2,0,0
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,54,33,14,1,4,2,0
241085050,2485050,24,10,85,50,Laverlochäre,25,11,9,1,1,3,0
241085055,2485055,24,10,85,55,Fugäreville,26,13,4,2,1,5,1
241085085,2485085,24,10,85,85,Saint-Eugäne-de-Guigues,20,4,7,0,8,1,0
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,25,13,6,1,5,0,0
241085100,2485100,24,10,85,100,NÇdelec,31,12,11,3,1,4,0
241085105,2485105,24,10,85,105,RÇmigny,23,13,7,0,3,0,0
241086000,2486000,24,10,86,0,Rouyn-Noranda,81,51,14,6,5,5,0
241086010,2486010,24,10,86,10,Rollet,22,16,1,4,1,0,0
241086025,2486025,24,10,86,25,Beaudry,25,12,6,1,4,2,0
241086050,2486050,24,10,86,50,McWatters,17,13,2,1,0,1,0
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,17,10,5,0,0,2,0
241087000,2487000,24,10,87,0,Abitibi-Ouest,238,131,69,12,17,9,0
241087010,2487010,24,10,87,10,Rapide-Danseur,27,11,11,2,2,1,0
241087025,2487025,24,10,87,25,Palmarolle,36,19,11,1,4,1,0
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,21,14,6,0,1,0,0
241087035,2487035,24,10,87,35,Poularies,23,8,7,2,4,2,0
241087045,2487045,24,10,87,45,Taschereau,22,12,8,2,0,0,0
241087060,2487060,24,10,87,60,Macamic,18,13,2,0,1,2,0
241087075,2487075,24,10,87,75,Clerval,17,14,2,1,0,0,0
241087080,2487080,24,10,87,80,La Reine,16,8,5,0,2,1,0
241087085,2487085,24,10,87,85,Dupuy,16,6,8,1,1,0,0
241087090,2487090,24,10,87,90,La Sarre,42,26,9,3,2,2,0
241088000,2488000,24,10,88,0,Abitibi,202,134,37,13,9,9,0
241088022,2488022,24,10,88,22,Barraute,36,25,3,4,2,2,0
241088045,2488045,24,10,88,45,La Motte,49,31,9,5,1,3,0
241088055,2488055,24,10,88,55,Amos,39,30,4,1,3,1,0
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,49,31,15,1,1,1,0
241088904,2488904,24,10,88,904,Lac-Chicobi,29,17,6,2,2,2,0
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,49,28,8,3,8,2,0
241089030,2489030,24,10,89,30,Vassan,25,14,6,0,5,0,0
241089045,2489045,24,10,89,45,Senneterre,24,14,2,3,3,2,0
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,331,194,51,17,44,24,1
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,22,15,2,0,4,1,0
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,22,15,2,0,4,1,0
241102000,2402000,24,11,2,0,Pabok,28,19,2,3,3,1,0
241102050,2402050,24,11,2,50,Port-Daniel,28,19,2,3,3,1,0
241103000,2403000,24,11,3,0,La Cìte-de-GaspÇ,21,11,3,0,3,4,0
241103005,2403005,24,11,3,5,GaspÇ,21,11,3,0,3,4,0
241104000,2404000,24,11,4,0,Denis-Riverin,34,27,4,1,2,0,0
241104045,2404045,24,11,4,45,Cap-Chat,34,27,4,1,2,0,0
241105000,2405000,24,11,5,0,Bonaventure,137,78,22,8,18,11,0
241105010,2405010,24,11,5,10,Shigawake,27,16,0,4,5,2,0
241105045,2405045,24,11,5,45,Bonaventure,31,17,6,1,6,1,0
241105060,2405060,24,11,5,60,Caplan,16,7,4,1,2,2,0
241105065,2405065,24,11,5,65,Saint-Alphonse,30,18,5,2,2,3,0
241105070,2405070,24,11,5,70,New Richmond,33,20,7,0,3,3,0
241106000,2406000,24,11,6,0,Avignon,89,44,18,5,14,7,1
241106010,2406010,24,11,6,10,Carleton,21,10,3,1,7,0,0
241106020,2406020,24,11,6,20,Nouvelle,19,10,5,0,1,2,1
241106040,2406040,24,11,6,40,Saint-AndrÇ-de-Restigouche,20,11,3,2,2,2,0
241106050,2406050,24,11,6,50,Saint-Alexis-de-MatapÇdia,29,13,7,2,4,3,0
241200000,2400000,24,12,0,0,Chaudiäre-Appalaches,6633,3833,1189,241,1060,291,19
241217000,2417000,24,12,17,0,L'Islet,637,431,84,29,67,26,0
241217010,2417010,24,12,17,10,Saint-Pamphile,49,30,11,1,4,3,0
241217015,2417015,24,12,17,15,Saint-Adalbert,59,48,3,3,4,1,0
241217020,2417020,24,12,17,20,Saint-Marcel,49,31,9,2,5,2,0
241217025,2417025,24,12,17,25,Sainte-FÇlicitÇ,19,16,1,1,1,0,0
241217030,2417030,24,12,17,30,Sainte-PerpÇtue,79,65,2,6,4,2,0
241217040,2417040,24,12,17,40,Saint-Damase-de-l'Islet,39,28,4,2,4,1,0
241217045,2417045,24,12,17,45,Saint-Cyrille-de-Lessard,29,22,5,0,2,0,0
241217050,2417050,24,12,17,50,Saint-Eugäne,40,29,6,3,1,1,0
241217055,2417055,24,12,17,55,Saint-Aubert,57,44,6,2,4,1,0
241217060,2417060,24,12,17,60,Sainte-Louise,48,26,9,3,8,2,0
241217065,2417065,24,12,17,65,Saint-Roch-des-Aulnaies,34,15,6,0,10,3,0
241217070,2417070,24,12,17,70,Saint-Jean-Port-Joli,80,48,13,2,11,6,0
241217080,2417080,24,12,17,80,L'Islet-sur-Mer,55,29,9,4,9,4,0
241218000,2418000,24,12,18,0,Montmagny,394,232,75,13,55,18,1
241218015,2418015,24,12,18,15,Saint-Fabien-de-Panet,37,23,7,1,4,2,0
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,20,10,4,1,2,3,0
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,30,25,1,1,1,2,0
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,21,16,2,0,2,1,0
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,18,14,0,3,0,1,0
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,70,37,21,0,11,1,0
241218050,2418050,24,12,18,50,Montmagny,70,46,9,3,10,2,0
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,35,16,9,0,8,2,0
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,93,45,22,4,17,4,1
241219000,2419000,24,12,19,0,Bellechasse,1038,563,212,29,187,46,1
241219005,2419005,24,12,19,5,Saint-PhilÇmon,24,12,2,2,5,3,0
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,35,29,3,2,1,0,0
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,35,21,8,1,5,0,0
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,58,45,8,1,4,0,0
241219025,2419025,24,12,19,25,Saint-Malachie,64,45,10,3,4,2,0
241219037,2419037,24,12,19,37,Armagh,43,26,10,0,5,2,0
241219045,2419045,24,12,19,45,Saint-NÇrÇe,31,23,5,0,2,1,0
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,60,36,11,1,11,1,0
241219055,2419055,24,12,19,55,Sainte-Claire,85,50,12,2,14,6,1
241219065,2419065,24,12,19,65,Saint-Anselme,81,30,18,4,23,6,0
241219070,2419070,24,12,19,70,Honfleur,79,41,16,2,18,2,0
241219075,2419075,24,12,19,75,Saint-Gervais,119,51,28,1,34,5,0
241219082,2419082,24,12,19,82,Saint-Raphaâl,52,32,9,1,7,3,0
241219090,2419090,24,12,19,90,La Durantaye,42,23,10,0,6,3,0
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,97,42,32,0,18,5,0
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,26,14,3,3,4,2,0
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,58,19,14,4,17,4,0
241219117,2419117,24,12,19,117,Saint-Vallier,49,24,13,2,9,1,0
241224000,2424000,24,12,24,0,Desjardins,196,97,33,9,45,8,4
241224005,2424005,24,12,24,5,Saint-Henri,125,52,25,3,40,4,1
241224010,2424010,24,12,24,10,Pintendre,41,22,5,3,5,3,3
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,30,23,3,3,0,1,0
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,180,95,33,6,33,12,1
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,58,26,10,2,16,3,1
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,20,13,3,1,2,1,0
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,33,17,8,1,4,3,0
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,69,39,12,2,11,5,0
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,802,360,137,16,236,51,2
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,85,54,18,3,6,3,1
241226010,2426010,24,12,26,10,Saints-Anges,75,41,15,0,16,3,0
241226022,2426022,24,12,26,22,Saint-ElzÇar,91,40,12,2,31,6,0
241226030,2426030,24,12,26,30,Sainte-Marie,106,63,13,2,20,8,0
241226035,2426035,24,12,26,35,Sainte-Marguerite,92,45,12,1,28,6,0
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,74,38,17,1,14,3,1
241226048,2426048,24,12,26,48,Scott,19,9,3,0,7,0,0
241226055,2426055,24,12,26,55,Saint-Bernard,140,24,29,3,72,12,0
241226063,2426063,24,12,26,63,Saint-Isidore,120,46,18,4,42,10,0
241227000,2427000,24,12,27,0,Robert-Cliche,537,343,102,16,60,14,2
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,120,83,18,5,10,3,1
241227015,2427015,24,12,27,15,Saint-Alfred,17,16,0,0,1,0,0
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,26,17,5,0,4,0,0
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,35,21,5,1,6,1,1
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,68,26,22,1,14,5,0
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,71,36,23,2,8,2,0
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,39,24,8,2,5,0,0
241227055,2427055,24,12,27,55,Saint-Jules,48,33,6,1,7,1,0
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,84,62,14,2,4,2,0
241227070,2427070,24,12,27,70,Saint-SÇverin,29,25,1,2,1,0,0
241228000,2428000,24,12,28,0,Les Etchemins,356,272,41,15,17,9,2
241228005,2428005,24,12,28,5,Saint-Zacharie,74,64,3,3,4,0,0
241228015,2428015,24,12,28,15,Sainte-AurÇlie,21,17,1,1,0,2,0
241228020,2428020,24,12,28,20,Saint-Prosper,56,43,8,1,1,3,0
241228025,2428025,24,12,28,25,Saint-Benjamin,25,20,3,2,0,0,0
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,29,22,4,1,2,0,0
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,35,26,7,2,0,0,0
241228040,2428040,24,12,28,40,Saint-Cyprien,19,17,0,1,0,1,0
241228045,2428045,24,12,28,45,Sainte-Justine,27,21,3,0,1,0,2
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,27,19,4,3,1,0,0
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,21,13,3,1,4,0,0
241228075,2428075,24,12,28,75,Saint-Magloire-de-Bellechasse,22,10,5,0,4,3,0
241229000,2429000,24,12,29,0,Beauce-Sartigan,715,449,129,34,72,31,0
241229005,2429005,24,12,29,5,Saint-ThÇophile,43,27,8,3,4,1,0
241229015,2429015,24,12,29,15,Saint-GÇdÇon,40,25,4,1,9,1,0
241229020,2429020,24,12,29,20,Saint-Hilaire-de-Dorset,27,12,10,1,3,1,0
241229025,2429025,24,12,29,25,Saint-êvariste-de-Forsyth,62,35,14,2,6,5,0
241229040,2429040,24,12,29,40,Saint-HonorÇ,118,65,26,6,15,6,0
241229045,2429045,24,12,29,45,Saint-Martin,45,30,8,2,3,2,0
241229057,2429057,24,12,29,57,Saint-Cìme-Liniäre,49,31,9,1,5,3,0
241229065,2429065,24,12,29,65,Saint-Philibert,20,12,4,3,1,0,0
241229070,2429070,24,12,29,70,Saint-Georges-Est,38,21,7,1,5,4,0
241229085,2429085,24,12,29,85,Aubert-Gallion,21,10,4,2,5,0,0
241229090,2429090,24,12,29,90,Saint-Jean-de-la-Lande,43,30,7,4,2,0,0
241229100,2429100,24,12,29,100,Saint-Benoåt-Labre,76,56,8,5,5,2,0
241229115,2429115,24,12,29,115,Saint-êphrem-de-Beauce,110,81,14,3,8,4,0
241229125,2429125,24,12,29,125,Saint-Simon-les-Mines,23,14,6,0,1,2,0
241231000,2431000,24,12,31,0,L'Amiante,825,527,138,36,92,32,0
241231010,2431010,24,12,31,10,Garthby,26,17,3,0,5,1,0
241231020,2431020,24,12,31,20,Disraâli,53,34,11,1,4,3,0
241231030,2431030,24,12,31,30,Saint-Fortunat,31,13,9,0,8,1,0
241231035,2431035,24,12,31,35,Saint-Julien,36,24,8,0,3,1,0
241231040,2431040,24,12,31,40,Irlande,74,46,8,7,11,2,0
241231050,2431050,24,12,31,50,Sainte-Praxäde,20,8,6,4,2,0,0
241231055,2431055,24,12,31,55,Saint-MÇthode-de-Frontenac,67,46,12,3,6,0,0
241231060,2431060,24,12,31,60,Sainte-Clotilde-de-Beauce,51,37,8,4,1,1,0
241231070,2431070,24,12,31,70,SacrÇ-Coeur-de-Marie-Partie-Sud,45,33,6,3,3,0,0
241231080,2431080,24,12,31,80,Thetford-Partie-Sud,36,19,4,2,7,4,0
241231095,2431095,24,12,31,95,Saint-Adrien-d'Irlande,35,21,5,1,4,4,0
241231100,2431100,24,12,31,100,Saint-Jean-de-BrÇbeuf,49,35,6,0,6,2,0
241231105,2431105,24,12,31,105,Kinnear's Mills,46,27,10,4,1,4,0
241231110,2431110,24,12,31,110,Pontbriand,36,30,2,0,3,1,0
241231130,2431130,24,12,31,130,SacrÇ-Coeur-de-JÇsus,75,53,13,3,6,0,0
241231135,2431135,24,12,31,135,Saint-Pierre-de-Broughton,76,51,11,3,8,3,0
241231140,2431140,24,12,31,140,Saint-Jacques-de-Leeds,69,33,16,1,14,5,0
241233000,2433000,24,12,33,0,Lotbiniäre,953,464,205,38,196,44,6
241233010,2433010,24,12,33,10,Saint-Sylvestre,93,47,14,2,23,7,0
241233020,2433020,24,12,33,20,Sainte-Agathe,89,54,21,4,7,3,0
241233025,2433025,24,12,33,25,Saint-Patrice-de-Beaurivage,76,19,19,1,33,4,0
241233030,2433030,24,12,33,30,Saint-Narcisse-de-Beaurivage,96,27,21,3,32,11,2
241233035,2433035,24,12,33,35,Saint-Gilles,51,25,16,1,8,1,0
241233040,2433040,24,12,33,40,Saint-Octave-de-Dosquet,25,13,3,1,5,1,2
241233045,2433045,24,12,33,45,Saint-Agapit,53,32,13,0,6,2,0
241233055,2433055,24,12,33,55,Saint-Flavien,69,40,10,4,14,1,0
241233065,2433065,24,12,33,65,Saint-Janvier-de-Joly,29,13,7,2,7,0,0
241233070,2433070,24,12,33,70,Val-Alain,16,13,3,0,0,0,0
241233075,2433075,24,12,33,75,Sainte-EmmÇlie,44,13,16,4,11,0,0
241233080,2433080,24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,33,8,6,16,2,1
241233085,2433085,24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,43,17,13,3,10,0,0
241233090,2433090,24,12,33,90,Saint-Apollinaire,46,32,4,1,5,4,0
241233095,2433095,24,12,33,95,Saint-Antoine-de-Tilly,48,35,3,2,6,2,0
241233105,2433105,24,12,33,105,Sainte-Croix,54,24,18,2,5,4,1
241233115,2433115,24,12,33,115,Lotbiniäre,55,27,16,2,8,2,0
241300000,2400000,24,13,0,0,MontÇrÇgie,8612,4688,1470,558,1376,501,19
241346000,2446000,24,13,46,0,Brome-Missisquoi,870,491,134,75,117,50,3
241346010,2446010,24,13,46,10,Frelighsburg,57,35,7,1,7,6,1
241346020,2446020,24,13,46,20,Saint-Armand,61,32,15,4,6,4,0
241346025,2446025,24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,53,26,9,2,11,5,0
241346040,2446040,24,13,46,40,Bedford,33,16,7,3,4,2,1
241346045,2446045,24,13,46,45,Stanbridge,44,29,2,3,8,2,0
241346050,2446050,24,13,46,50,Dunham,166,103,20,14,17,11,1
241346060,2446060,24,13,46,60,Sutton,68,47,9,8,2,2,0
241346065,2446065,24,13,46,65,Bolton-Ouest,30,19,5,4,2,0,0
241346075,2446075,24,13,46,75,Lac-Brome,88,58,10,8,7,5,0
241346090,2446090,24,13,46,90,Brigham,67,35,12,10,6,4,0
241346095,2446095,24,13,46,95,Saint-Ignace-de-Stanbridge,53,23,9,5,13,3,0
241346100,2446100,24,13,46,100,Notre-Dame-de-Stanbridge,37,19,6,3,7,2,0
241346105,2446105,24,13,46,105,Sainte-Sabine,51,21,10,6,13,1,0
241346110,2446110,24,13,46,110,Rainville,62,28,13,4,14,3,0
241347000,2447000,24,13,47,0,La Haute-Yamaska,500,262,83,25,90,39,1
241347005,2447005,24,13,47,5,Bromont,43,23,9,1,8,2,0
241347010,2447010,24,13,47,10,Saint-Alphonse,54,19,10,2,15,8,0
241347020,2447020,24,13,47,20,Granby,96,54,11,5,18,8,0
241347035,2447035,24,13,47,35,Shefford,64,37,8,8,6,4,1
241347040,2447040,24,13,47,40,Saint-Joachim-de-Shefford,87,53,19,4,10,1,0
241347050,2447050,24,13,47,50,Roxton Pond,82,33,16,4,22,7,0
241347055,2447055,24,13,47,55,Sainte-CÇcile-de-Milton,74,43,10,1,11,9,0
241348000,2448000,24,13,48,0,Acton,514,233,132,30,84,35,0
241348005,2448005,24,13,48,5,BÇthanie,34,19,6,2,5,2,0
241348015,2448015,24,13,48,15,Roxton,132,67,22,13,21,9,0
241348020,2448020,24,13,48,20,Sainte-Christine,59,28,16,4,7,4,0
241348030,2448030,24,13,48,30,Saint-AndrÇ-d'Acton,63,29,25,5,2,2,0
241348040,2448040,24,13,48,40,Saint-êphrem-d'Upton,81,29,20,1,27,4,0
241348045,2448045,24,13,48,45,Saint-ThÇodore-d'Acton,68,31,21,3,11,2,0
241348050,2448050,24,13,48,50,Saint-Nazaire-d'Acton,77,30,22,2,11,12,0
241353000,2453000,24,13,53,0,Le Bas-Richelieu,381,227,81,16,41,14,2
241353005,2453005,24,13,53,5,Saint-David,66,39,16,1,8,2,0
241353015,2453015,24,13,53,15,Saint-AimÇ,63,28,22,5,4,4,0
241353020,2453020,24,13,53,20,Saint-Robert,54,38,13,1,0,2,0
241353025,2453025,24,13,53,25,Sainte-Victoire-de-Sorel,39,20,9,4,6,0,0
241353032,2453032,24,13,53,32,Saint-Ours,42,25,6,1,8,2,0
241353040,2453040,24,13,53,40,Saint-Roch-de-Richelieu,19,13,1,1,4,0,0
241353057,2453057,24,13,53,57,Sorel,27,14,4,3,4,2,0
241353080,2453080,24,13,53,80,Saint-Michel-d'Yamaska,41,27,7,0,5,2,0
241353085,2453085,24,13,53,85,Saint-GÇrard-Majella,30,23,3,0,2,0,2
241354000,2454000,24,13,54,0,Les Maskoutains,1375,734,234,64,243,99,1
241354010,2454010,24,13,54,10,Saint-Pie,133,66,26,9,21,11,0
241354020,2454020,24,13,54,20,Saint-Damase,126,81,15,5,22,3,0
241354030,2454030,24,13,54,30,Sainte-Marie-Madeleine,66,36,8,4,15,3,0
241354035,2454035,24,13,54,35,La PrÇsentation,106,62,14,6,15,9,0
