AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9
350139049,3539049,35,1,39,49,West Williams,124,"19,283,801",4,6,7,21,15,16,26,23,6
350139054,3539054,35,1,39,54,McGillivray,236,"45,255,762",7,3,7,32,45,45,53,28,16
350139058,3539058,35,1,39,58,Biddulph,184,"20,697,832",13,7,20,33,29,24,33,19,6
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305","2,661,259,194","1,988","1,192","2,159","3,716","2,770","2,608","4,268","1,797",807
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,"77,086,032",101,38,81,123,62,73,119,61,31
350221005,3521005,35,2,21,5,Mississauga,61,"6,644,261",7,4,5,11,5,10,10,7,2
350221010,3521010,35,2,21,10,Brampton,138,"23,703,317",17,7,8,14,12,14,38,18,10
350221024,3521024,35,2,21,24,Caledon,490,"46,738,454",77,27,68,98,45,49,71,36,19
350222000,3522000,35,2,22,0,Dufferin County,"1,039","79,733,210",164,84,153,240,131,86,108,49,24
350222001,3522001,35,2,22,1,East Garafraxa,127,"15,711,125",13,5,10,35,11,17,18,12,6
350222008,3522008,35,2,22,8,Amaranth,219,"13,165,667",32,20,34,57,24,14,22,14,2
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,"10,084,042",9,9,15,23,17,11,21,8,2
350222012,3522012,35,2,22,12,Mono,218,"13,447,690",55,22,41,43,21,12,17,5,2
350222016,3522016,35,2,22,16,Mulmur,165,"6,508,549",29,12,31,40,24,13,11,4,1
350222019,3522019,35,2,22,19,Melancthon,195,"20,816,137",26,16,22,42,34,19,19,6,11
350223000,3523000,35,2,23,0,Wellington County,"2,810","373,123,953",241,164,280,465,352,298,642,265,103
350223001,3523001,35,2,23,1,Puslinch,179,"17,108,594",26,13,32,30,28,17,16,15,2
350223006,3523006,35,2,23,6,Guelph,116,"55,321,938",10,11,8,22,13,12,18,12,10
350223011,3523011,35,2,23,11,Eramosa,211,"19,305,828",18,15,21,57,26,27,27,16,4
350223016,3523016,35,2,23,16,Erin,276,"16,109,361",55,20,39,62,30,23,32,12,3
350223021,3523021,35,2,23,21,West Garafraxa,185,"18,570,017",21,14,17,33,31,19,33,12,5
350223024,3523024,35,2,23,24,Nichol,131,"15,225,790",9,8,13,30,14,13,22,18,4
350223029,3523029,35,2,23,29,Pilkington,141,"25,590,623",9,7,11,20,14,10,42,19,9
350223032,3523032,35,2,23,32,Peel,492,"74,631,681",24,26,29,53,47,52,180,55,26
350223036,3523036,35,2,23,36,Maryborough,304,"53,642,586",15,10,23,28,39,36,83,49,21
350223041,3523041,35,2,23,41,Minto,313,"32,408,759",17,17,36,59,36,31,86,22,9
350223048,3523048,35,2,23,48,Arthur,308,"36,942,916",21,15,30,40,46,35,83,28,10
350223054,3523054,35,2,23,54,West Luther,154,"8,265,860",16,8,21,31,28,23,20,7,0
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,"129,313,767",104,66,93,128,82,66,102,48,31
350224001,3524001,35,2,24,1,Oakville,42,"3,038,958",12,4,1,8,5,3,4,5,0
350224002,3524002,35,2,24,2,Burlington,113,"33,794,742",18,8,13,17,16,11,18,6,6
350224009,3524009,35,2,24,9,Milton,309,"27,165,505",54,32,42,58,28,22,37,23,13
350224015,3524015,35,2,24,15,Halton Hills,256,"65,314,562",20,22,37,45,33,30,43,14,12
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590","301,384,956",96,52,91,201,144,183,511,223,89
350230004,3530004,35,2,30,4,North Dumfries,134,"22,595,761",13,9,7,27,17,17,20,12,12
350230010,3530010,35,2,30,10,Cambridge,42,"25,345,208",4,3,4,12,2,3,9,3,2
350230013,3530013,35,2,30,13,Kitchener,43,"8,121,911",6,2,3,10,6,3,7,3,3
350230020,3530020,35,2,30,20,Wilmot,307,"60,965,398",22,12,24,57,38,26,57,45,26
350230027,3530027,35,2,30,27,Wellesley,522,"84,494,795",21,10,20,44,41,71,219,82,14
350230035,3530035,35,2,30,35,Woolwich,542,"99,861,883",30,16,33,51,40,63,199,78,32
350231000,3531000,35,2,31,0,Perth County,"2,832","430,255,814",115,82,156,373,390,430,810,339,137
350231001,3531001,35,2,31,1,South Easthope,146,"19,985,098",12,5,11,20,16,13,41,21,7
350231006,3531006,35,2,31,6,North Easthope,243,"30,230,681",13,11,16,32,34,34,71,23,9
350231009,3531009,35,2,31,9,Downie,229,"46,132,502",13,6,15,24,25,25,55,47,19
350231014,3531014,35,2,31,14,Blanshard,230,"27,079,982",10,8,15,36,32,42,60,21,6
350231018,3531018,35,2,31,18,Fullarton,200,"30,699,092",4,5,12,27,31,30,54,29,8
350231021,3531021,35,2,31,21,Hibbert,163,"28,145,300",4,2,4,19,36,25,44,17,12
350231024,3531024,35,2,31,24,Logan,300,"48,336,632",8,6,13,29,38,54,87,54,11
350231028,3531028,35,2,31,28,Ellice,311,"46,909,028",9,10,16,53,40,56,67,34,26
350231032,3531032,35,2,31,32,Mornington,360,"45,280,677",18,13,11,49,52,51,130,28,8
350231036,3531036,35,2,31,36,Elma,361,"71,281,157",14,6,23,41,43,54,118,40,22
350231041,3531041,35,2,31,41,Wallace,289,"36,175,665",10,10,20,43,43,46,83,25,9
350240000,3540000,35,2,40,0,Huron County,"3,150","511,918,855",125,104,210,454,447,507,754,381,168
350240001,3540001,35,2,40,1,Usborne,172,"34,498,690",2,3,7,18,27,28,44,31,12
350240004,3540004,35,2,40,4,Stephen,213,"46,829,267",7,9,10,30,33,42,44,21,17
350240009,3540009,35,2,40,9,Hay,165,"25,000,898",9,2,5,30,34,17,43,16,9
350240016,3540016,35,2,40,16,Tuckersmith,173,"37,082,190",6,5,12,20,17,33,46,24,10
350240019,3540019,35,2,40,19,Stanley,155,"27,552,268",3,6,9,19,17,26,47,17,11
350240024,3540024,35,2,40,24,Goderich,200,"30,433,354",13,7,16,28,19,29,51,26,11
350240031,3540031,35,2,40,31,Colborne,125,"17,000,863",4,5,9,23,16,20,27,14,7
350240034,3540034,35,2,40,34,Hullett,238,"38,259,233",6,8,15,27,32,36,64,37,13
350240038,3540038,35,2,40,38,McKillop,236,"35,073,692",10,6,12,22,45,34,61,37,9
350240042,3540042,35,2,40,42,Grey,250,"47,012,355",12,14,15,37,29,37,55,32,19
350240046,3540046,35,2,40,46,Howick,314,"49,331,281",10,8,20,46,38,69,81,30,12
350240049,3540049,35,2,40,49,Turnberry,153,"18,908,605",15,5,9,36,24,24,24,12,4
350240054,3540054,35,2,40,54,Morris,224,"37,247,354",8,6,16,39,35,31,53,20,16
350240058,3540058,35,2,40,58,East Wawanosh,163,"20,092,949",5,6,23,26,26,24,26,22,5
350240061,3540061,35,2,40,61,West Wawanosh,151,"15,867,635",7,5,17,24,25,24,28,18,3
350240064,3540064,35,2,40,64,Ashfield,218,"31,728,221",8,9,15,29,30,33,60,24,10
350241000,3541000,35,2,41,0,Bruce County,"2,568","280,182,130",194,140,250,455,390,389,482,191,77
350241001,3541001,35,2,41,1,Carrick,309,"32,248,160",13,10,25,47,40,55,96,18,5
350241006,3541006,35,2,41,6,Culross,231,"22,876,493",12,7,30,47,34,28,50,14,9
350241011,3541011,35,2,41,11,Kinloss,158,"12,853,187",8,7,17,31,26,21,37,10,1
350241019,3541019,35,2,41,19,Huron,194,"27,026,324",13,5,9,24,30,35,46,24,8
350241021,3541021,35,2,41,21,Kincardine,245,"22,750,756",16,18,22,38,39,42,42,21,7
350241026,3541026,35,2,41,26,Bruce,159,"19,230,407",14,8,20,32,23,19,27,11,5
350241031,3541031,35,2,41,31,Greenock,200,"20,579,080",18,8,22,36,27,33,35,18,3
350241034,3541034,35,2,41,34,Brant,304,"46,560,818",21,17,31,53,50,46,47,29,10
350241038,3541038,35,2,41,38,Elderslie,182,"29,249,128",14,15,12,33,26,27,27,13,15
350241044,3541044,35,2,41,44,Saugeen,121,"7,785,274",17,9,15,22,19,19,9,9,2
350241049,3541049,35,2,41,49,Arran,203,"23,421,274",18,14,24,30,23,29,41,13,11
350241054,3541054,35,2,41,54,Amabel,106,"5,457,076",17,7,14,29,16,6,12,5,0
350241059,3541059,35,2,41,59,Albemarle,56,"1,880,110",4,7,4,15,16,8,1,1,0
350241062,3541062,35,2,41,62,Eastnor,71,"4,835,549",5,5,3,15,16,14,9,4,0
350241066,3541066,35,2,41,66,Lindsay,29,"3,428,494",4,3,2,3,5,7,3,1,1
350242000,3542000,35,2,42,0,Grey County,"3,134","213,375,796",432,260,463,713,416,324,387,94,45
350242001,3542001,35,2,42,1,Normanby,304,"27,650,699",25,17,38,62,51,42,54,8,7
350242006,3542006,35,2,42,6,Egremont,292,"24,783,179",31,18,29,52,36,31,77,12,6
350242009,3542009,35,2,42,9,Proton,206,"8,673,676",23,20,47,54,19,20,19,3,1
350242014,3542014,35,2,42,14,Osprey,201,"8,617,266",29,19,36,52,28,14,16,5,2
350242018,3542018,35,2,42,18,Artemesia,175,"7,426,021",26,15,29,42,21,19,19,3,1
350242022,3542022,35,2,42,22,Glenelg,140,"5,873,967",28,9,22,29,22,17,9,3,1
350242028,3542028,35,2,42,28,Bentinck,285,"41,222,240",53,28,51,67,31,22,24,5,4
350242032,3542032,35,2,42,32,Sullivan,271,"16,774,904",31,26,32,71,41,27,28,10,5
350242036,3542036,35,2,42,36,Holland,164,"5,308,684",30,18,26,39,27,15,5,3,1
350242039,3542039,35,2,42,39,Euphrasia,192,"9,689,931",25,16,25,43,30,23,23,7,0
350242042,3542042,35,2,42,42,Collingwood,189,"16,334,789",25,11,22,33,20,30,33,10,5
350242048,3542048,35,2,42,48,St. Vincent,181,"9,207,430",34,18,24,44,22,18,12,7,2
350242051,3542051,35,2,42,51,Sydenham,200,"9,599,098",33,16,31,50,27,12,23,6,2
350242054,3542054,35,2,42,54,Derby,144,"12,223,639",18,14,14,32,14,18,21,7,6
350242062,3542062,35,2,42,62,Keppel,190,"9,990,273",21,15,37,43,27,16,24,5,2
350243000,3543000,35,2,43,0,Simcoe County,"2,773","264,884,681",416,202,382,564,356,252,353,146,102
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,"25,062,797",32,15,41,42,33,17,30,9,12
350243005,3543005,35,2,43,5,Clearview,430,"48,361,104",64,26,55,85,65,39,55,19,22
350243007,3543007,35,2,43,7,New Tecumseth,177,"25,301,530",18,15,20,35,19,18,24,16,12
350243009,3543009,35,2,43,9,Springwater,339,"41,181,282",47,23,39,49,46,38,67,20,10
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,"36,682,938",10,5,19,29,24,24,49,24,18
350243015,3543015,35,2,43,15,Severn,187,"6,204,730",35,28,35,43,19,13,10,2,2
350243017,3543017,35,2,43,17,Innisfil,180,"24,277,593",27,11,15,37,29,22,16,13,10
350243019,3543019,35,2,43,19,Ramara,191,"9,565,119",31,17,24,55,21,14,20,5,4
350243021,3543021,35,2,43,21,Essa,188,"21,496,726",23,7,27,31,29,19,25,17,10
350243023,3543023,35,2,43,23,Oro-Medonte,389,"16,209,817",60,35,75,103,43,22,37,13,1
350243068,3543068,35,2,43,68,Tiny,167,"7,384,735",44,13,18,35,21,17,12,6,1
350243071,3543071,35,2,43,71,Tay,92,"3,156,310",25,7,14,20,7,9,8,2,0
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"10,400","782,072,882","1,695","1,019","1,772","2,174","1,077",802,"1,119",511,231
350312000,3512000,35,3,12,0,Hastings County,"1,353","63,512,287",291,148,264,258,115,73,144,52,8
350312001,3512001,35,3,12,1,Tyendinaga,181,"7,141,609",34,25,44,39,6,7,20,5,1
350312006,3512006,35,3,12,6,Thurlow,150,"9,075,857",21,16,20,36,12,12,24,8,1
350312011,3512011,35,3,12,11,Sidney,202,"12,504,988",35,17,40,27,27,15,27,12,2
350312019,3512019,35,3,12,19,Rawdon,193,"13,582,661",39,14,34,31,18,11,33,11,2
350312024,3512024,35,3,12,24,Huntingdon,122,"5,900,883",29,12,25,22,11,7,10,5,1
350312028,3512028,35,3,12,28,Hungerford,153,"6,991,075",39,16,29,33,15,4,8,8,1
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,"543,983",4,3,4,7,3,0,2,0,0
350312036,3512036,35,3,12,36,Madoc,114,"4,182,988",18,16,18,23,15,11,12,1,0
350312041,3512041,35,3,12,41,Marmora and Lake,62,"1,384,476",19,6,18,11,1,2,4,1,0
350312064,3512064,35,3,12,64,Dungannon,18,"649,678",6,2,1,4,1,1,3,0,0
350312068,3512068,35,3,12,68,Mayo,18,"138,271",7,1,6,3,1,0,0,0,0
350312071,3512071,35,3,12,71,Carlow,28,"590,563",7,4,6,6,3,1,0,1,0
350312074,3512074,35,3,12,74,Monteagle,35,"323,678",12,5,9,7,1,1,0,0,0
350312078,3512078,35,3,12,78,Herschel,30,"237,699",15,5,2,6,1,1,0,0,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,"263,878",6,6,8,3,0,0,1,0,0
350313000,3513000,35,3,13,0,Prince Edward County,618,"55,914,185",112,49,101,110,49,62,88,36,11
350313001,3513001,35,3,13,1,North Marysburgh,43,"2,966,751",8,2,5,6,3,8,8,3,0
350313004,3513004,35,3,13,4,South Marysburgh,51,"2,880,494",11,6,7,6,5,5,9,2,0
350313008,3513008,35,3,13,8,Athol,55,"3,680,817",5,4,14,9,3,7,9,4,0
350313011,3513011,35,3,13,11,Hallowell,134,"27,621,845",23,5,20,23,9,14,24,8,8
350313018,3513018,35,3,13,18,Sophiasburgh,109,"4,585,567",19,8,18,29,8,13,10,4,0
350313022,3513022,35,3,13,22,Hillier,85,"5,707,178",17,11,8,16,7,7,10,8,1
350313028,3513028,35,3,13,28,Ameliasburgh,141,"8,471,533",29,13,29,21,14,8,18,7,2
350314000,3514000,35,3,14,0,Northumberland County,"1,366","121,645,968",175,146,226,249,136,139,184,79,32
350314001,3514001,35,3,14,1,Murray,152,"12,340,670",32,22,21,22,9,13,17,12,4
350314006,3514006,35,3,14,6,Brighton,129,"15,084,149",11,16,17,17,16,18,19,9,6
350314011,3514011,35,3,14,11,Cramahe,113,"8,685,665",14,8,17,22,14,15,14,7,2
350314016,3514016,35,3,14,16,Haldimand,186,"14,208,700",31,16,40,31,16,17,19,9,7
350314019,3514019,35,3,14,19,Hamilton,183,"12,574,802",26,20,24,36,18,19,27,11,2
350314023,3514023,35,3,14,23,Hope,200,"33,243,110",21,27,30,46,26,11,21,9,9
350314026,3514026,35,3,14,26,Alnwick,45,"1,745,286",5,7,5,9,8,6,5,0,0
350314029,3514029,35,3,14,29,Percy,126,"8,209,152",10,9,23,26,18,12,20,7,1
350314034,3514034,35,3,14,34,Seymour,232,"15,554,434",25,21,49,40,11,28,42,15,1
350315000,3515000,35,3,15,0,Peterborough County,"1,369","66,832,347",232,137,256,304,159,101,118,52,10
350315001,3515001,35,3,15,1,Asphodel,155,"11,268,606",25,9,25,35,10,16,22,11,2
350315006,3515006,35,3,15,6,Otonabee,242,"17,183,910",30,23,44,57,22,22,22,19,3
350315007,3515007,35,3,15,7,South Monaghan,72,"3,497,952",9,7,15,16,11,7,6,0,1
350315009,3515009,35,3,15,9,Cavan,203,"10,248,990",35,14,36,39,38,12,22,5,2
350315011,3515011,35,3,15,11,North Monaghan,36,"1,526,570",10,3,8,7,2,2,2,2,0
350315016,3515016,35,3,15,16,Ennismore,64,"2,210,405",12,7,10,13,12,5,3,2,0
350315018,3515018,35,3,15,18,Smith,155,"7,781,734",24,13,29,35,20,8,18,8,0
350315022,3515022,35,3,15,22,Douro,147,"5,893,472",21,22,29,35,14,9,14,2,1
350315026,3515026,35,3,15,26,Dummer,134,"4,451,074",23,13,31,30,16,10,9,1,1
350315031,3515031,35,3,15,31,Belmont and Methuen,84,"1,193,085",23,18,14,15,8,6,0,0,0
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,"163,082",15,5,7,6,0,0,0,0,0
350315042,3515042,35,3,15,42,Harvey,44,"1,413,467",5,3,8,16,6,4,0,2,0
350316000,3516000,35,3,16,0,Victoria County,"1,710","79,848,433",238,184,306,460,210,115,129,53,15
350316001,3516001,35,3,16,1,Emily,231,"9,097,563",41,23,46,53,28,16,19,3,2
350316006,3516006,35,3,16,6,Ops,221,"12,538,504",29,22,28,58,29,21,22,8,4
350316008,3516008,35,3,16,8,Manvers,205,"10,567,353",29,24,39,59,21,12,9,9,3
350316011,3516011,35,3,16,11,Mariposa,342,"25,119,677",38,24,41,95,47,29,41,22,5
350316016,3516016,35,3,16,16,Eldon,171,"10,608,831",19,17,37,37,23,14,17,6,1
350316021,3516021,35,3,16,21,Fenelon,197,"5,024,752",23,27,43,59,22,8,13,2,0
350316026,3516026,35,3,16,26,Verulam,167,"4,288,558",19,21,38,50,23,7,6,3,0
350316031,3516031,35,3,16,31,Somerville,68,"892,409",18,11,13,16,7,3,0,0,0
350316034,3516034,35,3,16,34,Bexley,32,"432,241",7,5,6,10,2,2,0,0,0
350316036,3516036,35,3,16,36,Carden,34,"690,773",9,5,4,10,2,2,2,0,0
350316039,3516039,35,3,16,39,Dalton,17,"237,785",1,3,4,6,3,0,0,0,0
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,"349,987",5,2,7,7,3,1,0,0,0
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001","208,168,607",249,148,294,434,221,172,272,141,70
350318001,3518001,35,3,18,1,Pickering,111,"19,248,290",13,9,15,20,9,14,18,9,4
350318005,3518005,35,3,18,5,Ajax,28,"5,357,439",5,2,1,9,1,1,1,5,3
350318009,3518009,35,3,18,9,Whitby,88,"9,208,001",21,9,8,16,8,6,9,7,4
350318013,3518013,35,3,18,13,Oshawa,70,"11,985,347",10,6,10,15,9,2,8,6,4
350318017,3518017,35,3,18,17,Clarington,529,"52,765,799",58,44,80,111,59,45,71,38,23
350318020,3518020,35,3,18,20,Scugog,445,"40,346,447",52,23,85,94,48,37,64,28,14
350318029,3518029,35,3,18,29,Uxbridge,363,"37,778,083",44,32,58,86,45,28,43,18,9
350318039,3518039,35,3,18,39,Brock,367,"31,479,201",46,23,37,83,42,39,58,30,9
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211","170,402,787",149,89,159,218,144,114,165,93,80
350319028,3519028,35,3,19,28,Vaughan,139,"30,185,622",14,15,21,14,16,8,21,12,18
350319036,3519036,35,3,19,36,Markham,107,"17,240,363",13,6,8,14,14,14,19,13,6
350319038,3519038,35,3,19,38,Richmond Hill,34,"5,598,873",3,5,1,1,6,4,10,2,2
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,"28,812,059",23,13,27,44,21,18,31,15,9
350319046,3519046,35,3,19,46,Aurora,24,"1,930,259",3,2,3,6,4,0,3,2,1
350319049,3519049,35,3,19,49,King,314,"39,860,108",32,15,39,54,38,35,56,22,23
350319054,3519054,35,3,19,54,East Gwillimbury,209,"31,115,809",27,17,36,40,24,19,16,17,13
350319070,3519070,35,3,19,70,Georgina,183,"15,659,694",34,16,24,45,21,16,9,10,8
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,"4,737,596",93,51,45,38,14,11,4,2,2
350344002,3544002,35,3,44,2,Gravenhurst,34,"285,055",8,13,4,6,2,1,0,0,0
350344018,3544018,35,3,44,18,Bracebridge,53,"511,482",17,11,7,13,3,2,0,0,0
350344027,3544027,35,3,44,27,Lake of Bays,18,"319,120",5,5,5,1,0,0,2,0,0
350344042,3544042,35,3,44,42,Huntsville,78,"610,161",40,9,14,9,2,3,1,0,0
350344053,3544053,35,3,44,53,Muskoka Lakes,77,"3,011,778",23,13,15,9,7,5,1,2,2
350346000,3546000,35,3,46,0,Haliburton County,87,"772,689",36,16,11,16,6,2,0,0,0
350346006,3546006,35,3,46,6,Monmouth,28,"219,190",16,1,3,5,3,0,0,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,"357,399",9,9,4,8,2,1,0,0,0
350346024,3546024,35,3,46,24,Dysart and Others,26,"196,100",11,6,4,3,1,1,0,0,0
350349000,3549000,35,3,49,0,Parry Sound District,425,"10,237,983",120,51,110,87,23,13,15,3,3
350349014,3549014,35,3,49,14,Perry,28,"254,861",14,3,6,3,1,0,1,0,0
350349019,3549019,35,3,49,19,Armour,25,"917,311",13,4,3,3,1,0,0,0,1
350349024,3549024,35,3,49,24,Ryerson,35,"324,295",14,2,5,12,1,1,0,0,0
350349028,3549028,35,3,49,28,McKellar,30,"350,019",3,6,9,9,2,1,0,0,0
350349031,3549031,35,3,49,31,McDougall,43,"881,159",14,4,17,2,3,2,0,1,0
350349042,3549042,35,3,49,42,Chapman,26,"493,148",5,3,4,9,4,0,1,0,0
350349046,3549046,35,3,49,46,Strong,46,"562,429",16,8,8,10,1,2,1,0,0
350349054,3549054,35,3,49,54,Machar,20,"140,843",9,1,5,4,1,0,0,0,0
350349059,3549059,35,3,49,59,South Himsworth,62,"2,804,483",9,8,16,9,4,5,9,2,0
350349066,3549066,35,3,49,66,North Himsworth,17,"275,379",5,3,5,2,1,0,1,0,0
350349071,3549071,35,3,49,71,Nipissing,36,"2,079,441",8,5,8,10,2,0,2,0,1
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,"1,154,615",10,4,24,14,2,2,0,0,1
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473","800,003,735","1,743","1,075","1,752","1,836",897,804,"1,573",649,144
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113","214,424,400",281,171,267,262,170,174,537,217,34
350401001,3501001,35,4,1,1,Lancaster,168,"25,752,667",14,9,17,19,14,15,43,30,7
350401006,3501006,35,4,1,6,Charlottenburgh,219,"17,550,062",38,16,31,34,15,14,53,17,1
350401010,3501010,35,4,1,10,Cornwall,100,"5,600,987",21,8,22,18,10,7,7,6,1
350401015,3501015,35,4,1,15,Osnabruck,141,"7,886,228",26,20,23,17,15,10,23,7,0
350401017,3501017,35,4,1,17,Williamsburgh,133,"10,774,874",26,17,16,13,9,17,26,6,3
350401022,3501022,35,4,1,22,Matilda,186,"22,605,933",26,11,23,24,15,10,46,27,4
350401027,3501027,35,4,1,27,Mountain,222,"23,225,978",34,20,22,23,15,24,58,21,5
350401031,3501031,35,4,1,31,Winchester,240,"31,507,692",14,5,26,28,17,20,91,35,4
350401038,3501038,35,4,1,38,Finch,148,"23,697,162",10,4,9,9,14,12,60,25,5
350401045,3501045,35,4,1,45,Roxborough,170,"14,607,253",22,13,22,23,18,13,43,15,1
350401048,3501048,35,4,1,48,Kenyon,151,"15,210,965",20,16,26,18,7,14,33,14,3
350401053,3501053,35,4,1,53,Lochiel,235,"16,004,599",30,32,30,36,21,18,54,14,0
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239","150,072,209",131,76,152,178,93,106,301,169,33
350402001,3502001,35,4,2,1,East Hawkesbury,164,"18,650,287",15,12,21,23,10,17,45,18,3
350402006,3502006,35,4,2,6,West Hawkesbury,77,"6,943,732",8,7,10,14,7,12,8,10,1
350402012,3502012,35,4,2,12,Caledonia,112,"17,347,354",11,4,10,9,8,13,32,20,5
350402016,3502016,35,4,2,16,Longueuil,46,"6,523,125",7,0,7,6,2,2,12,9,1
350402021,3502021,35,4,2,21,Alfred,114,"12,658,980",14,9,15,21,6,7,28,12,2
350402026,3502026,35,4,2,26,South Plantagenet,135,"23,085,297",12,3,9,11,10,10,46,26,8
350402031,3502031,35,4,2,31,North Plantagenet,111,"12,436,001",9,11,16,19,7,15,22,8,4
350402037,3502037,35,4,2,37,Clarence,160,"13,091,161",22,14,27,31,14,7,27,14,4
350402042,3502042,35,4,2,42,Cambridge,150,"20,185,096",16,6,17,19,13,7,38,30,4
350402048,3502048,35,4,2,48,Russell,170,"19,151,176",17,10,20,25,16,16,43,22,1
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,455","154,407,428",229,127,230,299,136,109,199,88,38
350406001,3506001,35,4,6,1,Osgoode,289,"39,131,761",39,26,54,43,27,21,47,25,7
350406004,3506004,35,4,6,4,Cumberland,188,"21,121,939",25,9,19,33,22,11,38,26,5
350406006,3506006,35,4,6,6,Gloucester,88,"33,556,682",15,9,15,22,9,6,5,2,5
350406012,3506012,35,4,6,12,Nepean,70,"10,644,246",10,6,4,13,8,3,13,4,9
350406018,3506018,35,4,6,18,Rideau,211,"16,570,261",30,21,26,51,21,20,25,12,5
350406027,3506027,35,4,6,27,Goulbourn,164,"9,609,293",37,17,31,36,8,9,16,8,2
350406030,3506030,35,4,6,30,Kanata,45,"969,606",14,5,8,10,4,1,3,0,0
350406042,3506042,35,4,6,42,West Carleton,400,"22,803,640",59,34,73,91,37,38,52,11,5
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,493","104,597,265",289,162,281,264,119,123,179,61,15
350407001,3507001,35,4,7,1,Edwardsburgh,158,"12,429,181",31,19,26,28,12,9,24,7,2
350407006,3507006,35,4,7,6,Augusta,142,"6,559,913",28,20,23,26,18,9,12,5,1
350407012,3507012,35,4,7,12,Elizabethtown,159,"30,424,419",31,19,30,26,7,15,15,13,3
350407017,3507017,35,4,7,17,Front of Yonge,53,"2,062,941",13,4,13,5,6,4,8,0,0
350407020,3507020,35,4,7,20,Front of Escott,54,"2,210,678",8,9,11,7,8,4,5,2,0
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,125,"9,595,600",13,10,18,21,13,19,25,4,2
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,83,"5,647,879",15,7,15,9,7,11,12,5,2
350407029,3507029,35,4,7,29,South Crosby,62,"3,351,145",7,10,16,7,4,4,11,3,0
350407031,3507031,35,4,7,31,North Crosby,53,"2,034,466",7,4,12,14,4,5,6,1,0
350407039,3507039,35,4,7,39,Bastard and South Burgess,121,"6,330,344",21,11,30,20,8,9,17,4,1
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,57,"4,035,152",15,1,11,9,3,5,10,2,1
350407046,3507046,35,4,7,46,Kitley,95,"3,233,769",19,14,19,23,5,6,5,4,0
350407049,3507049,35,4,7,49,South Elmsley,42,"1,943,025",7,7,8,6,2,3,8,1,0
350407051,3507051,35,4,7,51,Wolford,62,"3,135,418",16,5,8,14,4,4,8,3,0
350407056,3507056,35,4,7,56,Oxford-on-Rideau,156,"9,038,188",43,16,26,32,14,10,7,5,3
350407061,3507061,35,4,7,61,South Gower,71,"2,565,147",15,6,15,17,4,6,6,2,0
350409000,3509000,35,4,9,0,Lanark County,"1,065","37,505,719",233,144,216,198,86,75,89,21,3
350409001,3509001,35,4,9,1,Montague,101,"2,598,034",27,13,23,20,4,9,3,1,1
350409008,3509008,35,4,9,8,North Elmsley,55,"2,706,783",11,6,7,14,4,4,6,3,0
350409011,3509011,35,4,9,11,North Burgess,34,"1,387,501",4,5,9,5,3,3,5,0,0
350409014,3509014,35,4,9,14,South Sherbrooke,17,"427,705",6,2,4,2,1,1,1,0,0
350409016,3509016,35,4,9,16,Bathurst,125,"4,920,769",21,25,20,28,5,10,14,2,0
350409019,3509019,35,4,9,19,Drummond,144,"4,498,406",29,20,23,33,16,10,11,2,0
350409024,3509024,35,4,9,24,Beckwith,101,"5,020,626",26,15,19,17,7,5,6,4,2
350409029,3509029,35,4,9,29,Ramsay,185,"6,819,678",34,24,45,28,17,15,16,6,0
350409034,3509034,35,4,9,34,Lanark,95,"2,426,834",24,10,18,19,11,7,5,1,0
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",92,"1,385,714",30,14,20,15,7,2,4,0,0
