AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
241347020,2447020,24,13,47,20,Granby,96,"20,247,715",18,"33,612",18,"33,612",0,0,43,"1,280,790",29,"769,738",31,"511,052",89,"591,260",33,"281,007",87,"310,253",89,"744,432",85,"271,384",80,"473,048",66,"585,182",56,"288,866",45,"113,904",52,"182,412",50,"143,308",38,"36,487",69,"13,600,012",66,"7,985,661",63,"6,900,896",46,"5,036,197",63,"578,154",45,"1,229,920",61,"705,395",74,"49,737",86,"317,634",22,"63,835",76,"294,878",80,"714,541",43,"2,653",26,"2,034",28,619
241347035,2447035,24,13,47,35,Shefford,64,"11,471,290",17,"61,495",16,x,2,x,27,"1,331,428",21,"355,442",14,"975,986",58,"337,267",23,"140,368",55,"196,899",58,"500,789",54,"162,957",55,"337,832",27,"468,846",26,"299,711",17,"62,562",14,"106,573",14,"97,329",28,"167,216",46,"6,281,919",43,"2,998,272",42,"2,940,497",27,"3,055,515",43,"228,132",29,"753,517",37,"404,101",45,"31,610",58,"271,267",17,"154,602",53,"229,099",56,"478,134",27,"2,782",14,"2,169",17,613
241347040,2447040,24,13,47,40,Saint-Joachim-de-Shefford,87,"7,180,604",10,"16,237",9,x,1,x,33,"450,021",24,"296,554",19,"153,467",83,"452,670",32,"200,509",79,"252,161",85,"582,306",85,"220,719",80,"361,587",39,"111,552",29,"61,607",8,"3,571",27,"46,374",22,"41,843",36,"28,522",68,"3,608,295",65,"2,730,604",63,"2,484,426",45,"567,201",64,"310,490",42,"109,858",64,"785,874",75,"43,416",79,"260,953",23,"48,386",82,"331,438",74,"351,076",33,"1,745",19,"1,535",17,210
241347050,2447050,24,13,47,50,Roxton Pond,82,"13,889,316",16,"35,465",15,x,1,x,34,"1,115,563",28,"839,043",11,"276,520",78,"625,890",27,"357,431",73,"268,459",77,"581,168",74,"223,645",68,"357,523",38,"309,998",30,"170,434",22,"76,336",20,"63,228",19,"63,028",29,"19,856",59,"9,099,263",52,"6,309,469",51,"5,605,789",33,"2,452,545",53,"337,249",25,"126,552",49,"644,765",72,"53,827",73,"289,796",26,"117,905",67,"449,242",69,"420,026",34,"2,737",25,"2,487",13,250
241347055,2447055,24,13,47,55,Sainte-CÇcile-de-Milton,74,"7,810,120",6,"5,950",6,"5,950",0,0,28,"876,094",20,"376,214",15,"499,880",71,"509,317",38,"291,977",66,"217,340",71,"533,048",71,"205,957",61,"327,091",43,"620,268",37,"293,083",35,"188,288",34,"138,897",32,"128,323",28,"191,725",52,"3,032,355",41,"2,146,269",36,"1,063,938",29,"700,650",45,"185,436",36,"250,787",51,"691,492",56,"46,885",69,"247,743",26,"95,278",61,"247,296",66,"461,882",28,"2,931",20,"1,554",15,"1,377"
241348000,2448000,24,13,48,0,Acton,514,"69,650,858",89,"391,757",87,x,2,x,229,"5,045,698",155,"3,214,206",133,"1,831,492",492,"3,560,401",268,"1,759,678",464,"1,800,723",488,"4,048,788",472,"1,487,481",459,"2,561,307",349,"4,537,946",317,"2,705,468",225,"616,214",271,"1,216,264",246,"998,658",170,"213,005",385,"34,497,602",372,"22,443,301",355,"18,733,179",243,"9,669,427",356,"2,384,874",320,"2,177,284",388,"6,007,718",450,"299,646",484,"1,829,780",142,"547,241",432,"2,243,440",459,"4,250,552",229,"14,888",130,"11,866",138,"3,022"
241348005,2448005,24,13,48,5,BÇthanie,34,"4,297,515",6,"13,790",6,"13,790",0,0,14,"386,506",11,"222,174",9,"164,332",34,"210,631",15,"83,692",34,"126,939",33,"189,385",33,"53,738",31,"135,647",22,"71,782",18,"47,478",9,"3,193",16,"21,111",15,"13,584",15,"11,748",29,"2,435,126",28,"1,632,601",25,"1,294,510",12,"627,601",27,"174,924",16,"98,437",29,"380,299",31,"15,728",33,"138,465",3,"13,504",30,"106,555",29,"225,559",14,853,10,764,8,89
241348015,2448015,24,13,48,15,Roxton,132,"13,698,643",16,"58,797",16,"58,797",0,0,44,"777,281",30,"395,107",24,"382,174",126,"774,709",48,"380,317",119,"394,392",128,"774,010",119,"276,762",116,"497,248",68,"383,993",59,"197,123",32,"47,049",46,"139,821",40,"115,127",40,"20,726",96,"7,893,199",92,"5,356,418",88,"5,021,162",71,"2,081,920",88,"454,861",68,"308,567",88,"1,087,873",112,"73,068",125,"393,305",28,"87,214",103,"421,879",115,"644,022",44,"2,199",25,"1,774",23,425
241348020,2448020,24,13,48,20,Sainte-Christine,59,"6,417,120",11,"23,931",11,"23,931",0,0,25,"557,022",21,"416,262",13,"140,760",56,"309,084",27,"133,042",53,"176,042",54,"467,925",52,"179,513",50,"288,412",40,"371,105",34,"231,385",27,"29,372",28,"110,348",25,"90,366",19,"34,853",40,"2,692,602",38,"1,993,575",37,"1,700,043",20,"480,338",36,"218,689",37,"179,374",44,"725,278",54,"41,616",58,"210,244",17,"43,178",48,"282,490",51,"478,418",25,"1,684",16,"1,181",17,503
241348030,2448030,24,13,48,30,Saint-AndrÇ-d'Acton,63,"6,843,802",11,"83,785",11,"83,785",0,0,24,"281,477",12,"126,693",15,"154,784",58,"380,760",29,"192,308",57,"188,452",61,"499,087",60,"181,690",58,"317,397",39,"533,948",36,"326,205",24,"57,933",32,"149,810",29,"102,969",17,"17,081",49,"3,048,548",48,"1,589,643",47,"1,515,311",34,"1,186,857",43,"272,048",39,"223,816",47,"936,146",50,"26,803",58,"163,858",10,"36,197",53,"227,055",56,"385,241",24,"1,106",13,828,14,278
241348040,2448040,24,13,48,40,Saint-êphrem-d'Upton,81,"11,601,240",14,"28,084",13,x,1,x,50,"1,058,069",36,"911,017",33,"147,052",80,"599,051",55,"230,811",74,"368,240",79,"815,646",78,"287,169",78,"528,477",68,"1,216,097",63,"783,934",53,"157,091",56,"275,072",51,"226,084",31,"17,166",65,"4,228,260",64,"2,475,348",60,"2,029,032",41,"1,235,126",62,"517,786",59,"635,404",70,"1,202,701",74,"44,314",78,"335,678",26,"98,161",72,"385,121",74,"937,488",50,"3,176",27,"2,706",33,470
241348045,2448045,24,13,48,45,Saint-ThÇodore-d'Acton,68,"10,307,472",12,"82,723",11,x,1,x,37,"1,018,033",25,"590,922",19,"427,111",63,"513,338",39,"260,228",60,"253,110",65,"652,078",62,"236,964",62,"415,114",50,"985,041",47,"567,861",35,"146,727",40,"270,453",40,"255,670",27,"85,538",55,"4,101,079",52,"2,991,342",50,"2,618,221",31,"821,044",49,"288,693",44,"380,451",52,"807,905",59,"41,993",61,"293,307",22,"116,217",58,"337,180",61,"892,589",37,"3,256",17,"2,451",24,805
241348050,2448050,24,13,48,50,Saint-Nazaire-d'Acton,77,"16,485,066",19,"100,647",19,"100,647",0,0,35,"967,310",20,"552,031",20,"415,279",75,"772,828",55,"479,280",67,"293,548",68,"650,657",68,"271,645",64,"379,012",62,"975,980",60,"551,482",45,"174,849",53,"249,649",46,"194,857",21,"25,893",51,"10,098,788",50,"6,404,374",48,"4,554,900",34,"3,236,541",51,"457,873",57,"351,235",58,"867,516",70,"56,124",71,"294,923",36,"152,770",68,"483,160",73,"687,235",35,"2,614",22,"2,162",19,452
241353000,2453000,24,13,53,0,Le Bas-Richelieu,381,"39,134,850",127,"1,413,986",124,"1,377,740",7,"36,246",166,"3,354,951",101,"1,872,989",110,"1,481,962",363,"2,578,638",225,"1,477,383",334,"1,101,255",361,"3,745,734",351,"1,454,162",340,"2,291,572",315,"8,602,356",279,"4,838,026",234,"1,350,086",272,"2,414,244",258,"2,064,180",139,"154,741",238,"7,671,468",223,"4,705,539",214,"4,174,662",143,"2,141,846",218,"824,083",239,"1,905,102",249,"3,876,840",314,"233,567",336,"996,459",108,"594,812",314,"1,305,855",337,"2,700,341",166,"8,693",80,"5,825",113,"2,868"
241353005,2453005,24,13,53,5,Saint-David,66,"7,495,323",20,"259,131",20,"259,131",0,0,31,"625,190",17,"286,009",24,"339,181",63,"492,958",38,"272,438",60,"220,520",65,"753,305",65,"308,759",65,"444,546",56,"1,650,124",52,"1,007,082",47,"233,697",49,"409,345",46,"389,268",27,"36,619",41,"1,380,692",39,"890,577",37,"782,297",21,"345,471",39,"144,644",44,"323,275",48,"687,814",60,"40,720",63,"180,336",28,"173,630",57,"216,681",57,"674,848",31,"1,535",12,847,25,688
241353015,2453015,24,13,53,15,Saint-AimÇ,63,"7,716,809",17,"89,354",17,"89,354",0,0,28,"494,830",20,"346,040",16,"148,790",62,"477,725",49,"271,495",58,"206,230",62,"749,664",61,"261,251",60,"488,413",54,"1,358,540",51,"775,741",44,"211,679",50,"371,120",49,"326,450",27,"27,866",44,"2,508,654",43,"1,404,634",42,"1,268,114",29,"906,998",42,"197,022",44,"263,347",49,"680,288",59,"40,371",59,"212,475",23,"129,459",57,"253,142",58,"431,094",28,"1,163",16,862,17,301
241353020,2453020,24,13,53,20,Saint-Robert,54,"4,389,453",16,"138,490",16,"138,490",0,0,20,"350,726",12,"242,457",10,"108,269",51,"297,995",30,"159,501",48,"138,494",50,"367,017",49,"138,247",45,"228,770",45,"1,107,260",38,"589,608",33,"188,999",37,"328,653",33,"245,006",13,"10,649",25,"688,406",24,"500,132",24,"470,338",15,"120,165",23,"68,109",31,"327,171",33,"478,242",41,"24,014",43,"102,633",15,"58,167",40,"138,055",46,"300,628",20,"1,265",10,868,11,397
241353025,2453025,24,13,53,25,Sainte-Victoire-de-Sorel,39,"3,829,526",13,"31,060",13,"31,060",0,0,21,"426,852",12,"269,520",16,"157,332",38,"279,620",20,"150,433",34,"129,187",36,"406,629",33,"130,862",34,"275,767",27,"670,725",23,"351,120",20,"88,885",24,"230,720",22,"187,711",21,"32,753",29,"632,756",26,"456,512",24,"334,646",19,"84,135",27,"92,109",25,"271,598",25,"476,905",31,"23,796",36,"115,069",7,"30,390",35,"205,190",32,"226,183",21,994,12,731,12,263
241353032,2453032,24,13,53,32,Saint-Ours,42,"5,658,099",16,"96,156",15,x,1,x,17,"582,433",10,"270,618",14,"311,815",40,"305,663",31,"162,243",35,"143,420",40,"543,227",39,"173,302",39,"369,925",39,"1,282,935",36,"707,661",32,"205,882",34,"369,392",33,"322,782",12,"18,669",23,"952,642",22,"603,069",19,"547,582",16,"179,005",20,"170,568",31,"298,592",29,"822,668",35,"40,973",37,"130,343",13,"82,941",33,"169,881",39,"330,976",17,"1,132",8,830,13,302
241353040,2453040,24,13,53,40,Saint-Roch-de-Richelieu,19,"861,329",9,"25,120",9,x,2,x,7,"72,187",3,x,5,x,18,"60,834",10,"26,628",18,"34,206",17,"133,702",17,"48,417",16,"85,285",17,"236,650",13,"121,150",10,"34,398",15,"81,102",14,"62,764",4,x,5,"42,707",4,"27,301",4,x,2,x,5,x,8,"41,119",12,"52,239",16,"10,103",18,"36,713",6,x,13,"36,895",18,"67,040",7,366,3,290,5,76
241353057,2453057,24,13,53,57,Sorel,27,"1,928,190",10,"22,416",10,"22,416",0,0,8,"287,512",5,"212,084",5,"75,428",26,"140,935",15,"84,162",24,"56,773",24,"172,010",22,"80,970",22,"91,040",19,"433,792",14,"288,349",12,"43,530",17,"101,913",17,"100,099",11,"7,566",16,"262,780",15,"112,938",15,x,9,x,12,x,12,"58,311",12,"131,215",19,"12,540",19,"45,576",6,"29,567",21,"75,879",23,"248,091",8,752,6,574,4,178
241353080,2453080,24,13,53,80,Saint-Michel-d'Yamaska,41,"5,356,720",15,"632,260",14,x,1,x,18,"420,000",11,"138,926",12,"281,074",39,"362,743",23,"261,451",32,"101,292",38,"434,990",36,"241,718",33,"193,272",30,"1,491,500",27,"771,125",22,"290,227",24,"430,148",22,"339,475",12,"5,040",30,"825,280",25,"481,852",24,"446,766",19,"271,168",27,"72,260",25,"239,207",24,"355,498",30,"26,307",33,"109,928",7,"40,738",32,"118,591",36,"294,638",18,"1,016",8,543,14,473
241353085,2453085,24,13,53,85,Saint-GÇrard-Majella,30,"1,899,401",11,"119,999",10,x,3,x,16,"95,221",11,x,8,x,26,"160,165",9,"89,032",25,"71,133",29,"185,190",29,"70,636",26,"114,554",28,"370,830",25,"226,190",14,"52,789",22,"91,851",22,"90,626",12,x,25,"377,551",25,"228,524",25,"203,760",13,"111,463",23,"37,564",19,"82,482",17,"191,971",23,"14,743",28,"63,386",3,x,26,"91,541",28,"126,843",16,470,5,280,12,190
241354000,2454000,24,13,54,0,Les Maskoutains,"1,375","246,716,050",375,"3,395,252",363,"3,196,071",13,"199,181",668,"27,430,100",451,"10,425,354",423,"17,004,746","1,330","11,509,530",880,"6,502,279","1,238","5,007,251","1,300","15,918,314","1,282","6,095,251","1,245","9,823,063","1,079","30,322,823","1,009","16,299,915",923,"5,100,310",925,"8,922,598",891,"8,004,832",359,"1,695,319",742,"93,254,063",697,"61,986,552",670,"51,085,504",504,"26,545,670",665,"4,721,841",906,"8,825,831","1,061","19,663,331","1,227","1,124,250","1,276","5,409,684",596,"3,831,964","1,131","7,001,555","1,238","17,334,034",668,"56,278",374,"38,138",415,"18,140"
241354010,2454010,24,13,54,10,Saint-Pie,133,"17,287,605",35,"418,918",35,"418,918",0,0,45,"856,055",33,"597,346",22,"258,709",131,"975,271",96,"569,771",123,"405,500",125,"1,393,308",124,"586,655",119,"806,653",100,"3,104,268",95,"1,784,258",87,"636,283",85,"683,727",80,"626,888",18,"8,500",58,"5,633,821",53,"3,661,417",49,"2,967,061",39,"1,694,667",50,"277,737",92,"818,048",100,"1,990,415",120,"80,288",124,"384,735",68,"274,788",108,"446,059",118,"903,131",45,"2,295",25,"1,864",27,431
241354020,2454020,24,13,54,20,Saint-Damase,126,"29,956,905",38,"285,719",37,x,1,x,65,"7,972,602",44,"938,584",41,"7,034,018",123,"1,190,731",96,"675,622",117,"515,109",123,"1,577,917",122,"615,452",119,"962,465",117,"3,563,077",111,"1,763,780",107,"561,629",106,"1,237,668",105,"1,005,245",38,"379,467",30,"4,656,424",30,"2,786,139",29,"2,378,523",19,"1,660,572",25,"209,713",95,"960,244",107,"1,461,070",114,"167,414",117,"537,822",68,"333,252",95,"634,109",121,"6,237,057",65,"11,494",23,"9,038",50,"2,456"
241354030,2454030,24,13,54,30,Sainte-Marie-Madeleine,66,"9,348,456",16,"140,520",15,x,1,x,39,"1,055,982",21,"367,781",28,"688,201",66,"511,922",46,"266,148",64,"245,774",62,"794,271",62,"325,442",59,"468,829",60,"1,823,659",56,"893,070",55,"352,061",52,"578,528",50,"492,160",26,"187,954",24,"2,319,199",23,"1,225,717",22,"1,100,232",12,"981,687",21,"111,795",42,"344,791",51,"951,538",58,"63,579",65,"177,384",25,"215,984",51,"183,837",60,"577,836",39,"2,579",18,"1,766",25,813
241354035,2454035,24,13,54,35,La PrÇsentation,106,"18,653,979",35,"277,289",34,x,1,x,49,"1,136,276",34,"844,798",31,"291,478",106,"716,858",66,"339,953",98,"376,905",99,"1,018,988",95,"394,177",96,"624,811",87,"2,301,691",82,"1,232,619",82,"479,475",76,"589,597",76,"542,052",31,"30,474",57,"8,406,414",53,"5,835,538",52,"4,975,938",32,"2,207,086",48,"363,790",77,"608,066",70,"1,562,160",93,"86,745",97,"405,208",44,"388,091",84,"536,416",99,"1,179,303",49,"3,213",31,"2,735",28,478
241354040,2454040,24,13,54,40,Saint-Thomas-d'Aquin,57,"8,572,251",16,"115,678",16,"115,678",0,0,27,"1,700,047",15,"528,743",22,"1,171,304",52,"345,738",33,"170,373",47,"175,365",52,"585,312",52,"217,783",50,"367,529",51,"1,764,647",48,"739,402",48,"215,675",45,"809,570",42,"737,558",13,x,19,"1,655,917",18,"1,100,708",18,"1,051,419",13,"464,110",15,"91,099",35,"265,161",40,"512,609",44,x,45,"170,427",22,"213,075",39,"277,583",42,"774,690",27,"2,748",12,"1,622",24,"1,126"
241354045,2454045,24,13,54,45,Saint-Hyacinthe,61,"13,247,927",19,"169,178",18,x,1,x,39,"2,498,066",22,"518,089",23,"1,979,977",59,"467,693",43,"269,801",56,"197,892",58,"776,055",58,"290,613",57,"485,442",55,"1,697,548",49,"882,654",46,"254,543",48,"560,351",47,"546,500",17,x,28,"3,855,621",28,"2,869,009",28,"2,575,032",17,"833,808",25,"152,804",46,"605,356",48,"985,340",51,x,55,"233,791",24,"163,881",53,"374,365",54,"989,898",39,"6,106",15,"1,321",30,"4,785"
241354060,2454060,24,13,54,60,Saint-Dominique,90,"17,299,109",17,"118,828",17,"118,828",0,0,46,"1,059,967",37,"717,077",24,"342,890",87,"792,230",44,"438,195",81,"354,035",85,"800,049",84,"280,547",84,"519,502",61,"1,174,623",56,"685,826",51,"183,569",51,"305,228",47,"243,756",23,"88,714",62,"9,897,942",58,"6,740,988",56,"4,874,500",42,"2,840,362",55,"316,592",45,"382,545",65,"1,070,342",82,"61,695",87,"403,315",37,"291,165",74,"484,571",79,"673,123",46,"2,665",32,"2,090",20,575
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,131,"23,129,128",31,"333,274",29,x,2,x,61,"1,610,393",40,"1,066,939",38,"543,454",129,"1,187,108",71,"685,648",121,"501,460",127,"1,393,006",124,"499,396",121,"893,610",93,"1,802,550",85,"1,084,968",72,"288,519",73,"429,063",68,"386,607",35,"18,667",93,"11,324,558",87,"8,270,904",81,"5,968,346",62,"2,291,567",88,"762,087",78,"637,978",105,"1,913,184",120,"79,100",126,"605,859",56,"307,472",122,"801,738",117,"1,114,241",61,"3,538",38,"3,107",28,431
241354072,2454072,24,13,54,72,Saint-Liboire,103,"14,737,572",24,"161,459",24,"161,459",0,0,43,"1,338,526",27,"702,796",28,"635,730",100,"692,118",51,"382,648",97,"309,470",95,"963,462",94,"370,590",87,"592,872",61,"1,260,128",54,"691,141",44,"179,964",49,"389,023",44,"326,551",28,"56,130",71,"5,911,876",67,"4,080,907",64,"2,955,577",44,"1,419,736",61,"411,233",64,"910,310",75,"1,343,021",87,"61,885",94,"371,542",40,"166,035",82,"496,392",88,"1,004,688",43,"3,329",25,"2,430",27,899
241354085,2454085,24,13,54,85,Sainte-Rosalie,61,"10,126,455",14,"185,326",14,"185,326",0,0,37,"1,255,104",24,"431,453",24,"823,651",58,"546,127",44,"378,397",53,"167,730",59,"640,636",58,"248,015",57,"392,621",44,"1,194,306",42,"688,097",37,"160,613",39,"345,596",39,"331,097",12,"50,959",30,"3,987,773",30,"2,857,293",29,"2,198,025",21,"916,193",28,"214,287",32,"260,204",47,"1,039,728",55,"36,897",56,"227,027",29,"102,294",49,"263,990",57,"336,084",37,"2,413",25,"1,710",20,703
241354090,2454090,24,13,54,90,Saint-Simon,57,"10,944,693",18,"103,995",16,x,2,x,27,"1,194,577",19,"649,980",20,"544,597",53,"659,987",37,"468,348",49,"191,639",54,"700,098",52,"265,993",51,"434,105",44,"1,013,888",41,"540,084",34,"155,071",38,"318,733",35,"300,986",15,"26,657",39,"4,732,939",34,"2,670,042",31,"2,352,287",28,"1,654,163",38,"408,734",38,"261,421",41,"941,476",50,"47,545",53,"313,262",18,"98,593",50,"424,815",53,"425,440",27,"2,936",19,"1,854",15,"1,082"
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,80,"19,573,726",24,"180,974",23,x,1,x,45,"1,544,464",32,"796,872",29,"747,592",78,"781,090",52,"421,707",69,"359,383",77,"993,846",74,"443,270",76,"550,576",55,"1,380,183",52,"821,051",41,"201,667",42,"357,465",41,"336,734",23,"43,423",69,"10,981,802",64,"7,026,825",63,"6,220,537",53,"3,475,729",65,"479,248",47,"645,368",63,"1,345,931",76,"64,761",79,"399,269",39,"190,649",72,"543,036",70,"478,930",45,"3,886",35,"3,465",23,421
241354100,2454100,24,13,54,100,Saint-Hugues,88,"14,790,526",20,"216,433",19,x,1,x,40,"935,846",26,"545,596",28,"390,250",83,"833,904",55,"532,375",77,"301,529",82,"921,824",81,"353,371",79,"568,453",65,"1,651,159",64,"829,054",60,"329,948",56,"492,157",56,"454,653",21,"38,203",55,"6,668,138",52,"4,025,241",50,"3,615,431",47,"2,372,387",48,"270,510",67,"456,501",72,"1,301,199",79,"73,035",80,"318,129",38,"210,202",76,"472,977",85,"692,976",40,"2,039",21,"1,518",26,521
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,58,"13,871,850",14,"117,294",14,x,1,x,29,"800,297",23,"500,587",18,"299,710",56,"522,396",47,"187,505",54,"334,891",55,"802,564",55,"280,565",54,"521,999",55,"1,902,859",54,"1,055,001",49,"324,933",50,"522,925",48,"446,118",18,"36,951",31,"6,378,072",30,"4,587,022",29,"4,014,084",23,"1,502,382",29,"288,668",43,"414,336",52,"1,030,703",57,"48,989",56,"315,083",36,"322,052",47,"328,286",52,"851,968",29,"1,541",14,795,21,746
241354110,2454110,24,13,54,110,Saint-Jude,51,"9,358,873",17,"189,297",17,"189,297",0,0,24,"1,149,643",15,"341,005",15,"808,638",46,"416,475",28,"190,523",43,"225,952",46,"895,799",46,"350,742",45,"545,057",41,"1,026,780",38,"579,342",36,"178,335",37,"269,103",37,"245,663",12,"32,820",36,"3,551,104",34,"2,426,325",33,"2,114,548",26,"995,115",34,"129,664",29,"432,618",43,"617,349",46,"47,453",46,"202,217",15,"203,836",41,"198,651",45,"394,831",24,"2,235",13,890,17,"1,345"
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,33,"5,798,123",14,"258,410",12,x,2,x,14,"464,583",11,"287,258",7,"177,325",32,"279,585",24,"183,067",27,"96,518",31,"482,788",31,"175,994",29,"306,794",31,"1,379,447",30,"824,399",26,"219,897",22,"335,151",22,"328,877",8,x,11,"1,379,521",10,"921,927",10,"904,863",4,x,9,x,24,"266,072",25,"447,391",29,x,30,"110,179",9,"110,577",27,"246,292",30,"171,885",14,822,7,590,8,232
241354120,2454120,24,13,54,120,Saint-Louis,34,"4,362,970",12,"77,664",12,"77,664",0,0,14,"275,398",11,"237,875",7,"37,523",33,"273,340",17,"140,378",32,"132,962",32,"398,244",32,"148,968",30,"249,276",25,"831,273",23,"478,603",19,"105,357",25,"247,313",24,"216,106",13,"14,670",15,"1,329,884",14,"587,559",14,"538,580",12,"645,688",14,"96,637",23,"170,724",25,"417,527",29,"18,290",32,"94,530",12,"92,697",29,"127,069",31,"241,660",14,901,10,758,7,143
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,40,"5,655,902",11,"44,996",11,"44,996",0,0,24,"582,274",17,"352,575",18,"229,699",38,"316,957",30,"201,820",30,"115,137",38,"780,147",38,"247,678",32,"532,469",34,"1,450,737",29,"726,566",29,"272,771",31,"451,400",30,"437,280",8,"5,134",14,"583,058",12,"312,991",12,"280,522",10,x,12,x,29,"386,088",32,"732,348",37,"39,275",34,"139,905",16,"147,321",32,"161,369",37,"286,293",24,"1,538",11,585,19,953
241355000,2455000,24,13,55,0,Rouville,697,"232,518,269",192,"1,793,605",178,"1,693,528",16,"100,077",386,"18,530,118",215,"4,619,370",264,"13,910,748",671,"9,691,284",399,"6,796,507",624,"2,894,777",658,"7,478,538",644,"2,663,542",610,"4,814,996",569,"14,038,518",480,"5,783,686",482,"2,827,227",444,"5,427,605",405,"2,919,784",238,"1,454,884",362,"134,739,151",340,"76,073,579",320,"73,058,908",217,"52,046,333",310,"6,619,239",392,"14,709,008",477,"12,330,467",602,"615,885",643,"3,564,964",199,"1,639,409",554,"4,543,564",621,"7,388,874",386,"40,395",217,"31,700",257,"8,695"
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,123,"118,891,599",31,"625,347",29,x,3,x,76,"4,794,350",39,"1,094,293",54,"3,700,057",117,"4,878,678",66,"3,856,789",110,"1,021,889",113,"2,013,717",111,"665,300",108,"1,348,417",87,"1,421,995",77,"777,268",70,"259,588",63,"385,139",61,"349,531",36,x,96,"83,948,596",91,"45,092,256",85,"43,608,555",64,"34,893,282",83,"3,963,058",78,x,85,"4,952,473",110,x,113,"1,107,615",42,x,102,"976,058",108,"1,732,892",76,"9,184",57,"8,099",37,"1,085"
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,124,"60,068,822",21,"257,552",19,x,2,x,59,"6,816,892",27,"641,659",46,"6,175,233",116,"1,910,642",57,"1,436,842",109,"473,800",117,"963,893",115,"329,227",106,"634,666",90,"3,779,606",73,"855,685",81,"514,833",65,"2,409,088",51,"242,020",33,"258,123",46,"37,671,291",43,x,41,"22,303,044",23,x,40,x,48,"355,613",73,"2,296,456",98,"115,008",114,"1,079,519",27,"873,844",88,"1,980,588",104,"1,709,795",59,"15,017",27,"13,717",43,"1,300"
241355025,2455025,24,13,55,25,Saint-CÇsaire,106,"16,199,622",36,"318,176",35,x,1,x,58,"1,507,679",40,"843,023",30,"664,656",105,"732,840",64,"332,856",100,"399,984",96,"1,299,375",95,"483,796",92,"815,579",94,"2,689,229",87,"1,487,278",79,"473,122",77,"728,829",73,"700,319",29,"113,962",64,"5,322,980",62,"3,548,577",59,"3,050,636",44,"1,400,735",58,"373,668",69,"625,575",73,"1,471,378",100,"86,269",104,"372,258",48,"176,905",88,"479,214",99,"1,003,782",58,"3,916",36,"3,213",32,703
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,44,"4,764,436",19,"76,056",18,x,2,x,21,"331,583",17,"278,688",7,"52,895",42,"217,251",26,"118,347",36,"98,904",39,"305,040",39,"108,791",34,"196,249",34,"489,105",27,"260,263",25,"108,814",27,"120,028",27,"87,660",17,x,27,"1,814,898",26,"1,195,380",25,"924,685",19,"494,236",23,"125,282",27,x,30,"426,711",36,"33,147",41,"137,615",9,"23,610",33,"177,812",39,"405,166",21,"1,238",12,x,11,x
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,96,"9,660,115",12,"73,633",11,x,1,x,67,"2,659,078",31,"710,752",58,"1,948,326",94,"739,218",57,"413,830",88,"325,388",95,"929,147",91,"384,263",88,"544,884",90,"1,626,549",75,"455,382",87,"763,413",64,"407,754",55,"275,661",48,"790,106",16,"111,468",14,"71,557",11,"50,985",4,"13,200",10,"26,711",53,"307,589",72,"826,871",83,"86,310",86,"297,776",15,"77,967",72,"278,129",89,"856,274",67,"5,118",33,"2,076",56,"3,042"
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,47,"6,801,207",20,"244,238",19,x,1,x,31,"601,905",20,"396,013",19,"205,892",46,"357,709",36,"186,227",42,"171,482",47,"519,154",47,"191,108",45,"328,046",43,"1,353,597",37,"702,713",38,"247,250",41,"403,634",39,"398,799",16,x,35,"1,434,411",33,"806,793",32,"681,477",22,"364,510",31,"263,108",33,x,39,"892,088",42,"34,880",41,"168,126",17,"91,779",38,"200,579",42,"489,118",31,"1,734",18,"1,310",20,424
