AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14
350139026,3539026,35,1,39,26,North Dorchester,234,20,53,59,25,20,34,12,4,5,2,0,0,0,0
350139031,3539031,35,1,39,31,West Nissouri,256,14,65,59,35,24,38,10,2,6,2,1,0,0,0
350139034,3539034,35,1,39,34,London,318,11,70,89,31,28,38,21,12,9,6,0,2,0,1
350139036,3539036,35,1,39,36,London,207,29,74,38,19,10,18,6,8,4,0,0,1,0,0
350139039,3539039,35,1,39,39,Lobo,229,11,67,64,17,13,31,15,3,5,3,0,0,0,0
350139042,3539042,35,1,39,42,East Williams,120,3,17,23,10,14,30,10,4,6,1,1,1,0,0
350139046,3539046,35,1,39,46,Adelaide,188,14,35,43,15,25,32,9,10,4,1,0,0,0,0
350139049,3539049,35,1,39,49,West Williams,124,5,25,26,15,14,19,9,5,3,2,0,1,0,0
350139054,3539054,35,1,39,54,McGillivray,236,5,33,55,30,34,41,10,16,5,4,0,1,1,1
350139058,3539058,35,1,39,58,Biddulph,184,10,45,47,19,13,25,12,7,5,0,1,0,0,0
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305","1,110","4,058","5,926","2,574","2,530","2,914","1,038",507,373,162,73,16,8,16
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,61,243,139,41,55,76,28,14,24,4,3,0,1,0
350221005,3521005,35,2,21,5,Mississauga,61,19,9,14,4,6,6,1,0,2,0,0,0,0,0
350221010,3521010,35,2,21,10,Brampton,138,20,48,19,7,8,20,8,1,7,0,0,0,0,0
350221024,3521024,35,2,21,24,Caledon,490,22,186,106,30,41,50,19,13,15,4,3,0,1,0
350222000,3522000,35,2,22,0,Dufferin County,"1,039",35,223,296,100,129,133,62,26,25,3,4,1,1,1
350222001,3522001,35,2,22,1,East Garafraxa,127,4,19,33,14,21,17,9,3,3,0,3,0,1,0
350222008,3522008,35,2,22,8,Amaranth,219,3,42,83,16,26,25,12,7,4,0,1,0,0,0
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,3,15,29,14,21,19,8,4,2,0,0,0,0,0
350222012,3522012,35,2,22,12,Mono,218,11,80,62,16,16,18,6,3,5,1,0,0,0,0
350222016,3522016,35,2,22,16,Mulmur,165,8,39,47,15,20,18,11,2,4,0,0,0,0,1
350222019,3522019,35,2,22,19,Melancthon,195,6,28,42,25,25,36,16,7,7,2,0,1,0,0
350223000,3523000,35,2,23,0,Wellington County,"2,810",141,594,885,347,326,315,92,45,31,17,11,3,1,2
350223001,3523001,35,2,23,1,Puslinch,179,12,66,51,12,12,16,3,3,4,0,0,0,0,0
350223006,3523006,35,2,23,6,Guelph,116,10,28,29,16,8,11,3,4,4,1,1,0,1,0
350223011,3523011,35,2,23,11,Eramosa,211,12,62,65,31,15,14,3,0,3,2,4,0,0,0
350223016,3523016,35,2,23,16,Erin,276,15,93,84,22,17,25,15,1,2,1,0,1,0,0
350223021,3523021,35,2,23,21,West Garafraxa,185,7,47,57,16,14,23,8,6,3,3,0,0,0,1
350223024,3523024,35,2,23,24,Nichol,131,6,25,43,10,12,22,6,5,1,0,1,0,0,0
350223029,3523029,35,2,23,29,Pilkington,141,7,36,37,22,17,13,2,1,2,2,1,0,0,1
350223032,3523032,35,2,23,32,Peel,492,34,71,184,70,62,50,12,5,3,1,0,0,0,0
350223036,3523036,35,2,23,36,Maryborough,304,14,48,101,36,42,39,13,5,2,2,1,1,0,0
350223041,3523041,35,2,23,41,Minto,313,16,53,97,38,45,39,9,4,4,4,3,1,0,0
350223048,3523048,35,2,23,48,Arthur,308,7,42,93,50,53,45,14,2,1,1,0,0,0,0
350223054,3523054,35,2,23,54,West Luther,154,1,23,44,24,29,18,4,9,2,0,0,0,0,0
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,82,295,148,44,53,42,20,9,13,10,3,0,0,1
350224001,3524001,35,2,24,1,Oakville,42,11,15,3,1,4,1,0,3,1,2,1,0,0,0
350224002,3524002,35,2,24,2,Burlington,113,22,48,15,9,5,7,4,0,2,1,0,0,0,0
350224009,3524009,35,2,24,9,Milton,309,29,146,67,18,14,17,5,3,6,4,0,0,0,0
350224015,3524015,35,2,24,15,Halton Hills,256,20,86,63,16,30,17,11,3,4,3,2,0,0,1
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",125,319,578,213,144,133,30,18,15,10,2,3,0,0
350230004,3530004,35,2,30,4,North Dumfries,134,9,29,34,14,11,16,10,6,3,1,0,1,0,0
350230010,3530010,35,2,30,10,Cambridge,42,9,10,10,2,4,4,0,2,1,0,0,0,0,0
350230013,3530013,35,2,30,13,Kitchener,43,6,17,7,3,4,4,0,0,2,0,0,0,0,0
350230020,3530020,35,2,30,20,Wilmot,307,29,74,72,37,31,36,12,6,6,4,0,0,0,0
350230027,3530027,35,2,30,27,Wellesley,522,31,71,257,82,41,37,2,0,0,1,0,0,0,0
350230035,3530035,35,2,30,35,Woolwich,542,41,118,198,75,53,36,6,4,3,4,2,2,0,0
350231000,3531000,35,2,31,0,Perth County,"2,832",165,450,840,387,380,396,108,46,42,10,6,0,0,2
350231001,3531001,35,2,31,1,South Easthope,146,10,24,50,14,17,21,6,2,2,0,0,0,0,0
350231006,3531006,35,2,31,6,North Easthope,243,8,39,78,32,43,31,6,0,6,0,0,0,0,0
350231009,3531009,35,2,31,9,Downie,229,14,48,48,25,24,44,11,6,7,0,1,0,0,1
350231014,3531014,35,2,31,14,Blanshard,230,21,37,59,24,40,36,8,5,0,0,0,0,0,0
350231018,3531018,35,2,31,18,Fullarton,200,6,34,49,29,30,35,5,6,3,3,0,0,0,0
350231021,3531021,35,2,31,21,Hibbert,163,5,18,44,22,18,31,11,6,4,1,3,0,0,0
350231024,3531024,35,2,31,24,Logan,300,15,44,76,46,42,47,16,3,6,3,2,0,0,0
350231028,3531028,35,2,31,28,Ellice,311,31,48,78,45,48,42,10,5,2,2,0,0,0,0
350231032,3531032,35,2,31,32,Mornington,360,21,54,153,57,26,33,10,4,2,0,0,0,0,0
350231036,3531036,35,2,31,36,Elma,361,18,57,109,54,54,41,15,4,8,0,0,0,0,1
350231041,3531041,35,2,31,41,Wallace,289,16,47,96,39,38,35,10,5,2,1,0,0,0,0
350240000,3540000,35,2,40,0,Huron County,"3,150",191,452,751,400,412,511,203,111,62,31,13,3,2,8
350240001,3540001,35,2,40,1,Usborne,172,5,18,42,19,24,27,18,11,6,1,1,0,0,0
350240004,3540004,35,2,40,4,Stephen,213,16,35,40,28,29,30,15,7,8,2,0,0,1,2
350240009,3540009,35,2,40,9,Hay,165,15,23,45,16,16,23,10,6,4,3,2,0,0,2
350240016,3540016,35,2,40,16,Tuckersmith,173,15,32,30,27,15,32,9,5,3,3,1,0,1,0
350240019,3540019,35,2,40,19,Stanley,155,4,21,29,22,21,25,12,12,5,2,1,0,0,1
350240024,3540024,35,2,40,24,Goderich,200,18,35,49,25,20,33,10,5,3,2,0,0,0,0
350240031,3540031,35,2,40,31,Colborne,125,6,26,32,15,13,20,8,2,1,1,1,0,0,0
350240034,3540034,35,2,40,34,Hullett,238,18,46,50,36,29,40,8,6,3,0,0,0,0,2
350240038,3540038,35,2,40,38,McKillop,236,19,24,49,33,36,41,21,8,3,2,0,0,0,0
350240042,3540042,35,2,40,42,Grey,250,10,38,59,29,28,49,17,7,7,3,2,1,0,0
350240046,3540046,35,2,40,46,Howick,314,16,38,102,47,46,44,7,6,5,2,0,0,0,1
350240049,3540049,35,2,40,49,Turnberry,153,11,28,33,27,20,19,11,2,0,1,1,0,0,0
350240054,3540054,35,2,40,54,Morris,224,16,33,53,25,26,30,20,9,5,5,2,0,0,0
350240058,3540058,35,2,40,58,East Wawanosh,163,8,21,41,16,28,30,7,9,1,1,1,0,0,0
350240061,3540061,35,2,40,61,West Wawanosh,151,7,14,43,14,28,24,11,4,4,2,0,0,0,0
350240064,3540064,35,2,40,64,Ashfield,218,7,20,54,21,33,44,19,12,4,1,1,2,0,0
350241000,3541000,35,2,41,0,Bruce County,"2,568",66,330,660,331,343,440,189,93,69,34,10,1,1,1
350241001,3541001,35,2,41,1,Carrick,309,6,34,100,46,55,48,14,4,2,0,0,0,0,0
350241006,3541006,35,2,41,6,Culross,231,5,24,80,38,28,32,11,6,4,3,0,0,0,0
350241011,3541011,35,2,41,11,Kinloss,158,2,19,47,16,21,33,11,7,1,1,0,0,0,0
350241019,3541019,35,2,41,19,Huron,194,8,24,32,18,30,42,18,13,7,1,1,0,0,0
350241021,3541021,35,2,41,21,Kincardine,245,4,35,64,29,31,56,18,3,4,1,0,0,0,0
350241026,3541026,35,2,41,26,Bruce,159,4,18,46,18,22,21,13,11,2,1,2,0,0,1
350241031,3541031,35,2,41,31,Greenock,200,7,31,46,30,28,25,21,5,4,3,0,0,0,0
350241034,3541034,35,2,41,34,Brant,304,15,55,64,49,30,48,21,9,8,5,0,0,0,0
350241038,3541038,35,2,41,38,Elderslie,182,3,18,46,21,31,31,9,7,10,3,2,1,0,0
350241044,3541044,35,2,41,44,Saugeen,121,5,23,39,12,17,16,2,3,3,1,0,0,0,0
350241049,3541049,35,2,41,49,Arran,203,1,26,46,28,24,41,21,6,8,2,0,0,0,0
350241054,3541054,35,2,41,54,Amabel,106,1,11,29,16,12,21,8,3,3,2,0,0,0,0
350241059,3541059,35,2,41,59,Albemarle,56,2,4,7,5,2,9,10,8,4,3,2,0,0,0
350241062,3541062,35,2,41,62,Eastnor,71,2,5,9,3,9,14,10,6,6,5,2,0,0,0
350241066,3541066,35,2,41,66,Lindsay,29,1,3,5,2,3,3,2,2,3,3,1,0,1,0
350242000,3542000,35,2,42,0,Grey County,"3,134",98,474,912,418,419,510,170,83,32,12,4,2,0,0
350242001,3542001,35,2,42,1,Normanby,304,7,45,89,47,38,52,17,5,3,1,0,0,0,0
350242006,3542006,35,2,42,6,Egremont,292,7,39,86,52,36,45,14,9,2,0,1,1,0,0
350242009,3542009,35,2,42,9,Proton,206,4,18,65,30,32,40,10,6,0,0,0,1,0,0
350242014,3542014,35,2,42,14,Osprey,201,3,18,76,23,26,28,15,5,6,1,0,0,0,0
350242018,3542018,35,2,42,18,Artemesia,175,7,27,47,21,15,37,13,5,3,0,0,0,0,0
350242022,3542022,35,2,42,22,Glenelg,140,4,23,36,17,17,29,8,3,1,2,0,0,0,0
350242028,3542028,35,2,42,28,Bentinck,285,17,55,88,43,36,32,7,4,2,1,0,0,0,0
350242032,3542032,35,2,42,32,Sullivan,271,5,35,78,39,44,44,12,10,3,1,0,0,0,0
350242036,3542036,35,2,42,36,Holland,164,2,30,53,23,19,29,6,0,1,1,0,0,0,0
350242039,3542039,35,2,42,39,Euphrasia,192,5,24,46,26,32,32,16,8,3,0,0,0,0,0
350242042,3542042,35,2,42,42,Collingwood,189,12,45,54,20,18,29,6,2,2,1,0,0,0,0
350242048,3542048,35,2,42,48,St. Vincent,181,12,42,46,19,21,26,7,5,2,1,0,0,0,0
350242051,3542051,35,2,42,51,Sydenham,200,5,24,59,23,26,35,17,10,0,1,0,0,0,0
350242054,3542054,35,2,42,54,Derby,144,4,21,42,18,28,17,8,3,0,1,2,0,0,0
350242062,3542062,35,2,42,62,Keppel,190,4,28,47,17,31,35,14,8,4,1,1,0,0,0
350243000,3543000,35,2,43,0,Simcoe County,"2,773",146,678,717,293,269,358,136,62,60,31,17,3,2,1
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,13,57,63,22,21,27,12,3,7,3,1,1,1,0
350243005,3543005,35,2,43,5,Clearview,430,29,92,109,44,44,52,26,10,15,7,2,0,0,0
350243007,3543007,35,2,43,7,New Tecumseth,177,6,63,37,11,11,17,10,6,7,6,2,1,0,0
350243009,3543009,35,2,43,9,Springwater,339,18,70,75,45,34,65,19,6,2,2,2,1,0,0
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,20,73,42,8,19,19,7,8,3,1,1,0,1,0
350243015,3543015,35,2,43,15,Severn,187,6,42,44,32,17,32,12,0,1,1,0,0,0,0
350243017,3543017,35,2,43,17,Innisfil,180,6,52,50,23,15,15,4,3,3,3,5,0,0,1
350243019,3543019,35,2,43,19,Ramara,191,4,27,50,17,22,30,16,10,9,3,3,0,0,0
350243021,3543021,35,2,43,21,Essa,188,11,45,47,21,13,24,10,6,7,3,1,0,0,0
350243023,3543023,35,2,43,23,Oro-Medonte,389,10,89,131,41,43,50,13,6,5,1,0,0,0,0
350243068,3543068,35,2,43,68,Tiny,167,13,42,51,23,17,13,3,4,0,1,0,0,0,0
350243071,3543071,35,2,43,71,Tay,92,10,26,18,6,13,14,4,0,1,0,0,0,0,0
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,"10,400",636,"2,434","2,595","1,030","1,060","1,376",609,343,184,69,33,12,9,10
350312000,3512000,35,3,12,0,Hastings County,"1,353",65,198,330,139,148,252,116,62,28,9,4,0,2,0
350312001,3512001,35,3,12,1,Tyendinaga,181,2,14,56,17,20,40,13,11,5,2,0,0,1,0
350312006,3512006,35,3,12,6,Thurlow,150,5,29,33,12,21,34,13,3,0,0,0,0,0,0
350312011,3512011,35,3,12,11,Sidney,202,24,43,50,18,17,29,13,5,3,0,0,0,0,0
350312019,3512019,35,3,12,19,Rawdon,193,11,31,36,28,13,42,14,11,6,1,0,0,0,0
350312024,3512024,35,3,12,24,Huntingdon,122,5,15,34,15,13,22,10,3,3,2,0,0,0,0
350312028,3512028,35,3,12,28,Hungerford,153,3,18,39,16,18,22,14,12,7,2,2,0,0,0
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,0,2,11,1,1,3,2,1,1,0,0,0,1,0
350312036,3512036,35,3,12,36,Madoc,114,4,11,22,9,14,28,15,9,2,0,0,0,0,0
350312041,3512041,35,3,12,41,Marmora and Lake,62,3,12,13,6,11,7,7,2,1,0,0,0,0,0
350312064,3512064,35,3,12,64,Dungannon,18,1,6,3,3,1,1,1,1,0,0,1,0,0,0
350312068,3512068,35,3,12,68,Mayo,18,2,2,5,1,1,5,1,1,0,0,0,0,0,0
350312071,3512071,35,3,12,71,Carlow,28,2,3,7,1,2,7,5,0,0,1,0,0,0,0
350312074,3512074,35,3,12,74,Monteagle,35,0,2,8,5,10,6,4,0,0,0,0,0,0,0
350312078,3512078,35,3,12,78,Herschel,30,2,4,7,4,4,1,3,3,0,1,1,0,0,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,1,6,6,3,2,5,1,0,0,0,0,0,0,0
350313000,3513000,35,3,13,0,Prince Edward County,618,42,120,122,58,62,102,67,26,11,5,1,0,0,2
350313001,3513001,35,3,13,1,North Marysburgh,43,0,8,7,4,4,9,8,2,1,0,0,0,0,0
350313004,3513004,35,3,13,4,South Marysburgh,51,2,10,6,6,6,12,5,4,0,0,0,0,0,0
350313008,3513008,35,3,13,8,Athol,55,2,9,10,3,5,14,8,2,0,2,0,0,0,0
350313011,3513011,35,3,13,11,Hallowell,134,18,31,25,8,13,16,11,6,2,1,1,0,0,2
350313018,3513018,35,3,13,18,Sophiasburgh,109,3,12,25,15,18,18,9,4,4,1,0,0,0,0
350313022,3513022,35,3,13,22,Hillier,85,3,13,19,9,6,17,16,1,0,1,0,0,0,0
350313028,3513028,35,3,13,28,Ameliasburgh,141,14,37,30,13,10,16,10,7,4,0,0,0,0,0
350314000,3514000,35,3,14,0,Northumberland County,"1,366",73,314,322,155,136,198,84,46,24,7,4,1,1,1
350314001,3514001,35,3,14,1,Murray,152,10,55,30,10,7,23,9,4,3,1,0,0,0,0
350314006,3514006,35,3,14,6,Brighton,129,10,28,26,13,14,17,12,5,2,2,0,0,0,0
350314011,3514011,35,3,14,11,Cramahe,113,6,35,20,14,12,13,5,5,2,0,0,0,0,1
350314016,3514016,35,3,14,16,Haldimand,186,14,47,43,18,16,25,8,9,4,0,2,0,0,0
350314019,3514019,35,3,14,19,Hamilton,183,11,55,46,17,13,22,12,4,2,0,0,0,1,0
350314023,3514023,35,3,14,23,Hope,200,9,41,61,30,18,23,5,4,4,3,1,1,0,0
350314026,3514026,35,3,14,26,Alnwick,45,1,5,12,7,6,7,3,2,2,0,0,0,0,0
350314029,3514029,35,3,14,29,Percy,126,6,21,22,19,21,21,12,3,0,0,1,0,0,0
350314034,3514034,35,3,14,34,Seymour,232,6,27,62,27,29,47,18,10,5,1,0,0,0,0
350315000,3515000,35,3,15,0,Peterborough County,"1,369",61,221,414,150,175,198,79,42,21,6,2,0,0,0
350315001,3515001,35,3,15,1,Asphodel,155,4,25,41,15,25,26,13,3,2,1,0,0,0,0
350315006,3515006,35,3,15,6,Otonabee,242,9,40,79,24,32,34,12,7,3,1,1,0,0,0
350315007,3515007,35,3,15,7,South Monaghan,72,3,10,23,5,12,10,4,4,1,0,0,0,0,0
350315009,3515009,35,3,15,9,Cavan,203,10,39,55,31,25,30,8,1,3,1,0,0,0,0
350315011,3515011,35,3,15,11,North Monaghan,36,4,8,12,5,3,3,1,0,0,0,0,0,0,0
350315016,3515016,35,3,15,16,Ennismore,64,3,9,19,9,9,11,3,0,1,0,0,0,0,0
350315018,3515018,35,3,15,18,Smith,155,8,21,43,16,18,31,8,8,0,2,0,0,0,0
350315022,3515022,35,3,15,22,Douro,147,7,21,50,19,13,21,9,6,1,0,0,0,0,0
350315026,3515026,35,3,15,26,Dummer,134,3,20,48,12,15,18,10,3,5,0,0,0,0,0
350315031,3515031,35,3,15,31,Belmont and Methuen,84,3,19,28,8,6,10,1,5,3,1,0,0,0,0
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,4,4,8,2,7,2,3,2,0,0,1,0,0,0
350315042,3515042,35,3,15,42,Harvey,44,3,5,8,4,10,2,7,3,2,0,0,0,0,0
350316000,3516000,35,3,16,0,Victoria County,"1,710",66,271,522,197,213,225,85,60,36,19,5,5,4,2
350316001,3516001,35,3,16,1,Emily,231,2,40,83,25,25,42,6,3,3,0,0,1,1,0
350316006,3516006,35,3,16,6,Ops,221,10,41,68,24,34,25,7,6,4,0,2,0,0,0
350316008,3516008,35,3,16,8,Manvers,205,14,46,59,21,27,19,5,5,5,3,0,0,0,1
350316011,3516011,35,3,16,11,Mariposa,342,14,65,104,47,37,36,15,13,4,5,0,1,1,0
350316016,3516016,35,3,16,16,Eldon,171,4,16,58,20,23,22,12,9,5,1,0,1,0,0
350316021,3516021,35,3,16,21,Fenelon,197,6,22,78,22,20,28,9,6,3,1,2,0,0,0
350316026,3516026,35,3,16,26,Verulam,167,8,16,45,22,24,24,16,6,3,2,0,0,0,1
350316031,3516031,35,3,16,31,Somerville,68,3,11,12,9,8,10,5,4,4,1,1,0,0,0
350316034,3516034,35,3,16,34,Bexley,32,2,4,6,2,5,6,2,1,3,1,0,0,0,0
350316036,3516036,35,3,16,36,Carden,34,1,5,4,2,7,3,4,2,0,3,0,1,2,0
350316039,3516039,35,3,16,39,Dalton,17,1,3,2,2,0,2,1,4,1,0,0,1,0,0
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,1,2,3,1,3,8,3,1,1,2,0,0,0,0
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,001",121,659,489,179,163,198,86,53,27,14,8,1,1,2
350318001,3518001,35,3,18,1,Pickering,111,5,46,26,11,6,5,6,0,3,3,0,0,0,0
350318005,3518005,35,3,18,5,Ajax,28,4,9,7,1,2,0,1,0,3,0,1,0,0,0
350318009,3518009,35,3,18,9,Whitby,88,14,37,11,4,8,9,1,2,0,0,1,0,0,1
350318013,3518013,35,3,18,13,Oshawa,70,3,28,11,9,7,2,4,2,1,3,0,0,0,0
350318017,3518017,35,3,18,17,Clarington,529,39,181,122,47,39,47,24,17,5,5,3,0,0,0
350318020,3518020,35,3,18,20,Scugog,445,27,137,120,49,34,41,20,10,4,0,3,0,0,0
350318029,3518029,35,3,18,29,Uxbridge,363,13,133,97,25,27,39,8,12,6,2,0,1,0,0
350318039,3518039,35,3,18,39,Brock,367,16,88,95,33,40,55,22,10,5,1,0,0,1,1
350319000,3519000,35,3,19,0,York Regional Municipality,"1,211",139,515,223,84,59,84,36,26,21,8,8,4,1,3
350319028,3519028,35,3,19,28,Vaughan,139,20,58,21,6,11,8,2,7,4,0,1,1,0,0
350319036,3519036,35,3,19,36,Markham,107,16,33,11,11,9,13,4,3,2,1,1,2,0,1
350319038,3519038,35,3,19,38,Richmond Hill,34,9,7,5,6,1,4,1,0,0,1,0,0,0,0
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,201,26,106,34,3,4,12,6,2,4,2,1,0,0,1
350319046,3519046,35,3,19,46,Aurora,24,6,12,2,0,1,2,0,1,0,0,0,0,0,0
350319049,3519049,35,3,19,49,King,314,27,138,73,21,12,17,8,7,7,1,3,0,0,0
350319054,3519054,35,3,19,54,East Gwillimbury,209,18,85,45,23,8,14,8,2,2,2,1,0,1,0
350319070,3519070,35,3,19,70,Georgina,183,17,76,32,14,13,14,7,4,2,1,1,1,0,1
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,27,59,83,17,24,29,10,6,2,1,1,1,0,0
350344002,3544002,35,3,44,2,Gravenhurst,34,2,9,9,3,2,4,4,1,0,0,0,0,0,0
350344018,3544018,35,3,44,18,Bracebridge,53,11,16,13,3,1,5,1,2,0,1,0,0,0,0
350344027,3544027,35,3,44,27,Lake of Bays,18,1,7,3,0,3,2,0,0,0,0,1,1,0,0
350344042,3544042,35,3,44,42,Huntsville,78,8,18,30,6,8,6,1,0,1,0,0,0,0,0
350344053,3544053,35,3,44,53,Muskoka Lakes,77,5,9,28,5,10,12,4,3,1,0,0,0,0,0
350346000,3546000,35,3,46,0,Haliburton County,87,11,21,15,10,5,11,9,2,3,0,0,0,0,0
350346006,3546006,35,3,46,6,Monmouth,28,4,5,4,4,3,3,3,1,1,0,0,0,0,0
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",33,2,9,5,2,2,6,5,1,1,0,0,0,0,0
350346024,3546024,35,3,46,24,Dysart and Others,26,5,7,6,4,0,2,1,0,1,0,0,0,0,0
350349000,3549000,35,3,49,0,Parry Sound District,425,31,56,75,41,75,79,37,20,11,0,0,0,0,0
350349014,3549014,35,3,49,14,Perry,28,4,7,9,1,4,2,1,0,0,0,0,0,0,0
350349019,3549019,35,3,49,19,Armour,25,1,5,5,5,4,3,2,0,0,0,0,0,0,0
350349024,3549024,35,3,49,24,Ryerson,35,2,4,4,4,5,5,8,3,0,0,0,0,0,0
350349028,3549028,35,3,49,28,McKellar,30,1,5,3,4,6,8,2,1,0,0,0,0,0,0
350349031,3549031,35,3,49,31,McDougall,43,6,10,4,4,4,10,2,1,2,0,0,0,0,0
350349042,3549042,35,3,49,42,Chapman,26,0,3,4,3,6,5,3,1,1,0,0,0,0,0
350349046,3549046,35,3,49,46,Strong,46,4,6,13,4,5,12,2,0,0,0,0,0,0,0
350349054,3549054,35,3,49,54,Machar,20,2,4,7,2,2,2,1,0,0,0,0,0,0,0
350349059,3549059,35,3,49,59,South Himsworth,62,1,4,12,7,16,13,4,3,2,0,0,0,0,0
350349066,3549066,35,3,49,66,North Himsworth,17,3,2,4,1,4,1,2,0,0,0,0,0,0,0
350349071,3549071,35,3,49,71,Nipissing,36,2,3,5,2,10,6,2,4,2,0,0,0,0,0
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",57,5,3,5,4,9,12,8,7,4,0,0,0,0,0
350400000,3500000,35,4,0,0,Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,473",442,"1,651","2,239","1,099","1,260","1,993",945,432,265,112,20,11,2,2
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,113",87,331,433,227,269,465,179,61,38,16,3,3,1,0
350401001,3501001,35,4,1,1,Lancaster,168,10,27,29,17,20,35,18,5,4,3,0,0,0,0
350401006,3501006,35,4,1,6,Charlottenburgh,219,9,38,50,23,23,46,18,5,4,1,1,1,0,0
350401010,3501010,35,4,1,10,Cornwall,100,9,21,23,11,11,14,6,2,2,1,0,0,0,0
350401015,3501015,35,4,1,15,Osnabruck,141,3,22,38,20,15,25,13,5,0,0,0,0,0,0
350401017,3501017,35,4,1,17,Williamsburgh,133,9,19,29,14,17,24,12,5,0,2,1,1,0,0
350401022,3501022,35,4,1,22,Matilda,186,7,36,43,11,17,34,19,9,8,1,1,0,0,0
350401027,3501027,35,4,1,27,Mountain,222,10,55,44,20,25,47,11,4,3,2,0,1,0,0
350401031,3501031,35,4,1,31,Winchester,240,7,33,44,35,33,62,16,5,2,3,0,0,0,0
350401038,3501038,35,4,1,38,Finch,148,11,7,17,12,27,49,17,5,2,0,0,0,1,0
350401045,3501045,35,4,1,45,Roxborough,170,4,28,21,17,34,41,17,4,3,1,0,0,0,0
350401048,3501048,35,4,1,48,Kenyon,151,3,18,27,23,21,33,13,8,5,0,0,0,0,0
350401053,3501053,35,4,1,53,Lochiel,235,5,27,68,24,26,55,19,4,5,2,0,0,0,0
350402000,3502000,35,4,2,0,Prescott and Russell United Counties,"1,239",48,207,241,132,157,251,117,51,24,9,0,0,1,1
350402001,3502001,35,4,2,1,East Hawkesbury,164,2,16,26,19,33,42,17,7,1,1,0,0,0,0
350402006,3502006,35,4,2,6,West Hawkesbury,77,3,13,17,9,8,16,5,3,2,0,0,0,0,1
350402012,3502012,35,4,2,12,Caledonia,112,7,14,14,13,14,22,13,8,4,3,0,0,0,0
350402016,3502016,35,4,2,16,Longueuil,46,1,9,4,3,6,6,8,5,3,1,0,0,0,0
350402021,3502021,35,4,2,21,Alfred,114,2,18,26,11,5,28,14,7,2,0,0,0,1,0
350402026,3502026,35,4,2,26,South Plantagenet,135,11,13,24,12,26,30,10,5,4,0,0,0,0,0
350402031,3502031,35,4,2,31,North Plantagenet,111,6,16,27,12,12,16,15,4,1,2,0,0,0,0
350402037,3502037,35,4,2,37,Clarence,160,3,47,31,14,15,32,10,4,4,0,0,0,0,0
350402042,3502042,35,4,2,42,Cambridge,150,5,25,33,19,22,29,12,2,2,1,0,0,0,0
350402048,3502048,35,4,2,48,Russell,170,8,36,39,20,16,30,13,6,1,1,0,0,0,0
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,455",74,353,335,160,139,212,94,36,28,12,7,5,0,0
350406001,3506001,35,4,6,1,Osgoode,289,10,79,57,38,29,46,19,3,3,3,2,0,0,0
350406004,3506004,35,4,6,4,Cumberland,188,12,39,38,15,20,39,18,5,1,1,0,0,0,0
350406006,3506006,35,4,6,6,Gloucester,88,7,23,20,13,7,7,3,5,1,0,0,2,0,0
350406012,3506012,35,4,6,12,Nepean,70,6,16,7,10,5,8,5,1,5,5,0,2,0,0
350406018,3506018,35,4,6,18,Rideau,211,14,56,51,24,15,22,13,5,7,1,2,1,0,0
350406027,3506027,35,4,6,27,Goulbourn,164,5,37,52,14,22,18,6,5,5,0,0,0,0,0
350406030,3506030,35,4,6,30,Kanata,45,0,13,10,5,5,7,3,1,1,0,0,0,0,0
350406042,3506042,35,4,6,42,West Carleton,400,20,90,100,41,36,65,27,11,5,2,3,0,0,0
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,493",78,251,314,162,153,292,124,67,34,16,1,1,0,0
350407001,3507001,35,4,7,1,Edwardsburgh,158,9,31,44,18,14,29,7,2,2,2,0,0,0,0
350407006,3507006,35,4,7,6,Augusta,142,3,33,35,14,16,23,10,3,2,3,0,0,0,0
350407012,3507012,35,4,7,12,Elizabethtown,159,2,27,45,19,19,28,9,2,6,2,0,0,0,0
