AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
241367015,2467015,24,13,67,15,La Prairie,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367035,2467035,24,13,67,35,Saint-Constant,37,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367040,2467040,24,13,67,40,Saint-Isidore,58,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367045,2467045,24,13,67,45,Mercier,70,21,x,x,21,x,x,17,x,x,17,x,x,15,x,x,15,46,19,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,22,140,57,21,121,49,10,84,34,10,66,27,6,31,12,6,31,12,6,16,7,5,15,6,0,0,0,0,0,0,3,x,x,3,x,x,1,x,x,1,x,x
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,65,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
241368015,2468015,24,13,68,15,Hemmingford,110,6,13,5,6,13,5,1,x,x,1,x,x,1,x,x,1,x,x,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,71,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,97,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,80,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,61,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368045,2468045,24,13,68,45,Saint-êdouard,62,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368050,2468050,24,13,68,50,Saint-Michel,95,3,8,3,3,5,2,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368055,2468055,24,13,68,55,Saint-RÇmi,132,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,790,37,112,45,34,87,35,8,21,8,8,16,6,9,9,4,7,x,x,20,66,27,17,52,21,0,0,0,0,0,0,7,12,5,6,9,4,4,4,2,3,x,x
241369005,2469005,24,13,69,5,Havelock,63,9,12,5,8,8,3,2,x,x,2,x,x,1,x,x,0,0,0,3,3,1,2,x,x,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x
241369010,2469010,24,13,69,10,Franklin,101,14,49,20,13,39,16,0,0,0,0,0,0,1,x,x,1,x,x,12,45,18,11,35,14,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x
241369020,2469020,24,13,69,20,Saint-Jean-Chrysostome,78,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369030,2469030,24,13,69,30,Träs-Saint-Sacrement,84,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241369040,2469040,24,13,69,40,Saint-Malachie-d'Ormstown,103,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369045,2469045,24,13,69,45,Hinchinbrooke,94,4,12,5,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369050,2469050,24,13,69,50,Elgin,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369060,2469060,24,13,69,60,Godmanchester,86,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369065,2469065,24,13,69,65,Sainte-Barbe,25,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241369070,2469070,24,13,69,70,Saint-Anicet,82,4,20,8,4,11,5,3,x,x,3,7,3,3,2,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
241369075,2469075,24,13,69,75,Dundee,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370000,2470000,24,13,70,0,Beauharnois-Salaberry,395,9,87,35,8,66,27,7,59,24,7,46,19,6,x,x,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370015,2470015,24,13,70,15,Saint-Paul-de-ChÉteauguay,126,3,25,10,3,x,x,3,x,x,3,18,7,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370025,2470025,24,13,70,25,Beauharnois,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370030,2470030,24,13,70,30,Saint-êtienne-de-Beauharnois,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370035,2470035,24,13,70,35,Saint-Louis-de-Gonzague,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370040,2470040,24,13,70,40,Saint-Stanislas-de-Kostka,62,3,12,5,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241370055,2470055,24,13,70,55,Saint-TimothÇe,67,3,49,20,3,41,17,3,x,x,3,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371000,2471000,24,13,71,0,Vaudreuil-Soulanges,620,17,61,25,16,52,21,11,30,12,11,27,11,12,20,8,11,18,7,4,x,x,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,7,3,3,4,2
241371015,2471015,24,13,71,15,Saint-TÇlesphore,64,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371020,2471020,24,13,71,20,Saint-Polycarpe,88,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241371040,2471040,24,13,71,40,Coteau-du-Lac,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371045,2471045,24,13,71,45,Saint-Clet,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371050,2471050,24,13,71,50,Les Cädres,69,4,23,9,4,21,9,4,x,x,4,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
241371083,2471083,24,13,71,83,Vaudreuil-Dorion,93,5,10,4,5,8,3,2,x,x,2,x,x,3,6,3,3,6,3,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371110,2471110,24,13,71,110,Sainte-Marthe,76,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371115,2471115,24,13,71,115,Sainte-Justine-de-Newton,61,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371125,2471125,24,13,71,125,Träs-Saint-RÇdempteur,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241371133,2471133,24,13,71,133,Rigaud,67,4,20,8,4,15,6,3,6,3,3,5,2,4,7,3,4,5,2,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x
350000000,3500000,35,0,0,0,Ontario,"67,520","2,172","23,600","9,551","2,069","20,955","8,480",971,"5,507","2,229",922,"4,234","1,714",789,"1,470",595,742,"1,250",506,172,639,259,150,582,236,12,100,40,9,72,29,772,"15,725","6,364",739,"14,700","5,949",181,159,64,135,116,47
350100000,3500000,35,1,0,0,Southern Ontario Region - RÇgion du Sud de l'Ontario,"22,427","1,227","18,381","7,439","1,178","16,776","6,789",342,"2,016",816,328,"1,536",621,274,371,150,254,317,128,91,297,120,79,262,106,4,5,2,1,x,x,736,"15,628","6,325",710,"14,615","5,915",66,65,26,52,x,x
350125000,3525000,35,1,25,0,Hamilton-Wentworth Regional Municipality,"1,228",94,"1,135",459,92,"1,095",443,36,222,90,35,194,79,26,56,23,25,55,22,1,x,x,1,x,x,1,x,x,0,0,0,49,842,341,48,836,338,8,x,x,7,x,x
350125003,3525003,35,1,25,3,Stoney Creek,139,43,797,322,42,791,320,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,41,789,319,40,x,x,1,x,x,1,x,x
350125009,3525009,35,1,25,9,Glanbrook,171,5,49,20,5,38,15,5,x,x,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350125014,3525014,35,1,25,14,Ancaster,221,7,93,38,7,85,35,6,67,27,6,59,24,7,x,x,7,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
350125030,3525030,35,1,25,30,Flamborough,697,39,196,80,38,181,73,22,104,42,21,94,38,16,27,11,15,26,11,1,x,x,1,x,x,0,0,0,0,0,0,7,x,x,7,52,21,5,3,1,4,x,x
350126000,3526000,35,1,26,0,Niagara Regional Municipality,"2,672",720,"14,075","5,696",696,"13,022","5,270",76,292,118,73,224,90,79,78,32,74,62,25,21,x,x,19,20,8,1,x,x,0,0,0,607,"13,648","5,523",588,"12,694","5,137",25,28,11,21,22,9
350126003,3526003,35,1,26,3,Fort Erie,72,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350126011,3526011,35,1,26,11,Port Colborne,83,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350126014,3526014,35,1,26,14,Wainfleet,234,7,47,19,6,43,18,5,x,x,4,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350126021,3526021,35,1,26,21,West Lincoln,539,20,177,71,20,172,70,2,x,x,2,x,x,2,x,x,2,x,x,3,x,x,3,x,x,0,0,0,0,0,0,17,161,65,17,161,65,0,0,0,0,0,0
350126028,3526028,35,1,26,28,Pelham,255,51,420,170,50,404,164,15,39,16,15,31,13,17,14,6,17,14,6,5,x,x,5,5,2,0,0,0,0,0,0,27,358,145,26,x,x,3,x,x,3,x,x
350126032,3526032,35,1,26,32,Welland,20,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350126037,3526037,35,1,26,37,Thorold,68,16,360,146,16,322,130,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,14,x,x,14,x,x,0,0,0,0,0,0
350126043,3526043,35,1,26,43,Niagara Falls,94,11,111,45,10,109,44,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,9,109,44,8,x,x,0,0,0,0,0,0
350126047,3526047,35,1,26,47,Niagara-on-the-Lake,513,251,"5,739","2,323",238,"5,139","2,080",23,98,40,22,87,35,19,15,6,17,15,6,5,8,3,4,8,3,0,0,0,0,0,0,219,"5,612","2,271",207,"5,025","2,034",9,6,3,7,4,2
350126053,3526053,35,1,26,53,St. Catharines,129,56,"1,247",505,55,"1,184",479,6,46,19,6,17,7,8,x,x,8,x,x,0,0,0,0,0,0,0,0,0,0,0,0,45,"1,192",483,44,"1,159",469,2,x,x,2,x,x
350126057,3526057,35,1,26,57,Lincoln,524,250,"5,067","2,051",244,"4,761","1,927",18,59,24,17,49,20,19,30,12,18,21,8,3,x,x,3,3,1,1,x,x,0,0,0,223,"4,955","2,005",219,"4,675","1,892",10,17,7,8,13,5
350126065,3526065,35,1,26,65,Grimsby,141,53,885,358,53,872,353,0,0,0,0,0,0,4,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,52,883,357,52,870,352,1,x,x,1,x,x
350128000,3528000,35,1,28,0,Haldimand-Norfolk Regional Municipality,"2,985",112,"1,060",429,107,777,315,54,758,307,52,499,202,52,76,31,49,68,28,20,x,x,20,66,27,2,x,x,1,x,x,17,144,58,17,139,56,9,x,x,6,x,x
350128002,3528002,35,1,28,2,Dunnville,249,14,31,13,14,30,12,7,15,6,7,15,6,8,9,4,8,8,3,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x
350128015,3528015,35,1,28,15,Haldimand,583,9,x,x,9,x,x,3,x,x,3,x,x,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,124,50,4,124,50,0,0,0,0,0,0
350128033,3528033,35,1,28,33,Nanticoke,736,32,246,100,30,192,78,20,202,82,20,159,64,13,14,6,11,10,4,5,23,9,5,x,x,0,0,0,0,0,0,4,7,3,4,5,2,3,x,x,2,x,x
350128040,3528040,35,1,28,40,Simcoe,35,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350128049,3528049,35,1,28,49,Delhi,660,39,570,231,36,354,143,16,509,206,14,302,122,18,24,10,17,22,9,9,26,10,9,23,9,1,x,x,1,x,x,3,x,x,3,3,1,5,6,3,3,x,x
350128054,3528054,35,1,28,54,Norfolk,722,15,57,23,15,53,22,6,6,3,6,6,3,8,21,8,8,21,8,4,x,x,4,x,x,1,x,x,0,0,0,4,x,x,4,x,x,0,0,0,0,0,0
350129000,3529000,35,1,29,0,Brant County,984,28,148,60,26,121,49,14,45,18,14,44,18,14,30,12,13,19,8,10,25,10,6,15,6,0,0,0,0,0,0,3,41,17,3,41,17,5,6,3,4,1,0
350129001,3529001,35,1,29,1,Onondaga,115,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350129004,3529004,35,1,29,4,Brantford,242,6,x,x,5,x,x,1,x,x,1,x,x,3,6,3,3,6,3,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350129009,3529009,35,1,29,9,Oakland,55,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350129011,3529011,35,1,29,11,Burford,366,14,64,26,13,40,16,6,x,x,6,x,x,7,19,8,6,8,3,7,23,9,5,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0
350129016,3529016,35,1,29,16,South Dumfries,206,6,45,18,6,44,18,5,15,6,5,15,6,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,3,x,x,3,x,x
350132000,3532000,35,1,32,0,Oxford County,"2,342",35,160,65,33,128,52,25,125,51,23,96,39,15,19,8,13,18,7,6,x,x,5,9,4,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x
350132002,3532002,35,1,32,2,Norwich,591,9,68,28,9,52,21,7,60,24,7,43,18,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
350132012,3532012,35,1,32,12,South-West Oxford,415,8,x,x,8,17,7,5,14,6,5,9,4,6,8,3,6,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350132027,3532027,35,1,32,27,Zorra,592,8,23,9,7,21,8,5,13,5,4,x,x,3,3,1,2,x,x,3,7,3,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350132038,3532038,35,1,32,38,East Zorra-Tavistock,342,7,24,10,6,x,x,6,x,x,5,18,7,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350132045,3532045,35,1,32,45,Blandford-Blenheim,402,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350134000,3534000,35,1,34,0,Elgin County,"1,808",61,315,127,57,288,117,32,119,48,30,103,42,28,33,14,26,33,13,8,58,23,8,x,x,0,0,0,0,0,0,6,98,40,5,90,37,5,7,3,3,x,x
350134001,3534001,35,1,34,1,Bayham,248,15,49,20,14,49,20,8,25,10,7,25,10,5,3,1,5,3,1,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350134008,3534008,35,1,34,8,Malahide,315,16,69,28,16,53,21,12,51,20,12,37,15,8,x,x,8,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350134014,3534014,35,1,34,14,South Dorchester,145,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350134018,3534018,35,1,34,18,Yarmouth,251,8,66,27,8,57,23,3,26,11,3,24,10,5,x,x,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350134024,3534024,35,1,34,24,Southwold,282,3,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x
350134029,3534029,35,1,34,29,Dunwich,245,9,75,30,8,x,x,6,x,x,5,8,3,4,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0
350134040,3534040,35,1,34,40,Aldborough,322,8,39,16,7,39,16,1,x,x,1,x,x,3,2,0,3,2,0,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0
350136000,3536000,35,1,36,0,Kent County,"2,690",43,331,134,43,279,113,32,193,78,32,155,63,16,33,13,14,27,11,6,35,14,5,x,x,0,0,0,0,0,0,10,66,27,9,62,25,3,4,1,2,x,x
350136001,3536001,35,1,36,1,Romney,97,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350136006,3536006,35,1,36,6,Tilbury East,221,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350136011,3536011,35,1,36,11,Raleigh,308,7,116,47,7,85,34,6,71,29,6,45,18,4,18,7,4,13,5,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350136014,3536014,35,1,36,14,Harwich,469,15,118,48,15,112,45,9,61,25,9,60,24,6,x,x,5,5,2,1,x,x,1,x,x,0,0,0,0,0,0,6,45,18,6,x,x,1,x,x,0,0,0
350136021,3536021,35,1,36,21,Howard,264,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x
350136026,3536026,35,1,36,26,Orford,201,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350136031,3536031,35,1,36,31,Zone,98,4,34,14,4,33,13,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350136036,3536036,35,1,36,36,Camden,234,5,13,5,5,10,4,4,x,x,4,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350136041,3536041,35,1,36,41,Chatham,467,6,38,15,6,33,13,6,x,x,6,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350136048,3536048,35,1,36,48,Dover,331,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350137000,3537000,35,1,37,0,Essex County,"2,109",69,895,362,64,846,342,30,87,35,28,75,30,14,9,4,13,9,4,8,x,x,7,x,x,0,0,0,0,0,0,32,767,311,29,731,296,2,x,x,2,x,x
350137004,3537004,35,1,37,4,Mersea,444,11,26,10,10,23,9,4,x,x,4,10,4,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,5,12,5,4,x,x,0,0,0,0,0,0
350137009,3537009,35,1,37,9,Gosfield South,237,19,609,246,19,580,235,5,19,8,5,19,8,6,x,x,6,x,x,2,x,x,2,x,x,0,0,0,0,0,0,13,579,234,13,551,223,1,x,x,1,x,x
350137014,3537014,35,1,37,14,Gosfield North,198,11,30,12,10,24,10,8,23,9,7,18,7,5,3,1,4,3,1,2,x,x,1,x,x,0,0,0,0,0,0,3,3,1,3,x,x,1,x,x,1,x,x
350137018,3537018,35,1,37,18,Colchester North,133,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
350137021,3537021,35,1,37,21,Colchester South,173,11,143,58,10,139,56,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,5,120,48,4,116,47,0,0,0,0,0,0
350137026,3537026,35,1,37,26,Malden,92,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350137031,3537031,35,1,37,31,Anderdon,89,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350137034,3537034,35,1,37,34,LaSalle,68,6,12,5,6,9,4,3,9,4,3,6,2,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0
350137046,3537046,35,1,37,46,Sandwich South,105,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350137051,3537051,35,1,37,51,Maidstone,170,3,9,4,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350137058,3537058,35,1,37,58,Rochester,161,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350137062,3537062,35,1,37,62,Tilbury West,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350137066,3537066,35,1,37,66,Tilbury North,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138000,3538000,35,1,38,0,Lambton County,"2,622",27,65,26,26,55,22,19,41,17,18,34,14,10,5,2,9,4,2,5,5,2,4,x,x,0,0,0,0,0,0,8,12,5,7,11,5,3,x,x,1,x,x
350138001,3538001,35,1,38,1,Sombra,287,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138006,3538006,35,1,38,6,Dawn,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138009,3538009,35,1,38,9,Euphemia,115,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138012,3538012,35,1,38,12,Brooke,279,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138016,3538016,35,1,38,16,Enniskillen,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
