AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
350134040,3534040,35,1,34,40,Aldborough,322,40,"100,573",14,x,6,x,30,"65,970",0,0,4,44,4,62,14,"379,770","837,250",3,428,944,0,0,63,"2,835",31,83,45,"1,112",4,37,41,"1,075",36,362,27,658,43,620,22,"11,487",17,51,17,"1,323",22,"10,113",6,163,5,7,6,98,5,58,42,202,7,62,3,x,0,0,0,0,0,0,0,0,0,0,1,1,x
350136000,3536000,35,1,36,0,Kent County,"2,690",93,"569,513",29,"40,576",16,"138,436",76,"390,501",3,"38,672",20,x,54,"5,061",40,x,x,11,x,x,2,x,296,"17,114",89,135,142,"2,721",22,585,124,"2,136",149,"2,451",153,"7,433",178,"4,374",236,"188,352",136,"1,033",141,"20,814",234,"166,505",45,"1,605",35,60,41,849,37,696,150,841,36,272,25,"2,298",4,"35,560",0,0,1,x,5,84,4,10,7,12,263
350136001,3536001,35,1,36,1,Romney,97,2,x,2,x,0,0,1,x,0,0,0,0,0,0,3,461,"1,016",0,0,0,0,0,7,346,3,x,4,104,0,0,4,104,3,37,4,x,3,57,5,x,1,x,1,x,5,x,2,x,1,x,2,x,2,x,6,29,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0
350136006,3536006,35,1,36,6,Tilbury East,221,3,x,1,x,1,x,3,x,0,0,2,x,4,69,2,x,x,0,0,0,0,0,11,504,5,8,7,197,2,x,6,x,10,86,6,56,8,157,7,"1,306",3,4,4,94,7,"1,208",1,x,0,0,0,0,1,x,6,18,4,8,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
350136011,3536011,35,1,36,11,Raleigh,308,5,x,2,x,1,x,5,x,0,0,2,x,4,52,2,x,x,0,0,0,0,0,26,"1,669",6,7,6,79,0,0,6,79,9,77,18,753,12,753,12,"7,258",5,27,5,649,12,"6,582",5,138,3,3,3,93,4,42,16,165,5,52,0,0,0,0,0,0,0,0,0,0,2,x,0,1,x
350136014,3536014,35,1,36,14,Harwich,469,21,"14,331",5,x,2,x,15,"13,553",1,x,3,x,13,"2,671",7,"1,941","4,279",2,x,x,1,x,55,"4,450",19,24,31,568,4,62,28,506,24,241,31,"2,564",34,"1,053",57,"41,179",32,198,33,"4,894",57,"36,087",14,480,12,16,13,225,13,239,36,154,6,25,6,24,0,0,0,0,0,0,2,x,0,0,3,3,32
350136021,3536021,35,1,36,21,Howard,264,14,x,4,x,3,"96,630",12,x,0,0,3,33,9,719,6,x,x,5,577,"1,272",0,0,39,"1,898",13,25,20,398,5,126,17,272,18,216,19,"1,065",21,194,51,"27,639",27,121,28,"2,704",50,"24,814",8,453,7,17,8,247,7,189,20,75,6,78,5,x,0,0,0,0,1,x,2,x,2,x,1,2,x
350136026,3536026,35,1,36,26,Orford,201,18,"63,574",5,x,4,x,16,"46,319",0,0,5,x,8,314,7,x,x,2,x,x,1,x,41,"1,815",16,20,26,553,4,182,22,371,23,398,17,482,28,362,35,"57,979",24,413,25,"8,014",34,"49,552",4,99,3,x,4,58,1,x,16,51,4,20,3,14,0,0,0,0,0,0,1,x,0,0,1,0,0
350136031,3536031,35,1,36,31,Zone,98,3,280,2,x,0,0,3,x,0,0,0,0,2,x,2,x,x,0,0,0,0,0,16,648,7,9,7,153,1,x,6,x,13,232,9,137,9,117,6,"2,954",4,x,5,x,6,"2,708",1,x,1,x,1,x,1,x,8,50,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
350136036,3536036,35,1,36,36,Camden,234,9,"53,611",3,91,4,x,7,x,2,x,3,27,8,"1,133",5,975,"2,150",0,0,0,0,0,38,"1,928",8,15,14,176,2,x,12,x,16,589,17,582,25,566,35,"31,472",20,143,20,"2,381",35,"28,948",4,166,4,4,4,65,4,97,19,91,8,69,0,0,0,0,0,0,0,0,0,0,0,0,1,3,x
350136041,3536041,35,1,36,41,Chatham,467,13,"20,231",3,x,1,x,10,"18,201",0,0,0,0,5,84,4,"2,959","6,523",0,0,0,0,0,48,"3,403",10,18,18,375,2,x,16,x,23,462,25,"1,532",28,"1,016",27,"15,741",19,101,19,"1,621",27,"14,019",5,53,4,4,5,31,4,18,16,97,1,x,4,360,3,x,0,0,0,0,0,0,0,0,1,3,x
350136048,3536048,35,1,36,48,Dover,331,5,x,2,x,0,0,4,131,0,0,2,x,1,x,2,x,x,2,x,x,0,0,15,453,2,x,9,118,2,x,7,x,10,113,7,x,10,99,1,x,1,x,1,x,1,x,1,x,0,0,1,x,0,0,7,111,1,x,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
350137000,3537000,35,1,37,0,Essex County,"2,109",85,"307,089",38,"90,371",17,x,64,x,1,x,14,"81,093",39,"3,775",29,x,x,11,"1,370,488","3,021,409",1,x,151,"5,958",42,62,91,"1,982",35,"1,256",56,726,84,"1,642",57,702,104,"1,570",53,"27,389",33,141,33,"2,636",48,"24,612",24,"1,721",13,27,22,854,20,840,130,696,32,292,24,"3,761",2,x,0,0,1,x,5,x,0,0,5,27,"1,753"
350137004,3537004,35,1,37,4,Mersea,444,11,x,5,x,3,x,6,x,1,x,1,x,6,114,5,x,x,0,0,0,1,x,17,308,2,x,7,60,2,x,5,x,4,20,4,x,10,213,10,"4,607",9,34,9,496,10,"4,077",4,312,4,7,4,162,4,143,8,23,4,x,1,x,2,x,0,0,0,0,0,0,0,0,2,8,43
350137009,3537009,35,1,37,9,Gosfield South,237,7,x,6,223,2,x,6,x,0,0,2,x,6,x,2,x,x,1,x,x,0,0,14,704,6,13,10,352,5,297,5,55,9,154,3,22,9,163,3,x,2,x,1,x,2,x,2,x,1,x,1,x,1,x,6,17,1,x,2,x,0,0,0,0,0,0,1,x,0,0,0,3,20
350137014,3537014,35,1,37,14,Gosfield North,198,10,x,2,x,1,x,8,x,0,0,3,x,3,x,3,x,x,2,x,x,0,0,19,508,4,5,14,189,4,108,10,81,13,105,8,71,16,138,5,"3,874",4,16,4,290,5,"3,568",1,x,1,x,1,x,1,x,11,33,3,11,1,x,0,0,0,0,0,0,1,x,0,0,0,1,x
350137018,3537018,35,1,37,18,Colchester North,133,6,x,3,x,1,x,4,128,0,0,1,x,5,800,3,x,x,2,x,x,0,0,18,666,6,11,11,299,4,131,7,168,9,99,7,57,12,200,3,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,18,114,5,33,5,x,0,0,0,0,1,x,2,x,0,0,1,1,x
350137021,3537021,35,1,37,21,Colchester South,173,4,x,1,x,1,x,4,x,0,0,0,0,4,102,1,x,x,0,0,0,0,0,14,521,3,3,10,198,5,135,5,63,10,105,6,100,11,115,3,x,1,x,1,x,3,x,1,x,1,x,1,x,1,x,18,131,1,x,0,0,0,0,0,0,0,0,1,x,0,0,1,3,x
350137026,3537026,35,1,37,26,Malden,92,7,"28,767",2,x,1,x,4,x,0,0,1,x,1,x,1,x,x,1,x,x,0,0,9,226,1,x,4,87,3,x,1,x,7,53,3,x,5,76,6,x,3,17,4,x,4,x,5,65,1,x,5,32,5,x,11,58,4,18,3,16,0,0,0,0,0,0,0,0,0,0,0,1,x
350137031,3537031,35,1,37,31,Anderdon,89,4,x,0,0,1,x,4,x,0,0,2,x,1,x,2,x,x,2,x,x,0,0,7,51,1,x,4,16,1,x,3,x,4,x,3,11,4,13,3,x,2,x,2,x,2,x,1,x,0,0,1,x,0,0,12,81,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350137034,3537034,35,1,37,34,LaSalle,68,5,270,3,x,1,x,3,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,3,28,1,x,3,x,1,x,2,x,2,x,1,x,2,x,1,x,0,0,0,0,1,x,3,7,0,0,2,x,2,x,6,49,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
350137046,3537046,35,1,37,46,Sandwich South,105,4,399,4,220,1,x,3,x,0,0,0,0,1,x,2,x,x,0,0,0,0,0,8,396,5,6,6,109,0,0,6,109,4,25,4,136,6,120,5,"6,379",4,33,4,675,5,"5,671",2,x,0,0,2,x,1,x,11,51,4,51,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0
350137051,3537051,35,1,37,51,Maidstone,170,12,x,6,x,3,162,10,809,0,0,1,x,3,12,4,x,x,2,x,x,0,0,15,815,4,9,8,383,6,x,2,x,10,150,3,17,12,256,3,168,2,x,2,x,3,x,2,x,2,x,2,x,2,x,14,67,5,62,4,x,0,0,0,0,0,0,0,0,0,0,0,1,x
350137058,3537058,35,1,37,58,Rochester,161,9,x,5,x,1,x,6,39,0,0,1,x,3,56,1,x,x,0,0,0,0,0,13,"1,284",5,5,8,136,1,x,7,x,7,869,6,156,8,118,4,x,1,x,1,x,4,x,2,x,2,x,2,x,2,x,7,31,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,4,x
350137062,3537062,35,1,37,62,Tilbury West,89,4,650,1,x,0,0,4,x,0,0,2,x,2,x,4,"1,375","3,031",0,0,0,0,0,7,279,3,4,5,130,3,x,2,x,4,42,5,29,5,74,6,"1,989",3,9,3,120,6,"1,860",0,0,0,0,0,0,0,0,4,25,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,1,x
350137066,3537066,35,1,37,66,Tilbury North,150,2,x,0,0,1,x,2,x,0,0,0,0,3,66,1,x,x,0,0,0,0,0,7,172,1,x,1,x,0,0,1,x,1,x,4,80,4,x,1,x,0,0,0,0,1,x,1,x,1,x,1,x,1,x,4,16,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,1,x
350138000,3538000,35,1,38,0,Lambton County,"2,622",181,"1,002,638",40,"241,612",27,"242,782",152,"518,244",3,"33,300",33,"217,152",83,"6,173",63,"2,736,315","6,032,542",26,"4,217,184","9,297,299",0,0,729,"48,844",346,515,529,"13,442",149,"5,385",406,"8,057",476,"9,451",336,"14,665",547,"10,771",292,"217,760",173,"1,235",177,"21,952",285,"194,573",94,"5,738",74,139,93,"3,126",78,"2,473",285,"1,655",65,"1,509",41,677,0,0,0,0,0,0,5,136,2,x,13,22,"2,948"
350138001,3538001,35,1,38,1,Sombra,287,16,923,6,x,2,x,13,541,0,0,3,23,10,244,6,"3,100","6,834",1,x,x,0,0,66,"5,109",29,43,49,758,10,188,41,570,40,"1,970",30,"1,719",49,619,16,"6,072",9,28,10,584,16,"5,460",11,393,9,12,10,201,9,180,28,119,8,138,5,24,0,0,0,0,0,0,0,0,1,x,1,3,x
350138006,3538006,35,1,38,6,Dawn,232,8,"1,377",5,x,2,x,7,917,0,0,1,x,10,129,10,"2,244","4,947",2,x,x,0,0,80,"3,753",44,55,58,"1,094",7,110,51,984,51,471,52,"1,148",60,985,30,"18,804",18,64,18,"1,473",30,"17,267",9,320,6,14,9,200,7,106,29,185,8,60,3,14,0,0,0,0,0,0,0,0,0,0,0,3,7
350138009,3538009,35,1,38,9,Euphemia,115,4,x,0,0,1,x,4,x,0,0,0,0,5,235,2,x,x,0,0,0,0,0,34,"2,554",16,21,26,625,2,x,24,x,26,366,22,"1,132",26,410,9,"7,805",5,17,5,305,9,"7,483",3,170,3,3,3,91,3,76,5,23,6,98,2,x,0,0,0,0,0,0,0,0,0,0,1,0,0
350138012,3538012,35,1,38,12,Brooke,279,12,"80,141",1,x,1,x,11,x,0,0,3,"26,200",5,306,6,x,x,5,x,x,0,0,76,"5,613",39,62,52,"1,542",13,513,43,"1,029",43,810,43,"1,978",54,"1,221",39,"27,825",23,176,23,"2,532",38,"25,117",10,263,8,8,10,132,7,123,32,207,3,11,3,5,0,0,0,0,0,0,1,x,0,0,1,2,x
350138016,3538016,35,1,38,16,Enniskillen,361,20,"139,697",6,471,6,x,17,x,1,x,5,39,13,726,6,"1,388","3,060",2,x,x,0,0,112,"6,725",71,93,90,"2,054",19,499,75,"1,555",66,840,46,"1,323",93,"2,415",23,"9,389",13,49,13,"1,001",22,"8,339",17,991,14,23,17,524,14,444,41,265,3,x,4,73,0,0,0,0,0,0,0,0,0,0,0,3,x
350138023,3538023,35,1,38,23,Moore,308,15,x,6,x,1,x,12,"10,549",0,0,6,x,12,551,8,x,x,6,x,x,0,0,80,"4,279",43,75,61,"1,664",10,549,52,"1,115",54,595,36,835,61,"1,110",8,"2,776",5,20,5,355,6,"2,401",12,"1,069",8,27,12,543,10,499,53,258,15,301,8,214,0,0,0,0,0,0,1,x,1,x,6,0,0
350138030,3538030,35,1,38,30,Sarnia,116,9,x,2,x,0,0,7,x,0,0,3,92,5,x,1,x,x,1,x,x,0,0,24,"1,270",6,6,18,416,6,x,13,x,15,195,14,394,16,259,5,"6,328",5,40,5,761,5,"5,527",4,39,4,4,4,22,3,13,11,117,2,x,1,x,0,0,0,0,0,0,1,x,0,0,0,2,x
350138034,3538034,35,1,38,34,Plympton,367,39,"243,214",3,x,5,x,35,"138,801",1,x,6,"47,899",9,445,10,x,x,3,"820,168","1,808,161",0,0,102,"9,148",34,66,68,"2,093",34,"1,068",43,"1,025",70,"1,522",37,"3,929",70,"1,538",53,"40,649",37,243,37,"4,048",52,"36,358",10,"1,456",8,26,10,850,8,580,48,304,7,192,7,81,0,0,0,0,0,0,0,0,0,0,2,1,x
350138041,3538041,35,1,38,41,Warwick,298,37,"352,149",8,"125,402",6,"93,330",30,"133,417",0,0,4,"85,851",8,277,9,"1,284,748","2,832,384",4,"1,713,627","3,777,901",0,0,79,"5,581",31,50,54,"1,600",25,"1,029",32,571,57,"1,074",33,"1,937",57,920,68,"50,536",32,227,35,"4,428",66,"45,881",10,621,7,13,10,335,9,273,23,123,8,510,5,109,0,0,0,0,0,0,2,x,0,0,1,5,307
350138046,3538046,35,1,38,46,Bosanquet,259,21,"70,447",3,x,3,x,16,x,1,x,2,x,6,x,5,x,x,2,x,x,0,0,76,"4,812",33,44,53,"1,596",23,"1,091",32,505,54,"1,608",23,270,61,"1,294",41,"47,576",26,371,26,"6,465",41,"40,740",8,416,7,9,8,228,8,179,15,54,5,180,3,120,0,0,0,0,0,0,0,0,0,0,1,3,13
350139000,3539000,35,1,39,0,Middlesex County,"2,987",310,"1,458,569",88,"658,606",31,"175,260",255,"624,703",2,x,45,"500,093",99,"24,795",126,"8,461,537","18,654,496",40,"8,999,833","19,841,235",2,x,"1,109","85,718",483,985,822,"26,847",318,"13,514",556,"13,333",745,"16,309",432,"19,483",850,"22,094",321,"225,856",188,"1,125",206,"22,222",312,"202,509",166,"8,211",132,252,158,"4,351",147,"3,608",482,"3,857",86,"1,297",53,962,0,0,0,0,1,x,11,729,4,10,19,29,"1,550"
350139001,3539001,35,1,39,1,Mosa,143,9,"50,118",1,x,2,x,9,x,0,0,1,x,3,32,3,"1,405","3,097",3,x,x,0,0,43,"2,682",25,48,32,860,4,100,29,760,28,418,24,715,31,641,6,"2,799",4,16,4,299,6,"2,484",9,472,8,25,8,245,8,202,16,61,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,1,x
350139006,3539006,35,1,39,6,Ekfrid,219,24,"82,449",8,x,5,x,19,"38,247",0,0,6,x,11,505,16,"223,157","491,977",4,x,x,0,0,94,"6,631",51,105,74,"2,295",13,487,64,"1,808",67,"1,688",41,948,70,"1,595",21,"12,885",16,82,20,"1,637",20,"11,166",23,861,20,46,23,398,20,417,31,124,7,122,4,21,0,0,0,0,0,0,0,0,1,x,4,1,x
350139011,3539011,35,1,39,11,Metcalfe,122,17,"112,796",6,"78,280",0,0,12,"34,516",0,0,1,x,5,155,7,"970,817","2,140,285",1,x,x,0,0,52,"3,133",22,28,34,948,6,251,28,697,40,747,22,619,38,791,24,"11,698",11,62,13,982,24,"10,654",10,321,7,16,9,161,9,144,15,77,5,63,3,x,0,0,0,0,0,0,1,x,0,0,0,0,0
350139014,3539014,35,1,39,14,Caradoc,306,30,"114,377",3,x,2,x,28,x,0,0,10,"323,937",16,"11,522",8,"927,938","2,045,753",7,"5,595,341","12,335,615",2,x,82,"4,556",42,64,62,"1,512",9,199,54,"1,313",40,421,26,629,65,"1,930",15,"12,262",10,39,10,"1,521",14,"10,702",12,482,12,14,12,253,11,215,43,428,9,198,3,47,0,0,0,0,0,0,2,x,1,x,1,3,21
350139019,3539019,35,1,39,19,Delaware,101,6,x,3,25,2,x,5,785,0,0,1,x,4,x,2,x,x,1,x,x,0,0,36,"2,392",17,21,29,748,9,359,24,389,25,323,14,751,25,549,5,x,2,x,4,x,4,"8,370",1,x,0,0,1,x,0,0,22,257,4,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,x
350139026,3539026,35,1,39,26,North Dorchester,234,24,"75,953",10,x,2,x,22,x,0,0,3,6,7,93,13,x,x,4,x,x,0,0,99,"6,956",48,87,90,"3,112",60,"2,336",44,776,79,"1,606",26,332,90,"1,819",30,"12,864",17,40,18,902,28,"11,922",13,472,11,17,13,246,9,209,51,435,10,72,4,x,0,0,0,0,0,0,0,0,1,x,5,2,x
350139031,3539031,35,1,39,31,West Nissouri,256,38,"122,821",14,x,1,x,25,"70,915",2,x,5,106,10,"1,089",17,"413,220","910,994",5,"1,646","3,629",0,0,113,"7,911",38,115,85,"3,037",50,"2,052",44,985,74,"1,484",41,"1,073",92,"2,202",41,"21,450",22,79,22,"1,796",41,"19,575",16,987,13,23,16,537,13,427,48,207,7,364,7,151,0,0,0,0,0,0,1,x,1,x,1,5,84
350139034,3539034,35,1,39,34,London,318,36,"369,806",10,"154,238",7,"57,823",29,"157,745",0,0,7,"36,954",13,"9,817",10,"1,773,524","3,909,951",5,"467,955","1,031,664",0,0,112,"9,118",41,114,87,"3,219",48,"2,373",46,846,87,"2,193",47,"1,354",89,"2,238",24,"28,522",14,124,14,"2,802",23,"25,596",13,536,8,14,10,254,11,268,67,618,13,117,6,28,0,0,0,0,0,0,3,x,0,0,2,2,x
350139036,3539036,35,1,39,36,London,207,18,x,2,x,0,0,17,x,0,0,3,14,4,x,7,x,x,2,x,x,0,0,53,"3,738",20,61,42,"1,339",21,802,21,537,41,754,19,683,41,901,5,x,2,x,3,x,5,"2,543",14,"1,071",10,29,13,665,12,377,52,495,8,44,7,70,0,0,0,0,0,0,1,x,0,0,2,8,436
350139039,3539039,35,1,39,39,Lobo,229,22,"154,165",10,"151,151",1,x,15,x,0,0,1,x,7,57,13,"1,559,422","3,437,937",0,0,0,0,0,83,"4,013",35,51,63,"1,447",14,518,49,929,48,674,28,742,60,"1,099",14,"3,791",6,19,7,302,14,"3,470",13,"1,157",11,26,13,608,13,523,35,247,5,42,4,33,0,0,0,0,0,0,0,0,0,0,1,1,x
350139042,3539042,35,1,39,42,East Williams,120,11,"63,478",4,x,3,x,9,x,0,0,2,x,2,x,4,x,x,1,x,x,0,0,48,"4,838",16,31,33,"1,047",10,419,24,628,26,373,21,593,38,"2,794",19,"19,071",11,99,11,"1,801",19,"17,171",6,136,5,x,6,x,6,52,10,39,2,x,2,x,0,0,0,0,1,x,1,x,0,0,0,1,x
350139046,3539046,35,1,39,46,Adelaide,188,30,"239,555",5,x,4,x,27,"132,279",0,0,3,x,2,x,9,"1,415,033","3,119,614",3,x,x,0,0,68,"6,216",30,80,49,"2,206",20,"1,117",32,"1,089",49,"1,591",22,612,53,"1,727",36,"30,469",26,186,27,"3,235",36,"27,048",4,138,4,6,4,79,4,53,17,92,2,x,1,x,0,0,0,0,0,0,1,x,0,0,1,0,0
350139049,3539049,35,1,39,49,West Williams,124,10,x,3,x,1,x,8,"3,082",0,0,1,x,4,65,3,x,x,1,x,x,0,0,42,"3,488",25,53,31,"1,399",16,949,17,450,29,741,12,256,37,"1,039",28,"23,443",19,163,20,"2,228",27,"21,052",9,299,8,8,9,153,8,138,13,74,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0
350139054,3539054,35,1,39,54,McGillivray,236,21,"39,228",7,x,0,0,18,x,0,0,0,0,5,76,8,x,x,0,0,0,0,0,102,"14,366",38,58,58,"1,955",24,966,39,989,59,"2,193",53,"8,501",66,"1,659",36,"26,834",19,128,23,"2,345",34,"24,361",6,x,2,x,4,x,6,50,33,297,5,22,3,19,0,0,0,0,0,0,1,x,0,0,0,2,x
350139058,3539058,35,1,39,58,Biddulph,184,14,"2,817",2,x,1,x,12,"2,632",0,0,1,x,6,103,6,"3,213","7,083",3,667,"1,470",0,0,82,"5,680",35,69,53,"1,723",14,586,41,"1,137",53,"1,103",36,"1,675",55,"1,110",17,"6,725",9,18,10,312,17,"6,395",17,"1,151",13,21,17,597,17,533,29,406,5,28,5,x,0,0,0,0,0,0,0,0,0,0,0,2,x
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305","3,222","14,087,586","1,008","9,601,088",353,"1,735,526","2,559","2,750,972",32,"534,354",347,"962,817","1,104","133,581","1,513","120,066,401","264,701,101",430,"20,600,139","45,415,532",12,"75,411,355","12,404","987,062","5,927","12,296","9,651","304,228","3,727","133,289","6,581","170,939","8,497","208,286","5,267","213,095","9,957","249,157","3,574","1,510,764","2,152","8,151","2,309","162,936","3,467","1,339,677","1,332","106,723","1,004","2,358","1,271","58,884","1,160","45,481","4,364","28,592",866,"18,244",773,"80,567",41,"253,020",10,"1,578",11,611,83,"4,813",49,295,294,360,"17,708"
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,88,"84,469",33,"73,764",20,"2,188",78,"8,517",0,0,21,433,55,"8,530",37,"1,003,275","2,211,843",16,x,x,1,x,304,"23,779",136,237,260,"9,436",122,"5,796",154,"3,640",235,"5,496",103,"2,569",257,"6,041",36,"4,563",17,27,22,435,33,"4,101",42,"1,380",26,43,38,779,30,558,162,"1,810",41,456,24,"1,273",0,0,0,0,0,0,0,0,4,8,19,19,531
350221005,3521005,35,2,21,5,Mississauga,61,8,x,1,x,1,x,7,408,0,0,1,x,5,x,3,x,x,1,x,x,0,0,21,"1,093",10,10,17,347,5,168,12,179,17,187,8,56,16,493,6,x,4,x,6,x,5,x,5,x,2,x,4,254,4,x,10,114,3,x,1,x,0,0,0,0,0,0,0,0,0,0,2,4,x
350221010,3521010,35,2,21,10,Brampton,138,16,x,7,x,4,x,13,"3,605",0,0,5,x,12,x,9,x,x,3,"1,133","2,498",1,x,49,"4,237",23,40,42,"1,653",23,"1,044",20,609,39,"1,075",16,467,43,"1,002",4,x,1,x,2,x,3,x,7,x,4,x,7,56,3,x,29,394,7,x,7,x,0,0,0,0,0,0,0,0,0,0,6,4,x
350221024,3521024,35,2,21,24,Caledon,490,64,"54,651",25,x,15,x,58,"4,504",0,0,15,334,38,"3,093",25,x,x,12,"3,040","6,702",0,0,234,"18,449",103,187,201,"7,436",94,"4,584",122,"2,852",179,"4,234",79,"2,046",198,"4,546",26,"2,644",12,18,14,244,25,"2,382",30,804,20,34,27,469,23,301,123,"1,302",31,301,16,782,0,0,0,0,0,0,0,0,4,8,11,11,170
350222000,3522000,35,2,22,0,Dufferin County,"1,039",116,"220,646",40,"188,966",16,x,97,x,0,0,20,385,51,"4,370",69,"1,901,813","4,192,780",29,x,x,0,0,584,"38,662",334,534,468,"14,165",90,"3,619",403,"10,546",397,"7,291",228,"6,125",465,"10,547",88,"12,817",51,109,59,"1,671",81,"11,037",91,"4,600",67,111,82,"2,770",76,"1,719",220,"2,012",36,985,31,799,0,0,0,0,1,x,4,129,3,x,17,35,"1,903"
350222001,3522001,35,2,22,1,East Garafraxa,127,20,"144,499",9,"137,427",3,x,13,x,0,0,3,173,8,360,18,x,x,5,"1,823","4,019",0,0,68,"5,016",29,47,52,"1,617",17,788,40,829,55,"1,749",31,634,52,969,14,"2,437",9,20,10,316,13,"2,101",10,309,9,x,10,163,8,x,27,271,2,x,5,141,0,0,0,0,0,0,0,0,0,0,2,3,x
350222008,3522008,35,2,22,8,Amaranth,219,28,x,6,x,5,295,25,"21,866",0,0,6,x,12,"2,951",8,x,x,6,850,"1,874",0,0,132,"8,836",71,102,98,"2,766",22,893,82,"1,873",88,"1,487",48,"2,301",100,"2,180",18,"5,437",11,43,13,846,17,"4,548",23,"1,395",17,31,20,803,17,561,48,340,12,107,8,350,0,0,0,0,0,0,2,x,2,x,4,5,117
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,9,362,3,169,1,x,8,x,0,0,1,x,3,x,7,"1,812","3,995",1,x,x,0,0,72,"4,959",42,55,60,"2,198",20,"1,079",42,"1,119",52,799,22,245,62,"1,662",19,"2,086",12,21,12,244,19,"1,821",7,184,2,x,5,88,6,x,15,94,4,x,3,38,0,0,0,0,0,0,0,0,0,0,1,2,x
350222012,3522012,35,2,22,12,Mono,218,23,"1,898",11,767,5,100,19,"1,031",0,0,5,88,10,222,14,"3,690","8,135",6,"1,935","4,266",0,0,81,"4,887",44,69,61,"1,687",10,289,57,"1,398",51,903,31,836,59,"1,392",11,825,9,12,10,102,8,711,12,374,10,11,10,206,11,157,52,941,9,88,3,17,0,0,0,0,1,x,2,x,0,0,4,13,845
350222016,3522016,35,2,22,16,Mulmur,165,17,"1,121",7,649,2,x,15,x,0,0,4,72,8,176,11,"2,960","6,526",6,"1,762","3,885",0,0,100,"5,657",55,83,87,"2,318",4,33,85,"2,285",66,892,41,625,88,"1,739",7,575,4,4,4,44,7,527,19,"1,165",14,28,18,795,18,342,42,238,4,116,5,42,0,0,0,0,0,0,0,0,1,x,3,9,152
350222019,3522019,35,2,22,19,Melancthon,195,19,x,4,x,0,0,17,651,0,0,1,x,10,x,11,x,x,5,498,"1,098",0,0,131,"9,307",93,178,110,"3,579",17,537,97,"3,042",85,"1,461",55,"1,484",104,"2,605",19,"1,457",6,9,10,119,17,"1,329",20,"1,173",15,29,19,715,16,429,36,128,5,x,7,211,0,0,0,0,0,0,0,0,0,0,3,3,x
350223000,3523000,35,2,23,0,Wellington County,"2,810",528,"3,046,696",194,"2,312,146",50,"292,073",389,"442,477",3,x,45,"179,315",166,"63,938",257,"30,148,151","66,465,295",67,"4,780,761","10,539,774",3,"680,144","1,660","131,237",748,"2,195","1,310","41,776",615,"22,897",785,"18,879","1,181","26,664",696,"26,058","1,364","34,544",541,"230,187",348,"1,417",370,"27,205",522,"201,565",175,"14,030",133,376,167,"7,101",149,"6,553",716,"4,436",130,"3,845",142,"13,138",12,"79,957",2,x,2,x,10,974,5,32,37,43,982
350223001,3523001,35,2,23,1,Puslinch,179,22,"131,899",8,"64,596",3,x,17,x,0,0,2,x,13,x,8,"1,671,761","3,685,602",2,x,x,1,x,65,"4,305",34,167,56,"1,700",12,369,46,"1,331",45,793,34,449,50,"1,196",15,"11,266",13,92,13,"1,325",15,"9,849",16,999,13,29,15,416,15,554,53,584,8,54,3,x,1,x,0,0,0,0,0,0,1,x,3,9,128
