AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NBUCWHT,BUCWHT,EBUCWHT,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCORNEN,CORNEN,ECORNEN,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NSAFLWR,SAFLWR,ESAFLWR,NPOTATS,POTATS,EPOTATS,NDFPEAS,DFPEAS,EDFPEAS,NLENTIL,LENTIL,ELENTIL,NTOTDRBN,TOTDRBN,ETOTDRBN,NWHITBN,WHITBN,EWHITBN,NFABABN,FABABN,EFABABN,NODFBNS,ODFBNS,EODFBNS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NSUGARB,SUGARB,ESUGARB,NTRITCL,TRITCL,ETRITCL,NFORAGE,FORAGE,EFORAGE,NOFIELD,OFIELD,EOFIELD
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,37,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,6,119,48,1,x,x,21,"4,193","1,697",0,0,0,0,0,0,0,0,0,0,0,0,12,402,163,16,743,301,22,"1,443",584,0,0,0,0,0,0,7,277,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356015,2456015,24,13,56,15,Noyan,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,164,66,0,0,0,21,"4,270","1,728",0,0,0,0,0,0,0,0,0,0,0,0,18,565,229,16,"1,039",420,14,962,389,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,37,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,4,x,x,3,58,23,23,"3,167","1,282",0,0,0,0,0,0,0,0,0,0,0,0,8,219,89,15,792,321,11,294,119,0,0,0,0,0,0,10,643,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356030,2456030,24,13,56,30,Saint-Valentin,29,3,119,48,3,119,48,0,0,0,0,0,0,4,179,72,12,327,132,0,0,0,21,"3,783","1,531",0,0,0,0,0,0,0,0,0,0,0,0,10,205,83,15,965,391,6,x,x,0,0,0,0,0,0,13,"1,472",596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,15,"2,840","1,149",1,x,x,0,0,0,0,0,0,0,0,0,9,257,104,6,x,x,6,336,136,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356045,2456045,24,13,56,45,Henryville,61,5,136,55,3,x,x,0,0,0,2,x,x,1,x,x,23,562,227,3,58,23,43,"6,015","2,434",0,0,0,2,x,x,2,x,x,0,0,0,26,695,281,25,"1,480",599,23,"1,093",442,0,0,0,0,0,0,19,"1,078",436,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241356050,2456050,24,13,56,50,Saint-SÇbastien,58,6,178,72,2,x,x,0,0,0,4,x,x,2,x,x,15,513,208,3,142,57,46,"8,527","3,451",1,x,x,3,114,46,3,114,46,0,0,0,15,330,134,21,929,376,19,"1,183",479,0,0,0,0,0,0,14,633,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356055,2456055,24,13,56,55,Saint-Alexandre,74,2,x,x,1,x,x,0,0,0,1,x,x,5,100,40,15,349,141,10,303,123,53,"5,864","2,373",1,x,x,9,241,98,9,241,98,0,0,0,34,"1,005",407,27,"1,574",637,31,"2,000",809,0,0,0,0,0,0,21,711,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,12,315,127,1,x,x,28,"3,784","1,531",0,0,0,0,0,0,0,0,0,0,0,0,18,796,322,15,737,298,17,863,349,0,0,0,0,0,0,7,582,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,9,384,155,9,x,x,0,0,0,1,x,x,2,x,x,3,103,42,2,x,x,31,"6,290","2,545",1,x,x,0,0,0,0,0,0,0,0,0,11,341,138,15,915,370,15,867,351,0,0,0,0,0,0,27,"2,486","1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356070,2456070,24,13,56,70,L'Acadie,44,12,882,357,12,x,x,0,0,0,1,x,x,4,102,41,5,263,106,5,82,33,32,"9,338","3,779",0,0,0,1,x,x,0,0,0,1,x,x,8,240,97,10,402,163,14,534,216,1,x,x,1,x,x,27,"3,763","1,523",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,217,88,1,x,x,1,x,x,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241356075,2456075,24,13,56,75,Saint-Luc,25,9,504,204,9,504,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"1,769",716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,18,"1,475",597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,3,112,45,3,112,45,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,12,"2,509","1,015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,12,"1,227",497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356090,2456090,24,13,56,90,Saint-Athanase,47,3,77,31,3,77,31,0,0,0,0,0,0,3,117,47,7,223,90,2,x,x,23,"5,152","2,085",1,x,x,1,x,x,1,x,x,0,0,0,7,326,132,6,393,159,16,870,352,0,0,0,0,0,0,14,"1,220",494,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,87,7,220,89,7,x,x,0,0,0,1,x,x,2,x,x,12,362,146,3,95,38,42,"5,613","2,272",2,x,x,4,85,34,4,85,34,0,0,0,21,882,357,24,"1,349",546,24,996,403,0,0,0,1,x,x,20,966,391,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,73,3,144,58,2,x,x,0,0,0,1,x,x,3,77,31,22,841,340,5,205,83,49,"6,012","2,433",0,0,0,1,x,x,1,x,x,0,0,0,23,745,301,24,"1,322",535,26,"1,212",490,0,0,0,1,x,x,29,"1,573",637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,429,133,"6,544","2,648",130,"6,285","2,543",0,0,0,5,259,105,51,"1,474",597,78,"2,526","1,022",11,249,101,202,"24,047","9,731",7,136,55,4,129,52,4,129,52,0,0,0,54,922,373,129,"15,395","6,230",111,"5,089","2,059",0,0,0,1,x,x,187,"15,437","6,247",0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,8,450,182,4,142,57,0,0,0,4,308,125,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
241357010,2457010,24,13,57,10,Carignan,43,19,"1,388",562,18,x,x,0,0,0,1,x,x,8,391,158,2,x,x,0,0,0,6,"1,287",521,1,x,x,0,0,0,0,0,0,0,0,0,3,75,30,8,x,x,20,"1,399",566,0,0,0,0,0,0,14,"1,691",684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,6,429,174,6,x,x,0,0,0,1,x,x,1,x,x,4,314,127,1,x,x,10,"1,932",782,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,7,336,136,0,0,0,1,x,x,16,"2,585","1,046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,48,4,462,187,4,462,187,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,7,672,272,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,5,241,98,4,126,51,0,0,0,0,0,0,4,562,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,53,26,"1,402",567,26,"1,402",567,0,0,0,0,0,0,1,x,x,5,126,51,3,49,20,22,"1,920",777,0,0,0,0,0,0,0,0,0,0,0,0,6,154,62,18,981,397,13,491,199,0,0,0,0,0,0,27,"2,218",898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,56,21,833,337,19,x,x,0,0,0,2,x,x,2,x,x,14,502,203,1,x,x,29,"3,779","1,529",0,0,0,1,x,x,1,x,x,0,0,0,10,127,51,26,"1,561",632,24,"1,112",450,0,0,0,0,0,0,27,"2,751","1,113",0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,58,12,275,111,12,275,111,0,0,0,0,0,0,4,74,30,13,267,108,3,85,34,42,"4,167","1,686",0,0,0,0,0,0,0,0,0,0,0,0,13,273,110,20,999,404,11,473,191,0,0,0,0,0,0,21,837,339,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357070,2457070,24,13,57,70,Saint-Denis,74,25,782,316,25,782,316,0,0,0,0,0,0,12,261,106,17,449,182,1,x,x,61,"7,879","3,189",0,0,0,0,0,0,0,0,0,0,0,0,10,159,64,22,"1,158",469,10,315,127,0,0,0,0,0,0,41,"2,078",841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,167,68,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,68,20,973,394,20,x,x,0,0,0,1,x,x,20,544,220,21,743,301,2,x,x,25,"2,411",976,3,80,32,3,x,x,3,x,x,0,0,0,9,91,37,28,"2,323",940,22,837,339,0,0,0,0,0,0,37,"2,715","1,099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241358000,2458000,24,13,58,0,Champlain,35,3,323,131,3,323,131,0,0,0,0,0,0,5,222,90,4,95,38,0,0,0,7,316,128,1,x,x,0,0,0,0,0,0,0,0,0,3,83,34,7,242,98,14,746,302,0,0,0,1,x,x,7,844,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241358020,2458020,24,13,58,20,Saint-Hubert,35,3,323,131,3,323,131,0,0,0,0,0,0,5,222,90,4,95,38,0,0,0,7,316,128,1,x,x,0,0,0,0,0,0,0,0,0,3,83,34,7,242,98,14,746,302,0,0,0,1,x,x,7,844,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359000,2459000,24,13,59,0,Lajemmerais,263,74,"3,628","1,468",69,"3,484","1,410",0,0,0,6,144,58,23,633,256,46,"1,473",596,4,111,45,84,"10,805","4,373",9,275,111,8,582,236,8,582,236,0,0,0,19,300,121,74,"5,219","2,112",97,"5,759","2,331",0,0,0,0,0,0,123,"11,054","4,473",1,x,x,1,x,x,0,0,0,16,"1,487",602,2,x,x,0,0,0,5,257,104,0,0,0,0,0,0,5,257,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359005,2459005,24,13,59,5,Boucherville,25,8,427,173,8,427,173,0,0,0,0,0,0,4,230,93,2,x,x,0,0,0,4,920,372,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,843,341,9,857,347,0,0,0,0,0,0,11,"1,058",428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359010,2459010,24,13,59,10,Sainte-Julie,21,14,x,x,13,x,x,0,0,0,1,x,x,4,74,30,9,523,212,1,x,x,5,397,161,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,10,923,374,12,"1,136",460,0,0,0,0,0,0,10,638,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359015,2459015,24,13,59,15,Saint-Amable,37,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,6,x,x,6,x,x,0,0,0,1,x,x,1,x,x,4,240,97,0,0,0,0,0,0,3,63,25,0,0,0,0,0,0,0,0,0,15,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359020,2459020,24,13,59,20,Varennes,48,18,817,331,15,x,x,0,0,0,4,x,x,1,x,x,11,230,93,0,0,0,17,"2,926","1,184",2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,12,823,333,27,"1,972",798,0,0,0,0,0,0,35,"4,553","1,843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359025,2459025,24,13,59,25,Verchäres,72,20,"1,143",463,20,"1,143",463,0,0,0,0,0,0,7,167,68,13,368,149,1,x,x,36,"5,210","2,108",3,x,x,0,0,0,0,0,0,0,0,0,9,93,38,26,"1,632",660,23,649,263,0,0,0,0,0,0,39,"3,267","1,322",0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359030,2459030,24,13,59,30,Calixa-LavallÇe,35,9,320,129,9,320,129,0,0,0,0,0,0,4,61,25,7,148,60,0,0,0,13,938,380,0,0,0,0,0,0,0,0,0,0,0,0,3,64,26,9,x,x,11,560,227,0,0,0,0,0,0,18,"1,096",444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359035,2459035,24,13,59,35,Contrecoeur,25,3,67,27,3,67,27,0,0,0,0,0,0,2,x,x,4,x,x,2,x,x,8,x,x,2,x,x,1,x,x,1,x,x,0,0,0,3,33,13,8,634,257,11,345,140,0,0,0,0,0,0,7,379,153,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367000,2467000,24,13,67,0,Roussillon,253,44,"2,228",902,43,x,x,0,0,0,1,x,x,15,435,176,32,"1,662",673,6,165,67,96,"14,134","5,720",2,x,x,1,x,x,1,x,x,0,0,0,22,674,273,43,"2,502","1,013",73,"4,517","1,828",1,x,x,1,x,x,89,"8,359","3,383",0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,8,318,129,2,x,x,4,x,x,4,82,33,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241367005,2467005,24,13,67,5,Saint-Mathieu,25,4,x,x,4,x,x,0,0,0,0,0,0,4,128,52,3,x,x,1,x,x,7,"1,096",444,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,x,x,8,367,149,0,0,0,0,0,0,6,688,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367010,2467010,24,13,67,10,Saint-Philippe,47,8,443,179,8,443,179,0,0,0,0,0,0,4,113,46,5,264,107,2,x,x,18,"2,671","1,081",0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,9,420,170,18,757,306,0,0,0,0,0,0,23,"1,901",769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367015,2467015,24,13,67,15,La Prairie,16,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,7,841,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,338,137,0,0,0,0,0,0,8,"1,012",410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367035,2467035,24,13,67,35,Saint-Constant,37,9,310,125,9,310,125,0,0,0,0,0,0,1,x,x,7,453,183,1,x,x,11,"1,851",749,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,8,474,192,15,"1,852",749,0,0,0,0,0,0,13,"1,374",556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367040,2467040,24,13,67,40,Saint-Isidore,58,9,388,157,8,x,x,0,0,0,1,x,x,1,x,x,11,501,203,2,x,x,36,"4,963","2,008",2,x,x,0,0,0,0,0,0,0,0,0,11,360,146,13,905,366,14,818,331,1,x,x,1,x,x,30,"2,398",970,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,3,79,32,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241367045,2467045,24,13,67,45,Mercier,70,13,846,342,13,846,342,0,0,0,0,0,0,3,95,38,5,275,111,0,0,0,17,"2,712","1,098",0,0,0,0,0,0,0,0,0,0,0,0,6,200,81,7,403,163,12,385,156,0,0,0,0,0,0,9,986,399,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,59,"2,823","1,142",58,x,x,0,0,0,2,x,x,63,"1,273",515,88,"3,207","1,298",17,508,206,227,"35,628","14,418",8,173,70,10,163,66,7,85,34,4,78,32,131,"3,211","1,299",156,"7,049","2,853",198,"9,015","3,648",0,0,0,0,0,0,118,"11,835","4,789",1,x,x,0,0,0,0,0,0,72,"3,031","1,227",0,0,0,0,0,0,12,181,73,4,41,17,3,13,5,8,127,51,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,65,4,124,50,4,124,50,0,0,0,0,0,0,1,x,x,8,248,100,3,89,36,30,"4,561","1,846",0,0,0,1,x,x,1,x,x,0,0,0,21,618,250,25,"1,249",505,27,"1,789",724,0,0,0,0,0,0,10,893,361,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368015,2468015,24,13,68,15,Hemmingford,110,0,0,0,0,0,0,0,0,0,0,0,0,10,97,39,6,63,25,0,0,0,24,"2,031",822,2,x,x,1,x,x,1,x,x,0,0,0,27,747,302,33,"1,327",537,43,"1,922",778,0,0,0,0,0,0,6,341,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,71,2,x,x,2,x,x,0,0,0,0,0,0,9,102,41,7,282,114,3,x,x,13,671,272,0,0,0,1,x,x,0,0,0,1,x,x,12,157,64,15,636,257,25,"1,030",417,0,0,0,0,0,0,3,93,38,0,0,0,0,0,0,0,0,0,5,317,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,97,7,374,151,7,x,x,0,0,0,1,x,x,6,191,77,12,560,227,0,0,0,27,"4,602","1,862",1,x,x,0,0,0,0,0,0,0,0,0,16,314,127,13,511,207,21,937,379,0,0,0,0,0,0,14,"1,665",674,1,x,x,0,0,0,0,0,0,8,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,80,10,550,223,10,550,223,0,0,0,0,0,0,9,248,100,9,356,144,1,x,x,51,"11,271","4,561",0,0,0,0,0,0,0,0,0,0,0,0,19,553,224,20,"1,238",501,17,561,227,0,0,0,0,0,0,27,"3,355","1,358",0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,61,10,372,151,10,372,151,0,0,0,0,0,0,5,162,66,4,84,34,0,0,0,34,"8,277","3,350",1,x,x,1,x,x,0,0,0,1,x,x,4,104,42,5,220,89,12,683,276,0,0,0,0,0,0,30,"2,654","1,074",0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,3,92,37,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241368045,2468045,24,13,68,45,Saint-êdouard,62,8,283,115,8,283,115,0,0,0,0,0,0,5,118,48,14,465,188,4,148,60,24,"2,264",916,1,x,x,1,x,x,1,x,x,0,0,0,17,411,166,17,676,274,22,905,366,0,0,0,0,0,0,13,"1,066",431,0,0,0,0,0,0,0,0,0,6,534,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241368050,2468050,24,13,68,50,Saint-Michel,95,6,x,x,5,208,84,0,0,0,1,x,x,5,x,x,15,755,306,0,0,0,8,"1,129",457,0,0,0,3,45,18,2,x,x,1,x,x,4,86,35,10,323,131,6,227,92,0,0,0,0,0,0,6,"1,040",421,0,0,0,0,0,0,0,0,0,35,"1,676",678,0,0,0,0,0,0,3,x,x,0,0,0,1,x,x,3,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368055,2468055,24,13,68,55,Saint-RÇmi,132,12,771,312,12,771,312,0,0,0,0,0,0,13,258,104,13,394,159,6,208,84,16,822,333,3,59,24,2,x,x,2,x,x,1,x,x,11,221,89,18,869,352,25,961,389,0,0,0,0,0,0,9,728,295,0,0,0,0,0,0,0,0,0,15,195,79,0,0,0,0,0,0,4,39,16,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,790,51,"2,073",839,50,x,x,0,0,0,2,x,x,49,728,295,152,"3,877","1,569",54,"1,233",499,368,"45,312","18,337",7,643,260,1,x,x,1,x,x,0,0,0,258,"6,503","2,632",332,"15,461","6,257",368,"17,370","7,029",0,0,0,2,x,x,153,"10,334","4,182",0,0,0,2,x,x,0,0,0,6,51,21,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x
241369005,2469005,24,13,69,5,Havelock,63,0,0,0,0,0,0,0,0,0,0,0,0,8,119,48,5,47,19,2,x,x,10,492,199,0,0,0,0,0,0,0,0,0,0,0,0,15,370,150,10,221,89,33,"1,771",717,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
