AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NRHBARB,RHBARB,ERHBARB,NOTHVEG,OTHVEG,EOTHVEG,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,NGRNHTOM,FGRNHTOM,NGRNHCUC,GRNHCUC,FGRNHCUC,NGRNHLET,GRNHLET,FGRNHLET,NGRNHOVEG,GRNHOVEG,FGRNHOVEG,NVEGTRN,VEGTRN,FVEGTRN,NGRNOTHER,GRNOTHER,FGRNOTHER,NMUSHRM,MUSHRM,FMUSHRM
241137075,24,11,37,75,2437075,#NAME?,31,6,145,59,4,66,27,2,x,x,2,x,x,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,x,x,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241137080,24,11,37,80,2437080,- Saint-êtienne-des-Gräs,55,14,215,87,5,90,36,4,2,1,3,3,1,0,0,0,2,x,x,3,x,x,1,x,x,3,2,1,1,x,x,0,0,0,3,3,1,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,7,84,34,3,x,x,1,x,x,0,0,0,3,18,7,0,0,0,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241151000,24,11,51,0,2451000,- MaskinongÇ,592,13,271,110,10,211,85,2,x,x,3,x,x,0,0,0,3,1,1,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,4,x,x,1,x,x,2,x,x,0,0,0,3,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,1,x,x,3,x,x,1,x,x,0,0,0,0,0,0,6,51,21,3,x,x,9,"79,654","7,400",9,"77,418","7,192",6,x,x,4,"22,498","2,090",1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x
241151010,24,11,51,10,2451010,- Saint-Joseph-de-MaskinongÇ,63,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151015,24,11,51,15,2451015,#NAME?,60,3,x,x,3,x,x,2,x,x,3,x,x,0,0,0,3,1,1,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,3,x,x,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241151020,24,11,51,20,2451020,#NAME?,87,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,3,"35,300","3,279",3,"34,700","3,224",2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151025,24,11,51,25,2451025,- Saint-BarnabÇ,55,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151030,24,11,51,30,2451030,- Saint-SÇväre,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151035,24,11,51,35,2451035,- Saint-LÇon-le-Grand,82,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241151040,24,11,51,40,2451040,#NAME?,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151045,24,11,51,45,2451045,#NAME?,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241151060,24,11,51,60,2451060,#NAME?,93,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,x,x,4,x,x,3,"30,120","2,798",1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
241190000,24,11,90,0,2490000,#NAME?,16,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241190020,24,11,90,20,2490020,#NAME?,16,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241200000,24,12,0,0,2400000,"- Saguenay, Lac-Saint-Jean, Cìte-Nord","1,499",55,688,278,33,191,77,12,12,5,11,4,2,6,2,1,26,x,x,24,103,42,5,3,1,11,27,11,13,32,13,3,1,x,24,84,34,20,108,44,15,6,2,11,14,6,7,x,x,9,12,5,3,x,x,22,45,18,5,2,1,3,x,x,8,x,x,3,2,1,2,x,x,1,x,x,3,x,x,29,301,122,11,"1,518",614,64,"927,537","86,171",64,"881,896","81,931",36,"296,986","27,591",43,"279,292","25,947",26,"85,347","7,929",9,"85,811","7,972",8,"9,103",846,10,"12,513","1,162",4,"112,844","10,484",0,0,0
241291000,24,12,91,0,2491000,#NAME?,243,4,37,15,1,x,x,1,x,x,1,x,x,1,x,x,3,7,3,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,4,4,1,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,3,8,3,2,x,x,3,"51,066","4,744",3,"51,004","4,738",1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
241291015,24,12,91,15,2491015,#NAME?,23,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241291020,24,12,91,20,2491020,#NAME?,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
241291035,24,12,91,35,2491035,#NAME?,58,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241291040,24,12,91,40,2491040,- Saint-FÇlicien,45,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241291045,24,12,91,45,2491045,- Saint-MÇthode,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241291050,24,12,91,50,2491050,- La DorÇ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241291902,24,12,91,902,2491902,#NAME?,34,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292000,24,12,92,0,2492000,#NAME?,300,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,3,1,1,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,206,83,1,x,x,5,"151,300","14,056",5,"148,044","13,754",2,x,x,3,x,x,3,"5,938",552,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0
241292005,24,12,92,5,2492005,#NAME?,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292015,24,12,92,15,2492015,- Sainte-Jeanne-d'Arc,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292030,24,12,92,30,2492030,#NAME?,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
241292040,24,12,92,40,2492040,#NAME?,93,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292050,24,12,92,50,2492050,#NAME?,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292055,24,12,92,55,2492055,#NAME?,23,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241292065,24,12,92,65,2492065,#NAME?,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241292902,24,12,92,902,2492902,#NAME?,18,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241293000,24,12,93,0,2493000,#NAME?,435,13,371,150,8,84,34,0,0,0,0,0,0,0,0,0,6,5,2,4,55,22,0,0,0,3,x,x,3,x,x,1,x,x,5,55,22,4,80,32,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,5,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,49,20,0,0,0,11,"215,705","20,040",11,"214,605","19,937",6,"81,256","7,549",9,"68,177","6,334",4,"4,864",452,3,"52,764","4,902",1,x,x,1,x,x,1,x,x,0,0,0
241293010,24,12,93,10,2493010,- MÇtabetchouan,53,5,x,x,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241293015,24,12,93,15,2493015,#NAME?,49,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241293020,24,12,93,20,2493020,- HÇbertville,90,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241293030,24,12,93,30,2493030,#NAME?,51,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241293035,24,12,93,35,2493035,- Saint-GÇdÇon,38,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
241293040,24,12,93,40,2493040,#NAME?,37,3,29,12,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241293045,24,12,93,45,2493045,#NAME?,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241293050,24,12,93,50,2493050,#NAME?,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241293065,24,12,93,65,2493065,- L'Ascension-de-Notre-Seigneur,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"30,677","2,850",4,"29,877","2,776",0,0,0,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241294000,24,12,94,0,2494000,#NAME?,424,26,202,82,19,75,30,8,7,3,7,3,1,4,x,x,11,12,5,13,32,13,3,x,x,5,5,2,7,6,2,1,x,x,11,10,4,11,19,8,10,3,1,6,3,1,4,1,x,6,x,x,1,x,x,9,13,5,4,x,x,3,x,x,5,4,2,2,x,x,2,x,x,0,0,0,2,x,x,12,31,13,6,904,366,28,"237,974","22,109",28,"203,121","18,871",19,"94,833","8,810",18,"33,201","3,084",10,"58,206","5,408",2,x,x,4,"1,951",181,8,x,x,0,0,0,0,0,0
241294010,24,12,94,10,2494010,- L'Anse-Saint-Jean,27,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
241294035,24,12,94,35,2494035,#NAME?,16,4,44,18,4,32,13,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"59,000","5,481",4,"59,000","5,481",4,"50,100","4,654",3,"3,600",334,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241294040,24,12,94,40,2494040,#NAME?,65,3,6,2,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,3,"6,840",635,3,"6,820",634,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
241294045,24,12,94,45,2494045,#NAME?,95,9,118,48,7,30,12,2,x,x,2,x,x,2,x,x,5,7,3,5,17,7,2,x,x,3,x,x,4,6,2,1,x,x,4,6,3,6,18,7,4,2,1,3,3,1,1,x,x,4,3,1,1,x,x,5,12,5,3,1,1,2,x,x,3,x,x,1,x,x,2,x,x,0,0,0,0,0,0,5,12,5,1,x,x,7,"46,976","4,364",7,"43,857","4,074",5,"24,645","2,290",4,"6,364",591,4,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0
241294055,24,12,94,55,2494055,#NAME?,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241294060,24,12,94,60,2494060,- Saint-HonorÇ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241294070,24,12,94,70,2494070,#NAME?,83,6,20,8,4,5,2,4,6,2,3,1,x,1,x,x,3,2,1,3,x,x,0,0,0,1,x,x,1,x,x,0,0,0,3,1,1,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,5,"14,158","1,315",5,"9,200",855,1,x,x,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
