AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTDUR,WHTDUR,EWHTDUR,NWHTSPG,WHTSPG,EWHTSPG,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NBUCWHT,BUCWHT,EBUCWHT,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCORNEN,CORNEN,ECORNEN,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFCROPS,FCROPS,EFCROPS,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NSUNFLS,SUNFLS,ESUNFLS,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NDFPEAS,DFPEAS,EDFPEAS,NLENTIL,LENTIL,ELENTIL,NTOTDRBN,TOTDRBN,ETOTDRBN,NWHITBN,WHITBN,EWHITBN,NFABABN,FABABN,EFABABN,NODFBNS,ODFBNS,EODFBNS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NSUGARB,SUGARB,ESUGARB,NMILLET,MILLET,EMILLET,NTRITCL,TRITCL,ETRITCL,NSAFLWR,SAFLWR,ESAFLWR,NCARAWAY,CARAWAY,ECARAWAY,NFORAGE,FORAGE,EFORAGE,NOFIELD,OFIELD,EOFIELD,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NBFTREF,BFTREF,EBFTREF,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NCWHTSD,CWHTSD,ECWHTSD,NOFORGSD,OFORGSD,EOFORGSD
350349000,35,3,49,0,3549000,#NAME?,407,2,x,x,0,0,0,1,x,x,1,x,x,83,"1,068",432,13,682,276,31,636,257,2,x,x,7,x,x,3,14,6,3,14,6,0,0,0,9,113,46,34,"1,754",710,279,"19,049","7,709",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,16,58,23,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349009,35,3,49,9,3549009,#NAME?,40,1,x,x,0,0,0,0,0,0,1,x,x,9,96,39,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,4,24,10,3,x,x,23,"1,306",529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349014,35,3,49,14,3549014,#NAME?,24,0,0,0,0,0,0,0,0,0,0,0,0,3,27,11,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,549,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349019,35,3,49,19,3549019,#NAME?,29,1,x,x,0,0,0,1,x,x,0,0,0,4,34,14,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,90,36,18,"1,070",433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349024,35,3,49,24,3549024,#NAME?,32,0,0,0,0,0,0,0,0,0,0,0,0,3,53,21,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,24,"1,694",686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349028,35,3,49,28,3549028,#NAME?,30,0,0,0,0,0,0,0,0,0,0,0,0,3,36,15,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,18,"1,132",458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349042,35,3,49,42,3549042,#NAME?,25,0,0,0,0,0,0,0,0,0,0,0,0,11,125,51,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,24,"2,190",886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349046,35,3,49,46,3549046,#NAME?,37,0,0,0,0,0,0,0,0,0,0,0,0,9,119,48,0,0,0,3,85,34,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,27,"1,488",602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349059,35,3,49,59,3549059,#NAME?,78,0,0,0,0,0,0,0,0,0,0,0,0,18,254,103,4,289,117,13,315,127,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,9,492,199,56,"4,009","1,622",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349071,35,3,49,71,3549071,#NAME?,47,0,0,0,0,0,0,0,0,0,0,0,0,13,163,66,4,160,65,5,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,8,542,219,29,"2,206",893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349096,35,3,49,96,3549096,#NAME?,65,0,0,0,0,0,0,0,0,0,0,0,0,10,161,65,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,223,90,46,"3,405","1,378",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350400000,35,4,0,0,3500000,- Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,655",347,"11,781","4,768",0,0,0,174,"6,415","2,596",184,"5,366","2,172","2,005","41,692","16,872","2,401","90,897","36,785","1,103","38,608","15,624","2,267","204,138","82,612",183,"3,056","1,237",42,752,304,36,x,x,6,x,x,"2,219","68,176","27,590","4,894","313,422","126,837","5,598","348,598","141,073",176,"4,534","1,835",11,361,146,1,x,x,548,"34,483","13,955",10,x,x,123,"1,509",611,0,0,0,6,134,54,2,x,x,84,"3,815","1,544",65,"2,638","1,068",6,123,50,17,"1,054",427,0,0,0,0,0,0,0,0,0,7,x,x,6,x,x,1,x,x,0,0,0,80,"2,874","1,163",10,122,49,16,275,111,1,x,x,54,"2,048",829,5,x,x,2,x,x,17,393,159,0,0,0,0,0,0,0,0,0,2,x,x
350401000,35,4,1,0,3501000,#NAME?,"2,203",74,"2,655","1,074",0,0,0,55,"1,881",761,24,774,313,366,"7,518","3,042",732,"25,039","10,133",175,"6,085","2,463",940,"88,483","35,808",68,"1,400",567,11,168,68,9,x,x,2,x,x,599,"15,586","6,307","1,096","63,909","25,863","1,182","67,239","27,211",36,"1,088",440,3,102,41,0,0,0,249,"14,736","5,963",6,22,9,20,38,15,0,0,0,2,x,x,1,x,x,38,"1,040",421,33,897,363,2,x,x,3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,14,406,164,2,x,x,5,x,x,1,x,x,8,196,79,0,0,0,0,0,0,4,116,47,0,0,0,0,0,0,0,0,0,0,0,0
350401001,35,4,1,1,3501001,#NAME?,188,12,524,212,0,0,0,11,x,x,1,x,x,20,355,144,44,"1,548",626,19,"1,133",459,94,"14,563","5,893",7,71,29,1,x,x,0,0,0,1,x,x,28,884,358,68,"4,341","1,757",93,"4,646","1,880",3,102,41,0,0,0,0,0,0,19,"1,091",442,1,x,x,6,11,4,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,3,69,28,0,0,0,0,0,0,0,0,0,3,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401006,35,4,1,6,3501006,#NAME?,218,5,183,74,0,0,0,3,x,x,2,x,x,41,773,313,47,"1,242",503,22,561,227,86,"8,206","3,321",1,x,x,0,0,0,0,0,0,0,0,0,66,"1,387",561,115,"7,113","2,879",112,"7,331","2,967",1,x,x,0,0,0,0,0,0,20,845,342,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401010,35,4,1,10,3501010,#NAME?,93,3,x,x,0,0,0,1,x,x,2,x,x,17,267,108,10,284,115,9,190,77,24,"2,087",845,3,38,15,1,x,x,1,x,x,0,0,0,18,597,242,42,"2,043",827,64,"3,291","1,332",0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401015,35,4,1,15,3501015,#NAME?,156,3,44,18,0,0,0,2,x,x,2,x,x,37,663,268,36,894,362,16,368,149,42,"2,411",976,7,145,59,0,0,0,0,0,0,0,0,0,39,753,305,46,"2,170",878,91,"4,648","1,881",3,44,18,0,0,0,0,0,0,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401017,35,4,1,17,3501017,#NAME?,128,4,65,26,0,0,0,3,x,x,1,x,x,18,299,121,48,"1,571",636,6,144,58,57,"4,743","1,919",10,128,52,0,0,0,0,0,0,0,0,0,40,"1,030",417,69,"3,816","1,544",60,"3,235","1,309",2,x,x,0,0,0,0,0,0,16,808,327,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,4,111,45,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350401022,35,4,1,22,3501022,#NAME?,193,9,300,121,0,0,0,6,155,63,6,145,59,17,337,136,70,"2,473","1,001",12,379,153,87,"9,520","3,853",12,382,155,2,x,x,2,x,x,0,0,0,54,"1,450",587,93,"6,071","2,457",96,"5,802","2,348",1,x,x,0,0,0,0,0,0,39,"2,690","1,089",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,5,174,70,5,174,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401027,35,4,1,27,3501027,#NAME?,219,9,470,190,0,0,0,6,141,57,3,329,133,27,580,235,89,"3,361","1,360",7,270,109,108,"8,481","3,432",8,227,92,1,x,x,1,x,x,0,0,0,69,"1,741",705,127,"6,990","2,829",105,"4,768","1,930",4,49,20,1,x,x,0,0,0,34,"2,920","1,182",3,13,5,2,x,x,0,0,0,0,0,0,0,0,0,7,253,102,7,253,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401031,35,4,1,31,3501031,#NAME?,264,7,160,65,0,0,0,6,x,x,1,x,x,33,909,368,118,"3,904","1,580",21,774,313,123,"11,547","4,673",4,52,21,0,0,0,0,0,0,0,0,0,100,"2,615","1,058",159,"9,092","3,679",133,"7,796","3,155",4,261,106,0,0,0,0,0,0,37,"2,320",939,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,7,233,94,6,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401038,35,4,1,38,3501038,#NAME?,152,2,x,x,0,0,0,2,x,x,0,0,0,20,475,192,97,"3,945","1,596",6,224,91,98,"10,202","4,129",4,124,50,1,x,x,0,0,0,1,x,x,69,"2,230",902,99,"6,615","2,677",72,"3,762","1,522",6,121,49,0,0,0,0,0,0,36,"1,999",809,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,88,36,5,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401045,35,4,1,45,3501045,#NAME?,181,4,135,55,0,0,0,1,x,x,3,x,x,38,685,277,50,"1,661",672,19,831,336,83,"6,850","2,772",4,100,40,3,76,31,3,76,31,0,0,0,49,"1,465",593,79,"4,089","1,655",101,"5,888","2,383",5,132,53,1,x,x,0,0,0,17,"1,020",413,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,3,53,21,3,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401048,35,4,1,48,3501048,#NAME?,175,4,155,63,0,0,0,4,155,63,0,0,0,34,669,271,43,"1,511",611,13,362,146,62,"5,075","2,054",3,x,x,0,0,0,0,0,0,0,0,0,28,651,263,83,"4,786","1,937",94,"4,630","1,874",4,70,28,0,0,0,0,0,0,8,308,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350401053,35,4,1,53,3501053,#NAME?,236,12,441,178,0,0,0,10,371,150,3,70,28,64,"1,506",609,80,"2,645","1,070",25,849,344,76,"4,798","1,942",5,96,39,2,x,x,2,x,x,0,0,0,39,783,317,116,"6,783","2,745",161,"11,442","4,630",3,x,x,1,x,x,0,0,0,15,395,160,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,149,60,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350402000,35,4,2,0,3502000,#NAME?,"1,337",28,"1,166",472,0,0,0,25,"1,121",454,3,45,18,267,"6,736","2,726",451,"19,397","7,850",154,"6,516","2,637",432,"36,127","14,620",13,262,106,2,x,x,2,x,x,0,0,0,329,"9,720","3,934",507,"33,937","13,734",824,"65,753","26,609",24,951,385,1,x,x,1,x,x,99,"7,875","3,187",0,0,0,8,"1,040",421,0,0,0,0,0,0,0,0,0,18,"2,140",866,14,"1,260",510,3,92,37,4,788,319,0,0,0,0,0,0,0,0,0,3,35,14,1,x,x,0,0,0,0,0,0,5,93,38,1,x,x,1,x,x,0,0,0,3,58,23,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350402001,35,4,2,1,3502001,#NAME?,175,5,232,94,0,0,0,5,232,94,0,0,0,49,"1,118",452,56,"2,168",877,19,646,261,60,"4,340","1,756",1,x,x,2,x,x,2,x,x,0,0,0,39,"1,001",405,87,"5,652","2,287",116,"10,239","4,144",6,256,104,0,0,0,1,x,x,6,195,79,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402006,35,4,2,6,3502006,#NAME?,87,2,x,x,0,0,0,2,x,x,0,0,0,23,523,212,12,305,123,13,473,191,22,"1,554",629,1,x,x,0,0,0,0,0,0,0,0,0,21,482,195,38,"2,451",992,51,"3,100","1,255",0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402012,35,4,2,12,3502012,#NAME?,130,4,333,135,0,0,0,4,333,135,0,0,0,32,996,403,43,"2,190",886,23,"1,036",419,46,"4,827","1,953",3,102,41,0,0,0,0,0,0,0,0,0,40,892,361,55,"4,556","1,844",83,"5,800","2,347",0,0,0,0,0,0,0,0,0,14,"1,228",497,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402016,35,4,2,16,3502016,#NAME?,46,1,x,x,0,0,0,1,x,x,0,0,0,9,292,118,21,918,372,4,198,80,14,"1,393",564,0,0,0,0,0,0,0,0,0,0,0,0,11,451,183,18,"1,664",673,33,"3,343","1,353",0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402021,35,4,2,21,3502021,#NAME?,122,2,x,x,0,0,0,1,x,x,1,x,x,20,376,152,45,"2,078",841,13,745,301,22,"1,256",508,2,x,x,0,0,0,0,0,0,0,0,0,10,359,145,34,"1,970",797,83,"9,546","3,863",4,273,110,1,x,x,0,0,0,6,145,59,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402026,35,4,2,26,3502026,#NAME?,150,3,123,50,0,0,0,3,123,50,0,0,0,28,982,397,60,"3,434","1,390",26,"1,085",439,56,"4,415","1,787",0,0,0,0,0,0,0,0,0,0,0,0,49,"1,390",563,43,"2,649","1,072",87,"6,608","2,674",3,132,53,0,0,0,0,0,0,10,925,374,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,5,334,135,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402031,35,4,2,31,3502031,#NAME?,108,0,0,0,0,0,0,0,0,0,0,0,0,23,656,265,24,"1,146",464,11,527,213,19,"2,361",955,4,65,26,0,0,0,0,0,0,0,0,0,18,350,142,30,"1,896",767,67,"7,162","2,898",0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402037,35,4,2,37,3502037,#NAME?,201,3,65,26,0,0,0,3,65,26,0,0,0,37,864,350,53,"1,834",742,16,597,242,50,"2,824","1,143",0,0,0,0,0,0,0,0,0,0,0,0,50,"1,959",793,66,"4,375","1,770",121,"7,786","3,151",1,x,x,0,0,0,0,0,0,6,361,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350402042,35,4,2,42,3502042,#NAME?,147,4,142,57,0,0,0,3,x,x,1,x,x,31,650,263,62,"2,440",987,18,843,341,62,"5,567","2,253",1,x,x,0,0,0,0,0,0,0,0,0,46,"1,366",553,60,"4,089","1,655",79,"5,265","2,131",3,x,x,0,0,0,0,0,0,19,"1,216",492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350402048,35,4,2,48,3502048,#NAME?,171,4,94,38,0,0,0,3,x,x,1,x,x,15,279,113,75,"2,884","1,167",11,366,148,81,"7,590","3,072",1,x,x,0,0,0,0,0,0,0,0,0,45,"1,470",595,76,"4,635","1,876",104,"6,904","2,794",7,156,63,0,0,0,0,0,0,32,"3,274","1,325",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,5,243,98,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350406000,35,4,6,0,3506000,#NAME?,"1,606",50,"2,337",946,0,0,0,37,"1,911",773,15,426,172,258,"5,461","2,210",308,"12,173","4,926",175,"5,829","2,359",341,"41,278","16,705",21,389,157,6,67,27,4,x,x,2,x,x,328,"11,269","4,560",709,"43,901","17,766",716,"37,571","15,204",20,397,161,1,x,x,0,0,0,100,"5,709","2,310",2,x,x,33,96,39,0,0,0,0,0,0,0,0,0,11,144,58,8,134,54,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,8,167,68,1,x,x,3,x,x,0,0,0,5,117,47,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
350406001,35,4,6,1,3506001,#NAME?,336,9,621,251,0,0,0,9,x,x,1,x,x,48,873,353,74,"2,357",954,24,650,263,97,"10,734","4,344",2,x,x,0,0,0,0,0,0,0,0,0,77,"2,101",850,152,"7,800","3,157",152,"6,633","2,684",2,x,x,0,0,0,0,0,0,28,"1,443",584,0,0,0,6,10,4,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,24,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350406004,35,4,6,4,3506004,#NAME?,234,3,x,x,0,0,0,3,x,x,0,0,0,36,706,286,66,"2,443",989,20,852,345,54,"4,117","1,666",1,x,x,0,0,0,0,0,0,0,0,0,53,"1,705",690,94,"7,498","3,034",114,"7,935","3,211",3,x,x,0,0,0,0,0,0,9,482,195,2,x,x,14,27,11,0,0,0,0,0,0,0,0,0,5,93,38,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
