AREAID,PROV,CAR,CD,CCS,CAR2,SGC,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6,TYPORG_7,TYPORG_8,TYPORG_9,TYPORG_10,TYPORG_11,TYPORG_12,TYPORG_13,TYPORG_14,TYPORG_15,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,CRPSFDT,CRPSFDT_1,CRPSFDT_2,CRPSFDT_3,CRPSFDT_4,CRPSFDT_5,CRPSFDT_6,CRPSFDT_7,CRPSFDT_8,CRPSFDT_9,CRPSFDT_10,CRPSFDT_11,CRPSFDT_12,NFERTIL,FERTIL,EFERTIL,NMANURE,MANURE,EMANURE,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NCROPROT,NCOVCROP,NGRASWAT,NSTRIPCR,NCONTOUR,NOTHSEC,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NWINDYES,WINDYES,NSALINYES,FRMSIZE,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
240988010,24,9,88,10,9,2488010,#NAME?,24,21,1,1,0,1,0,2,0,1,0,1,0,0,0,22,21,1,0,0,0,0,24,"14,809","5,993",23,"11,043","4,469",13,"3,766","1,524",9,"2,852","1,154",5,914,370,24,"14,809","5,993",22,"2,873","1,163",2,x,x,14,"1,205",488,18,"2,273",920,23,x,x,22,0,1,4,8,2,2,5,0,0,0,0,0,1,x,x,16,707,286,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,x,x,0,0,0,16,496,201,15,x,x,1,x,x,0,0,0,0,0,0,24,0,0,0,1,0,2,5,4,5,5,1,1,0,0,0
240988025,24,9,88,25,9,2488025,#NAME?,17,10,3,3,1,0,0,5,2,3,0,0,0,0,0,12,10,1,0,1,0,0,17,"6,263","2,535",17,x,x,2,x,x,1,x,x,1,x,x,17,"6,263","2,535",14,"1,737",703,1,x,x,10,738,299,9,373,151,17,x,x,14,1,0,4,1,4,3,1,0,0,0,0,0,8,628,254,13,430,174,1,x,x,0,0,0,0,0,0,5,0,1,2,1,1,0,0,0,1,x,x,0,0,0,12,250,101,10,x,x,1,x,x,1,x,x,0,0,0,17,1,1,0,3,0,0,7,0,3,2,0,0,0,0,0
240988035,24,9,88,35,9,2488035,#NAME?,16,12,4,0,0,0,0,3,3,0,0,0,0,0,0,13,12,1,0,0,0,0,16,"6,683","2,705",16,"5,108","2,067",7,"1,575",637,3,470,190,5,"1,105",447,16,"6,683","2,705",12,"1,263",511,0,0,0,7,518,210,6,472,191,16,"4,430","1,793",12,0,0,2,6,3,1,0,0,0,0,0,0,5,386,156,11,357,144,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,394,159,11,x,x,1,x,x,1,x,x,0,0,0,16,0,0,1,0,0,3,3,6,2,0,1,0,0,0,0
240988040,24,9,88,40,9,2488040,#NAME?,20,16,2,1,1,0,0,4,2,1,1,0,0,0,0,16,16,0,0,0,0,0,20,"10,223","4,137",20,"8,898","3,601",5,"1,325",536,0,0,0,5,"1,325",536,20,"10,223","4,137",18,"4,296","1,739",0,0,0,10,"1,190",482,10,"1,636",662,15,"3,101","1,255",18,0,0,3,3,3,2,3,3,1,0,0,0,7,969,392,14,959,388,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"1,276",516,16,x,x,1,x,x,0,0,0,0,0,0,20,0,0,0,1,0,1,8,4,2,2,2,0,0,0,0
240988045,24,9,88,45,9,2488045,#NAME?,16,12,1,3,0,0,0,3,1,2,0,0,0,0,0,13,12,0,1,0,0,0,16,"9,417","3,811",16,x,x,6,x,x,2,x,x,5,x,x,16,"9,417","3,811",15,"3,167","1,282",0,0,0,5,978,396,12,"2,255",913,12,"3,017","1,221",15,1,0,2,3,3,1,3,1,1,0,0,0,1,x,x,10,829,335,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,336,136,10,336,136,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,2,2,5,2,3,0,1,0,0,0
240988055,24,9,88,55,9,2488055,#NAME?,36,30,2,2,2,0,0,5,2,2,0,0,1,0,0,31,30,0,0,1,0,0,36,"15,991","6,471",36,"12,626","5,110",16,"3,365","1,362",7,745,301,11,"2,620","1,060",36,"15,991","6,471",31,"5,373","2,174",4,397,161,17,"1,203",487,21,"1,847",747,30,"7,171","2,902",32,1,0,4,5,10,5,4,3,0,0,0,0,5,x,x,24,957,387,1,x,x,0,0,0,0,0,0,17,1,0,1,1,0,3,62,25,3,335,136,0,0,0,23,"1,351",547,21,"1,011",409,2,x,x,2,x,x,0,0,0,36,0,0,0,3,0,3,12,11,4,2,0,1,0,0,0
240988085,24,9,88,85,9,2488085,#NAME?,49,30,13,2,3,1,0,17,12,2,1,0,1,0,1,32,30,1,0,1,0,0,49,"26,220","10,611",49,"20,836","8,432",24,"5,384","2,179",11,"2,335",945,20,"3,049","1,234",49,"26,220","10,611",43,"6,734","2,725",2,x,x,29,"2,754","1,115",28,"4,471","1,809",43,x,x,43,0,0,13,9,4,5,11,1,0,0,0,0,17,"2,348",950,31,"1,408",570,2,x,x,0,0,0,0,0,0,17,1,2,0,2,1,0,0,0,1,x,x,1,x,x,32,"1,644",665,30,x,x,2,x,x,1,x,x,0,0,0,49,0,0,0,5,0,4,12,9,7,9,3,0,0,0,0
240988904,24,9,88,904,9,2488904,#NAME?,21,12,4,2,2,0,1,7,3,2,1,0,0,1,0,14,12,1,0,0,0,1,21,"12,238","4,953",21,"8,903","3,603",10,"3,335","1,350",6,"1,923",778,6,"1,412",571,21,"12,238","4,953",18,"3,195","1,293",0,0,0,8,702,284,14,"1,637",662,18,"6,704","2,713",18,0,0,2,4,3,5,4,0,0,0,0,0,7,"1,031",417,15,640,259,2,x,x,2,x,x,1,x,x,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,479,194,12,479,194,0,0,0,0,0,0,1,x,0,21,0,0,0,1,1,1,3,5,5,4,1,0,0,0,0
240989000,24,9,89,0,9,2489000,- VallÇe-de-l'Or,48,33,7,1,4,3,0,14,6,1,3,3,0,1,0,34,33,1,0,0,0,0,48,"22,824","9,237",48,"18,600","7,527",16,"4,224","1,709",9,"2,930","1,186",9,"1,294",524,48,"22,824","9,237",35,"5,850","2,367",0,0,0,24,"1,918",776,18,"1,511",611,44,"13,545","5,481",35,0,0,8,7,4,8,6,2,0,0,0,0,12,"1,516",614,31,"2,132",863,2,x,x,0,0,0,0,0,0,15,1,3,1,1,3,0,0,0,0,0,0,0,0,0,26,"1,159",469,26,x,x,1,x,x,0,0,0,0,0,0,48,2,1,0,4,1,7,8,13,3,7,1,1,0,0,0
240989010,24,9,89,10,9,2489010,- Riviäre-HÇva,32,19,5,1,4,3,0,12,4,1,3,3,0,1,0,20,19,1,0,0,0,0,32,"17,641","7,139",32,"13,879","5,617",12,"3,762","1,522",8,x,x,5,x,x,32,"17,641","7,139",24,"4,307","1,743",0,0,0,14,"1,277",517,16,x,x,28,x,x,24,0,0,3,5,4,7,4,1,0,0,0,0,9,"1,026",415,22,"1,786",723,1,x,x,0,0,0,0,0,0,10,1,2,1,0,3,0,0,0,0,0,0,0,0,0,16,707,286,16,x,x,1,x,x,0,0,0,0,0,0,32,1,1,0,1,1,4,6,7,3,6,1,1,0,0,0
240989030,24,9,89,30,9,2489030,#NAME?,16,14,2,0,0,0,0,2,2,0,0,0,0,0,0,14,14,0,0,0,0,0,16,"5,183","2,097",16,"4,721","1,911",4,462,187,1,x,x,4,x,x,16,"5,183","2,097",11,"1,543",624,0,0,0,10,641,259,2,x,x,16,x,x,11,0,0,5,2,0,1,2,1,0,0,0,0,3,490,198,9,346,140,1,x,x,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,452,183,10,452,183,0,0,0,0,0,0,0,0,0,16,1,0,0,3,0,3,2,6,0,1,0,0,0,0,0
241000000,24,10,0,0,10,2400000,- Nord de MontrÇal,"3,749","2,425",492,278,382,166,6,"1,120",413,268,192,68,117,16,46,"2,629","2,425",79,10,37,72,6,"3,749","514,454","208,192","3,643","411,789","166,645",898,"102,665","41,547",106,"8,717","3,528",833,"93,948","38,019","3,749","514,454","208,192","3,138","337,435","136,555",125,"2,696","1,091",880,"24,154","9,775","1,049","37,156","15,036","2,783","113,013","45,735","3,143",96,269,"1,211",705,386,191,175,51,29,20,8,2,"1,995","205,133","83,014","1,761","85,662","34,666","1,678","151,662","61,375",838,"40,285","16,303",433,"16,690","6,754","1,461",150,146,124,103,341,20,449,182,71,"1,193",483,43,"1,054",427,"2,564","223,859","90,593","2,400","186,282","75,386",361,"31,567","12,775",143,"6,010","2,432",203,510,0,"3,749",140,274,"1,045",895,477,357,357,107,50,30,11,5,1,0,0
241052000,24,10,52,0,10,2452000,- D'Autray,725,437,104,36,101,46,1,241,86,36,43,24,37,5,10,484,437,18,0,9,19,1,725,"134,849","54,571",709,"113,382","45,884",181,"21,467","8,687",11,625,253,174,"20,842","8,434",725,"134,849","54,571",630,"91,619","37,077",20,880,356,194,"6,382","2,583",278,"12,187","4,932",499,"23,781","9,624",630,7,21,169,168,115,63,56,14,8,6,2,1,407,"51,506","20,844",421,"24,176","9,784",358,"41,144","16,650",129,"11,136","4,507",101,"6,503","2,632",361,59,24,31,14,82,2,x,x,10,x,x,9,489,198,548,"63,257","25,599",515,"50,810","20,562",93,"11,134","4,506",29,"1,313",531,67,259,0,725,19,28,116,155,115,125,106,34,15,7,3,2,0,0,0
241052010,24,10,52,10,10,2452010,#NAME?,47,19,2,8,12,5,1,24,1,8,4,4,5,0,2,23,19,1,0,1,1,1,47,"7,421","3,003",46,"6,611","2,675",13,810,328,1,x,x,12,x,x,47,"7,421","3,003",44,"4,566","1,848",2,x,x,9,354,143,11,398,161,37,x,x,44,0,4,14,11,6,5,4,0,0,0,0,0,36,"3,010","1,218",25,"1,479",599,26,"2,097",849,28,"1,721",696,28,"1,666",674,26,9,1,5,1,19,0,0,0,1,x,x,1,x,x,40,"4,075","1,649",40,"3,413","1,381",8,x,x,1,x,x,19,63,0,47,0,1,14,6,9,5,9,3,0,0,0,0,0,0,0
241052020,24,10,52,20,10,2452020,- Lanoraie-d'Autray,52,23,3,2,17,7,0,22,1,2,10,3,5,0,1,30,23,2,0,1,4,0,52,"10,653","4,311",52,"9,028","3,654",16,"1,625",658,1,x,x,16,x,x,52,"10,653","4,311",49,"5,995","2,426",7,213,86,9,237,96,9,417,169,44,"3,791","1,534",49,1,4,13,12,9,6,2,1,0,1,0,0,40,"4,507","1,824",20,800,324,26,"2,832","1,146",31,"2,239",906,34,"2,308",934,17,14,3,8,2,14,0,0,0,3,57,23,5,156,63,44,"4,657","1,885",40,"3,871","1,567",9,x,x,1,x,x,14,34,0,52,1,4,8,3,12,7,12,3,1,1,0,0,0,0,0
241052025,24,10,52,25,10,2452025,#NAME?,111,63,15,7,17,9,0,45,13,7,6,7,6,3,3,66,63,2,0,0,1,0,111,"19,615","7,938",107,"16,363","6,622",30,"3,252","1,316",0,0,0,30,"3,252","1,316",111,"19,615","7,938",100,"13,854","5,607",3,118,48,24,646,261,36,"1,374",556,76,"3,623","1,466",100,2,5,25,25,21,10,7,3,0,2,0,0,74,"8,163","3,303",56,"3,478","1,407",58,"5,774","2,337",41,"3,992","1,616",33,"2,319",938,46,11,3,11,1,26,0,0,0,1,x,x,2,x,x,87,"11,146","4,511",75,"7,077","2,864",27,"3,685","1,491",7,384,155,27,150,0,111,4,2,22,20,17,24,15,3,2,1,1,0,0,0,0
241052030,24,10,52,30,10,2452030,- Sainte-êlisabeth,94,60,19,3,10,2,0,23,12,3,7,0,1,0,0,71,60,7,0,2,2,0,94,"17,024","6,889",93,"15,095","6,109",14,"1,929",781,2,x,x,12,x,x,94,"17,024","6,889",85,"14,125","5,716",2,x,x,30,739,299,36,890,360,57,x,x,85,0,2,14,26,15,11,11,3,3,0,0,0,58,"9,553","3,866",64,"4,494","1,819",57,"8,121","3,286",4,777,314,1,x,x,51,11,7,0,3,6,1,x,x,1,x,x,0,0,0,78,"10,002","4,048",74,"8,645","3,499",15,"1,183",479,3,174,70,2,x,0,94,2,4,13,24,14,16,13,3,4,1,0,0,0,0,0
241052040,24,10,52,40,10,2452040,#NAME?,54,33,7,3,7,4,0,12,5,3,0,0,3,1,0,42,33,2,0,3,4,0,54,"10,253","4,149",50,"8,274","3,348",14,"1,979",801,1,x,x,14,x,x,54,"10,253","4,149",47,"7,978","3,229",0,0,0,15,533,216,14,413,167,36,"1,329",538,47,1,1,14,8,11,2,5,3,1,1,0,0,34,"5,604","2,268",26,"2,003",811,31,"4,279","1,732",6,"1,476",597,1,x,x,25,2,3,2,1,3,0,0,0,0,0,0,0,0,0,42,"6,148","2,488",40,"5,058","2,047",6,"1,090",441,0,0,0,1,x,0,54,3,3,9,12,7,5,9,3,2,1,0,0,0,0,0
241052045,24,10,52,45,10,2452045,#NAME?,34,29,3,1,1,0,0,5,3,1,1,0,0,0,0,29,29,0,0,0,0,0,34,"5,928","2,399",33,"4,665","1,888",13,"1,263",511,1,x,x,13,x,x,34,"5,928","2,399",31,"3,852","1,559",1,x,x,14,543,220,12,968,392,24,x,x,31,0,0,10,8,7,4,2,0,0,0,0,0,17,"1,338",541,26,793,321,16,"1,151",466,1,x,x,1,x,x,19,0,1,0,0,2,0,0,0,0,0,0,1,x,x,31,"2,129",862,31,"2,038",825,2,x,x,2,x,x,1,x,0,34,1,0,4,7,8,9,3,1,1,0,0,0,0,0,0
241052055,24,10,52,55,10,2452055,- Saint-BarthÇlÇmy,79,47,20,4,7,1,0,30,18,4,2,0,5,0,1,49,47,2,0,0,0,0,79,"17,796","7,202",78,"14,393","5,825",24,"3,403","1,377",1,x,x,23,x,x,79,"17,796","7,202",76,"13,073","5,290",1,x,x,22,765,310,42,"2,353",952,44,x,x,76,0,0,20,24,12,6,10,0,1,2,1,0,47,"6,560","2,655",52,"2,256",913,53,"5,923","2,397",7,212,86,0,0,0,61,1,0,0,0,3,0,0,0,1,x,x,0,0,0,69,"7,861","3,181",66,"6,157","2,492",11,x,x,1,x,x,0,0,0,79,1,0,9,22,14,12,13,3,2,1,2,0,0,0,0
241052065,24,10,52,65,10,2452065,#NAME?,92,63,13,2,10,4,0,26,13,2,2,1,6,0,2,66,63,0,0,1,2,0,92,"18,990","7,685",91,"15,748","6,373",25,"3,242","1,312",2,x,x,23,x,x,92,"18,990","7,685",77,"14,201","5,747",2,x,x,24,694,281,41,"1,649",667,54,x,x,77,0,1,12,27,13,10,8,2,3,0,0,1,52,"7,388","2,990",51,"2,159",874,48,"5,882","2,380",8,479,194,3,105,42,55,6,2,0,2,3,1,x,x,1,x,x,0,0,0,67,"9,837","3,981",62,"7,922","3,206",11,"1,832",741,3,83,34,2,x,0,92,0,1,15,25,11,18,13,5,2,1,0,1,0,0,0
241052070,24,10,52,70,10,2452070,#NAME?,44,26,9,1,5,3,0,14,7,1,2,1,1,1,1,30,26,2,0,0,2,0,44,"9,900","4,006",43,"8,162","3,303",7,"1,738",703,1,x,x,7,x,x,44,"9,900","4,006",38,"6,335","2,564",0,0,0,13,402,163,20,"1,441",583,31,"1,722",697,38,1,1,12,6,9,3,3,2,0,0,1,0,24,"3,973","1,608",33,"2,252",911,22,"3,613","1,462",0,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31,"4,437","1,796",31,"4,088","1,654",1,x,x,4,x,x,0,0,0,44,1,1,7,5,8,11,6,2,1,1,0,1,0,0,0
241052085,24,10,52,85,10,2452085,#NAME?,85,50,9,3,12,11,0,31,9,3,8,8,3,0,0,54,50,0,0,1,3,0,85,"10,281","4,161",84,"8,785","3,555",17,"1,496",605,1,x,x,16,x,x,85,"10,281","4,161",57,"5,073","2,053",1,x,x,18,643,260,40,"1,566",634,66,x,x,57,2,2,27,11,8,5,2,0,0,0,0,0,16,863,349,44,"3,035","1,228",17,"1,372",555,2,x,x,0,0,0,24,2,2,2,2,5,0,0,0,1,x,x,0,0,0,41,"2,256",913,40,"2,124",860,0,0,0,3,132,53,1,x,0,85,6,12,12,22,10,12,8,3,0,0,0,0,0,0,0
241052090,24,10,52,90,10,2452090,#NAME?,33,24,4,2,3,0,0,9,4,2,1,0,2,0,0,24,24,0,0,0,0,0,33,"6,988","2,828",32,"6,258","2,533",8,730,295,0,0,0,8,730,295,33,"6,988","2,828",26,"2,567","1,039",1,x,x,16,826,334,17,718,291,30,x,x,26,0,1,8,10,4,1,2,0,0,0,0,0,9,547,221,24,"1,427",577,4,100,40,1,x,x,0,0,0,14,2,2,3,2,0,0,0,0,1,x,x,0,0,0,18,709,287,16,417,169,3,134,54,4,158,64,0,0,0,33,0,0,3,9,5,6,5,5,0,0,0,0,0,0,0
241060000,24,10,60,0,10,2460000,- L'Assomption,202,135,28,10,20,7,2,59,25,10,8,5,9,0,2,143,135,3,0,2,1,2,202,"31,435","12,721",195,"22,012","8,908",66,"9,423","3,813",7,358,145,62,"9,065","3,668",202,"31,435","12,721",177,"23,641","9,567",4,121,49,52,"1,451",587,60,"2,266",917,126,"3,956","1,601",178,3,7,64,47,27,11,11,3,2,1,2,0,136,"16,542","6,694",100,"3,741","1,514",119,"11,742","4,752",46,"3,429","1,388",27,"1,202",486,103,9,12,14,9,18,0,0,0,1,x,x,3,x,x,163,"17,397","7,040",156,"14,719","5,957",25,"2,081",842,7,597,242,10,x,0,202,5,10,47,52,36,23,16,7,2,2,2,0,0,0,0
241060010,24,10,60,10,10,2460010,#NAME?,30,21,4,3,1,1,0,9,4,3,0,1,1,0,0,21,21,0,0,0,0,0,30,"5,440","2,201",28,"3,705","1,499",14,"1,735",702,4,271,110,11,"1,464",592,30,"5,440","2,201",26,"3,909","1,582",1,x,x,16,617,250,12,501,203,17,x,x,27,0,1,12,5,4,2,2,0,0,0,1,0,20,"1,953",790,15,533,216,14,999,404,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,x,x,0,0,0,24,"2,371",960,24,x,x,1,x,x,0,0,0,0,0,0,30,2,1,5,9,4,2,4,2,0,0,1,0,0,0,0
241060020,24,10,60,20,10,2460020,#NAME?,28,16,4,1,5,2,0,9,3,1,1,1,2,0,1,19,16,1,0,1,1,0,28,"6,546","2,649",28,"3,058","1,238",11,"3,488","1,412",1,x,x,11,x,x,28,"6,546","2,649",23,"5,456","2,208",0,0,0,3,169,68,5,284,115,15,637,258,23,0,0,11,1,3,1,3,2,1,0,1,0,18,"4,106","1,662",4,124,50,16,"3,658","1,480",7,617,250,2,x,x,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,22,"4,982","2,016",22,"4,258","1,723",2,x,x,1,x,x,0,0,0,28,1,1,8,6,2,2,2,3,2,0,1,0,0,0,0
241060030,24,10,60,30,10,2460030,- L'Assomption,57,36,8,3,6,2,2,17,7,3,3,2,2,0,0,40,36,1,0,1,0,2,57,"8,754","3,543",54,"7,023","2,842",17,"1,731",701,1,x,x,16,x,x,57,"8,754","3,543",50,"6,264","2,535",3,x,x,14,352,142,16,441,178,40,x,x,50,2,1,11,19,10,3,2,1,1,0,0,0,46,"5,335","2,159",34,"1,239",501,40,"3,786","1,532",20,"1,289",522,17,735,297,30,1,2,5,2,7,0,0,0,0,0,0,3,x,x,48,"4,599","1,861",45,"3,999","1,618",9,548,222,3,52,21,5,6,0,57,1,1,11,13,16,8,5,1,0,1,0,0,0,0,0
241060040,24,10,60,40,10,2460040,- L'êpiphanie,50,33,9,2,6,0,0,16,8,2,4,0,2,0,0,34,33,1,0,0,0,0,50,"6,357","2,573",48,"4,349","1,760",14,"2,008",813,0,0,0,14,"2,008",813,50,"6,357","2,573",47,"5,415","2,191",0,0,0,12,192,78,12,478,193,24,272,110,47,0,3,17,13,7,4,2,0,0,1,0,0,28,"3,441","1,393",29,"1,276",516,29,"2,424",981,8,"1,013",410,1,x,x,37,3,5,3,2,6,0,0,0,0,0,0,0,0,0,40,"3,458","1,399",38,"2,672","1,081",8,x,x,1,x,x,3,7,0,50,0,4,15,12,10,5,3,0,0,1,0,0,0,0,0
241060045,24,10,60,45,10,2460045,- Saint-GÇrard-Majella,37,29,3,1,2,2,0,8,3,1,0,1,2,0,1,29,29,0,0,0,0,0,37,"4,338","1,756",37,"3,877","1,569",10,461,187,1,x,x,10,x,x,37,"4,338","1,756",31,"2,597","1,051",0,0,0,7,121,49,15,562,227,30,"1,058",428,31,1,2,13,9,3,1,2,0,0,0,0,0,24,"1,707",691,18,569,230,20,875,354,11,510,206,7,152,62,12,5,3,6,4,5,0,0,0,0,0,0,0,0,0,29,"1,987",804,27,x,x,5,208,84,2,x,x,2,x,0,37,1,3,8,12,4,6,2,1,0,0,0,0,0,0,0
241061000,24,10,61,0,10,2461000,#NAME?,263,166,43,11,33,10,0,81,37,10,18,6,7,0,3,182,166,6,1,6,3,0,263,"39,545","16,003",260,"33,132","13,408",69,"6,413","2,595",2,x,x,68,x,x,263,"39,545","16,003",234,"25,564","10,345",9,130,53,73,"2,416",978,89,"3,713","1,503",183,"7,722","3,125",234,5,13,75,70,39,18,9,2,2,1,0,0,144,"13,213","5,347",162,"10,051","4,067",102,"7,776","3,147",41,"2,554","1,034",33,"1,758",711,106,14,14,12,6,31,2,x,x,5,x,x,2,x,x,188,"14,005","5,668",175,"10,538","4,265",26,"3,131","1,267",5,336,136,14,21,0,263,6,10,51,65,52,36,33,5,3,2,0,0,0,0,0
241061005,24,10,61,5,10,2461005,#NAME?,109,77,14,5,9,4,0,29,13,5,7,3,1,0,0,80,77,1,0,1,1,0,109,"17,453","7,063",108,"13,828","5,596",34,"3,625","1,467",0,0,0,34,"3,625","1,467",109,"17,453","7,063",93,"11,140","4,508",3,12,5,31,971,393,34,"1,739",704,70,"3,591","1,453",93,4,6,33,24,8,7,7,1,2,1,0,0,65,"7,122","2,882",56,"3,684","1,491",52,"5,194","2,102",15,"1,173",475,11,x,x,39,6,8,5,2,11,1,x,x,2,x,x,0,0,0,74,"6,954","2,814",69,"4,770","1,930",10,x,x,3,x,x,3,x,0,109,4,5,21,32,16,11,12,4,2,2,0,0,0,0,0
241061040,24,10,61,40,10,2461040,#NAME?,81,46,20,4,9,2,0,26,16,3,3,1,3,0,0,55,46,4,1,3,1,0,81,"10,686","4,324",81,"8,959","3,626",21,"1,727",699,2,x,x,20,x,x,81,"10,686","4,324",74,"7,425","3,005",2,x,x,23,599,242,39,"1,323",535,57,x,x,74,0,3,23,31,10,5,1,1,0,0,0,0,37,"2,685","1,087",59,"3,677","1,488",29,"1,520",615,5,67,27,1,x,x,35,0,4,1,1,6,1,x,x,0,0,0,1,x,x,57,"2,628","1,064",56,"2,510","1,016",3,x,x,1,x,x,3,3,0,81,1,3,19,22,19,9,6,1,1,0,0,0,0,0,0
241061045,24,10,61,45,10,2461045,#NAME?,22,10,5,1,5,1,0,10,4,1,2,0,1,0,2,12,10,1,0,0,1,0,22,"3,170","1,283",21,"2,750","1,113",5,420,170,0,0,0,5,420,170,22,"3,170","1,283",21,"2,258",914,1,x,x,3,42,17,2,x,x,16,x,x,21,1,1,6,3,7,3,0,0,0,0,0,0,15,"1,487",602,11,589,238,7,408,165,9,602,244,8,551,223,10,2,0,2,0,4,0,0,0,0,0,0,1,x,x,20,"1,725",698,19,"1,348",546,4,377,153,0,0,0,1,x,0,22,0,1,4,4,4,5,4,0,0,0,0,0,0,0,0
241061050,24,10,61,50,10,2461050,- Sainte-MÇlanie,51,33,4,1,10,3,0,16,4,1,6,2,2,0,1,35,33,0,0,2,0,0,51,"8,236","3,333",50,"7,595","3,074",9,641,259,0,0,0,9,641,259,51,"8,236","3,333",46,"4,741","1,919",3,102,41,16,804,325,14,x,x,40,x,x,46,0,3,13,12,14,3,1,0,0,0,0,0,27,"1,919",777,36,"2,101",850,14,654,265,12,712,288,13,752,304,22,6,2,4,3,10,0,0,0,3,102,41,0,0,0,37,"2,698","1,092",31,"1,910",773,9,x,x,1,x,x,7,8,0,51,1,1,7,7,13,11,11,0,0,0,0,0,0,0,0
241062000,24,10,62,0,10,2462000,#NAME?,304,190,41,23,27,23,0,90,34,21,13,9,7,2,4,214,190,7,2,4,11,0,304,"37,793","15,294",296,"33,841","13,695",37,"3,952","1,599",6,868,351,32,"3,084","1,248",304,"37,793","15,294",190,"15,555","6,295",6,111,45,84,"2,787","1,128",99,"3,584","1,450",263,"15,756","6,376",190,3,17,86,50,18,8,5,1,2,0,0,0,77,"6,276","2,540",151,"9,090","3,679",70,"4,783","1,936",13,361,146,8,80,32,79,13,7,7,16,23,3,52,21,3,x,x,1,x,x,143,"7,550","3,055",135,x,x,17,x,x,8,x,x,12,28,0,304,13,31,81,71,39,21,36,9,2,1,0,0,0,0,0
241062010,24,10,62,10,10,2462010,- Saint-FÇlix-de-Valois,109,58,17,4,17,13,0,38,12,4,9,6,6,1,0,71,58,5,0,1,7,0,109,"9,896","4,005",108,"8,152","3,299",14,"1,744",706,2,x,x,13,x,x,109,"9,896","4,005",63,"5,875","2,378",2,x,x,21,588,238,23,795,322,99,x,x,63,0,7,25,15,10,3,1,1,1,0,0,0,26,"2,756","1,115",53,"3,712","1,502",29,"2,537","1,027",2,x,x,0,0,0,20,1,3,2,7,9,1,x,x,1,x,x,0,0,0,51,"3,629","1,469",47,"2,394",969,10,951,385,4,284,115,3,4,0,109,5,25,31,22,6,10,8,1,1,0,0,0,0,0,0
241062015,24,10,62,15,10,2462015,#NAME?,58,38,8,5,4,3,0,15,6,3,3,1,0,0,2,43,38,2,2,0,1,0,58,"7,979","3,229",56,"7,295","2,952",6,684,277,1,x,x,5,x,x,58,"7,979","3,229",33,"3,053","1,236",2,x,x,15,503,204,19,573,232,51,x,x,33,1,2,16,7,4,0,2,0,1,0,0,0,12,945,382,29,"2,350",951,10,"1,117",452,3,113,46,3,66,27,14,6,3,2,2,4,2,x,x,1,x,x,0,0,0,21,"1,456",589,20,x,x,2,x,x,1,x,x,2,x,0,58,1,5,14,9,19,3,4,2,0,1,0,0,0,0,0
241062020,24,10,62,20,10,2462020,- Sainte-BÇatrix,51,34,7,6,3,1,0,15,7,6,1,0,1,0,0,36,34,0,0,1,1,0,51,"7,123","2,883",50,"6,762","2,736",3,361,146,0,0,0,3,361,146,51,"7,123","2,883",34,"2,199",890,2,x,x,19,660,267,17,830,336,43,x,x,34,2,3,17,8,1,2,1,0,0,0,0,0,10,787,318,25,"1,216",492,9,357,144,4,180,73,2,x,x,14,2,0,2,3,6,0,0,0,1,x,x,1,x,x,22,784,317,21,733,297,3,51,21,0,0,0,4,15,0,51,2,0,18,12,3,5,9,2,0,0,0,0,0,0,0
