AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
241135020,24,11,35,20,2435020,- Saint-SÇverin,35,"1,910,185",10,"5,750",10,"5,750",0,0,25,"264,759",15,"187,329",15,"77,430",34,"50,486",25,"303,461",19,"115,677",18,"187,784",33,x,34,"227,486",33,"63,952",34,"163,534",17,"36,637",31,"126,535",20,"81,797",18,x,26,x,33,"497,538",32,"332,422",32,"279,999",17,"84,285",32,"80,831",4,x,21,"384,296",35,"2,390,760",1,2,2,7,4,7,12,0,0,34,21,11,0,0,0,1,1,0,0,0,0,0,6,"5,879",1,x,25,497,7,250,20,247
241135030,24,11,35,30,2435030,- Saint-Tite,55,"2,933,639",17,"22,650",17,x,1,x,35,"366,278",19,"233,193",21,"133,085",48,"103,818",37,"444,647",20,"63,544",32,"381,103",43,"19,609",52,"359,253",47,"114,900",46,"244,353",21,"43,764",40,"191,146",29,"103,657",23,"18,089",31,"69,400",43,"798,923",43,"581,319",43,"428,361",17,"87,193",40,"130,411",6,"5,951",38,"577,600",55,"3,989,303",2,5,6,7,8,15,10,1,1,53,27,11,2,0,0,0,4,0,0,8,0,1,13,"119,515",12,"29,740",35,655,5,141,35,514
241135035,24,11,35,35,2435035,- HÇrouxville,28,"1,833,717",11,"53,648",11,x,1,x,15,"275,092",10,"168,304",12,"106,788",24,"57,329",19,"226,642",12,"93,203",13,"133,439",22,x,25,"216,762",23,"85,314",18,"131,448",10,"46,083",20,"156,897",14,"68,281",9,"32,741",14,"55,875",24,"610,470",22,"333,157",21,"289,359",16,"224,105",22,"53,208",1,x,18,"181,631",28,"1,916,630",2,2,5,4,3,5,6,1,0,26,10,7,1,1,0,0,2,0,0,5,0,0,0,0,1,x,15,479,3,134,13,345
241135050,24,11,35,50,2435050,- Sainte-Thäcle,53,"2,859,742",18,"13,818",16,x,2,x,35,"319,456",24,"189,022",19,"130,434",49,"140,213",35,"306,000",22,"104,265",23,"201,735",41,"17,511",48,"332,163",43,"82,808",37,"249,355",22,"116,350",39,"220,290",26,"112,610",19,"24,777",28,"82,903",41,"655,936",41,"438,767",41,"359,815",14,"136,721",37,"80,448",5,"20,395",38,"717,610",53,"3,499,399",7,4,3,4,4,19,11,1,0,46,26,8,0,0,0,2,0,1,0,8,0,1,12,"52,812",11,"26,459",35,923,10,392,32,531
241136000,24,11,36,0,2436000,- Le Centre-de-la-Mauricie,144,"7,809,940",30,"51,962",29,x,2,x,81,"841,428",39,"386,065",63,"455,363",118,"267,374",87,"728,969",55,"291,327",61,"437,642",111,x,130,"792,753",121,"266,096",115,"526,657",59,"176,524",101,"764,105",78,"312,724",59,"114,709",80,"336,672",90,"2,964,889",89,"1,829,562",85,"1,627,470",42,"938,648",79,"196,679",23,x,89,"1,047,644",144,"9,512,373",12,21,18,21,16,29,17,6,4,132,36,21,1,7,1,3,19,5,4,24,3,8,22,"35,512",17,"18,305",81,"1,975",19,592,70,"1,383"
241136005,24,11,36,5,2436005,- Charette,32,"1,400,880",4,x,3,x,1,x,12,"87,727",3,"9,900",10,"77,827",25,"52,457",15,"135,849",8,"34,641",13,"101,208",25,"11,127",28,"120,140",26,"41,842",25,"78,298",9,"34,138",18,"110,967",12,"22,210",6,"11,040",15,"77,717",24,"704,646",24,"420,413",24,"403,770",12,x,21,x,5,x,15,"116,403",32,"1,395,493",5,6,4,5,3,4,4,1,0,27,6,7,1,0,0,1,3,0,0,8,1,0,5,"5,610",4,"6,500",12,271,6,x,9,x
241136020,24,11,36,20,2436020,- Saint-Boniface-de-Shawinigan,45,"3,535,310",8,"12,861",8,x,1,x,32,"468,953",19,"283,374",25,"185,579",40,"117,004",31,"279,486",24,"118,447",19,"161,039",38,"17,735",40,"343,886",39,"85,377",38,"258,509",24,"71,645",30,"121,769",24,"76,975",20,"12,875",24,"31,919",31,"1,574,149",30,"1,063,199",30,"956,879",20,"408,939",27,"102,011",8,"78,929",32,"448,893",45,"4,290,026",1,6,5,4,5,11,7,4,2,44,15,1,0,7,0,0,8,1,0,5,2,5,5,"9,722",6,"2,775",32,854,8,278,28,576
241136035,24,11,36,35,2436035,- Shawinigan-Sud,17,"616,724",4,x,4,x,0,0,10,"53,192",7,"13,940",7,"39,252",14,"27,454",13,"99,638",7,"28,588",10,"71,050",12,x,15,"57,081",13,"28,027",12,"29,054",10,"26,686",14,"58,645",10,"26,623",6,"4,690",9,"27,332",12,"168,589",12,"136,172",12,"121,465",1,x,11,x,3,x,11,"111,595",17,"953,011",1,0,1,3,3,6,3,0,0,16,7,3,0,0,1,0,1,0,0,3,0,1,0,0,0,0,10,146,1,x,9,x
241136040,24,11,36,40,2436040,- Notre-Dame-du-Mont-Carmel,25,"1,159,240",7,"11,150",7,"11,150",0,0,14,"138,392",6,"62,593",11,"75,799",19,"46,246",14,"81,129",9,"43,023",8,"38,106",19,x,22,"174,794",21,"72,329",17,"102,465",8,"35,450",18,"387,021",18,"133,440",16,"73,324",15,"180,257",9,"82,244",9,x,6,"36,690",3,x,6,"1,926",1,x,15,"186,414",25,"1,512,774",3,5,4,4,3,3,1,1,1,22,2,4,0,0,0,2,7,3,1,3,0,0,4,"6,440",4,"5,430",14,403,3,55,12,348
241136055,24,11,36,55,2436055,- Grand'Märe,25,"1,097,786",7,"8,940",7,"8,940",0,0,13,"93,164",4,"16,258",10,"76,906",20,"24,213",14,"132,867",7,"66,628",11,"66,239",17,"7,522",25,"96,852",22,"38,521",23,"58,331",8,"8,605",21,"85,703",14,"53,476",11,"12,780",17,"19,447",14,"435,261",14,x,13,"108,666",6,x,14,x,6,"20,320",16,"184,339",25,"1,361,069",2,4,4,5,2,5,2,0,1,23,6,6,0,0,0,0,0,1,3,5,0,2,8,"13,740",3,"3,600",13,301,1,x,12,x
241137000,24,11,37,0,2437000,- Francheville,510,"42,257,137",151,"313,535",147,"300,085",12,"13,450",321,"5,402,573",198,"2,677,666",233,"2,724,907",465,"1,165,367",366,"5,586,195",210,"1,622,244",283,"3,963,951",416,"212,627",467,"4,008,647",446,"1,382,501",432,"2,626,146",270,"986,256",401,"3,552,802",346,"1,991,920",278,"605,118",311,"955,764",373,"12,940,939",364,"8,656,615",350,"7,486,018",207,"3,226,624",340,"1,057,700",79,"361,741",371,"7,726,455",510,"52,928,967",27,41,40,59,50,94,159,27,13,483,235,56,10,16,1,33,26,13,20,58,4,11,76,"376,330",53,"58,795",321,"12,684",100,"5,513",261,"7,171"
241137005,24,11,37,5,2437005,- Sainte-Anne-de-la-PÇrade,62,"4,896,838",18,"15,035",17,x,1,x,45,"894,156",34,"562,111",26,"332,045",60,"162,854",49,"990,568",27,"268,498",41,"722,070",56,"30,170",61,"433,429",58,"121,006",56,"312,423",31,"76,194",53,"362,131",46,"194,702",44,"77,613",42,"89,816",47,"1,043,747",46,"781,600",45,"654,045",25,"128,702",47,"133,445",9,"17,917",53,"870,637",62,"5,991,558",3,4,3,6,7,10,27,1,1,59,39,6,0,0,0,4,1,2,2,4,0,1,7,"11,933",8,"6,275",45,"1,779",19,"1,033",31,746
241137010,24,11,37,10,2437010,- Saint-Prosper,50,"4,227,884",9,"26,920",9,x,2,x,32,"413,665",19,"232,357",25,"181,308",47,"101,349",33,"664,450",19,"151,010",28,"513,440",33,"14,366",41,"416,938",39,"110,711",38,"306,227",32,"167,892",35,"381,430",30,"222,306",27,"52,552",26,"106,572",38,"1,080,659",37,"489,205",36,"413,172",25,"458,855",37,"132,599",5,"23,738",40,"936,477",50,"5,136,578",1,6,6,3,5,8,18,2,1,49,28,4,0,0,0,3,1,0,0,12,0,1,18,"36,524",18,"16,625",32,834,11,408,25,426
241137015,24,11,37,15,2437015,- Saint-Stanislas,50,"2,709,391",11,"12,056",11,"12,056",0,0,32,"298,754",19,"136,326",24,"162,428",46,"83,126",36,"272,254",17,"70,796",31,"201,458",43,"18,363",47,"352,777",45,"119,319",44,"233,458",28,"92,552",38,"184,921",29,"113,709",20,"19,323",31,"51,889",42,"764,095",41,"563,444",38,"424,307",25,"113,346",36,"87,305",6,"15,651",42,"614,842",50,"3,346,479",1,1,6,9,9,10,13,1,0,49,27,5,1,1,0,5,2,0,0,6,1,1,13,"47,471",10,"18,185",32,719,7,322,27,397
241137020,24,11,37,20,2437020,- Sainte-Geneviäve-de-Batiscan,30,"2,615,628",11,"25,200",11,x,1,x,19,"225,376",10,"82,331",15,"143,045",29,"79,779",22,"378,947",13,"169,318",18,"209,629",27,x,28,"231,229",28,"105,332",26,"125,897",18,"70,101",24,"203,491",22,"89,235",15,"38,910",20,"75,346",27,"941,546",27,"512,945",27,"455,465",15,"360,724",25,"67,877",1,x,22,"396,424",30,"3,281,036",3,0,3,4,3,6,7,3,1,27,14,6,1,1,0,2,0,1,0,1,0,1,5,x,0,0,19,553,4,x,17,x
241137025,24,11,37,25,2437025,- Batiscan,26,"2,032,389",9,"10,513",8,x,1,x,19,"249,728",13,"167,030",12,"82,698",25,"65,436",23,"342,049",14,"107,074",16,"234,975",23,x,25,"210,876",23,"76,624",21,"134,252",17,"72,290",23,"217,399",21,"119,618",14,"21,130",19,"76,651",24,"463,401",23,"340,877",23,"268,986",11,"51,966",23,"70,558",4,x,19,"383,575",26,"3,127,835",1,0,0,1,3,7,12,1,1,25,20,1,1,0,0,0,0,0,1,2,0,0,2,x,0,0,19,592,5,292,15,300
241137030,24,11,37,30,2437030,- Champlain,40,"4,023,001",15,"12,200",15,x,1,x,29,"677,146",20,"403,142",23,"274,004",39,"111,772",32,"653,675",24,"197,589",23,"456,086",36,"20,563",37,"510,417",37,"151,448",35,"358,969",31,"141,432",39,"466,059",38,"296,457",31,"59,699",32,"109,903",30,"707,035",30,"425,977",30,"303,975",17,"105,767",29,"175,291",11,"49,208",26,"673,494",40,"5,178,699",0,3,2,1,2,5,24,2,1,40,26,1,0,0,0,6,2,0,0,4,1,0,3,"1,825",2,x,29,"1,221",11,543,26,678
241137035,24,11,37,35,2437035,- Saint-Luc,15,"667,811",3,"2,087",3,"2,087",0,0,9,"50,517",4,"38,779",5,"11,738",14,"27,739",10,"143,737",6,"93,978",7,"49,759",11,"3,993",14,"97,749",13,"34,299",14,"63,450",8,"17,931",14,"70,589",14,"41,001",10,"5,709",12,"23,879",13,"174,047",13,"138,067",12,"115,932",4,"15,677",12,"20,303",0,0,6,"79,422",15,"979,064",1,1,3,1,1,3,5,0,0,14,8,4,0,0,0,1,0,1,0,0,0,0,1,x,0,0,9,108,1,x,8,x
241137040,24,11,37,40,2437040,- Saint-Narcisse,48,"2,489,745",17,"17,722",17,x,2,x,24,"290,354",15,"197,260",19,"93,094",43,"86,271",32,"412,761",19,"164,200",19,"248,561",37,"12,946",46,"291,136",44,"74,150",43,"216,986",25,"75,324",34,"176,473",26,"114,677",18,"17,913",23,"43,883",33,"668,486",30,"492,607",28,"391,425",17,"94,060",32,"81,819",7,"5,953",32,"452,319",48,"3,311,715",3,10,3,10,2,6,11,2,1,45,18,11,1,0,0,3,5,1,1,2,1,2,8,"15,345",3,"3,200",24,678,6,308,22,370
241137045,24,11,37,45,2437045,- Saint-Maurice,70,"4,452,185",24,"39,599",23,x,2,x,47,"502,130",29,"297,325",32,"204,805",63,"105,634",53,"646,645",29,"90,568",41,"556,077",61,"21,106",67,"495,728",64,"173,230",62,"322,498",34,"93,606",61,"495,661",52,"285,542",40,"115,756",42,"94,363",54,"975,336",53,"575,573",52,"452,066",34,"265,474",52,"134,289",12,"36,413",56,"1,040,327",70,"5,744,152",4,7,2,6,7,19,23,2,0,66,41,6,0,1,0,4,6,0,1,6,0,1,8,"66,444",3,x,47,"1,362",14,550,38,812
241137060,24,11,37,60,2437060,- Saint-Louis-de-France,33,"1,295,502",6,"52,234",6,"52,234",0,0,18,"317,587",12,"159,286",13,"158,301",27,"35,871",15,"112,893",5,"14,140",13,"98,753",25,"10,881",26,"171,916",22,"51,939",25,"119,977",12,"41,648",24,"228,276",19,"92,168",18,"52,864",19,"83,244",12,"92,788",11,"71,004",11,"48,450",6,"11,346",8,"10,438",7,"22,379",16,"209,029",33,"1,688,687",2,4,4,9,1,7,5,1,0,31,4,0,0,0,0,1,1,4,6,12,1,2,4,"11,000",3,"3,660",18,853,6,432,16,421
241137075,24,11,37,75,2437075,- Pointe-du-Lac,31,"4,844,572",11,"16,950",10,x,2,x,14,"497,202",9,"173,709",9,"323,493",26,"100,142",20,"476,528",11,"87,072",14,"389,456",23,"13,089",26,"282,615",25,"171,040",24,"111,575",12,"43,177",22,"200,901",19,"95,959",16,"36,598",18,"68,344",20,"2,202,304",20,"1,920,789",16,"1,856,186",10,"263,335",14,"18,180",4,"50,111",22,"961,553",31,"4,786,712",4,3,3,5,5,3,6,0,2,27,3,4,1,3,0,2,3,0,5,5,0,1,3,"6,850",3,"3,400",14,"1,225",6,433,11,792
241137080,24,11,37,80,2437080,- Saint-êtienne-des-Gräs,55,"8,002,191",17,"83,019",17,"83,019",0,0,33,"985,958",14,"228,010",30,"757,948",46,"205,394",41,"491,688",26,"208,001",32,"283,687",41,"42,355",49,"513,837",48,"193,403",44,"320,434",22,"94,109",34,"565,471",30,"326,546",25,"107,051",27,"131,874",33,"3,827,495",33,"2,344,527",32,"2,102,009",18,"1,357,372",25,"125,596",13,"84,509",37,"1,108,356",55,"10,356,452",4,2,5,4,5,10,8,12,5,51,7,8,5,10,1,2,5,4,4,4,0,1,4,"161,684",3,"4,150",33,"2,760",10,984,25,"1,776"
241151000,24,11,51,0,2451000,- MaskinongÇ,592,"55,800,613",164,"467,862",159,x,13,x,341,"5,311,312",210,"2,782,329",230,"2,528,983",536,"1,623,714",419,"6,581,679",251,"2,306,744",306,"4,274,935",473,"250,425",538,"4,810,347",499,"1,544,123",503,"3,266,224",328,"1,282,465",442,"4,821,967",355,"2,658,880",328,"741,069",323,"1,422,018",476,"22,766,789",463,"14,454,654",453,"12,300,111",282,"7,055,217",431,"1,256,918",109,"559,210",416,"7,324,843",592,"69,258,326",21,41,41,65,67,129,165,41,22,571,278,62,50,25,3,48,38,2,3,37,13,12,45,"206,250",36,"45,580",341,"12,997",133,"7,908",258,"5,089"
241151010,24,11,51,10,2451010,- Saint-Joseph-de-MaskinongÇ,63,"3,363,909",22,"41,692",22,x,1,x,32,"440,381",21,"301,247",19,"139,134",55,"104,258",43,"427,472",23,"116,660",33,"310,812",48,"15,462",60,"409,469",59,"132,199",57,"277,270",41,"189,164",52,"391,125",37,"226,755",39,"61,219",40,"103,151",42,"679,652",40,"472,426",39,"356,586",17,"111,999",40,"95,227",13,"29,975",42,"635,259",63,"4,476,633",1,7,7,11,6,13,16,2,0,62,29,9,0,2,0,10,6,0,1,2,0,3,3,x,3,"3,915",32,824,9,348,26,476
241151015,24,11,51,15,2451015,- Louiseville,60,"7,906,590",21,"59,338",21,x,1,x,40,"801,783",26,"385,707",30,"416,076",55,"218,121",39,"844,597",25,"400,951",30,"443,646",49,"44,800",54,"775,339",46,"180,287",51,"595,052",32,"155,551",49,"605,158",39,"379,182",40,"75,579",33,"150,397",47,"3,334,021",46,"1,865,624",46,"1,622,665",23,"1,334,459",40,"133,938",19,"108,823",40,"959,059",60,"9,962,437",1,9,2,2,6,9,21,6,4,59,27,4,4,4,0,4,2,0,1,7,4,2,2,x,3,"6,800",40,"2,022",22,990,32,"1,032"
241151020,24,11,51,20,2451020,- Yamachiche,87,"10,616,936",18,"51,508",18,x,2,x,59,"851,490",29,"407,306",44,"444,184",78,"284,246",63,"1,030,842",39,"304,482",45,"726,360",67,"30,982",75,"900,366",66,"307,515",74,"592,851",47,"230,334",64,"1,258,806",56,"713,884",53,"185,004",51,"359,918",68,"4,461,526",66,"2,963,258",65,"2,737,541",44,"1,311,941",55,"186,327",25,"235,788",64,"1,281,048",87,"12,888,340",4,5,2,5,7,17,33,11,3,83,38,3,9,10,1,12,5,0,0,5,0,0,0,0,0,0,59,"2,190",23,"1,323",43,867
241151025,24,11,51,25,2451025,- Saint-BarnabÇ,55,"7,648,438",13,"68,511",13,x,1,x,37,"501,118",19,"308,921",27,"192,197",43,"188,612",41,"901,977",32,"385,300",25,"516,677",43,"29,387",50,"462,829",47,"194,418",45,"268,411",29,"105,147",33,"486,239",30,"281,579",23,"64,589",26,"140,071",48,"4,038,309",47,"1,820,874",44,"1,521,872",25,"2,003,434",43,"214,001",5,"11,115",38,"855,194",55,"8,957,852",2,4,3,5,8,8,17,3,5,53,21,13,5,0,0,3,4,0,1,6,0,0,1,x,1,x,37,"1,730",14,"1,295",28,435
241151030,24,11,51,30,2451030,- Saint-SÇväre,42,"3,395,992",12,"23,790",12,"23,790",0,0,26,"342,353",16,"203,103",17,"139,250",42,"89,330",36,"375,168",17,"104,575",25,"270,593",41,x,42,"334,704",38,"95,573",42,"239,131",32,"90,070",37,"453,097",33,"275,723",29,"63,925",25,"113,449",37,"1,227,806",36,"858,681",36,"745,359",27,"262,986",35,"106,139",4,x,34,"406,799",42,"4,501,795",0,0,4,4,2,10,20,2,0,42,27,6,2,0,1,4,2,0,0,0,0,0,1,x,0,0,26,769,12,551,16,218
241151035,24,11,51,35,2451035,- Saint-LÇon-le-Grand,82,"8,433,725",16,"56,368",16,x,1,x,48,"1,171,488",34,"466,700",26,"704,788",78,"275,758",62,"1,043,940",38,"299,128",50,"744,812",63,"44,055",75,"694,906",70,"224,798",71,"470,108",47,"202,024",65,"782,875",54,"331,326",49,"173,568",48,"277,981",72,"3,089,370",72,"2,297,221",71,"1,666,062",45,"558,507",70,"233,642",13,"42,929",62,"1,030,012",82,"10,377,127",1,1,7,8,10,24,21,6,4,81,45,3,12,3,0,6,4,0,0,4,2,2,3,960,6,"3,100",48,"2,279",23,"1,730",33,549
241151040,24,11,51,40,2451040,- Sainte-Ursule,55,"4,193,673",23,"49,059",21,"34,166",4,"14,893",28,"286,784",21,"190,751",19,"96,033",52,"161,734",38,"528,167",18,"135,438",28,"392,729",43,x,54,"381,954",52,"133,423",48,"248,531",37,"108,550",41,"236,115",34,"129,995",31,"38,791",33,"67,329",48,"1,701,910",48,"1,332,189",46,"1,141,548",33,"270,701",46,"99,020",6,x,39,"677,995",55,"5,342,510",2,5,2,6,5,18,13,3,1,53,34,3,3,1,0,1,6,0,0,1,3,1,7,"9,471",2,x,28,740,10,417,22,323
241151045,24,11,51,45,2451045,- Saint-Justin,55,"3,724,568",18,"101,351",18,"101,351",0,0,29,"402,693",16,"268,450",23,"134,243",51,"126,797",43,"621,623",27,"204,660",33,"416,963",48,"16,761",53,"427,383",51,"126,079",49,"301,304",26,"103,959",39,"330,305",27,"188,465",27,"50,160",28,"91,680",42,"888,723",42,"576,108",42,"483,617",26,"227,378",39,"85,237",10,"27,076",39,"677,897",55,"4,801,081",2,3,7,8,7,9,15,4,0,53,26,8,1,3,1,5,5,0,0,3,0,1,7,"23,642",9,"10,990",29,908,9,516,25,392
241151060,24,11,51,60,2451060,- Saint-Paulin,93,"6,516,782",21,"16,245",18,"12,845",3,"3,400",42,"513,222",28,"250,144",25,"263,078",82,"174,858",54,"807,893",32,"355,550",37,"452,343",71,"26,649",75,"423,397",70,"149,831",66,"273,566",37,"97,666",62,"278,247",45,"131,971",37,"28,234",39,"118,042",72,"3,345,472",66,"2,268,273",64,"2,024,861",42,"973,812",63,"103,387",14,"31,553",58,"801,580",93,"7,950,551",8,7,7,16,16,21,9,4,5,85,31,13,14,2,0,3,4,2,0,9,4,3,21,"119,962",12,"18,225",42,"1,535",11,738,33,797
241190000,24,11,90,0,2490000,- Le Haut-Saint-Maurice,16,"972,820",6,"4,773",6,"4,773",0,0,9,"108,033",4,"69,687",7,"38,346",14,"32,584",8,"117,244",3,"39,040",7,"78,204",12,x,13,"146,826",13,"36,201",12,"110,625",6,"11,455",13,"109,838",12,"48,269",5,"15,115",11,"46,454",12,"248,611",12,"141,027",12,"109,805",7,"86,786",10,"20,798",2,x,10,"186,533",16,"1,205,988",1,2,1,1,3,3,5,0,0,15,4,5,0,1,0,0,3,0,0,2,0,0,4,"81,587",0,0,9,450,7,375,5,75
241190020,24,11,90,20,2490020,- Langelier,16,"972,820",6,"4,773",6,"4,773",0,0,9,"108,033",4,"69,687",7,"38,346",14,"32,584",8,"117,244",3,"39,040",7,"78,204",12,x,13,"146,826",13,"36,201",12,"110,625",6,"11,455",13,"109,838",12,"48,269",5,"15,115",11,"46,454",12,"248,611",12,"141,027",12,"109,805",7,"86,786",10,"20,798",2,x,10,"186,533",16,"1,205,988",1,2,1,1,3,3,5,0,0,15,4,5,0,1,0,0,3,0,0,2,0,0,4,"81,587",0,0,9,450,7,375,5,75
241200000,24,12,0,0,2400000,"- Saguenay, Lac-Saint-Jean, Cìte-Nord","1,499","111,183,544",377,"629,071",355,"583,450",35,"45,621",999,"17,387,500",647,"9,345,256",697,"8,042,244","1,350","3,680,409","1,114","15,946,107",766,"5,675,764",803,"10,270,343","1,198","548,988","1,406","12,642,258","1,345","4,131,433","1,268","8,510,825",794,"3,434,049","1,197","8,056,602",887,"4,088,117",531,"1,252,280",893,"2,716,205","1,234","29,406,106","1,187","19,486,061","1,174","16,109,209",781,"6,731,227","1,139","3,188,818",248,"626,681","1,064","18,825,773","1,499","143,762,980",72,100,116,193,157,308,465,63,25,"1,427",757,303,13,14,0,40,93,44,17,119,14,13,285,"1,678,843",16,"28,187",999,"35,909",318,"15,974",853,"19,935"
241291000,24,12,91,0,2491000,- Le Domaine-du-Roy,243,"17,860,193",79,x,70,x,10,x,149,"2,858,706",89,x,118,x,217,"533,081",194,"2,466,720",135,"923,001",130,"1,543,719",201,"84,792",230,"1,991,486",219,"656,507",214,"1,334,979",127,"408,577",186,"973,457",120,"391,813",78,"179,066",150,"402,578",208,"4,944,893",199,"3,273,406",195,"2,616,626",128,"1,217,595",197,"453,892",39,x,184,"3,333,670",243,"23,853,388",13,8,18,28,36,63,63,9,5,230,133,42,2,2,0,14,10,6,1,17,1,2,58,"324,652",2,x,149,"5,113",47,"2,153",132,"2,960"
241291015,24,12,91,15,2491015,- Saint-Franáois-de-Sales,23,"1,128,945",13,x,11,"7,840",2,x,8,"289,600",6,x,6,x,18,"32,781",16,"204,087",14,"134,758",9,"69,329",19,x,20,"153,296",19,"62,091",19,"91,205",9,"9,178",16,"41,313",10,"25,331",3,x,13,x,21,"197,086",19,"116,656",19,"74,364",13,"57,650",18,"22,780",3,x,17,"172,253",23,"1,056,581",1,1,3,6,5,4,2,1,0,22,9,9,0,0,0,0,1,0,0,3,0,0,13,"124,744",0,0,8,373,2,x,7,x
241291020,24,12,91,20,2491020,- Chambord,27,"1,130,747",6,"16,182",5,x,1,x,16,"108,083",8,"49,358",14,"58,725",25,"39,577",22,"188,647",13,"94,095",11,"94,552",25,x,25,"149,046",24,"57,865",22,"91,181",13,"10,054",22,"33,460",9,"11,768",10,x,18,x,26,"341,187",25,"250,765",25,"151,023",16,"45,933",26,"44,489",1,x,20,"237,862",27,"1,580,688",2,1,1,2,2,18,1,0,0,25,22,2,0,0,0,0,0,0,0,1,0,0,9,"49,162",0,0,16,316,3,x,15,x
241291035,24,12,91,35,2491035,- Saint-Prime,58,"6,220,212",12,"16,874",10,x,2,x,47,"1,043,288",31,"574,096",35,"469,192",54,"194,678",51,"730,207",38,"224,726",36,"505,481",52,"27,182",56,"517,303",54,"153,765",55,"363,538",36,"150,806",43,"194,669",29,"76,759",24,"20,812",40,"97,098",53,"2,196,884",50,"1,595,468",50,"1,403,421",32,"454,789",51,"146,627",13,"48,368",48,"1,099,953",58,"7,989,237",3,0,0,4,9,15,22,3,2,55,40,7,0,2,0,4,1,0,1,0,0,0,7,"34,038",0,0,47,"1,775",17,873,42,902
241291040,24,12,91,40,2491040,- Saint-FÇlicien,45,"3,511,590",19,"35,697",17,x,2,x,29,"494,578",14,"204,373",26,"290,205",39,"112,030",38,"541,553",26,"156,899",31,"384,654",36,"15,670",43,"477,421",41,"153,307",40,"324,114",28,"101,155",36,"218,138",22,"100,574",13,"17,349",28,"100,215",36,"794,251",35,"507,964",34,"404,238",26,"202,244",33,"84,043",8,"14,239",35,"706,858",45,"4,232,494",3,1,3,3,7,11,14,3,0,42,24,3,2,0,0,5,3,1,0,2,0,2,10,"61,994",0,0,29,913,9,440,27,473
241291045,24,12,91,45,2491045,- Saint-MÇthode,41,"2,115,064",6,x,6,x,0,0,22,"269,901",15,"151,744",17,"118,157",36,"72,534",29,"305,670",20,"108,646",19,"197,024",32,x,39,"298,251",39,"83,517",37,"214,734",23,"44,047",31,"144,723",21,"52,829",17,"10,496",24,"81,398",30,"613,030",30,"432,600",30,"351,916",14,"104,533",30,"75,897",8,"6,734",30,"326,105",41,"3,162,477",3,4,3,3,6,8,14,0,0,38,19,4,0,0,0,3,3,1,0,8,0,0,8,x,2,x,22,632,7,280,17,352
241291050,24,12,91,50,2491050,- La DorÇ,15,"2,153,681",9,"15,733",8,x,1,x,13,"328,965",7,"83,469",9,"245,496",15,"39,399",15,"271,159",9,"63,582",12,"207,577",15,x,15,"214,268",14,"56,320",14,"157,948",11,"80,215",14,"241,294",14,"79,101",7,x,9,x,12,"364,539",12,"150,408",11,"96,165",10,"180,004",12,"34,127",2,x,14,"538,770",15,"2,575,305",0,0,1,1,2,2,6,1,2,15,8,4,0,0,0,2,0,1,0,0,0,0,3,x,0,0,13,381,4,133,12,248
241291902,24,12,91,902,2491902,- Lac-Ashuapmushuan,34,"1,599,954",14,"14,540",13,x,2,x,14,"324,291",8,"76,210",11,"248,081",30,"42,082",23,"225,397",15,"140,295",12,"85,102",22,"6,841",32,"181,901",28,"89,642",27,"92,259",7,"13,122",24,"99,860",15,"45,451",4,"14,313",18,"40,096",30,"437,916",28,"219,545",26,"135,499",17,"172,442",27,"45,929",4,"2,135",20,"251,869",34,"3,256,606",1,1,7,9,5,5,4,1,1,33,11,13,0,0,0,0,2,3,0,3,1,0,8,"23,937",0,0,14,723,5,327,12,396
