AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
350137001,35,1,37,1,3537001,Pelee,30,15,15,25,0,5,10,10,20,10,0,5,5,5,15,47.9,65.4
350137004,35,1,37,4,3537004,Mersea,745,270,480,540,205,140,300,300,675,475,15,50,85,120,270,49.5,69.7
350137009,35,1,37,9,3537009,Gosfield South,360,125,230,265,95,50,150,160,305,230,5,15,40,65,125,51.0,75.5
350137014,35,1,37,14,3537014,Gosfield North,265,115,145,200,65,35,100,125,230,150,0,10,35,65,110,51.8,94.9
350137018,35,1,37,18,3537018,Colchester North,200,95,110,155,45,35,85,80,180,110,5,5,20,60,90,49.7,110.4
350137021,35,1,37,21,3537021,Colchester South,280,115,165,215,65,25,125,125,250,160,5,20,30,65,120,51.8,92.8
350137026,35,1,37,26,3537026,Malden,135,70,65,105,30,25,65,50,120,80,0,0,15,40,55,48.6,104.1
350137031,35,1,37,31,3537031,Anderdon,145,70,75,110,35,30,55,65,135,80,0,10,15,40,60,50.4,101.0
350137034,35,1,37,34,3537034,Sandwich West,75,40,40,60,20,10,35,30,70,45,5,10,0,15,30,49.9,86.3
350137046,35,1,37,46,3537046,Sandwich South,135,70,65,110,25,10,60,65,120,90,5,5,15,30,45,52.9,78.7
350137051,35,1,37,51,3537051,Maidstone,230,115,120,190,45,40,105,90,195,130,5,10,20,70,100,49.7,103.9
350137058,35,1,37,58,3537058,Rochester,210,95,115,155,55,30,95,80,200,110,5,15,25,50,95,50.6,103.7
350137062,35,1,37,62,3537062,Tilbury West,115,60,60,95,25,20,50,45,105,60,5,5,15,30,50,50.5,105.0
350137066,35,1,37,66,3537066,Tilbury North,205,110,95,160,50,35,95,75,175,90,10,10,30,70,115,48.0,133.9
350138000,35,1,38,0,3538000,Lambton County,3810,1600,2210,2765,1040,740,1725,1345,3480,2160,80,215,670,680,1645,48.5,84.3
350138001,35,1,38,1,3538001,Sombra,440,210,235,325,115,80,195,160,390,220,10,20,90,100,220,48.9,102.9
350138006,35,1,38,6,3538006,Dawn,300,165,135,235,70,70,145,95,280,160,10,20,50,60,140,47.1,89.2
350138009,35,1,38,9,3538009,Euphemia,175,65,100,135,40,35,75,65,165,115,5,10,20,20,60,49.1,60.2
350138012,35,1,38,12,3538012,Brooke,425,165,260,300,130,75,220,135,395,245,5,25,85,70,180,48.4,78.4
350138016,35,1,38,16,3538016,Enniskillen,490,220,275,350,135,90,230,175,455,230,15,25,125,100,260,49.1,104.5
350138023,35,1,38,23,3538023,Moore,385,180,205,285,95,55,185,145,355,180,5,15,75,105,205,49.6,117.3
350138030,35,1,38,30,3538030,Sarnia-Clearwater,205,95,110,155,50,30,70,100,180,130,5,5,35,30,75,51.4,76.7
350138034,35,1,38,34,3538034,Plympton,540,220,320,390,145,115,245,175,495,330,10,30,80,90,210,47.5,76.8
350138041,35,1,38,41,3538041,Warwick,440,140,300,300,140,105,200,135,415,275,10,30,70,50,165,46.8,64.0
350138046,35,1,38,46,3538046,Bosanquet,405,145,265,290,120,85,170,150,355,280,5,25,45,50,125,48.7,57.1
350139000,35,1,39,0,3539000,Middlesex County,4780,1660,3120,3350,1430,910,2240,1620,4385,2835,85,255,685,910,1945,48.2,81.8
350139001,35,1,39,1,3539001,Mosa,220,85,135,165,60,35,90,95,200,130,0,10,35,45,95,49.8,86.7
350139006,35,1,39,6,3539006,Ekfrid,325,125,200,235,90,50,160,115,300,170,5,15,55,75,155,49.6,101.2
350139011,35,1,39,11,3539011,Metcalfe,200,55,140,135,65,45,95,60,185,120,10,10,30,30,80,46.9,72.4
350139014,35,1,39,14,3539014,Caradoc,530,165,365,365,165,110,250,170,475,295,15,35,80,110,235,47.3,87.4
350139019,35,1,39,19,3539019,Delaware,175,70,105,125,50,30,90,55,150,95,5,10,25,35,80,47.7,88.5
350139022,35,1,39,22,3539022,Westminster,325,115,210,235,95,40,135,155,295,210,5,10,35,65,115,52.0,79.4
350139026,35,1,39,26,3539026,North Dorchester,380,105,270,270,110,75,165,135,350,235,5,20,50,75,145,48.1,81.6
350139031,35,1,39,31,3539031,West Nissouri,420,140,280,290,125,90,200,125,385,250,10,20,55,80,165,46.7,79.5
350139034,35,1,39,34,3539034,London,525,200,315,370,155,85,245,195,485,325,10,35,65,85,200,49.6,73.7
350139039,35,1,39,39,3539039,Lobo,335,125,210,240,100,40,165,135,310,160,5,25,50,95,180,50.5,107.8
350139042,35,1,39,42,3539042,East Williams,205,70,140,140,65,50,100,50,190,130,0,5,40,25,70,46.0,71.5
350139046,35,1,39,46,3539046,Adelaide,335,105,230,225,105,90,165,80,305,235,5,10,35,45,95,45.2,57.4
350139049,35,1,39,49,3539049,West Williams,155,50,100,105,45,35,85,35,145,110,5,5,25,10,45,46.2,46.8
350139054,35,1,39,54,3539054,McGillivray,385,120,260,260,120,95,170,120,350,220,0,25,60,80,165,47.0,85.1
350139058,35,1,39,58,3539058,Biddulph,265,105,155,190,75,45,130,95,245,150,5,10,45,55,115,48.9,89.7
350200000,35,2,0,0,3500000,Western Ontario Region RÇgion de l'Ouest de l'Ontario,31380,12390,18990,22405,8980,6390,15125,9865,29195,18880,705,1630,4560,5610,12505,47.3,78.4
350221000,35,2,21,0,3521000,Peel Regional Municipality,1035,435,605,780,265,165,435,440,960,685,20,50,115,170,350,50.9,72.7
350221005,35,2,21,5,3521005,Mississauga,55,30,25,45,10,5,15,30,45,35,5,0,5,10,15,55.6,78.3
350221010,35,2,21,10,3521010,Brampton,220,100,125,175,50,40,80,105,205,150,5,5,15,40,70,51.5,78.3
350221024,35,2,21,24,3521024,Caledon,765,310,450,560,200,115,340,305,710,500,10,35,90,120,265,50.4,70.7
350222000,35,2,22,0,3522000,Dufferin County,1480,600,880,1045,435,230,765,480,1375,805,35,80,260,305,675,48.5,90.2
350222001,35,2,22,1,3522001,East Garafraxa,200,80,120,145,55,25,110,60,185,120,5,5,25,35,75,49.1,78.7
350222004,35,2,22,4,3522004,East Luther,225,70,160,145,75,45,120,55,205,125,5,15,30,45,95,46.5,85.3
350222008,35,2,22,8,3522008,Amaranth,370,135,235,255,110,70,180,115,345,195,5,20,65,85,180,47.5,96.3
350222012,35,2,22,12,3522012,Mono,215,100,110,145,65,20,110,80,190,110,5,10,50,40,100,51.5,92.1
350222016,35,2,22,16,3522016,Mulmur,200,110,90,150,50,30,100,65,185,100,5,15,40,40,95,49.2,95.1
350222019,35,2,22,19,3522019,Melancthon,280,110,175,200,80,45,140,95,260,155,10,15,50,55,125,48.4,89.3
350223000,35,2,23,0,3523000,Wellington County,4275,1550,2730,2995,1280,945,2050,1280,4030,2650,70,195,580,785,1630,46.6,77.6
350223001,35,2,23,1,3523001,Puslinch,275,105,170,195,80,40,135,100,255,160,5,20,30,60,115,50.1,84.8
350223006,35,2,23,6,3523006,Guelph,190,70,120,130,55,25,80,85,170,130,5,10,15,20,60,51.5,54.7
350223011,35,2,23,11,3523011,Eramosa,380,115,260,250,130,55,185,140,360,195,10,10,65,100,185,48.9,103.4
350223016,35,2,23,16,3523016,Erin,410,145,260,280,130,60,210,140,385,200,5,25,80,100,210,48.8,108.3
350223021,35,2,23,21,3523021,West Garafraxa,265,95,170,190,75,45,135,85,250,145,0,15,55,45,120,48.0,90.2
350223024,35,2,23,24,3523024,Nichol,180,50,125,125,60,50,85,50,165,105,5,5,35,30,75,46.4,78.9
350223029,35,2,23,29,3523029,Pilkington,230,90,135,170,55,55,110,60,215,145,5,20,25,35,85,44.8,66.6
350223032,35,2,23,32,3523032,Peel,655,285,370,475,175,200,315,140,630,460,10,30,65,90,195,43.2,58.8
350223036,35,2,23,36,3523036,Maryborough,435,150,290,310,125,130,190,110,400,315,5,15,30,65,120,43.9,56.9
350223041,35,2,23,41,3523041,Minto,530,175,355,355,170,120,245,165,500,335,10,25,70,90,200,46.8,74.4
350223048,35,2,23,48,3523048,Arthur,515,180,330,360,155,120,260,140,485,335,5,15,65,95,180,45.6,76.7
350223054,35,2,23,54,3523054,West Luther,220,75,140,150,70,40,105,70,210,130,10,10,25,50,90,47.4,87.7
350224000,35,2,24,0,3524000,Halton Regional Municipality,1055,460,590,745,305,120,495,435,975,645,25,50,135,200,410,51.2,78.5
350224001,35,2,24,1,3524001,Oakville,40,25,10,25,5,0,20,15,30,20,0,0,5,5,15,51.8,81.9
350224002,35,2,24,2,3524002,Burlington,145,75,70,110,40,15,65,60,135,80,5,5,20,30,65,51.9,82.6
350224009,35,2,24,9,3524009,Milton,480,180,295,330,150,55,230,190,455,305,15,20,60,90,175,50.9,77.7
350224015,35,2,24,15,3524015,Halton Hills,390,175,210,280,110,45,180,165,355,235,5,20,45,75,155,51.4,77.7
350230000,35,2,30,0,3530000,Waterloo Regional Municipality,2265,990,1275,1665,600,560,1110,595,2120,1550,70,110,210,330,720,45.5,59.7
350230004,35,2,30,4,3530004,North Dumfries,285,105,180,205,85,35,135,110,275,170,10,10,30,60,110,50.9,84.2
350230010,35,2,30,10,3530010,Cambridge,60,25,35,40,20,0,25,35,50,40,5,0,5,10,20,54.0,74.3
350230013,35,2,30,13,3530013,Kitchener,60,15,45,45,20,5,35,20,55,45,0,0,10,10,15,49.5,66.7
350230020,35,2,30,20,3530020,Wilmot,465,150,315,315,145,75,250,140,420,285,10,25,65,80,180,47.7,78.7
350230027,35,2,30,27,3530027,Wellesley,655,365,295,505,155,235,305,120,635,480,20,45,45,70,175,41.8,43.5
350230035,35,2,30,35,3530035,Woolwich,740,335,405,560,180,205,360,175,690,530,30,30,55,95,210,44.1,51.1
350231000,35,2,31,0,3531000,Perth County,4395,1500,2890,3055,1340,1120,2115,1160,4110,2840,105,215,595,635,1550,45.1,66.2
350231001,35,2,31,1,3531001,South Easthope,210,80,125,145,60,50,100,60,200,125,0,10,30,40,80,45.5,81.3
350231006,35,2,31,6,3531006,North Easthope,390,125,260,275,110,95,185,110,370,250,10,20,50,55,135,45.9,65.2
350231009,35,2,31,9,3531009,Downie,370,100,270,250,120,95,170,100,345,230,5,20,50,60,135,45.2,71.5
350231014,35,2,31,14,3531014,Blanshard,380,155,225,265,115,100,185,95,355,215,10,25,60,60,160,45.1,77.3
350231018,35,2,31,18,3531018,Fullarton,305,100,205,210,100,70,150,85,290,185,5,20,55,40,120,45.5,68.4
350231021,35,2,31,21,3531021,Hibbert,270,120,150,195,70,65,120,85,250,170,10,15,40,35,100,47.1,67.0
350231024,35,2,31,24,3531024,Logan,480,150,335,335,150,140,220,125,440,325,15,20,55,65,155,44.5,56.7
350231028,35,2,31,28,3531028,Ellice,460,145,315,315,150,120,205,135,430,310,5,20,55,85,160,45.8,71.0
350231032,35,2,31,32,3531032,Mornington,465,210,255,335,130,135,235,95,435,325,5,25,55,55,135,43.0,54.8
350231036,35,2,31,36,3531036,Elma,605,175,425,415,190,150,325,130,565,415,20,25,65,80,190,43.9,59.4
350231041,35,2,31,41,3531041,Wallace,470,140,325,320,150,115,215,135,435,290,10,25,75,65,180,46.1,70.2
350240000,35,2,40,0,3540000,Huron County,4630,1935,2695,3360,1265,1080,2195,1355,4295,2890,115,230,650,745,1740,46.4,72.0
350240001,35,2,40,1,3540001,Usborne,285,100,185,200,85,50,145,85,265,185,0,15,40,45,100,47.6,67.5
350240004,35,2,40,4,3540004,Stephen,285,130,150,215,70,50,130,110,260,160,5,10,55,45,120,49.1,79.9
350240009,35,2,40,9,3540009,Hay,255,120,140,195,65,75,100,75,240,145,10,10,40,60,120,45.8,92.7
350240016,35,2,40,16,3540016,Tuckersmith,265,100,165,195,75,75,115,80,235,160,10,15,35,50,110,45.6,73.8
350240019,35,2,40,19,3540019,Stanley,220,85,130,155,60,55,110,60,205,120,5,20,35,30,95,45.8,72.5
350240024,35,2,40,24,3540024,Goderich,300,130,170,215,80,45,145,110,285,195,10,10,45,35,100,49.7,63.8
350240031,35,2,40,31,3540031,Colborne,165,70,95,120,45,40,85,40,150,90,0,5,25,35,70,45.9,89.2
350240034,35,2,40,34,3540034,Hullett,370,145,230,265,110,95,170,110,340,250,10,20,35,60,120,46.1,66.4
350240038,35,2,40,38,3540038,McKillop,345,155,190,255,90,90,165,85,320,220,5,15,40,60,120,44.8,68.5
350240042,35,2,40,42,3540042,Grey,375,150,225,265,110,90,185,100,350,240,10,10,45,70,130,45.5,72.3
350240046,35,2,40,46,3540046,Howick,470,190,285,340,135,125,225,125,445,320,10,25,60,60,155,44.8,60.3
350240049,35,2,40,49,3540049,Turnberry,185,65,120,130,55,40,95,55,180,110,5,15,20,35,80,47.1,90.3
350240054,35,2,40,54,3540054,Morris,325,125,205,240,90,70,150,105,295,200,10,20,60,40,130,47.1,70.2
350240058,35,2,40,58,3540058,East Wawanosh,255,90,160,180,70,55,120,70,240,150,5,10,40,40,105,46.4,81.7
350240061,35,2,40,61,3540061,West Wawanosh,205,105,100,155,50,55,100,55,190,140,5,10,25,20,65,45.3,56.1
350240064,35,2,40,64,3540064,Ashfield,315,170,145,245,70,80,140,95,285,205,10,15,30,55,115,46.5,69.7
350241000,35,2,41,0,3541000,Bruce County,3750,1535,2220,2715,1035,765,1870,1115,3445,2050,95,210,645,750,1705,47.0,88.7
350241001,35,2,41,1,3541001,Carrick,460,165,300,325,135,115,230,120,435,300,5,15,55,90,165,45.1,73.3
350241006,35,2,41,6,3541006,Culross,310,125,190,220,90,75,145,85,290,165,10,15,45,75,150,46.4,94.8
350241011,35,2,41,11,3541011,Kinloss,230,105,125,170,60,45,125,65,215,125,5,15,40,45,110,47.4,88.5
350241016,35,2,41,16,3541016,Huron,280,125,150,205,75,65,135,80,245,155,5,20,50,45,120,45.8,80.4
350241021,35,2,41,21,3541021,Kincardine,360,155,200,260,95,80,175,105,320,190,10,20,65,75,170,46.7,94.0
350241026,35,2,41,26,3541026,Bruce,265,110,150,195,70,45,135,85,240,120,0,20,50,70,140,48.2,112.3
350241031,35,2,41,31,3541031,Greenock,280,125,160,215,70,50,135,100,260,150,15,15,55,50,130,48.5,83.0
350241034,35,2,41,34,3541034,Brant,480,170,305,340,140,95,250,140,440,270,10,20,80,95,205,47.1,85.4
350241038,35,2,41,38,3541038,Elderslie,245,100,145,185,65,45,130,75,225,140,5,10,40,55,110,47.7,92.3
350241044,35,2,41,44,3541044,Saugeen,170,75,90,125,45,25,95,50,150,80,5,10,35,40,90,48.0,104.3
350241049,35,2,41,49,3541049,Arran,285,130,155,210,70,65,155,65,260,150,10,20,55,55,140,45.6,94.9
350241054,35,2,41,54,3541054,Amabel,165,60,105,115,45,25,75,65,145,85,5,5,35,30,80,50.1,94.5
350241059,35,2,41,59,3541059,Albemarle,135,55,75,90,35,35,50,45,125,65,10,20,25,15,65,46.4,75.1
350241062,35,2,41,62,3541062,Eastnor,75,25,45,50,25,20,25,30,60,50,5,0,15,10,30,49.0,71.7
350241066,35,2,41,66,3541066,Lindsay,25,10,15,20,10,5,10,15,25,15,5,0,10,0,10,54.4,64.0
350242000,35,2,42,0,3542000,Grey County,4550,1815,2740,3195,1360,795,2185,1570,4255,2460,100,285,805,905,2090,48.6,88.9
350242001,35,2,42,1,3542001,Normanby,490,145,350,335,160,65,235,190,465,290,10,40,80,75,205,49.5,74.6
350242006,35,2,42,6,3542006,Egremont,435,190,250,310,125,100,205,130,405,265,15,20,70,65,170,46.3,74.4
350242009,35,2,42,9,3542009,Proton,310,125,185,215,90,60,135,110,300,180,5,25,45,60,135,48.5,83.6
350242014,35,2,42,14,3542014,Osprey,295,120,175,210,90,55,135,105,285,150,10,25,65,45,150,48.9,86.7
350242018,35,2,42,18,3542018,Artemesia,255,90,170,175,75,60,115,85,235,130,0,10,55,55,125,47.1,95.1
350242022,35,2,42,22,3542022,Glenelg,200,85,110,130,60,30,90,70,180,95,5,10,45,35,95,49.9,94.0
350242028,35,2,42,28,3542028,Bentinck,375,130,240,255,120,70,190,110,350,180,10,25,75,80,190,47.5,98.3
350242032,35,2,42,32,3542032,Sullivan,355,175,180,260,90,65,185,100,330,195,5,20,45,75,160,46.6,87.7
350242036,35,2,42,36,3542036,Holland,230,95,135,160,70,25,125,80,220,130,0,10,60,40,105,50.1,87.8
350242039,35,2,42,39,3542039,Euphrasia,295,105,180,200,90,55,140,95,270,160,5,20,45,60,135,48.4,92.6
350242042,35,2,42,42,3542042,Collingwood,300,125,175,210,95,45,140,105,280,155,5,30,45,65,145,49.1,91.8
350242048,35,2,42,48,3542048,St. Vincent,230,105,125,165,60,30,115,80,205,120,10,15,40,50,110,50.3,93.8
350242051,35,2,42,51,3542051,Sydenham,295,125,170,215,85,60,125,110,280,155,5,15,45,65,135,49.1,96.1
350242054,35,2,42,54,3542054,Derby,210,85,130,155,60,40,100,70,195,115,5,10,25,60,95,47.6,97.0
350242062,35,2,42,62,3542062,Keppel,285,115,170,205,80,35,130,115,265,135,10,20,55,60,150,51.6,100.4
350243000,35,2,43,0,3543000,Simcoe County,3940,1575,2370,2840,1100,610,1905,1425,3625,2305,65,205,580,790,1635,49.1,86.7
350243001,35,2,43,1,3543001,Adjala,195,90,105,140,55,15,100,80,180,110,0,10,25,45,85,51.2,98.6
350243007,35,2,43,7,3543007,"Allis., Beeton, Tecum. & Totten.",325,135,195,230,100,50,150,125,305,205,5,10,50,55,120,49.2,78.2
350243014,35,2,43,14,3543014,Bradford West Gwillimbury,320,80,240,220,110,45,165,115,280,210,5,15,35,60,110,48.9,78.5
350243017,35,2,43,17,3543017,Innisfil,290,115,175,210,80,40,150,105,265,175,0,15,30,60,110,49.6,84.5
350243021,35,2,43,21,3543021,Essa,280,100,185,190,90,55,145,85,260,160,5,10,45,60,125,46.5,90.8
350243026,35,2,43,26,3543026,Tosorontio,125,55,70,90,30,25,55,45,110,80,5,5,20,15,45,48.4,65.8
350243029,35,2,43,29,3543029,Nottawasaga,435,170,265,315,125,60,200,175,405,240,10,25,75,80,195,50.6,85.8
350243036,35,2,43,36,3543036,Sunnidale,195,75,120,135,60,35,95,65,185,125,5,5,25,30,70,48.4,75.9
350243041,35,2,43,41,3543041,Vespra,180,75,100,135,45,30,85,65,160,105,0,15,25,40,75,50.4,89.6
350243046,35,2,43,46,3543046,Oro,305,130,180,230,80,50,140,120,285,190,5,15,40,55,115,49.6,73.3
350243048,35,2,43,48,3543048,Mara,175,80,100,125,50,25,75,75,160,105,5,5,25,35,75,50.4,88.0
350243049,35,2,43,49,3543049,Rama,50,20,25,35,10,10,15,20,45,25,5,5,10,10,25,49.3,111.1
350243051,35,2,43,51,3543051,Orillia,175,80,95,130,50,20,85,70,165,90,5,0,30,50,90,49.9,116.8
350243056,35,2,43,56,3543056,Medonte,190,95,95,150,45,20,100,75,175,90,0,20,25,55,100,50.0,110.7
350243061,35,2,43,61,3543061,Flos,355,125,230,260,90,75,175,105,330,215,5,20,55,70,140,46.6,83.3
350243068,35,2,43,68,3543068,Tiny,195,80,115,140,55,35,100,65,180,105,0,15,40,40,90,48.1,92.8
350243071,35,2,43,71,3543071,Tay,100,45,55,75,20,20,55,35,95,50,0,10,20,20,45,48.5,90.6
350243079,35,2,43,79,3543079,Matchedash,40,20,25,30,10,5,25,10,35,25,0,5,10,5,15,46.5,73.1
350300000,35,3,0,0,3500000,Central Ontario Region RÇgion du Centre de l'Ontario,15135,6195,8935,10920,4215,2310,7240,5580,14055,8570,270,715,2395,3185,6560,49.5,90.9
350312000,35,3,12,0,3512000,Hastings County,1790,745,1040,1320,470,305,860,625,1675,1020,30,85,280,380,770,48.8,92.9
350312001,35,3,12,1,3512001,Tyendinaga,220,110,115,175,50,40,100,85,210,125,0,5,35,55,95,50.1,97.8
350312006,35,3,12,6,3512006,Thurlow,215,90,125,165,50,35,90,90,200,130,5,10,30,45,85,51.0,91.8
350312011,35,3,12,11,3512011,Sidney,280,115,165,205,75,50,150,85,255,155,5,10,50,70,130,47.7,106.7
350312019,35,3,12,19,3512019,Rawdon,280,95,185,205,70,45,140,90,270,170,5,15,35,55,110,48.0,80.6
350312024,35,3,12,24,3512024,Huntingdon,170,70,100,125,40,25,95,50,160,100,0,10,25,40,70,48.0,92.8
350312028,35,3,12,28,3512028,Hungerford,190,85,105,135,50,30,95,65,175,105,0,5,35,40,85,49.0,101.1
350312036,35,3,12,36,3512036,Madoc,165,70,95,120,45,30,80,55,155,105,5,10,25,25,60,49.0,70.8
350312041,35,3,12,41,3512041,Marmora and Lake,65,30,45,50,20,10,30,25,70,35,0,5,15,15,35,49.0,102.4
350312048,35,3,12,48,3512048,Tudor and Cashel,55,25,25,35,20,15,30,15,50,30,5,5,10,10,20,46.7,78.1
350312071,35,3,12,71,3512071,Carlow,30,10,15,20,5,5,15,10,25,10,0,0,10,0,15,48.8,114.4
350312074,35,3,12,74,3512074,Monteagle,65,25,40,45,20,15,25,25,60,30,5,5,10,15,35,49.2,103.3
350312091,35,3,12,91,3512091,"Bangor, Wicklow and McClure",55,20,30,40,15,10,25,20,50,35,0,0,10,10,20,47.5,87.5
350313000,35,3,13,0,3513000,Prince Edward County,860,350,510,645,215,145,375,340,795,545,15,45,115,145,320,49.7,74.6
350313001,35,3,13,1,3513001,North Marysburgh,80,35,45,60,15,5,40,30,65,55,0,5,10,5,20,50.0,49.0
350313004,35,3,13,4,3513004,South Marysburgh,80,35,45,55,20,15,20,45,75,50,0,5,10,10,30,53.6,66.0
350313008,35,3,13,8,3513008,Athol,95,30,65,70,25,20,35,35,90,65,0,5,15,10,30,48.1,61.0
350313011,35,3,13,11,3513011,Hallowell,175,65,110,130,50,35,70,70,165,115,0,10,25,25,60,48.6,67.0
350313018,35,3,13,18,3513018,Sophiasburgh,155,70,85,125,35,15,80,55,145,85,5,10,25,30,70,50.8,88.4
350313022,35,3,13,22,3513022,Hillier,105,50,55,80,25,10,45,50,100,75,0,5,15,15,35,51.7,66.5
350313028,35,3,13,28,3513028,Ameliasburgh,170,65,105,125,50,40,85,50,160,90,5,10,25,45,80,47.7,98.0
350314000,35,3,14,0,3514000,Northumberland County,2200,885,1315,1595,610,345,1065,790,2075,1290,45,100,305,460,915,49.2,85.7
350314001,35,3,14,1,3514001,Murray,245,100,140,170,70,35,125,80,225,125,10,15,25,70,115,48.8,105.4
350314006,35,3,14,6,3514006,Brighton,235,90,140,180,55,40,110,80,215,155,0,10,30,30,75,48.8,61.7
350314011,35,3,14,11,3514011,Cramahe,205,80,125,145,60,40,95,70,195,125,5,10,25,40,80,48.9,79.0
350314016,35,3,14,16,3514016,Haldimand,260,95,160,180,75,40,140,80,250,140,5,10,50,55,120,48.3,96.7
350314019,35,3,14,19,3514019,Hamilton,305,130,175,215,90,45,145,120,295,180,10,5,40,70,125,50.3,89.2
350314023,35,3,14,23,3514023,Hope,260,120,140,195,65,25,130,105,250,155,5,15,25,55,100,51.6,85.8
350314026,35,3,14,26,3514026,Alnwick,95,35,50,65,30,15,35,40,85,55,5,5,15,20,35,50.7,74.7
350314029,35,3,14,29,3514029,Percy,240,90,150,175,70,45,115,85,220,130,5,15,35,60,110,48.2,95.3
350314034,35,3,14,34,3514034,Seymour,360,135,225,260,100,65,170,125,335,220,5,20,50,65,145,48.2,77.2
350315000,35,3,15,0,3515000,Peterborough County,2070,840,1230,1495,575,270,1110,700,1955,1090,40,95,375,470,980,49.5,98.6
350315001,35,3,15,1,3515001,Asphodel,260,100,165,190,75,50,155,60,255,135,10,15,45,60,125,46.9,95.4
350315006,35,3,15,6,3515006,Otonabee,355,150,205,255,100,50,180,125,340,180,10,15,65,85,170,49.7,100.4
350315007,35,3,15,7,3515007,South Monaghan,105,30,75,75,30,15,50,40,100,55,0,5,15,25,50,48.8,101.1
350315009,35,3,15,9,3515009,Cavan,300,125,170,210,85,30,160,110,290,170,5,15,45,65,130,51.1,92.2
350315011,35,3,15,11,3515011,North Monaghan,70,35,35,50,15,10,35,25,65,35,0,5,15,20,35,50.6,121.4
350315016,35,3,15,16,3515016,Ennismore,95,45,50,75,25,15,55,25,95,35,0,5,25,35,65,46.7,148.3
350315018,35,3,15,18,3515018,Smith,260,85,175,185,80,30,140,95,245,145,5,10,45,50,115,49.8,86.5
350315022,35,3,15,22,3515022,Douro,200,90,110,150,45,25,95,80,190,115,0,10,35,40,80,50.2,89.5
350315026,35,3,15,26,3515026,Dummer,175,75,105,125,50,15,105,55,170,95,5,10,30,35,80,49.5,95.4
350315031,35,3,15,31,3515031,Belmont and Methuen,125,50,75,85,40,10,70,45,120,50,5,5,40,30,75,50.1,119.2
350315038,35,3,15,38,3515038,Burleigh and Anstruther,55,30,25,45,15,10,20,25,50,30,0,5,5,20,25,51.4,106.3
350315042,35,3,15,42,3515042,Harvey,60,25,35,45,15,5,30,20,50,40,0,5,10,5,20,49.6,61.6
350316000,35,3,16,0,3516000,Victoria County,2410,985,1425,1710,695,380,1150,885,2210,1235,25,110,475,560,1175,49.6,102.6
350316001,35,3,16,1,3516001,Emily,285,115,165,205,80,45,140,100,265,140,5,10,45,85,145,49.7,110.2
350316006,35,3,16,6,3516006,Ops,325,130,195,230,95,60,145,120,300,175,5,10,65,75,150,49.1,102.8
350316008,35,3,16,8,3516008,Manvers,280,110,170,200,75,45,145,90,260,140,5,10,40,85,135,47.9,113.2
350316011,35,3,16,11,3516011,Mariposa,515,185,330,365,145,95,245,175,480,280,0,25,105,110,235,48.3,97.5
350316016,35,3,16,16,3516016,Eldon,240,105,140,170,70,35,125,80,210,120,0,20,45,60,125,47.9,101.6
350316021,35,3,16,21,3516021,Fenelon,275,110,165,190,85,40,125,110,250,135,5,15,65,60,140,51.4,103.2
350316026,35,3,16,26,3516026,Verulam,235,105,125,165,70,25,105,105,215,130,5,15,45,50,110,52.6,93.9
350316031,35,3,16,31,3516031,Somerville,85,45,35,60,25,10,35,35,80,40,0,10,25,15,45,51.0,107.9
350316034,35,3,16,34,3516034,Bexley,35,25,15,30,5,5,15,15,25,15,0,0,10,10,20,50.3,126.1
350316036,35,3,16,36,3516036,Carden,60,20,40,45,15,10,25,25,55,30,0,5,15,10,30,52.7,91.7
350316039,35,3,16,39,3516039,Dalton,35,5,30,20,15,5,15,15,35,15,0,0,10,5,15,52.9,93.9
350316042,35,3,16,42,3516042,"Laxton, Digby and Longford",40,25,15,30,15,0,20,15,35,25,5,0,10,5,15,52.0,83.7
350318000,35,3,18,0,3518000,Durham Regional Municipality,3060,1210,1855,2190,870,470,1430,1160,2850,1825,70,140,430,595,1235,49.8,84.1
350318001,35,3,18,1,3518001,Pickering,155,75,80,115,40,30,60,70,140,100,0,5,20,30,55,51.1,78.1
350318005,35,3,18,5,3518005,Ajax,50,10,40,35,15,5,20,30,40,35,0,0,5,10,15,55.6,70.3
350318009,35,3,18,9,3518009,Whitby,110,60,50,90,20,10,55,45,100,70,0,5,20,15,45,52.5,81.8
350318013,35,3,18,13,3518013,Oshawa,80,40,40,70,15,10,30,45,70,55,0,0,10,10,25,54.0,68.6
350318017,35,3,18,17,3518017,Newcastle,880,335,545,620,260,135,380,360,820,540,25,35,95,180,340,50.5,80.9
350318020,35,3,18,20,3518020,Scugog,615,275,345,450,170,85,305,225,585,370,10,25,90,120,245,49.7,83.7
350318029,35,3,18,29,3518029,Uxbridge,585,210,375,405,180,80,305,205,555,315,10,30,95,135,270,49.2,99.0
350318039,35,3,18,39,3518039,Brock,575,195,380,395,175,115,275,180,540,335,20,35,95,95,240,47.7,79.8
350319000,35,3,19,0,3519000,York Regional Municipality,1705,770,940,1250,455,295,720,690,1530,1080,25,70,210,325,630,49.7,79.8
350319028,35,3,19,28,3519028,Vaughan,130,80,50,105,30,10,60,60,100,90,0,0,15,25,45,52.0,74.4
350319036,35,3,19,36,3519036,Markham,160,75,85,125,30,35,55,65,140,110,5,5,10,25,50,49.0,65.3
