AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTFTR,TOTTFT,ETOTTFT,TOTFTR,TOTFBR,TOTFNB,NAPPLETR,APPLETA,EAPPLETA,APPLETR,APPLEBR,APPLENB,NAPSTTR,APSTTA,EAPSTTA,APSTTR,APSTBR,APSTNB,NAPSDTR,APSDTA,EAPSDTA,APSDTR,APSDBR,APSDNB,NAPDFTR,APDFTA,EAPDFTA,APDFTR,APDFBR,APDFNB,NPEARTR,PEARTA,EPEARTA,PEARTR,PEARBR,PEARNB,NPLUMTR,PLUMTA,EPLUMTA,PLUMTR,PLUMBR,PLUMNB,NSWCHTR,SWCHTA,ESWCHTA,SWCHTR,SWCHBR,SWCHNB,NSRCHTR,SRCHTA,ESRCHTA,SRCHTR,SRCHBR,SRCHNB,NPECHTR,PECHTA,EPECHTA,PECHTR,PECHBR,PECHNB,NAPCTTR,APCTTA,EAPCTTA,APCTTR,APCTBR,APCTNB,NOTREETR,OTREETA,EOTREETA,OTREETR,OTREEBR,OTREENB,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
350316021,35,3,16,21,3516021,- Fenelon,193,2,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,3,15,6,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316026,35,3,16,26,3516026,- Verulam,170,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,13,2,x,x,3,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316031,35,3,16,31,3516031,- Somerville,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316034,35,3,16,34,3516034,- Bexley,29,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316036,35,3,16,36,3516036,- Carden,41,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316039,35,3,16,39,3516039,- Dalton,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350316042,35,3,16,42,3516042,"- Laxton, Digby and Longford",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350318000,35,3,18,0,3518000,- Durham Regional Municipality,"2,090",112,"1,820",737,"334,001","292,230","41,771",110,"1,734",702,"325,038","285,408","39,630",54,575,233,"44,507","37,480","7,027",63,"1,032",418,"229,982","207,240","22,742",25,128,52,"50,549","40,688","9,861",42,75,30,"7,941","6,165","1,776",9,3,1,187,97,90,8,1,x,89,85,4,5,1,x,x,x,x,6,x,x,213,50,163,4,x,x,x,x,x,2,x,x,x,x,x,43,345,140,38,242,98,23,155,63,21,108,44,22,90,37,18,71,29,4,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,4,1,x,2,x,x
350318001,35,3,18,1,3518001,- Pickering,112,7,224,91,"38,834","36,454","2,380",7,x,x,x,x,x,3,x,x,x,x,x,6,148,60,"33,422","31,042","2,380",1,x,x,x,x,x,4,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,4,42,17,3,x,x,4,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350318005,35,3,18,5,3518005,- Ajax,30,4,x,x,x,x,x,3,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,3,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,40,16,4,40,16,1,x,x,1,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350318009,35,3,18,9,3518009,- Whitby,88,10,109,44,"24,461","24,437",24,10,106,43,x,x,x,4,31,13,x,x,x,4,57,23,"13,096","13,078",18,3,18,7,x,x,x,5,x,x,323,323,0,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,5,11,4,2,x,x,2,x,x,4,6,2,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350318013,35,3,18,13,3518013,- Oshawa,62,4,x,x,x,x,x,4,x,x,x,x,x,3,7,3,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,3,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350318017,35,3,18,17,3518017,- Newcastle,595,54,"1,165",472,"223,025","195,548","27,477",54,"1,119",453,"217,816","191,329","26,487",29,351,142,"29,669","26,345","3,324",31,672,272,"151,200","137,783","13,417",12,96,39,"36,947","27,201","9,746",20,44,18,"4,965","4,055",910,4,2,1,165,85,80,2,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,108,44,11,73,30,7,79,32,7,54,22,7,x,x,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,x
350318020,35,3,18,20,3518020,- Scugog,441,21,165,67,"27,627","23,799","3,828",20,156,63,"26,764","23,058","3,706",7,37,15,x,x,x,14,113,46,"23,586","20,168","3,418",4,6,2,x,x,x,6,3,1,330,322,8,3,x,x,x,x,x,2,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,5,23,9,5,21,8,2,x,x,2,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350318029,35,3,18,29,3518029,- Uxbridge,389,7,x,x,"6,270","4,930","1,340",7,x,x,x,x,x,2,x,x,x,x,x,3,17,7,x,x,x,2,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97,39,5,62,25,3,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350318039,35,3,18,39,3518039,- Brock,373,5,x,x,821,623,198,5,8,3,x,x,x,4,7,3,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319000,35,3,19,0,3519000,- York Regional Municipality,"1,210",43,198,80,"34,782","31,157","3,625",41,184,74,"33,909","30,622","3,287",20,51,21,"3,509","2,984",525,19,79,32,"17,026","14,520","2,506",14,54,22,"13,374","13,118",256,16,7,3,x,x,x,9,3,1,x,x,x,3,x,x,60,55,5,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,29,324,131,26,259,105,19,207,84,15,161,65,15,76,31,14,75,31,3,x,x,3,11,5,1,x,x,1,x,x,1,x,x,1,x,x,3,x,x,3,x,x
350319028,35,3,19,28,3519028,- Vaughan,104,3,13,5,x,x,x,3,13,5,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,26,7,57,23,4,29,12,4,x,x,3,x,x,3,28,11,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319036,35,3,19,36,3519036,- Markham,111,8,25,10,"3,005","2,780",225,8,22,9,"2,874","2,649",225,5,13,5,x,x,x,3,x,x,x,x,x,2,x,x,x,x,x,3,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,140,57,6,108,44,6,x,x,6,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350319038,35,3,19,38,3519038,- Richmond Hill,26,2,x,x,x,x,x,2,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319044,35,3,19,44,3519044,- Whitchurch-Stouffville,163,6,19,8,"4,004","2,846","1,158",6,18,7,"3,972","2,830","1,142",1,x,x,x,x,x,4,11,4,x,x,x,4,x,x,"2,060","1,827",233,4,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,25,3,49,20,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319046,35,3,19,46,3519046,- Aurora,29,2,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319049,35,3,19,49,3519049,- King,378,10,48,19,"12,393","10,977","1,416",8,39,16,"11,867","10,760","1,107",3,2,1,64,63,1,5,19,8,x,x,x,3,19,8,x,x,x,3,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,7,23,9,5,17,7,4,12,5,2,x,x,4,x,x,3,4,2,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350319054,35,3,19,54,3519054,- East Gwillimbury,210,5,7,3,696,402,294,5,x,x,x,x,x,2,x,x,x,x,x,4,4,2,474,183,291,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319070,35,3,19,70,3519070,- Georgina,164,5,15,6,"1,114",599,515,5,13,5,x,x,x,5,13,5,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,73,69,4,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319999,35,3,19,999,3519999,- Toronto Metropolitan Municipality,25,2,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,2,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
350344000,35,3,44,0,3544000,- Muskoka District Municipality,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,109,44,10,102,41,7,x,x,7,x,x,5,x,x,5,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x
350344002,35,3,44,2,3544002,- Gravenhurst,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350344018,35,3,44,18,3544018,- Bracebridge,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350344042,35,3,44,42,3544042,- Huntsville,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350344053,35,3,44,53,3544053,- Muskoka Lakes,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,37,5,90,36,3,27,11,3,24,10,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0
350346000,35,3,46,0,3546000,- Haliburton County,96,3,x,x,x,x,x,3,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,4,7,3,4,3,1,3,x,x,2,x,x,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350346006,35,3,46,6,3546006,- Monmouth,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346016,35,3,46,16,3546016,"- Anson, Hindon and Minden",33,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346024,35,3,46,24,3546024,- Dysart and Others,47,2,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,3,x,x,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350349000,35,3,49,0,3549000,- Parry Sound District,407,9,x,x,785,337,448,9,x,x,x,x,x,8,x,x,x,x,x,3,1,x,23,20,3,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,7,38,15,6,26,11,6,35,14,5,x,x,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350349009,35,3,49,9,3549009,- Christie,40,3,1,x,x,x,x,3,x,x,x,x,x,3,x,x,9,6,3,2,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,x,x,x,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
350349014,35,3,49,14,3549014,- Perry,24,3,5,2,x,x,x,3,5,2,x,x,x,3,5,2,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349019,35,3,49,19,3549019,- Armour,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349024,35,3,49,24,3549024,- Ryerson,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349028,35,3,49,28,3549028,- McKellar,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349042,35,3,49,42,3549042,- Chapman,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349046,35,3,49,46,3549046,- Strong,37,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349059,35,3,49,59,3549059,- South Himsworth,78,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349071,35,3,49,71,3549071,- Nipissing,47,1,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349096,35,3,49,96,3549096,"- Parry Sound, Unorganized, Centre Part",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350400000,35,4,0,0,3500000,- Eastern Ontario Region - RÇgion de l'Est de l'Ontario,"10,655",220,"1,458",590,"164,916","129,085","35,831",215,"1,363",551,"157,474","123,591","33,883",145,739,299,"45,170","33,761","11,409",83,505,204,"105,036","86,601","18,435",39,119,48,"7,268","3,229","4,039",50,35,14,"2,214","1,030","1,184",33,17,7,637,532,105,16,9,4,712,686,26,14,13,5,512,192,320,7,x,x,x,x,x,12,3,1,x,x,x,6,x,x,x,x,x,196,"1,247",505,179,968,392,120,843,341,105,650,263,115,327,132,107,251,102,13,11,5,13,8,3,21,64,26,19,56,23,0,0,0,0,0,0,11,2,1,11,2,1
350401000,35,4,1,0,3501000,"- Stormont, Dundas and Glengarry United Counties","2,203",51,478,193,"70,532","60,402","10,130",51,464,188,"70,359","60,267","10,092",37,236,95,"17,075","13,423","3,652",18,224,91,"53,085","46,700","6,385",6,4,2,199,144,55,13,9,4,73,56,17,10,3,1,78,68,10,2,x,x,x,x,x,3,x,x,12,11,1,2,x,x,x,x,x,2,x,x,x,x,x,0,0,0,0,0,0,38,178,72,33,139,56,26,122,50,21,96,39,27,54,22,24,42,17,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x
350401001,35,4,1,1,3501001,- Lancaster,188,2,x,x,x,x,x,2,x,x,x,x,x,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,5,9,4,2,x,x,2,x,x,3,3,1,3,3,1,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350401006,35,4,1,6,3501006,- Charlottenburgh,218,8,59,24,"13,618","8,459","5,159",8,54,22,"13,547","8,404","5,143",5,12,5,x,x,x,5,x,x,x,x,x,1,x,x,x,x,x,4,3,1,x,x,x,4,x,x,35,29,6,1,x,x,x,x,x,1,x,x,x,x,x,0,0,0,0,0,0,1,x,x,x,x,x,0,0,0,0,0,0,7,60,24,7,55,22,5,43,18,5,38,16,7,x,x,7,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
