HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTFAREA,TFAREA,ETFAREA,NAOWNED01,AOWNED01,EAOWNED01,NTLSRTCS01,TLSRTCS01,ETLSRTCS01,NALSDGV01,ALSDGV01,EALSDGV01,NARNTED01,ARNTED01,EARNTED01,NACRPSH01,ACRPSH01,EACRPSH01,NAOWNED,AOWNED,EAOWNED,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NACRPSHR,ACRPSHR,EACRPSHR,NAOTUSED,AOTUSED,EAOTUSED,NTOTLAND1,TOTLAND1,ETOTLAND1,NRNTEDOT,RNTEDOT,ERNTEDOT,NCRPSHROT,CRPSHROT,ECRPSHROT,NUSEDOT,USEDOT,EUSEDOT,NAREAOT1,AREAOT1,EAREAOT1,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPAST,UNIMPAST,EUNIMPAST,NWOODWET,WOODWET,EWOODWET,NWOODXMAS,WOODXMAS,EWOODXMAS,NOTHLAND,OTHLAND,EOTHLAND,NOTHLND01,OTHLND01,EOTHLND01
35,0,0,0,Ontario,"57,211","57,211","13,310,216","5,386,453","55,179","8,889,694","3,597,531","21,508","4,420,522","1,788,922",784,x,x,"20,182","3,987,629","1,613,736","2,489",x,x,"55,208","9,613,544","3,890,463",784,"115,134","46,593","18,436","3,767,400","1,524,612","2,489","323,394","130,873","2,997","252,348","102,122","57,211","14,071,820","5,694,663","8,031","607,920","246,016","1,547","111,338","45,057",930,"42,346","17,137","10,107","761,604","308,210","57,211","13,310,216","5,386,453","50,169","9,046,383","3,660,941","1,098","29,394","11,895","16,482","749,719","303,400","19,313","1,112,668","450,281","35,708","1,838,372","743,963","35,918","1,854,167","750,355","40,056","517,885","209,581","48,342","2,372,052","959,935"
35,4,0,0,Eastern Ontario Region - rÇgion de l'est de l'Ontario,"8,864","8,864","2,405,740","973,568","8,669",x,x,"3,449",x,x,91,x,x,"3,322","586,383","237,301",189,x,x,"8,671","1,864,005","754,336",91,"20,758","8,400","2,956","534,806","216,428",189,"16,950","6,859",622,"53,151","21,509","8,864","2,489,670","1,007,534",884,"68,024","27,528",109,"7,400","2,995",148,"8,506","3,442","1,104","83,930","33,965","8,864","2,405,740","973,568","7,787","1,350,412","546,492",174,"4,600","1,862","2,876","147,592","59,728","4,570","318,283","128,805","5,849","475,117","192,273","5,875","477,583","193,271","5,891","107,270","43,411","7,526","584,853","236,682"
35,5,0,0,Northern Ontario Region - rÇgion du nord de l'Ontario,"2,479","2,479","1,022,060","413,613","2,436",x,x,"1,006",x,x,60,x,x,954,"270,654","109,530",43,"6,301","2,550","2,436","755,642","305,797",60,"13,512","5,468",774,"235,943","95,483",43,"6,301","2,550",253,"34,934","14,137","2,479","1,046,332","423,435",164,"17,339","7,017",34,"3,337","1,350",35,"3,596","1,455",223,"24,272","9,823","2,479","1,022,060","413,613","2,107","380,186","153,856",51,"2,163",875,914,"96,093","38,887","1,401","222,173","89,910","1,738","277,880","112,454","1,746","278,577","112,736","1,651","42,868","17,348","2,153","321,445","130,084"
35,4,1,0,"Stormont, Dundas and Glengarry","1,811","1,811","494,589","200,153","1,778","387,535","156,830",724,"107,054","43,323",13,x,x,707,x,x,33,"2,020",817,"1,778","406,157","164,366",13,"1,157",468,625,"95,240","38,542",33,"2,020",817,130,"8,914","3,607","1,811","513,488","207,801",196,"16,407","6,640",15,"1,184",479,23,"1,308",529,230,"18,899","7,648","1,811","494,589","200,153","1,655","351,531","142,260",35,899,364,613,"22,702","9,187",744,"29,433","11,911","1,154","69,770","28,235","1,155","70,047","28,347","1,216","19,977","8,084","1,541","90,024","36,431"
35,4,1,5,South Glengarry,323,323,"96,855","39,196",317,"72,126","29,188",138,"24,729","10,007",0,0,0,136,"24,215","9,799",7,514,208,317,"76,262","30,862",0,0,0,122,"22,278","9,016",7,514,208,26,"1,937",784,323,"100,991","40,870",44,"3,290","1,331",9,720,291,4,126,51,54,"4,136","1,674",323,"96,855","39,196",288,"70,887","28,687",7,338,137,90,"2,825","1,143",142,"5,635","2,280",222,"13,471","5,452",222,"13,579","5,495",215,"3,591","1,453",277,"17,170","6,948"
35,4,1,11,South Stormont,227,227,"44,161","17,871",221,"34,816","14,090",90,"9,345","3,782",1,x,x,88,"9,187","3,718",3,x,x,221,"36,224","14,659",1,x,x,73,"7,696","3,114",3,x,x,23,"1,571",636,227,"45,649","18,473",15,"1,193",483,1,x,x,3,x,x,18,"1,488",602,227,"44,161","17,871",202,"23,809","9,635",7,111,45,92,"3,723","1,507",127,"5,411","2,190",157,"9,268","3,751",157,"9,281","3,756",147,"1,826",739,196,"11,107","4,495"
35,4,1,20,South Dundas,244,244,"72,969","29,530",241,"62,165","25,157",87,"10,804","4,372",3,531,215,84,"10,135","4,101",3,138,56,241,"63,818","25,826",3,531,215,75,"9,158","3,706",3,138,56,14,977,395,244,"74,622","30,198",19,"1,518",614,0,0,0,4,135,55,23,"1,653",669,244,"72,969","29,530",223,"52,757","21,350",0,0,0,80,"3,233","1,308",79,"3,387","1,371",160,"10,525","4,259",160,"10,575","4,280",162,"3,017","1,221",203,"13,592","5,500"
35,4,1,30,North Dundas,390,390,"95,411","38,611",383,"76,518","30,966",154,"18,893","7,646",5,322,130,148,"18,005","7,286",10,566,229,383,"82,378","33,337",5,322,130,133,"16,883","6,832",10,566,229,25,"1,122",454,390,"101,271","40,983",54,"5,699","2,306",2,x,x,3,x,x,59,"5,860","2,371",390,"95,411","38,611",364,"78,929","31,941",8,185,75,132,"3,871","1,567",103,"3,201","1,295",175,x,x,176,"6,141","2,485",255,"3,084","1,248",305,"9,225","3,733"
35,4,1,42,North Stormont,284,284,"93,134","37,690",277,x,x,116,x,x,2,x,x,115,x,x,4,x,x,277,"75,654","30,616",2,x,x,101,"17,665","7,149",4,x,x,21,"1,800",728,284,"95,479","38,639",26,"1,769",716,1,x,x,3,x,x,30,"2,345",949,284,"93,134","37,690",261,"69,470","28,114",3,88,36,97,"2,529","1,023",121,"4,883","1,976",181,"12,506","5,061",181,"12,574","5,089",198,"3,590","1,453",250,"16,164","6,541"
35,4,1,50,North Glengarry,343,343,"92,059","37,255",339,x,x,139,x,x,2,x,x,136,x,x,6,x,x,339,"71,821","29,065",2,x,x,121,"21,560","8,725",6,x,x,21,"1,507",610,343,"95,476","38,638",38,"2,938","1,189",2,x,x,6,x,x,46,"3,417","1,383",343,"92,059","37,255",317,"55,679","22,532",10,177,72,122,"6,521","2,639",172,"6,916","2,799",259,x,x,259,"17,897","7,243",239,"4,869","1,970",310,"22,766","9,213"
35,4,2,0,Prescott and Russell,"1,052","1,052","296,476","119,980","1,045",x,x,411,x,x,11,x,x,394,x,x,19,x,x,"1,046","244,116","98,790",11,"2,534","1,025",367,"57,442","23,246",19,"1,924",779,48,"1,932",782,"1,052","307,948","124,622",108,"10,127","4,098",14,718,291,13,627,254,132,"11,472","4,643","1,052","296,476","119,980",932,"232,228","93,979",17,328,133,285,"11,093","4,489",366,"14,979","6,062",581,"27,835","11,264",584,"27,994","11,329",655,"9,854","3,988",830,"37,848","15,317"
35,4,2,1,East Hawkesbury,138,138,"42,030","17,009",138,"32,551","13,173",62,"9,479","3,836",1,x,x,59,x,x,4,396,160,138,"35,043","14,181",1,x,x,58,"8,986","3,637",4,396,160,2,x,x,138,"44,589","18,045",14,x,x,1,x,x,1,x,x,16,"2,559","1,036",138,"42,030","17,009",132,"31,619","12,796",3,51,21,48,"1,629",659,59,"2,722","1,102",98,x,x,98,"4,636","1,876",91,"1,373",556,119,"6,009","2,432"
35,4,2,10,Champlain,115,115,"32,772","13,262",115,x,x,42,x,x,2,x,x,40,"8,682","3,513",2,x,x,115,"24,603","9,956",2,x,x,37,"8,450","3,420",2,x,x,5,232,94,115,"33,633","13,611",11,x,x,1,x,x,1,x,x,13,861,348,115,"32,772","13,262",100,"21,653","8,763",1,x,x,32,"1,898",768,57,"3,041","1,231",73,"4,447","1,800",73,"4,447","1,800",78,x,x,93,x,x
35,4,2,23,Alfred and Plantagenet,196,196,"52,203","21,126",194,"41,670","16,863",71,"10,533","4,263",1,x,x,69,"10,004","4,048",4,x,x,194,"43,526","17,614",1,x,x,63,"9,477","3,835",4,x,x,12,527,213,196,"54,059","21,877",13,"1,348",546,1,x,x,4,x,x,18,"1,856",751,196,"52,203","21,126",168,"40,073","16,217",2,x,x,62,"2,897","1,172",76,"3,154","1,276",105,x,x,105,"4,798","1,942",117,x,x,156,x,x
35,4,2,25,The Nation / La Nation,323,323,"98,453","39,843",320,x,x,125,x,x,2,x,x,120,"15,239","6,167",5,x,x,321,"85,085","34,433",2,x,x,111,"14,863","6,015",5,619,251,15,x,x,323,"101,798","41,196",35,"2,984","1,208",9,x,x,1,x,x,44,"3,345","1,354",323,"98,453","39,843",288,"80,299","32,496",2,x,x,79,"3,018","1,221",85,"3,489","1,412",152,"8,486","3,434",153,"8,612","3,485",194,x,x,241,x,x
35,4,2,36,Clarence-Rockland,141,141,"34,002","13,760",139,"25,154","10,179",55,"8,848","3,581",1,x,x,54,x,x,1,x,x,139,"25,912","10,486",1,x,x,50,"8,494","3,437",1,x,x,6,x,x,141,"34,760","14,067",13,x,x,1,x,x,5,102,41,17,758,307,141,"34,002","13,760",120,"25,801","10,441",5,94,38,36,842,341,61,"1,926",779,85,"4,027","1,630",86,"4,035","1,633",90,"1,304",528,115,"5,339","2,161"
35,4,2,48,Russell,139,139,"37,016","14,980",139,"27,854","11,272",56,"9,162","3,708",4,"1,237",501,52,"7,495","3,033",3,430,174,139,"29,947","12,119",4,"1,237",501,48,"7,172","2,902",3,430,174,8,323,131,139,"39,109","15,827",22,x,x,1,x,x,1,x,x,24,"2,093",847,139,"37,016","14,980",124,"32,783","13,267",4,92,37,28,809,327,28,647,262,68,x,x,69,"1,466",593,85,"1,219",493,106,"2,685","1,087"
35,4,6,0,Ottawa,"1,267","1,267","283,366","114,674","1,222","188,719","76,372",511,"94,647","38,302",32,"7,473","3,024",487,"84,886","34,352",24,"2,288",926,"1,222","201,968","81,734",32,"7,583","3,069",447,"81,418","32,949",24,"2,288",926,77,"3,857","1,561","1,267","297,114","120,238",179,"11,375","4,603",17,"1,566",634,19,807,327,207,"13,748","5,564","1,267","283,366","114,674","1,099","194,360","78,655",27,960,388,405,"15,518","6,280",553,"25,345","10,257",734,"33,672","13,627",742,"34,199","13,840",847,"12,984","5,254","1,034","47,183","19,094"
35,4,6,8,Ottawa,"1,267","1,267","283,366","114,674","1,222","188,719","76,372",511,"94,647","38,302",32,"7,473","3,024",487,"84,886","34,352",24,"2,288",926,"1,222","201,968","81,734",32,"7,583","3,069",447,"81,418","32,949",24,"2,288",926,77,"3,857","1,561","1,267","297,114","120,238",179,"11,375","4,603",17,"1,566",634,19,807,327,207,"13,748","5,564","1,267","283,366","114,674","1,099","194,360","78,655",27,960,388,405,"15,518","6,280",553,"25,345","10,257",734,"33,672","13,627",742,"34,199","13,840",847,"12,984","5,254","1,034","47,183","19,094"
35,4,7,0,Leeds and Grenville,"1,303","1,303","328,040","132,753","1,267",x,x,511,x,x,11,"2,768","1,120",489,x,x,25,"1,291",522,"1,267","254,552","103,014",11,"2,768","1,120",420,"67,052","27,135",25,"1,291",522,118,"11,979","4,848","1,303","337,642","136,639",109,"7,483","3,028",18,768,311,36,"1,351",547,157,"9,602","3,886","1,303","328,040","132,753","1,117","152,714","61,801",25,471,191,440,"20,258","8,198",774,"50,127","20,286",938,"87,881","35,564",942,"88,202","35,694",901,"16,268","6,583","1,159","104,470","42,278"
35,4,7,4,Edwardsburgh/Cardinal,129,129,"28,811","11,659",126,"23,256","9,411",50,"5,555","2,248",6,x,x,46,"5,016","2,030",1,x,x,126,"24,137","9,768",6,x,x,37,"4,356","1,763",1,x,x,13,660,267,129,"29,692","12,016",7,570,231,0,0,0,6,311,126,13,881,357,129,"28,811","11,659",113,"16,574","6,707",1,x,x,40,"1,472",596,63,"2,274",920,92,x,x,92,"6,940","2,809",77,x,x,116,x,x
35,4,7,6,Augusta,126,126,"30,550","12,363",121,"21,518","8,708",41,"9,032","3,655",0,0,0,40,x,x,2,x,x,121,"22,211","8,988",0,0,0,36,"8,050","3,258",2,x,x,9,x,x,126,"31,243","12,644",13,x,x,2,x,x,4,42,17,19,693,280,126,"30,550","12,363",106,"13,519","5,471",4,76,31,38,"1,666",674,70,"3,138","1,270",108,"10,672","4,319",109,"10,730","4,342",88,"1,421",575,120,"12,151","4,917"
35,4,7,14,Elizabethtown-Kitley,230,230,"60,020","24,289",222,"44,769","18,117",83,"15,251","6,172",0,0,0,80,"14,806","5,992",5,445,180,222,"46,288","18,732",0,0,0,71,"12,277","4,968",5,445,180,16,"2,529","1,023",230,"61,539","24,904",16,"1,037",420,3,130,53,7,352,142,26,"1,519",615,230,"60,020","24,289",200,"27,466","11,115",5,55,22,79,"3,299","1,335",147,"9,259","3,747",175,"17,263","6,986",176,"17,322","7,010",155,"2,619","1,060",204,"19,941","8,070"
35,4,7,17,Front of Yonge,44,44,"10,819","4,378",42,"7,541","3,052",18,"3,278","1,327",0,0,0,18,x,x,1,x,x,42,"7,620","3,084",0,0,0,15,x,x,1,x,x,4,168,68,44,"10,898","4,410",5,79,32,0,0,0,0,0,0,5,79,32,44,"10,819","4,378",38,"4,041","1,635",3,40,16,15,782,316,28,"2,212",895,33,x,x,33,"3,348","1,355",26,396,160,39,"3,744","1,515"
35,4,7,21,Leeds and the Thousand Islands,232,232,"61,422","24,857",227,"43,992","17,803",108,"17,430","7,054",2,x,x,101,"16,850","6,819",7,x,x,227,"45,977","18,606",2,x,x,85,"14,758","5,972",7,x,x,28,"2,092",847,232,"63,407","25,660",23,"1,810",732,3,77,31,8,98,40,31,"1,985",803,232,"61,422","24,857",194,"30,274","12,251",4,155,63,84,"4,521","1,830",147,"10,537","4,264",158,x,x,159,"13,225","5,352",170,"2,710","1,097",203,"15,935","6,449"
35,4,7,40,Rideau Lakes,240,240,"72,908","29,505",234,"54,785","22,171",101,"18,123","7,334",2,x,x,98,"16,599","6,717",2,x,x,234,"57,229","23,160",2,x,x,90,"14,002","5,666",2,x,x,15,"2,597","1,051",240,"75,352","30,494",20,"2,096",848,3,170,69,5,178,72,27,"2,444",989,240,"72,908","29,505",216,"27,309","11,052",4,42,17,82,"4,870","1,971",161,"16,287","6,591",171,x,x,171,"20,448","8,275",168,"3,952","1,599",209,"24,400","9,874"
35,4,7,42,Athens,48,48,"14,074","5,696",48,"10,949","4,431",16,"3,125","1,265",0,0,0,16,"3,125","1,265",0,0,0,48,"11,174","4,522",0,0,0,15,x,x,0,0,0,2,x,x,48,"14,299","5,787",3,x,x,0,0,0,1,x,x,3,225,91,48,"14,074","5,696",43,"7,416","3,001",0,0,0,13,829,335,34,"1,976",800,36,"3,349","1,355",36,"3,349","1,355",33,504,204,43,"3,853","1,559"
35,4,7,52,Merrickville-Wolford,81,81,"18,637","7,542",78,x,x,30,x,x,0,0,0,27,x,x,3,110,45,78,"15,732","6,367",0,0,0,22,"2,113",855,3,110,45,6,"1,416",573,81,"19,371","7,839",6,274,111,3,170,69,3,290,117,11,734,297,81,"18,637","7,542",66,"8,290","3,355",2,x,x,31,"1,315",532,47,"2,378",962,57,"5,447","2,204",57,"5,562","2,251",60,x,x,75,x,x
35,4,7,65,North Grenville,173,173,"30,799","12,464",169,"23,142","9,365",64,"7,657","3,099",1,x,x,63,"6,886","2,787",4,x,x,169,"24,184","9,787",1,x,x,49,"5,290","2,141",4,x,x,25,"1,596",646,173,"31,841","12,886",16,806,326,4,x,x,2,x,x,22,"1,042",422,173,"30,799","12,464",141,"17,825","7,214",2,x,x,58,"1,504",609,77,"2,066",836,108,"7,232","2,927",109,"7,278","2,945",124,x,x,150,x,x
35,4,9,0,Lanark,874,874,"232,575","94,120",854,x,x,319,x,x,3,440,178,307,x,x,20,"2,245",909,855,"179,630","72,694",3,440,178,268,"50,753","20,539",20,"2,245",909,69,"7,136","2,888",874,"240,204","97,207",90,"6,387","2,585",9,559,226,15,683,276,109,"7,629","3,087",874,"232,575","94,120",732,"86,510","35,009",14,237,96,293,"18,380","7,438",524,"40,400","16,349",658,"75,615","30,600",663,"75,857","30,698",620,"11,191","4,529",793,"87,048","35,227"
35,4,9,1,Montague,86,86,"19,029","7,701",84,"15,036","6,085",25,"3,993","1,616",0,0,0,24,x,x,1,x,x,84,"15,683","6,347",0,0,0,21,"3,331","1,348",1,x,x,8,x,x,86,"19,676","7,963",8,x,x,0,0,0,1,x,x,9,647,262,86,"19,029","7,701",64,"5,304","2,146",2,x,x,25,"2,080",842,61,"5,322","2,154",58,"4,873","1,972",59,"4,989","2,019",64,x,x,78,x,x
35,4,9,10,Drummond/North Elmsley,174,174,"47,189","19,097",171,x,x,65,x,x,1,x,x,65,x,x,2,x,x,171,"37,054","14,995",1,x,x,55,"11,141","4,509",2,x,x,15,"1,450",587,174,"49,845","20,172",25,"2,490","1,008",1,x,x,2,x,x,27,"2,656","1,075",174,"47,189","19,097",149,"18,313","7,411",3,65,26,73,"5,048","2,043",98,"6,934","2,806",125,"14,341","5,804",127,"14,350","5,807",121,"2,479","1,003",157,"16,829","6,810"
35,4,9,15,Tay Valley,141,141,"40,224","16,278",134,"28,591","11,570",62,"11,633","4,708",1,x,x,58,"10,528","4,261",5,x,x,135,"29,256","11,839",1,x,x,47,"8,960","3,626",5,x,x,15,"1,568",635,141,"40,889","16,547",6,463,187,3,x,x,1,x,x,10,665,269,141,"40,224","16,278",123,"15,538","6,288",1,x,x,34,"1,679",679,88,"8,828","3,573",110,x,x,110,"12,752","5,161",94,x,x,131,x,x
35,4,9,24,Beckwith,81,81,"23,929","9,684",80,"17,477","7,073",26,"6,452","2,611",0,0,0,25,x,x,1,x,x,80,"18,053","7,306",0,0,0,23,"5,522","2,235",1,x,x,2,x,x,81,"24,505","9,917",8,x,x,1,x,x,1,x,x,10,576,233,81,"23,929","9,684",68,"10,229","4,140",0,0,0,33,"2,565","1,038",45,"2,674","1,082",60,x,x,61,"7,023","2,842",57,"1,438",582,71,"8,461","3,424"
35,4,9,30,Mississippi Mills,240,240,"57,317","23,195",240,"42,510","17,203",91,"14,807","5,992",1,x,x,88,"14,372","5,816",7,x,x,240,"44,619","18,057",1,x,x,79,"13,297","5,381",7,x,x,17,"1,075",435,240,"59,426","24,049",32,"1,892",766,3,182,74,3,35,14,34,"2,109",853,240,"57,317","23,195",215,"26,637","10,780",6,94,38,96,"4,427","1,792",140,"7,886","3,191",178,x,x,178,"15,411","6,237",180,"2,862","1,158",217,"18,273","7,395"
35,4,9,39,Lanark Highlands,152,152,"44,887","18,165",145,x,x,50,x,x,0,0,0,47,x,x,4,285,115,145,"34,965","14,150",0,0,0,43,"8,502","3,441",4,285,115,12,"2,111",854,152,"45,863","18,560",11,439,178,1,x,x,7,x,x,19,976,395,152,"44,887","18,165",113,"10,489","4,245",2,x,x,32,"2,581","1,044",92,"8,756","3,543",127,x,x,128,"21,332","8,633",104,x,x,139,x,x
35,4,10,0,Frontenac,672,672,"197,128","79,775",658,"131,538","53,232",274,"65,590","26,543",5,x,x,263,x,x,22,"2,690","1,089",658,"136,270","55,147",5,"3,015","1,220",228,"53,386","21,605",22,"2,690","1,089",63,"7,124","2,883",672,"202,485","81,943",45,"3,710","1,501",14,747,302,10,900,364,64,"5,357","2,168",672,"197,128","79,775",589,"81,645","33,041",16,325,132,189,"11,734","4,749",459,"50,822","20,567",459,"42,415","17,165",461,"42,863","17,346",447,"9,739","3,941",560,"52,602","21,287"
35,4,10,5,Frontenac Islands,69,69,"27,451","11,109",66,x,x,42,x,x,0,0,0,42,x,x,1,x,x,66,"12,898","5,220",0,0,0,38,"14,122","5,715",1,x,x,8,x,x,69,"28,111","11,376",6,x,x,0,0,0,1,x,x,7,660,267,69,"27,451","11,109",63,"16,240","6,572",6,x,x,22,"2,796","1,132",49,"5,416","2,192",36,"2,072",839,36,"2,072",839,48,x,x,54,x,x
35,4,10,10,Kingston,197,197,"47,156","19,083",192,x,x,81,x,x,5,x,x,74,x,x,8,479,194,192,"30,490","12,339",5,"3,015","1,220",64,"14,265","5,773",8,479,194,20,"1,432",580,197,"49,681","20,105",19,x,x,6,417,169,8,x,x,29,"2,525","1,022",197,"47,156","19,083",169,"25,090","10,154",3,50,20,56,"3,081","1,247",117,"9,146","3,701",136,x,x,137,"6,857","2,775",131,"2,932","1,187",163,"9,789","3,961"
35,4,10,20,South Frontenac,285,285,"81,338","32,916",283,"58,161","23,537",113,"23,177","9,379",0,0,0,109,"21,796","8,821",11,"1,381",559,283,"60,007","24,284",0,0,0,96,"19,033","7,702",11,"1,381",559,24,"2,763","1,118",285,"83,184","33,663",15,x,x,5,265,107,1,x,x,20,"1,846",747,285,"81,338","32,916",261,"31,241","12,643",5,105,42,85,"4,676","1,892",199,"21,882","8,855",203,"18,605","7,529",203,"18,806","7,611",186,"4,628","1,873",239,"23,434","9,483"
35,4,10,35,Central Frontenac,121,121,"41,183","16,666",117,"32,549","13,172",38,"8,634","3,494",0,0,0,38,x,x,2,x,x,117,"32,875","13,304",0,0,0,30,"5,966","2,414",2,x,x,11,x,x,121,"41,509","16,798",5,261,106,3,65,26,0,0,0,8,326,132,121,"41,183","16,666",96,"9,074","3,672",2,x,x,26,"1,181",478,94,"14,378","5,819",84,x,x,85,"15,128","6,122",82,x,x,104,x,x
35,4,11,0,Lennox and Addington,617,617,"185,835","75,205",608,"129,993","52,606",244,"55,842","22,598",9,"2,835","1,147",235,x,x,21,x,x,608,"136,346","55,177",9,"2,835","1,147",218,"48,156","19,488",21,"2,142",867,33,"3,177","1,286",617,"192,656","77,965",63,"5,146","2,083",8,783,317,12,892,361,82,"6,821","2,760",617,"185,835","75,205",534,"91,669","37,097",18,781,316,186,"13,175","5,332",384,"37,208","15,058",427,"33,236","13,450",427,"33,437","13,531",375,"9,565","3,871",507,"43,002","17,402"
35,4,11,5,Loyalist,126,126,"33,691","13,634",125,"19,540","7,908",49,"14,151","5,727",4,x,x,47,"12,464","5,044",3,x,x,125,"20,870","8,446",4,x,x,44,"12,006","4,859",3,x,x,8,458,185,126,"35,021","14,172",12,897,363,1,x,x,4,x,x,17,"1,330",538,126,"33,691","13,634",104,"17,529","7,094",5,287,116,40,"2,897","1,172",68,"6,378","2,581",84,x,x,84,"4,701","1,902",83,"1,899",768,104,"6,600","2,671"
35,4,11,15,Greater Napanee,229,229,"75,036","30,366",224,x,x,106,x,x,4,"1,158",469,101,x,x,9,x,x,224,"55,405","22,422",4,"1,158",469,96,"18,717","7,575",9,"1,069",433,11,"1,309",530,229,"77,658","31,427",25,"1,766",715,3,541,219,3,315,127,31,"2,622","1,061",229,"75,036","30,366",202,"44,099","17,846",8,453,183,65,"3,711","1,502",133,"12,171","4,925",154,x,x,154,"10,338","4,184",137,"4,264","1,726",187,"14,602","5,909"
35,4,11,30,Stone Mills,240,240,"71,149","28,793",237,x,x,89,x,x,1,x,x,87,x,x,9,x,x,237,"54,112","21,898",1,x,x,78,"17,433","7,055",9,x,x,14,"1,410",571,240,"74,018","29,954",26,"2,483","1,005",4,x,x,5,x,x,34,"2,869","1,161",240,"71,149","28,793",215,"29,114","11,782",5,41,17,73,"6,308","2,553",167,"17,309","7,005",168,x,x,168,"15,109","6,114",139,"3,268","1,323",194,"18,377","7,437"
35,4,11,35,Addington Highlands,22,22,"5,959","2,412",22,"5,959","2,412",0,0,0,0,0,0,0,0,0,0,0,0,22,"5,959","2,412",0,0,0,0,0,0,0,0,0,0,0,0,22,"5,959","2,412",0,0,0,0,0,0,0,0,0,0,0,0,22,"5,959","2,412",13,927,375,0,0,0,8,259,105,16,"1,350",546,21,x,x,21,"3,289","1,331",16,134,54,22,"3,423","1,385"
35,3,12,0,Hastings,"1,146","1,146","301,187","121,886","1,129","212,819","86,125",446,"88,368","35,761",11,x,x,436,x,x,32,"2,345",949,"1,129","219,840","88,966",11,"1,332",539,394,"78,379","31,719",32,"2,345",949,75,"7,071","2,862","1,146","308,967","125,034",70,"5,232","2,117",17,"1,295",524,19,"1,253",507,103,"7,780","3,148","1,146","301,187","121,886","1,005","141,009","57,064",38,965,391,370,"17,695","7,161",702,"56,956","23,049",852,"69,097","27,963",855,"69,292","28,041",770,"15,270","6,180","1,008","84,562","34,221"
35,3,12,1,Tyendinaga,159,159,"44,817","18,137",156,x,x,61,x,x,1,x,x,58,"15,739","6,369",6,629,255,156,"29,370","11,886",1,x,x,52,"15,368","6,219",6,629,255,7,x,x,159,"45,812","18,539",9,x,x,1,x,x,1,x,x,11,995,403,159,"44,817","18,137",140,"19,444","7,869",5,125,51,52,"2,568","1,039",101,"12,806","5,182",110,x,x,110,"8,047","3,257",105,"1,827",739,137,"9,874","3,996"
35,3,12,5,Belleville,122,122,"24,411","9,879",121,"19,256","7,793",37,"5,155","2,086",1,x,x,35,x,x,6,315,127,121,"19,836","8,027",1,x,x,34,"4,617","1,868",6,315,127,3,x,x,122,"24,991","10,113",9,523,212,2,x,x,1,x,x,11,580,235,122,"24,411","9,879",113,"13,889","5,621",7,213,86,32,969,392,63,"2,904","1,175",83,x,x,83,"4,779","1,934",86,"1,657",671,106,"6,436","2,605"
35,3,12,15,Quinte West,240,240,"54,677","22,127",236,"38,712","15,666",99,"15,965","6,461",5,352,142,98,"15,455","6,254",4,158,64,236,"39,969","16,175",5,352,142,87,"14,003","5,667",4,158,64,23,"1,452",588,240,"55,934","22,636",12,845,342,5,245,99,7,167,68,24,"1,257",509,240,"54,677","22,127",207,"34,392","13,918",13,324,131,85,"2,774","1,123",126,"5,201","2,105",172,"9,311","3,768",173,"9,360","3,788",165,"2,626","1,063",208,"11,986","4,851"
35,3,12,20,Stirling-Rawdon,163,163,"43,840","17,741",162,x,x,66,x,x,2,x,x,63,"12,090","4,893",6,x,x,162,"32,620","13,201",2,x,x,60,"11,699","4,734",6,x,x,9,391,158,163,"45,688","18,489",17,"1,428",578,0,0,0,5,420,170,21,"1,848",748,163,"43,840","17,741",147,"25,111","10,162",4,195,79,61,"2,918","1,181",100,"6,096","2,467",117,"7,600","3,076",117,"7,600","3,076",112,"1,920",777,142,"9,520","3,853"
35,3,12,26,Centre Hastings,83,83,"24,453","9,896",83,"17,257","6,984",33,"7,196","2,912",0,0,0,33,x,x,2,x,x,83,"17,677","7,154",0,0,0,31,"6,971","2,821",2,x,x,3,x,x,83,"24,873","10,066",6,291,118,3,x,x,1,x,x,9,420,170,83,"24,453","9,896",75,"11,769","4,763",4,35,14,26,"1,315",532,58,"4,551","1,842",67,"4,964","2,009",67,"5,056","2,046",56,"1,727",699,75,"6,783","2,745"
35,3,12,30,Tweed,145,145,"45,911","18,580",140,"32,263","13,056",57,"13,648","5,523",1,x,x,56,"13,088","5,297",4,x,x,140,"32,925","13,324",1,x,x,54,"10,609","4,293",4,x,x,5,"2,479","1,003",145,"46,573","18,847",10,547,221,2,x,x,1,x,x,13,662,268,145,"45,911","18,580",127,"15,403","6,233",2,x,x,32,x,x,98,"14,404","5,829",111,x,x,112,"12,114","4,902",94,"2,389",967,128,"14,503","5,869"
35,3,12,36,Madoc,100,100,"25,757","10,423",97,x,x,49,x,x,0,0,0,49,"7,962","3,222",2,x,x,97,"18,189","7,361",0,0,0,44,"7,599","3,075",2,x,x,9,x,x,100,"26,560","10,748",3,353,143,1,x,x,2,x,x,6,803,325,100,"25,757","10,423",90,"11,708","4,738",2,x,x,39,x,x,61,"3,876","1,569",78,x,x,78,"6,923","2,802",55,"1,206",488,86,"8,129","3,290"
