HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
35,2,22,19,Melancthon,181,181,"182,005,216",175,"121,163,702",75,"60,841,514",132,275,"1,702,250",106,177,"2,969,423",161,452,"4,671,673",40,62,"1,732,152",20,37,"2,355,802",164,551,"8,759,627",125,291,"4,506,307",117,169,"2,208,594",37,122,"2,297,713",94,113,"1,313,179",113,474,"3,267,449",64,81,"2,086,086",92,114,"427,094",100,140,"811,804",17,20,"67,925",8,"304,027",135,"5,263,277",181,"26,806,775",147,"7,195,957",181,"216,007,948"
35,2,23,0,Wellington,"2,588","2,588","2,811,235,610","2,496","2,084,273,334",890,"726,962,276","1,985","4,343","28,246,950","1,590","2,556","49,933,690","2,383","6,899","78,180,640",798,"1,065","34,729,976",224,313,"21,512,359","2,442","8,277","134,422,975","1,827","2,592","33,110,181","1,762","2,152","27,168,288",325,440,"5,941,893","1,141","1,311","14,249,993","1,636","6,298","26,673,402",649,687,"21,338,364","1,160","1,353","7,277,885","1,230","1,515","11,045,009",535,621,"6,849,616",73,"1,611,441","1,999","43,413,311","2,588","299,992,177","2,095","171,048,707","2,588","3,282,276,494"
35,2,23,1,Puslinch,175,175,"204,931,000",161,"140,712,500",51,"64,218,500",137,300,"2,333,044",76,109,"1,960,596",155,409,"4,293,640",27,37,"1,073,333",6,7,"338,652",160,453,"5,705,625",125,177,"2,307,442",120,150,"2,127,347",21,27,"180,095",72,90,"1,116,761",78,265,"783,096",22,27,"653,833",62,71,"329,449",70,91,"531,681",15,15,x,3,x,134,"3,407,450",175,"15,078,737",140,"6,080,956",175,"226,090,693"
35,2,23,9,Guelph/Eramosa,293,293,"403,226,910",277,"272,140,000",90,"131,086,910",228,549,"3,485,424",148,241,"4,401,703",270,789,"7,887,127",69,95,"3,330,000",25,41,"3,300,385",279,925,"14,517,512",205,312,"4,165,642",193,250,"3,295,069",48,63,"870,573",121,137,"1,764,631",155,637,"3,726,558",58,67,"3,321,202",106,119,"683,290",101,133,"870,291",31,33,"746,900",11,"475,000",204,"5,204,031",293,"35,475,057",201,"17,571,307",293,"456,273,274"
35,2,23,17,Erin,259,259,"278,260,263",253,"191,998,763",79,"86,261,500",209,420,"2,810,639",129,208,"3,242,471",237,628,"6,053,110",52,66,"2,071,170",16,23,"1,236,077",246,717,"9,360,357",188,258,"3,821,647",179,214,"3,375,664",34,44,"445,983",98,112,"1,462,409",116,456,"1,501,581",41,43,"796,917",98,115,"637,160",111,164,"1,161,900",30,32,x,8,x,185,"3,225,042",259,"22,339,336",220,"10,527,848",259,"311,127,447"
35,2,23,25,Centre Wellington,412,412,"441,647,196",394,"334,309,328",160,"107,337,868",333,712,"4,840,228",254,386,"7,460,244",389,"1,098","12,300,472",149,204,"5,778,879",42,58,"3,814,608",393,"1,360","21,893,959",308,417,"5,370,143",300,355,"4,505,095",47,62,"865,048",199,230,"2,354,346",263,"1,051","4,530,558",112,118,"3,380,728",173,201,"1,206,572",200,237,"1,608,489",85,84,"1,339,152",17,"226,500",314,"6,151,269",412,"48,061,716",331,"25,507,904",412,"515,216,816"
35,2,23,33,Mapleton,696,696,"771,639,794",678,"622,972,962",234,"148,666,832",510,"1,087","6,919,935",482,799,"17,092,484",631,"1,885","24,012,419",272,371,"13,913,609",83,110,"7,111,525",649,"2,366","45,037,553",469,695,"8,732,995",457,556,"6,518,068",95,140,"2,214,927",323,373,"3,762,776",501,"1,875","7,783,667",183,190,"6,892,775",316,366,"2,243,693",329,382,"3,109,137",208,264,"2,906,812",21,"422,241",569,"12,581,507",696,"93,473,156",599,"65,749,044",696,"930,861,994"
35,2,23,43,Minto,288,288,"257,623,904",281,"190,627,238",96,"66,996,666",233,559,"3,439,014",188,297,"5,820,771",271,856,"9,259,785",95,130,"3,891,520",21,33,"2,050,557",274,"1,018","15,201,862",210,296,"3,677,922",202,248,"2,911,633",32,48,"766,289",143,164,"1,797,809",205,811,"3,379,632",82,89,"3,077,022",149,173,"730,375",172,214,"1,618,388",67,81,"491,567",6,"120,700",232,"4,933,201",288,"35,028,478",228,"18,096,497",288,"310,748,879"
35,2,23,50,Wellington North,465,465,"453,906,543",452,"331,512,543",180,"122,394,000",335,717,"4,418,666",313,517,"9,955,421",430,"1,234","14,374,087",134,162,"4,671,465",31,41,"3,660,555",441,"1,437","22,706,107",322,438,"5,034,390",311,381,"4,435,412",48,57,"598,978",185,207,"1,991,261",318,"1,202","4,968,310",151,154,"3,215,887",256,309,"1,447,346",247,295,"2,145,123",99,111,"980,462",7,"136,000",361,"7,910,811",465,"50,535,697",376,"27,515,151",465,"531,957,391"
35,2,24,0,Halton,566,566,"1,075,359,522",516,"677,804,200",196,"397,555,322",456,"1,167","8,093,764",253,442,"9,062,999",518,"1,609","17,156,763",93,129,"3,912,760",36,48,"3,287,752",531,"1,785","24,357,275",411,742,"10,578,758",386,546,"6,931,642",112,197,"3,647,116",259,314,"3,788,710",300,"1,286","9,412,928",91,102,"3,546,130",166,186,"988,799",185,250,"1,606,655",44,53,"187,526",58,"2,480,272",396,"16,810,465",566,"73,757,518",359,"13,788,015",566,"1,162,905,055"
35,2,24,1,Oakville,21,21,"83,901,500",18,"21,864,000",7,"62,037,500",17,40,"248,000",7,11,"204,000",19,51,"452,000",3,3,"95,000",3,8,"750,000",21,62,"1,297,000",16,26,"402,500",15,20,"294,000",6,6,"108,500",10,15,x,8,47,"614,000",4,5,"572,500",2,x,x,3,3,"9,000",0,0,0,2,x,15,"404,500",21,"3,415,300",10,"314,934",21,"87,631,734"
35,2,24,2,Burlington,79,79,"122,978,000",73,"72,381,000",30,"50,597,000",68,179,"1,161,433",31,55,"1,190,930",74,234,"2,352,363",10,18,"925,115",5,5,"288,500",74,257,"3,565,978",51,83,"1,345,588",47,58,"816,372",17,25,"529,216",35,40,x,49,222,"4,083,821",12,13,"174,273",27,x,x,29,38,"226,306",6,10,"38,900",9,x,55,"4,524,188",79,"15,831,066",46,"3,939,881",79,"142,748,947"
35,2,24,9,Milton,260,260,"395,276,400",238,"283,133,900",71,"112,142,500",211,517,"3,466,451",109,178,"3,800,059",239,695,"7,266,510",36,55,"1,495,818",16,20,"1,051,388",244,770,"9,813,716",186,321,"4,229,886",173,236,"2,990,185",52,85,"1,239,701",110,132,"1,648,620",126,470,"2,313,115",35,39,"833,114",64,70,"356,474",68,91,"587,597",14,17,"43,789",33,"850,983",170,"4,615,877",260,"25,293,171",163,"4,423,180",260,"424,992,751"
35,2,24,15,Halton Hills,206,206,"473,203,622",187,"300,425,300",88,"172,778,322",160,432,"3,217,880",106,198,"3,868,010",186,629,"7,085,890",44,53,"1,396,827",12,15,"1,197,864",192,697,"9,680,581",158,313,"4,600,784",151,232,"2,831,085",37,81,"1,769,699",104,128,"1,644,736",117,547,"2,401,992",40,45,"1,966,243",73,84,x,85,118,"783,752",24,26,"104,837",14,x,156,"7,265,900",206,"29,217,981",140,"5,110,020",206,"507,531,623"
35,1,25,0,Hamilton,975,975,"1,013,558,340",937,"711,855,468",313,"301,702,872",772,"1,818","12,468,667",478,859,"15,857,199",886,"2,677","28,325,866",195,271,"9,141,268",82,125,"6,952,525",914,"3,073","44,419,659",749,"1,350","18,792,675",716,991,"12,529,887",189,358,"6,262,788",416,468,"5,497,760",554,"2,316","11,074,684",156,174,"6,292,003",315,372,"1,853,367",339,432,"2,784,398",84,99,"914,851",113,"3,129,730",728,"21,799,917",975,"116,559,044",531,"19,959,204",975,"1,150,076,588"
35,1,25,5,Hamilton,975,975,"1,013,558,340",937,"711,855,468",313,"301,702,872",772,"1,818","12,468,667",478,859,"15,857,199",886,"2,677","28,325,866",195,271,"9,141,268",82,125,"6,952,525",914,"3,073","44,419,659",749,"1,350","18,792,675",716,991,"12,529,887",189,358,"6,262,788",416,468,"5,497,760",554,"2,316","11,074,684",156,174,"6,292,003",315,372,"1,853,367",339,432,"2,784,398",84,99,"914,851",113,"3,129,730",728,"21,799,917",975,"116,559,044",531,"19,959,204",975,"1,150,076,588"
35,1,26,0,Niagara,"2,236","2,236","2,110,120,488","2,166","1,657,683,102",632,"452,437,386","1,785","4,462","32,019,729",966,"1,786","36,941,227","2,032","6,247","68,960,956",277,369,"11,187,023",128,201,"10,097,110","2,080","6,818","90,245,089","1,730","3,005","38,588,606","1,630","2,306","26,627,830",473,699,"11,960,776",997,"1,192","13,505,885","1,180","4,993","20,361,962",255,286,"10,059,320",524,647,"2,633,082",479,624,"3,658,786",157,190,"820,716",363,"11,698,659","1,671","61,943,081","2,236","253,515,186",863,"48,310,134","2,236","2,411,945,808"
35,1,26,3,Fort Erie,86,86,"55,698,347",82,"38,212,847",23,"17,485,500",64,137,"778,443",34,53,"917,118",78,190,"1,695,561",14,19,"834,196",5,9,"711,000",80,217,"3,240,757",67,96,"1,220,018",62,76,"979,970",13,20,"240,048",27,27,"282,343",40,134,"653,701",15,17,"657,331",27,32,"179,127",31,36,"224,575",6,6,"19,323",8,"200,500",45,"1,131,786",86,"7,809,461",58,"995,514",86,"64,503,322"
35,1,26,11,Port Colborne,71,71,"54,241,350",71,x,28,x,59,171,"833,231",34,57,"1,154,252",65,228,"1,987,483",17,17,"518,634",8,11,"418,000",68,256,"2,924,117",60,87,"952,099",56,72,"822,232",14,15,"129,867",27,30,"439,811",46,186,"853,077",14,16,"696,976",26,27,"87,056",28,35,"225,968",5,5,"8,242",7,"99,500",59,"1,033,485",71,"7,320,331",45,"934,975",71,"62,496,656"
35,1,26,14,Wainfleet,210,210,"193,921,060",208,"137,041,060",74,"56,880,000",166,367,"2,386,902",106,177,"3,247,860",192,544,"5,634,762",41,50,"2,150,452",27,40,"2,839,629",197,633,"10,624,843",164,248,"2,650,084",156,207,"2,115,868",31,41,"534,216",103,121,"1,272,329",117,519,"3,022,253",49,53,"1,996,064",57,69,"355,730",58,73,"535,042",25,31,"166,322",28,"415,363",155,"4,490,508",210,"25,528,538",115,"9,282,861",210,"228,732,459"
35,1,26,21,West Lincoln,431,431,"345,552,933",423,"258,928,813",149,"86,624,120",331,725,"4,777,281",243,404,"7,797,601",394,"1,129","12,574,882",85,116,"3,184,171",29,45,"2,570,461",406,"1,290","18,329,514",330,464,"5,153,578",318,397,"4,435,737",51,67,"717,841",210,261,"2,590,289",246,"1,040","3,783,966",87,99,"3,350,171",167,191,"914,335",187,249,"1,450,937",71,88,"330,609",18,"345,700",328,"5,832,406",431,"42,081,505",300,"25,041,417",431,"412,675,855"
35,1,26,28,Pelham,203,203,"174,990,892",194,"124,422,292",63,"50,568,600",171,460,"2,880,412",64,121,"2,504,638",189,581,"5,385,050",18,31,"840,636",10,14,"847,231",191,626,"7,072,917",161,263,"3,178,267",149,209,"2,101,571",42,54,"1,076,696",92,114,"1,363,358",102,418,"1,834,583",26,31,"1,197,326",43,54,"234,262",43,56,"432,407",13,16,"55,187",28,"985,407",150,"5,035,645",203,"21,389,359",82,"1,491,625",203,"197,871,876"
35,1,26,32,Welland,23,23,"10,814,000",22,x,3,x,18,42,"393,957",9,9,"86,000",22,51,"479,957",3,3,"80,500",0,0,0,22,54,"560,457",18,27,"378,308",17,21,"237,308",4,6,"141,000",4,5,"28,000",7,25,"44,500",4,x,"113,000",3,3,x,5,5,"23,013",0,0,0,1,x,14,"218,774",23,"1,372,452",11,"195,733",23,"12,382,185"
35,1,26,37,Thorold,49,49,"57,054,326",49,"29,167,326",20,"27,887,000",41,112,"654,120",25,57,"1,091,000",43,169,"1,745,120",5,8,"314,000",8,15,"866,000",43,192,"2,925,120",40,61,"978,850",37,45,"824,225",13,16,"154,625",24,25,"215,250",30,164,"682,100",17,20,"853,300",17,19,"85,166",20,30,"144,700",9,13,"48,400",6,"37,000",33,"1,107,800",49,"7,077,686",29,"757,989",49,"64,890,001"
35,1,26,43,Niagara Falls,79,79,"57,635,000",73,"38,793,000",24,"18,842,000",64,154,"959,788",38,58,"1,164,103",72,212,"2,123,891",11,13,x,8,12,x,72,236,"2,909,217",58,100,"1,116,683",55,80,"824,341",15,20,"292,342",33,41,"433,415",38,160,"607,972",13,13,"316,020",19,22,"94,936",20,28,"129,861",4,5,"35,900",8,"96,500",54,"822,971",79,"6,563,475",41,"2,686,264",79,"66,884,739"
35,1,26,47,Niagara-on-the-Lake,380,380,"421,069,717",363,"356,794,801",95,"64,274,916",307,813,"6,891,547",143,350,"8,069,055",344,"1,163","14,960,602",37,47,"1,118,770",14,25,"624,300",353,"1,234","16,703,672",292,625,"7,830,362",275,450,"5,324,815",106,175,"2,505,547",172,203,"2,557,111",207,948,"3,909,381",6,7,"30,112",56,87,"246,943",23,30,"87,490",5,5,"7,112",108,"4,013,581",285,"13,737,461",380,"49,123,225",46,"1,324,735",380,"471,517,677"
35,1,26,53,St. Catharines,103,103,"120,840,279",98,"100,118,279",24,"20,722,000",83,257,"1,731,916",44,90,"2,228,641",94,347,"3,960,557",10,x,x,2,x,x,97,371,"4,450,057",83,186,"3,615,920",77,122,"1,562,754",34,64,"2,053,166",43,52,"615,241",58,264,"959,364",1,x,x,14,20,x,7,11,"55,100",1,x,x,24,"683,300",83,"6,390,618",103,"16,828,600",10,"194,276",103,"137,863,155"
35,1,26,57,Lincoln,483,483,"517,790,277",471,"437,757,277",107,"80,033,000",389,992,"7,938,219",189,345,"7,596,557",439,"1,337","15,534,776",28,36,"995,143",16,25,"602,163",449,"1,398","17,132,082",367,703,"9,421,254",346,515,"5,914,826",125,189,"3,506,428",216,263,"3,131,951",243,966,"3,522,418",19,20,"591,020",80,104,"283,146",45,56,"232,240",15,17,"137,600",105,"4,365,508",381,"20,016,657",483,"58,833,876",97,"4,505,986",483,"581,130,139"
35,1,26,65,Grimsby,118,118,"100,512,307",112,"89,309,307",22,"11,203,000",92,233,"1,793,913",37,66,"1,084,402",100,299,"2,878,315",8,x,x,1,x,x,102,312,"3,372,336",90,146,"2,093,183",82,114,"1,484,183",25,32,"609,000",46,52,"576,787",46,171,"488,647",4,5,x,15,20,x,12,16,"117,453",3,x,x,22,x,84,"2,124,970",118,"9,586,678",29,"898,759",118,"110,997,744"
35,1,28,0,Haldimand-Norfolk,"2,415","2,415","2,168,038,504","2,323","1,600,557,921",920,"567,480,583","1,980","5,528","30,302,779","1,516","2,694","49,655,998","2,246","8,222","79,958,777",770,"1,006","31,682,099",283,398,"24,779,163","2,303","9,627","136,420,039","2,054","4,338","47,818,490","1,979","3,253","35,066,469",642,"1,085","12,752,021","1,289","1,544","17,496,453","1,692","8,404","41,020,673",635,728,"30,297,840",653,746,"4,156,815",746,989,"5,668,236",233,272,"2,216,021",756,"28,145,230","1,919","61,522,283","2,415","374,762,080","1,016","52,316,199","2,415","2,595,116,783"
35,1,28,18,Haldimand County,890,890,"759,192,243",868,"541,680,118",397,"217,512,125",702,"1,662","9,822,305",560,934,"16,797,476",833,"2,595","26,619,781",264,359,"10,249,581",125,176,"9,908,342",851,"3,130","46,777,704",729,"1,179","14,365,652",698,918,"10,801,485",167,262,"3,564,167",439,505,"5,135,084",595,"2,787","13,841,119",303,343,"11,755,303",423,479,"2,958,817",458,632,"3,907,855",157,184,"1,459,845",80,"1,365,604",708,"18,492,382",890,"120,059,365",614,"33,784,593",890,"913,036,201"
35,1,28,52,Norfolk County,"1,525","1,525","1,408,846,261","1,455","1,058,877,803",523,"349,968,458","1,278","3,867","20,480,474",956,"1,761","32,858,522","1,413","5,627","53,338,996",506,647,"21,432,518",158,222,"14,870,821","1,452","6,496","89,642,335","1,325","3,159","33,452,838","1,281","2,335","24,264,984",475,824,"9,187,854",850,"1,039","12,361,369","1,097","5,616","27,179,554",332,385,"18,542,537",230,268,"1,197,998",288,357,"1,760,381",76,88,"756,176",676,"26,779,626","1,211","43,029,901","1,525","254,702,715",402,"18,531,606","1,525","1,682,080,582"
35,1,29,0,Brant,818,818,"978,175,164",779,"679,256,727",303,"298,918,437",656,"1,684","9,787,421",459,816,"14,081,223",746,"2,500","23,868,644",274,387,"12,737,509",104,147,"9,423,759",767,"3,033","46,029,912",665,"1,272","15,207,938",638,951,"11,167,889",177,321,"4,040,049",405,481,"5,746,087",533,"2,387","12,891,303",186,221,"9,526,135",240,278,"1,639,219",275,359,"2,185,831",81,89,"1,059,085",145,"5,807,426",659,"19,706,541",818,"119,799,477",426,"19,618,310",818,"1,117,592,951"
35,1,29,5,Brant,818,818,"978,175,164",779,"679,256,727",303,"298,918,437",656,"1,684","9,787,421",459,816,"14,081,223",746,"2,500","23,868,644",274,387,"12,737,509",104,147,"9,423,759",767,"3,033","46,029,912",665,"1,272","15,207,938",638,951,"11,167,889",177,321,"4,040,049",405,481,"5,746,087",533,"2,387","12,891,303",186,221,"9,526,135",240,278,"1,639,219",275,359,"2,185,831",81,89,"1,059,085",145,"5,807,426",659,"19,706,541",818,"119,799,477",426,"19,618,310",818,"1,117,592,951"
35,2,30,0,Waterloo,"1,444","1,444","1,600,124,659","1,381","1,200,188,889",484,"399,935,770",958,"2,048","14,074,792",807,"1,387","25,938,409","1,189","3,434","40,013,201",306,427,"15,624,910",101,139,"8,903,979","1,216","4,000","64,542,090",698,"1,107","16,258,627",668,894,"10,581,343",123,213,"5,677,284",447,538,"5,646,316","1,016","3,901","13,232,654",288,287,"8,352,674",538,600,"3,254,691",586,606,"4,356,278",427,465,"4,288,301",67,"1,023,583","1,100","22,831,700","1,444","143,786,914","1,182","110,916,313","1,444","1,854,827,886"
35,2,30,4,North Dumfries,117,117,"195,359,450",112,"114,386,000",43,"80,973,450",105,238,"1,645,124",55,79,"1,644,411",112,317,"3,289,535",32,54,"1,547,412",15,19,"1,113,000",112,390,"5,949,947",86,144,x,79,118,"1,512,159",18,26,x,34,47,"356,000",73,298,"1,714,299",27,28,"1,391,500",44,50,"300,293",50,65,"511,591",14,15,"150,200",2,x,84,"1,710,978",117,"14,074,379",85,"6,351,998",117,"215,785,827"
35,2,30,10,Cambridge,31,31,"41,318,355",25,"23,480,245",17,"17,838,110",22,92,"1,444,794",14,21,"376,800",26,113,"1,821,594",7,x,x,1,x,x,26,126,"2,840,676",19,58,x,18,36,x,3,22,x,12,17,"292,000",18,76,"167,750",5,7,"87,500",8,9,x,10,14,"54,000",4,5,"9,700",4,x,23,"534,500",31,"6,914,576",18,"465,059",31,"48,697,990"
35,2,30,13,Kitchener,35,35,"54,179,470",31,"41,425,970",14,"12,753,500",27,57,"340,100",11,21,"343,000",29,78,"683,100",10,x,x,3,x,x,29,97,"1,382,100",24,44,x,23,32,x,7,12,x,11,12,"62,900",17,63,"323,575",4,4,"146,000",9,11,x,9,12,"125,500",4,4,"37,900",1,x,28,"714,800",35,"3,562,550",18,"896,242",35,"58,638,262"
35,2,30,20,Wilmot,247,247,"387,670,571",231,"277,641,835",100,"110,028,736",199,497,"3,056,626",141,215,"4,031,748",225,712,"7,088,374",89,114,"4,439,684",33,43,"2,805,080",235,868,"14,333,138",176,282,"3,796,268",167,226,"2,839,430",35,56,"956,838",111,138,"1,562,356",137,587,"2,777,173",49,52,"2,467,398",74,87,"688,730",94,114,"844,091",54,59,"1,111,375",13,"317,800",185,"4,781,722",247,"32,680,051",178,"19,367,545",247,"439,718,167"
35,2,30,27,Wellesley,518,518,"402,282,411",505,"356,871,399",118,"45,411,012",274,525,"3,198,663",254,439,"7,824,131",341,964,"11,022,794",70,92,"3,436,947",17,22,"1,210,899",349,"1,079","15,670,640",164,214,x,160,189,"2,033,289",16,25,x,129,157,"1,473,132",403,"1,472","3,419,400",115,107,"1,132,553",193,222,"1,062,487",194,196,"1,307,789",173,191,"1,244,541",20,x,410,"7,673,137",518,"35,318,802",471,"44,151,357",518,"481,752,570"
35,2,30,35,Woolwich,496,496,"519,314,402",477,"386,383,440",192,"132,930,962",331,640,"4,389,485",332,612,"11,718,319",456,"1,251","16,107,804",98,145,"5,227,785",32,46,"3,030,000",465,"1,442","24,365,589",229,365,"4,994,890",221,293,"3,175,890",44,72,"1,819,000",150,168,"1,899,928",368,"1,405","4,830,457",88,90,"3,127,723",210,220,"1,081,531",229,205,"1,513,307",178,191,"1,734,585",27,"271,983",370,"7,416,563",496,"51,236,556",412,"39,684,112",496,"610,235,070"
35,2,31,0,Perth,"2,438","2,438","3,214,164,809","2,367","2,494,797,834",840,"719,366,975","1,820","4,319","26,523,549","1,529","2,440","50,544,536","2,148","6,759","77,068,085",962,"1,234","47,015,499",382,501,"34,486,685","2,212","8,493","158,570,269","1,931","2,767","34,644,710","1,881","2,315","29,172,083",314,452,"5,472,627","1,311","1,499","17,182,439","1,760","6,854","39,246,028",703,732,"33,525,600",874,"1,042","6,545,858",958,"1,143","8,343,312",505,572,"7,616,522",60,"1,394,650","2,000","63,023,326","2,438","370,092,714","1,777","176,230,659","2,438","3,760,488,182"
35,2,31,13,Perth South,394,394,"580,585,798",381,"460,581,211",153,"120,004,587",307,733,"4,297,986",225,351,"7,461,825",351,"1,084","11,759,811",159,206,"7,715,714",66,85,"5,400,500",363,"1,374","24,876,025",335,477,"6,232,672",330,397,"5,221,768",57,80,"1,010,904",225,252,"3,191,537",266,"1,035","6,473,599",111,112,"5,389,576",123,135,"1,070,774",132,153,"949,435",67,72,"1,083,750",10,"242,700",314,"9,953,024",394,"59,463,092",255,"26,110,094",394,"666,158,984"
35,2,31,25,West Perth,582,582,"855,899,588",563,"650,397,264",201,"205,502,324",438,"1,015","5,995,224",375,567,"11,063,170",516,"1,582","17,058,394",257,343,"12,833,498",121,152,"10,184,348",534,"2,076","40,076,240",511,764,"9,538,405",500,624,"8,060,397",97,140,"1,478,008",346,373,"4,325,029",412,"1,596","11,830,653",202,217,"12,586,473",151,185,"1,124,740",175,199,"1,202,803",77,94,"1,731,025",19,"284,100",481,"17,006,823",582,"99,706,291",366,"40,068,511",582,"995,674,390"
35,2,31,30,Perth East,898,898,"1,052,772,315",870,"812,372,691",299,"240,399,624",649,"1,541","9,692,813",555,906,"18,878,924",775,"2,447","28,571,737",309,383,"14,800,657",120,144,"10,467,563",794,"2,974","53,839,957",630,875,"10,726,839",604,745,"9,236,581",99,130,"1,490,258",426,494,"5,477,661",667,"2,552","12,812,232",240,240,"9,565,363",376,451,"2,515,047",397,470,"3,419,894",223,263,"2,103,007",21,"422,850",754,"19,328,226",898,"120,211,076",709,"63,646,780",898,"1,236,630,171"
35,2,31,40,North Perth,564,564,"724,907,108",553,"571,446,668",187,"153,460,440",426,"1,030","6,537,526",374,616,"13,140,617",506,"1,647","19,678,143",237,302,"11,665,630",75,120,"8,434,274",521,"2,069","39,778,047",455,652,"8,146,794",447,548,"6,653,337",61,104,"1,493,457",314,380,"4,188,212",415,"1,671","8,129,544",150,163,"5,984,188",224,271,"1,835,297",254,321,"2,771,180",138,143,"2,698,740",10,"445,000",451,"16,735,253",564,"90,712,255",447,"46,405,274",564,"862,024,637"
35,1,32,0,Oxford,"1,990","1,990","2,896,169,478","1,928","2,158,323,512",731,"737,845,966","1,543","3,800","22,572,354","1,165","1,873","35,817,561","1,782","5,672","58,389,915",795,"1,113","39,396,171",315,466,"31,303,456","1,848","7,251","129,089,542","1,639","2,849","36,920,074","1,597","2,214","27,652,120",326,635,"9,267,954",974,"1,119","13,357,346","1,357","5,527","33,674,893",491,545,"26,756,523",694,805,"5,715,410",713,874,"6,565,936",398,461,"7,048,597",167,"5,015,385","1,601","45,404,460","1,990","309,548,166","1,349","137,713,406","1,990","3,343,431,050"
35,1,32,2,Norwich,494,494,"606,566,051",478,"469,239,751",160,"137,326,300",371,962,"5,182,058",275,453,"8,388,597",433,"1,415","13,570,655",187,266,"9,523,373",64,90,"5,854,052",454,"1,770","28,948,080",395,705,"8,963,548",383,557,"6,989,675",80,149,"1,973,873",256,303,"3,366,153",342,"1,423","8,146,228",101,116,"7,242,467",138,165,"1,048,341",135,168,"1,194,856",67,89,"2,050,300",77,"2,721,941",386,"10,857,097",494,"74,539,011",266,"27,512,535",494,"708,617,597"
35,1,32,12,South-West Oxford,341,341,"572,748,900",333,"413,049,252",130,"159,699,648",246,587,"3,578,024",196,312,"6,049,586",298,899,"9,627,610",142,198,"7,403,934",75,112,"7,763,881",310,"1,209","24,795,425",272,542,"7,013,475",266,408,"4,682,346",47,134,"2,331,129",165,192,"2,364,144",227,887,"5,089,577",85,92,"4,596,804",131,147,"1,281,550",122,150,"1,332,407",73,89,"1,407,358",25,"680,665",264,"8,575,159",341,"57,136,564",257,"31,206,056",341,"661,091,520"
35,1,32,27,Zorra,532,532,"780,772,430",514,"606,492,430",206,"174,280,000",420,"1,020","5,994,884",324,499,"9,289,943",477,"1,519","15,284,827",232,319,"10,901,540",86,128,"8,451,248",491,"1,965","34,637,615",456,738,"9,957,194",442,590,"7,740,186",100,149,"2,217,008",271,310,"3,534,986",370,"1,461","9,283,248",139,151,"5,874,337",200,233,"1,554,282",224,280,"1,710,413",122,135,"1,845,292",24,"537,579",438,"12,136,727",532,"81,071,673",392,"41,115,742",532,"902,959,845"
35,1,32,38,East Zorra-Tavistock,301,301,"464,259,642",289,"354,548,024",124,"109,711,618",242,580,"4,228,239",190,308,"6,651,652",276,888,"10,879,891",120,170,"6,647,543",47,66,"5,409,826",285,"1,123","22,937,260",256,417,"5,260,811",251,323,"4,001,229",51,95,"1,259,582",143,159,"2,090,612",211,916,"6,163,319",89,100,"4,731,915",121,139,"1,177,258",117,137,"1,287,568",76,82,"1,082,279",10,"322,800",255,"7,296,131",301,"52,349,953",219,"22,559,994",301,"539,169,589"
35,1,32,45,Blandford-Blenheim,322,322,"471,822,455",314,"314,994,055",111,"156,828,400",264,653,"3,589,149",180,300,"5,437,783",298,953,"9,026,932",114,161,"4,919,781",43,70,"3,824,449",308,"1,183","17,771,162",260,447,"5,725,046",255,337,"4,238,684",48,110,"1,486,362",139,157,"2,001,451",207,840,"4,992,521",77,86,"4,311,000",104,122,"653,979",115,140,"1,040,692",60,67,"663,368",31,"752,400",258,"6,539,346",322,"44,450,965",215,"15,319,079",322,"531,592,499"
35,1,34,0,Elgin,"1,489","1,489","1,716,657,068","1,448","1,195,495,786",563,"521,161,282","1,162","2,999","16,194,887",878,"1,405","25,168,325","1,331","4,404","41,363,212",599,772,"24,825,310",264,373,"22,390,163","1,389","5,549","88,578,685","1,244","2,277","25,610,883","1,213","1,740","20,502,763",334,537,"5,108,120",747,863,"9,892,280","1,060","4,612","27,566,181",449,498,"25,894,986",360,409,"2,320,011",439,531,"3,272,668",148,164,"1,779,706",223,"7,022,031","1,201","34,494,657","1,489","226,432,088",711,"44,250,098","1,489","1,987,339,254"
35,1,34,5,Bayham,212,212,"200,158,848",206,"134,201,448",73,"65,957,400",176,458,"2,193,070",120,200,"2,922,567",190,657,"5,115,637",74,90,"2,458,581",28,43,"2,601,804",198,790,"10,176,022",175,329,"3,206,243",172,262,"2,590,655",50,68,"615,588",101,123,"1,528,813",148,653,"3,291,890",41,48,"2,579,221",40,50,"273,634",47,58,"267,399",12,13,"80,150",68,"1,737,772",163,"4,086,870",212,"27,228,014",74,"2,379,277",212,"229,766,139"
