HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCABG,CHINCABG,ECHINCABG,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NSHALOT,SHALOT,ESHALOT,NONIONS,ONIONS,EONIONS,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NPUMPKIN,PUMPKIN,EPUMPKIN,NSQUAZUC,SQUAZUC,ESQUAZUC,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
35,4,10,10,Kingston,197,9,45,18,2,x,x,3,x,x,3,x,x,3,x,x,4,4,1,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,3,3,1,0,0,0,2,x,x,1,x,x,2,x,x,3,x,x,4,x,x,4,9,3,3,x,x,1,x,x,3,x,x
35,4,10,20,South Frontenac,285,16,73,29,7,22,9,6,6,3,6,3,1,2,x,x,1,x,x,3,1,0,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,3,4,2,3,1,1,1,x,x,2,x,x,5,x,x,1,x,x,3,x,x,3,x,x,5,x,x,5,16,7,6,5,2,8,21,8,0,0,0,1,x,x,7,6,3
35,4,10,35,Central Frontenac,121,8,14,6,2,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,6,6,2
35,4,11,0,Lennox and Addington,617,40,282,114,20,110,44,18,22,9,16,11,5,10,4,2,15,10,4,8,5,2,0,0,0,4,1,0,5,1,0,3,x,x,12,9,3,1,x,x,11,3,1,3,0,0,6,2,1,12,10,4,0,0,0,9,5,2,4,1,1,9,8,3,20,38,15,16,27,11,23,65,26,4,3,1,2,x,x,11,9,4
35,4,11,5,Loyalist,126,6,x,x,1,x,x,3,1,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,4,x,x,2,x,x,4,6,3,0,0,0,0,0,0,2,x,x
35,4,11,15,Greater Napanee,229,20,213,86,11,86,35,11,21,8,11,10,4,8,x,x,9,4,2,6,x,x,0,0,0,4,1,0,4,x,x,2,x,x,6,x,x,1,x,x,5,3,1,3,0,0,5,x,x,6,5,2,0,0,0,5,5,2,1,x,x,7,x,x,11,30,12,9,14,6,12,44,18,3,x,x,2,x,x,7,7,3
35,4,11,30,Stone Mills,240,12,54,22,7,x,x,4,1,0,3,x,x,2,x,x,4,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,6,2,0,0,0,4,x,x,0,0,0,0,0,0,4,x,x,0,0,0,2,x,x,3,x,x,2,x,x,5,x,x,5,x,x,7,14,6,1,x,x,0,0,0,2,x,x
35,4,11,35,Addington Highlands,22,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,0,Hastings,"1,146",57,319,129,24,194,79,28,15,6,20,5,2,7,2,1,18,6,2,6,x,x,1,x,x,3,1,0,5,1,0,2,x,x,14,4,1,3,1,0,18,6,3,5,x,x,5,2,1,13,5,2,0,0,0,8,1,0,6,1,0,16,4,2,19,38,15,17,7,3,26,45,18,9,14,6,1,x,x,17,11,4
35,3,12,1,Tyendinaga,159,5,40,16,3,x,x,3,5,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,3,12,5,Belleville,122,4,45,18,1,x,x,3,2,1,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,3,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0
35,3,12,15,Quinte West,240,21,172,70,10,100,40,11,5,2,9,3,1,4,1,1,9,4,1,2,x,x,1,x,x,3,1,0,3,x,x,2,x,x,6,2,1,1,x,x,7,1,0,2,x,x,2,x,x,6,2,1,0,0,0,4,0,0,3,0,0,11,3,1,11,27,11,8,5,2,13,31,13,5,11,5,1,x,x,7,4,1
35,3,12,20,Stirling-Rawdon,163,7,13,5,3,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,3,x,x,1,x,x,3,x,x,1,x,x,0,0,0,2,x,x
35,3,12,26,Centre Hastings,83,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x
35,3,12,30,Tweed,145,6,27,11,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x
35,3,12,36,Madoc,100,4,4,2,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x
35,3,12,46,Marmora and Lake,37,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,61,Bancroft,37,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
35,3,12,65,Carlow/Mayo,23,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,76,Hastings Highlands,37,4,5,2,1,x,x,4,1,1,3,0,0,1,x,x,3,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,3,0,0,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,3,x,x,4,1,0,0,0,0,0,0,0,2,x,x
35,3,13,0,Prince Edward,520,47,790,320,15,285,115,30,42,17,23,12,5,17,193,78,20,9,4,7,5,2,0,0,0,11,10,4,9,9,4,5,3,1,16,4,2,6,1,0,15,3,1,8,2,1,9,2,1,14,15,6,1,x,x,11,3,1,8,x,x,19,17,7,22,54,22,24,39,16,27,92,37,8,x,x,4,1,1,17,21,8
35,3,13,20,Prince Edward,520,47,790,320,15,285,115,30,42,17,23,12,5,17,193,78,20,9,4,7,5,2,0,0,0,11,10,4,9,9,4,5,3,1,16,4,2,6,1,0,15,3,1,8,2,1,9,2,1,14,15,6,1,x,x,11,3,1,8,x,x,19,17,7,22,54,22,24,39,16,27,92,37,8,x,x,4,1,1,17,21,8
35,3,14,0,Northumberland,"1,031",77,688,278,31,231,93,43,37,15,35,10,4,15,3,1,28,7,3,14,x,x,5,x,x,11,x,x,13,4,1,9,3,1,22,x,x,11,x,x,28,5,2,12,2,1,9,2,1,24,9,4,4,x,x,13,3,1,11,1,0,27,7,3,33,41,16,30,19,8,42,60,24,14,16,6,4,x,x,31,155,63
35,3,14,4,Brighton,120,14,39,16,4,22,9,8,2,1,5,1,0,1,x,x,4,1,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,6,2,1,1,x,x,1,x,x,3,0,0,0,0,0,1,x,x,1,x,x,4,1,0,3,2,1,7,2,1,7,5,2,4,x,x,1,x,x,5,x,x
35,3,14,14,Cramahe,107,8,43,17,3,x,x,6,12,5,4,2,1,2,x,x,4,1,1,2,x,x,0,0,0,3,2,1,2,x,x,2,x,x,3,1,0,2,x,x,4,1,0,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,3,1,0,5,5,2,3,5,2,5,10,4,0,0,0,0,0,0,3,x,x
35,3,14,19,Hamilton,147,13,79,32,6,36,15,7,5,2,6,1,0,3,1,0,5,1,0,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,3,x,x,2,x,x,4,0,0,2,x,x,2,x,x,4,0,0,1,x,x,2,x,x,1,x,x,4,1,1,7,18,7,3,1,0,7,20,8,1,x,x,0,0,0,5,11,4
35,3,14,20,Port Hope,162,16,348,141,6,84,34,8,10,4,8,4,2,3,x,x,4,0,0,4,4,2,1,x,x,1,x,x,4,x,x,4,2,1,7,x,x,1,x,x,6,1,0,2,x,x,0,0,0,7,6,2,0,0,0,2,x,x,3,0,0,5,1,0,7,9,4,5,7,3,8,15,6,4,4,1,0,0,0,7,x,x
35,3,14,24,Alnwick/Haldimand,173,13,109,44,8,36,15,6,5,2,4,1,0,2,x,x,4,1,1,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,3,1,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,4,1,0,5,4,2,5,2,1,6,6,2,4,10,4,1,x,x,4,6,2
35,3,14,45,Trent Hills,322,13,70,28,4,x,x,8,2,1,8,1,0,4,1,0,7,2,1,3,0,0,1,x,x,3,x,x,4,0,0,2,x,x,5,1,0,5,1,0,5,1,0,6,1,0,3,0,0,6,2,1,2,x,x,5,1,0,4,0,0,7,2,1,6,2,1,7,2,1,9,4,2,1,x,x,2,x,x,7,x,x
35,3,15,0,Peterborough,"1,192",55,565,229,23,335,136,25,20,8,18,8,3,13,6,2,23,15,6,6,x,x,2,x,x,4,x,x,6,1,0,3,0,0,15,2,1,7,2,1,17,x,x,7,x,x,7,x,x,16,7,3,5,1,0,13,x,x,7,x,x,15,9,4,19,28,11,25,40,16,29,68,28,6,5,2,2,x,x,20,18,7
35,3,15,3,Asphodel-Norwood,153,5,85,34,4,x,x,4,6,2,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,4,x,x,4,x,x,4,18,7,0,0,0,0,0,0,4,3,1
35,3,15,5,Otonabee-South Monaghan,265,11,46,18,3,x,x,3,1,0,2,x,x,3,0,0,3,0,0,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,2,x,x,3,1,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,3,0,0,3,2,1,5,2,1,1,x,x,1,x,x,5,4,1
35,3,15,13,Cavan-Millbrook-North Monaghan,212,15,x,x,4,5,2,7,4,1,5,3,1,3,2,1,7,4,2,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,4,1,0,1,x,x,3,0,0,3,1,1,1,x,x,6,3,1,1,x,x,4,2,1,1,x,x,2,x,x,3,1,0,5,3,1,5,4,1,1,x,x,0,0,0,2,x,x
35,3,15,15,Smith-Ennismore-Lakefield,199,8,200,81,6,143,58,5,8,3,2,x,x,2,x,x,5,9,4,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,3,2,1,0,0,0,0,0,0,3,3,1,0,0,0,2,x,x,0,0,0,4,1,0,4,12,5,5,7,3,6,19,8,2,x,x,0,0,0,3,6,3
35,3,15,23,Douro-Dummer,229,8,96,39,5,65,26,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,3,x,x,2,x,x,2,x,x,2,x,x,3,x,x,5,x,x,5,x,x,2,x,x,0,0,0,1,x,x
35,3,15,30,Havelock-Belmont-Methuen,69,5,62,25,0,0,0,3,x,x,2,x,x,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,3,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,3,x,x
35,3,15,44,Galway-Cavendish and Harvey,65,3,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x
35,3,16,0,Kawartha Lakes,"1,537",59,828,335,26,152,61,25,11,4,18,x,x,9,x,x,15,x,x,5,x,x,2,x,x,6,x,x,3,x,x,2,x,x,14,x,x,7,x,x,18,x,x,5,x,x,10,x,x,13,x,x,3,0,0,12,x,x,8,x,x,11,x,x,24,47,19,24,15,6,31,62,25,6,9,4,0,0,0,15,13,5
35,3,16,10,Kawartha Lakes,"1,537",59,828,335,26,152,61,25,11,4,18,x,x,9,x,x,15,x,x,5,x,x,2,x,x,6,x,x,3,x,x,2,x,x,14,x,x,7,x,x,18,x,x,5,x,x,10,x,x,13,x,x,3,0,0,12,x,x,8,x,x,11,x,x,24,47,19,24,15,6,31,62,25,6,9,4,0,0,0,15,13,5
35,3,18,0,Durham,"1,686",119,"2,095",848,44,567,229,48,63,25,32,21,8,21,21,8,35,36,14,17,110,44,6,x,x,12,185,75,15,57,23,4,2,1,24,43,17,3,x,x,25,17,7,6,x,x,7,4,1,25,23,9,3,x,x,13,9,3,10,18,7,21,20,8,64,369,149,44,173,70,72,542,219,12,32,13,10,x,x,31,78,31
35,3,18,1,Pickering,56,9,75,30,4,x,x,4,7,3,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,4,x,x,1,x,x,4,7,3,0,0,0,0,0,0,3,15,6
35,3,18,9,Whitby,82,13,236,96,3,x,x,6,14,6,4,4,2,3,4,2,4,5,2,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,3,2,1,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,3,x,x,9,73,29,3,26,11,9,99,40,0,0,0,0,0,0,4,12,5
35,3,18,13,Oshawa,62,8,148,60,5,87,35,5,14,6,4,3,1,2,x,x,3,x,x,3,4,1,0,0,0,2,x,x,2,x,x,0,0,0,3,2,1,0,0,0,3,5,2,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,1,x,x,3,3,1,4,x,x,2,x,x,5,17,7,0,0,0,2,x,x,3,2,1
35,3,18,17,Clarington,437,30,751,304,14,249,101,12,14,5,7,5,2,6,6,2,10,8,3,5,14,6,1,x,x,1,x,x,4,38,15,1,x,x,6,x,x,1,x,x,6,3,1,0,0,0,1,x,x,8,8,3,0,0,0,2,x,x,1,x,x,5,7,3,15,117,47,11,76,31,15,193,78,4,x,x,4,2,1,2,x,x
35,3,18,20,Scugog,382,22,262,106,10,92,37,9,4,2,9,3,1,6,6,2,8,11,4,4,1,0,1,x,x,4,x,x,5,2,1,1,x,x,4,1,1,2,x,x,6,2,1,3,1,0,3,0,0,5,2,1,2,x,x,4,1,1,3,x,x,4,1,0,14,64,26,12,26,10,16,90,36,2,x,x,1,x,x,4,x,x
35,3,18,29,Uxbridge,338,22,541,219,6,41,16,8,7,3,5,6,2,3,x,x,4,5,2,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,4,x,x,0,0,0,3,x,x,2,x,x,2,x,x,4,1,1,1,x,x,4,6,2,5,16,6,3,1,0,13,90,36,10,34,14,15,123,50,3,9,3,3,8,3,7,14,6
35,3,18,39,Brock,329,15,81,33,2,x,x,4,3,1,2,x,x,0,0,0,4,4,2,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,5,x,x,5,x,x,8,13,5,3,x,x,0,0,0,8,31,13
35,3,19,0,York,972,175,"8,477","3,430",32,757,306,52,330,134,25,24,10,26,120,48,26,77,31,28,103,42,12,x,x,22,222,90,27,349,141,6,x,x,56,"2,705","1,095",3,x,x,22,54,22,16,90,36,7,98,40,46,"1,500",607,13,304,123,12,25,10,8,60,24,26,70,28,43,255,103,27,47,19,49,301,122,13,29,12,3,x,x,48,620,251
35,3,19,28,Vaughan,140,28,780,316,7,109,44,15,174,70,8,14,6,9,38,16,9,25,10,9,13,5,0,0,0,7,x,x,7,16,7,2,x,x,5,x,x,2,x,x,3,2,1,2,x,x,4,x,x,7,20,8,1,x,x,2,x,x,1,x,x,10,43,17,10,81,33,7,15,6,12,96,39,3,x,x,1,x,x,10,169,68
35,3,19,36,Markham,64,13,687,278,4,67,27,6,85,34,2,x,x,7,49,20,6,20,8,3,x,x,0,0,0,4,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,0,0,3,20,8,5,x,x,3,x,x,5,46,19,1,x,x,0,0,0,2,x,x
35,3,19,38,Richmond Hill,27,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x
35,3,19,44,Whitchurch-Stouffville,159,21,709,287,10,486,197,10,16,6,8,5,2,3,x,x,5,20,8,5,23,9,1,x,x,5,42,17,5,49,20,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,5,4,1,9,24,10,6,13,5,10,37,15,1,x,x,0,0,0,7,9,4
35,3,19,49,King,293,78,"4,049","1,639",4,x,x,13,32,13,4,2,1,4,16,6,3,x,x,8,x,x,9,471,190,5,15,6,9,120,49,1,x,x,41,"1,611",652,1,x,x,11,32,13,8,52,21,1,x,x,31,"1,027",416,10,x,x,4,12,5,3,x,x,5,3,1,10,38,15,9,9,4,13,47,19,4,4,2,1,x,x,19,229,93
35,3,19,54,East Gwillimbury,143,19,"1,719",695,3,45,18,4,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,6,x,x,0,0,0,4,18,7,4,x,x,2,x,x,3,x,x,2,x,x,3,x,x,2,x,x,1,x,x,3,x,x,0,0,0,3,x,x,3,x,x,1,x,x,3,x,x
35,3,19,70,Georgina,146,14,x,x,4,x,x,4,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,4,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,2,x,x,5,x,x,2,x,x,5,34,14,1,x,x,0,0,0,6,x,x
35,2,21,0,Peel,483,40,866,350,12,76,31,15,44,18,6,5,2,6,x,x,7,19,8,4,9,3,0,0,0,3,x,x,4,x,x,1,x,x,4,x,x,2,x,x,4,x,x,1,x,x,2,x,x,4,x,x,2,x,x,5,x,x,3,x,x,4,x,x,15,95,38,14,45,18,20,140,57,8,x,x,1,x,x,11,51,20
35,2,21,5,Mississauga,18,3,52,21,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,2,21,10,Brampton,76,11,240,97,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,5,x,x,5,x,x,5,x,x,1,x,x,1,x,x,3,x,x
35,2,21,24,Caledon,389,26,574,232,8,40,16,12,31,12,4,x,x,4,x,x,5,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,3,1,0,1,x,x,1,x,x,2,x,x,2,x,x,4,x,x,3,x,x,3,x,x,9,83,34,7,27,11,13,110,44,7,14,6,0,0,0,8,x,x
35,2,22,0,Dufferin,893,26,522,211,11,113,46,7,2,1,3,0,0,3,x,x,7,2,1,4,x,x,0,0,0,2,x,x,1,x,x,1,x,x,6,x,x,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,5,x,x,10,24,10,4,x,x,11,x,x,5,x,x,0,0,0,10,73,30
35,2,22,1,East Garafraxa,128,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
35,2,22,8,Amaranth,178,7,105,42,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,3,3,1,0,0,0,2,x,x
35,2,22,10,East Luther Grand Valley,94,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x
35,2,22,12,Mono,166,8,27,11,3,4,1,3,0,0,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,3,0,0,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,2,x,x,5,x,x,4,x,x,6,17,7,1,x,x,0,0,0,4,4,2
35,2,22,16,Mulmur,146,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
35,2,22,19,Melancthon,181,5,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,3,x,x
35,2,23,0,Wellington,"2,588",104,"1,120",453,41,206,83,37,19,8,24,8,3,26,52,21,27,61,25,15,26,11,6,1,0,11,4,2,15,3,1,5,1,0,18,5,2,9,3,1,21,10,4,8,2,1,14,3,1,19,4,2,4,1,0,16,5,2,12,483,195,17,5,2,33,57,23,25,12,5,41,69,28,12,26,11,7,8,3,24,116,47
35,2,23,1,Puslinch,175,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
35,2,23,9,Guelph/Eramosa,293,22,614,248,9,125,50,8,7,3,6,3,1,3,3,1,6,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,3,6,2,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,3,x,x,3,1,1,11,39,16,4,2,1,12,42,17,2,x,x,1,x,x,4,x,x
35,2,23,17,Erin,259,17,193,78,4,7,3,9,4,1,7,3,1,8,15,6,8,x,x,6,x,x,2,x,x,3,0,0,5,1,0,1,x,x,7,2,1,3,1,0,5,2,1,3,1,0,5,2,1,7,2,1,2,x,x,6,3,1,6,x,x,5,1,1,7,7,3,7,4,1,9,11,4,4,23,9,3,x,x,5,3,1
35,2,23,25,Centre Wellington,412,24,124,50,12,42,17,11,6,2,5,1,0,5,1,0,5,1,0,3,1,0,2,x,x,4,2,1,4,1,0,1,x,x,3,1,0,3,1,0,4,x,x,3,x,x,3,1,0,4,1,0,1,x,x,2,x,x,3,x,x,3,1,0,8,4,1,5,1,0,8,5,2,2,x,x,2,x,x,6,16,7
35,2,23,33,Mapleton,696,19,61,25,9,8,3,3,0,0,3,1,0,7,33,13,6,1,1,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,3,1,0,0,0,0,5,1,0,0,0,0,3,1,0,3,0,0,0,0,0,3,1,0,0,0,0,3,0,0,4,2,1,5,1,1,5,3,1,2,x,x,1,x,x,5,9,3
35,2,23,43,Minto,288,10,x,x,2,x,x,4,x,x,3,1,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,2,x,x,0,0,0,3,0,0,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,1,x,x,3,x,x,4,3,1,1,x,x,0,0,0,2,x,x
35,2,23,50,Wellington North,465,10,98,39,4,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x
