HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFRT,TOTFRT,ETOTFRT,NAPPLETA,APPLETA,EAPPLETA,NPEARTA,PEARTA,EPEARTA,NPLUMTA,PLUMTA,EPLUMTA,NSWCHTA,SWCHTA,ESWCHTA,NSRCHTA,SRCHTA,ESRCHTA,NPECHTA,PECHTA,EPECHTA,NAPCTTA,APCTTA,EAPCTTA,NGRAPETA,GRAPETA,EGRAPETA,NSTRWBTA,STRWBTA,ESTRWBTA,NRASPBTA,RASPBTA,ERASPBTA,NCRANBTA,CRANBTA,ECRANBTA,NBLUEBTA,BLUEBTA,EBLUEBTA,NSASKBTA,SASKBTA,ESASKBTA,NOTFRTTA,OTFRTTA,EOTFRTTA
35,4,9,39,Lanark Highlands,152,4,5,2,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,10,0,Frontenac,672,12,70,28,7,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,6,33,13,5,15,6,0,0,0,1,x,x,0,0,0,2,x,x
35,4,10,5,Frontenac Islands,69,3,8,3,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,10,10,Kingston,197,5,46,18,4,9,4,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,4,10,20,South Frontenac,285,4,17,7,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,4,10,35,Central Frontenac,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,11,0,Lennox and Addington,617,17,203,82,4,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,9,70,28,9,31,12,0,0,0,0,0,0,0,0,0,1,x,x
35,4,11,5,Loyalist,126,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,11,15,Greater Napanee,229,11,191,77,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,8,x,x,5,25,10,0,0,0,0,0,0,0,0,0,0,0,0
35,4,11,30,Stone Mills,240,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,4,11,35,Addington Highlands,22,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,0,Hastings,"1,146",40,400,162,18,218,88,3,3,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,44,18,21,81,33,15,35,14,0,0,0,5,18,7,1,x,x,2,x,x
35,3,12,1,Tyendinaga,159,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,5,Belleville,122,5,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0
35,3,12,15,Quinte West,240,21,250,101,11,151,61,3,3,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,11,33,14,8,18,7,0,0,0,1,x,x,0,0,0,0,0,0
35,3,12,20,Stirling-Rawdon,163,4,69,28,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,26,Centre Hastings,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,30,Tweed,145,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,3,12,36,Madoc,100,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,46,Marmora and Lake,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,61,Bancroft,37,3,11,4,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
35,3,12,65,Carlow/Mayo,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,76,Hastings Highlands,37,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
35,3,13,0,Prince Edward,520,72,666,269,22,202,82,7,6,2,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,33,321,130,20,90,37,16,19,8,0,0,0,4,7,3,0,0,0,6,9,4
35,3,13,20,Prince Edward,520,72,666,269,22,202,82,7,6,2,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,33,321,130,20,90,37,16,19,8,0,0,0,4,7,3,0,0,0,6,9,4
35,3,14,0,Northumberland,"1,031",63,"1,241",502,36,"1,032",418,9,10,4,4,x,x,2,x,x,1,x,x,0,0,0,1,x,x,4,11,5,23,108,44,18,19,8,1,x,x,3,x,x,0,0,0,4,x,x
35,3,14,4,Brighton,120,15,193,78,11,x,x,3,7,3,3,2,1,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,3,6,3,5,6,3,0,0,0,2,x,x,0,0,0,1,x,x
35,3,14,14,Cramahe,107,13,342,139,9,253,102,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x
35,3,14,19,Hamilton,147,7,68,28,7,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
35,3,14,20,Port Hope,162,9,113,46,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,6,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,3,14,24,Alnwick/Haldimand,173,11,494,200,6,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,5,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,14,45,Trent Hills,322,8,30,12,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,3,x,x,6,5,2,0,0,0,0,0,0,0,0,0,2,x,x
35,3,15,0,Peterborough,"1,192",24,151,61,8,11,4,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,12,73,29,8,30,12,0,0,0,1,x,x,0,0,0,5,34,14
35,3,15,3,Asphodel-Norwood,153,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,15,5,Otonabee-South Monaghan,265,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,3,15,13,Cavan-Millbrook-North Monaghan,212,9,12,5,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,3,1,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,3,15,15,Smith-Ennismore-Lakefield,199,5,103,42,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,3,x,x
35,3,15,23,Douro-Dummer,229,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,15,30,Havelock-Belmont-Methuen,69,3,6,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,15,44,Galway-Cavendish and Harvey,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,16,0,Kawartha Lakes,"1,537",31,94,38,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,19,50,20,12,13,5,0,0,0,1,x,x,0,0,0,3,x,x
35,3,16,10,Kawartha Lakes,"1,537",31,94,38,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,19,50,20,12,13,5,0,0,0,1,x,x,0,0,0,3,x,x
35,3,18,0,Durham,"1,686",102,"1,687",683,68,"1,291",523,18,27,11,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,37,241,98,28,80,32,0,0,0,4,22,9,2,x,x,6,x,x
35,3,18,1,Pickering,56,3,x,x,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,18,9,Whitby,82,12,221,89,9,162,66,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,13,6,22,9,0,0,0,1,x,x,1,x,x,0,0,0
35,3,18,13,Oshawa,62,6,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,6,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,18,17,Clarington,437,40,"1,126",456,33,954,386,10,21,8,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,12,108,44,7,17,7,0,0,0,3,x,x,1,x,x,1,x,x
35,3,18,20,Scugog,382,13,134,54,8,66,27,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,40,16,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,3,18,29,Uxbridge,338,19,126,51,10,70,28,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,14,4,15,6,0,0,0,0,0,0,0,0,0,3,x,x
35,3,18,39,Brock,329,9,55,22,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,5,12,5,0,0,0,0,0,0,0,0,0,1,x,x
35,3,19,0,York,972,76,"1,200",486,27,261,106,6,x,x,4,1,0,4,1,0,0,0,0,1,x,x,1,x,x,17,614,248,20,214,87,13,51,21,0,0,0,4,x,x,1,x,x,6,39,16
35,3,19,28,Vaughan,140,26,802,325,7,165,67,4,2,1,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,13,582,236,3,17,7,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x
35,3,19,36,Markham,64,8,166,67,4,19,8,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,4,111,45,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,3,19,38,Richmond Hill,27,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,19,44,Whitchurch-Stouffville,159,10,104,42,4,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,5,60,24,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,19,49,King,293,13,51,21,7,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x
35,3,19,54,East Gwillimbury,143,6,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
35,3,19,70,Georgina,146,11,36,14,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x
35,2,21,0,Peel,483,41,559,226,25,347,140,9,22,9,4,3,1,3,2,1,1,x,x,2,x,x,2,x,x,3,13,5,15,124,50,10,31,12,0,0,0,2,x,x,0,0,0,3,4,1
35,2,21,5,Mississauga,18,5,46,19,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x
35,2,21,10,Brampton,76,17,279,113,12,181,73,5,19,8,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,6,67,27,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,2,21,24,Caledon,389,19,234,95,11,x,x,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,7,x,x,6,24,10,0,0,0,0,0,0,0,0,0,0,0,0
35,2,22,0,Dufferin,893,25,65,26,10,26,11,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,8,8,12,5,0,0,0,2,x,x,0,0,0,3,5,2
35,2,22,1,East Garafraxa,128,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,22,8,Amaranth,178,5,18,7,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
35,2,22,10,East Luther Grand Valley,94,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,22,12,Mono,166,8,10,4,3,3,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,2,x,x
35,2,22,16,Mulmur,146,6,17,7,3,10,4,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,22,19,Melancthon,181,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,23,0,Wellington,"2,588",80,329,133,53,153,62,12,5,2,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,18,95,38,21,18,7,1,x,x,4,x,x,3,5,2,3,x,x
35,2,23,1,Puslinch,175,5,24,10,3,21,8,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,2,23,9,Guelph/Eramosa,293,13,86,35,8,56,23,4,1,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,15,6,4,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,2,23,17,Erin,259,5,16,7,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,3,1,0,0,0,1,x,x,1,x,x,0,0,0
35,2,23,25,Centre Wellington,412,10,48,19,5,11,4,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,23,33,Mapleton,696,33,105,43,25,32,13,4,1,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,11,7,x,x,0,0,0,2,x,x,2,x,x,0,0,0
35,2,23,43,Minto,288,5,10,4,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,23,50,Wellington North,465,9,41,17,7,25,10,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,24,0,Halton,566,46,860,348,22,321,130,12,98,40,5,4,2,6,3,1,2,x,x,2,x,x,0,0,0,13,169,68,15,157,63,12,48,19,0,0,0,1,x,x,0,0,0,7,12,5
35,2,24,1,Oakville,21,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,24,2,Burlington,79,9,x,x,2,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,3,10,4,5,10,4,0,0,0,0,0,0,0,0,0,2,x,x
35,2,24,9,Milton,260,14,239,97,7,x,x,3,5,2,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,93,38,5,78,32,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,24,15,Halton Hills,206,21,449,182,12,236,96,4,x,x,2,x,x,3,3,1,1,x,x,1,x,x,0,0,0,6,x,x,7,68,28,4,x,x,0,0,0,1,x,x,0,0,0,4,12,5
35,1,25,0,Hamilton,975,112,"2,159",874,45,634,257,34,286,116,19,54,22,13,46,18,6,23,9,4,22,9,1,x,x,33,866,350,25,171,69,15,25,10,0,0,0,4,9,4,3,x,x,10,20,8
35,1,25,5,Hamilton,975,112,"2,159",874,45,634,257,34,286,116,19,54,22,13,46,18,6,23,9,4,22,9,1,x,x,33,866,350,25,171,69,15,25,10,0,0,0,4,9,4,3,x,x,10,20,8
35,1,26,0,Niagara,"2,236",883,"29,319","11,865",196,821,332,234,"1,448",586,219,"1,024",414,186,693,280,57,"1,029",416,221,"6,466","2,617",72,125,51,545,"16,822","6,808",42,163,66,58,87,35,0,0,0,19,x,x,2,x,x,79,616,249
35,1,26,3,Fort Erie,86,3,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,26,11,Port Colborne,71,4,x,x,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,1,26,14,Wainfleet,210,14,130,53,5,8,3,3,6,3,2,x,x,3,3,1,2,x,x,2,x,x,1,x,x,2,x,x,4,9,4,3,2,1,0,0,0,0,0,0,0,0,0,1,x,x
35,1,26,21,West Lincoln,431,28,311,126,14,75,30,8,23,9,6,4,2,3,2,1,0,0,0,1,x,x,1,x,x,13,189,76,1,x,x,2,x,x,0,0,0,5,4,2,0,0,0,4,x,x
35,1,26,28,Pelham,203,59,"1,437",582,28,161,65,25,174,71,12,21,9,23,34,14,15,583,236,9,64,26,3,1,0,17,312,126,10,57,23,8,19,8,0,0,0,5,6,3,0,0,0,3,5,2
35,1,26,32,Welland,23,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,26,37,Thorold,49,14,264,107,6,30,12,4,24,10,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,10,203,82,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,1,26,43,Niagara Falls,79,13,72,29,4,9,4,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,5,48,19,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,1,26,47,Niagara-on-the-Lake,380,297,"13,088","5,297",40,81,33,46,225,91,87,514,208,42,122,49,8,130,53,91,"3,629","1,469",26,56,23,211,"7,857","3,179",9,32,13,12,x,x,0,0,0,2,x,x,0,0,0,26,424,172
35,1,26,53,St. Catharines,103,64,"2,480","1,004",12,25,10,20,73,29,14,59,24,13,32,13,2,x,x,21,663,268,4,x,x,39,"1,525",617,4,22,9,6,12,5,0,0,0,0,0,0,0,0,0,5,21,9
35,1,26,57,Lincoln,483,324,"10,076","4,078",64,254,103,100,719,291,82,399,162,83,438,177,23,226,91,90,"2,068",837,35,58,24,203,"5,745","2,325",10,27,11,20,25,10,0,0,0,5,x,x,2,x,x,34,112,45
35,1,26,65,Grimsby,118,61,"1,380",559,18,174,70,21,195,79,11,22,9,13,55,22,6,x,x,6,26,11,2,x,x,42,838,339,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,5,10,4
35,1,28,0,Haldimand-Norfolk,"2,415",176,"5,224","2,114",57,"2,837","1,148",27,174,70,7,x,x,11,18,7,11,"1,012",409,13,98,40,2,x,x,16,191,77,58,550,223,33,59,24,0,0,0,18,111,45,8,27,11,20,136,55
35,1,28,18,Haldimand County,890,18,193,78,6,15,6,5,85,34,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,8,32,13,6,5,2,0,0,0,2,x,x,0,0,0,1,x,x
35,1,28,52,Norfolk County,"1,525",158,"5,031","2,036",51,"2,822","1,142",22,89,36,6,8,3,10,x,x,11,"1,012",409,13,98,40,2,x,x,14,x,x,50,518,210,27,54,22,0,0,0,16,x,x,8,27,11,19,x,x
35,1,29,0,Brant,818,35,613,248,16,193,78,9,28,11,5,8,3,2,x,x,5,221,89,0,0,0,0,0,0,2,x,x,14,99,40,6,9,3,0,0,0,6,30,12,0,0,0,2,x,x
35,1,29,5,Brant,818,35,613,248,16,193,78,9,28,11,5,8,3,2,x,x,5,221,89,0,0,0,0,0,0,2,x,x,14,99,40,6,9,3,0,0,0,6,30,12,0,0,0,2,x,x
35,2,30,0,Waterloo,"1,444",125,349,141,95,205,83,16,6,2,5,2,1,8,5,2,4,2,1,0,0,0,2,x,x,1,x,x,33,99,40,22,21,9,0,0,0,2,x,x,3,x,x,1,x,x
35,2,30,4,North Dumfries,117,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,30,10,Cambridge,31,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,30,13,Kitchener,35,3,13,5,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,30,20,Wilmot,247,9,35,14,3,9,4,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,9,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
35,2,30,27,Wellesley,518,31,53,21,23,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,30,35,Woolwich,496,79,238,96,67,156,63,12,4,1,4,x,x,6,x,x,4,2,1,0,0,0,2,x,x,1,x,x,19,53,21,16,12,5,0,0,0,1,x,x,2,x,x,1,x,x
35,2,31,0,Perth,"2,438",35,80,32,10,12,5,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,20,35,14,9,7,3,0,0,0,1,x,x,1,x,x,5,12,5
35,2,31,13,Perth South,394,4,14,6,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,31,25,West Perth,582,5,11,4,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x
35,2,31,30,Perth East,898,18,35,14,5,3,1,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,11,19,8,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,2,31,40,North Perth,564,8,20,8,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,8,3,4,6,3,0,0,0,0,0,0,0,0,0,2,x,x
35,1,32,0,Oxford,"1,990",61,612,248,29,435,176,7,28,11,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,23,63,26,13,19,8,0,0,0,7,40,16,0,0,0,4,x,x
35,1,32,2,Norwich,494,19,151,61,8,94,38,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,2,x,x,0,0,0,3,x,x,0,0,0,2,x,x
35,1,32,12,South-West Oxford,341,12,213,86,7,204,82,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,x,x
35,1,32,27,Zorra,532,12,54,22,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,4,x,x,3,7,3,0,0,0,2,x,x,0,0,0,1,x,x
35,1,32,38,East Zorra-Tavistock,301,12,141,57,8,124,50,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,32,45,Blandford-Blenheim,322,6,53,21,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
35,1,34,0,Elgin,"1,489",81,"2,289",926,29,"1,707",691,15,114,46,6,x,x,6,12,5,2,x,x,10,115,46,1,x,x,5,43,17,25,154,62,18,23,9,0,0,0,9,60,24,0,0,0,8,39,16
35,1,34,5,Bayham,212,15,950,384,4,812,329,2,x,x,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,3,x,x,3,x,x,0,0,0,3,x,x,0,0,0,1,x,x
35,1,34,10,Malahide,405,22,719,291,10,543,220,5,37,15,3,2,1,1,x,x,0,0,0,3,18,7,1,x,x,0,0,0,8,84,34,8,10,4,0,0,0,3,x,x,0,0,0,3,14,6
35,1,34,20,Central Elgin,219,18,241,98,6,102,41,3,39,16,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,3,x,x,7,32,13,3,2,1,0,0,0,0,0,0,0,0,0,1,x,x
35,1,34,24,Southwold,229,8,144,58,5,90,36,3,16,6,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
