HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCOMPNY,NACCNT,NLIVECRP,NWRDPRS,NDESKPUB,NBANK,NINTNET,NEMAIL,NOTHCMP
24,4,51,45,Saint-Justin,37,18,15,5,6,2,7,11,7,0
24,4,51,55,Sainte-Angäle-de-PrÇmont,30,14,8,6,8,3,5,9,9,0
24,4,51,60,Saint-Paulin,46,26,16,13,14,2,9,17,11,0
24,4,51,80,Charette,19,9,3,4,4,2,1,5,3,0
24,4,51,85,Saint-Boniface,36,21,15,6,15,3,6,14,12,0
24,4,51,90,Saint-êtienne-des-Gräs,38,25,20,11,15,1,15,18,12,0
24,7,52,0,D'Autray,466,241,172,84,152,24,113,172,149,0
24,7,52,7,Lavaltrie,38,14,11,3,9,1,5,11,10,0
24,7,52,17,Lanoraie,42,22,17,5,18,3,11,17,16,0
24,7,52,30,Sainte-êlisabeth,68,43,31,16,25,4,20,32,24,0
24,7,52,40,Sainte-Geneviäve-de-Berthier,31,17,15,7,12,2,9,14,10,0
24,7,52,45,Saint-Ignace-de-Loyola,30,17,15,7,8,4,8,11,9,0
24,7,52,55,Saint-BarthÇlemy,55,23,19,5,17,0,16,20,19,0
24,7,52,62,Saint-Cuthbert,63,36,23,15,21,3,17,25,19,0
24,7,52,70,Saint-Norbert,38,20,15,5,10,0,7,13,11,0
24,7,52,85,Saint-Gabriel-de-Brandon,64,36,20,18,22,6,16,21,22,0
24,7,52,90,Saint-Didace,37,13,6,3,10,1,4,8,9,0
24,13,53,0,Le Bas-Richelieu,320,163,110,59,89,14,76,106,86,0
24,13,53,5,Saint-David,57,32,15,8,16,1,9,22,16,0
24,13,53,15,Saint-AimÇ,51,27,18,12,13,2,12,13,12,0
24,13,53,20,Saint-Robert,40,20,16,7,16,2,10,15,13,0
24,13,53,25,Sainte-Victoire-de-Sorel,35,21,15,9,9,3,11,13,11,0
24,13,53,32,Saint-Ours,42,20,13,9,12,2,12,13,11,0
24,13,53,40,Saint-Roch-de-Richelieu,30,14,9,6,9,1,11,9,8,0
24,13,53,72,Yamaska,44,22,19,5,11,2,8,16,11,0
24,13,53,85,Saint-GÇrard-Majella,21,7,5,3,3,1,3,5,4,0
24,13,54,0,Les Maskoutains,"1,106",655,535,206,388,39,345,463,376,2
24,13,54,8,Saint-Pie,109,70,52,21,49,6,43,51,38,1
24,13,54,17,Saint-Damase,109,55,43,12,31,2,31,39,29,0
24,13,54,30,Sainte-Marie-Madeleine,59,30,21,6,15,2,17,22,19,0
24,13,54,35,La PrÇsentation,86,40,31,9,21,1,20,27,16,0
24,13,54,48,Saint-Hyacinthe,136,85,73,27,58,5,48,61,59,0
24,13,54,60,Saint-Dominique,64,42,36,11,25,3,21,32,26,1
24,13,54,65,Saint-ValÇrien-de-Milton,101,56,49,23,34,4,36,38,36,0
24,13,54,72,Saint-Liboire,67,44,36,13,24,1,20,36,24,0
24,13,54,90,Saint-Simon,48,34,30,14,19,1,17,23,20,0
24,13,54,95,Sainte-HÇläne-de-Bagot,70,40,32,16,20,2,18,24,20,0
24,13,54,100,Saint-Hugues,78,41,35,16,26,5,22,31,29,0
24,13,54,105,Saint-BarnabÇ-Sud,45,33,27,12,18,1,11,25,14,0
24,13,54,110,Saint-Jude,48,26,23,8,17,0,12,15,13,0
24,13,54,115,Saint-Bernard-de-Michaudville,28,19,14,4,10,1,10,15,11,0
24,13,54,120,Saint-Louis,27,19,14,9,11,2,9,12,11,0
24,13,54,125,Saint-Marcel-de-Richelieu,31,21,19,5,10,3,10,12,11,0
24,13,55,0,Rouville,514,308,240,111,190,39,168,233,194,0
24,13,55,8,Ange-Gardien,106,65,49,33,41,5,32,55,39,0
24,13,55,15,Saint-Paul-d'Abbotsford,106,68,48,14,45,9,34,48,44,0
24,13,55,23,Saint-CÇsaire,92,58,48,25,30,4,34,40,30,0
24,13,55,30,Sainte-Angäle-de-Monnoir,41,20,16,4,10,2,9,12,9,0
24,13,55,37,Rougemont,76,46,36,9,32,9,25,33,33,0
24,13,55,48,Marieville,40,25,20,12,15,6,18,22,18,0
24,13,55,57,Richelieu,19,8,5,3,4,1,4,7,6,0
24,13,55,65,Saint-Mathias-sur-Richelieu,34,18,18,11,13,3,12,16,15,0
24,13,56,0,Le Haut-Richelieu,618,389,317,129,221,36,164,281,219,0
24,13,56,10,Saint-Georges-de-Clarenceville,36,22,18,8,10,0,10,16,13,0
24,13,56,15,Noyan,25,17,15,5,9,3,5,14,12,0
24,13,56,23,Lacolle,30,22,16,6,13,2,7,16,10,0
24,13,56,30,Saint-Valentin,38,26,17,7,16,2,13,20,17,0
24,13,56,42,Henryville,54,31,26,12,19,6,17,26,19,0
24,13,56,50,Saint-SÇbastien,49,28,26,10,14,5,15,20,18,0
24,13,56,55,Saint-Alexandre,63,36,28,10,16,4,18,23,19,0
24,13,56,60,Sainte-Anne-de-Sabrevois,39,25,19,10,11,1,11,16,13,0
24,13,56,65,Saint-Blaise-sur-Richelieu,29,18,14,6,10,1,7,10,7,0
24,13,56,83,Saint-Jean-sur-Richelieu,116,66,57,25,43,8,22,50,39,0
24,13,56,97,Mont-Saint-GrÇgoire,80,50,43,10,29,2,19,33,25,0
24,13,56,105,Sainte-Brigide-d'Iberville,59,48,38,20,31,2,20,37,27,0
24,13,57,0,La VallÇe-du-Richelieu,402,220,165,56,141,30,88,145,119,0
24,13,57,10,Carignan,43,21,19,5,16,3,5,11,10,0
24,13,57,33,Saint-Jean-Baptiste,103,59,45,11,37,6,24,39,38,0
24,13,57,45,Saint-Mathieu-de-Beloeil,38,20,15,4,14,2,8,16,14,0
24,13,57,50,Saint-Marc-sur-Richelieu,50,32,22,6,21,7,16,20,16,0
24,13,57,57,Saint-Charles-sur-Richelieu,56,30,21,12,17,2,11,17,12,0
24,13,57,68,Saint-Denis-sur-Richelieu,67,37,24,10,25,7,15,26,19,0
24,13,57,75,Saint-Antoine-sur-Richelieu,45,21,19,8,11,3,9,16,10,0
24,13,58,0,Longueuil,57,25,20,7,20,4,10,16,15,0
24,13,58,227,Longueuil,57,25,20,7,20,4,10,16,15,0
24,13,59,0,Lajemmerais,184,101,80,25,61,8,40,74,61,0
24,13,59,15,Saint-Amable,42,21,16,4,13,2,9,15,13,0
24,13,59,20,Varennes,46,26,22,6,14,2,8,17,14,0
24,13,59,25,Verchäres,53,37,29,8,22,2,14,27,21,0
24,13,59,30,Calixa-LavallÇe,43,17,13,7,12,2,9,15,13,0
24,7,60,0,L'Assomption,168,80,53,21,50,9,37,59,57,0
24,7,60,13,Repentigny,22,7,5,1,3,0,2,2,2,0
24,7,60,20,Saint-Sulpice,16,7,5,2,7,0,5,6,7,0
24,7,60,28,L'Assomption,86,42,31,9,25,7,16,31,31,0
24,7,60,40,L'êpiphanie,44,24,12,9,15,2,14,20,17,0
24,7,61,0,Joliette,269,143,109,45,80,13,58,91,75,0
24,7,61,5,Saint-Paul,76,29,21,12,17,4,9,21,16,0
24,7,61,27,Saint-Thomas,62,39,28,11,24,3,14,27,22,0
24,7,61,40,Saint-Ambroise-de-Kildare,62,36,29,14,18,1,17,21,17,0
24,7,61,45,Notre-Dame-de-Lourdes,25,14,10,5,7,1,7,9,7,0
24,7,61,50,Sainte-MÇlanie,44,25,21,3,14,4,11,13,13,0
24,7,62,0,Matawinie,224,118,88,42,69,14,64,75,63,0
24,7,62,7,Saint-FÇlix-de-Valois,89,55,41,20,27,3,28,34,25,0
24,7,62,15,Saint-Jean-de-Matha,46,23,15,8,13,1,15,14,13,0
24,7,62,30,Sainte-Marcelline-de-Kildare,23,9,6,3,5,1,2,6,3,0
24,7,62,37,Rawdon,28,18,17,6,15,7,12,12,12,0
24,7,62,75,Saint-Damien,38,13,9,5,9,2,7,9,10,0
24,7,63,0,Montcalm,469,276,221,95,165,30,125,181,150,0
24,7,63,5,Sainte-Marie-SalomÇ,23,15,8,5,10,2,6,11,7,0
24,7,63,13,Saint-Jacques,62,36,34,12,24,3,13,24,20,0
24,7,63,25,Saint-Alexis,57,38,29,11,29,4,23,26,23,0
24,7,63,30,Saint-Esprit,69,46,37,15,26,3,21,32,28,0
24,7,63,35,Saint-Roch-de-l'Achigan,112,70,58,29,35,5,33,45,35,0
24,7,63,48,Saint-Lin--Laurentides,72,31,24,7,20,3,13,20,18,0
24,7,63,60,Sainte-Julienne,30,13,10,5,8,5,4,9,8,0
24,7,63,65,Saint-Liguori,44,27,21,11,13,5,12,14,11,0
24,7,64,0,Les Moulins,104,49,36,14,31,4,21,30,26,0
24,7,64,8,Terrebonne,41,17,13,4,9,1,9,12,11,0
24,7,64,15,Mascouche,63,32,23,10,22,3,12,18,15,0
24,6,65,0,Laval,152,67,54,13,52,16,27,45,43,0
24,6,65,5,Laval,152,67,54,13,52,16,27,45,43,0
24,6,66,0,MontrÇal,73,22,15,11,15,7,10,12,14,0
24,6,66,23,MontrÇal,73,22,15,11,15,7,10,12,14,0
24,13,67,0,Roussillon,197,97,83,22,49,8,38,57,51,0
24,13,67,5,Saint-Mathieu,26,11,10,2,7,0,7,5,3,0
24,13,67,10,Saint-Philippe,31,15,13,1,3,1,4,4,6,0
24,13,67,35,Saint-Constant,43,20,18,4,12,3,8,11,11,0
24,13,67,40,Saint-Isidore,43,26,23,10,13,1,12,18,13,0
24,13,67,45,Mercier,54,25,19,5,14,3,7,19,18,0
24,13,68,0,Les Jardins-de-Napierville,607,319,233,85,204,38,136,226,191,0
24,13,68,5,Saint-Bernard-de-Lacolle,62,33,25,9,25,4,13,26,23,0
24,13,68,15,Hemmingford,91,42,29,14,31,7,21,35,31,0
24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,48,23,17,6,17,3,11,18,14,0
24,13,68,25,Saint-Patrice-de-Sherrington,78,45,35,12,28,3,21,35,28,0
24,13,68,35,Saint-Cyprien-de-Napierville,71,39,27,10,21,4,18,28,25,0
24,13,68,40,Saint-Jacques-le-Mineur,40,21,17,5,12,2,7,11,8,0
24,13,68,45,Saint-êdouard,41,25,17,8,16,4,10,15,13,0
24,13,68,50,Saint-Michel,65,39,30,11,24,2,15,24,18,0
24,13,68,55,Saint-RÇmi,111,52,36,10,30,9,20,34,31,0
24,13,69,0,Le Haut-Saint-Laurent,648,335,235,101,212,47,127,248,219,0
24,13,69,5,Havelock,52,16,11,6,13,2,9,11,9,0
24,13,69,10,Franklin,81,41,33,9,27,9,20,29,26,0
24,13,69,17,Saint-Chrysostome,75,40,29,9,25,5,13,28,20,0
24,13,69,30,Träs-Saint-Sacrement,74,39,31,14,23,6,15,29,27,0
24,13,69,37,Ormstown,87,42,31,17,24,4,13,31,31,0
24,13,69,45,Hinchinbrooke,72,35,20,9,22,6,9,26,26,0
24,13,69,50,Elgin,41,24,16,7,16,3,10,17,13,0
24,13,69,60,Godmanchester,67,32,20,8,17,5,12,27,21,0
24,13,69,65,Sainte-Barbe,21,15,10,2,12,0,6,10,11,0
24,13,69,70,Saint-Anicet,57,39,27,17,25,4,16,30,26,0
24,13,69,75,Dundee,21,12,7,3,8,3,4,10,9,0
24,13,70,0,Beauharnois-Salaberry,325,189,157,54,106,11,93,144,117,0
24,13,70,12,Sainte-Martine,111,70,61,18,46,2,33,52,42,0
24,13,70,22,Beauharnois,29,16,13,5,11,1,8,13,9,0
24,13,70,30,Saint-êtienne-de-Beauharnois,28,20,18,7,12,1,8,16,12,0
24,13,70,35,Saint-Louis-de-Gonzague,53,33,27,12,18,3,18,25,21,0
24,13,70,40,Saint-Stanislas-de-Kostka,40,22,16,8,10,2,14,17,12,0
24,13,70,52,Salaberry-de-Valleyfield,64,28,22,4,9,2,12,21,21,0
24,13,71,0,Vaudreuil-Soulanges,492,296,210,72,198,46,137,226,190,0
24,13,71,15,Saint-TÇlesphore,50,32,23,8,17,3,11,19,16,0
24,13,71,20,Saint-Polycarpe,64,44,32,10,32,6,22,36,31,0
24,13,71,40,Coteau-du-Lac,32,19,18,1,10,1,9,13,13,0
24,13,71,45,Saint-Clet,32,20,17,7,15,3,8,17,12,0
24,13,71,50,Les Cädres,54,32,24,9,24,5,17,26,22,0
24,13,71,83,Vaudreuil-Dorion,74,36,23,10,25,10,18,28,28,0
24,13,71,110,Sainte-Marthe,58,32,21,7,24,3,15,26,21,0
24,13,71,115,Sainte-Justine-de-Newton,48,28,17,8,12,4,12,19,12,0
24,13,71,125,Träs-Saint-RÇdempteur,21,15,10,3,7,1,8,12,9,0
24,13,71,133,Rigaud,59,38,25,9,32,10,17,30,26,0
24,9,72,0,Deux-Montagnes,304,143,106,21,87,26,53,100,85,0
24,9,72,5,Saint-Eustache,98,48,31,7,24,8,16,35,23,0
24,9,72,25,Saint-Joseph-du-Lac,103,39,32,4,29,7,18,28,32,0
24,9,72,32,Oka,59,39,29,5,28,10,13,27,24,0
24,9,72,43,Saint-Placide,44,17,14,5,6,1,6,10,6,0
24,9,73,0,ThÇräse-De Blainville,91,39,24,8,28,6,16,28,23,0
24,9,73,15,Blainville,26,5,4,2,5,1,2,3,4,0
24,9,73,35,Sainte-Anne-des-Plaines,65,34,20,6,23,5,14,25,19,0
24,9,74,0,Mirabel,373,187,154,61,113,23,85,132,104,0
24,9,74,5,Mirabel,373,187,154,61,113,23,85,132,104,0
24,9,75,0,La Riviäre-du-Nord,79,28,23,13,20,7,19,18,19,0
24,9,75,17,Saint-JÇrìme,43,14,11,5,9,3,10,8,10,0
24,9,75,28,Sainte-Sophie,36,14,12,8,11,4,9,10,9,0
24,9,76,0,Argenteuil,209,98,66,33,60,15,37,75,68,0
24,9,76,8,Saint-AndrÇ-d'Argenteuil,93,45,30,10,26,2,17,32,27,0
24,9,76,20,Lachute,24,10,5,4,6,2,5,8,8,0
24,9,76,43,Brownsburg-Chatham,58,33,23,14,21,9,13,28,25,0
24,9,76,52,Grenville-sur-la-Rouge,34,10,8,5,7,2,2,7,8,0
24,9,78,0,Les Laurentides,134,62,51,15,36,12,34,40,35,0
24,9,78,10,Val-David,16,7,6,2,6,3,5,6,7,0
24,9,78,55,Montcalm,16,8,7,1,6,0,4,4,4,0
24,9,78,75,BrÇbeuf,45,23,19,7,14,5,13,17,14,0
24,9,78,102,Mont-Tremblant,20,10,6,1,3,2,5,7,4,0
24,9,78,130,La Minerve,37,14,13,4,7,2,7,6,6,0
24,9,79,0,Antoine-Labelle,258,128,101,56,93,21,58,90,76,0
24,9,79,25,Kiamika,43,25,22,12,18,2,9,14,14,0
24,9,79,37,Riviäre-Rouge,42,23,17,5,17,5,10,19,18,0
24,9,79,88,Mont-Laurier,75,32,26,19,25,7,20,23,19,0
24,9,79,97,Ferme-Neuve,51,29,23,11,21,3,13,23,15,0
24,9,79,110,Mont-Saint-Michel,47,19,13,9,12,4,6,11,10,0
24,8,80,0,Papineau,283,126,89,53,77,21,51,84,77,0
24,8,80,15,Notre-Dame-de-Bonsecours,20,5,4,2,3,1,1,2,4,0
24,8,80,20,Notre-Dame-de-la-Paix,34,17,10,8,11,4,9,14,12,0
24,8,80,27,Saint-AndrÇ-Avellin,41,21,19,10,12,2,9,17,12,0
24,8,80,37,Papineauville,38,16,12,6,9,0,10,11,9,0
24,8,80,55,Lochaber,27,15,11,2,7,1,4,10,9,0
24,8,80,60,Lochaber-Partie-Ouest,24,11,11,5,6,1,4,7,8,0
24,8,80,65,Mayo,17,6,3,1,3,1,1,4,4,0
24,8,80,70,Saint-Sixte,16,5,3,4,4,1,2,4,3,0
24,8,80,78,Ripon,26,11,8,5,9,5,2,6,6,0
24,8,80,85,Mulgrave-et-Derry,20,6,1,2,3,1,1,3,2,0
24,8,80,95,Lac-Simon,20,13,7,8,10,4,8,6,8,0
24,8,81,0,Gatineau,90,37,29,14,29,13,19,27,28,0
24,8,81,17,Gatineau,90,37,29,14,29,13,19,27,28,0
24,8,82,0,Les Collines-de-l'Outaouais,307,133,106,48,85,23,61,103,90,0
24,8,82,5,L'Ange-Gardien,52,15,10,3,5,2,6,9,5,0
24,8,82,10,Notre-Dame-de-la-Salette,21,11,10,5,6,3,7,9,7,0
24,8,82,15,Val-des-Monts,41,18,12,6,11,3,6,13,11,0
24,8,82,20,Cantley,22,11,7,2,6,0,4,9,9,0
24,8,82,30,Pontiac,97,46,40,20,33,7,24,36,31,0
24,8,82,35,La Pàche,74,32,27,12,24,8,14,27,27,0
24,8,83,0,La VallÇe-de-la-Gatineau,208,90,66,30,52,7,35,59,54,0
24,8,83,10,Low,45,16,14,11,13,1,7,11,8,0
24,8,83,15,Kazabazua,17,5,2,1,3,0,0,3,2,0
24,8,83,20,Lac-Sainte-Marie,24,7,5,2,4,1,4,4,5,0
24,8,83,32,Gracefield,36,21,17,4,7,1,6,14,16,0
24,8,83,50,Bouchette,21,15,12,4,9,1,10,11,8,0
24,8,83,70,DÇlÇage,26,13,8,5,9,2,4,8,8,0
24,8,83,88,Montcerf-Lytton,39,13,8,3,7,1,4,8,7,0
24,8,84,0,Pontiac,329,142,105,54,93,16,67,103,91,0
24,8,84,5,Bristol,51,19,13,10,13,4,10,13,17,0
24,8,84,15,Clarendon,114,59,41,27,38,9,32,47,38,0
24,8,84,35,Grand-Calumet,31,8,5,1,4,0,4,5,3,0
24,8,84,40,Litchfield,36,11,11,2,8,0,6,8,8,0
24,8,84,65,Mansfield-et-Pontefract,32,11,8,0,9,1,1,5,4,0
24,8,84,82,L'Isle-aux-Allumettes,42,18,15,10,10,1,10,13,9,0
24,8,84,95,Sheenboro,23,16,12,4,11,1,4,12,12,0
24,10,85,0,TÇmiscamingue,284,160,118,60,105,20,80,116,97,0
24,10,85,15,Saint-êdouard-de-Fabre,17,13,11,5,9,1,5,8,7,0
24,10,85,20,BÇarn,32,10,7,2,4,1,4,7,7,0
24,10,85,30,Duhamel-Ouest,30,11,6,5,8,2,6,10,10,0
24,10,85,37,Lorrainville,25,10,6,4,7,2,5,7,7,0
24,10,85,45,Saint-Bruno-de-Guigues,49,36,24,13,26,3,20,23,17,0
24,10,85,50,Laverlochäre,19,13,12,6,10,3,5,10,10,0
24,10,85,55,Fugäreville,27,11,7,6,8,1,7,11,8,0
24,10,85,85,Saint-Eugäne-de-Guigues,19,16,15,7,11,3,10,12,11,0
24,10,85,90,Notre-Dame-du-Nord,22,14,11,4,6,1,7,9,6,0
24,10,85,100,NÇdÇlec,24,17,12,5,11,1,7,13,9,0
24,10,85,105,RÇmigny,20,9,7,3,5,2,4,6,5,0
24,10,86,0,Rouyn-Noranda,66,34,23,12,22,5,20,28,23,0
24,10,86,42,Rouyn-Noranda,66,34,23,12,22,5,20,28,23,0
24,10,87,0,Abitibi-Ouest,206,117,97,49,70,10,50,85,62,0
24,10,87,10,Rapide-Danseur,22,12,8,6,6,2,3,10,8,0
24,10,87,25,Palmarolle,31,23,22,9,15,1,12,19,14,0
24,10,87,30,Sainte-Germaine-BoulÇ,22,16,14,9,11,2,7,13,11,0
24,10,87,35,Poularies,17,9,7,5,4,2,3,6,5,0
24,10,87,42,Taschereau,24,13,6,5,6,1,5,5,1,0
24,10,87,58,Macamic,18,9,8,5,5,2,4,7,6,0
24,10,87,75,Clerval,22,11,11,3,9,0,6,9,6,0
24,10,87,80,La Reine,16,6,5,3,4,0,2,3,2,0
24,10,87,90,La Sarre,34,18,16,4,10,0,8,13,9,0
24,10,88,0,Abitibi,188,98,76,39,64,10,47,69,58,0
24,10,88,10,Rochebaucourt,25,10,7,2,5,1,4,7,8,0
24,10,88,22,Barraute,17,8,6,3,3,1,5,7,3,0
24,10,88,40,Saint-Marc-de-Figuery,18,11,9,6,9,1,5,9,7,0
24,10,88,45,La Motte,31,19,11,9,13,3,9,13,14,0
24,10,88,55,Amos,25,12,10,5,8,0,6,6,5,0
24,10,88,60,Saint-FÇlix-de-Dalquier,21,10,10,3,7,0,5,7,6,0
24,10,88,85,Sainte-Gertrude-Manneville,23,15,13,9,12,2,8,11,10,0
24,10,88,904,Lac-Chicobi,28,13,10,2,7,2,5,9,5,0
24,10,89,0,VallÇe-de-l'Or,41,27,23,13,24,6,15,22,22,0
24,10,89,8,Val-d'Or,41,27,23,13,24,6,15,22,22,0
24,4,90,0,La Tuque,19,7,6,2,7,2,1,6,5,0
24,4,90,12,La Tuque,19,7,6,2,7,2,1,6,5,0
24,2,91,0,Le Domaine-du-Roy,200,110,84,30,58,8,39,67,53,0
24,2,91,15,Saint-Franáois-de-Sales,20,9,4,0,5,1,2,5,5,0
24,2,91,20,Chambord,25,13,8,4,9,1,3,10,4,0
24,2,91,35,Saint-Prime,39,23,19,6,7,1,10,12,12,0
24,2,91,42,Saint-FÇlicien,71,46,37,13,24,5,17,28,21,0
24,2,91,50,La DorÇ,23,9,7,3,5,0,3,6,6,0
24,2,91,902,Lac-Ashuapmushuan,22,10,9,4,8,0,4,6,5,0
24,2,92,0,Maria-Chapdelaine,258,131,113,46,86,10,62,76,72,0
24,2,92,5,Saint-Augustin,18,11,11,5,5,0,5,3,5,0
24,2,92,15,Sainte-Jeanne-d'Arc,27,18,16,8,11,0,11,15,15,0
24,2,92,30,Albanel,46,21,18,8,16,0,12,13,12,0
24,2,92,40,Normandin,63,39,35,15,28,4,18,24,22,0
24,2,92,50,Saint-Edmond-les-Plaines,23,12,8,2,7,0,3,4,4,0
24,2,92,55,Girardville,19,7,6,2,4,0,4,6,4,0
24,2,92,65,Saint-Eugäne-d'Argentenay,31,13,13,2,9,4,5,6,5,0
24,2,92,902,Chute-des-Passes,31,10,6,4,6,2,4,5,5,0
24,2,93,0,Lac-Saint-Jean-Est,325,215,187,64,113,17,84,122,111,0
24,2,93,12,MÇtabetchouan--Lac-Ö-la-Croix,64,39,32,12,20,1,12,22,20,0
24,2,93,20,HÇbertville,63,40,37,14,25,4,19,26,24,0
24,2,93,30,Saint-Bruno,42,35,31,10,16,2,15,21,18,0
24,2,93,35,Saint-GÇdÇon,32,19,17,4,11,0,6,9,8,0
24,2,93,42,Alma,62,44,38,14,23,3,24,26,24,0
24,2,93,45,Saint-Nazaire,22,16,11,6,11,5,2,10,8,0
24,2,93,65,L'Ascension-de-Notre-Seigneur,20,11,10,2,4,1,3,4,4,0
24,2,93,70,Saint-Henri-de-Taillon,20,11,11,2,3,1,3,4,5,0
24,2,94,0,Le Saguenay-et-son-Fjord,324,181,141,61,108,25,76,116,99,0
24,2,94,68,Saguenay,179,107,86,28,57,12,51,65,57,0
24,2,94,205,Petit-Saguenay,21,12,11,4,8,2,4,8,8,0
24,2,94,235,Saint-Fulgence,32,9,4,4,8,2,2,7,6,0
24,2,94,240,Saint-HonorÇ,38,25,16,12,16,5,11,17,14,0
24,2,94,255,Saint-Ambroise,54,28,24,13,19,4,8,19,14,0
24,2,95,0,La Haute-Cìte-Nord,40,17,13,7,10,2,7,12,8,0
24,2,95,10,SacrÇ-Coeur,20,12,9,4,5,0,4,7,4,0
24,2,95,18,Les Bergeronnes,20,5,4,3,5,2,3,5,4,0
24,2,96,0,Manicouagan,37,21,17,7,15,7,15,17,16,0
24,2,96,20,Baie-Comeau,37,21,17,7,15,7,15,17,16,0
35,0,0,0,Ontario,"57,211","26,260","18,458","8,596","16,874","4,570","12,660","20,270","18,823",34
35,1,0,0,Southern Ontario Region - rÇgion du sud de l'Ontario,"18,665","9,369","6,932","2,740","5,873","1,444","4,608","7,262","6,722",19
35,2,0,0,Western Ontario Region - rÇgion de l'ouest de l'Ontario,"18,498","8,156","5,773","2,805","5,115","1,295","3,941","6,206","5,774",5
35,3,0,0,Central Ontario Region - rÇgion du centre de l'Ontario,"8,705","3,757","2,507","1,311","2,557",855,"1,770","2,891","2,713",5
35,4,0,0,Eastern Ontario Region - rÇgion de l'est de l'Ontario,"8,864","3,965","2,618","1,365","2,638",756,"1,877","3,114","2,868",5
35,5,0,0,Northern Ontario Region - rÇgion du nord de l'Ontario,"2,479","1,013",628,375,691,220,464,797,746,0
35,4,1,0,"Stormont, Dundas and Glengarry","1,811",877,612,294,555,132,421,696,636,2
35,4,1,5,South Glengarry,323,153,112,45,94,23,72,121,114,0
35,4,1,11,South Stormont,227,78,44,29,48,17,34,63,53,0
35,4,1,20,South Dundas,244,128,86,40,81,14,61,104,93,1
35,4,1,30,North Dundas,390,202,141,74,124,24,90,159,142,1
35,4,1,42,North Stormont,284,163,121,52,106,27,87,125,119,0
35,4,1,50,North Glengarry,343,153,108,54,102,27,77,124,115,0
35,4,2,0,Prescott and Russell,"1,052",541,365,181,332,75,247,415,358,0
35,4,2,1,East Hawkesbury,138,75,57,32,49,8,40,62,53,0
35,4,2,10,Champlain,115,51,37,22,39,8,25,41,41,0
35,4,2,23,Alfred and Plantagenet,196,101,59,33,67,21,44,79,67,0
35,4,2,25,The Nation / La Nation,323,180,127,61,99,17,78,131,114,0
35,4,2,36,Clarence-Rockland,141,61,36,15,35,13,29,46,42,0
35,4,2,48,Russell,139,73,49,18,43,8,31,56,41,0
35,4,6,0,Ottawa,"1,267",625,432,197,428,139,307,494,454,1
35,4,6,8,Ottawa,"1,267",625,432,197,428,139,307,494,454,1
35,4,7,0,Leeds and Grenville,"1,303",557,369,197,388,120,279,445,429,0
35,4,7,4,Edwardsburgh/Cardinal,129,61,40,20,39,10,29,48,46,0
35,4,7,6,Augusta,126,53,36,19,38,10,26,42,39,0
35,4,7,14,Elizabethtown-Kitley,230,99,63,32,64,17,44,72,70,0
35,4,7,17,Front of Yonge,44,13,6,4,7,2,6,10,10,0
35,4,7,21,Leeds and the Thousand Islands,232,93,62,34,69,26,48,82,77,0
35,4,7,40,Rideau Lakes,240,87,58,32,60,19,46,71,66,0
35,4,7,42,Athens,48,19,12,5,10,5,11,14,16,0
35,4,7,52,Merrickville-Wolford,81,42,29,21,35,12,22,33,35,0
35,4,7,65,North Grenville,173,90,63,30,66,19,47,73,70,0
35,4,9,0,Lanark,874,373,241,121,269,88,172,286,287,0
35,4,9,1,Montague,86,38,23,13,27,10,18,25,29,0
35,4,9,10,Drummond/North Elmsley,174,72,48,28,53,15,33,56,56,0
35,4,9,15,Tay Valley,141,53,38,14,40,13,21,40,43,0
35,4,9,24,Beckwith,81,31,23,15,25,9,18,22,26,0
35,4,9,30,Mississippi Mills,240,105,66,31,73,23,51,89,80,0
35,4,9,39,Lanark Highlands,152,74,43,20,51,18,31,54,53,0
35,4,10,0,Frontenac,672,278,164,101,189,66,136,225,199,0
35,4,10,5,Frontenac Islands,69,29,17,10,23,8,15,27,21,0
35,4,10,10,Kingston,197,88,56,26,63,23,46,74,63,0
35,4,10,20,South Frontenac,285,119,68,52,77,25,60,91,87,0
35,4,10,35,Central Frontenac,121,42,23,13,26,10,15,33,28,0
35,4,11,0,Lennox and Addington,617,256,150,101,172,57,130,204,187,0
35,4,11,5,Loyalist,126,62,35,23,49,17,34,55,53,0
35,4,11,15,Greater Napanee,229,99,61,47,65,19,49,79,70,0
35,4,11,30,Stone Mills,240,87,48,28,51,18,45,63,58,0
35,4,11,35,Addington Highlands,22,8,6,3,7,3,2,7,6,0
35,3,12,0,Hastings,"1,146",485,310,188,289,79,236,377,328,0
35,3,12,1,Tyendinaga,159,48,27,20,26,5,26,37,30,0
35,3,12,5,Belleville,122,56,36,21,30,7,32,43,40,0
35,3,12,15,Quinte West,240,118,80,46,69,24,54,87,83,0
35,3,12,20,Stirling-Rawdon,163,84,54,36,51,13,39,70,58,0
35,3,12,26,Centre Hastings,83,35,22,12,22,3,17,30,24,0
35,3,12,30,Tweed,145,57,33,24,34,11,19,43,33,0
35,3,12,36,Madoc,100,40,26,13,25,8,26,32,29,0
35,3,12,46,Marmora and Lake,37,10,4,3,6,0,4,9,5,0
35,3,12,61,Bancroft,37,13,9,2,10,3,4,8,10,0
35,3,12,65,Carlow/Mayo,23,8,7,3,5,2,7,7,6,0
35,3,12,76,Hastings Highlands,37,16,12,8,11,3,8,11,10,0
