HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NFERTIL,FERTIL,EFERTIL,NLIME,LIME,ELIME,NCROPROT,NROTGRAZ,NCOVCROP,NGRNMAN,NBUFFZON,NWINDYES,NMANURNY,NMAPPLY,NMSOLD,NMBOUGHT,NMANOTH,NMCOMPIN,MCOMPIN,EMCOMPIN,NMCOMPIN1,NMCOMPIN2,NMCOMPIN3,NMCOMPNO,MCOMPNO,EMCOMPNO,NMCOMPNO1,NMCOMPNO2,NMCOMPNO3,NMSOLIN,MSOLIN,EMSOLIN,NMSOLIN1,NMSOLIN2,NMSOLIN3,NMSOLNO,MSOLNO,EMSOLNO,NMSOLNO1,NMSOLNO2,NMSOLNO3,NMLIQINJ,MLIQINJ,EMLIQINJ,NMLIQINJ1,NMLIQINJ2,NMLIQINJ3,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQSUR1,NMLIQSUR2,NMLIQSUR3,NMIRRIG,MIRRIG,EMIRRIG,NMIRRIG1,NMIRRIG2,NMIRRIG3,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NIRRIG,IRRIG,EIRRIG,NIRRFLD,IRRFLD,EIRRFLD,NIRRHAY,IRRHAY,EIRRHAY,NIRRVEG,IRRVEG,EIRRVEG,NIRRFRT,IRRFRT,EIRRFRT,NIRROTH,IRROTH,EIRROTH
35,2,40,55,North Huron,146,0,0,0,1,x,x,0,0,0,92,"15,017","6,077",21,"1,967",796,11,"1,267",513,102,"14,931","6,042",0,0,0,117,51,30,41,43,54,119,102,18,8,8,10,210,85,7,6,0,12,519,210,3,10,1,53,"3,050","1,234",50,9,1,34,"1,456",589,11,27,0,13,555,225,12,1,0,7,389,157,5,3,0,0,0,0,0,0,0,108,"16,999","6,879",80,"9,266","3,750",28,"2,692","1,089",49,"5,041","2,040",3,78,32,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
35,2,40,63,Ashfield-Colborne-Wawanosh,422,0,0,0,0,0,0,0,0,0,260,"56,738","22,961",81,"16,538","6,693",29,"5,786","2,342",304,"71,715","29,022",2,x,x,356,129,111,132,127,148,334,314,27,14,16,53,"2,621","1,061",37,18,3,33,"1,181",478,5,31,0,133,"6,635","2,685",120,21,2,138,"5,087","2,059",38,117,3,38,"5,486","2,220",37,2,1,13,731,296,8,7,0,0,0,0,0,0,0,348,"76,416","30,924",274,"33,461","13,541",103,"16,429","6,649",155,"26,526","10,735",3,19,8,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0
35,2,41,0,Bruce,"2,259",3,123,50,22,503,204,4,130,53,"1,135","202,018","81,754",259,"38,409","15,544",158,"21,183","8,572","1,498","261,099","105,663",23,"1,191",482,"1,746",922,309,625,601,692,"1,824","1,679",110,72,168,305,"14,698","5,948",186,143,19,238,"8,809","3,565",36,208,12,696,"39,283","15,897",611,145,12,800,"37,382","15,128",171,721,8,141,"19,325","7,821",130,25,2,101,"8,915","3,608",46,80,2,7,258,104,3,3,3,"1,688","266,515","107,855","1,352","136,973","55,431",425,"65,719","26,596",432,"63,823","25,828",40,300,121,0,0,0,1,x,x,29,191,77,16,83,34,4,x,x
35,2,41,4,South Bruce,476,1,x,x,4,116,47,2,x,x,288,"42,241","17,094",52,"5,568","2,253",29,"3,134","1,268",339,"46,407","18,780",4,99,40,416,171,60,155,103,117,403,381,23,23,18,61,"2,457",994,46,21,2,37,"1,226",496,8,32,0,202,"9,591","3,881",180,39,0,162,"5,953","2,409",41,136,0,41,"4,298","1,739",37,8,1,28,"2,165",876,15,21,0,1,x,x,1,1,1,396,"53,839","21,788",325,"27,237","11,022",97,"12,530","5,071",114,"14,072","5,695",2,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
35,2,41,15,Huron-Kinloss,329,0,0,0,2,x,x,0,0,0,206,"52,352","21,186",71,"9,473","3,834",45,"7,568","3,063",249,"59,802","24,201",5,77,31,285,109,73,113,92,124,248,233,12,10,23,35,"2,431",984,23,12,4,27,757,306,8,22,3,106,"4,854","1,964",94,26,5,120,"3,929","1,590",42,109,5,17,"2,052",830,17,0,0,12,"1,010",409,7,9,0,2,x,x,1,0,1,279,"68,410","27,685",233,"33,731","13,650",69,"14,515","5,874",95,"20,164","8,160",13,40,16,0,0,0,0,0,0,9,27,11,6,13,5,0,0,0
35,2,41,24,Kincardine,332,0,0,0,0,0,0,1,x,x,149,"28,270","11,440",39,"6,471","2,619",14,"1,048",424,204,"37,428","15,147",5,45,18,252,138,47,89,85,102,262,230,21,9,36,55,"2,243",908,31,30,4,46,"1,790",724,6,39,2,54,"2,931","1,186",48,7,0,120,"5,301","2,145",27,107,2,20,"3,024","1,224",20,1,0,17,"1,364",552,6,14,1,0,0,0,0,0,0,244,"38,935","15,756",178,"19,298","7,810",69,"12,232","4,950",71,"7,405","2,997",6,14,6,0,0,0,0,0,0,5,7,3,3,7,3,0,0,0
35,2,41,32,Brockton,436,0,0,0,7,x,x,1,x,x,225,"42,624","17,249",46,"7,547","3,054",32,"4,059","1,643",289,"48,791","19,745",2,x,x,351,173,61,117,126,113,356,323,32,16,34,71,"4,315","1,746",47,35,0,45,"1,701",688,5,42,2,141,"10,770","4,358",130,26,0,141,"7,502","3,036",23,130,1,31,"5,513","2,231",28,10,0,16,"2,171",879,8,13,0,1,x,x,0,0,1,332,"54,665","22,122",266,"25,520","10,328",95,"15,192","6,148",84,"13,953","5,647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,43,Arran-Elderslie,355,0,0,0,1,x,x,0,0,0,170,"26,054","10,544",30,"3,781","1,530",23,"1,880",761,221,"35,455","14,348",3,148,60,255,182,46,105,115,113,311,293,11,7,28,38,"1,823",738,24,18,2,43,"1,694",686,5,38,2,133,"8,327","3,370",116,26,4,155,"9,007","3,645",20,144,0,25,"3,546","1,435",22,5,0,21,"1,368",554,7,16,0,1,x,x,1,0,0,251,"33,901","13,719",209,"20,674","8,366",60,"7,595","3,074",45,"5,632","2,279",8,55,22,0,0,0,0,0,0,7,46,19,2,x,x,1,x,x
35,2,41,45,Saugeen Shores,99,1,x,x,2,x,x,0,0,0,43,"7,077","2,864",9,"4,814","1,948",8,"2,852","1,154",52,"9,842","3,983",1,x,x,71,32,12,15,27,37,62,56,6,3,5,11,170,69,7,3,2,9,139,56,3,6,0,20,680,275,18,5,0,22,590,239,5,19,0,4,566,229,4,0,0,2,x,x,1,2,0,1,x,x,0,1,0,66,"9,614","3,891",44,"4,784","1,936",18,"2,678","1,084",9,"2,152",871,4,145,59,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x
35,2,41,55,South Bruce Peninsula,147,1,x,x,5,x,x,0,0,0,36,"2,205",892,11,x,x,5,x,x,87,"14,080","5,698",2,x,x,71,78,8,24,39,55,119,110,3,3,12,23,827,335,6,15,3,23,818,331,0,22,2,28,"1,605",650,18,10,3,53,"3,367","1,363",10,50,0,3,326,132,2,1,1,4,662,268,2,4,0,1,x,x,0,1,0,74,"4,408","1,784",60,"3,617","1,464",8,577,234,8,214,87,6,20,8,0,0,0,0,0,0,4,9,4,2,x,x,2,x,x
35,2,41,69,Northern Bruce Peninsula,85,0,0,0,1,x,x,0,0,0,18,"1,195",484,1,x,x,2,x,x,57,"9,294","3,761",1,x,x,45,39,2,7,14,31,63,53,2,1,12,11,432,175,2,9,2,8,684,277,1,7,1,12,525,212,7,6,0,27,"1,733",701,3,26,0,0,0,0,0,0,0,1,x,x,0,1,1,0,0,0,0,0,0,46,"2,743","1,110",37,"2,112",855,9,400,162,6,231,93,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,2,42,0,Grey,"2,687",6,144,58,54,866,350,8,107,43,928,"91,437","37,003",182,"12,410","5,022",133,"10,737","4,345","1,385","153,724","62,210",27,"1,028",416,"1,724","1,285",205,531,660,907,"2,180","1,995",118,61,250,458,"15,040","6,086",194,298,33,388,"12,105","4,899",44,356,17,685,"35,372","14,315",512,252,24,891,"38,855","15,724",141,836,12,49,"5,440","2,201",45,10,1,54,"5,415","2,191",18,43,0,5,x,x,4,1,1,"1,684","138,586","56,084","1,323","89,050","36,037",345,"29,806","12,062",226,"19,730","7,984",45,"1,002",405,5,194,79,0,0,0,13,43,17,24,672,272,8,93,38
35,2,42,4,West Grey,604,2,x,x,10,91,37,2,x,x,221,"21,072","8,528",27,"2,169",878,18,"1,821",737,331,"34,622","14,011",4,275,111,417,281,45,128,161,203,499,460,26,21,56,103,"3,812","1,543",53,55,5,94,"3,036","1,229",12,87,1,167,"7,951","3,218",125,59,3,207,"8,933","3,615",38,194,1,15,"1,167",472,14,3,0,16,"1,655",670,6,11,0,2,x,x,1,1,1,381,"30,999","12,545",293,"18,159","7,349",94,"8,466","3,426",67,"4,374","1,770",9,30,12,2,x,x,0,0,0,1,x,x,2,x,x,4,5,2
35,2,42,5,Southgate,454,2,x,x,9,239,97,2,x,x,193,"24,389","9,870",28,"1,694",686,19,"1,622",656,265,"37,209","15,058",5,179,72,312,190,43,91,109,163,387,345,26,14,42,72,"2,870","1,161",32,46,5,53,"2,124",860,8,49,2,160,"11,616","4,701",133,44,6,130,"6,621","2,679",23,119,2,15,"1,688",683,13,3,1,12,"1,910",773,4,9,0,1,x,x,1,0,0,317,"34,479","13,953",264,"22,256","9,007",58,"7,808","3,160",26,"4,415","1,787",5,21,8,0,0,0,0,0,0,3,11,4,2,x,x,1,x,x
35,2,42,15,Grey Highlands,507,1,x,x,11,x,x,0,0,0,185,"15,413","6,237",25,"1,776",719,12,"1,231",498,283,"29,743","12,037",6,252,102,352,261,37,97,117,162,421,390,16,8,48,98,"3,713","1,503",37,69,7,76,"2,425",981,11,72,2,126,"6,160","2,493",97,46,5,181,"7,623","3,085",30,167,1,4,675,273,4,1,0,12,577,234,4,10,0,2,x,x,2,0,0,355,"26,968","10,914",273,"17,619","7,130",75,"4,421","1,789",41,"4,928","1,994",4,73,30,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0
35,2,42,37,Chatsworth,375,0,0,0,8,x,x,1,x,x,92,"6,356","2,572",13,"1,016",411,5,543,220,170,"15,096","6,109",4,122,49,230,188,27,82,95,129,311,283,12,9,39,65,"2,200",890,25,47,4,53,"1,209",489,4,47,5,94,"3,467","1,403",69,39,3,144,"4,673","1,891",19,137,2,4,971,393,3,2,0,3,420,170,0,3,0,0,0,0,0,0,0,226,"14,394","5,825",181,"10,635","4,304",40,"2,479","1,003",27,"1,280",518,6,88,36,1,x,x,0,0,0,3,3,1,1,x,x,1,x,x
35,2,42,45,Blue Mountains,140,0,0,0,7,156,63,0,0,0,73,"8,033","3,251",46,"3,034","1,228",46,"3,109","1,258",82,"8,832","3,574",3,x,x,75,55,16,23,43,56,72,61,13,4,8,16,314,127,7,10,0,13,282,114,2,10,2,15,464,188,8,6,1,26,894,362,3,25,1,2,x,x,2,0,0,1,x,x,1,0,0,0,0,0,0,0,0,78,"7,162","2,898",55,"2,997","1,213",18,"1,524",617,24,"2,641","1,069",12,602,244,0,0,0,0,0,0,3,x,x,11,509,206,1,x,x
35,2,42,47,Meaford,316,0,0,0,4,50,20,0,0,0,91,"7,885","3,191",32,"1,357",549,29,"1,445",585,122,"10,856","4,393",3,75,30,173,155,23,56,77,114,249,233,15,3,31,58,"1,059",429,19,41,6,55,"1,851",749,3,52,2,57,"2,463",997,37,30,1,97,"3,845","1,556",16,92,1,4,x,x,4,1,0,4,x,x,2,4,0,0,0,0,0,0,0,165,"11,303","4,574",127,"6,423","2,599",35,"3,277","1,326",23,"1,603",649,6,106,43,0,0,0,0,0,0,1,x,x,4,x,x,1,x,x
35,2,42,53,Georgian Bluffs,291,1,x,x,5,61,25,3,x,x,73,"8,289","3,354",11,"1,364",552,4,966,391,132,"17,366","7,028",2,x,x,165,155,14,54,58,80,241,223,10,2,26,46,"1,072",434,21,30,6,44,"1,178",477,4,39,3,66,"3,251","1,316",43,28,5,106,"6,266","2,536",12,102,4,5,526,213,5,0,0,6,410,166,1,6,0,0,0,0,0,0,0,162,"13,281","5,375",130,"10,961","4,436",25,"1,831",741,18,489,198,3,82,33,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0
35,2,43,0,Simcoe,"2,402",3,93,38,62,"2,124",860,10,204,83,879,"208,250","84,276",279,"42,588","17,235",182,"32,088","12,986","1,141","232,433","94,062",111,"7,279","2,946","1,447",720,328,450,535,751,"1,591","1,383",179,53,244,459,"14,541","5,885",216,241,54,293,"8,086","3,272",32,261,16,492,"25,324","10,248",375,151,15,346,"12,191","4,934",48,312,9,83,"9,435","3,818",78,13,4,45,"4,825","1,953",21,33,0,3,293,119,3,1,0,"1,477","255,094","103,233",992,"116,945","47,326",458,"81,792","33,100",356,"56,357","22,807",141,"15,651","6,334",41,"8,257","3,341",6,205,83,59,"5,206","2,107",15,283,115,28,"1,700",688
35,2,43,3,Adjala-Tosorontio,201,0,0,0,4,x,x,1,x,x,56,"20,967","8,485",20,"9,302","3,764",9,"4,892","1,980",80,"24,713","10,001",8,"1,773",718,104,67,34,35,42,66,145,119,28,9,31,49,"1,235",500,17,27,12,25,519,210,3,19,3,39,"4,342","1,757",30,10,4,22,604,244,2,19,2,5,"1,064",431,4,0,2,4,457,185,1,4,0,0,0,0,0,0,0,108,"24,826","10,047",72,"13,353","5,404",33,"6,530","2,643",29,"4,943","2,000",15,"2,731","1,105",10,"2,564","1,038",0,0,0,1,x,x,0,0,0,4,x,x
35,2,43,5,Clearview,343,1,x,x,8,x,x,0,0,0,149,"38,757","15,684",43,"4,061","1,643",34,"4,019","1,626",180,"42,165","17,064",7,346,140,222,97,72,70,75,108,231,193,28,6,25,55,"1,481",599,28,25,6,37,"1,095",443,6,35,0,81,"5,675","2,297",67,24,1,51,"1,895",767,9,47,0,22,"2,301",931,22,6,0,7,822,333,5,3,0,1,x,x,1,0,0,225,"47,954","19,406",146,"18,708","7,571",87,"22,536","9,120",51,"6,710","2,715",15,730,295,4,560,227,1,x,x,5,86,35,4,33,13,3,x,x
35,2,43,7,New Tecumseth,155,0,0,0,2,x,x,1,x,x,70,"24,324","9,844",28,"6,689","2,707",20,"5,883","2,381",81,"23,829","9,643",6,784,317,96,35,31,32,37,51,98,82,16,6,15,45,"2,335",945,28,19,5,21,520,210,4,18,1,16,612,248,11,7,0,5,116,47,3,1,1,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"27,458","11,112",65,"11,872","4,804",27,"7,599","3,075",33,"7,987","3,232",17,"2,779","1,125",9,"1,952",790,1,x,x,5,398,161,1,x,x,2,x,x
35,2,43,9,Springwater,286,1,x,x,7,x,x,1,x,x,141,"32,647","13,212",29,"2,670","1,081",18,"2,381",964,167,"33,738","13,653",15,874,354,207,65,47,61,59,80,195,170,23,5,21,32,"1,307",529,19,15,1,17,292,118,2,14,1,85,"5,230","2,117",72,14,2,47,"2,064",835,13,39,1,17,"1,570",635,16,2,1,13,"1,231",498,8,9,0,1,x,x,1,0,0,196,"39,161","15,848",122,"15,112","6,116",81,"13,520","5,471",55,"10,529","4,261",10,551,223,3,417,169,0,0,0,3,x,x,4,123,50,2,x,x
35,2,43,14,Bradford West Gwillimbury,164,0,0,0,6,467,189,0,0,0,85,"23,693","9,588",56,"6,060","2,452",45,"5,257","2,127",96,"23,338","9,445",10,321,130,106,27,23,35,40,51,65,51,12,7,14,17,970,393,8,8,4,5,78,32,0,5,0,20,696,282,17,6,1,12,355,144,0,12,0,3,243,98,3,0,0,2,x,x,2,1,0,0,0,0,0,0,0,108,"26,159","10,586",79,"12,666","5,126",37,"8,862","3,586",22,"4,631","1,874",43,"3,855","1,560",5,x,x,0,0,0,36,"3,485","1,410",1,x,x,3,130,53
35,2,43,15,Severn,178,0,0,0,4,25,10,0,0,0,25,"5,967","2,415",12,"1,736",703,7,"1,220",494,31,"6,765","2,738",5,275,111,67,62,11,24,41,41,114,101,11,3,17,38,936,379,12,28,3,29,687,278,2,25,4,28,758,307,11,16,2,21,623,252,1,20,1,1,x,x,0,0,1,2,x,x,0,2,0,1,x,x,1,1,0,80,"7,440","3,011",60,"6,054","2,450",12,430,174,18,956,387,4,42,17,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x
35,2,43,17,Innisfil,146,0,0,0,4,x,x,1,x,x,64,"17,628","7,134",18,"1,610",652,13,"1,312",531,81,"20,187","8,169",2,x,x,89,38,17,19,41,44,89,75,10,3,17,22,673,272,15,9,2,19,474,192,1,18,0,27,"1,036",419,26,2,2,20,476,193,2,19,1,9,"1,027",416,9,0,0,2,x,x,0,2,0,0,0,0,0,0,0,94,"20,832","8,430",57,"8,643","3,498",34,"4,852","1,964",38,"7,337","2,969",7,"1,179",477,0,0,0,1,x,x,4,"1,161",470,1,x,x,1,x,x
35,2,43,19,Ramara,179,0,0,0,3,x,x,2,x,x,38,"4,175","1,690",5,576,233,3,577,234,85,"8,066","3,264",3,x,x,109,80,8,28,35,45,145,132,5,2,22,39,"1,157",468,16,26,2,31,"1,181",478,4,29,0,40,"1,510",611,25,20,0,51,"2,409",975,6,47,1,1,x,x,1,0,0,2,x,x,0,2,0,0,0,0,0,0,0,107,"7,486","3,029",74,"3,693","1,495",25,"1,992",806,18,"1,801",729,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,43,21,Essa,188,0,0,0,2,x,x,3,x,x,85,"18,248","7,385",22,"6,250","2,529",15,"5,264","2,130",105,"21,733","8,795",9,"1,096",444,135,55,38,41,49,71,120,109,16,7,18,43,"1,096",444,21,17,8,27,916,371,4,21,2,30,929,376,23,8,0,31,831,336,6,27,0,7,"1,330",538,7,0,0,5,928,376,3,2,0,0,0,0,0,0,0,133,"22,561","9,130",91,"11,866","4,802",36,"4,168","1,687",38,"6,527","2,641",18,"3,584","1,450",8,"2,523","1,021",1,x,x,3,x,x,0,0,0,7,937,379
35,2,43,23,Oro-Medonte,352,0,0,0,14,x,x,1,x,x,101,"13,121","5,310",31,"2,686","1,087",9,372,151,151,"16,351","6,617",20,641,259,205,128,27,68,81,132,247,228,17,4,31,75,"2,196",889,29,47,4,58,"1,538",622,4,55,2,75,"2,664","1,078",61,22,1,60,"1,923",778,3,58,1,8,868,351,7,2,0,2,x,x,0,2,0,0,0,0,0,0,0,208,"18,542","7,504",146,"10,057","4,070",51,"5,197","2,103",36,"3,288","1,331",3,54,22,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
35,2,43,68,Tiny,127,0,0,0,3,50,20,0,0,0,37,"7,001","2,833",6,727,294,5,796,322,50,"9,538","3,860",12,506,205,63,36,14,22,18,33,75,67,9,0,16,24,676,274,14,12,4,15,409,166,2,13,3,25,"1,033",418,16,11,1,11,516,209,1,10,1,4,450,182,3,2,0,3,490,198,2,3,0,0,0,0,0,0,0,67,"9,872","3,995",42,"3,120","1,263",25,"5,378","2,176",11,"1,374",556,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x
35,2,43,71,Tay,83,1,x,x,5,x,x,0,0,0,28,"1,722",697,9,221,89,4,115,47,34,"2,010",813,14,445,180,44,30,6,15,17,29,67,56,4,1,17,20,479,194,9,8,3,9,377,153,0,9,0,26,839,340,16,11,1,15,379,153,2,13,0,4,320,129,4,1,0,3,229,93,0,3,0,0,0,0,0,0,0,50,"2,803","1,134",38,"1,801",729,10,728,295,7,274,111,5,109,44,0,0,0,1,x,x,0,0,0,3,x,x,1,x,x
35,3,44,0,Muskoka,199,0,0,0,2,x,x,0,0,0,9,212,86,5,88,36,4,x,x,33,"1,034",418,13,247,100,45,67,7,19,51,62,124,92,29,7,31,41,608,246,10,22,10,17,510,206,2,15,0,19,249,101,10,9,2,23,640,259,3,20,2,1,x,x,0,1,0,1,x,x,0,1,0,0,0,0,0,0,0,58,"1,312",531,37,565,229,15,284,115,17,463,187,12,115,47,1,x,x,1,x,x,5,12,5,5,x,x,4,9,4
35,3,44,2,Gravenhurst,43,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,5,103,42,2,x,x,11,10,0,4,6,12,26,19,4,0,4,7,116,47,1,3,3,2,x,x,0,2,0,8,102,41,3,6,0,3,64,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,279,113,8,93,38,4,43,17,5,143,58,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,3,44,18,Bracebridge,49,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,6,275,111,3,126,51,9,17,2,6,10,13,35,22,9,3,12,9,63,25,3,3,3,4,163,66,0,4,0,4,x,x,2,1,1,6,111,45,0,4,2,0,0,0,0,0,0,1,x,x,0,1,0,0,0,0,0,0,0,11,226,91,7,54,22,3,22,9,4,150,61,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
35,3,44,42,Huntsville,49,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,12,447,181,3,x,x,10,20,1,1,14,13,29,22,10,1,5,13,233,94,1,10,2,4,x,x,1,3,0,1,x,x,1,0,0,4,72,29,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,217,88,7,78,32,5,92,37,4,47,19,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
35,3,44,53,Muskoka Lakes,58,0,0,0,1,x,x,0,0,0,6,127,51,4,x,x,3,28,11,10,209,85,5,71,29,15,20,4,8,21,24,34,29,6,3,10,12,196,79,5,6,2,7,257,104,1,6,0,6,69,28,4,2,1,10,393,159,2,9,0,1,x,x,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,590,239,15,340,138,3,127,51,4,123,50,8,79,32,1,x,x,0,0,0,2,x,x,4,x,x,4,9,4
35,3,46,0,Haliburton,84,0,0,0,0,0,0,0,0,0,8,277,112,4,56,23,1,x,x,17,646,261,4,43,17,23,22,4,7,19,24,46,36,16,2,10,15,244,99,3,9,5,8,167,68,0,8,0,8,149,60,4,5,0,11,171,69,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,432,175,15,376,152,6,x,x,1,x,x,7,61,25,0,0,0,0,0,0,5,41,17,2,x,x,1,x,x
35,3,46,5,Highlands East,37,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,4,61,25,0,0,0,8,7,2,4,7,9,15,11,7,0,4,6,127,51,3,3,1,2,x,x,0,2,0,4,65,26,2,2,0,1,x,x,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,31,4,x,x,2,x,x,0,0,0,4,40,16,0,0,0,0,0,0,3,x,x,1,x,x,1,x,x
35,3,46,15,Minden Hills,47,0,0,0,0,0,0,0,0,0,6,x,x,2,x,x,1,x,x,13,585,237,4,43,17,15,15,2,3,12,15,31,25,9,2,6,9,117,47,0,6,4,6,x,x,0,6,0,4,84,34,2,3,0,10,x,x,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,355,144,11,x,x,4,x,x,1,x,x,3,21,8,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
35,4,47,0,Renfrew,"1,268",0,0,0,20,x,x,2,x,x,269,"30,506","12,345",43,"2,624","1,062",18,975,395,444,"49,857","20,176",60,"1,997",808,766,586,87,214,306,352,959,858,50,12,141,260,"7,858","3,180",126,142,24,154,"4,877","1,974",21,140,3,364,"15,288","6,187",281,117,4,232,"9,355","3,786",44,202,2,30,"4,106","1,662",29,4,0,29,"2,695","1,091",9,25,0,2,x,x,0,1,1,741,"54,304","21,976",594,"35,408","14,329",163,"12,675","5,129",79,"6,221","2,518",18,242,98,3,x,x,1,x,x,10,96,39,7,53,21,0,0,0
35,4,47,3,McNab/Braeside,147,0,0,0,1,x,x,0,0,0,29,"2,699","1,092",5,72,29,4,153,62,39,"3,682","1,490",2,x,x,87,67,10,26,41,38,111,93,5,2,20,37,925,374,15,19,4,22,548,222,4,21,0,31,852,345,25,10,0,27,673,272,7,22,0,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,"4,924","1,993",67,"2,839","1,149",23,"1,702",689,7,383,155,4,22,9,0,0,0,1,x,x,0,0,0,3,x,x,0,0,0
35,4,47,8,Greater Madawaska,31,0,0,0,0,0,0,0,0,0,4,82,33,1,x,x,0,0,0,5,300,121,0,0,0,11,18,1,1,4,8,20,18,3,1,4,6,287,116,2,3,2,3,x,x,0,3,0,7,250,101,2,4,1,4,81,33,1,3,0,0,0,0,0,0,0,1,x,x,0,1,0,1,x,x,0,0,1,14,218,88,12,206,83,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,20,"Brudenell, Lyndoch and Raglan",63,0,0,0,0,0,0,0,0,0,4,162,66,1,x,x,1,x,x,31,"2,367",958,3,47,19,27,22,6,4,7,13,50,44,1,0,11,10,258,104,4,6,1,11,365,148,2,9,0,14,418,169,10,6,0,16,659,267,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"1,085",439,12,635,257,8,155,63,5,295,119,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,4,47,30,Madawaska Valley,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,7,8,1,3,5,5,17,11,4,0,4,8,183,74,1,5,2,2,x,x,0,2,0,1,x,x,0,1,0,1,x,x,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74,30,5,31,13,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,4,47,33,"Killaloe, Hagarty and Richards",45,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,7,631,255,0,0,0,22,17,3,8,6,9,36,26,2,0,11,6,33,13,2,2,2,9,552,223,3,7,0,10,210,85,8,4,0,7,263,106,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,403,163,18,246,100,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,35,Bonnechere Valley,103,0,0,0,3,16,6,0,0,0,9,272,110,1,x,x,0,0,0,34,"2,643","1,070",0,0,0,64,46,0,15,20,25,69,60,2,1,12,15,661,267,5,10,2,14,647,262,3,12,0,22,876,355,12,12,0,15,545,221,1,14,0,0,0,0,0,0,0,1,x,x,0,1,0,0,0,0,0,0,0,53,"1,862",754,37,"1,365",552,16,452,183,3,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,43,Admaston/Bromley,196,0,0,0,2,x,x,0,0,0,66,"10,108","4,091",15,"1,139",461,5,304,123,88,"12,201","4,938",8,326,132,135,91,19,44,64,62,156,150,4,1,12,38,"1,518",614,26,18,3,20,823,333,1,18,1,77,"4,454","1,802",67,20,0,31,"1,708",691,8,23,0,9,"1,133",459,9,2,0,11,"1,299",526,5,10,0,0,0,0,0,0,0,137,"15,506","6,275",115,"9,483","3,838",25,"4,269","1,728",19,"1,754",710,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
