HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTWRK,CUSTWRK,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGENF,CSHWGENF,NFUEL,FUEL,NREPMCH,REPMCH,NREPBLDG,REPBLDG,NRNTEXP,RNTEXP,NRNTMCH,RNTMCH,NUTILEXP,UTILEXP,NTOTINT,TOTINT,NOTHEXP,OTHEXP,NTOTEXP,TOTEXP,NFEEDCO,FEEDCO,NPDLBSL,PDLBSL,NPDLBYR,PDLBYR,NTOTLAB,TOTLAB
24,9,75,0,La Riviäre-du-Nord,79,38,"430,319",24,"200,077",36,"557,915",40,"1,231,705",23,"1,111,969",31,"143,257",28,"619,595",33,"2,239,957",17,"668,308",24,"1,571,649",77,"1,251,817",66,"520,043",58,"214,263",15,"292,381",6,"15,250",70,"339,590",38,"906,813",67,"1,939,584",79,"12,014,535",37,"832,132",24,"1,708",13,"1,810",33,"3,518"
24,9,75,17,Saint-JÇrìme,43,19,"269,334",11,x,15,"293,470",27,"566,016",16,x,20,"75,606",14,"218,076",15,"1,249,709",7,"108,698",12,"1,141,011",42,"738,868",36,"167,339",33,"99,937",7,"108,164",2,x,37,"142,686",18,"392,125",35,"855,918",43,"5,763,414",27,"525,711",11,723,6,586,15,"1,309"
24,9,75,28,Sainte-Sophie,36,19,"160,985",13,x,21,"264,445",13,"665,689",7,x,11,"67,651",14,"401,519",18,"990,248",10,"559,610",12,"430,638",35,"512,949",30,"352,704",25,"114,326",8,"184,217",4,x,33,"196,904",20,"514,688",32,"1,083,666",36,"6,251,121",10,"306,421",13,985,7,"1,224",18,"2,209"
24,9,76,0,Argenteuil,209,120,"1,184,908",92,"435,063",131,"872,805",158,"3,826,675",85,"1,075,576",152,"916,253",123,"1,437,502",78,"1,913,609",57,"1,061,951",41,"851,658",201,"1,271,979",195,"1,562,571",179,"752,647",65,"468,240",43,"283,857",191,"745,393",138,"2,314,725",190,"3,853,880",209,"22,915,683",153,"3,298,467",37,"1,053",54,"2,902",78,"3,955"
24,9,76,8,Saint-AndrÇ-d'Argenteuil,93,62,"554,304",54,"224,710",72,"402,209",75,"1,614,473",35,"349,546",70,"472,855",60,"585,150",36,"918,659",26,"462,865",20,"455,794",91,"548,597",89,"765,559",80,"390,092",31,"215,443",18,"70,118",88,"350,194",70,"1,010,109",82,"1,305,758",93,"9,777,776",74,"1,457,979",14,650,25,"1,229",36,"1,879"
24,9,76,20,Lachute,24,12,"185,065",8,"57,926",11,"126,091",17,"404,423",10,x,14,"69,764",9,"320,990",7,"225,657",5,x,3,x,21,"174,770",19,"148,670",20,"74,782",5,"22,900",4,x,20,"72,719",16,"347,821",23,"653,391",24,"3,240,403",15,"360,325",4,48,5,388,7,436
24,9,76,43,Brownsburg-Chatham,58,30,"368,408",22,"138,033",33,"291,455",40,"1,567,764",30,"451,468",42,"313,163",36,"400,202",23,"600,859",18,"370,452",12,"230,407",56,"415,828",55,"522,913",50,"206,042",23,"217,297",16,"76,713",53,"236,614",38,"835,252",53,"1,486,358",58,"8,128,369",38,"1,300,472",14,300,16,997,23,"1,297"
24,9,76,52,Grenville-sur-la-Rouge,34,16,"77,131",8,"14,394",15,"53,050",26,"240,015",10,x,26,"60,471",18,"131,160",12,"168,434",8,x,6,x,33,"132,784",32,"125,429",29,"81,731",6,"12,600",5,x,30,"85,866",14,"121,543",32,"408,373",34,"1,769,135",26,"179,691",5,55,8,288,12,343
24,9,78,0,Les Laurentides,134,60,"172,857",29,"81,344",70,"313,294",74,"2,049,665",33,"706,744",63,"169,506",56,"336,058",45,"2,470,183",29,"832,783",32,"1,637,400",126,"769,370",119,"632,977",97,"446,116",30,"148,640",18,"53,954",114,"441,826",65,"537,396",117,"2,124,332",134,"11,454,262",68,"1,891,666",34,"1,836",18,"2,745",45,"4,581"
24,9,78,10,Val-David,16,6,"9,801",3,"11,969",7,"34,690",8,"116,874",5,x,4,"14,300",5,"69,651",8,"567,122",4,"121,750",8,"445,372",16,"100,482",13,"74,670",15,"79,102",2,x,1,x,14,"85,869",8,"64,507",13,"277,405",16,"1,554,588",6,x,6,379,3,572,8,951
24,9,78,55,Montcalm,16,7,"15,448",2,x,4,"55,361",5,"58,231",3,x,4,"6,887",4,x,8,x,7,x,4,x,14,"108,887",14,"44,906",11,"31,618",3,x,1,x,15,"71,285",8,"44,673",13,"64,457",16,"963,738",4,"35,746",8,x,1,x,8,363
24,9,78,75,BrÇbeuf,45,19,"80,392",10,"39,594",26,"104,567",26,"623,505",14,"55,375",26,"93,387",21,"147,519",14,"690,988",6,"214,725",13,"476,263",43,"247,597",39,"222,844",32,"154,932",12,"43,153",8,"24,815",39,"116,748",22,"170,374",39,"1,112,896",45,"3,928,686",25,"582,506",9,551,8,"1,251",14,"1,802"
24,9,78,102,Mont-Tremblant,20,11,"27,573",6,x,13,"71,525",11,x,5,x,10,"27,153",11,x,6,"508,682",5,"245,383",4,"263,299",18,"195,384",19,"152,632",14,"111,698",4,x,3,x,17,"64,554",12,"136,039",16,"336,805",20,"3,407,172",9,x,6,x,1,x,6,"1,075"
24,9,78,130,La Minerve,37,17,"39,643",8,"12,848",20,"47,151",24,x,6,x,19,"27,779",15,"55,751",9,x,7,x,3,x,35,"117,020",34,"137,925",25,"68,766",9,"40,546",5,"5,303",29,"103,370",15,"121,803",36,"332,769",37,"1,600,078",24,"164,409",5,x,5,x,9,390
24,9,79,0,Antoine-Labelle,258,119,"755,177",68,"252,287",157,"1,270,991",169,"4,566,202",82,"1,557,968",149,"639,078",130,"1,280,538",93,"3,697,540",63,"1,254,058",62,"2,443,482",246,"1,807,857",239,"1,856,197",211,"1,218,114",71,"275,993",51,"163,057",238,"960,186",160,"1,709,979",230,"5,367,297",258,"27,378,461",164,"4,066,004",62,"2,980",50,"4,981",93,"7,961"
24,9,79,25,Kiamika,43,23,"145,657",17,"50,784",26,"103,935",30,"1,045,887",13,"136,217",23,"107,205",22,"182,079",21,"594,102",16,"322,646",11,"271,456",42,"395,767",39,"317,853",35,"193,021",12,"34,537",10,"14,651",40,"165,432",25,"275,937",40,"1,183,101",43,"4,946,165",30,"995,495",12,594,12,818,21,"1,412"
24,9,79,37,Riviäre-Rouge,42,17,"175,202",7,x,24,x,18,"129,436",10,x,15,"36,589",16,"286,581",14,"1,639,302",12,x,8,x,39,"328,913",37,"231,230",29,"328,591",10,"51,690",4,"15,273",37,"191,637",22,"84,700",37,"723,837",42,"5,295,141",18,"102,086",9,"1,719",8,"1,828",14,"3,547"
24,9,79,88,Mont-Laurier,75,30,"191,469",23,"58,482",46,"113,470",48,"1,071,533",24,"345,075",42,"167,316",45,"313,419",32,"694,177",18,"263,001",28,"431,176",70,"488,222",69,"507,946",66,"298,405",20,"67,636",15,"63,666",71,"243,168",49,"582,675",63,"1,571,374",75,"6,778,033",46,"830,950",25,445,14,957,32,"1,402"
24,9,79,97,Ferme-Neuve,51,24,"128,834",12,"24,639",33,"102,734",38,"780,501",17,"58,138",37,"204,806",27,"180,088",14,"348,657",10,x,8,x,50,"283,705",49,"422,675",45,"208,407",15,"59,777",12,"49,110",48,"173,530",37,"457,724",47,"1,046,320",51,"4,529,645",37,"682,360",9,116,9,753,14,869
24,9,79,110,Mont-Saint-Michel,47,25,"114,015",9,x,28,x,35,"1,538,845",18,x,32,"123,162",20,"318,371",12,"421,302",7,"123,497",7,"297,805",45,"311,250",45,"376,493",36,"189,690",14,"62,353",10,"20,357",42,"186,419",27,"308,943",43,"842,665",47,"5,829,477",33,"1,455,113",7,106,7,625,12,731
24,8,80,0,Papineau,283,130,"1,011,577",91,"454,841",159,"762,621",200,"3,329,190",94,"2,011,715",177,"667,940",139,"906,939",91,"2,114,331",59,"1,057,203",59,"1,057,128",271,"1,450,218",261,"1,678,411",233,"940,033",80,"318,122",50,"254,652",257,"773,519",167,"1,626,620",263,"4,184,845",283,"22,485,574",189,"2,881,520",67,"1,606",38,"2,620",91,"4,226"
24,8,80,15,Notre-Dame-de-Bonsecours,20,11,"32,766",6,"13,733",14,"38,450",15,"99,730",4,x,12,"28,726",8,"16,999",4,"42,838",3,x,1,x,19,"69,047",19,"55,296",15,"44,856",7,"31,624",3,x,17,"32,855",9,"68,577",16,"236,970",20,"839,465",15,"71,911",3,x,1,x,4,95
24,8,80,20,Notre-Dame-de-la-Paix,34,21,"374,780",13,"219,606",25,"132,647",22,"389,020",7,"47,623",19,"95,105",17,"253,949",14,"368,924",9,"177,165",10,"191,759",32,"279,498",28,"283,046",29,"139,683",10,"44,645",7,"52,416",32,"107,827",21,"224,544",32,"600,551",34,"3,613,864",21,"325,603",9,337,8,506,14,843
24,8,80,27,Saint-AndrÇ-Avellin,41,16,"179,655",11,"76,664",23,"186,981",30,"436,853",13,"99,598",28,"76,094",20,"100,464",15,"712,542",10,"295,783",8,"416,759",41,"284,859",38,"285,482",35,"141,446",15,"68,975",9,"38,675",39,"141,051",29,"327,206",39,"749,909",41,"3,906,454",29,"404,975",14,519,6,729,15,"1,248"
24,8,80,37,Papineauville,38,20,"68,225",15,x,20,x,23,"1,048,208",9,x,17,"108,933",21,"166,421",15,"267,953",10,"202,873",11,"65,080",36,"164,405",35,"280,251",32,"187,922",11,"42,922",7,x,37,"146,320",26,"303,348",38,"712,308",38,"4,340,732",22,"991,779",10,186,5,322,15,508
24,8,80,55,Lochaber,27,17,"126,158",12,"25,334",19,"99,304",21,"319,665",10,"47,948",21,"135,231",17,"99,672",11,"290,991",7,"153,453",9,"137,538",26,"136,135",24,"154,245",24,"110,849",5,"14,740",5,"14,045",25,"83,765",17,"238,825",22,"361,467",27,"2,258,374",20,"221,099",7,156,6,426,11,582
24,8,80,60,Lochaber-Partie-Ouest,24,13,"149,973",13,"53,852",16,"130,645",22,"260,031",12,"61,152",21,"111,808",16,"91,949",11,"129,964",8,"70,719",7,"59,245",24,"194,265",24,"234,813",19,"103,177",10,"44,975",6,"76,557",22,"89,437",16,"200,732",23,"529,413",24,"2,462,743",22,"245,700",10,133,3,169,11,302
24,8,80,65,Mayo,17,5,"8,232",5,x,5,"25,903",10,"50,203",8,"214,922",12,"16,007",5,"7,090",2,x,1,x,1,x,16,"53,887",17,"66,531",11,"31,730",5,"14,450",0,0,14,"40,463",9,"40,389",16,"168,554",17,"778,058",9,"34,592",1,x,1,x,2,x
24,8,80,70,Saint-Sixte,16,4,"19,511",4,"1,750",7,x,12,"244,035",8,x,11,"42,298",12,"85,243",4,"52,126",2,x,3,x,16,"72,046",14,"103,691",15,"88,576",5,"28,223",4,x,14,"30,116",9,"77,359",16,"156,736",16,"1,454,567",12,"224,146",2,x,3,x,4,114
24,8,80,78,Ripon,26,5,"7,424",3,"6,163",8,"13,268",17,"68,985",10,"17,699",13,"15,314",8,"18,093",6,"59,749",4,x,3,x,23,"52,249",24,"69,095",23,"37,989",4,"2,229",5,"6,985",20,"31,629",10,"51,859",24,"282,523",26,"741,253",16,"58,268",5,x,2,x,6,221
24,8,80,85,Mulgrave-et-Derry,20,10,"18,194",3,"1,846",9,"21,023",15,"42,893",3,x,13,"8,691",6,"7,807",3,x,1,x,2,x,19,"66,236",19,"70,781",16,"28,613",5,"22,539",2,x,19,"20,103",9,"14,343",18,"142,839",20,"507,597",12,"22,912",2,x,1,x,3,x
24,8,80,95,Lac-Simon,20,8,"26,659",6,x,13,"29,752",13,"369,567",10,"373,379",10,"29,733",9,"59,252",6,"122,232",4,"45,905",4,"76,327",19,"77,591",19,"75,180",14,"25,192",3,"2,800",2,x,18,"49,953",12,"79,438",19,"243,575",20,"1,582,467",11,"280,535",4,x,2,x,6,184
24,8,81,0,Gatineau,90,32,"131,131",16,"34,719",41,"227,674",55,"408,077",28,"154,250",46,"62,984",43,"145,796",24,"611,843",14,"245,729",16,"366,114",89,"545,384",83,"378,941",73,"205,079",23,"85,850",16,"65,536",79,"208,638",41,"227,814",75,"913,673",90,"4,407,389",49,"322,410",15,620,10,706,24,"1,326"
24,8,81,17,Gatineau,90,32,"131,131",16,"34,719",41,"227,674",55,"408,077",28,"154,250",46,"62,984",43,"145,796",24,"611,843",14,"245,729",16,"366,114",89,"545,384",83,"378,941",73,"205,079",23,"85,850",16,"65,536",79,"208,638",41,"227,814",75,"913,673",90,"4,407,389",49,"322,410",15,620,10,706,24,"1,326"
24,8,82,0,Les Collines-de-l'Outaouais,307,116,"813,486",66,"422,044",163,"1,034,700",221,"2,064,120",99,"1,394,047",196,"443,943",129,"842,036",68,"2,358,456",48,"862,421",39,"1,496,035",301,"1,779,887",278,"1,526,075",242,"701,405",96,"432,407",42,"159,427",275,"666,002",143,"1,203,434",275,"3,872,794",307,"19,714,263",212,"1,664,745",49,"1,205",24,"3,113",68,"4,318"
24,8,82,5,L'Ange-Gardien,52,15,"43,751",6,x,20,"34,361",38,"168,962",13,"172,778",30,"58,077",17,"58,399",7,"60,199",4,"38,859",3,"21,340",50,"158,047",45,"131,236",41,"123,674",12,"47,871",4,"5,322",45,"109,025",15,x,43,"355,805",52,"1,615,216",38,"144,302",5,x,2,x,7,116
24,8,82,10,Notre-Dame-de-la-Salette,21,10,"50,724",7,"11,365",14,"41,969",17,"349,962",8,"40,774",16,"72,082",10,"70,904",8,"188,155",6,"135,895",5,"52,260",21,"108,533",21,"131,637",18,"94,988",7,"13,050",5,"13,022",21,"72,894",16,"188,331",18,"453,511",21,"1,901,901",17,"295,943",6,x,2,x,8,378
24,8,82,15,Val-des-Monts,41,17,"41,812",5,"6,210",21,"97,759",31,"192,770",16,"267,966",25,"23,218",16,"41,070",5,"168,143",4,x,3,x,40,"225,369",38,"153,229",31,"53,447",7,"9,626",6,"11,562",38,"73,739",21,"105,752",38,"352,649",41,"1,824,321",31,"143,483",2,x,3,x,5,359
24,8,82,20,Cantley,22,10,"17,696",3,x,11,"9,476",15,"53,796",6,"11,259",9,"8,907",7,"20,498",4,"11,979",2,x,2,x,20,"49,170",19,"47,363",14,"22,090",3,"1,900",3,446,17,"24,620",6,x,21,"101,977",22,"411,400",13,"47,458",4,25,0,0,4,25
24,8,82,30,Pontiac,97,42,"585,414",31,"365,624",58,"757,603",68,"621,749",33,"737,273",66,"191,205",45,"439,296",26,"1,632,246",16,"446,145",19,"1,186,101",96,"843,785",86,"799,089",78,"288,907",46,"281,060",16,"112,767",85,"253,467",47,"570,315",86,"1,818,009",97,"10,297,809",64,"463,503",18,591,11,"2,300",26,"2,891"
24,8,82,35,La Pàche,74,22,"74,089",14,"15,458",39,"93,532",52,"676,881",23,"163,997",50,"90,454",34,"211,869",18,"297,734",16,"157,018",7,"140,716",74,"394,983",69,"263,521",60,"118,299",21,"78,900",8,"16,308",69,"132,257",38,"244,491",69,"790,843",74,"3,663,616",49,"570,056",14,240,6,309,18,549
24,8,83,0,La VallÇe-de-la-Gatineau,208,91,"475,106",42,"78,638",111,"244,042",154,"1,623,561",69,"621,627",158,"323,891",101,"409,644",54,"857,650",33,"448,243",32,"409,407",200,"1,035,909",192,"1,171,727",178,"501,687",66,"163,269",20,"40,734",187,"389,195",115,"980,617",196,"2,561,831",208,"11,479,128",143,"1,179,993",37,617,25,"1,343",54,"1,960"
24,8,83,10,Low,45,10,"16,556",6,x,17,"24,350",37,"359,636",14,"266,379",38,"54,913",19,"36,435",14,"177,250",10,"91,537",9,"85,713",44,"179,813",41,"163,525",40,"71,777",20,"64,198",3,x,39,"64,846",22,"96,029",43,"547,212",45,"2,133,393",36,"225,177",10,149,7,196,14,345
24,8,83,15,Kazabazua,17,8,"10,951",3,x,8,"16,107",10,"40,430",6,"54,185",11,"8,859",10,"28,791",6,x,5,"54,569",2,x,16,"74,331",16,"51,801",13,"17,741",5,"13,868",2,x,15,"19,416",12,"173,530",16,"166,281",17,"780,557",9,"27,031",5,67,1,x,6,x
24,8,83,20,Lac-Sainte-Marie,24,9,"30,513",1,x,9,"33,395",16,"212,972",8,"53,159",15,"22,440",9,"51,398",2,x,2,x,0,0,22,"129,542",22,"133,743",18,"60,405",9,x,2,x,18,"29,158",11,"40,893",24,"187,263",24,"1,023,903",13,"174,974",2,x,0,0,2,x
24,8,83,32,Gracefield,36,25,"109,365",13,x,25,"64,925",28,"326,266",14,"67,740",29,"84,096",14,"101,694",11,"206,922",4,"58,356",8,"148,566",36,"247,232",33,"300,930",34,"118,553",9,"14,430",2,x,35,"100,021",23,"271,250",33,"564,876",36,"2,610,751",26,"239,234",6,134,8,425,11,559
24,8,83,50,Bouchette,21,11,"148,363",7,"7,752",14,"36,438",17,"312,823",10,"47,275",17,"68,119",14,"61,728",6,"178,145",5,x,3,x,21,"135,663",20,"116,506",19,"65,979",7,"24,229",4,"17,395",20,"53,873",19,"197,365",18,"255,859",21,"1,727,512",17,"260,496",2,x,4,x,6,346
24,8,83,70,DÇlÇage,26,6,"27,850",3,"4,112",12,"24,586",17,"89,585",5,"20,302",16,"33,915",14,"58,560",5,x,1,x,4,x,24,"93,195",23,"94,554",21,"70,097",3,x,1,x,22,"55,837",10,"41,572",23,"254,968",26,"963,251",16,"46,841",3,x,2,x,5,263
24,8,83,88,Montcerf-Lytton,39,22,"131,508",9,"10,351",26,"44,241",29,"281,849",12,"112,587",32,"51,549",21,"71,038",10,"121,152",6,"52,181",6,"68,971",37,"176,133",37,"310,668",33,"97,135",13,"17,534",6,"2,622",38,"66,044",18,"159,978",39,"585,372",39,"2,239,761",26,"206,240",9,174,3,127,10,301
24,8,84,0,Pontiac,329,189,"1,320,937",107,"350,744",215,"921,259",267,"3,232,794",133,"1,381,835",247,"701,833",187,"1,084,170",103,"2,032,291",72,"1,242,939",68,"789,352",318,"1,806,091",306,"2,005,821",276,"810,904",119,"511,610",37,"186,147",299,"743,894",175,"1,834,359",304,"3,906,192",329,"22,830,881",246,"2,381,676",67,"1,326",47,"3,262",103,"4,588"
24,8,84,5,Bristol,51,25,"128,562",17,"28,317",31,"86,288",48,"373,152",18,"107,628",44,"106,727",29,"105,312",12,"124,027",9,"99,563",7,"24,464",47,"205,752",46,"291,166",42,"112,205",18,"63,945",3,"1,649",48,"113,768",31,"201,661",48,"564,152",51,"2,614,311",48,"280,338",8,56,6,291,12,347
24,8,84,15,Clarendon,114,75,"750,102",49,"192,909",83,"476,350",94,"1,757,171",54,"683,238",92,"365,590",82,"599,116",45,"1,052,237",33,"726,355",29,"325,882",111,"849,839",110,"833,165",102,"314,505",45,"230,852",18,"136,208",110,"328,651",72,"1,071,857",110,"1,779,662",114,"11,421,452",86,"1,347,903",25,443,26,"1,875",45,"2,318"
24,8,84,35,Grand-Calumet,31,16,"145,746",9,"56,070",18,"86,751",25,"205,817",11,"78,903",20,"34,081",13,"68,355",6,"39,513",2,x,6,x,31,"158,724",28,"202,984",25,"55,864",10,"51,120",4,"3,014",28,"63,105",20,"238,872",26,"285,694",31,"1,774,613",21,"124,896",6,x,1,x,6,185
24,8,84,40,Litchfield,36,13,"43,187",6,"8,261",25,"74,284",30,"433,599",20,"239,160",25,"65,733",21,"85,238",11,"398,503",8,"144,356",6,"254,147",33,"159,510",34,"186,183",30,"73,974",11,"62,835",3,"11,233",31,"71,740",16,"103,954",34,"471,984",36,"2,489,378",29,"350,094",5,435,7,394,11,829
24,8,84,65,Mansfield-et-Pontefract,32,18,"59,746",7,"9,779",22,"88,042",23,"99,660",9,"83,383",19,"32,863",9,"63,628",6,x,3,x,5,x,31,"109,608",28,"85,166",25,"42,718",7,x,3,x,27,"60,491",9,"50,304",29,"157,916",32,"1,201,097",22,"62,985",3,x,3,x,6,557
24,8,84,82,L'Isle-aux-Allumettes,42,31,"113,654",14,"45,166",23,"72,102",29,"232,236",12,"115,428",31,"67,873",19,"87,561",16,"128,250",11,"89,886",11,"38,364",42,"198,397",38,"249,820",34,"153,857",22,"63,669",4,"20,530",35,"68,174",16,"135,527",38,"445,801",42,"2,198,045",24,"132,531",13,176,4,100,16,276
24,8,84,95,Sheenboro,23,11,"79,940",5,"10,242",13,"37,442",18,"131,159",9,"74,095",16,"28,966",14,"74,960",7,x,6,x,4,x,23,"124,261",22,"157,337",18,"57,781",6,x,2,x,20,"37,965",11,"32,184",19,"200,983",23,"1,131,985",16,"82,929",7,76,0,0,7,76
24,10,85,0,TÇmiscamingue,284,138,"1,805,288",120,"625,731",199,"1,806,853",209,"4,399,547",123,"2,081,254",193,"908,119",155,"1,171,294",130,"4,320,943",89,"2,463,114",80,"1,857,829",276,"2,377,878",272,"2,835,101",246,"1,146,948",120,"493,832",74,"363,289",265,"1,067,876",216,"3,823,513",268,"7,056,380",284,"36,283,846",202,"3,346,156",84,"2,349",73,"6,785",130,"9,134"
24,10,85,15,Saint-êdouard-de-Fabre,17,7,"85,686",7,"44,224",11,"108,638",15,"390,583",9,"236,927",13,"78,728",11,"91,861",9,"250,163",7,"185,521",6,"64,642",17,"203,268",16,"219,366",16,"86,857",7,x,3,x,17,"81,975",14,"357,684",15,"425,856",17,"2,723,942",15,"244,663",7,178,5,314,9,492
24,10,85,20,BÇarn,32,9,"183,419",10,"130,889",16,"324,057",16,"451,863",5,"133,543",13,"48,694",11,"71,245",10,"381,297",5,"187,921",7,"193,376",29,"197,728",29,"236,377",25,"86,542",15,x,3,x,27,"89,896",19,"332,316",32,"508,134",32,"3,201,549",15,"390,404",5,164,7,950,10,"1,114"
24,10,85,30,Duhamel-Ouest,30,17,"72,964",19,"39,286",19,"249,372",14,"148,269",5,"11,622",15,"41,315",12,"71,182",11,"195,908",7,"85,626",7,"110,282",30,"175,883",30,"236,268",23,"63,303",13,"29,428",8,"33,067",26,"76,636",17,"190,502",29,"571,577",30,"2,206,582",14,"110,066",9,198,3,102,11,300
24,10,85,37,Lorrainville,25,13,"189,234",9,"24,683",18,"111,959",19,"445,617",10,"403,518",18,"92,256",11,"68,916",6,"454,575",6,"279,356",4,"175,219",25,"242,404",23,"300,211",18,"102,657",11,x,4,x,23,"111,124",17,"354,957",21,"736,086",25,"3,735,781",19,"386,690",2,x,5,x,6,976
24,10,85,45,Saint-Bruno-de-Guigues,49,28,"251,764",21,"65,307",36,"269,766",39,"785,258",23,"252,175",34,"116,172",33,"205,916",26,"652,990",20,"332,348",17,"320,642",49,"414,572",48,"403,666",45,"168,955",22,"141,444",18,"86,709",46,"161,651",42,"636,126",47,"1,362,098",49,"5,974,569",36,"531,122",22,601,11,715,26,"1,316"
24,10,85,50,Laverlochäre,19,13,"98,625",11,"20,312",18,"103,749",15,"248,549",10,"113,417",14,"41,819",11,"101,659",10,"143,300",2,x,9,x,19,"166,964",18,"211,121",18,"74,186",5,"9,786",8,"22,114",19,"65,355",18,"252,343",19,"641,989",19,"2,315,288",15,"211,754",8,202,3,198,10,400
24,10,85,55,Fugäreville,27,8,"75,244",6,"16,794",15,"78,017",21,"447,942",11,"362,417",20,"102,041",14,"105,199",14,"371,160",9,"273,951",6,"97,209",26,"228,246",26,"239,592",23,"107,956",8,"22,744",6,"37,946",25,"131,412",21,"312,402",24,"436,528",27,"3,075,640",20,"313,129",8,231,8,564,14,795
24,10,85,85,Saint-Eugäne-de-Guigues,19,15,"491,985",13,"211,949",15,"281,867",17,"612,204",12,"72,945",16,"186,786",15,"198,510",15,"1,153,720",12,"539,122",9,"614,598",18,"272,024",18,"462,253",19,"230,508",9,"59,783",6,"65,147",19,"166,425",18,"780,469",18,"1,119,396",19,"6,365,971",17,"530,559",10,341,11,"2,060",15,"2,401"
24,10,85,90,Notre-Dame-du-Nord,22,10,"88,106",8,"14,937",17,"91,332",20,"400,629",14,"86,741",19,"110,373",13,"97,309",11,"465,693",11,"376,700",4,"88,993",21,"159,179",21,"171,269",19,"90,796",10,"21,196",6,"9,110",22,"78,371",19,"241,802",22,"385,643",22,"2,512,486",20,"300,771",2,x,11,x,11,701
24,10,85,100,NÇdÇlec,24,14,"258,748",13,"55,508",21,"154,498",15,"277,860",11,"299,408",15,"54,710",15,"124,461",11,"164,176",6,"91,067",7,"73,109",23,"201,017",23,"226,531",23,"99,511",13,"54,597",7,"38,721",22,"66,690",19,"267,670",22,"583,294",24,"2,927,400",15,"168,215",7,275,5,142,11,417
24,10,85,105,RÇmigny,20,4,"9,513",3,"1,842",13,"33,598",18,"190,773",13,"108,541",16,"35,225",9,"35,036",7,"87,961",4,x,4,x,19,"116,593",20,"128,447",17,"35,677",7,"10,724",5,"29,346",19,"38,341",12,"97,242",19,"285,779",20,"1,244,638",16,"158,783",4,59,4,163,7,222
24,10,86,0,Rouyn-Noranda,66,23,"113,905",9,"16,806",43,"128,134",50,"604,757",22,"326,319",45,"102,686",23,"90,014",18,"507,581",12,"324,778",12,"182,803",65,"408,015",62,"366,019",51,"148,960",17,"55,703",11,"39,576",59,"145,881",39,"354,391",59,"830,362",66,"4,239,109",50,"423,239",13,310,9,461,18,771
24,10,86,42,Rouyn-Noranda,66,23,"113,905",9,"16,806",43,"128,134",50,"604,757",22,"326,319",45,"102,686",23,"90,014",18,"507,581",12,"324,778",12,"182,803",65,"408,015",62,"366,019",51,"148,960",17,"55,703",11,"39,576",59,"145,881",39,"354,391",59,"830,362",66,"4,239,109",50,"423,239",13,310,9,461,18,771
24,10,87,0,Abitibi-Ouest,206,97,"1,193,201",61,"180,664",146,"839,511",159,"5,333,084",99,"7,424,534",150,"879,901",111,"841,053",95,"3,621,291",68,"1,591,322",60,"2,029,969",202,"1,971,761",194,"2,029,260",176,"817,415",94,"368,195",56,"139,183",190,"594,043",134,"2,514,833",183,"5,255,688",206,"34,003,617",147,"3,479,790",74,"2,628",51,"4,248",95,"6,876"
24,10,87,10,Rapide-Danseur,22,9,"117,682",7,x,17,"110,748",16,"875,907",9,x,14,"106,160",11,"125,059",8,"552,431",7,"166,433",5,"385,998",21,"243,423",21,"257,919",18,"48,865",10,"37,900",4,x,20,"83,688",12,"448,754",21,"758,588",22,"4,832,144",16,"808,048",6,361,6,705,8,"1,066"
24,10,87,25,Palmarolle,31,16,"216,971",13,"47,382",24,"147,799",26,"947,174",20,"850,202",25,"208,933",22,"145,621",19,"1,119,182",17,"492,748",10,"626,434",31,"292,806",29,"353,743",28,"145,695",13,"30,034",12,"22,792",30,"145,452",28,"567,624",29,"1,070,611",31,"6,312,021",25,"837,049",12,423,16,"1,703",19,"2,126"
24,10,87,30,Sainte-Germaine-BoulÇ,22,15,"120,573",10,"13,420",18,"85,860",20,"622,629",10,"1,370,294",20,"143,970",15,"55,601",12,"401,709",9,"243,514",8,"158,195",21,"237,711",21,"282,519",20,"131,793",11,"31,243",10,"25,778",20,"63,704",16,"358,849",20,"656,579",22,"4,602,232",20,"364,824",10,250,5,400,12,650
24,10,87,35,Poularies,17,8,"64,455",4,"3,802",12,"80,513",12,"207,409",9,x,13,"63,630",8,x,8,"268,948",4,"135,748",5,"133,200",17,"150,278",16,"172,331",13,x,9,"36,983",3,"3,409",17,"47,762",12,"187,117",16,"237,388",17,"1,740,437",11,"160,393",5,426,7,406,8,832
24,10,87,42,Taschereau,24,6,"30,054",2,x,12,x,18,"230,283",11,x,15,"44,405",12,"64,388",5,"95,650",3,"44,314",4,"51,336",24,"149,184",23,"136,545",21,"55,874",10,x,4,"2,494",20,"36,699",13,"175,907",20,"359,556",24,"1,539,790",17,"181,202",5,x,1,x,5,193
24,10,87,58,Macamic,18,11,x,7,x,11,x,14,"1,188,693",6,x,12,"91,378",11,x,11,"260,011",8,"136,442",7,"123,569",18,"172,315",18,"135,988",15,x,10,x,5,x,18,x,11,"179,673",18,"542,331",18,"6,008,573",12,"254,359",7,193,5,261,11,454
