HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NINJURNY,NOPINJD,NOPINJ01,NOPINJ02,NOPINJ03,NOPINJ04,NOPINJ05,NOPINJ06,NOPINJ07,NOPINJ08,NOPINJ09,NOPINJ10,NINJFMD,NFMINJ01,NFMINJ02,NFMINJ03,NFMINJ04,NFMINJ05,NFMINJ06,NFMINJ07,NFMINJ08,NFMINJ09,NFMINJ10,NINJOTD,NOTINJ01,NOTINJ02,NOTINJ03,NOTINJ04,NOTINJ05,NOTINJ06,NOTINJ07,NOTINJ08,NOTINJ09,NOTINJ10,NINJURY01,NINJURY02,NINJURY03,NINJURY04,NINJURY05,NINJURY06,NINJURY07,NINJURY08,NINJURY09,NINJURY10
24,2,93,42,Alma,62,5,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
24,2,93,45,Saint-Nazaire,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,93,65,L'Ascension-de-Notre-Seigneur,20,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
24,2,93,70,Saint-Henri-de-Taillon,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,94,0,Le Saguenay-et-son-Fjord,324,28,21,5,0,5,5,3,0,0,0,2,2,4,3,0,1,2,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,9,0,8,6,4,0,0,0,2,2
24,2,94,68,Saguenay,179,20,16,3,0,3,5,2,0,0,0,2,2,3,2,0,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,6,0,4,6,3,0,0,0,2,2
24,2,94,205,Petit-Saguenay,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,2,94,235,Saint-Fulgence,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,2,94,240,Saint-HonorÇ,38,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24,2,94,255,Saint-Ambroise,54,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
24,2,95,0,La Haute-Cìte-Nord,40,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0
24,2,95,10,SacrÇ-Coeur,20,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0
24,2,95,18,Les Bergeronnes,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,96,0,Manicouagan,37,3,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0
24,2,96,20,Baie-Comeau,37,3,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0
35,0,0,0,Ontario,"57,211","3,039","2,475",653,181,989,641,237,135,124,192,49,147,397,109,32,159,100,53,25,15,28,14,18,414,116,27,183,114,35,18,20,14,12,29,836,218,"1,212",822,302,158,141,213,58,193
35,1,0,0,Southern Ontario Region - rÇgion du sud de l'Ontario,"18,665",938,722,191,52,272,174,74,54,32,60,19,45,97,30,9,35,18,15,8,4,8,5,7,196,47,11,92,64,15,9,9,6,4,8,252,65,369,246,96,65,40,68,22,59
35,2,0,0,Western Ontario Region - rÇgion de l'ouest de l'Ontario,"18,498",989,802,203,49,315,239,61,34,31,48,11,44,156,43,10,56,48,19,9,2,7,3,4,104,25,10,37,29,11,3,4,3,4,11,264,64,371,307,86,41,33,55,14,59
35,3,0,0,Central Ontario Region - rÇgion du centre de l'Ontario,"8,705",498,416,117,42,181,93,48,24,29,48,10,22,67,16,6,28,17,10,2,4,4,3,3,56,20,3,33,11,5,2,3,2,3,5,144,44,221,111,58,24,32,49,12,30
35,4,0,0,Eastern Ontario Region - rÇgion de l'est de l'Ontario,"8,864",469,409,106,27,172,99,41,17,21,28,7,28,61,18,5,34,14,7,4,3,6,2,2,46,22,2,13,8,4,4,4,3,1,5,137,32,193,118,48,21,24,31,7,35
35,5,0,0,Northern Ontario Region - rÇgion du nord de l'Ontario,"2,479",145,126,36,11,49,36,13,6,11,8,2,8,16,2,2,6,3,2,2,2,3,1,2,12,2,1,8,2,0,0,0,0,0,0,39,13,58,40,14,7,12,10,3,10
35,4,1,0,"Stormont, Dundas and Glengarry","1,811",104,91,17,6,39,17,11,4,4,5,2,10,16,5,0,9,3,1,1,0,1,0,0,9,5,0,2,2,1,1,1,0,0,1,26,6,42,22,12,5,5,6,2,11
35,4,1,5,South Glengarry,323,21,18,1,0,8,4,3,0,1,2,0,1,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,8,5,3,0,2,2,0,1
35,4,1,11,South Stormont,227,11,10,6,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,3,3,3,1,1,1,1,1,1
35,4,1,20,South Dundas,244,12,12,1,0,7,3,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,0,0,0,0,0,2
35,4,1,30,North Dundas,390,24,20,4,0,6,5,5,1,2,1,0,3,2,1,0,1,1,1,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,5,0,7,7,6,1,2,1,0,3
35,4,1,42,North Stormont,284,15,12,1,0,7,2,1,0,0,1,0,1,5,1,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,3,1,0,0,1,0,1
35,4,1,50,North Glengarry,343,21,19,4,3,8,0,1,2,0,0,1,2,3,1,0,2,0,0,0,0,1,0,0,3,2,0,0,1,0,1,0,0,0,1,6,3,8,1,1,3,0,1,1,3
35,4,2,0,Prescott and Russell,"1,052",58,52,13,5,23,13,8,4,4,5,2,2,5,2,3,4,2,2,2,2,2,2,0,8,5,1,1,1,2,1,3,2,1,2,18,7,24,13,9,4,6,5,2,4
35,4,2,1,East Hawkesbury,138,5,5,0,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0
35,4,2,10,Champlain,115,11,10,3,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,1,1,0,1,0,0
35,4,2,23,Alfred and Plantagenet,196,15,14,5,1,3,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,1,3,5,3,2,2,1,1,2
35,4,2,25,The Nation / La Nation,323,11,8,2,1,5,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5,4,1,1,1,2,1,2,1,1,1,6,2,5,1,2,1,3,1,1,1
35,4,2,36,Clarence-Rockland,141,7,7,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,1,0,0
35,4,2,48,Russell,139,9,8,0,1,6,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,2,6,0,2,0,1,1,0,1
35,4,6,0,Ottawa,"1,267",80,66,18,4,28,10,5,4,5,4,0,7,11,4,0,6,5,2,0,1,0,0,2,8,5,0,2,1,0,1,0,0,0,0,26,4,31,16,7,5,5,4,0,9
35,4,6,8,Ottawa,"1,267",80,66,18,4,28,10,5,4,5,4,0,7,11,4,0,6,5,2,0,1,0,0,2,8,5,0,2,1,0,1,0,0,0,0,26,4,31,16,7,5,5,4,0,9
35,4,7,0,Leeds and Grenville,"1,303",77,64,17,4,24,16,6,3,2,6,1,5,12,4,1,5,1,1,1,0,2,0,0,7,4,0,2,1,0,1,0,0,0,0,22,5,28,18,7,5,2,8,1,5
35,4,7,4,Edwardsburgh/Cardinal,129,12,10,3,0,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,4,2,0,1,0,2,0,1
35,4,7,6,Augusta,126,6,4,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1
35,4,7,14,Elizabethtown-Kitley,230,8,8,2,2,5,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,1,1,1,1,1,0
35,4,7,17,Front of Yonge,44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4,7,21,Leeds and the Thousand Islands,232,15,11,5,1,3,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,6,2,4,3,1,1,0,0,0,1
35,4,7,40,Rideau Lakes,240,13,12,2,1,5,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,2,0,0,1,0,0
35,4,7,42,Athens,48,6,6,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,1,0,0
35,4,7,52,Merrickville-Wolford,81,8,6,3,0,3,1,1,0,0,0,0,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,0,0,0,2
35,4,7,65,North Grenville,173,8,6,0,0,2,2,0,0,0,2,0,0,3,1,0,3,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,4,2,1,0,0,3,0,0
35,4,9,0,Lanark,874,48,45,15,2,16,15,3,1,2,2,0,1,7,2,0,5,0,0,0,0,1,0,0,5,2,0,0,2,0,0,0,1,0,0,17,2,19,17,3,1,2,2,0,1
35,4,9,1,Montague,86,7,7,3,1,3,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,3,1,0,1,1,1,0,0
35,4,9,10,Drummond/North Elmsley,174,11,11,3,0,3,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,1,0,1
35,4,9,15,Tay Valley,141,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
35,4,9,24,Beckwith,81,6,6,3,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,0,0,0,0
35,4,9,30,Mississippi Mills,240,10,10,2,0,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,1,0,0,0,0,0
35,4,9,39,Lanark Highlands,152,10,8,3,0,3,3,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,4,4,2,0,1,0,0,0
35,4,10,0,Frontenac,672,25,24,8,1,12,10,1,0,0,3,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,1,12,11,1,0,0,3,0,1
35,4,10,5,Frontenac Islands,69,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
35,4,10,10,Kingston,197,10,10,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0
35,4,10,20,South Frontenac,285,10,10,2,0,7,5,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,2,0,1
35,4,10,35,Central Frontenac,121,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
35,4,11,0,Lennox and Addington,617,21,18,4,3,7,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,4,3,9,4,2,0,0,1,1,2
35,4,11,5,Loyalist,126,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0
35,4,11,15,Greater Napanee,229,11,9,1,1,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,4,2,1,0,0,1,1,1
35,4,11,30,Stone Mills,240,6,5,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,0,1
35,4,11,35,Addington Highlands,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,3,12,0,Hastings,"1,146",70,61,14,3,39,9,6,4,4,8,1,1,11,2,0,6,1,1,0,1,1,0,0,4,2,0,2,0,0,0,0,0,0,0,18,3,43,10,6,4,5,8,1,1
35,3,12,1,Tyendinaga,159,9,8,3,0,5,2,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,2,1,0,0,1,0,0
35,3,12,5,Belleville,122,7,5,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,0
35,3,12,15,Quinte West,240,14,12,3,1,6,1,1,0,2,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,6,1,1,0,2,2,0,0
35,3,12,20,Stirling-Rawdon,163,10,8,1,1,5,0,1,1,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,6,0,1,1,1,1,0,1
35,3,12,26,Centre Hastings,83,7,5,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0
35,3,12,30,Tweed,145,11,11,1,0,10,1,1,2,0,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,2,0,1,0,0
35,3,12,36,Madoc,100,7,7,2,1,6,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,2,1,1,1,1,0
35,3,12,46,Marmora and Lake,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,3,12,61,Bancroft,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,3,12,65,Carlow/Mayo,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,12,76,Hastings Highlands,37,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
35,3,13,0,Prince Edward,520,23,23,5,6,7,5,2,3,4,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,2,3,4,6,1,0
35,3,13,20,Prince Edward,520,23,23,5,6,7,5,2,3,4,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,2,3,4,6,1,0
35,3,14,0,Northumberland,"1,031",58,48,10,5,17,13,7,2,4,4,1,5,7,1,0,4,2,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,11,5,25,15,7,2,4,4,1,5
35,3,14,4,Brighton,120,10,8,2,1,3,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,5,0,1,0,1,2,0,2
35,3,14,14,Cramahe,107,4,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
35,3,14,19,Hamilton,147,5,4,2,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,0,0
35,3,14,20,Port Hope,162,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
35,3,14,24,Alnwick/Haldimand,173,6,5,0,0,0,2,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1
35,3,14,45,Trent Hills,322,27,25,5,4,12,7,3,1,2,2,1,2,4,0,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,4,13,8,3,1,2,2,1,2
35,3,15,0,Peterborough,"1,192",69,62,19,5,29,14,7,1,2,4,1,2,9,4,0,5,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,21,5,33,15,7,1,2,4,1,3
35,3,15,3,Asphodel-Norwood,153,9,9,4,1,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,0,0,0,0,1
35,3,15,5,Otonabee-South Monaghan,265,22,20,5,0,10,5,2,0,0,0,0,1,4,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,10,6,2,0,0,0,0,2
35,3,15,13,Cavan-Millbrook-North Monaghan,212,9,8,2,3,3,3,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,2,1,1,2,1,0
35,3,15,15,Smith-Ennismore-Lakefield,199,8,6,3,0,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,6,2,0,0,0,1,0,0
35,3,15,23,Douro-Dummer,229,12,11,2,1,4,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,2,0,0,1,0,0
35,3,15,30,Havelock-Belmont-Methuen,69,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
35,3,15,44,Galway-Cavendish and Harvey,65,7,6,3,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,1,0,0,0
35,3,16,0,Kawartha Lakes,"1,537",64,54,19,8,18,13,9,1,5,8,1,6,7,3,1,1,2,1,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,1,25,9,19,16,10,1,5,8,1,7
35,3,16,10,Kawartha Lakes,"1,537",64,54,19,8,18,13,9,1,5,8,1,6,7,3,1,1,2,1,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,1,25,9,19,16,10,1,5,8,1,7
35,3,18,0,Durham,"1,686",122,95,28,12,40,21,12,7,5,10,2,4,23,4,4,8,6,8,2,3,2,3,3,18,5,2,13,6,4,2,3,2,3,3,33,12,54,27,20,7,7,10,4,10
35,3,18,1,Pickering,56,5,3,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,0,0
35,3,18,9,Whitby,82,6,2,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,3,1,1,0,0,0,1,2,1,0,5,1,1,1,0,0,1,2
35,3,18,13,Oshawa,62,7,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,1,0,0,0,3,0,4,1,0,0,1,0,0,0
35,3,18,17,Clarington,437,27,21,9,5,10,6,2,3,1,1,1,1,5,1,2,2,1,1,1,1,1,1,2,5,2,1,4,1,2,1,1,1,1,0,10,5,14,6,3,3,1,1,1,3
35,3,18,20,Scugog,382,25,22,4,2,10,3,4,1,1,1,0,1,6,1,0,0,2,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5,2,10,4,7,1,1,1,1,1
35,3,18,29,Uxbridge,338,25,20,6,3,6,5,5,1,3,5,1,1,4,2,2,2,1,3,1,2,1,1,0,4,1,1,2,2,1,1,1,1,1,1,7,3,7,6,7,1,4,5,1,2
35,3,18,39,Brock,329,27,23,5,2,8,7,1,1,0,2,0,1,6,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,11,9,1,1,0,2,0,2
35,3,19,0,York,972,62,47,12,2,20,12,2,4,4,5,2,2,7,1,1,3,3,0,0,0,1,0,0,16,10,1,9,1,1,0,0,0,0,0,20,3,29,14,3,4,4,6,2,2
35,3,19,28,Vaughan,140,7,5,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0
35,3,19,36,Markham,64,5,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0
35,3,19,38,Richmond Hill,27,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
35,3,19,44,Whitchurch-Stouffville,159,12,9,4,0,4,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,5,0,6,2,1,0,1,1,0,0
35,3,19,49,King,293,13,11,3,1,5,3,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,4,1,8,3,1,1,1,2,1,1
35,3,19,54,East Gwillimbury,143,10,9,3,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,2,4,1,1,1,1,0,0
35,3,19,70,Georgina,146,12,9,0,0,4,2,0,2,1,0,1,1,4,1,1,2,1,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,6,2,0,2,1,1,1,1
35,2,21,0,Peel,483,30,24,6,3,12,2,3,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,6,2,0,2,1,0,1,0,0,0,0,10,4,14,3,3,2,0,2,2,1
35,2,21,5,Mississauga,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,2,21,10,Brampton,76,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
35,2,21,24,Caledon,389,25,21,5,3,11,2,2,1,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,9,4,12,2,2,1,0,2,2,1
35,2,22,0,Dufferin,893,41,38,14,3,13,9,2,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,15,3,13,10,2,2,1,3,0,4
35,2,22,1,East Garafraxa,128,7,7,2,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,1,1,0,1,0,0
35,2,22,8,Amaranth,178,8,7,2,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,4,1,1,0,0,0,0,2
35,2,22,10,East Luther Grand Valley,94,5,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1
35,2,22,12,Mono,166,5,5,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,1,0,0,0
35,2,22,16,Mulmur,146,7,7,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,1
35,2,22,19,Melancthon,181,9,8,5,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,2,1,0,0,0,2,0,0
35,2,23,0,Wellington,"2,588",139,113,34,4,43,34,8,4,2,12,2,4,22,7,0,5,8,6,0,0,1,0,1,12,3,1,3,2,1,0,1,0,2,4,44,5,47,42,15,4,3,13,4,9
35,2,23,1,Puslinch,175,9,6,1,0,3,2,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,4,2,1,0,0,1,2,2
35,2,23,9,Guelph/Eramosa,293,13,8,4,1,2,0,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,4,1,0,1,2,1,0,0,0,0,0,6,1,2,2,3,0,0,0,0,1
35,2,23,17,Erin,259,20,18,10,0,9,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,11,0,10,2,2,0,0,2,1,1
35,2,23,25,Centre Wellington,412,21,19,5,1,10,6,2,1,1,1,1,1,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,8,2,1,1,2,1,1
