HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFCAP01,NTOTFCAP02,NTOTFCAP03,NTOTFCAP04,NTOTFCAP05,NTOTFCAP06,NTOTFCAP07,NTOTFCAP08,NTOTFCAP09
24,4,51,35,Saint-LÇon-le-Grand,59,2,6,12,9,8,10,2,7,3
24,4,51,40,Sainte-Ursule,44,0,3,5,10,16,1,3,6,0
24,4,51,45,Saint-Justin,37,2,5,3,6,5,7,2,4,3
24,4,51,55,Sainte-Angäle-de-PrÇmont,30,6,4,8,2,6,3,1,0,0
24,4,51,60,Saint-Paulin,46,0,6,11,3,16,4,2,3,1
24,4,51,80,Charette,19,5,3,4,2,4,1,0,0,0
24,4,51,85,Saint-Boniface,36,5,8,4,4,9,4,0,2,0
24,4,51,90,Saint-êtienne-des-Gräs,38,3,4,3,6,11,5,4,0,2
24,7,52,0,D'Autray,466,22,35,54,60,146,68,22,40,19
24,7,52,7,Lavaltrie,38,2,6,2,5,10,5,1,5,2
24,7,52,17,Lanoraie,42,1,4,4,5,11,10,1,4,2
24,7,52,30,Sainte-êlisabeth,68,2,3,8,6,20,14,5,6,4
24,7,52,40,Sainte-Geneviäve-de-Berthier,31,1,6,3,3,8,3,0,4,3
24,7,52,45,Saint-Ignace-de-Loyola,30,3,4,3,3,12,2,1,1,1
24,7,52,55,Saint-BarthÇlemy,55,1,3,9,9,17,8,4,3,1
24,7,52,62,Saint-Cuthbert,63,1,1,5,7,23,11,6,7,2
24,7,52,70,Saint-Norbert,38,2,3,5,6,13,5,2,2,0
24,7,52,85,Saint-Gabriel-de-Brandon,64,1,4,11,8,22,7,2,6,3
24,7,52,90,Saint-Didace,37,8,1,4,8,10,3,0,2,1
24,13,53,0,Le Bas-Richelieu,320,6,16,40,30,95,47,23,36,27
24,13,53,5,Saint-David,57,0,1,5,3,19,10,3,9,7
24,13,53,15,Saint-AimÇ,51,2,1,3,5,12,9,7,7,5
24,13,53,20,Saint-Robert,40,0,5,5,3,12,6,3,4,2
24,13,53,25,Sainte-Victoire-de-Sorel,35,0,2,5,3,8,4,3,5,5
24,13,53,32,Saint-Ours,42,2,3,5,4,15,3,2,5,3
24,13,53,40,Saint-Roch-de-Richelieu,30,0,1,8,3,8,3,2,3,2
24,13,53,72,Yamaska,44,2,2,6,5,15,9,1,2,2
24,13,53,85,Saint-GÇrard-Majella,21,0,1,3,4,6,3,2,1,1
24,13,54,0,Les Maskoutains,"1,106",15,40,103,96,309,189,136,127,91
24,13,54,8,Saint-Pie,109,1,3,16,9,26,27,11,10,6
24,13,54,17,Saint-Damase,109,2,4,11,7,32,19,13,16,5
24,13,54,30,Sainte-Marie-Madeleine,59,1,4,6,4,19,6,10,7,2
24,13,54,35,La PrÇsentation,86,1,0,8,8,22,14,11,9,13
24,13,54,48,Saint-Hyacinthe,136,1,4,11,11,35,14,23,20,17
24,13,54,60,Saint-Dominique,64,1,1,9,4,22,13,8,3,3
24,13,54,65,Saint-ValÇrien-de-Milton,101,1,5,11,12,33,17,10,7,5
24,13,54,72,Saint-Liboire,67,1,3,3,8,18,10,10,10,4
24,13,54,90,Saint-Simon,48,0,3,3,3,11,8,9,4,7
24,13,54,95,Sainte-HÇläne-de-Bagot,70,0,3,7,8,21,14,3,10,4
24,13,54,100,Saint-Hugues,78,5,1,3,7,24,15,7,10,6
24,13,54,105,Saint-BarnabÇ-Sud,45,0,2,4,3,9,9,4,6,8
24,13,54,110,Saint-Jude,48,1,2,1,7,16,7,6,5,3
24,13,54,115,Saint-Bernard-de-Michaudville,28,0,1,1,3,11,4,3,1,4
24,13,54,120,Saint-Louis,27,0,1,6,0,6,7,2,2,3
24,13,54,125,Saint-Marcel-de-Richelieu,31,0,3,3,2,4,5,6,7,1
24,13,55,0,Rouville,514,14,24,57,67,158,67,42,52,33
24,13,55,8,Ange-Gardien,106,6,3,11,8,29,18,10,12,9
24,13,55,15,Saint-Paul-d'Abbotsford,106,3,8,19,16,35,14,5,2,4
24,13,55,23,Saint-CÇsaire,92,0,4,5,15,27,14,7,14,6
24,13,55,30,Sainte-Angäle-de-Monnoir,41,1,3,6,3,7,5,6,6,4
24,13,55,37,Rougemont,76,0,3,9,17,34,4,4,4,1
24,13,55,48,Marieville,40,2,1,3,4,8,5,4,8,5
24,13,55,57,Richelieu,19,0,0,1,2,7,3,1,4,1
24,13,55,65,Saint-Mathias-sur-Richelieu,34,2,2,3,2,11,4,5,2,3
24,13,56,0,Le Haut-Richelieu,618,12,28,54,55,136,103,67,102,61
24,13,56,10,Saint-Georges-de-Clarenceville,36,1,1,4,4,6,6,2,8,4
24,13,56,15,Noyan,25,0,0,2,2,5,3,6,5,2
24,13,56,23,Lacolle,30,0,0,0,6,12,3,3,2,4
24,13,56,30,Saint-Valentin,38,0,3,1,1,6,10,2,8,7
24,13,56,42,Henryville,54,0,3,4,5,13,7,7,12,3
24,13,56,50,Saint-SÇbastien,49,1,3,4,3,9,10,8,10,1
24,13,56,55,Saint-Alexandre,63,0,3,7,5,15,9,9,11,4
24,13,56,60,Sainte-Anne-de-Sabrevois,39,0,1,2,4,8,11,4,6,3
24,13,56,65,Saint-Blaise-sur-Richelieu,29,1,1,5,2,1,3,3,10,3
24,13,56,83,Saint-Jean-sur-Richelieu,116,4,6,13,14,24,17,8,17,13
24,13,56,97,Mont-Saint-GrÇgoire,80,3,4,10,7,24,15,8,4,5
24,13,56,105,Sainte-Brigide-d'Iberville,59,2,3,2,2,13,9,7,9,12
24,13,57,0,La VallÇe-du-Richelieu,402,12,16,62,45,105,64,34,47,17
24,13,57,10,Carignan,43,3,2,8,4,10,3,5,6,2
24,13,57,33,Saint-Jean-Baptiste,103,2,5,20,11,24,18,11,9,3
24,13,57,45,Saint-Mathieu-de-Beloeil,38,0,0,6,6,9,8,4,4,1
24,13,57,50,Saint-Marc-sur-Richelieu,50,2,3,5,9,13,6,4,6,2
24,13,57,57,Saint-Charles-sur-Richelieu,56,4,2,9,2,16,7,5,9,2
24,13,57,68,Saint-Denis-sur-Richelieu,67,1,2,5,8,19,16,2,8,6
24,13,57,75,Saint-Antoine-sur-Richelieu,45,0,2,9,5,14,6,3,5,1
24,13,58,0,Longueuil,57,2,4,11,8,14,8,2,4,4
24,13,58,227,Longueuil,57,2,4,11,8,14,8,2,4,4
24,13,59,0,Lajemmerais,184,3,14,26,23,54,26,13,15,10
24,13,59,15,Saint-Amable,42,0,1,9,6,11,7,2,5,1
24,13,59,20,Varennes,46,1,6,9,4,12,6,3,2,3
24,13,59,25,Verchäres,53,1,6,2,7,15,6,6,5,5
24,13,59,30,Calixa-LavallÇe,43,1,1,6,6,16,7,2,3,1
24,7,60,0,L'Assomption,168,4,15,20,22,57,20,11,14,5
24,7,60,13,Repentigny,22,0,2,2,2,9,4,1,2,0
24,7,60,20,Saint-Sulpice,16,2,1,0,2,3,2,2,3,1
24,7,60,28,L'Assomption,86,2,9,10,9,33,11,2,7,3
24,7,60,40,L'êpiphanie,44,0,3,8,9,12,3,6,2,1
24,7,61,0,Joliette,269,11,15,43,30,99,30,16,17,8
24,7,61,5,Saint-Paul,76,4,4,12,6,29,11,4,3,3
24,7,61,27,Saint-Thomas,62,3,5,9,8,16,6,3,8,4
24,7,61,40,Saint-Ambroise-de-Kildare,62,2,1,12,6,29,4,5,2,1
24,7,61,45,Notre-Dame-de-Lourdes,25,1,3,2,2,11,3,1,2,0
24,7,61,50,Sainte-MÇlanie,44,1,2,8,8,14,6,3,2,0
24,7,62,0,Matawinie,224,6,29,42,39,60,28,8,9,3
24,7,62,7,Saint-FÇlix-de-Valois,89,0,3,13,20,29,14,4,5,1
24,7,62,15,Saint-Jean-de-Matha,46,3,10,8,6,7,7,2,2,1
24,7,62,30,Sainte-Marcelline-de-Kildare,23,2,4,6,4,5,1,1,0,0
24,7,62,37,Rawdon,28,0,3,6,6,9,2,0,1,1
24,7,62,75,Saint-Damien,38,1,9,9,3,10,4,1,1,0
24,7,63,0,Montcalm,469,16,31,60,53,129,65,38,47,30
24,7,63,5,Sainte-Marie-SalomÇ,23,1,1,5,3,5,4,0,3,1
24,7,63,13,Saint-Jacques,62,2,6,9,8,19,6,4,4,4
24,7,63,25,Saint-Alexis,57,2,5,8,8,10,7,7,8,2
24,7,63,30,Saint-Esprit,69,2,6,8,9,17,13,7,0,7
24,7,63,35,Saint-Roch-de-l'Achigan,112,5,1,7,11,33,15,10,20,10
24,7,63,48,Saint-Lin--Laurentides,72,2,5,11,6,22,10,5,7,4
24,7,63,60,Sainte-Julienne,30,1,3,5,2,9,4,3,2,1
24,7,63,65,Saint-Liguori,44,1,4,7,6,14,6,2,3,1
24,7,64,0,Les Moulins,104,1,13,18,20,29,9,6,5,3
24,7,64,8,Terrebonne,41,0,5,9,5,10,5,3,2,2
24,7,64,15,Mascouche,63,1,8,9,15,19,4,3,3,1
24,6,65,0,Laval,152,6,15,25,33,42,13,3,7,8
24,6,65,5,Laval,152,6,15,25,33,42,13,3,7,8
24,6,66,0,MontrÇal,73,9,13,19,8,13,6,3,1,1
24,6,66,23,MontrÇal,73,9,13,19,8,13,6,3,1,1
24,13,67,0,Roussillon,197,2,14,31,33,48,25,14,19,11
24,13,67,5,Saint-Mathieu,26,0,3,6,4,7,2,1,2,1
24,13,67,10,Saint-Philippe,31,0,2,6,5,9,1,4,4,0
24,13,67,35,Saint-Constant,43,0,2,7,8,9,8,3,3,3
24,13,67,40,Saint-Isidore,43,1,1,3,3,14,8,3,6,4
24,13,67,45,Mercier,54,1,6,9,13,9,6,3,4,3
24,13,68,0,Les Jardins-de-Napierville,607,16,23,95,86,154,79,41,65,48
24,13,68,5,Saint-Bernard-de-Lacolle,62,1,2,10,7,17,13,2,8,2
24,13,68,15,Hemmingford,91,0,5,17,19,29,11,4,3,3
24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,48,1,2,7,7,14,8,0,5,4
24,13,68,25,Saint-Patrice-de-Sherrington,78,4,1,10,12,14,8,7,13,9
24,13,68,35,Saint-Cyprien-de-Napierville,71,1,2,10,7,15,12,4,10,10
24,13,68,40,Saint-Jacques-le-Mineur,40,2,0,4,7,5,2,8,6,6
24,13,68,45,Saint-êdouard,41,2,0,4,3,11,7,4,7,3
24,13,68,50,Saint-Michel,65,1,5,11,9,18,5,5,6,5
24,13,68,55,Saint-RÇmi,111,4,6,22,15,31,13,7,7,6
24,13,69,0,Le Haut-Saint-Laurent,648,11,43,87,81,168,105,51,75,27
24,13,69,5,Havelock,52,2,6,9,11,14,6,3,1,0
24,13,69,10,Franklin,81,2,6,17,15,18,9,3,7,4
24,13,69,17,Saint-Chrysostome,75,1,7,9,15,20,12,2,7,2
24,13,69,30,Träs-Saint-Sacrement,74,1,3,7,4,19,13,11,12,4
24,13,69,37,Ormstown,87,0,3,8,6,24,25,5,13,3
24,13,69,45,Hinchinbrooke,72,0,1,13,9,26,8,7,7,1
24,13,69,50,Elgin,41,1,6,5,8,9,7,1,3,1
24,13,69,60,Godmanchester,67,0,6,8,8,20,10,5,9,1
24,13,69,65,Sainte-Barbe,21,0,0,4,2,2,6,3,1,3
24,13,69,70,Saint-Anicet,57,3,3,6,3,14,6,9,6,7
24,13,69,75,Dundee,21,1,2,1,0,2,3,2,9,1
24,13,70,0,Beauharnois-Salaberry,325,7,11,22,36,84,61,33,53,18
24,13,70,12,Sainte-Martine,111,1,3,6,14,32,19,11,24,1
24,13,70,22,Beauharnois,29,0,1,3,2,9,4,2,6,2
24,13,70,30,Saint-êtienne-de-Beauharnois,28,1,0,2,1,5,7,2,5,5
24,13,70,35,Saint-Louis-de-Gonzague,53,0,2,0,5,18,7,9,9,3
24,13,70,40,Saint-Stanislas-de-Kostka,40,0,3,3,7,8,9,4,3,3
24,13,70,52,Salaberry-de-Valleyfield,64,5,2,8,7,12,15,5,6,4
24,13,71,0,Vaudreuil-Soulanges,492,18,22,67,67,129,72,32,44,41
24,13,71,15,Saint-TÇlesphore,50,3,1,7,7,10,8,7,4,3
24,13,71,20,Saint-Polycarpe,64,2,3,6,5,10,14,3,9,12
24,13,71,40,Coteau-du-Lac,32,1,2,4,0,6,7,3,7,2
24,13,71,45,Saint-Clet,32,1,0,2,5,9,6,2,4,3
24,13,71,50,Les Cädres,54,1,4,10,8,14,5,3,2,7
24,13,71,83,Vaudreuil-Dorion,74,4,4,12,17,24,4,3,4,2
24,13,71,110,Sainte-Marthe,58,0,3,9,7,13,12,5,3,6
24,13,71,115,Sainte-Justine-de-Newton,48,3,3,4,4,15,5,2,8,4
24,13,71,125,Träs-Saint-RÇdempteur,21,1,1,2,4,9,2,1,1,0
24,13,71,133,Rigaud,59,2,1,11,10,19,9,3,2,2
24,9,72,0,Deux-Montagnes,304,6,22,54,47,107,36,13,14,5
24,9,72,5,Saint-Eustache,98,3,9,20,11,30,12,6,6,1
24,9,72,25,Saint-Joseph-du-Lac,103,2,6,19,16,46,11,0,2,1
24,9,72,32,Oka,59,0,6,6,8,19,11,5,3,1
24,9,72,43,Saint-Placide,44,1,1,9,12,12,2,2,3,2
24,9,73,0,ThÇräse-De Blainville,91,6,12,19,16,21,9,3,2,3
24,9,73,15,Blainville,26,0,6,6,6,4,2,0,1,1
24,9,73,35,Sainte-Anne-des-Plaines,65,6,6,13,10,17,7,3,1,2
24,9,74,0,Mirabel,373,7,31,70,61,102,35,24,30,13
24,9,74,5,Mirabel,373,7,31,70,61,102,35,24,30,13
24,9,75,0,La Riviäre-du-Nord,79,5,14,20,14,17,6,0,3,0
24,9,75,17,Saint-JÇrìme,43,3,9,10,7,11,2,0,1,0
24,9,75,28,Sainte-Sophie,36,2,5,10,7,6,4,0,2,0
24,9,76,0,Argenteuil,209,7,17,31,38,69,21,12,10,4
24,9,76,8,Saint-AndrÇ-d'Argenteuil,93,3,5,17,14,32,12,5,2,3
24,9,76,20,Lachute,24,1,1,3,6,8,1,1,2,1
24,9,76,43,Brownsburg-Chatham,58,2,7,5,10,20,3,5,6,0
24,9,76,52,Grenville-sur-la-Rouge,34,1,4,6,8,9,5,1,0,0
24,9,78,0,Les Laurentides,134,9,19,24,20,35,16,3,5,3
24,9,78,10,Val-David,16,2,5,4,0,3,1,0,1,0
24,9,78,55,Montcalm,16,2,0,5,3,4,1,1,0,0
24,9,78,75,BrÇbeuf,45,1,5,6,9,15,8,1,0,0
24,9,78,102,Mont-Tremblant,20,1,3,2,2,4,4,1,1,2
24,9,78,130,La Minerve,37,3,6,7,6,9,2,0,3,1
24,9,79,0,Antoine-Labelle,258,5,41,67,40,69,21,9,6,0
24,9,79,25,Kiamika,43,0,3,11,9,13,3,3,1,0
24,9,79,37,Riviäre-Rouge,42,2,5,15,4,13,3,0,0,0
24,9,79,88,Mont-Laurier,75,1,16,19,9,16,7,3,4,0
24,9,79,97,Ferme-Neuve,51,0,8,15,6,16,5,1,0,0
24,9,79,110,Mont-Saint-Michel,47,2,9,7,12,11,3,2,1,0
24,8,80,0,Papineau,283,9,40,74,39,87,18,11,4,1
24,8,80,15,Notre-Dame-de-Bonsecours,20,1,2,4,4,8,1,0,0,0
24,8,80,20,Notre-Dame-de-la-Paix,34,4,7,7,3,8,4,1,0,0
24,8,80,27,Saint-AndrÇ-Avellin,41,1,5,14,4,9,4,3,1,0
24,8,80,37,Papineauville,38,1,4,9,6,16,1,0,0,1
24,8,80,55,Lochaber,27,1,0,2,7,12,1,3,1,0
24,8,80,60,Lochaber-Partie-Ouest,24,0,3,2,3,11,1,3,1,0
24,8,80,65,Mayo,17,0,2,7,0,5,2,1,0,0
24,8,80,70,Saint-Sixte,16,0,2,6,1,6,1,0,0,0
24,8,80,78,Ripon,26,0,6,11,6,3,0,0,0,0
24,8,80,85,Mulgrave-et-Derry,20,1,4,6,4,3,2,0,0,0
24,8,80,95,Lac-Simon,20,0,5,6,1,6,1,0,1,0
24,8,81,0,Gatineau,90,3,8,23,19,27,5,3,1,1
24,8,81,17,Gatineau,90,3,8,23,19,27,5,3,1,1
24,8,82,0,Les Collines-de-l'Outaouais,307,4,31,91,53,87,23,10,8,0
24,8,82,5,L'Ange-Gardien,52,0,4,18,12,14,1,1,2,0
24,8,82,10,Notre-Dame-de-la-Salette,21,1,1,5,3,7,2,0,2,0
24,8,82,15,Val-des-Monts,41,0,5,16,7,10,1,2,0,0
24,8,82,20,Cantley,22,1,5,5,5,4,2,0,0,0
24,8,82,30,Pontiac,97,1,5,28,15,24,15,5,4,0
24,8,82,35,La Pàche,74,1,11,19,11,28,2,2,0,0
24,8,83,0,La VallÇe-de-la-Gatineau,208,7,33,56,30,53,18,5,5,1
24,8,83,10,Low,45,0,8,14,7,10,5,1,0,0
24,8,83,15,Kazabazua,17,0,2,8,0,5,0,1,1,0
24,8,83,20,Lac-Sainte-Marie,24,0,1,8,5,5,4,1,0,0
24,8,83,32,Gracefield,36,2,4,5,6,12,3,1,2,1
24,8,83,50,Bouchette,21,0,0,7,5,6,1,1,1,0
24,8,83,70,DÇlÇage,26,4,10,3,2,6,1,0,0,0
24,8,83,88,Montcerf-Lytton,39,1,8,11,5,9,4,0,1,0
24,8,84,0,Pontiac,329,11,41,75,66,93,26,9,8,0
24,8,84,5,Bristol,51,1,6,15,8,17,2,2,0,0
24,8,84,15,Clarendon,114,3,12,21,26,30,12,4,6,0
24,8,84,35,Grand-Calumet,31,2,6,7,3,7,5,1,0,0
24,8,84,40,Litchfield,36,2,5,11,7,7,2,1,1,0
24,8,84,65,Mansfield-et-Pontefract,32,2,6,4,7,12,1,0,0,0
24,8,84,82,L'Isle-aux-Allumettes,42,0,5,12,11,9,4,1,0,0
24,8,84,95,Sheenboro,23,1,1,5,4,11,0,0,1,0
24,10,85,0,TÇmiscamingue,284,18,31,51,34,98,30,8,11,3
24,10,85,15,Saint-êdouard-de-Fabre,17,0,2,1,0,6,4,2,1,1
24,10,85,20,BÇarn,32,7,3,7,4,7,3,1,0,0
24,10,85,30,Duhamel-Ouest,30,3,6,5,4,9,3,0,0,0
24,10,85,37,Lorrainville,25,1,4,3,3,7,4,1,2,0
24,10,85,45,Saint-Bruno-de-Guigues,49,3,5,14,7,15,3,1,1,0
24,10,85,50,Laverlochäre,19,0,1,2,2,13,1,0,0,0
24,10,85,55,Fugäreville,27,1,5,3,5,7,2,1,1,2
24,10,85,85,Saint-Eugäne-de-Guigues,19,0,1,0,1,8,4,0,5,0
24,10,85,90,Notre-Dame-du-Nord,22,0,2,6,1,11,2,0,0,0
24,10,85,100,NÇdÇlec,24,0,1,4,5,8,4,2,0,0
24,10,85,105,RÇmigny,20,3,1,6,2,7,0,0,1,0
24,10,86,0,Rouyn-Noranda,66,5,14,21,9,13,2,0,2,0
24,10,86,42,Rouyn-Noranda,66,5,14,21,9,13,2,0,2,0
24,10,87,0,Abitibi-Ouest,206,13,22,48,32,51,15,11,11,3
24,10,87,10,Rapide-Danseur,22,0,4,8,1,5,1,2,1,0
24,10,87,25,Palmarolle,31,1,5,5,1,12,3,0,4,0
24,10,87,30,Sainte-Germaine-BoulÇ,22,0,1,6,3,7,0,3,2,0
24,10,87,35,Poularies,17,2,3,2,4,1,3,0,1,1
24,10,87,42,Taschereau,24,3,0,7,8,4,1,0,1,0
24,10,87,58,Macamic,18,2,1,3,2,7,1,1,0,1
24,10,87,75,Clerval,22,1,3,3,3,6,2,2,1,1
24,10,87,80,La Reine,16,1,1,4,5,3,2,0,0,0
24,10,87,90,La Sarre,34,3,4,10,5,6,2,3,1,0
24,10,88,0,Abitibi,188,15,24,47,35,48,8,7,4,0
24,10,88,10,Rochebaucourt,25,3,3,10,7,1,0,1,0,0
24,10,88,22,Barraute,17,3,2,5,3,3,1,0,0,0
24,10,88,40,Saint-Marc-de-Figuery,18,0,1,5,1,7,1,1,2,0
24,10,88,45,La Motte,31,5,2,6,6,8,3,1,0,0
24,10,88,55,Amos,25,0,1,5,9,7,0,2,1,0
24,10,88,60,Saint-FÇlix-de-Dalquier,21,0,2,2,5,7,3,1,1,0
24,10,88,85,Sainte-Gertrude-Manneville,23,2,4,7,2,8,0,0,0,0
24,10,88,904,Lac-Chicobi,28,2,9,7,2,7,0,1,0,0
24,10,89,0,VallÇe-de-l'Or,41,4,11,6,3,10,3,1,2,1
24,10,89,8,Val-d'Or,41,4,11,6,3,10,3,1,2,1
24,4,90,0,La Tuque,19,2,7,2,3,3,1,0,1,0
24,4,90,12,La Tuque,19,2,7,2,3,3,1,0,1,0
24,2,91,0,Le Domaine-du-Roy,200,12,23,39,38,56,18,7,6,1
24,2,91,15,Saint-Franáois-de-Sales,20,2,5,4,5,4,0,0,0,0
24,2,91,20,Chambord,25,1,2,9,4,9,0,0,0,0
24,2,91,35,Saint-Prime,39,2,3,4,12,11,5,2,0,0
24,2,91,42,Saint-FÇlicien,71,2,5,18,11,21,8,1,4,1
24,2,91,50,La DorÇ,23,4,4,2,3,5,1,3,1,0
24,2,91,902,Lac-Ashuapmushuan,22,1,4,2,3,6,4,1,1,0
24,2,92,0,Maria-Chapdelaine,258,14,33,49,29,79,28,9,17,0
24,2,92,5,Saint-Augustin,18,0,2,2,3,6,2,1,2,0
24,2,92,15,Sainte-Jeanne-d'Arc,27,0,2,3,4,8,4,1,5,0
24,2,92,30,Albanel,46,3,11,5,5,15,5,1,1,0
24,2,92,40,Normandin,63,1,3,10,8,24,10,3,4,0
24,2,92,50,Saint-Edmond-les-Plaines,23,1,4,4,2,8,2,1,1,0
24,2,92,55,Girardville,19,2,1,4,3,7,1,0,1,0
24,2,92,65,Saint-Eugäne-d'Argentenay,31,2,5,9,3,7,3,2,0,0
24,2,92,902,Chute-des-Passes,31,5,5,12,1,4,1,0,3,0
24,2,93,0,Lac-Saint-Jean-Est,325,11,17,56,38,115,43,21,17,7
24,2,93,12,MÇtabetchouan--Lac-Ö-la-Croix,64,3,4,10,6,24,6,7,4,0
24,2,93,20,HÇbertville,63,0,2,8,9,23,7,6,4,4
24,2,93,30,Saint-Bruno,42,1,0,4,5,15,9,3,4,1
24,2,93,35,Saint-GÇdÇon,32,2,2,6,2,11,5,1,2,1
24,2,93,42,Alma,62,1,1,14,8,23,11,2,2,0
24,2,93,45,Saint-Nazaire,22,0,1,7,2,7,2,2,0,1
24,2,93,65,L'Ascension-de-Notre-Seigneur,20,1,3,4,4,6,2,0,0,0
24,2,93,70,Saint-Henri-de-Taillon,20,3,4,3,2,6,1,0,1,0
24,2,94,0,Le Saguenay-et-son-Fjord,324,13,50,62,39,101,34,12,9,4
24,2,94,68,Saguenay,179,5,20,28,23,58,27,10,6,2
24,2,94,205,Petit-Saguenay,21,1,4,3,3,8,2,0,0,0
24,2,94,235,Saint-Fulgence,32,4,11,10,1,5,0,1,0,0
24,2,94,240,Saint-HonorÇ,38,1,9,7,8,12,0,0,0,1
24,2,94,255,Saint-Ambroise,54,2,6,14,4,18,5,1,3,1
24,2,95,0,La Haute-Cìte-Nord,40,6,8,7,8,11,0,0,0,0
24,2,95,10,SacrÇ-Coeur,20,1,2,3,6,8,0,0,0,0
24,2,95,18,Les Bergeronnes,20,5,6,4,2,3,0,0,0,0
24,2,96,0,Manicouagan,37,5,10,10,5,7,0,0,0,0
24,2,96,20,Baie-Comeau,37,5,10,10,5,7,0,0,0,0
35,0,0,0,Ontario,"57,211",945,"3,281","9,736","9,122","16,803","6,767","3,303","4,196","3,058"
35,1,0,0,Southern Ontario Region - rÇgion du sud de l'Ontario,"18,665",259,780,"2,620","2,770","5,448","2,380","1,248","1,795","1,365"
35,2,0,0,Western Ontario Region - rÇgion de l'ouest de l'Ontario,"18,498",200,548,"2,320","2,783","6,149","2,617","1,271","1,457","1,153"
35,3,0,0,Central Ontario Region - rÇgion du centre de l'Ontario,"8,705",162,603,"1,910","1,604","2,548",785,346,433,314
35,4,0,0,Eastern Ontario Region - rÇgion de l'est de l'Ontario,"8,864",210,906,"2,187","1,526","2,125",836,392,470,212
35,5,0,0,Northern Ontario Region - rÇgion du nord de l'Ontario,"2,479",114,444,699,439,533,149,46,41,14
35,4,1,0,"Stormont, Dundas and Glengarry","1,811",44,162,374,253,413,227,109,145,84
35,4,1,5,South Glengarry,323,10,19,70,41,70,37,22,33,21
35,4,1,11,South Stormont,227,9,31,70,33,52,15,6,9,2
35,4,1,20,South Dundas,244,4,25,48,35,48,34,17,19,14
35,4,1,30,North Dundas,390,8,23,62,51,105,59,23,38,21
35,4,1,42,North Stormont,284,3,26,45,35,63,39,25,29,19
35,4,1,50,North Glengarry,343,10,38,79,58,75,43,16,17,7
35,4,2,0,Prescott and Russell,"1,052",19,89,178,161,244,141,85,93,42
35,4,2,1,East Hawkesbury,138,1,6,22,25,32,26,12,12,2
35,4,2,10,Champlain,115,3,12,31,20,15,15,6,11,2
35,4,2,23,Alfred and Plantagenet,196,5,23,38,31,47,23,14,9,6
35,4,2,25,The Nation / La Nation,323,7,26,40,38,80,51,23,37,21
35,4,2,36,Clarence-Rockland,141,2,9,29,26,36,11,14,9,5
35,4,2,48,Russell,139,1,13,18,21,34,15,16,15,6
35,4,6,0,Ottawa,"1,267",28,68,253,230,378,124,59,83,44
35,4,6,8,Ottawa,"1,267",28,68,253,230,378,124,59,83,44
35,4,7,0,Leeds and Grenville,"1,303",37,173,393,227,282,99,43,37,12
35,4,7,4,Edwardsburgh/Cardinal,129,0,12,39,25,33,6,6,5,3
35,4,7,6,Augusta,126,4,22,41,24,21,5,2,5,2
35,4,7,14,Elizabethtown-Kitley,230,7,33,77,41,40,17,8,5,2
35,4,7,17,Front of Yonge,44,0,15,11,6,6,1,3,2,0
35,4,7,21,Leeds and the Thousand Islands,232,4,28,68,44,47,20,10,9,2
35,4,7,40,Rideau Lakes,240,10,30,57,43,65,22,8,3,2
35,4,7,42,Athens,48,2,5,15,6,13,5,2,0,0
35,4,7,52,Merrickville-Wolford,81,5,12,29,12,13,6,1,3,0
35,4,7,65,North Grenville,173,5,16,56,26,44,17,3,5,1
35,4,9,0,Lanark,874,19,92,240,174,216,65,26,34,8
35,4,9,1,Montague,86,4,11,24,20,19,4,1,3,0
35,4,9,10,Drummond/North Elmsley,174,3,23,47,31,44,12,7,6,1
35,4,9,15,Tay Valley,141,5,16,41,30,25,12,4,6,2
35,4,9,24,Beckwith,81,1,5,23,13,25,6,2,6,0
35,4,9,30,Mississippi Mills,240,2,14,62,54,66,21,10,7,4
35,4,9,39,Lanark Highlands,152,4,23,43,26,37,10,2,6,1
35,4,10,0,Frontenac,672,12,70,194,116,168,57,22,27,6
35,4,10,5,Frontenac Islands,69,1,5,11,18,19,6,5,4,0
35,4,10,10,Kingston,197,2,14,57,37,55,13,8,8,3
35,4,10,20,South Frontenac,285,5,27,92,39,73,31,7,9,2
35,4,10,35,Central Frontenac,121,4,24,34,22,21,7,2,6,1
35,4,11,0,Lennox and Addington,617,13,76,164,105,163,48,16,21,11
35,4,11,5,Loyalist,126,0,18,30,27,35,6,4,4,2
35,4,11,15,Greater Napanee,229,5,18,57,40,66,19,7,11,6
35,4,11,30,Stone Mills,240,6,33,70,34,61,23,4,6,3
35,4,11,35,Addington Highlands,22,2,7,7,4,1,0,1,0,0
35,3,12,0,Hastings,"1,146",23,150,331,219,258,96,31,32,6
35,3,12,1,Tyendinaga,159,1,25,41,33,35,13,6,4,1
35,3,12,5,Belleville,122,2,13,36,27,30,9,4,1,0
35,3,12,15,Quinte West,240,7,27,61,50,53,26,7,9,0
35,3,12,20,Stirling-Rawdon,163,2,16,47,26,32,24,9,6,1
35,3,12,26,Centre Hastings,83,0,15,23,18,16,6,1,3,1
35,3,12,30,Tweed,145,2,23,44,26,29,8,3,7,3
35,3,12,36,Madoc,100,2,13,31,18,31,4,1,0,0
35,3,12,46,Marmora and Lake,37,3,7,11,6,6,3,0,1,0
35,3,12,61,Bancroft,37,2,3,15,2,13,2,0,0,0
