PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
35,5,48,27,Bonfield,39,"10,094","4,085",34,"4,107","1,662",0,0,0,14,928,376,22,"1,843",746,27,"3,216","1,301",34,2,0,13,11,0,4,2,1,1,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,19,8,11,"1,547",626,1,x,x,0,0,0,0,0,0,21,"1,065",431,0,0,0,0,0,0,0,0,0,16,14,1,1,0,0,3,3,2,9,261,106,9,261,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,48,31,Chisholm,46,"11,098","4,491",39,"4,403","1,782",0,0,0,20,709,287,32,"1,706",690,43,"4,280","1,732",39,0,1,13,12,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"1,002",405,8,750,304,0,0,0,1,x,x,30,"1,155",467,0,0,0,2,x,x,0,0,0,22,26,0,0,0,6,2,7,2,27,"1,148",465,26,"1,015",411,3,133,54,0,0,0,0,0,0,0,0,0,0,0,0
35,5,48,34,East Ferris,31,"5,124","2,074",24,"1,209",489,1,x,x,9,488,197,16,"1,544",625,25,x,x,24,6,3,7,5,2,0,1,0,0,0,0,0,6,"27,876","2,590",6,"27,528","2,557",6,x,x,2,x,x,0,0,0,0,0,0,6,26,11,8,196,79,3,68,28,2,x,x,2,x,x,10,166,67,0,0,0,0,0,0,0,0,0,9,12,2,1,4,3,1,3,5,13,184,74,10,150,61,4,34,14,0,0,0,0,0,0,1,x,x,0,0,0
35,5,48,55,West Nipissing,131,"45,731","18,507",119,"21,515","8,707",5,x,x,42,"1,974",799,65,"4,995","2,021",103,x,x,119,1,1,21,36,9,19,23,6,0,3,0,0,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,3,79,32,54,"7,205","2,916",41,"4,767","1,929",3,179,72,1,x,x,57,"2,406",974,2,x,x,24,"3,210","1,299",1,x,x,62,43,2,5,1,13,4,8,9,71,"6,376","2,580",59,"4,736","1,917",14,"1,287",521,5,353,143,1,x,x,4,109,44,1,x,x
35,3,49,0,Parry Sound District,392,"95,810","38,773",296,"23,944","9,690",9,146,59,129,"7,217","2,921",232,"16,477","6,668",352,"48,026","19,435",296,18,18,129,82,19,13,13,3,1,0,0,0,16,"43,693","4,059",16,"38,787","3,603",16,"36,920","3,430",5,"1,867",173,0,0,0,0,0,0,20,184,74,96,"4,837","1,957",23,396,160,12,x,x,4,73,30,188,"4,960","2,007",0,0,0,8,660,267,0,0,0,119,157,9,8,4,29,20,26,37,141,"2,800","1,133",126,"2,126",860,9,248,100,11,426,172,0,0,0,8,x,x,1,x,x
35,3,49,3,Seguin,19,"4,687","1,897",16,"1,201",486,0,0,0,6,147,59,12,"1,257",509,17,"2,082",843,16,1,1,9,3,1,0,1,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,8,244,99,2,x,x,2,x,x,0,0,0,11,296,120,0,0,0,1,x,x,0,0,0,9,9,1,0,0,2,1,4,4,12,178,72,12,178,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,14,Perry,24,"3,487","1,411",12,327,132,0,0,0,5,217,88,10,989,400,20,"1,954",791,12,4,1,5,2,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,5,107,43,1,x,x,0,0,0,1,x,x,12,247,100,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,1,3,6,10,x,x,9,81,33,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,19,Armour,22,"4,126","1,670",15,853,345,1,x,x,8,462,187,12,958,388,19,x,x,15,1,1,9,3,0,0,1,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,6,115,47,0,0,0,1,x,x,0,0,0,7,5,0,1,0,1,1,2,3,10,x,x,9,130,53,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
35,3,49,24,Ryerson,26,"7,544","3,053",23,"2,235",904,1,x,x,12,440,178,19,"1,093",442,24,x,x,23,0,1,13,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,320,129,0,0,0,0,0,0,0,0,0,13,298,121,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0,1,0,1,5,81,33,5,81,33,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
35,3,49,28,McKellar,29,"6,522","2,639",26,"1,911",773,2,x,x,13,785,318,20,"1,186",480,26,x,x,26,3,0,18,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,8,235,95,5,60,24,2,x,x,1,x,x,14,636,257,0,0,0,0,0,0,0,0,0,5,12,1,4,0,1,1,1,6,10,x,x,9,53,21,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
35,3,49,39,Whitestone,20,"5,872","2,376",15,"1,032",418,0,0,0,5,484,196,13,"1,264",512,17,"3,092","1,251",15,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,355,144,1,x,x,0,0,0,0,0,0,7,125,51,0,0,0,0,0,0,0,0,0,2,13,0,0,0,4,3,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,43,Magnetawan,35,"9,874","3,996",29,"2,850","1,153",0,0,0,13,724,293,20,"1,326",537,33,"4,974","2,013",29,1,1,12,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,7,387,157,1,x,x,0,0,0,0,0,0,16,836,338,0,0,0,0,0,0,0,0,0,7,18,1,0,0,4,3,0,3,7,x,x,6,111,45,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
35,3,49,46,Strong,36,"7,135","2,887",23,"1,278",517,3,26,11,16,421,170,22,"1,316",533,31,"4,094","1,657",23,0,4,11,6,1,0,1,0,0,0,0,0,3,"1,733",161,3,"1,733",161,3,x,x,2,x,x,0,0,0,0,0,0,2,x,x,7,317,128,1,x,x,0,0,0,0,0,0,18,292,118,0,0,0,0,0,0,0,0,0,12,19,1,1,0,2,2,4,4,15,x,x,14,230,93,1,x,x,1,x,x,0,0,0,3,26,11,0,0,0
35,3,49,54,Machar,25,"3,663","1,482",12,421,170,0,0,0,6,160,65,12,206,83,24,"2,876","1,164",12,0,3,6,3,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,10,82,33,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,1,1,6,x,x,5,97,39,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
35,3,49,60,Powassan,58,"15,634","6,327",51,"5,329","2,157",0,0,0,22,977,395,40,"2,766","1,119",57,"6,562","2,656",51,3,0,15,19,5,6,2,1,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,28,11,25,"1,964",795,8,243,98,3,50,20,2,x,x,37,970,393,0,0,0,5,637,258,0,0,0,36,23,2,0,3,7,3,6,5,34,908,367,32,690,279,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0
35,3,49,71,Nipissing,50,"13,318","5,390",40,"3,099","1,254",0,0,0,12,"1,486",601,33,"2,706","1,095",42,"6,027","2,439",40,4,3,13,13,3,2,2,0,0,0,0,0,3,"10,000",929,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,4,103,42,12,429,174,1,x,x,2,x,x,0,0,0,26,644,261,0,0,0,1,x,x,0,0,0,22,15,0,2,0,4,1,3,3,20,318,129,16,205,83,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,3,49,96,"Parry Sound, Uno, Centre Part",48,"13,948","5,645",34,"3,408","1,379",2,x,x,11,914,370,19,"1,410",571,42,x,x,34,1,3,12,9,5,1,2,1,0,0,0,0,3,"3,100",288,3,"3,100",288,3,"3,100",288,0,0,0,0,0,0,0,0,0,2,x,x,11,302,122,2,x,x,2,x,x,0,0,0,18,419,170,0,0,0,0,0,0,0,0,0,8,18,0,0,1,4,1,2,1,11,x,x,9,270,109,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0
35,5,51,0,Manitoulin District,284,"173,523","70,222",255,"36,954","14,955",4,27,11,120,"14,108","5,709",218,"84,643","34,254",223,"37,791","15,293",255,0,3,70,79,32,27,33,9,1,0,1,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,2,x,x,138,"15,681","6,346",67,"3,609","1,461",2,x,x,2,x,x,192,"8,783","3,554",0,0,0,5,x,x,0,0,0,115,144,3,3,2,36,27,31,25,144,"6,252","2,530",119,"4,037","1,634",29,"1,519",615,11,696,282,0,0,0,4,27,11,0,0,0
35,5,51,17,NE Manitoulin and the Islands,239,"142,663","57,734",216,"31,333","12,680",3,x,x,108,"12,305","4,980",184,"69,975","28,318",190,x,x,216,0,2,64,65,27,19,29,8,1,0,1,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,2,x,x,108,"13,101","5,302",52,"3,228","1,306",2,x,x,1,x,x,161,"6,888","2,787",0,0,0,3,400,162,0,0,0,93,127,3,3,2,32,23,27,20,119,"5,502","2,227",97,"3,459","1,400",23,x,x,10,x,x,0,0,0,3,x,x,0,0,0
35,5,51,24,Gordon,45,"30,860","12,489",39,"5,621","2,275",1,x,x,12,"1,803",730,34,"14,668","5,936",33,x,x,39,0,1,6,14,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"2,580","1,044",15,381,154,0,0,0,1,x,x,31,"1,895",767,0,0,0,2,x,x,0,0,0,22,17,0,0,0,4,4,4,5,25,750,304,22,578,234,6,x,x,1,x,x,0,0,0,1,x,x,0,0,0
35,5,52,0,Sudbury District,168,"58,633","23,728",140,"17,701","7,163",6,91,37,68,"4,230","1,712",96,"9,043","3,660",153,"27,568","11,156",140,0,7,47,39,15,10,16,5,1,0,0,0,8,"443,318","41,186",8,"442,702","41,128",7,x,x,3,510,47,1,x,x,0,0,0,8,48,19,80,"6,554","2,652",26,"1,754",710,11,x,x,3,x,x,84,"3,416","1,382",3,255,103,8,"1,185",480,1,x,x,77,64,2,4,3,14,11,12,12,89,"3,382","1,369",75,"2,542","1,029",14,616,249,7,224,91,0,0,0,5,x,x,1,x,x
35,5,52,1,French River,34,"13,782","5,577",30,"4,243","1,717",0,0,0,18,837,339,20,"1,668",675,32,"7,034","2,847",30,0,1,8,9,4,1,6,1,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,18,"1,812",733,9,705,285,3,24,10,1,x,x,17,793,321,3,255,103,2,x,x,0,0,0,18,9,0,0,0,1,2,2,2,23,"1,131",458,18,757,306,3,x,x,5,x,x,0,0,0,0,0,0,0,0,0
35,5,52,4,St.-Charles,28,"9,562","3,870",21,"2,965","1,200",0,0,0,9,585,237,17,"1,108",448,26,"4,904","1,985",21,0,0,5,6,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,865,350,2,x,x,1,x,x,0,0,0,16,"1,005",407,0,0,0,2,x,x,0,0,0,13,11,1,1,0,3,3,4,1,11,394,159,10,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,13,Markstay-Warren,58,"13,476","5,454",46,"4,723","1,911",0,0,0,15,678,274,28,"2,025",819,52,"6,050","2,448",46,0,3,22,10,2,5,2,2,0,0,0,0,6,x,x,6,x,x,5,x,x,2,x,x,1,x,x,0,0,0,3,x,x,23,"2,064",835,7,509,206,3,17,7,1,x,x,25,669,271,0,0,0,2,x,x,0,0,0,25,22,0,0,0,4,2,1,2,23,765,310,20,714,289,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,5,52,23,Sables-Spanish Rivers,48,"21,813","8,827",43,"5,770","2,335",6,91,37,26,"2,130",862,31,"4,242","1,717",43,"9,580","3,877",43,0,3,12,14,5,2,5,1,1,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,4,23,9,30,"1,813",734,8,x,x,4,18,7,1,x,x,26,949,384,0,0,0,2,x,x,1,x,x,21,22,1,3,3,6,4,5,7,32,"1,092",442,27,x,x,8,364,147,1,x,x,0,0,0,5,x,x,1,x,x
35,5,53,0,Greater Sudbury Division,159,"25,414","10,285",131,"9,293","3,761",3,425,172,40,"1,029",416,68,"3,884","1,572",132,"10,783","4,364",131,8,15,70,20,10,1,3,2,1,1,0,0,12,"94,712","8,799",12,"94,432","8,773",8,"85,410","7,935",2,x,x,3,x,x,0,0,0,7,162,66,79,"5,202","2,105",27,"2,205",892,19,"1,267",513,10,817,331,43,"1,285",520,0,0,0,2,x,x,0,0,0,48,50,6,1,0,7,7,15,21,73,"3,550","1,437",53,"2,691","1,089",15,391,158,11,468,189,1,x,x,1,x,x,1,x,x
35,5,53,5,Greater Sudbury,159,"25,414","10,285",131,"9,293","3,761",3,425,172,40,"1,029",416,68,"3,884","1,572",132,"10,783","4,364",131,8,15,70,20,10,1,3,2,1,1,0,0,12,"94,712","8,799",12,"94,432","8,773",8,"85,410","7,935",2,x,x,3,x,x,0,0,0,7,162,66,79,"5,202","2,105",27,"2,205",892,19,"1,267",513,10,817,331,43,"1,285",520,0,0,0,2,x,x,0,0,0,48,50,6,1,0,7,7,15,21,73,"3,550","1,437",53,"2,691","1,089",15,391,158,11,468,189,1,x,x,1,x,x,1,x,x
35,5,54,0,Timiskaming District,532,"214,835","86,941",491,"118,092","47,790",20,499,202,245,"20,538","8,311",300,"27,714","11,215",454,"47,992","19,422",491,1,4,109,111,54,57,74,40,21,14,4,2,5,"69,180","6,427",5,x,x,3,x,x,3,"2,896",269,1,x,x,0,0,0,4,x,x,259,"53,489","21,646",189,"43,236","17,497",16,"1,030",417,4,573,232,325,"18,782","7,601",0,0,0,41,"7,381","2,987",1,x,x,344,199,10,20,6,56,39,53,41,359,"56,737","22,961",304,"38,148","15,438",79,"14,452","5,849",30,"4,137","1,674",1,x,x,14,377,153,6,x,x
35,5,54,12,Haileybury,20,"4,373","1,770",16,"1,548",626,0,0,0,5,311,126,12,"1,247",505,17,"1,267",513,16,0,2,6,3,3,1,1,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,6,143,58,2,x,x,0,0,0,0,0,0,7,366,148,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,3,2,9,268,108,8,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
35,5,54,14,Harris,23,"5,284","2,138",21,"3,080","1,246",1,x,x,8,352,142,14,987,399,17,x,x,21,0,0,5,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,504,204,6,576,233,0,0,0,0,0,0,15,784,317,0,0,0,1,x,x,0,0,0,13,6,0,2,0,1,1,2,2,12,836,338,10,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
35,5,54,16,Dymond,35,"13,782","5,577",32,"6,471","2,619",0,0,0,14,"1,068",432,23,"3,146","1,273",30,"3,097","1,253",32,0,0,12,6,2,2,5,3,1,1,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,1,x,x,18,"2,654","1,074",11,"1,572",636,0,0,0,1,x,x,24,"2,244",908,0,0,0,3,165,67,0,0,0,25,14,1,0,0,3,3,1,2,22,"2,672","1,081",15,"1,936",783,6,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,5,54,21,Hudson,32,"12,555","5,081",31,"5,473","2,215",0,0,0,18,"2,159",874,19,"2,106",852,26,"2,817","1,140",31,0,0,9,8,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"1,371",555,4,430,174,0,0,0,0,0,0,24,826,334,0,0,0,1,x,x,0,0,0,19,11,1,2,1,4,6,5,3,18,920,372,16,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,24,Kerns,51,"20,289","8,211",51,"12,870","5,208",3,70,28,29,"2,291",927,26,"1,737",703,43,"3,321","1,344",51,0,0,4,10,6,12,11,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"6,691","2,708",32,"5,949","2,407",4,283,115,1,x,x,31,"2,004",811,0,0,0,4,440,178,0,0,0,44,17,1,4,0,6,4,2,8,42,"7,882","3,190",37,"4,758","1,925",16,"2,367",958,3,757,306,0,0,0,1,x,x,2,x,x
35,5,54,26,Harley,32,"13,332","5,395",29,"9,202","3,724",2,x,x,9,734,297,19,"1,366",553,30,x,x,29,0,0,8,8,3,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"5,596","2,265",7,"5,300","2,145",1,x,x,0,0,0,14,630,255,0,0,0,1,x,x,0,0,0,11,13,0,0,0,2,2,2,1,20,"5,779","2,339",17,"2,983","1,207",6,"2,633","1,066",3,163,66,0,0,0,1,x,x,1,x,x
35,5,54,29,Casey,26,"12,791","5,176",25,"10,026","4,057",1,x,x,11,761,308,5,370,150,20,x,x,25,0,0,1,5,4,2,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"4,560","1,845",16,"5,305","2,147",0,0,0,0,0,0,14,801,324,0,0,0,5,"1,460",591,1,x,x,24,3,1,2,0,1,1,3,3,22,"5,868","2,375",19,"2,886","1,168",7,"1,936",783,3,"1,046",423,0,0,0,1,x,x,0,0,0
35,5,54,32,Brethour,27,"13,884","5,619",24,"6,423","2,599",0,0,0,13,"2,522","1,021",14,"1,908",772,23,"3,031","1,227",24,0,0,5,5,2,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"2,245",909,7,"1,520",615,2,x,x,0,0,0,20,"1,323",535,0,0,0,0,0,0,0,0,0,16,14,1,1,0,3,0,1,3,17,"2,205",892,14,"1,590",643,3,615,249,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,34,Hilliard,37,"11,668","4,722",34,"6,823","2,761",3,133,54,16,875,354,24,"1,581",640,30,"2,256",913,34,0,0,9,9,3,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,14,"2,839","1,149",15,"2,305",933,2,x,x,0,0,0,19,"1,115",451,0,0,0,3,360,146,0,0,0,24,14,2,1,0,5,3,5,2,26,"2,982","1,207",21,"2,175",880,8,x,x,1,x,x,0,0,0,3,133,54,0,0,0
35,5,54,36,Armstrong,34,"22,512","9,110",33,"18,999","7,689",0,0,0,17,698,282,13,501,203,25,"2,314",936,33,0,0,2,3,3,2,8,6,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"11,266","4,559",25,"10,238","4,143",2,x,x,0,0,0,18,"1,394",564,0,0,0,12,"3,435","1,390",0,0,0,29,6,0,2,0,4,2,5,2,31,"13,440","5,439",29,"9,599","3,885",10,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,5,54,46,Dack,34,"15,211","6,156",33,"6,438","2,605",1,x,x,20,"1,302",527,25,"3,329","1,347",32,x,x,33,0,0,9,4,8,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"2,008",813,15,"1,536",622,1,x,x,1,x,x,23,855,346,0,0,0,3,368,149,0,0,0,28,13,0,1,0,6,1,4,0,26,"2,104",851,26,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
35,5,54,49,Evanturel,27,"10,669","4,318",26,"7,168","2,901",0,0,0,13,833,337,12,565,229,22,"2,103",851,26,0,0,4,4,2,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"2,560","1,036",9,"2,931","1,186",0,0,0,0,0,0,17,"1,309",530,0,0,0,2,x,x,0,0,0,18,8,0,1,0,2,1,3,1,22,"3,796","1,536",19,"2,278",922,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,5,54,54,Chamberlain,25,"8,624","3,490",23,"3,864","1,564",1,x,x,9,573,232,15,"1,132",458,24,x,x,23,0,0,7,7,2,1,3,3,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,14,"1,775",718,2,x,x,1,x,x,1,x,x,18,963,390,0,0,0,0,0,0,0,0,0,15,14,1,1,2,2,2,3,1,15,"1,009",408,10,553,224,2,x,x,3,x,x,0,0,0,1,x,x,0,0,0
35,5,54,94,"Timiskaming, Uno, West Part",129,"49,861","20,178",113,"19,707","7,975",8,176,71,63,"6,059","2,452",79,"7,739","3,132",115,"16,180","6,548",113,1,2,28,35,8,12,17,3,4,3,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,63,"9,277","3,754",38,"5,525","2,236",3,190,77,0,0,0,81,"4,168","1,687",0,0,0,6,629,255,0,0,0,70,59,2,3,3,17,13,14,11,77,"6,976","2,823",63,"5,861","2,372",12,714,289,9,401,162,1,x,x,5,109,44,3,x,x
35,5,56,0,Cochrane District,204,"76,872","31,109",184,"29,172","11,805",11,202,82,90,"7,352","2,975",130,"14,785","5,983",168,"25,361","10,263",184,6,7,51,43,20,11,27,13,4,2,0,0,12,"787,342","73,146",12,"786,522","73,070",7,"33,172","3,082",10,"23,506","2,184",5,"729,844","67,805",0,0,0,12,59,24,89,"9,102","3,683",22,"1,523",616,8,91,37,6,84,34,118,"4,735","1,916",1,x,x,10,837,339,0,0,0,98,80,3,1,0,17,9,23,23,119,"5,863","2,373",104,"4,907","1,986",14,647,262,7,309,125,1,x,x,7,112,45,3,x,x
35,5,56,27,Timmins,20,"4,729","1,914",19,"2,648","1,072",1,x,x,6,360,146,8,796,322,18,x,x,19,1,2,6,5,0,0,2,3,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,3,17,7,9,"1,331",539,4,613,248,2,x,x,2,x,x,10,464,188,0,0,0,4,310,125,0,0,0,11,5,0,0,0,1,1,3,4,14,870,352,10,452,183,4,x,x,1,x,x,0,0,0,1,x,x,0,0,0
35,5,56,92,"Cochrane, Uno, North Part",184,"72,143","29,195",165,"26,524","10,734",10,x,x,84,"6,992","2,830",122,"13,989","5,661",150,x,x,165,5,5,45,38,20,11,25,10,4,2,0,0,10,x,x,10,x,x,6,x,x,9,x,x,3,x,x,0,0,0,9,42,17,80,"7,771","3,145",18,910,368,6,x,x,4,x,x,108,"4,271","1,728",1,x,x,6,527,213,0,0,0,87,75,3,1,0,16,8,20,19,105,"4,993","2,021",94,"4,455","1,803",10,x,x,6,x,x,1,x,x,6,x,x,3,x,x
35,5,57,0,Algoma District,337,"94,124","38,091",272,"34,834","14,097",12,166,67,138,"10,240","4,144",172,"10,839","4,386",299,"38,045","15,396",272,15,16,79,69,31,17,30,10,4,1,0,0,16,"551,654","51,250",16,"551,654","51,250",12,x,x,10,x,x,4,x,x,0,0,0,14,83,34,154,"10,791","4,367",47,"1,680",680,14,124,50,7,37,15,151,"5,163","2,089",2,x,x,7,909,368,0,0,0,151,145,5,9,4,30,24,28,31,175,"5,485","2,220",157,"4,177","1,690",20,"1,145",463,10,163,66,1,x,x,10,x,x,1,x,x
35,5,57,8,St. Joseph,52,"12,082","4,889",35,"4,526","1,832",4,28,11,15,"1,094",443,25,"1,584",641,49,"4,850","1,963",35,2,3,11,9,3,2,3,0,1,1,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,13,891,361,5,222,90,1,x,x,1,x,x,13,633,256,1,x,x,2,x,x,0,0,0,22,20,1,1,1,6,7,8,5,24,640,259,20,528,214,5,x,x,1,x,x,0,0,0,4,28,11,0,0,0
35,5,57,11,Laird,27,"10,402","4,210",25,"5,160","2,088",0,0,0,17,"1,071",433,11,444,180,24,"3,727","1,508",25,0,0,7,4,5,0,6,1,2,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,15,"2,006",812,9,447,181,0,0,0,0,0,0,16,"1,020",413,0,0,0,3,430,174,0,0,0,20,9,0,2,0,3,3,2,1,17,"1,607",650,15,974,394,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,5,57,16,Johnson,26,"7,416","3,001",23,"3,469","1,404",0,0,0,13,936,379,11,426,172,26,"2,585","1,046",23,2,0,4,8,2,2,3,2,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,12,856,346,4,226,91,1,x,x,1,x,x,12,409,166,0,0,0,1,x,x,0,0,0,16,8,0,0,1,5,1,4,2,18,560,227,15,460,186,4,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,5,57,19,Plummer Additional,27,"14,327","5,798",25,"5,178","2,095",0,0,0,12,"2,300",931,22,"2,612","1,057",24,"4,237","1,715",25,0,1,2,4,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"2,000",809,3,91,37,1,x,x,0,0,0,10,356,144,0,0,0,0,0,0,0,0,0,11,14,1,0,0,5,1,1,4,17,387,157,16,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,5,57,35,Huron Shores,67,"20,843","8,435",58,"7,271","2,942",3,74,30,32,"2,081",842,40,"1,912",774,60,"9,505","3,847",58,5,1,13,19,7,7,4,1,1,0,0,0,4,x,x,4,"14,280","1,327",4,"10,840","1,007",4,"3,440",320,0,0,0,0,0,0,5,25,10,37,"2,708","1,096",12,413,167,4,55,22,1,x,x,38,"1,184",479,0,0,0,0,0,0,0,0,0,25,39,0,1,1,7,6,4,4,32,"1,080",437,28,760,308,2,x,x,4,x,x,1,x,x,2,x,x,0,0,0
