areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
350243017,35,2,43,17,2,350243017,Innisfil - (CCS),245,175,70,25,105,110,52.1,35,210,235,10,55,70,125,130,15,50,45
350243019,35,2,43,19,2,350243019,Ramara - (CCS),235,175,55,20,110,100,51.9,15,215,225,10,60,90,85,110,10,40,70
350243021,35,2,43,21,2,350243021,Essa - (CCS),240,175,70,15,150,80,49.6,20,220,230,10,65,65,105,120,20,40,60
350243023,35,2,43,23,2,350243023,Oro-Medonte - (CCS),500,370,130,40,255,210,52.4,45,455,485,15,165,155,175,215,40,120,125
350243068,35,2,43,68,2,350243068,Tiny - (CCS),185,135,50,5,100,75,52.4,25,160,170,10,70,45,65,95,20,40,35
350243071,35,2,43,71,2,350243071,Tay - (CCS),110,80,30,20,55,40,49.0,5,100,105,5,25,50,40,55,5,25,30
350300000,35,3,0,0,3,350300000,Central Ontario Region - (CAR),"12,665","9,215","3,455",980,"6,450","5,240",52.3,"1,130","11,535","12,285",385,"3,765","3,850","5,055","6,470",955,"2,545","2,700"
350312000,35,3,12,0,3,350312000,Hastings County - (CD),"1,680","1,235",445,125,890,670,51.8,120,"1,560","1,640",45,490,545,650,840,125,335,380
350312001,35,3,12,1,3,350312001,Tyendinaga - (CCS),220,170,50,10,115,90,52.5,5,210,210,5,55,85,80,95,10,45,60
350312005,35,3,12,5,3,350312005,Belleville - (CCS),165,130,40,10,80,75,54.1,10,155,165,5,40,60,65,90,10,30,35
350312015,35,3,12,15,3,350312015,Quinte West - (CCS),375,270,105,20,215,135,51.3,35,345,370,5,115,120,140,180,30,75,95
350312020,35,3,12,20,3,350312020,Stirling-Rawdon - (CCS),240,175,60,20,140,75,49.6,15,225,225,10,55,65,115,135,15,35,55
350312026,35,3,12,26,3,350312026,Centre Hastings - (CCS),120,95,25,10,55,55,52.1,10,115,120,5,40,35,50,65,10,25,20
350312030,35,3,12,30,3,350312030,Tweed - (CCS),190,135,50,15,95,85,53.1,15,175,180,10,60,60,65,95,10,40,45
350312036,35,3,12,36,3,350312036,Madoc - (CCS),145,115,30,15,65,65,51.6,15,130,145,5,35,55,55,80,10,40,25
350312046,35,3,12,46,3,350312046,Marmora - (CCS),60,40,20,5,30,30,53.1,0,60,60,0,20,25,20,30,0,20,15
350312058,35,3,12,58,3,350312058,Faraday - (CCS),25,20,5,5,15,10,51.5,5,25,25,0,10,0,15,15,5,5,5
350312061,35,3,12,61,3,350312061,Bancroft - (CCS),35,20,15,0,25,10,51.8,5,30,35,5,15,5,15,20,5,5,5
350312065,35,3,12,65,3,350312065,Carlow/Mayo - (CCS),35,25,10,5,20,10,46.2,5,35,35,0,10,20,5,10,5,15,10
350312076,35,3,12,76,3,350312076,Hastings Highlands - (CCS),70,45,25,5,40,25,52.6,5,65,70,5,25,25,15,30,10,10,15
350313000,35,3,13,0,3,350313000,Prince Edward Division - (CD),775,580,195,55,425,295,51.7,80,700,750,30,240,195,340,430,50,150,150
350313020,35,3,13,20,3,350313020,Prince Edward - (CCS),775,580,195,60,420,290,51.7,80,695,750,30,240,195,340,430,45,150,150
350314000,35,3,14,0,3,350314000,Northumberland County - (CD),"1,570","1,155",420,125,805,645,51.9,125,"1,440","1,515",50,425,455,690,855,120,295,295
350314004,35,3,14,4,3,350314004,Brighton - (CCS),205,150,55,15,115,80,50.7,20,185,195,5,60,45,95,115,10,35,35
350314014,35,3,14,14,3,350314014,Cramahe - (CCS),160,105,55,20,90,50,49.4,15,150,160,5,45,55,65,85,10,35,30
350314019,35,3,14,19,3,350314019,Hamilton - (CCS),230,175,55,15,110,105,53.4,30,200,215,10,70,70,95,130,15,40,45
350314020,35,3,14,20,3,350314020,Port Hope and Hope - (CCS),240,180,65,15,115,105,53.3,10,225,235,5,70,60,105,115,20,50,60
350314024,35,3,14,24,3,350314024,Alnwick/Haldimand - (CCS),285,210,75,20,135,130,53.2,30,260,280,10,70,100,120,160,25,50,45
350314045,35,3,14,45,3,350314045,"Campbellford/Seymour,Percy,Hastings - (CCS)",445,335,115,40,235,175,51.0,25,425,430,20,110,125,220,245,30,90,75
350315000,35,3,15,0,3,350315000,Peterborough County - (CD),"1,700","1,245",455,125,830,745,52.7,115,"1,580","1,635",65,500,570,630,845,145,335,375
350315003,35,3,15,3,3,350315003,Asphodel-Norwood - (CCS),220,165,60,15,125,85,51.5,10,210,210,5,65,65,90,105,25,35,50
350315005,35,3,15,5,3,350315005,Otonabee-South Monaghan - (CCS),400,290,105,30,180,190,54.3,30,370,380,15,120,125,155,225,25,75,70
350315013,35,3,15,13,3,350315013,Cavan-Millbrook-North Monaghan - (CCS),290,215,75,20,140,130,53.1,15,275,275,10,80,100,100,150,20,50,65
350315015,35,3,15,15,3,350315015,Smith-Ennismore-Lakefield - (CCS),300,220,80,30,160,110,51.7,30,275,290,10,90,105,105,125,20,75,75
350315023,35,3,15,23,3,350315023,Douro-Dummer - (CCS),315,240,80,25,150,135,52.0,25,285,300,15,90,105,115,155,30,60,70
350315030,35,3,15,30,3,350315030,Havelock-Belmont-Methuen - (CCS),100,65,35,5,50,45,52.8,5,100,105,0,35,30,35,50,5,20,25
350315044,35,3,15,44,3,350315044,Galway-Cavendish and Harvey - (CCS),75,55,20,5,25,40,53.7,10,70,70,5,20,35,20,30,10,25,15
350316000,35,3,16,0,3,350316000,Kawartha Lakes Division - (CD),"2,100","1,520",580,160,"1,115",825,51.7,185,"1,915","2,035",65,625,700,770,965,150,475,505
350316010,35,3,16,10,3,350316010,Kawartha Lakes - (CCS),"2,100","1,520",575,160,"1,110",830,51.7,190,"1,910","2,035",60,630,705,770,965,150,475,505
350318000,35,3,18,0,3,350318000,Durham Regional Municipality - (CD),"2,485","1,785",705,210,"1,255","1,020",52.3,185,"2,305","2,415",70,740,690,"1,055","1,320",180,460,535
350318001,35,3,18,1,3,350318001,Pickering - (CCS),90,65,25,5,40,45,52.7,10,80,85,0,30,15,50,50,15,15,15
350318009,35,3,18,9,3,350318009,Whitby - (CCS),125,85,35,10,55,60,54.2,20,105,120,0,35,20,65,80,5,15,15
350318013,35,3,18,13,3,350318013,Oshawa - (CCS),90,70,20,5,50,30,53.1,10,80,85,5,20,20,45,60,0,10,15
350318017,35,3,18,17,3,350318017,Clarington - (CCS),665,475,185,55,315,295,53.1,40,620,650,15,210,190,260,365,50,105,140
350318020,35,3,18,20,3,350318020,Scugog - (CCS),560,410,150,60,275,225,52.0,40,520,550,15,175,150,240,285,30,110,140
350318029,35,3,18,29,3,350318029,Uxbridge - (CCS),475,325,150,35,250,190,52.5,35,445,455,15,140,140,195,215,45,105,105
350318039,35,3,18,39,3,350318039,Brock - (CCS),490,345,145,45,265,180,50.6,25,460,470,15,135,145,205,255,30,100,110
350319000,35,3,19,0,3,350319000,York Regional Municipality - (CD),"1,445","1,065",380,120,685,635,53.0,235,"1,205","1,405",40,390,395,655,840,105,265,235
350319028,35,3,19,28,3,350319028,Vaughan - (CCS),150,125,30,10,85,60,52.6,50,105,150,5,35,45,70,105,10,20,25
350319036,35,3,19,36,3,350319036,Markham - (CCS),120,95,25,5,55,55,55.1,20,100,115,5,35,40,50,70,15,25,15
350319038,35,3,19,38,3,350319038,Richmond Hill - (CCS),40,35,10,0,25,15,53.9,10,35,40,5,10,10,20,30,5,5,5
350319044,35,3,19,44,3,350319044,Whitchurch-Stouffville - (CCS),245,175,65,20,100,130,54.7,35,205,245,5,75,65,105,140,20,50,35
350319049,35,3,19,49,3,350319049,King - (CCS),415,310,105,30,185,195,53.4,70,350,405,10,105,100,215,255,30,65,60
350319054,35,3,19,54,3,350319054,East Gwillimbury - (CCS),235,170,65,20,120,95,51.6,40,205,235,10,70,60,105,130,15,50,40
350319070,35,3,19,70,3,350319070,Georgina - (CCS),230,150,80,30,115,85,51.0,15,210,220,10,65,75,85,115,10,50,55
350344000,35,3,44,0,3,350344000,Muskoka District Municipality - (CD),280,190,90,20,155,110,52.8,30,250,275,5,135,95,60,90,35,80,70
350344002,35,3,44,2,3,350344002,Gravenhurst - (CCS),50,35,15,5,20,20,52.4,10,40,50,0,20,20,10,20,0,10,15
350344018,35,3,44,18,3,350344018,Bracebridge - (CCS),65,45,20,0,35,25,55.0,5,60,65,0,40,15,10,20,10,25,10
350344042,35,3,44,42,3,350344042,Huntsville - (CCS),75,50,25,10,40,25,51.3,5,65,70,0,30,30,10,25,5,20,20
350344053,35,3,44,53,3,350344053,Muskoka Lakes - (CCS),90,60,30,0,50,40,52.7,10,85,90,5,35,30,25,25,15,30,20
350346000,35,3,46,0,3,350346000,Haliburton County - (CD),90,65,30,5,50,35,52.9,15,80,90,5,30,30,25,45,10,20,15
350346015,35,3,46,15,3,350346015,Minden Hills - (CCS),45,35,10,5,25,20,52.3,10,40,45,0,10,25,10,20,5,10,10
350346024,35,3,46,24,3,350346024,Dysart and Others - (CCS),40,25,20,5,25,15,53.6,5,35,40,5,20,10,10,20,0,10,5
350349000,35,3,49,0,3,350349000,Parry Sound District - (CD),540,380,165,35,250,260,54.1,35,505,530,10,185,175,180,250,45,115,135
350349003,35,3,49,3,3,350349003,Seguin - (CCS),25,20,5,0,10,15,59.3,0,25,30,0,10,10,5,15,0,10,0
350349014,35,3,49,14,3,350349014,Perry - (CCS),30,25,10,0,20,10,52.1,0,30,35,0,15,10,10,15,0,10,10
350349019,35,3,49,19,3,350349019,Armour - (CCS),30,15,10,0,15,10,57.7,0,25,25,0,15,5,5,10,0,10,5
350349024,35,3,49,24,3,350349024,Ryerson - (CCS),35,25,10,5,20,20,54.1,5,30,35,0,15,10,10,15,5,5,10
350349028,35,3,49,28,3,350349028,McKellar - (CCS),40,30,10,5,20,20,55.5,5,40,45,0,10,20,15,25,0,5,10
350349039,35,3,49,39,3,350349039,Whitestone - (CCS),25,20,5,0,10,15,57.6,5,25,25,0,5,10,10,10,0,10,5
350349043,35,3,49,43,3,350349043,Magnetawan - (CCS),45,35,15,5,20,25,55.4,5,45,40,5,15,15,20,25,5,10,10
350349046,35,3,49,46,3,350349046,Strong - (CCS),45,35,20,5,30,20,51.3,10,40,50,0,25,10,10,20,5,10,15
350349054,35,3,49,54,3,350349054,Machar - (CCS),35,25,15,0,15,15,54.7,5,30,35,0,10,15,5,15,5,5,5
350349060,35,3,49,60,3,350349060,Powassan - (CCS),90,70,20,15,45,35,50.1,5,85,85,0,20,25,45,50,5,15,20
350349071,35,3,49,71,3,350349071,Nipissing - (CCS),65,40,20,5,25,35,55.1,0,65,65,0,20,20,20,30,10,15,10
350349096,35,3,49,96,3,350349096,"Parry Sound, Unorganized, Centre Part - (CCS)",65,40,20,0,25,35,54.3,5,60,60,0,20,20,25,30,5,10,15
350400000,35,4,0,0,4,350400000,Eastern Ontario Region - (CAR),"13,505","9,830","3,675","1,305","7,000","5,200",51.0,"1,250","12,255","13,105",400,"3,815","3,745","5,940","7,435",950,"2,640","2,485"
350401000,35,4,1,0,4,350401000,"Stormont, Dundas and Glengarry Counties - (CD)","2,885","2,090",795,335,"1,585",965,49.3,200,"2,680","2,805",80,705,705,"1,475","1,775",185,440,490
350401005,35,4,1,5,4,350401005,South Glengarry - (CCS),495,375,120,60,245,185,49.9,40,450,480,15,105,120,265,320,35,70,70
350401011,35,4,1,11,4,350401011,South Stormont - (CCS),320,235,90,35,170,115,50.3,30,290,310,5,105,90,125,145,20,70,85
350401020,35,4,1,20,4,350401020,South Dundas - (CCS),410,300,110,50,220,140,49.0,30,380,395,15,105,95,210,255,30,60,70
350401030,35,4,1,30,4,350401030,North Dundas - (CCS),655,465,190,75,385,195,48.8,35,620,640,20,150,160,340,425,40,85,105
350401042,35,4,1,42,4,350401042,North Stormont - (CCS),455,325,130,65,265,130,47.6,30,425,445,10,85,110,260,300,25,65,70
350401050,35,4,1,50,4,350401050,North Glengarry - (CCS),550,390,155,55,295,200,50.2,40,510,535,15,140,130,280,330,35,85,90
350402000,35,4,2,0,4,350402000,Prescott and Russell United Counties - (CD),"1,775","1,275",500,220,"1,000",560,48.5,185,"1,595","1,725",50,420,375,980,"1,145",115,265,245
350402001,35,4,2,1,4,350402001,East Hawkesbury - (CCS),225,165,60,20,140,65,49.2,15,210,220,5,45,30,150,170,5,25,30
350402010,35,4,2,10,4,350402010,Champlain - (CCS),170,130,45,15,85,70,51.1,10,160,170,5,30,40,100,115,20,25,20
350402023,35,4,2,23,4,350402023,Alfred and Plantagenet - (CCS),300,215,90,45,170,90,48.2,30,270,285,10,80,50,165,195,25,45,45
350402025,35,4,2,25,4,350402025,The Nation Municipality - (CCS),600,420,180,90,340,165,47.0,75,520,585,10,120,130,345,400,40,80,75
350402036,35,4,2,36,4,350402036,Clarence-Rockland - (CCS),245,170,70,25,135,75,48.8,25,220,235,10,80,70,90,135,10,55,40
350402048,35,4,2,48,4,350402048,Russell - (CCS),235,165,70,20,120,85,49.9,30,205,235,5,60,50,125,145,15,35,40
350406000,35,4,6,0,4,350406000,Ottawa Division - (CD),"1,855","1,365",485,165,905,790,52.1,205,"1,645","1,790",65,500,520,835,"1,000",150,370,335
350406008,35,4,6,8,4,350406008,Ottawa - (CCS),"1,855","1,370",490,165,905,790,52.1,210,"1,645","1,790",65,500,520,835,"1,000",150,370,335
350407000,35,4,7,0,4,350407000,Leeds and Grenville United Counties - (CD),"1,945","1,410",540,180,"1,010",760,51.3,165,"1,780","1,895",50,610,605,730,975,120,430,420
350407004,35,4,7,4,4,350407004,Edwardsburgh/Cardinal - (CCS),190,145,50,20,110,60,49.3,15,170,185,5,50,65,70,90,10,40,45
350407006,35,4,7,6,4,350407006,Augusta - (CCS),200,135,65,20,95,85,51.0,25,180,195,0,75,55,70,80,15,50,55
350407014,35,4,7,14,4,350407014,Elizabethtown-Kitley - (CCS),350,255,95,30,185,135,51.1,20,325,335,10,120,105,125,185,15,70,75
350407017,35,4,7,17,4,350407017,Front of Yonge - (CCS),60,50,15,0,35,25,53.7,0,60,60,0,20,20,20,30,0,15,15
350407021,35,4,7,21,4,350407021,Leeds and the Thousand Islands - (CCS),360,260,95,30,180,150,52.1,25,325,350,5,95,105,160,200,20,80,55
350407040,35,4,7,40,4,350407040,Rideau Lakes - (CCS),370,265,105,35,190,145,51.4,30,345,360,10,110,110,155,195,20,85,65
350407042,35,4,7,42,4,350407042,Athens - (CCS),80,55,25,10,30,40,52.2,15,70,80,5,25,25,30,45,5,10,25
350407052,35,4,7,52,4,350407052,Merrickville-Wolford - (CCS),115,80,35,5,65,40,51.6,10,105,110,5,45,30,40,45,15,20,35
350407065,35,4,7,65,4,350407065,North Grenville - (CCS),225,165,60,25,115,85,51.0,25,200,220,10,80,85,60,105,20,50,55
350409000,35,4,9,0,4,350409000,Lanark County - (CD),"1,305",905,405,80,655,570,53.0,100,"1,205","1,265",40,425,395,490,630,120,275,280
350409001,35,4,9,1,4,350409001,Montague - (CCS),115,80,35,5,55,55,53.4,10,105,110,5,45,30,30,45,10,40,20
350409010,35,4,9,10,4,350409010,Drummond/North Elmsley - (CCS),260,175,75,15,140,105,52.4,20,240,250,5,80,75,100,125,20,60,55
350409015,35,4,9,15,4,350409015,Bathurst Burgess Sherbrooke - (CCS),210,150,65,15,105,90,53.4,15,195,205,5,60,60,90,115,15,40,35
350409024,35,4,9,24,4,350409024,Beckwith - (CCS),145,95,50,10,75,60,52.8,10,140,145,5,50,60,35,65,15,35,25
350409030,35,4,9,30,4,350409030,Mississippi Mills - (CCS),370,255,115,25,185,160,52.8,20,345,355,15,120,100,150,170,40,70,90
350409039,35,4,9,39,4,350409039,Lanark Highlands - (CCS),210,145,65,15,95,100,53.9,25,185,205,5,70,65,75,110,20,35,40
350410000,35,4,10,0,4,350410000,Frontenac County - (CD),995,720,280,65,510,425,52.9,105,890,975,20,335,290,375,515,75,235,175
350410005,35,4,10,5,4,350410005,Frontenac Islands - (CCS),115,85,35,10,60,50,52.4,15,100,110,5,40,25,55,65,10,25,20
350410010,35,4,10,10,4,350410010,Kingston - (CCS),300,210,90,15,160,125,52.8,30,265,290,5,105,85,105,150,20,80,45
350410020,35,4,10,20,4,350410020,South Frontenac - (CCS),405,300,105,25,205,175,53.0,40,370,400,5,130,110,165,215,30,95,75
350410035,35,4,10,35,4,350410035,Central Frontenac - (CCS),145,110,35,10,75,60,53.2,15,135,140,5,40,60,45,75,10,35,25
350410045,35,4,10,45,4,350410045,North Frontenac - (CCS),30,20,10,5,15,15,54.4,10,20,25,0,15,15,5,15,5,0,5
350411000,35,4,11,0,4,350411000,Lennox and Addington County - (CD),885,665,220,85,440,365,52.2,80,810,860,20,280,280,330,460,60,200,165
350411005,35,4,11,5,4,350411005,Loyalist - (CCS),230,165,65,20,120,85,51.3,20,210,225,5,85,80,65,110,15,50,50
350411015,35,4,11,15,4,350411015,Greater Napanee - (CCS),310,240,75,30,145,135,52.2,30,285,300,10,85,85,135,185,20,60,50
350411030,35,4,11,30,4,350411030,Stone Mills - (CCS),310,235,75,35,155,125,52.0,25,290,305,5,95,100,120,145,25,85,60
350411035,35,4,11,35,4,350411035,Addington Highlands - (CCS),35,25,15,0,15,20,58.8,5,30,30,5,15,15,5,20,0,10,5
350447000,35,4,47,0,4,350447000,Renfrew County - (CD),"1,850","1,400",445,170,900,780,52.0,195,"1,650","1,785",60,550,575,730,930,120,420,380
350447003,35,4,47,3,4,350447003,McNab/Braeside - (CCS),195,145,45,15,100,75,51.9,15,180,185,10,70,60,60,85,10,50,45
350447008,35,4,47,8,4,350447008,Greater Madawaska - (CCS),45,35,10,0,20,20,53.2,10,35,45,0,15,10,15,20,5,10,10
350447020,35,4,47,20,4,350447020,"Brudenell, Lyndoch and Raglan - (CCS)",105,75,25,15,35,50,52.9,10,95,100,5,30,50,30,50,5,20,25
350447030,35,4,47,30,4,350447030,Madawaska Valley - (CCS),40,35,5,0,25,15,53.3,10,30,40,0,15,15,10,20,0,10,15
350447033,35,4,47,33,4,350447033,"Killaloe, Hagarty and Richards - (CCS)",65,55,15,0,30,30,53.8,5,60,65,0,25,20,25,35,5,10,15
350447035,35,4,47,35,4,350447035,Bonnechere Valley - (CCS),155,120,30,10,75,70,53.7,10,140,150,5,45,50,60,85,10,35,25
350447043,35,4,47,43,4,350447043,Admaston/Bromley - (CCS),290,225,65,25,150,115,51.6,35,260,280,15,65,80,145,165,20,55,50
350447046,35,4,47,46,4,350447046,Horton - (CCS),120,90,35,10,55,60,53.9,20,100,115,10,40,35,45,55,10,30,25
350447056,35,4,47,56,4,350447056,Whitewater Region - (CCS),430,315,115,60,210,165,50.2,45,390,420,10,100,130,200,225,30,90,85
350447070,35,4,47,70,4,350447070,North Algona Wilberforce - (CCS),140,110,35,5,70,65,53.8,20,125,140,5,55,50,40,70,10,40,20
350447075,35,4,47,75,4,350447075,Laurentian Valley - (CCS),220,160,60,20,110,90,51.1,15,205,215,5,70,65,90,110,15,50,50
350447090,35,4,47,90,4,350447090,Laurentian Hills - (CCS),35,25,10,5,15,15,52.2,5,30,35,5,15,15,10,15,0,15,5
350500000,35,5,0,0,5,350500000,Northern Ontario Region - (CAR),"3,820","2,670","1,150",345,"2,060","1,415",51.0,325,"3,500","3,710",110,"1,110","1,215","1,500","1,870",340,785,830
350548000,35,5,48,0,5,350548000,Nipissing District - (CD),425,270,150,45,240,140,49.6,35,395,410,15,120,145,165,215,35,95,80
350548022,35,5,48,22,5,350548022,Calvin - (CCS),55,30,20,0,30,25,53.8,5,50,55,0,20,15,20,25,10,10,10
350548027,35,5,48,27,5,350548027,Bonfield - (CCS),55,35,20,5,25,25,52.1,5,50,55,5,15,25,20,30,5,10,10
350548031,35,5,48,31,5,350548031,Chisholm - (CCS),70,45,25,5,50,20,48.6,0,70,70,0,20,25,25,35,0,20,15
350548034,35,5,48,34,5,350548034,East Ferris - (CCS),40,30,15,5,15,15,53.3,5,35,40,0,10,20,10,20,0,10,10
350548055,35,5,48,55,5,350548055,West Nipissing - (CCS),205,130,70,30,120,55,47.4,20,190,195,10,60,50,95,110,15,40,35
350551000,35,5,51,0,5,350551000,Manitoulin District - (CD),370,300,70,25,170,175,54.1,55,325,365,10,105,90,185,190,35,80,65
350551017,35,5,51,17,5,350551017,Northeastern Manitoulin and the Islands - (CCS),315,250,60,20,140,150,54.1,40,275,305,10,85,75,155,155,30,70,60
350551024,35,5,51,24,5,350551024,Gordon - (CCS),60,50,15,5,30,25,53.7,10,50,60,5,20,10,30,40,5,10,5
350552000,35,5,52,0,5,350552000,Sudbury District - (CD),245,165,80,20,130,90,50.9,15,225,240,5,65,80,100,135,10,45,50
350552001,35,5,52,1,5,350552001,French River - (CCS),50,35,15,5,25,15,49.7,5,40,45,0,10,15,25,25,5,10,15
350552004,35,5,52,4,5,350552004,St.-Charles - (CCS),45,25,15,0,30,15,50.9,5,45,35,5,10,15,20,20,5,10,5
350552013,35,5,52,13,5,350552013,Markstay-Warren - (CCS),80,55,30,5,45,30,51.0,10,75,80,0,25,25,30,50,5,10,20
350552023,35,5,52,23,5,350552023,Sables-Spanish Rivers - (CCS),75,50,20,5,35,35,51.8,0,70,75,0,15,30,25,45,0,10,15
350553000,35,5,53,0,5,350553000,Greater Sudbury Division - (CD),235,160,75,15,125,95,52.7,30,205,230,10,95,80,65,100,15,70,50
350553005,35,5,53,5,5,350553005,Greater Sudbury - (CCS),235,160,75,15,130,95,52.7,30,205,230,10,95,80,65,100,15,70,50
350554000,35,5,54,0,5,350554000,Timiskaming District - (CD),790,555,235,90,425,275,49.7,50,745,765,25,210,250,340,400,75,140,180
350554012,35,5,54,12,5,350554012,Haileybury - (CCS),30,20,10,0,10,10,53.8,0,25,25,0,10,10,10,10,0,5,10
350554014,35,5,54,14,5,350554014,Harris - (CCS),30,25,5,0,15,10,52.9,5,30,35,0,15,10,10,15,0,5,10
350554016,35,5,54,16,5,350554016,Dymond - (CCS),50,35,20,5,30,15,48.3,10,40,50,0,20,15,20,20,5,10,15
350554021,35,5,54,21,5,350554021,Hudson - (CCS),50,35,15,10,25,15,49.8,5,50,55,0,20,15,15,25,5,10,10
350554024,35,5,54,24,5,350554024,Kerns - (CCS),80,55,20,10,35,25,50.2,0,75,75,0,20,25,35,45,10,10,15
350554026,35,5,54,26,5,350554026,Harley - (CCS),50,35,10,10,30,15,49.7,5,45,45,5,15,20,15,20,5,15,10
350554029,35,5,54,29,5,350554029,Casey - (CCS),45,30,10,5,25,10,45.9,0,40,35,0,5,15,25,30,0,5,0
350554032,35,5,54,32,5,350554032,Brethour - (CCS),35,25,10,5,25,10,49.9,0,35,35,0,5,10,15,15,5,10,5
350554034,35,5,54,34,5,350554034,Hilliard - (CCS),55,40,20,10,30,10,47.3,0,55,55,0,20,10,20,25,5,15,10
350554036,35,5,54,36,5,350554036,Armstrong - (CCS),50,40,10,5,30,15,47.1,5,50,50,0,0,10,40,45,0,0,5
350554046,35,5,54,46,5,350554046,Dack - (CCS),50,40,10,5,20,20,53.5,5,45,45,5,10,15,15,20,5,10,15
350554049,35,5,54,49,5,350554049,Evanturel - (CCS),40,30,15,5,25,15,46.4,0,40,40,5,5,15,15,20,5,10,15
350554054,35,5,54,54,5,350554054,Chamberlain - (CCS),35,30,10,0,15,20,54.5,0,30,35,0,5,20,15,20,0,5,10
350554094,35,5,54,94,5,350554094,"Timiskaming, Unorganized, West Part - (CCS)",205,135,70,25,105,70,49.9,10,190,190,15,55,65,80,100,25,35,45
350556000,35,5,56,0,5,350556000,Cochrane District - (CD),285,205,80,20,145,125,52.5,25,260,280,10,75,95,115,145,20,60,65
350556027,35,5,56,27,5,350556027,Timmins - (CCS),35,25,10,0,25,10,50.6,5,25,35,0,5,10,15,15,5,5,10
350556092,35,5,56,92,5,350556092,"Cochrane, Unorganized, North Part - (CCS)",255,185,65,15,120,120,52.8,20,230,245,5,75,85,95,125,20,55,60
350557000,35,5,57,0,5,350557000,Algoma District - (CD),490,340,150,30,270,190,51.7,50,440,485,10,160,165,165,220,55,115,105
350557008,35,5,57,8,5,350557008,St. Joseph - (CCS),70,50,15,5,45,20,50.8,15,55,65,0,25,20,20,25,10,15,15
350557011,35,5,57,11,5,350557011,Laird - (CCS),40,30,15,0,30,15,48.6,5,35,40,0,20,10,10,15,10,15,15
350557016,35,5,57,16,5,350557016,Johnson - (CCS),40,25,10,5,20,15,52.3,5,40,35,0,10,15,15,20,5,5,5
350557019,35,5,57,19,5,350557019,Plummer Additional - (CCS),35,25,10,5,25,10,49.1,5,35,40,0,15,15,15,15,5,10,10
350557035,35,5,57,35,5,350557035,Huron Shores - (CCS),100,65,35,5,55,40,52.1,10,85,100,0,25,35,45,50,5,20,20
350557051,35,5,57,51,5,350557051,"Macdonald, Meredith and Aberdeen Additional - (CCS)",40,25,10,0,20,15,51.2,5,35,35,0,10,15,10,10,0,15,5
350557061,35,5,57,61,5,350557061,Sault Ste. Marie - (CCS),65,40,20,5,35,30,54.3,10,55,65,0,35,20,15,30,5,25,10
350557095,35,5,57,95,5,350557095,"Algoma, Unorganized, North Part - (CCS)",100,70,35,10,45,45,52.5,5,95,100,0,30,40,40,50,15,20,20
350558000,35,5,58,0,5,350558000,Thunder Bay District - (CD),365,235,130,45,220,100,48.4,30,345,355,15,105,105,160,200,35,70,60
350558001,35,5,58,1,5,350558001,Neebing - (CCS),40,25,15,5,30,0,43.8,0,40,40,0,15,10,15,15,5,10,10
350558004,35,5,58,4,5,350558004,Thunder Bay - (CCS),40,25,10,0,20,15,51.7,5,30,35,0,15,10,15,25,5,0,10
350558011,35,5,58,11,5,350558011,Oliver Paipoonge - (CCS),170,115,55,25,100,40,47.4,10,160,160,10,45,35,90,100,15,35,15
350558016,35,5,58,16,5,350558016,O'Connor - (CCS),35,20,15,0,15,15,55.7,5,30,30,0,5,20,10,20,5,5,5
350558090,35,5,58,90,5,350558090,"Thunder Bay, Unorganized - (CCS)",85,50,30,5,55,20,48.2,5,80,80,0,35,20,30,35,10,15,20
350559000,35,5,59,0,5,350559000,Rainy River District - (CD),455,335,120,50,230,175,51.4,20,430,440,15,120,170,165,200,50,90,115
350559011,35,5,59,11,5,350559011,Alberton - (CCS),30,25,0,5,15,15,54.1,0,30,30,5,10,10,10,15,0,10,5
350559016,35,5,59,16,5,350559016,La Vallee - (CCS),70,40,25,5,35,25,51.1,5,65,65,0,25,20,25,25,5,20,20
350559019,35,5,59,19,5,350559019,Emo - (CCS),45,35,15,5,20,20,48.7,0,45,45,5,15,15,15,20,5,5,20
350559024,35,5,59,24,5,350559024,Chapple - (CCS),95,75,25,20,50,30,47.3,5,95,95,0,25,35,40,40,10,20,30
350559031,35,5,59,31,5,350559031,Morley - (CCS),50,40,10,5,30,20,50.8,0,45,55,0,10,20,20,25,5,15,10
350559040,35,5,59,40,5,350559040,Dawson - (CCS),80,60,20,5,35,35,52.7,5,70,75,0,15,35,25,40,5,15,20
350559090,35,5,59,90,5,350559090,"Rainy River, Unorganized - (CCS)",85,60,30,5,45,40,55.9,5,80,85,0,30,30,30,40,10,15,15
350560000,35,5,60,0,5,350560000,Kenora District - (CD),155,100,50,10,90,50,51.2,15,135,145,5,50,50,45,65,10,25,50
350560090,35,5,60,90,5,350560090,"Kenora, Unorganized - (CCS)",150,105,45,10,90,50,51.2,15,135,145,5,50,50,50,65,10,25,50
460000000,46,0,0,0,0,460000000,Manitoba,"28,795","22,275","6,520","3,860","15,480","9,460",49.0,"3,370","25,420","27,645","1,145","5,705","7,515","15,575","15,630","3,070","5,475","4,610"
