areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ANUMFARMS,BATFAREA,CASALEMFP,DATOTFCAP,ANUMFARMS1,BATFAREA1,CASALEMFP1,DATOTFCAP1,ANUMFARMS2,BATFAREA2,CASALEMFP2,DATOTFCAP2
350138043,35,1,38,43,1,350138043,Warwick - (CCS),275,239,"188,274","1,054,070",150,206,"131,901","859,455",115,282,"261,227","1,305,926"
350139000,35,1,39,0,1,350139000,Middlesex County - (CD),"2,640",235,"187,294","1,107,170","1,575",210,"164,820","977,630","1,065",272,"220,530","1,298,741"
350139005,35,1,39,5,1,350139005,Southwest Middlesex - (CCS),335,250,"117,319","827,367",225,220,"99,963","752,082",110,309,"152,664","980,676"
350139015,35,1,39,15,1,350139015,Strathroy-Caradoc - (CCS),275,211,"327,853","1,019,451",155,235,"441,147","1,116,335",115,177,"173,888","887,787"
350139027,35,1,39,27,1,350139027,Thames Centre - (CCS),430,187,"144,157","1,029,864",240,165,"101,374","850,580",190,214,"197,468","1,253,265"
350139033,35,1,39,33,1,350139033,Middlesex Centre - (CCS),540,239,"166,813","1,226,180",320,179,"127,712","946,372",220,326,"223,688","1,633,174"
350139036,35,1,39,36,1,350139036,London - (CCS),175,183,"149,152","1,198,508",110,150,"88,579","1,007,134",65,238,"251,943","1,523,265"
350139041,35,1,39,41,1,350139041,North Middlesex - (CCS),445,300,"246,844","1,308,051",270,274,"180,248","1,162,823",185,338,"344,542","1,521,104"
350139047,35,1,39,47,1,350139047,Adelaide Metcalfe - (CCS),280,232,"181,768","965,059",150,210,"170,717","861,722",130,258,"194,717","1,086,156"
350139060,35,1,39,60,1,350139060,Lucan Biddulph - (CCS),160,245,"159,925","1,232,911",105,249,"175,317","1,295,203",50,236,"128,236","1,104,662"
350200000,35,2,0,0,2,350200000,Western Ontario Region - (CAR),"19,195",212,"167,054","935,973","11,905",200,"159,691","865,662","7,290",231,"179,072","1,050,757"
350221000,35,2,21,0,2,350221000,Peel Regional Municipality - (CD),525,200,"223,251","2,746,598",320,171,"241,060","2,749,195",200,247,"194,577","2,742,417"
350221005,35,2,21,5,2,350221005,Mississauga - (CCS),20,135,"270,857","6,693,696",15,177,"255,726","8,569,048",5,42,"303,640","2,630,433"
350221010,35,2,21,10,2,350221010,Brampton - (CCS),85,147,"523,449","3,054,227",45,128,"756,427","3,405,701",45,168,"273,830","2,677,648"
350221024,35,2,21,24,2,350221024,Caledon - (CCS),420,214,"158,294","2,501,986",265,178,"152,491","2,350,707",150,277,"168,373","2,764,735"
350222000,35,2,22,0,2,350222000,Dufferin County - (CD),900,215,"87,331","774,676",560,206,"73,429","725,577",340,230,"110,256","855,639"
350222001,35,2,22,1,2,350222001,East Garafraxa - (CCS),125,259,"128,296","987,542",75,264,"138,607","1,045,341",50,251,"113,537","904,809"
350222008,35,2,22,8,2,350222008,Amaranth - (CCS),205,195,"77,923","728,016",125,155,"49,736","534,848",85,256,"120,891","1,022,481"
350222010,35,2,22,10,2,350222010,East Luther Grand Valley - (CCS),90,235,"94,066","810,787",55,220,"70,562","719,203",40,254,"126,006","935,247"
350222012,35,2,22,12,2,350222012,Mono - (CCS),170,148,"50,889","709,282",110,163,"57,213","776,463",60,121,"39,294","586,117"
350222016,35,2,22,16,2,350222016,Mulmur - (CCS),140,190,"39,458","691,529",90,214,"38,771","749,949",50,144,"40,733","583,036"
350222019,35,2,22,19,2,350222019,Melancthon - (CCS),165,287,"142,760","791,031",105,257,"104,204","660,351",55,342,"213,888","1,032,111"
350223000,35,2,23,0,2,350223000,Wellington County - (CD),"2,615",180,"165,816","863,810","1,545",174,"160,444","811,585","1,070",189,"173,591","939,386"
350223001,35,2,23,1,2,350223001,Puslinch - (CCS),150,143,"98,957","917,939",85,141,"98,129","822,203",60,146,"100,058","1,045,089"
350223009,35,2,23,9,2,350223009,Guelph/Eramosa - (CCS),265,209,"212,877","1,124,072",155,188,"225,093","974,353",105,240,"194,378","1,350,789"
350223017,35,2,23,17,2,350223017,Erin - (CCS),270,140,"72,801","753,589",160,137,"74,514","761,497",105,144,"70,100","741,118"
350223025,35,2,23,25,2,350223025,Centre Wellington - (CCS),420,170,"160,670","867,456",245,167,"153,098","814,608",170,174,"171,650","944,101"
350223033,35,2,23,33,2,350223033,Mapleton - (CCS),735,177,"218,851","907,814",450,181,"200,071","860,742",280,171,"249,235","983,969"
350223043,35,2,23,43,2,350223043,Minto - (CCS),295,217,"184,175","839,295",150,213,"219,606","827,408",140,221,"144,637","852,561"
350223050,35,2,23,50,2,350223050,Wellington North - (CCS),490,190,"125,872","713,382",285,173,"103,648","656,577",205,213,"156,361","791,316"
350224000,35,2,24,0,2,350224000,Halton Regional Municipality - (CD),620,160,"228,551","1,631,633",405,177,"285,899","1,746,768",210,125,"117,662","1,409,001"
350224001,35,2,24,1,2,350224001,Oakville - (CCS),30,165,"111,462","2,569,673",20,152,"77,183","1,812,621",10,187,"169,735","3,856,662"
350224002,35,2,24,2,2,350224002,Burlington - (CCS),95,128,"252,367","1,599,308",75,146,"298,555","1,696,426",20,60,"79,165","1,235,113"
350224009,35,2,24,9,2,350224009,Milton - (CCS),275,124,"127,010","1,231,791",160,133,"135,802","1,286,834",110,111,"114,716","1,154,830"
350224015,35,2,24,15,2,350224015,Halton Hills - (CCS),225,215,"354,289","2,012,610",155,240,"452,444","2,223,515",70,159,"126,223","1,522,567"
350230000,35,2,30,0,2,350230000,Waterloo Regional Municipality - (CD),"1,445",156,"262,882","960,419",975,140,"275,874","863,825",470,191,"235,874","1,161,227"
350230004,35,2,30,4,2,350230004,North Dumfries - (CCS),120,214,"408,250","1,416,704",70,152,"542,220","1,199,757",45,310,"201,470","1,751,557"
350230010,35,2,30,10,2,350230010,Cambridge - (CCS),30,156,"423,216","1,219,646",20,132,"472,198","1,066,606",5,230,"276,269","1,678,767"
350230013,35,2,30,13,2,350230013,Kitchener - (CCS),30,149,"323,051","1,481,705",20,124,"364,148","1,224,975",5,206,"231,725","2,052,214"
350230020,35,2,30,20,2,350230020,Wilmot - (CCS),270,199,"363,139","1,217,728",165,192,"438,996","1,146,035",105,209,"241,331","1,332,850"
350230027,35,2,30,27,2,350230027,Wellesley - (CCS),500,121,"185,574","695,596",365,116,"185,406","665,206",135,134,"186,039","779,680"
350230035,35,2,30,35,2,350230035,Woolwich - (CCS),490,156,"237,939","932,378",325,140,"216,375","833,123",170,188,"279,409","1,123,254"
350231000,35,2,31,0,2,350231000,Perth County - (CD),"2,570",196,"215,985","1,106,091","1,475",182,"206,804","976,790","1,095",214,"228,352","1,280,264"
350231013,35,2,31,13,2,350231013,Perth South - (CCS),400,209,"205,413","1,241,011",240,198,"174,481","1,047,755",160,226,"250,957","1,525,559"
350231025,35,2,31,25,2,350231025,West Perth - (CCS),630,225,"221,799","1,261,151",370,212,"198,889","1,110,425",260,244,"255,270","1,481,351"
350231030,35,2,31,30,2,350231030,Perth East - (CCS),955,167,"179,571","976,264",550,154,"164,564","879,048",405,184,"199,900","1,107,959"
350231040,35,2,31,40,2,350231040,North Perth - (CCS),580,202,"276,931","1,057,994",315,183,"315,967","934,176",270,225,"231,966","1,200,615"
350240000,35,2,40,0,2,350240000,Huron County - (CD),"2,880",250,"227,951","1,107,788","1,840",229,"201,265","988,415","1,040",287,"275,092","1,318,669"
350240005,35,2,40,5,2,350240005,South Huron - (CCS),330,295,"318,039","1,467,104",220,280,"310,530","1,403,963",115,324,"332,333","1,587,294"
350240010,35,2,40,10,2,350240010,Bluewater - (CCS),290,318,"205,928","1,412,430",205,243,"139,340","1,040,476",90,493,"361,300","2,280,323"
350240025,35,2,40,25,2,350240025,Central Huron - (CCS),410,225,"206,506","1,039,506",260,219,"161,401","998,376",150,235,"283,363","1,109,590"
350240040,35,2,40,40,2,350240040,Huron East - (CCS),600,260,"267,498","1,348,097",360,232,"213,409","1,171,371",235,302,"350,115","1,618,032"
350240046,35,2,40,46,2,350240046,Howick - (CCS),305,210,"200,484","849,265",205,187,"195,211","784,397",105,254,"210,777","975,883"
350240050,35,2,40,50,2,350240050,Morris-Turnberry - (CCS),325,224,"182,966","882,968",210,204,"167,001","767,553",120,258,"210,507","1,082,058"
350240055,35,2,40,55,2,350240055,North Huron - (CCS),155,227,"160,109","766,192",90,189,"143,993","643,165",65,281,"183,275","943,044"
350240063,35,2,40,63,2,350240063,Ashfield-Colborne-Wawanosh - (CCS),455,236,"217,967","852,911",295,245,"229,577","817,285",165,221,"196,884","917,605"
350241000,35,2,41,0,2,350241000,Bruce County - (CD),"2,345",261,"132,194","678,532","1,490",248,"118,746","615,772",860,283,"155,502","787,300"
350241004,35,2,41,4,2,350241004,South Bruce - (CCS),500,216,"128,870","706,219",280,208,"97,590","626,023",215,225,"170,429","812,770"
350241015,35,2,41,15,2,350241015,Huron-Kinloss - (CCS),320,263,"131,202","803,451",220,235,"112,288","651,079",100,326,"173,002","1,140,195"
350241024,35,2,41,24,2,350241024,Kincardine - (CCS),355,240,"111,501","618,425",230,212,"93,230","537,173",125,292,"144,829","766,627"
350241032,35,2,41,32,2,350241032,Brockton - (CCS),475,235,"151,530","673,775",305,216,"138,378","602,216",170,270,"174,757","800,155"
350241043,35,2,41,43,2,350241043,Arran-Elderslie - (CCS),350,291,"188,484","703,258",235,306,"198,623","732,638",115,262,"168,291","644,749"
350241045,35,2,41,45,2,350241045,Saugeen Shores - (CCS),100,242,"95,058","596,170",60,261,"100,162","608,725",40,209,"86,366","574,793"
350241055,35,2,41,55,2,350241055,South Bruce Peninsula - (CCS),165,292,"56,077","481,363",105,308,"47,624","474,894",60,264,"70,728","492,574"
350241069,35,2,41,69,2,350241069,Northern Bruce Peninsula - (CCS),85,566,"93,811","696,188",50,455,"67,039","600,239",35,733,"134,353","841,482"
350242000,35,2,42,0,2,350242000,Grey County - (CD),"2,835",209,"84,900","518,881","1,750",204,"85,389","496,874","1,085",217,"84,114","554,252"
350242004,35,2,42,4,2,350242004,West Grey - (CCS),655,188,"120,214","524,142",370,180,"151,194","497,205",285,198,"80,104","559,019"
350242005,35,2,42,5,2,350242005,Southgate - (CCS),490,204,"96,598","523,667",285,207,"100,826","518,519",205,201,"90,711","530,834"
350242015,35,2,42,15,2,350242015,Grey Highlands - (CCS),490,239,"60,309","546,221",315,235,"53,952","531,059",175,246,"71,781","573,582"
350242037,35,2,42,37,2,350242037,Chatsworth - (CCS),405,200,"61,869","441,734",255,191,"58,815","416,100",145,215,"67,362","487,840"
350242045,35,2,42,45,2,350242045,Blue Mountains - (CCS),160,178,"98,562","620,445",105,177,"79,204","597,340",60,181,"133,881","662,601"
350242047,35,2,42,47,2,350242047,Georgian Highlands - (CCS),335,214,"62,131","508,248",225,208,"58,408","504,617",110,225,"69,779","515,708"
350242053,35,2,42,53,2,350242053,Georgian Bluffs - (CCS),305,241,"78,087","516,229",190,227,"58,314","453,511",115,265,"111,508","622,239"
350243000,35,2,43,0,2,350243000,Simcoe County - (CD),"2,465",220,"119,339","845,138","1,545",206,"95,380","751,504",920,243,"159,454","1,001,908"
350243003,35,2,43,3,2,350243003,Adjala-Tosorontio - (CCS),200,239,"157,288","991,828",130,225,"157,249","839,648",70,265,"157,359","1,270,100"
350243005,35,2,43,5,2,350243005,Clearview - (CCS),360,231,"133,716","884,286",220,220,"107,776","814,933",140,250,"175,144","995,052"
350243007,35,2,43,7,2,350243007,New Tecumseth - (CCS),160,250,"149,175","1,219,389",110,214,"121,551","1,233,645",50,326,"205,986","1,190,071"
350243009,35,2,43,9,2,350243009,Springwater - (CCS),295,231,"136,213","873,643",195,212,"106,309","795,612",100,268,"195,423","1,028,144"
350243014,35,2,43,14,2,350243014,Bradford West Gwillimbury - (CCS),170,190,"198,231","1,123,343",90,174,"124,208","935,840",85,207,"273,126","1,313,052"
350243015,35,2,43,15,2,350243015,Severn - (CCS),185,173,"46,658","483,155",115,189,"43,280","486,420",70,148,"52,055","477,941"
350243017,35,2,43,17,2,350243017,Innisfil - (CCS),160,241,"172,472","1,043,370",90,158,"102,935","731,209",70,343,"258,202","1,428,225"
350243019,35,2,43,19,2,350243019,Ramara - (CCS),175,337,"62,502","714,098",115,336,"60,267","636,288",55,337,"67,173","876,664"
350243021,35,2,43,21,2,350243021,Essa - (CCS),170,235,"227,640","1,154,025",105,207,"199,516","938,989",65,282,"273,234","1,502,643"
350243023,35,2,43,23,2,350243023,Oro-Medonte - (CCS),370,170,"49,365","595,703",245,172,"42,851","565,668",125,167,"61,829","653,172"
350243068,35,2,43,68,2,350243068,Tiny - (CCS),135,167,"53,308","538,318",85,167,"41,883","495,299",50,166,"73,127","612,942"
350243071,35,2,43,71,2,350243071,Tay - (CCS),75,165,"46,879","545,739",45,145,"33,994","517,272",30,191,"64,336","584,306"
350300000,35,3,0,0,3,350300000,Central Ontario Region - (CAR),"8,935",221,"95,069","745,578","5,500",212,"88,759","672,484","3,440",235,"105,160","862,457"
350312000,35,3,12,0,3,350312000,Hastings County - (CD),"1,190",257,"60,554","424,002",735,242,"46,725","382,231",455,282,"82,893","491,479"
350312001,35,3,12,1,3,350312001,Tyendinaga - (CCS),165,267,"40,055","443,669",115,270,"42,162","454,864",50,260,"35,333","418,593"
350312005,35,3,12,5,3,350312005,Belleville - (CCS),125,207,"69,855","454,410",85,186,"34,747","401,716",40,248,"142,704","563,750"
350312015,35,3,12,15,3,350312015,Quinte West - (CCS),260,217,"83,961","507,066",150,198,"62,720","412,317",110,243,"112,154","632,823"
350312020,35,3,12,20,3,350312020,Stirling-Rawdon - (CCS),160,273,"89,242","469,147",95,271,"76,494","430,153",70,275,"106,677","522,476"
350312026,35,3,12,26,3,350312026,Centre Hastings - (CCS),90,285,"71,593","407,541",60,228,"38,328","318,210",30,393,"133,831","574,675"
350312030,35,3,12,30,3,350312030,Tweed - (CCS),135,337,"65,800","457,633",85,323,"66,701","450,344",55,359,"64,317","469,639"
350312036,35,3,12,36,3,350312036,Madoc - (CCS),105,259,"32,904","332,736",70,234,"24,274","295,883",35,304,"48,576","399,652"
350312046,35,3,12,46,3,350312046,Marmora - (CCS),40,217,"18,610","257,082",25,161,"11,292","224,467",15,303,"29,803","306,964"
350312058,35,3,12,58,3,350312058,Faraday - (CCS),20,372,"17,525","253,322",5,378,"21,109","261,982",10,366,"13,942","244,661"
350312061,35,3,12,61,3,350312061,Bancroft - (CCS),25,263,"22,745","279,978",10,211,"8,867","171,456",15,311,"35,467","379,455"
350312065,35,3,12,65,3,350312065,Carlow/Mayo - (CCS),25,324,"11,814","264,157",15,414,"13,190","271,912",5,164,"9,368","250,371"
350312076,35,3,12,76,3,350312076,Hastings Highlands - (CCS),50,192,"8,472","190,456",30,185,"6,174","189,934",20,200,"11,689","191,188"
350313000,35,3,13,0,3,350313000,Prince Edward Division - (CD),535,268,"123,898","556,439",315,246,"121,956","483,693",215,299,"126,722","662,220"
350313020,35,3,13,20,3,350313020,Prince Edward - (CCS),535,268,"123,898","556,439",315,246,"121,956","483,693",220,299,"126,722","662,220"
350314000,35,3,14,0,3,350314000,Northumberland County - (CD),"1,105",230,"111,684","583,139",665,221,"115,303","542,945",440,244,"106,201","644,025"
350314004,35,3,14,4,3,350314004,Brighton - (CCS),135,217,"186,453","633,635",75,212,"236,356","636,974",60,224,"125,096","629,530"
350314014,35,3,14,14,3,350314014,Cramahe - (CCS),115,239,"98,928","613,798",60,168,"62,361","469,390",55,319,"139,634","774,555"
350314019,35,3,14,19,3,350314019,Hamilton - (CCS),165,192,"78,087","639,686",105,188,"65,918","604,666",65,200,"98,174","697,497"
350314020,35,3,14,20,3,350314020,Port Hope and Hope - (CCS),165,229,"195,628","707,718",105,229,"257,761","673,542",65,229,"98,662","761,052"
350314024,35,3,14,24,3,350314024,Alnwick/Haldimand - (CCS),205,237,"80,947","536,841",125,230,"69,415","483,541",80,248,"99,576","622,942"
350314045,35,3,14,45,3,350314045,"Campbellford/Seymour,Percy,Hastings - (CCS)",315,247,"76,730","483,919",195,246,"66,261","466,693",120,249,"94,297","512,824"
350315000,35,3,15,0,3,350315000,Peterborough County - (CD),"1,200",215,"57,883","506,834",740,212,"55,603","492,435",460,220,"61,561","530,061"
350315003,35,3,15,3,3,350315003,Asphodel-Norwood - (CCS),150,200,"96,566","484,055",85,204,"98,571","469,678",65,196,"94,053","502,080"
350315005,35,3,15,5,3,350315005,Otonabee-South Monaghan - (CCS),285,218,"68,170","559,476",180,211,"65,199","541,685",105,230,"73,187","589,520"
350315013,35,3,15,13,3,350315013,Cavan-Millbrook-North Monaghan - (CCS),210,189,"61,765","566,988",140,193,"65,502","566,898",70,182,"54,603","567,162"
350315015,35,3,15,15,3,350315015,Smith-Ennismore-Lakefield - (CCS),200,224,"53,511","542,072",115,201,"48,579","521,422",85,255,"60,106","569,685"
350315023,35,3,15,23,3,350315023,Douro-Dummer - (CCS),230,220,"39,831","424,780",155,209,"33,776","383,390",75,243,"51,941","507,558"
350315030,35,3,15,30,3,350315030,Havelock-Belmont-Methuen - (CCS),65,207,"22,582","317,043",35,251,"19,398","367,977",30,154,"26,383","256,250"
350315044,35,3,15,44,3,350315044,Galway-Cavendish and Harvey - (CCS),60,294,"19,693","517,225",35,327,"21,776","517,695",20,240,"16,220","516,442"
350316000,35,3,16,0,3,350316000,Kawartha Lakes Division - (CD),"1,515",238,"56,807","510,049",975,235,"48,081","472,929",535,243,"72,623","577,332"
350316010,35,3,16,10,3,350316010,Kawartha Lakes - (CCS),"1,515",238,"56,807","510,049",980,235,"48,081","472,929",535,243,"72,623","577,332"
350318000,35,3,18,0,3,350318000,Durham Regional Municipality - (CD),"1,710",193,"136,858","923,010","1,000",185,"135,839","850,499",705,205,"138,296","1,025,281"
350318001,35,3,18,1,3,350318001,Pickering - (CCS),75,206,"268,955","1,257,588",50,202,"325,570","1,276,111",20,216,"111,031","1,205,919"
350318009,35,3,18,9,3,350318009,Whitby - (CCS),80,257,"445,643","1,825,031",45,255,"379,983","1,469,684",35,261,"539,160","2,331,132"
350318013,35,3,18,13,3,350318013,Oshawa - (CCS),60,225,"306,125","1,559,531",40,214,"390,782","1,385,629",25,246,"144,872","1,890,772"
350318017,35,3,18,17,3,350318017,Clarington - (CCS),460,184,"105,266","828,632",280,170,"88,557","690,046",185,204,"130,061","1,034,274"
350318020,35,3,18,20,3,350318020,Scugog - (CCS),385,182,"118,188","759,516",215,167,"98,001","711,908",165,202,"145,022","822,801"
350318029,35,3,18,29,3,350318029,Uxbridge - (CCS),335,165,"103,202","1,060,072",210,161,"118,112","1,032,385",125,172,"78,589","1,105,779"
350318039,35,3,18,39,3,350318039,Brock - (CCS),320,224,"100,474","687,788",160,230,"93,165","620,129",160,219,"107,691","754,601"
350319000,35,3,19,0,3,350319000,York Regional Municipality - (CD),"1,020",173,"175,454","2,013,706",640,150,"160,718","1,711,673",380,211,"200,377","2,524,534"
350319028,35,3,19,28,3,350319028,Vaughan - (CCS),120,154,"183,245","2,415,757",80,128,"88,201","1,478,855",35,216,"412,469","4,675,345"
350319036,35,3,19,36,3,350319036,Markham - (CCS),85,335,"185,887","4,336,071",55,281,"137,929","2,660,634",30,438,"278,497","7,571,397"
350319038,35,3,19,38,3,350319038,Richmond Hill - (CCS),35,214,"253,603","4,993,535",25,254,"270,590","5,765,312",5,43,"179,991","1,649,167"
350319044,35,3,19,44,3,350319044,Whitchurch-Stouffville - (CCS),175,115,"152,712","1,651,720",110,116,"157,630","1,699,140",65,113,"144,162","1,569,282"
350319049,35,3,19,49,3,350319049,King - (CCS),290,147,"172,336","2,055,303",175,138,"154,140","1,864,971",115,161,"200,269","2,347,481"
350319054,35,3,19,54,3,350319054,East Gwillimbury - (CCS),170,157,"246,032","1,124,469",105,123,"270,949","963,775",65,215,"203,833","1,396,612"
350319070,35,3,19,70,3,350319070,Georgina - (CCS),150,220,"102,719","1,108,617",85,155,"92,766","683,969",70,299,"114,834","1,625,579"
350344000,35,3,44,0,3,350344000,Muskoka District Municipality - (CD),205,173,"24,985","320,026",125,199,"25,623","338,284",75,130,"23,936","289,997"
350344002,35,3,44,2,3,350344002,Gravenhurst - (CCS),40,131,"9,081","225,768",30,130,"9,445","226,815",10,135,"7,990","222,629"
350344018,35,3,44,18,3,350344018,Bracebridge - (CCS),45,271,"13,229","306,861",25,381,"18,396","320,892",20,139,"7,029","290,022"
350344042,35,3,44,42,3,350344042,Huntsville - (CCS),50,120,"9,522","263,181",35,123,"8,207","238,769",20,114,"11,693","303,460"
350344053,35,3,44,53,3,350344053,Muskoka Lakes - (CCS),65,176,"55,812","435,064",40,207,"58,083","523,691",25,132,"52,492","305,533"
350346000,35,3,46,0,3,350346000,Haliburton County - (CD),70,203,"10,564","278,713",50,242,"11,944","310,168",20,105,"7,181","201,648"
350346015,35,3,46,15,3,350346015,Minden Hills - (CCS),40,253,"10,090","303,265",30,285,"10,443","328,940",10,124,"8,678","200,566"
350346024,35,3,46,24,3,350346024,Dysart and Others - (CCS),30,133,"11,217","244,849",15,162,"14,770","274,834",10,93,"6,183","202,370"
350349000,35,3,49,0,3,350349000,Parry Sound District - (CD),390,244,"35,167","307,462",245,233,"30,336","282,480",145,264,"43,488","350,486"
350349003,35,3,49,3,3,350349003,Seguin - (CCS),20,247,"23,330","284,956",15,203,"29,715","277,356",5,341,"9,496","301,422"
350349014,35,3,49,14,3,350349014,Perry - (CCS),25,145,"11,371","175,374",15,135,"9,932","135,085",10,163,"13,769","242,521"
350349019,35,3,49,19,3,350349019,Armour - (CCS),25,188,"8,755","195,415",15,174,"9,781","194,705",5,232,"5,264","197,830"
350349024,35,3,49,24,3,350349024,Ryerson - (CCS),25,290,"6,650","268,822",15,293,"6,801","265,459",10,285,"6,366","275,174"
350349028,35,3,49,28,3,350349028,McKellar - (CCS),25,225,"12,916","365,030",15,229,"8,670","337,470",15,221,"16,879","390,753"
350349039,35,3,49,39,3,350349039,Whitestone - (CCS),20,294,"28,213","370,083",15,287,"26,839","261,159",10,309,"31,418","624,241"
350349043,35,3,49,43,3,350349043,Magnetawan - (CCS),35,282,"140,281","528,766",20,260,"214,834","672,603",15,315,"28,450","313,012"
350349046,35,3,49,46,3,350349046,Strong - (CCS),35,198,"10,254","284,020",25,183,"10,625","261,681",15,229,"9,511","328,697"
350349054,35,3,49,54,3,350349054,Machar - (CCS),25,147,"8,245","204,101",15,113,"7,083","178,481",10,197,"9,988","242,531"
350349060,35,3,49,60,3,350349060,Powassan - (CCS),60,270,"33,215","305,142",30,234,"12,135","274,645",30,305,"54,295","335,640"
350349071,35,3,49,71,3,350349071,Nipissing - (CCS),50,266,"77,435","353,393",35,266,"19,885","250,787",15,268,"211,717","592,806"
350349096,35,3,49,96,3,350349096,"Parry Sound, Unorganized, Centre Part - (CCS)",50,291,"10,038","258,831",35,304,"8,482","246,914",15,259,"13,817","287,774"
350400000,35,4,0,0,4,350400000,Eastern Ontario Region - (CAR),"9,330",265,"99,951","591,023","5,500",244,"78,232","488,841","3,835",296,"131,142","737,776"
350401000,35,4,1,0,4,350401000,"Stormont, Dundas and Glengarry Counties - (CD)","1,940",256,"129,988","730,284","1,070",209,"90,231","544,498",865,314,"179,249","960,479"
350401005,35,4,1,5,4,350401005,South Glengarry - (CCS),345,259,"144,092","795,136",210,189,"91,434","557,398",135,367,"225,788","1,163,980"
350401011,35,4,1,11,4,350401011,South Stormont - (CCS),225,217,"62,396","488,166",140,179,"36,266","376,243",85,279,"104,744","669,557"
350401020,35,4,1,20,4,350401020,South Dundas - (CCS),275,285,"170,545","814,959",145,237,"161,470","642,580",120,343,"181,464","1,022,374"
350401030,35,4,1,30,4,350401030,North Dundas - (CCS),425,233,"141,405","808,411",210,198,"101,200","621,804",215,267,"180,488","989,811"
350401042,35,4,1,42,4,350401042,North Stormont - (CCS),300,295,"146,204","861,578",155,252,"103,179","658,816",145,341,"192,516","1,079,829"
350401050,35,4,1,50,4,350401050,North Glengarry - (CCS),370,251,"102,519","561,015",210,210,"54,403","413,447",160,305,"164,981","752,579"
350402000,35,4,2,0,4,350402000,Prescott and Russell United Counties - (CD),"1,150",259,"159,639","789,920",580,218,"106,018","608,758",570,301,"214,203","974,265"
350402001,35,4,2,1,4,350402001,East Hawkesbury - (CCS),150,273,"155,933","768,326",85,265,"131,883","726,371",65,284,"185,726","820,300"
350402010,35,4,2,10,4,350402010,Champlain - (CCS),115,311,"143,241","817,438",65,284,"111,781","777,887",55,345,"181,960","866,116"
350402023,35,4,2,23,4,350402023,Alfred and Plantagenet - (CCS),200,247,"133,747","611,233",115,197,"106,262","498,286",90,313,"169,353","757,551"
350402025,35,4,2,25,4,350402025,The Nation Municipality - (CCS),365,280,"205,651","960,406",155,225,"114,024","640,694",210,319,"272,526","1,193,749"
350402036,35,4,2,36,4,350402036,Clarence-Rockland - (CCS),160,204,"105,769","603,368",90,158,"66,654","468,232",70,258,"152,283","764,070"
350402048,35,4,2,48,4,350402048,Russell - (CCS),150,230,"157,160","816,951",75,197,"101,904","601,600",75,263,"211,698","1,029,504"
350406000,35,4,6,0,4,350406000,Ottawa Division - (CD),"1,320",226,"115,233","762,354",835,208,"93,432","660,925",485,257,"152,557","935,994"
350406008,35,4,6,8,4,350406008,Ottawa - (CCS),"1,315",226,"115,233","762,354",830,208,"93,432","660,925",485,257,"152,557","935,994"
350407000,35,4,7,0,4,350407000,Leeds and Grenville United Counties - (CD),"1,350",250,"107,377","461,451",800,228,"118,345","410,795",545,281,"91,316","535,629"
350407004,35,4,7,4,4,350407004,Edwardsburgh/Cardinal - (CCS),135,214,"86,793","489,175",90,226,"53,651","480,773",45,191,"149,551","505,084"
350407006,35,4,7,6,4,350407006,Augusta - (CCS),135,230,"51,046","386,907",70,222,"34,857","342,035",65,240,"70,421","440,607"
350407014,35,4,7,14,4,350407014,Elizabethtown-Kitley - (CCS),245,245,"306,396","507,320",145,211,"449,738","513,881",95,299,"80,708","496,990"
350407017,35,4,7,17,4,350407017,Front of Yonge - (CCS),45,259,"52,594","411,324",30,249,"57,355","389,274",15,281,"42,756","456,895"
350407021,35,4,7,21,4,350407021,Leeds and the Thousand Islands - (CCS),240,265,"69,942","482,525",140,258,"50,545","399,397",105,274,"95,867","593,629"
350407040,35,4,7,40,4,350407040,Rideau Lakes - (CCS),260,309,"56,249","456,303",160,276,"38,914","382,439",100,359,"82,840","569,609"
350407042,35,4,7,42,4,350407042,Athens - (CCS),50,287,"81,846","456,223",20,162,"19,521","217,614",30,369,"122,679","612,553"
350407052,35,4,7,52,4,350407052,Merrickville-Wolford - (CCS),75,240,"54,897","431,712",45,178,"27,629","300,792",30,316,"88,581","593,436"
350407065,35,4,7,65,4,350407065,North Grenville - (CCS),160,176,"60,218","437,731",100,173,"43,435","396,646",60,180,"88,749","507,576"
350409000,35,4,9,0,4,350409000,Lanark County - (CD),910,266,"45,057","439,859",535,251,"27,976","383,405",375,287,"69,095","519,312"
350409001,35,4,9,1,4,350409001,Montague - (CCS),80,261,"37,769","380,730",50,263,"25,602","310,789",35,257,"56,401","487,828"
350409010,35,4,9,10,4,350409010,Drummond/North Elmsley - (CCS),180,271,"49,568","425,007",105,246,"22,209","360,754",75,307,"88,758","517,045"
350409015,35,4,9,15,4,350409015,Bathurst Burgess Sherbrooke - (CCS),150,277,"42,658","432,124",95,250,"21,087","348,919",60,321,"77,473","566,421"
350409024,35,4,9,24,4,350409024,Beckwith - (CCS),90,247,"49,468","506,539",45,206,"16,407","452,798",45,286,"80,464","556,921"
350409030,35,4,9,30,4,350409030,Mississippi Mills - (CCS),265,230,"50,497","470,156",155,226,"39,392","416,397",105,236,"67,208","551,051"
350409039,35,4,9,39,4,350409039,Lanark Highlands - (CCS),145,329,"33,212","401,288",80,322,"28,932","393,122",65,338,"38,872","412,089"
