areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BAGEDIS01,CAGEDIS02,DAGEDIS03,ATOTAL1,BAGEDIS011,CAGEDIS021,DAGEDIS031,ATOTAL2,BAGEDIS012,CAGEDIS022,DAGEDIS032
350222012,35,2,22,12,2,350222012,Mono - (CCS),230,10,115,105,110,5,50,55,120,5,65,45
350222016,35,2,22,16,2,350222016,Mulmur - (CCS),195,15,100,80,90,5,50,40,100,5,50,45
350222019,35,2,22,19,2,350222019,Melancthon - (CCS),230,15,120,90,105,5,55,45,125,10,65,50
350223000,35,2,23,0,2,350223000,Wellington County - (CD),"3,730",615,"1,965","1,150","1,530",205,800,530,"2,195",410,"1,165",620
350223001,35,2,23,1,2,350223001,Puslinch - (CCS),215,10,105,100,80,5,40,45,130,10,70,50
350223009,35,2,23,9,2,350223009,Guelph/Eramosa - (CCS),385,30,175,175,155,10,70,85,220,20,110,95
350223017,35,2,23,17,2,350223017,Erin - (CCS),380,25,190,165,165,10,80,80,215,15,115,85
350223025,35,2,23,25,2,350223025,Centre Wellington - (CCS),595,80,330,185,245,20,135,85,355,55,195,95
350223033,35,2,23,33,2,350223033,Mapleton - (CCS),"1,020",250,565,205,450,100,245,105,570,145,320,100
350223043,35,2,23,43,2,350223043,Minto - (CCS),435,85,230,125,155,20,75,55,280,60,155,75
350223050,35,2,23,50,2,350223050,Wellington North - (CCS),705,140,370,195,285,40,160,85,420,95,210,110
350224000,35,2,24,0,2,350224000,Halton Regional Municipality - (CD),855,65,395,400,405,25,180,200,450,45,215,200
350224001,35,2,24,1,2,350224001,Oakville - (CCS),40,0,20,20,20,5,5,10,20,0,15,10
350224002,35,2,24,2,2,350224002,Burlington - (CCS),120,0,70,45,75,5,35,35,45,0,30,15
350224009,35,2,24,9,2,350224009,Milton - (CCS),395,30,175,185,155,5,75,70,240,25,105,115
350224015,35,2,24,15,2,350224015,Halton Hills - (CCS),305,30,130,150,155,10,60,85,145,15,65,65
350230000,35,2,30,0,2,350230000,Waterloo Regional Municipality - (CD),"1,960",450,965,540,970,205,475,280,990,240,490,265
350230004,35,2,30,4,2,350230004,North Dumfries - (CCS),170,15,80,75,70,5,30,30,105,10,50,40
350230010,35,2,30,10,2,350230010,Cambridge - (CCS),40,0,20,25,25,0,10,15,20,0,10,5
350230013,35,2,30,13,2,350230013,Kitchener - (CCS),40,0,15,25,20,0,10,15,20,0,10,15
350230020,35,2,30,20,2,350230020,Wilmot - (CCS),380,55,215,120,160,15,90,60,220,40,125,60
350230027,35,2,30,27,2,350230027,Wellesley - (CCS),650,220,305,125,365,115,180,75,280,105,120,50
350230035,35,2,30,35,2,350230035,Woolwich - (CCS),670,160,335,175,320,75,160,90,345,85,175,85
350231000,35,2,31,0,2,350231000,Perth County - (CD),"3,725",600,"1,995","1,125","1,460",200,750,510,"2,260",405,"1,240",620
350231013,35,2,31,13,2,350231013,Perth South - (CCS),575,70,320,185,235,20,125,90,340,45,190,95
350231025,35,2,31,25,2,350231025,West Perth - (CCS),900,115,485,295,365,40,200,130,530,80,285,160
350231030,35,2,31,30,2,350231030,Perth East - (CCS),"1,370",265,720,385,550,105,250,185,825,160,465,200
350231040,35,2,31,40,2,350231040,North Perth - (CCS),875,150,470,255,310,35,175,100,570,115,300,155
350240000,35,2,40,0,2,350240000,Huron County - (CD),"3,955",555,"2,185","1,215","1,820",225,965,630,"2,140",330,"1,220",590
350240005,35,2,40,5,2,350240005,South Huron - (CCS),450,40,245,165,215,15,115,90,235,25,130,75
350240010,35,2,40,10,2,350240010,Bluewater - (CCS),375,35,215,125,200,20,115,65,175,20,100,60
350240025,35,2,40,25,2,350240025,Central Huron - (CCS),565,75,315,180,255,25,140,95,315,50,175,85
350240040,35,2,40,40,2,350240040,Huron East - (CCS),845,115,465,255,355,45,185,130,490,75,285,130
350240046,35,2,40,46,2,350240046,Howick - (CCS),410,90,225,95,205,40,100,65,215,50,130,35
350240050,35,2,40,50,2,350240050,Morris-Turnberry - (CCS),445,70,235,140,205,40,100,70,245,35,135,70
350240055,35,2,40,55,2,350240055,North Huron - (CCS),230,25,125,75,90,10,55,30,140,20,70,45
350240063,35,2,40,63,2,350240063,Ashfield-Colborne-Wawanosh - (CCS),630,95,355,175,295,35,160,95,335,60,200,80
350241000,35,2,41,0,2,350241000,Bruce County - (CD),"3,245",425,"1,755","1,065","1,480",165,770,545,"1,770",260,990,520
350241004,35,2,41,4,2,350241004,South Bruce - (CCS),710,90,435,185,280,35,160,90,435,60,275,100
350241015,35,2,41,15,2,350241015,Huron-Kinloss - (CCS),425,70,230,125,220,35,105,80,210,40,125,45
350241024,35,2,41,24,2,350241024,Kincardine - (CCS),490,55,265,160,225,25,120,85,265,35,145,75
350241032,35,2,41,32,2,350241032,Brockton - (CCS),655,90,345,220,305,35,165,100,355,55,185,120
350241043,35,2,41,43,2,350241043,Arran-Elderslie - (CCS),470,65,235,170,230,25,115,95,240,40,120,80
350241045,35,2,41,45,2,350241045,Saugeen Shores - (CCS),140,5,75,55,60,0,35,25,75,5,45,30
350241055,35,2,41,55,2,350241055,South Bruce Peninsula - (CCS),230,30,105,95,100,10,40,55,125,20,65,40
350241069,35,2,41,69,2,350241069,Northern Bruce Peninsula - (CCS),125,10,65,50,50,5,30,20,70,5,35,35
350242000,35,2,42,0,2,350242000,Grey County - (CD),"3,965",390,"2,030","1,545","1,740",135,830,775,"2,230",255,"1,200",770
350242004,35,2,42,4,2,350242004,West Grey - (CCS),955,95,505,360,370,25,180,165,585,70,330,190
350242005,35,2,42,5,2,350242005,Southgate - (CCS),700,100,360,250,285,25,140,120,420,70,225,130
350242015,35,2,42,15,2,350242015,Grey Highlands - (CCS),675,65,330,280,315,30,135,145,360,30,190,135
350242037,35,2,42,37,2,350242037,Chatsworth - (CCS),550,65,295,190,255,25,130,105,295,40,165,90
350242045,35,2,42,45,2,350242045,Blue Mountains - (CCS),210,15,100,95,100,5,50,45,110,15,50,50
350242047,35,2,42,47,2,350242047,Georgian Highlands - (CCS),450,25,235,190,225,15,105,105,225,15,130,85
350242053,35,2,42,53,2,350242053,Georgian Bluffs - (CCS),420,30,210,180,190,10,90,90,230,15,120,90
350243000,35,2,43,0,2,350243000,Simcoe County - (CD),"3,440",285,"1,775","1,375","1,530",85,715,730,"1,910",195,"1,060",650
350243003,35,2,43,3,2,350243003,Adjala-Tosorontio - (CCS),270,15,130,125,125,5,55,65,140,15,75,55
350243005,35,2,43,5,2,350243005,Clearview - (CCS),500,50,220,235,220,20,85,115,285,30,140,115
350243007,35,2,43,7,2,350243007,New Tecumseth - (CCS),220,15,115,90,110,5,50,55,110,10,70,35
350243009,35,2,43,9,2,350243009,Springwater - (CCS),405,30,235,140,200,15,100,80,210,20,130,60
350243014,35,2,43,14,2,350243014,Bradford West Gwillimbury - (CCS),265,25,135,105,85,5,40,40,185,20,100,65
350243015,35,2,43,15,2,350243015,Severn - (CCS),260,15,160,90,115,5,65,45,145,10,90,45
350243017,35,2,43,17,2,350243017,Innisfil - (CCS),245,30,110,110,90,5,35,55,155,20,75,55
350243019,35,2,43,19,2,350243019,Ramara - (CCS),235,25,110,95,115,10,55,55,120,15,55,45
350243021,35,2,43,21,2,350243021,Essa - (CCS),240,15,150,75,105,5,65,35,135,10,80,45
350243023,35,2,43,23,2,350243023,Oro-Medonte - (CCS),500,40,250,210,240,15,100,130,260,25,150,80
350243068,35,2,43,68,2,350243068,Tiny - (CCS),185,10,105,75,85,5,40,35,95,5,60,35
350243071,35,2,43,71,2,350243071,Tay - (CCS),110,15,60,35,40,0,20,20,70,15,35,20
350300000,35,3,0,0,3,350300000,Central Ontario Region - (CAR),"12,670",980,"6,450","5,240","5,470",265,"2,585","2,620","7,200",715,"3,870","2,620"
350312000,35,3,12,0,3,350312000,Hastings County - (CD),"1,680",120,885,670,735,35,350,355,950,90,535,315
350312001,35,3,12,1,3,350312001,Tyendinaga - (CCS),215,10,115,85,115,0,55,50,105,10,55,35
350312005,35,3,12,5,3,350312005,Belleville - (CCS),170,10,80,75,80,0,30,50,85,5,50,25
350312015,35,3,12,15,3,350312015,Quinte West - (CCS),375,20,215,140,145,5,70,70,225,20,140,70
350312020,35,3,12,20,3,350312020,Stirling-Rawdon - (CCS),235,20,140,75,90,0,55,35,145,20,85,40
350312026,35,3,12,26,3,350312026,Centre Hastings - (CCS),125,10,55,60,55,0,25,35,65,10,30,25
350312030,35,3,12,30,3,350312030,Tweed - (CCS),185,15,95,85,80,5,45,40,105,10,55,45
350312036,35,3,12,36,3,350312036,Madoc - (CCS),150,20,65,65,70,5,30,35,75,10,40,30
350312046,35,3,12,46,3,350312046,Marmora - (CCS),60,5,25,30,25,0,15,15,35,5,15,20
350312058,35,3,12,58,3,350312058,Faraday - (CCS),25,5,10,15,10,0,0,10,15,5,10,5
350312061,35,3,12,61,3,350312061,Bancroft - (CCS),35,0,25,10,10,0,10,0,25,0,20,5
350312065,35,3,12,65,3,350312065,Carlow/Mayo - (CCS),35,5,20,10,15,5,10,5,20,0,15,5
350312076,35,3,12,76,3,350312076,Hastings Highlands - (CCS),70,0,40,25,30,0,15,10,40,0,25,15
350313000,35,3,13,0,3,350313000,Prince Edward Division - (CD),775,60,425,295,315,20,155,145,460,40,270,150
350313020,35,3,13,20,3,350313020,Prince Edward - (CCS),775,55,425,295,315,20,155,145,460,40,265,150
350314000,35,3,14,0,3,350314000,Northumberland County - (CD),"1,570",120,805,645,665,35,310,320,910,90,495,325
350314004,35,3,14,4,3,350314004,Brighton - (CCS),200,15,115,75,75,5,30,40,130,10,80,40
350314014,35,3,14,14,3,350314014,Cramahe - (CCS),160,15,95,50,60,5,35,25,105,10,60,30
350314019,35,3,14,19,3,350314019,Hamilton - (CCS),235,15,115,105,105,0,45,55,130,15,65,50
350314020,35,3,14,20,3,350314020,Port Hope and Hope - (CCS),240,15,115,105,100,0,45,55,135,15,75,50
350314024,35,3,14,24,3,350314024,Alnwick/Haldimand - (CCS),285,20,135,130,130,5,60,60,160,15,75,65
350314045,35,3,14,45,3,350314045,"Campbellford/Seymour,Percy,Hastings - (CCS)",450,40,235,175,200,10,95,90,250,30,140,80
350315000,35,3,15,0,3,350315000,Peterborough County - (CD),"1,700",130,830,740,735,30,325,380,965,100,505,360
350315003,35,3,15,3,3,350315003,Asphodel-Norwood - (CCS),220,15,125,85,80,0,45,35,135,10,75,50
350315005,35,3,15,5,3,350315005,Otonabee-South Monaghan - (CCS),395,30,180,190,175,5,65,105,220,25,115,85
350315013,35,3,15,13,3,350315013,Cavan-Millbrook-North Monaghan - (CCS),290,20,140,130,135,5,50,85,150,20,85,50
350315015,35,3,15,15,3,350315015,Smith-Ennismore-Lakefield - (CCS),300,25,160,115,115,5,65,40,185,25,95,70
350315023,35,3,15,23,3,350315023,Douro-Dummer - (CCS),315,30,155,135,150,10,75,70,165,15,80,65
350315030,35,3,15,30,3,350315030,Havelock-Belmont-Methuen - (CCS),100,10,50,45,35,0,10,25,65,5,40,20
350315044,35,3,15,44,3,350315044,Galway-Cavendish and Harvey - (CCS),75,5,25,45,35,5,10,20,40,5,15,25
350316000,35,3,16,0,3,350316000,Kawartha Lakes Division - (CD),"2,100",160,"1,110",825,975,55,460,460,"1,125",105,655,370
350316010,35,3,16,10,3,350316010,Kawartha Lakes - (CCS),"2,100",160,"1,110",825,975,55,460,460,"1,125",105,655,365
350318000,35,3,18,0,3,350318000,Durham Regional Municipality - (CD),"2,490",210,"1,255","1,025",990,50,485,455,"1,495",160,770,565
350318001,35,3,18,1,3,350318001,Pickering - (CCS),90,10,40,45,55,0,25,25,40,5,20,15
350318009,35,3,18,9,3,350318009,Whitby - (CCS),120,10,55,60,50,0,20,30,70,5,35,30
350318013,35,3,18,13,3,350318013,Oshawa - (CCS),90,5,55,30,40,0,20,15,50,5,35,15
350318017,35,3,18,17,3,350318017,Clarington - (CCS),665,50,315,295,275,10,125,135,390,40,190,155
350318020,35,3,18,20,3,350318020,Scugog - (CCS),560,65,275,225,220,10,110,95,345,50,160,130
350318029,35,3,18,29,3,350318029,Uxbridge - (CCS),475,35,250,190,205,10,95,95,270,25,155,95
350318039,35,3,18,39,3,350318039,Brock - (CCS),490,45,270,180,155,5,90,60,335,40,175,120
350319000,35,3,19,0,3,350319000,York Regional Municipality - (CD),"1,445",120,685,635,635,40,300,295,810,80,390,340
350319028,35,3,19,28,3,350319028,Vaughan - (CCS),155,10,85,60,80,0,45,30,75,5,35,30
350319036,35,3,19,36,3,350319036,Markham - (CCS),120,5,55,55,55,0,25,30,60,10,25,30
350319038,35,3,19,38,3,350319038,Richmond Hill - (CCS),35,5,25,15,30,5,15,15,15,0,10,0
350319044,35,3,19,44,3,350319044,Whitchurch-Stouffville - (CCS),245,20,100,130,110,5,50,55,135,10,45,70
350319049,35,3,19,49,3,350319049,King - (CCS),420,35,190,195,175,10,75,90,245,20,110,115
350319054,35,3,19,54,3,350319054,East Gwillimbury - (CCS),240,20,125,100,100,5,50,45,135,15,75,50
350319070,35,3,19,70,3,350319070,Georgina - (CCS),225,30,115,85,80,10,40,35,145,20,75,50
350344000,35,3,44,0,3,350344000,Muskoka District Municipality - (CD),285,20,150,110,125,5,70,50,160,15,80,60
350344002,35,3,44,2,3,350344002,Gravenhurst - (CCS),50,10,25,25,30,0,15,15,20,5,10,10
350344018,35,3,44,18,3,350344018,Bracebridge - (CCS),65,5,40,25,20,0,10,10,40,0,25,15
350344042,35,3,44,42,3,350344042,Huntsville - (CCS),75,5,40,30,35,0,20,15,40,5,20,15
350344053,35,3,44,53,3,350344053,Muskoka Lakes - (CCS),90,5,50,35,35,5,20,15,55,0,30,20
350346000,35,3,46,0,3,350346000,Haliburton County - (CD),90,5,45,35,45,0,25,25,40,5,25,15
350346015,35,3,46,15,3,350346015,Minden Hills - (CCS),50,5,25,20,30,0,20,15,20,5,10,0
350346024,35,3,46,24,3,350346024,Dysart and Others - (CCS),45,0,20,15,15,0,5,5,25,0,15,10
350349000,35,3,49,0,3,350349000,Parry Sound District - (CD),540,35,250,260,245,10,105,135,295,30,145,120
350349003,35,3,49,3,3,350349003,Seguin - (CCS),25,0,10,15,10,0,5,10,10,0,5,5
350349014,35,3,49,14,3,350349014,Perry - (CCS),35,0,20,15,15,0,10,5,20,5,15,5
350349019,35,3,49,19,3,350349019,Armour - (CCS),30,0,10,15,15,0,5,10,10,0,10,5
350349024,35,3,49,24,3,350349024,Ryerson - (CCS),35,0,15,15,20,0,15,5,15,0,5,10
350349028,35,3,49,28,3,350349028,McKellar - (CCS),45,0,20,25,15,5,5,10,30,5,15,15
350349039,35,3,49,39,3,350349039,Whitestone - (CCS),30,0,15,15,15,0,5,10,10,0,10,5
350349043,35,3,49,43,3,350349043,Magnetawan - (CCS),50,5,20,25,20,0,10,10,25,5,10,15
350349046,35,3,49,46,3,350349046,Strong - (CCS),50,5,25,15,25,5,10,15,25,5,15,5
350349054,35,3,49,54,3,350349054,Machar - (CCS),35,0,15,15,15,0,10,5,20,5,5,10
350349060,35,3,49,60,3,350349060,Powassan - (CCS),90,15,40,35,25,5,15,15,60,10,30,20
350349071,35,3,49,71,3,350349071,Nipissing - (CCS),65,5,25,40,35,0,10,20,30,5,10,15
350349096,35,3,49,96,3,350349096,"Parry Sound, Unorganized, Centre Part - (CCS)",65,0,25,35,35,0,15,20,30,5,15,10
350400000,35,4,0,0,4,350400000,Eastern Ontario Region - (CAR),"13,505","1,305","6,995","5,200","5,470",335,"2,640","2,495","8,035",970,"4,360","2,705"
350401000,35,4,1,0,4,350401000,"Stormont, Dundas and Glengarry Counties - (CD)","2,885",335,"1,590",965,"1,065",85,550,425,"1,825",245,"1,040",535
350401005,35,4,1,5,4,350401005,South Glengarry - (CCS),490,55,250,185,210,20,105,85,285,40,145,105
350401011,35,4,1,11,4,350401011,South Stormont - (CCS),315,35,170,115,140,10,75,55,180,25,100,60
350401020,35,4,1,20,4,350401020,South Dundas - (CCS),410,50,225,140,150,15,70,60,265,35,150,80
350401030,35,4,1,30,4,350401030,North Dundas - (CCS),655,75,385,195,205,10,115,85,445,60,270,110
350401042,35,4,1,42,4,350401042,North Stormont - (CCS),455,65,265,125,155,15,90,45,300,45,180,80
350401050,35,4,1,50,4,350401050,North Glengarry - (CCS),550,55,295,200,205,10,95,100,340,40,200,100
350402000,35,4,2,0,4,350402000,Prescott and Russell United Counties - (CD),"1,775",220,"1,000",560,575,55,300,215,"1,205",160,695,345
350402001,35,4,2,1,4,350402001,East Hawkesbury - (CCS),225,20,140,70,80,10,50,20,145,10,90,45
350402010,35,4,2,10,4,350402010,Champlain - (CCS),175,20,85,70,60,10,25,30,110,15,60,40
350402023,35,4,2,23,4,350402023,Alfred and Plantagenet - (CCS),300,45,170,85,110,10,60,40,185,30,115,45
350402025,35,4,2,25,4,350402025,The Nation Municipality - (CCS),600,85,345,165,150,10,95,45,450,80,250,120
350402036,35,4,2,36,4,350402036,Clarence-Rockland - (CCS),240,25,135,75,85,5,40,40,155,15,95,40
350402048,35,4,2,48,4,350402048,Russell - (CCS),235,25,125,90,75,10,30,35,160,15,90,55
350406000,35,4,6,0,4,350406000,Ottawa Division - (CD),"1,855",165,905,790,825,35,395,400,"1,030",125,510,390
350406008,35,4,6,8,4,350406008,Ottawa - (CCS),"1,850",165,905,785,830,40,390,400,"1,025",125,510,390
350407000,35,4,7,0,4,350407000,Leeds and Grenville United Counties - (CD),"1,950",180,"1,010",760,800,40,380,380,"1,150",140,630,385
350407004,35,4,7,4,4,350407004,Edwardsburgh/Cardinal - (CCS),190,25,110,55,90,5,45,40,100,15,65,20
350407006,35,4,7,6,4,350407006,Augusta - (CCS),200,20,90,85,75,0,35,40,125,20,60,50
350407014,35,4,7,14,4,350407014,Elizabethtown-Kitley - (CCS),350,30,185,135,145,10,75,65,200,20,105,70
350407017,35,4,7,17,4,350407017,Front of Yonge - (CCS),60,0,35,20,30,0,15,15,30,0,20,10
350407021,35,4,7,21,4,350407021,Leeds and the Thousand Islands - (CCS),355,25,175,150,140,5,60,70,220,25,115,80
350407040,35,4,7,40,4,350407040,Rideau Lakes - (CCS),375,35,195,145,155,10,80,75,215,30,115,70
350407042,35,4,7,42,4,350407042,Athens - (CCS),85,10,30,40,20,5,5,10,65,5,25,30
350407052,35,4,7,52,4,350407052,Merrickville-Wolford - (CCS),115,5,70,40,40,5,20,20,75,5,45,25
350407065,35,4,7,65,4,350407065,North Grenville - (CCS),225,25,115,85,100,5,45,50,125,20,70,35
350409000,35,4,9,0,4,350409000,Lanark County - (CD),"1,305",80,655,570,530,25,230,280,775,55,425,295
350409001,35,4,9,1,4,350409001,Montague - (CCS),110,5,50,50,45,0,15,30,65,10,40,25
350409010,35,4,9,10,4,350409010,Drummond/North Elmsley - (CCS),255,15,135,105,105,5,45,55,150,10,95,45
350409015,35,4,9,15,4,350409015,Bathurst Burgess Sherbrooke - (CCS),210,15,105,90,90,5,50,40,120,10,60,50
350409024,35,4,9,24,4,350409024,Beckwith - (CCS),145,10,80,65,45,0,20,25,100,5,55,35
350409030,35,4,9,30,4,350409030,Mississippi Mills - (CCS),370,25,185,160,160,10,75,75,215,15,115,85
350409039,35,4,9,39,4,350409039,Lanark Highlands - (CCS),210,15,100,95,80,5,30,45,125,5,70,50
350410000,35,4,10,0,4,350410000,Frontenac County - (CD),"1,000",65,505,420,420,20,200,200,575,45,310,220
350410005,35,4,10,5,4,350410005,Frontenac Islands - (CCS),120,10,60,45,50,0,30,15,65,10,30,30
350410010,35,4,10,10,4,350410010,Kingston - (CCS),300,15,160,120,120,5,65,55,180,15,95,70
350410020,35,4,10,20,4,350410020,South Frontenac - (CCS),410,25,205,180,170,10,75,85,240,15,135,90
350410035,35,4,10,35,4,350410035,Central Frontenac - (CCS),145,10,75,60,70,0,40,30,75,5,40,30
350410045,35,4,10,45,4,350410045,North Frontenac - (CCS),30,5,10,15,10,5,0,10,20,0,10,0
350411000,35,4,11,0,4,350411000,Lennox and Addington County - (CD),885,85,440,360,390,25,175,195,495,65,260,175
350411005,35,4,11,5,4,350411005,Loyalist - (CCS),230,20,120,90,95,5,55,40,135,15,70,45
350411015,35,4,11,15,4,350411015,Greater Napanee - (CCS),310,30,145,135,130,5,55,70,180,25,95,60
350411030,35,4,11,30,4,350411030,Stone Mills - (CCS),310,30,160,125,150,10,70,70,160,20,85,55
350411035,35,4,11,35,4,350411035,Addington Highlands - (CCS),35,0,15,20,15,0,5,10,20,0,5,15
350447000,35,4,47,0,4,350447000,Renfrew County - (CD),"1,850",170,900,775,860,50,410,410,985,125,495,375
350447003,35,4,47,3,4,350447003,McNab/Braeside - (CCS),190,15,105,75,90,5,40,45,100,10,65,30
350447008,35,4,47,8,4,350447008,Greater Madawaska - (CCS),45,5,20,20,30,0,10,20,15,5,10,5
350447020,35,4,47,20,4,350447020,"Brudenell, Lyndoch and Raglan - (CCS)",105,15,40,50,55,10,20,20,55,5,15,25
350447030,35,4,47,30,4,350447030,Madawaska Valley - (CCS),40,5,25,15,25,5,15,10,15,0,5,5
350447033,35,4,47,33,4,350447033,"Killaloe, Hagarty and Richards - (CCS)",65,0,35,30,45,0,20,25,25,0,15,5
350447035,35,4,47,35,4,350447035,Bonnechere Valley - (CCS),155,10,75,70,75,0,40,35,75,5,30,35
350447043,35,4,47,43,4,350447043,Admaston/Bromley - (CCS),290,25,150,115,135,5,65,65,160,25,90,50
350447046,35,4,47,46,4,350447046,Horton - (CCS),120,10,55,55,50,0,20,30,65,10,30,25
350447056,35,4,47,56,4,350447056,Whitewater Region - (CCS),430,60,205,160,175,15,90,75,260,45,120,90
350447070,35,4,47,70,4,350447070,North Algona Wilberforce - (CCS),145,10,70,65,75,0,35,40,65,5,35,30
350447075,35,4,47,75,4,350447075,Laurentian Valley - (CCS),220,20,110,90,90,5,50,40,125,15,60,50
350447090,35,4,47,90,4,350447090,Laurentian Hills - (CCS),35,0,15,20,15,0,10,5,25,0,10,10
350500000,35,5,0,0,5,350500000,Northern Ontario Region - (CAR),"3,820",345,"2,060","1,415","1,505",95,725,685,"2,315",255,"1,330",735
350548000,35,5,48,0,5,350548000,Nipissing District - (CD),425,40,245,140,145,10,65,70,280,30,175,70
350548022,35,5,48,22,5,350548022,Calvin - (CCS),55,5,30,25,20,5,10,10,30,0,20,15
350548027,35,5,48,27,5,350548027,Bonfield - (CCS),60,5,25,25,25,5,10,10,30,5,15,15
350548031,35,5,48,31,5,350548031,Chisholm - (CCS),70,5,50,15,20,5,15,5,50,0,35,10
350548034,35,5,48,34,5,350548034,East Ferris - (CCS),40,5,15,20,20,0,10,15,20,5,5,5
350548055,35,5,48,55,5,350548055,West Nipissing - (CCS),205,30,125,55,55,5,25,30,150,25,95,30
350551000,35,5,51,0,5,350551000,Manitoulin District - (CD),370,25,170,175,195,10,90,100,175,15,80,75
350551017,35,5,51,17,5,350551017,Northeastern Manitoulin and the Islands - (CCS),310,25,140,150,170,5,70,90,150,15,75,60
350551024,35,5,51,24,5,350551024,Gordon - (CCS),60,5,30,25,35,0,20,10,30,5,10,15
350552000,35,5,52,0,5,350552000,Sudbury District - (CD),245,20,135,90,95,5,50,45,150,15,85,45
350552001,35,5,52,1,5,350552001,French River - (CCS),45,5,30,15,20,0,15,5,25,0,15,5
350552004,35,5,52,4,5,350552004,St.-Charles - (CCS),45,0,30,15,10,0,5,5,30,0,20,5
350552013,35,5,52,13,5,350552013,Markstay-Warren - (CCS),80,5,45,35,35,0,20,15,45,5,30,15
350552023,35,5,52,23,5,350552023,Sables-Spanish Rivers - (CCS),75,5,30,35,25,0,15,10,50,5,20,15
350553000,35,5,53,0,5,350553000,Greater Sudbury Division - (CD),235,15,130,95,85,0,40,40,150,10,85,55
350553005,35,5,53,5,5,350553005,Greater Sudbury - (CCS),235,15,130,90,90,5,45,40,145,10,85,50
350554000,35,5,54,0,5,350554000,Timiskaming District - (CD),790,90,430,275,280,25,135,120,510,65,290,155
350554012,35,5,54,12,5,350554012,Haileybury - (CCS),25,5,15,10,10,0,0,5,15,0,10,10
350554014,35,5,54,14,5,350554014,Harris - (CCS),30,0,20,10,15,0,10,5,15,0,5,10
350554016,35,5,54,16,5,350554016,Dymond - (CCS),50,10,30,15,20,5,10,5,30,5,15,10
350554021,35,5,54,21,5,350554021,Hudson - (CCS),50,5,25,20,15,0,10,10,35,5,15,10
350554024,35,5,54,24,5,350554024,Kerns - (CCS),75,10,40,30,30,5,10,10,50,5,25,15
350554026,35,5,54,26,5,350554026,Harley - (CCS),45,10,30,15,15,0,10,5,30,0,20,5
350554029,35,5,54,29,5,350554029,Casey - (CCS),40,10,25,10,10,0,10,5,25,10,15,5
350554032,35,5,54,32,5,350554032,Brethour - (CCS),35,0,25,10,20,0,10,0,20,0,10,5
350554034,35,5,54,34,5,350554034,Hilliard - (CCS),55,10,30,10,20,10,10,5,35,5,20,10
350554036,35,5,54,36,5,350554036,Armstrong - (CCS),50,5,30,15,15,0,5,5,30,5,25,5
350554046,35,5,54,46,5,350554046,Dack - (CCS),45,5,25,20,25,0,15,10,30,5,10,10
350554049,35,5,54,49,5,350554049,Evanturel - (CCS),40,0,25,15,10,0,10,5,25,5,15,5
350554054,35,5,54,54,5,350554054,Chamberlain - (CCS),35,5,10,20,15,0,5,10,20,0,10,10
350554094,35,5,54,94,5,350554094,"Timiskaming, Unorganized, West Part - (CCS)",205,20,110,75,60,5,30,30,145,20,80,40
350556000,35,5,56,0,5,350556000,Cochrane District - (CD),285,15,145,125,130,5,60,70,160,15,90,55
350556027,35,5,56,27,5,350556027,Timmins - (CCS),35,0,25,5,5,0,10,0,25,0,20,5
350556092,35,5,56,92,5,350556092,"Cochrane, Unorganized, North Part - (CCS)",255,20,120,115,120,5,50,70,130,10,70,55
350557000,35,5,57,0,5,350557000,Algoma District - (CD),490,30,270,190,190,10,95,85,300,25,175,105
350557008,35,5,57,8,5,350557008,St. Joseph - (CCS),70,5,45,20,40,0,25,10,30,5,15,5
350557011,35,5,57,11,5,350557011,Laird - (CCS),45,0,30,15,10,0,0,5,30,5,25,5
350557016,35,5,57,16,5,350557016,Johnson - (CCS),40,5,20,20,15,0,5,10,25,0,10,10
350557019,35,5,57,19,5,350557019,Plummer Additional - (CCS),40,0,20,10,15,0,5,5,20,5,15,0
350557035,35,5,57,35,5,350557035,Huron Shores - (CCS),100,5,55,40,30,0,20,10,65,0,30,35
350557051,35,5,57,51,5,350557051,"Macdonald, Meredith and Aberdeen Additional - (CCS)",40,0,20,15,15,0,10,5,20,5,10,5
350557061,35,5,57,61,5,350557061,Sault Ste. Marie - (CCS),65,0,35,25,25,0,10,10,40,5,20,15
350557095,35,5,57,95,5,350557095,"Algoma, Unorganized, North Part - (CCS)",100,10,50,40,40,5,15,15,65,5,30,25
350558000,35,5,58,0,5,350558000,Thunder Bay District - (CD),365,45,220,100,120,15,70,40,250,35,150,60
350558001,35,5,58,1,5,350558001,Neebing - (CCS),45,5,35,0,15,5,5,0,25,0,25,0
350558004,35,5,58,4,5,350558004,Thunder Bay - (CCS),40,0,25,15,10,0,5,5,25,5,15,10
350558011,35,5,58,11,5,350558011,Oliver Paipoonge - (CCS),175,25,100,45,40,5,20,15,130,20,75,30
350558016,35,5,58,16,5,350558016,O'Connor - (CCS),35,0,15,15,10,0,5,10,20,0,10,10
350558090,35,5,58,90,5,350558090,"Thunder Bay, Unorganized - (CCS)",85,10,55,20,40,5,30,10,45,5,30,10
350559000,35,5,59,0,5,350559000,Rainy River District - (CD),455,50,230,180,205,15,95,95,250,35,135,85
350559011,35,5,59,11,5,350559011,Alberton - (CCS),30,0,15,10,20,0,10,10,10,5,5,5
350559016,35,5,59,16,5,350559016,La Vallee - (CCS),65,5,40,25,25,0,10,15,45,5,25,10
