PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
46,8,3,36,Rhineland,423,48,"164,853",13,"7,300",8,"47,839",40,"109,714",3,x,3,x,9,97,17,"20,563","45,334",1,x,x,0,0,114,"4,405",58,83,94,"1,778",20,397,80,"1,381",61,687,46,426,11,167,12,94,29,226,98,"1,631",86,"65,641",35,197,36,"9,975",37,"18,494",66,"36,975",14,776,8,15,14,302,12,459,26,84,9,171,0,0,0,0,0,0,0,0,1,x,0,0,0,0,1,x,3,540,394,"1,433","1,392",41,"23,774,490",358,889,881,8,"5,273,434",234,298,283,15,"6,189,355",174,246,228,18,"12,311,701",392,"1,082","1,067",15,"11,122,309",375,575,x,x,"5,629,211",268,507,x,x,"5,493,098",287,335,328,7,"3,224,364",251,287,280,8,"10,941,546",264,381,374,7,"3,031,278",81,105,x,x,"853,863",16,22,22,0,"577,273",322,"1,369","1,353",16,"9,041,316",16,"1,006,135",329,"10,320,168"
46,8,3,47,Stanley,430,38,"92,849",16,x,6,x,29,"39,421",0,0,2,x,9,x,10,x,x,3,x,x,0,0,215,"23,859",125,260,187,"6,674",32,"1,360",163,"5,314",130,"4,468",85,773,26,761,31,"2,934",64,"6,485",186,"5,972",47,"26,702",15,211,18,"4,424",14,"6,851",36,"15,216",12,869,7,17,11,398,10,454,45,682,10,69,1,x,0,0,0,0,3,223,0,0,0,0,1,x,2,x,6,"1,801",396,"1,404","1,372",32,"22,251,752",375,925,914,11,"6,656,672",212,278,269,9,"6,030,795",130,201,189,12,"9,564,285",404,"1,057","1,048",9,"10,628,426",393,599,x,x,"6,054,893",257,458,x,x,"4,573,533",258,287,282,5,"2,381,094",235,290,287,4,"6,581,838",280,408,405,3,"2,534,628",151,186,x,x,"1,512,180",38,39,39,0,"480,562",296,"1,277",x,x,"5,726,767",11,"723,206",329,"7,445,488"
46,8,3,58,Thompson,144,16,"50,460",6,x,4,x,14,"34,514",0,0,0,0,3,x,7,"41,221","90,877",1,x,x,0,0,74,"6,422",49,113,68,"2,325",7,76,65,"2,249",47,924,38,244,3,30,14,650,23,"1,216",68,"1,844",11,"27,521",6,103,6,"2,240",7,"9,805",10,"15,373",9,"1,022",5,18,8,526,8,478,20,378,3,x,0,0,0,0,0,0,2,x,0,0,3,27,1,x,1,x,2,x,140,469,459,10,"8,382,406",122,288,x,x,"1,690,296",68,95,x,x,"1,844,118",59,86,x,x,"4,847,992",136,387,382,5,"4,236,922",130,221,216,5,"2,346,361",95,166,166,0,"1,890,561",101,118,x,x,"1,083,306",96,119,x,x,"4,305,734",103,155,x,x,"1,297,162",62,70,x,x,x,6,6,6,0,x,115,476,x,x,"2,806,870",1,x,117,"2,264,314"
46,8,3,62,Roland,125,3,x,2,x,1,x,1,x,0,0,0,0,1,x,1,x,x,0,0,0,0,0,16,"1,320",11,x,14,659,0,0,14,659,9,62,7,x,0,0,4,x,4,x,14,544,9,"5,895",2,x,3,x,3,x,8,"4,333",2,x,1,x,2,x,2,x,4,12,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,2,x,115,443,427,17,"10,127,816",100,255,247,9,"1,294,688",63,74,74,0,"2,019,231",76,115,107,8,"6,813,897",123,351,345,6,"4,415,837",119,174,x,x,"2,413,978",96,177,x,x,"2,001,859",87,102,x,x,"946,233",85,93,x,x,"6,622,574",94,121,x,x,"1,660,573",18,18,18,0,x,0,0,0,0,0,106,543,534,9,"4,703,606",2,x,105,"3,444,174"
46,8,3,65,Morris,297,22,"253,869",7,x,6,"117,510",18,x,1,x,2,x,9,x,9,x,x,1,x,x,0,0,38,"1,414",20,33,29,598,3,4,27,594,19,58,15,50,0,0,4,8,13,255,31,470,49,"50,769",14,135,15,"5,778",15,"16,618",42,"28,238",4,32,4,4,4,x,3,x,13,118,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,274,"1,002",987,15,"19,029,188",251,626,x,x,"3,928,803",138,158,x,x,"3,161,745",157,219,215,4,"11,938,640",283,763,750,13,"8,545,658",276,403,x,x,"4,132,088",204,360,x,x,"4,413,570",199,234,232,3,"2,188,577",193,227,219,8,"12,422,546",200,299,295,4,"3,605,071",33,39,x,x,x,2,x,x,x,x,226,737,733,4,"5,906,652",12,x,262,"6,665,647"
46,8,3,72,Dufferin,295,23,x,9,x,6,x,18,"17,803",1,x,3,105,10,"1,124",6,x,x,1,x,x,0,0,133,"12,925",94,234,119,"5,471",14,499,112,"4,972",78,"1,802",65,843,12,337,16,622,25,403,129,"5,015",36,"32,157",19,165,19,"2,480",15,"5,669",30,"23,843",13,"1,097",12,33,13,536,13,528,51,377,11,267,1,x,0,0,1,x,4,x,1,x,0,0,2,x,0,0,2,x,264,995,951,44,"18,949,679",243,598,587,11,"3,999,412",145,216,207,9,"4,727,733",103,181,157,24,"10,222,534",273,841,826,15,"9,112,260",270,464,x,x,"4,497,124",167,377,x,x,"4,615,136",175,213,x,x,"2,068,304",158,202,199,3,"6,748,384",189,265,x,x,"2,584,228",105,133,133,0,"929,952",20,x,19,x,"180,521",210,910,x,x,"7,189,825",14,"1,912,041",230,"7,768,970"
46,8,4,0,Division No.  4,"1,191",62,"987,296",34,"284,278",6,"103,894",43,"599,124",0,0,6,x,12,x,25,"3,809,031","8,397,476",3,x,x,1,x,680,"79,178",524,"1,574",636,"32,863",71,"2,771",592,"30,092",476,"11,243",386,"5,953",62,"1,075",149,"4,215",243,"4,966",633,"28,532",166,"178,284",75,531,78,"14,061",83,"62,088",142,"101,604",37,"4,472",30,75,35,"1,886",35,"2,511",160,"3,476",32,"1,973",1,x,1,x,0,0,6,510,1,x,7,87,6,43,4,20,6,"2,677","1,122","4,153","4,088",66,"79,081,830",987,"2,340","2,320",21,"15,982,925",724,999,976,23,"23,342,484",574,814,792,22,"39,756,421","1,145","3,082","3,044",38,"33,817,964","1,112","1,814","1,784",30,"19,357,972",792,"1,268","1,261",8,"14,459,992",745,903,894,9,"8,320,989",783,955,942,14,"38,066,853",916,"1,436","1,418",19,"15,502,538",628,817,802,15,"7,009,879",50,49,49,0,"398,981",913,"3,152","3,121",31,"23,132,869",13,"429,381",962,"22,753,994"
46,8,4,33,Pembina,289,18,"267,746",13,x,4,x,10,x,0,0,1,x,3,25,11,x,x,2,x,x,1,x,142,"17,483",111,318,134,"6,696",10,395,125,"6,301",107,"3,580",87,"1,277",9,152,33,"2,151",41,"1,278",131,"5,611",35,"53,717",17,144,17,"5,304",19,"21,117",31,"27,152",8,"1,519",8,26,8,650,7,843,41,399,10,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,270,982,968,14,"17,143,128",240,555,x,x,"3,489,159",168,226,221,6,"4,266,426",136,201,x,x,"9,387,543",279,753,x,x,"8,302,357",274,445,438,7,"4,703,136",192,308,x,x,"3,599,221",180,214,x,x,"1,879,102",182,218,x,x,"9,198,474",211,347,342,5,"3,355,975",133,170,x,x,"1,436,333",11,12,12,0,"27,058",220,845,827,18,"5,268,622",5,"20,000",245,"5,860,775"
46,8,4,39,Louise,232,7,x,5,"2,150",0,0,2,x,0,0,1,x,0,0,3,"2,313","5,099",0,0,0,0,0,128,"17,935",108,392,120,"7,088",5,77,118,"7,011",88,"2,213",79,"1,732",3,26,25,455,51,"1,632",122,"6,610",12,"20,699",5,38,6,"1,068",7,"9,186",9,"10,407",8,"1,167",7,11,8,457,8,699,31,643,4,142,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,3,x,221,840,819,21,"18,926,295",194,465,459,7,"3,352,829",151,195,188,7,"5,360,511",128,180,172,8,"10,212,955",226,589,580,10,"7,799,865",214,335,329,6,"4,154,798",160,254,251,4,"3,645,067",162,198,194,4,"1,959,521",156,195,192,4,"9,594,365",177,288,286,3,"3,274,353",127,168,x,x,"1,430,201",13,12,12,0,x,180,642,639,3,"5,778,956",5,x,186,"4,889,635"
46,8,4,51,Roblin,173,12,x,4,x,0,0,10,"10,644",0,0,1,x,3,x,3,x,x,0,0,0,0,0,116,"13,692",90,261,107,"5,488",4,111,104,"5,377",79,"2,146",71,"1,330",3,30,27,786,40,712,107,"5,085",25,"22,880",5,31,6,"1,648",5,"2,642",22,"18,559",6,540,4,10,4,239,6,291,36,233,3,15,1,x,0,0,0,0,1,x,0,0,1,x,2,x,0,0,0,0,162,577,571,6,"9,391,843",140,332,x,x,"1,952,926",103,148,x,x,"3,022,201",74,98,x,x,"4,416,716",163,442,x,x,"3,876,663",161,272,x,x,"2,536,143",112,170,170,0,"1,340,520",116,141,x,x,"1,230,973",119,140,x,x,"4,497,904",140,222,x,x,"1,859,607",95,121,x,x,x,4,4,4,0,x,137,417,x,x,"3,300,755",0,0,138,"2,531,680"
46,8,4,57,Argyle,186,12,x,5,"1,750",0,0,9,x,0,0,1,x,3,8,3,"1,805","3,979",0,0,0,0,0,125,"15,946",102,321,119,"7,244",9,242,114,"7,002",83,"1,278",66,834,6,92,27,352,42,561,117,"6,542",24,"19,884",11,73,11,"1,868",14,"6,936",21,"11,007",3,702,2,x,3,x,2,x,18,465,9,642,0,0,0,0,0,0,1,x,1,x,2,x,1,x,0,0,2,x,175,622,617,5,"10,278,877",149,350,x,x,"2,015,903",105,154,x,x,"3,362,397",82,118,118,0,"4,900,577",177,486,482,4,"4,669,073",170,293,289,4,"2,830,692",111,193,193,0,"1,838,381",111,139,x,x,"1,196,960",123,161,x,x,"4,421,062",133,203,x,x,"2,301,684",108,130,130,0,x,9,8,8,0,"33,900",129,451,451,0,"2,748,768",1,x,149,"3,134,679"
46,8,4,63,Lorne,311,13,x,7,x,2,x,12,x,0,0,2,x,3,20,5,x,x,1,x,x,0,0,169,"14,122",113,282,156,"6,347",43,"1,946",131,"4,401",119,"2,026",83,780,41,775,37,471,69,783,156,"4,684",70,"61,104",37,245,38,"4,173",38,"22,207",59,"34,479",12,544,9,x,12,x,12,x,34,"1,736",6,262,0,0,1,x,0,0,4,x,0,0,4,x,1,x,2,x,0,0,294,"1,133","1,112",20,"23,341,687",264,639,633,6,"5,172,108",197,276,268,8,"7,330,949",154,217,211,6,"10,838,630",300,812,798,14,"9,170,006",293,469,x,x,"5,133,203",217,344,x,x,"4,036,803",176,211,x,x,"2,054,433",203,241,236,5,"10,355,048",255,376,368,8,"4,710,919",165,228,221,6,"2,039,816",13,13,13,0,x,247,796,x,x,"6,035,768",2,x,244,"6,337,225"
46,1,5,0,Division No.  5,"1,556",75,"40,128",36,"24,548",7,690,49,"14,890",1,x,7,459,31,"1,468",33,"223,218","492,111",8,"3,130","6,900",0,0,962,"123,927",808,"2,508",930,"51,964",31,"1,106",912,"50,858",686,"13,585",630,"8,040",24,508,148,"5,037",234,"7,576",919,"48,294",76,"154,025",38,353,42,"13,976",34,"41,848",67,"97,848",58,"5,476",36,106,54,"3,086",44,"2,284",327,"5,593",41,632,2,x,3,x,3,102,7,422,0,0,2,x,10,24,8,221,11,"5,690","1,434","4,899","4,864",35,"96,644,059","1,221","2,687","2,673",15,"18,511,177",864,"1,184","1,174",10,"26,573,975",720,"1,028","1,017",11,"51,558,907","1,470","4,048","3,981",67,"43,865,457","1,421","2,278","2,232",47,"24,357,559",997,"1,769","1,749",20,"19,507,898",994,"1,163","1,133",31,"12,428,773",972,"1,158","1,119",39,"55,278,586","1,173","1,757","1,747",10,"17,340,638",822,"1,009",996,13,"7,999,955",72,80,x,x,"909,397","1,165","3,476","3,446",30,"34,719,185",23,"809,091","1,263","29,790,807"
46,1,5,24,Turtle Mountain,196,11,"1,086",8,x,1,x,6,611,0,0,0,0,4,41,6,"1,688","3,721",0,0,0,0,0,118,"12,493",96,236,112,"5,926",6,420,107,"5,506",73,974,63,569,6,202,16,203,31,462,111,"4,895",21,"45,857",8,171,8,"2,945",6,"10,606",18,"32,135",10,412,6,10,9,243,8,159,41,580,10,83,2,x,1,x,2,x,1,x,0,0,0,0,1,x,3,x,2,x,179,624,621,3,"12,438,580",158,352,352,0,"2,175,490",103,141,x,x,"3,422,579",88,131,x,x,"6,840,511",184,490,482,8,"5,776,549",176,285,x,x,"3,098,976",119,205,x,x,"2,677,573",120,137,132,5,"1,487,339",122,156,153,3,"8,242,650",138,216,x,x,"2,669,176",105,137,137,0,"1,043,343",7,9,9,0,x,143,415,x,x,"4,451,755",2,x,161,"3,945,549"
46,1,5,31,Morton,187,15,792,6,538,2,x,11,x,0,0,2,x,7,302,3,808,"1,781",2,x,x,0,0,112,"18,266",96,482,108,"6,386",2,x,106,x,74,"1,520",69,809,2,x,17,x,26,"3,542",103,"6,336",8,"23,984",4,30,4,x,3,"4,450",7,x,8,"1,604",6,21,8,759,7,824,37,862,3,x,0,0,1,x,0,0,2,x,0,0,0,0,0,0,0,0,2,x,175,577,x,x,"10,746,405",154,361,x,x,"2,415,995",99,116,x,x,"2,828,662",84,100,x,x,"5,501,748",180,434,427,7,"4,840,807",171,251,247,4,"2,732,393",116,183,180,3,"2,108,414",126,141,x,x,"1,547,185",101,111,103,7,"6,656,788",139,188,185,3,"2,099,046",94,116,116,0,"919,699",10,10,10,0,"220,301",134,385,380,4,"3,838,293",4,"5,023",146,"2,965,477"
46,1,5,37,Winchester,143,9,"5,353",4,x,1,x,7,x,0,0,1,x,3,26,4,"2,540","5,600",2,x,x,0,0,94,"8,535",75,167,91,"3,937",5,190,88,"3,747",69,817,60,599,4,80,19,138,32,336,90,"3,278",1,x,0,0,0,0,0,0,1,x,3,x,1,x,3,x,0,0,44,"1,738",4,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,133,429,429,0,"11,228,186",110,225,225,0,"2,039,269",78,104,104,0,"2,797,876",71,101,101,0,"6,391,041",135,355,x,x,"4,717,768",129,200,x,x,"2,453,614",101,155,155,0,"2,264,154",91,105,x,x,"1,310,156",90,111,x,x,"6,311,702",117,193,193,0,"1,904,104",87,110,110,0,"937,484",8,9,9,0,x,108,333,333,0,"4,390,911",1,x,120,"2,973,976"
46,1,5,43,Brenda,150,3,600,2,x,0,0,1,x,0,0,0,0,0,0,3,"1,983","4,372",0,0,0,0,0,87,"10,768",73,195,85,"4,576",1,x,84,x,65,"1,372",60,625,0,0,16,747,26,400,84,"4,225",2,x,1,x,1,x,1,x,2,x,2,x,0,0,1,x,2,x,34,"1,063",0,0,0,0,0,0,0,0,1,x,0,0,0,0,1,x,1,x,1,x,140,485,x,x,"11,302,017",117,225,225,0,"1,737,733",88,129,x,x,"2,945,451",84,131,131,0,"6,618,833",143,440,435,5,"5,222,226",140,231,226,5,"2,728,737",108,209,209,0,"2,493,489",99,113,x,x,"1,520,504",101,117,x,x,"6,270,976",119,184,x,x,"1,791,024",70,78,78,0,"732,434",6,7,7,0,x,118,361,358,4,"4,250,298",2,x,121,"3,187,941"
46,1,5,50,Arthur,164,5,x,4,x,0,0,1,x,0,0,0,0,2,x,4,x,x,1,x,x,0,0,91,"10,594",80,258,88,"4,859",2,x,86,x,66,652,63,627,1,x,4,x,11,57,89,"4,768",5,x,5,28,5,"1,353",4,x,4,x,4,589,3,11,4,293,4,285,18,164,5,78,0,0,1,x,1,x,1,x,0,0,0,0,1,x,0,0,1,x,147,452,447,5,"8,763,596",118,264,x,x,"2,070,586",77,96,x,x,"2,064,461",64,91,91,0,"4,628,549",152,422,413,10,"4,702,575",151,240,234,7,"2,706,953",94,182,179,3,"1,995,622",93,111,x,x,"1,191,721",98,119,113,6,"5,751,485",110,156,156,0,"1,701,047",69,79,x,x,"744,021",5,5,x,x,x,114,320,x,x,"3,550,339",4,x,125,"3,267,039"
46,1,5,55,Edward,130,7,774,3,675,0,0,4,99,0,0,0,0,5,343,1,x,x,0,0,0,0,0,90,"13,898",84,288,88,"5,982",3,11,87,"5,971",72,"1,723",67,"1,068",0,0,22,655,28,358,88,"5,547",5,710,3,5,4,86,4,282,3,337,9,515,3,6,8,196,8,313,34,232,3,6,0,0,0,0,0,0,2,x,0,0,1,x,1,x,1,x,0,0,122,415,411,4,"6,738,280",105,217,x,x,"1,444,277",83,122,x,x,"2,130,456",57,76,x,x,"3,163,547",124,344,x,x,"3,491,144",120,200,194,6,"2,055,390",85,145,x,x,"1,435,754",89,111,107,4,"1,020,162",86,97,x,x,"3,205,889",95,135,x,x,"1,247,499",71,79,76,4,"780,314",12,13,13,0,"138,187",93,237,x,x,"2,384,237",0,0,106,"2,335,692"
46,1,5,58,Albert,131,5,533,1,x,2,x,4,x,0,0,0,0,2,x,2,x,x,0,0,0,0,0,83,"13,381",74,285,82,"5,696",1,x,82,x,63,"1,355",59,929,1,x,16,x,22,485,82,"5,560",12,"39,152",4,18,5,x,3,x,12,x,2,x,2,x,2,x,2,x,27,199,3,x,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,x,116,397,x,x,"7,253,888",92,189,x,x,"991,873",77,123,x,x,"2,742,450",60,85,85,0,"3,519,565",119,333,327,6,"2,815,884",116,184,178,6,"1,755,191",82,149,149,0,"1,060,693",77,89,86,3,"774,960",83,92,92,0,"2,920,841",97,127,x,x,"1,115,467",76,87,87,0,"744,159",8,11,11,0,x,99,304,304,0,"2,051,841",1,x,107,"1,947,372"
46,1,5,61,Cameron,131,4,x,0,0,0,0,4,x,1,x,0,0,1,x,2,x,x,1,x,x,0,0,88,"16,460",70,223,83,"5,609",2,x,82,x,63,"2,982",56,"1,165",4,57,14,"1,760",21,"1,519",84,"6,127",2,x,1,x,2,x,2,x,1,x,3,65,1,x,3,x,1,x,26,159,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,120,434,434,0,"8,228,081",107,250,250,0,"1,689,464",74,107,107,0,"2,383,473",48,78,78,0,"4,155,144",125,350,346,4,"4,031,510",123,202,x,x,"2,214,107",74,148,x,x,"1,817,403",86,104,104,0,"1,051,350",72,85,81,4,"5,225,013",97,133,133,0,"1,387,484",64,72,72,0,"604,669",7,7,7,0,x,92,243,243,0,"2,778,982",2,x,108,"2,540,479"
46,1,5,67,Whitewater,111,5,x,3,x,1,x,3,610,0,0,1,x,3,x,4,"3,597","7,930",1,x,x,0,0,52,"5,628",36,87,50,"2,539",3,140,49,"2,399",39,640,36,463,3,69,8,108,16,218,48,"2,144",3,"12,051",2,x,2,x,2,x,3,x,5,950,4,32,5,795,4,123,16,202,3,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,105,387,375,12,"8,229,460",89,202,x,x,"1,252,233",66,84,x,x,"1,848,772",67,102,x,x,"5,128,455",109,339,328,11,"3,440,670",103,173,x,x,"1,827,094",81,166,x,x,"1,613,576",78,96,91,5,"1,058,578",81,101,98,3,"5,854,139",92,142,x,x,"1,530,716",52,71,x,x,x,1,x,x,0,x,93,324,310,14,"3,554,569",3,x,98,"3,332,271"
46,1,5,70,Riverside,100,4,x,2,x,0,0,3,555,0,0,1,x,0,0,2,x,x,0,0,0,0,0,66,"7,001",53,130,63,"3,016",2,x,63,x,46,"1,057",44,744,0,0,9,313,10,174,63,"2,624",6,x,2,x,3,x,1,x,6,x,6,730,4,10,6,323,5,397,19,238,5,13,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,2,x,92,353,x,x,"6,834,988",84,205,x,x,"1,587,402",53,67,x,x,"1,423,673",55,80,x,x,"3,823,913",95,286,x,x,"2,608,679",92,157,x,x,"1,332,735",71,129,x,x,"1,275,944",63,74,71,3,"773,864",71,89,86,3,"3,173,448",86,146,x,x,"1,060,326",63,88,x,x,x,5,5,x,x,"49,104",83,287,x,x,"2,202,973",3,x,84,"1,911,600"
46,1,5,76,Strathcona,113,7,575,3,475,0,0,5,100,0,0,2,x,4,38,2,x,x,1,x,x,0,0,81,"6,903",71,157,80,"3,438",4,67,78,"3,371",56,493,53,442,3,15,7,36,11,25,77,"2,790",11,"5,004",8,37,8,631,8,"1,568",10,"2,768",6,461,6,8,5,291,3,162,31,156,3,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,1,x,0,0,105,346,x,x,"4,880,578",87,198,x,x,"1,106,855",66,96,x,x,"1,986,122",42,53,x,x,"1,787,601",104,254,x,x,"2,217,645",100,155,x,x,"1,452,369",66,99,99,0,"765,276",72,86,x,x,"692,954",67,81,81,0,"1,665,655",83,137,137,0,"834,749",71,92,x,x,"558,402",3,x,x,0,x,88,265,x,x,"1,264,987",1,x,87,"1,383,411"
46,2,6,0,Division No.  6,892,51,"26,813",19,"15,000",9,306,41,"11,507",1,x,5,x,15,179,15,"161,188","355,359",9,"4,272","9,418",0,0,577,"89,658",477,"1,669",550,"34,733",21,430,543,"34,303",380,"11,845",339,"5,080",10,135,104,"6,630",185,"8,607",552,"32,804",50,"52,595",26,116,27,"7,918",22,"20,843",36,"23,718",33,"5,555",27,105,31,"2,604",32,"2,846",234,"5,986",23,804,3,13,0,0,0,0,13,747,0,0,4,x,11,26,2,x,9,949,814,"2,664","2,633",31,"43,443,867",703,"1,587","1,577",11,"11,694,159",501,712,701,11,"14,960,462",291,365,355,10,"16,789,246",859,"2,185","2,146",40,"20,454,206",828,"1,339","1,308",32,"13,430,166",521,846,838,8,"7,024,040",565,666,656,10,"6,364,905",510,621,610,11,"18,990,853",640,906,894,13,"6,797,419",503,589,583,6,"5,101,705",42,45,45,0,"662,562",665,"2,031","2,019",12,"12,827,405",17,"533,301",720,"16,313,854"
46,2,6,15,Sifton,165,5,930,2,x,3,x,5,x,0,0,1,x,5,21,3,x,x,2,x,x,0,0,130,"24,992",110,475,125,"9,680",7,193,123,"9,487",99,"4,618",90,"1,746",4,61,28,"2,811",44,"1,730",123,"8,489",3,43,2,x,2,x,1,x,0,0,6,714,5,18,5,323,6,373,51,848,5,x,0,0,0,0,0,0,5,x,0,0,1,x,3,13,1,x,4,750,149,516,513,3,"6,802,667",137,362,x,x,"3,239,696",88,131,x,x,"2,851,056",19,23,23,0,"711,915",158,367,361,6,"3,029,734",154,253,247,6,"2,324,687",80,114,114,0,"705,047",106,138,x,x,"1,096,357",66,75,75,0,"731,151",111,166,x,x,"1,201,698",105,122,122,0,"1,221,085",9,11,11,0,x,119,386,386,0,"981,837",5,x,131,"2,618,171"
46,2,6,23,Pipestone,221,19,"15,303",8,x,3,53,14,x,1,x,1,x,6,138,3,x,x,0,0,0,0,0,124,"14,935",104,348,120,"6,715",5,61,119,"6,654",82,"1,299",77,"1,014",1,x,16,x,37,588,119,"5,985",11,x,4,11,4,x,4,x,8,x,6,"1,008",4,9,5,473,6,526,49,"1,022",5,x,1,x,0,0,0,0,0,0,0,0,0,0,2,x,1,x,1,x,198,605,600,5,"10,676,780",155,320,x,x,"2,062,366",125,164,x,x,"2,835,238",96,122,x,x,"5,779,176",211,540,535,5,"5,250,140",198,318,x,x,"2,987,899",136,222,x,x,"2,262,241",149,175,x,x,"1,541,538",137,156,x,x,"5,702,318",169,222,218,4,"1,564,621",110,113,x,x,"978,425",10,10,10,0,x,167,439,435,4,"3,818,435",4,x,178,"4,069,019"
46,2,6,28,Wallace,305,18,"10,114",8,"1,900",3,x,13,x,0,0,3,x,3,x,5,x,x,6,"4,023","8,869",0,0,180,"28,761",140,379,166,"9,369",5,134,163,"9,235",100,"4,276",78,"1,088",5,x,35,x,56,"5,026",171,"9,711",16,"34,512",7,81,8,"6,059",7,"12,368",13,"16,004",9,"1,274",7,40,9,671,8,563,80,"2,469",9,135,1,x,0,0,0,0,3,x,0,0,0,0,5,10,0,0,0,0,276,922,910,12,"16,235,698",246,535,532,3,"3,992,854",171,250,246,4,"5,305,484",106,138,133,5,"6,937,360",290,727,706,22,"7,464,306",278,441,x,x,"4,865,540",181,286,x,x,"2,598,766",181,203,x,x,"2,171,025",179,231,226,5,"8,636,870",205,284,x,x,"2,217,298",149,193,193,0,"1,356,639",9,10,10,0,"112,229",223,728,x,x,"5,143,385",8,"94,050",235,"5,824,675"
46,2,6,37,Woodworth,201,9,466,1,x,0,0,9,x,0,0,0,0,1,x,4,499,"1,100",1,x,x,0,0,143,"20,970",123,467,139,"8,969",4,42,138,"8,927",99,"1,652",94,"1,232",0,0,25,420,48,"1,263",139,"8,619",20,x,13,x,13,x,10,x,15,x,12,"2,559",11,38,12,"1,137",12,"1,384",54,"1,647",4,x,1,x,0,0,0,0,5,356,0,0,3,150,1,x,0,0,4,x,191,620,609,11,"9,728,722",165,371,367,4,"2,399,243",117,167,x,x,"3,968,684",70,82,x,x,"3,360,795",200,551,544,7,"4,710,026",198,327,x,x,"3,252,040",124,224,x,x,"1,457,986",129,150,145,5,"1,555,985",128,159,x,x,"3,920,514",155,235,230,5,"1,813,802",139,162,x,x,"1,545,556",14,15,15,0,"371,425",156,478,x,x,"2,883,748",0,0,176,"3,801,989"
46,2,7,0,Division No.  7,"1,246",83,"260,793",42,"112,683",12,"60,661",60,"87,449",1,x,13,"36,090",22,"1,952",35,"1,781,849","3,928,305",13,"796,035","1,754,957",1,x,709,"87,683",553,"1,564",656,"35,802",44,"1,830",631,"33,972",468,"7,849",416,"5,028",39,825,114,"1,996",227,"9,385",663,"33,083",65,"89,579",33,478,39,"17,232",35,"29,514",54,"42,355",54,"11,330",46,135,53,"3,983",46,"7,212",263,"4,602",22,486,3,88,0,0,0,0,9,467,0,0,1,x,11,17,8,x,35,"11,397","1,175","4,109","4,011",99,"79,753,558","1,029","2,461","2,428",33,"17,642,732",638,906,883,24,"21,736,476",493,742,699,43,"40,374,350","1,187","3,316","3,239",77,"37,470,561","1,147","1,886","1,824",63,"20,967,246",752,"1,429","1,415",15,"16,503,315",720,851,824,27,"9,142,759",696,850,816,34,"37,756,986",900,"1,380","1,360",21,"13,720,499",673,862,848,14,"6,793,465",73,84,81,3,"1,525,873",901,"3,096","3,055",41,"25,563,595",80,"16,620,159",992,"34,023,048"
