areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,CSEX02,ATOTAL1,BSEX011,CSEX021,ATOTAL2,BSEX012,CSEX022
"350,138,040",35,1,38,40,1,350138040,Lambton Shores - (CCS),350,270,80,145,135,5,210,130,80
"350,138,043",35,1,38,43,1,350138043,Warwick - (CCS),400,285,115,150,145,10,245,140,105
"350,139,000",35,1,39,0,1,350139000,Middlesex County - (CD),"3,775","2,785",990,"1,560","1,445",115,"2,215","1,340",870
"350,139,005",35,1,39,5,1,350139005,Southwest Middlesex - (CCS),445,345,105,225,205,20,225,135,90
"350,139,015",35,1,39,15,1,350139015,Strathroy-Caradoc - (CCS),400,285,110,155,150,10,240,140,105
"350,139,027",35,1,39,27,1,350139027,Thames Centre - (CCS),640,465,175,235,220,15,405,245,155
"350,139,033",35,1,39,33,1,350139033,Middlesex Centre - (CCS),780,580,200,315,285,30,460,295,165
"350,139,036",35,1,39,36,1,350139036,London - (CCS),250,195,55,115,105,10,140,95,50
"350,139,041",35,1,39,41,1,350139041,North Middlesex - (CCS),635,475,165,260,245,15,375,225,150
"350,139,047",35,1,39,47,1,350139047,Adelaide Metcalfe - (CCS),410,280,125,150,140,10,260,145,115
"350,139,060",35,1,39,60,1,350139060,Lucan Biddulph - (CCS),215,165,50,100,95,5,110,70,45
"350,200,000",35,2,0,0,2,350200000,Western Ontario Region - (CAR),"26,880","19,730","7,155","11,800","10,980",820,"15,080","8,745","6,330"
"350,221,000",35,2,21,0,2,350221000,Peel Regional Municipality - (CD),745,550,195,320,280,35,425,270,155
"350,221,005",35,2,21,5,2,350221005,Mississauga - (CCS),25,20,5,15,10,0,15,5,5
"350,221,010",35,2,21,10,2,350221010,Brampton - (CCS),135,95,40,45,40,5,85,55,35
"350,221,024",35,2,21,24,2,350221024,Caledon - (CCS),585,435,150,260,230,30,325,200,120
"350,222,000",35,2,22,0,2,350222000,Dufferin County - (CD),"1,265",905,365,555,500,55,705,400,305
"350,222,001",35,2,22,1,2,350222001,East Garafraxa - (CCS),175,135,45,70,70,5,105,60,40
"350,222,008",35,2,22,8,2,350222008,Amaranth - (CCS),300,210,90,120,115,15,180,105,75
"350,222,010",35,2,22,10,2,350222010,East Luther Grand Valley - (CCS),140,95,45,55,50,5,85,50,35
"350,222,012",35,2,22,12,2,350222012,Mono - (CCS),230,160,70,110,95,10,115,65,55
"350,222,016",35,2,22,16,2,350222016,Mulmur - (CCS),190,135,55,90,80,10,100,50,45
"350,222,019",35,2,22,19,2,350222019,Melancthon - (CCS),230,165,65,105,95,10,120,70,55
"350,223,000",35,2,23,0,2,350223000,Wellington County - (CD),"3,730","2,665","1,060","1,535","1,405",130,"2,195","1,265",935
"350,223,001",35,2,23,1,2,350223001,Puslinch - (CCS),215,150,60,85,75,10,130,80,50
"350,223,009",35,2,23,9,2,350223009,Guelph/Eramosa - (CCS),385,275,105,160,145,15,225,130,90
"350,223,017",35,2,23,17,2,350223017,Erin - (CCS),375,255,125,165,135,30,215,120,95
"350,223,025",35,2,23,25,2,350223025,Centre Wellington - (CCS),595,430,165,240,225,20,355,210,145
"350,223,033",35,2,23,33,2,350223033,Mapleton - (CCS),"1,015",750,265,445,425,20,570,325,245
"350,223,043",35,2,23,43,2,350223043,Minto - (CCS),440,305,135,150,145,10,285,160,130
"350,223,050",35,2,23,50,2,350223050,Wellington North - (CCS),705,500,200,285,265,20,420,240,180
"350,224,000",35,2,24,0,2,350224000,Halton Regional Municipality - (CD),855,605,255,405,350,55,450,260,195
"350,224,001",35,2,24,1,2,350224001,Oakville - (CCS),40,25,15,20,15,5,20,10,10
"350,224,002",35,2,24,2,2,350224002,Burlington - (CCS),120,85,30,75,65,10,45,25,20
"350,224,009",35,2,24,9,2,350224009,Milton - (CCS),395,270,125,160,135,20,240,140,105
"350,224,015",35,2,24,15,2,350224015,Halton Hills - (CCS),305,225,80,155,140,15,145,80,65
"350,230,000",35,2,30,0,2,350230000,Waterloo Regional Municipality - (CD),"1,960","1,525",435,965,925,45,990,600,385
"350,230,004",35,2,30,4,2,350230004,North Dumfries - (CCS),175,130,40,70,60,10,100,65,40
"350,230,010",35,2,30,10,2,350230010,Cambridge - (CCS),40,35,10,25,25,5,15,10,5
"350,230,013",35,2,30,13,2,350230013,Kitchener - (CCS),45,25,10,20,15,5,25,10,10
"350,230,020",35,2,30,20,2,350230020,Wilmot - (CCS),380,285,95,160,150,10,220,140,80
"350,230,027",35,2,30,27,2,350230027,Wellesley - (CCS),645,530,120,365,365,5,280,170,110
"350,230,035",35,2,30,35,2,350230035,Woolwich - (CCS),675,520,155,320,310,10,350,205,140
"350,231,000",35,2,31,0,2,350231000,Perth County - (CD),"3,720","2,685","1,035","1,460","1,390",75,"2,260","1,295",965
"350,231,013",35,2,31,13,2,350231013,Perth South - (CCS),575,420,155,240,230,10,335,195,145
"350,231,025",35,2,31,25,2,350231025,West Perth - (CCS),895,650,250,365,350,15,530,300,230
"350,231,030",35,2,31,30,2,350231030,Perth East - (CCS),"1,375",995,375,545,520,30,830,475,350
"350,231,040",35,2,31,40,2,350231040,North Perth - (CCS),875,620,260,310,290,15,570,325,240
"350,240,000",35,2,40,0,2,350240000,Huron County - (CD),"3,960","2,995",965,"1,815","1,735",80,"2,140","1,255",885
"350,240,005",35,2,40,5,2,350240005,South Huron - (CCS),450,350,95,215,205,10,235,145,85
"350,240,010",35,2,40,10,2,350240010,Bluewater - (CCS),375,305,70,200,195,10,180,115,70
"350,240,025",35,2,40,25,2,350240025,Central Huron - (CCS),565,410,155,260,240,20,310,175,140
"350,240,040",35,2,40,40,2,350240040,Huron East - (CCS),845,610,235,355,340,20,490,275,215
"350,240,046",35,2,40,46,2,350240046,Howick - (CCS),415,325,85,200,200,5,210,125,85
"350,240,050",35,2,40,50,2,350240050,Morris-Turnberry - (CCS),450,345,105,205,195,10,245,150,100
"350,240,055",35,2,40,55,2,350240055,North Huron - (CCS),225,180,50,90,90,0,140,90,50
"350,240,063",35,2,40,63,2,350240063,Ashfield-Colborne-Wawanosh - (CCS),625,465,165,290,280,15,335,185,145
"350,241,000",35,2,41,0,2,350241000,Bruce County - (CD),"3,245","2,410",840,"1,475","1,405",70,"1,770","1,000",770
"350,241,004",35,2,41,4,2,350241004,South Bruce - (CCS),715,510,200,285,270,15,430,240,190
"350,241,015",35,2,41,15,2,350241015,Huron-Kinloss - (CCS),425,325,105,220,210,10,205,115,90
"350,241,024",35,2,41,24,2,350241024,Kincardine - (CCS),485,360,130,225,210,10,260,145,115
"350,241,032",35,2,41,32,2,350241032,Brockton - (CCS),660,495,165,300,290,15,355,205,150
"350,241,043",35,2,41,43,2,350241043,Arran-Elderslie - (CCS),470,360,110,230,225,5,235,130,105
"350,241,045",35,2,41,45,2,350241045,Saugeen Shores - (CCS),135,100,40,60,60,5,80,45,40
"350,241,055",35,2,41,55,2,350241055,South Bruce Peninsula - (CCS),230,170,55,105,95,5,130,75,55
"350,241,069",35,2,41,69,2,350241069,Northern Bruce Peninsula - (CCS),125,90,35,50,50,5,75,40,30
"350,242,000",35,2,42,0,2,350242000,Grey County - (CD),"3,965","2,850","1,110","1,735","1,595",150,"2,230","1,265",965
"350,242,004",35,2,42,4,2,350242004,West Grey - (CCS),955,670,290,370,340,30,585,330,255
"350,242,005",35,2,42,5,2,350242005,Southgate - (CCS),700,505,200,280,265,10,420,235,185
"350,242,015",35,2,42,15,2,350242015,Grey Highlands - (CCS),675,490,180,315,280,30,355,210,150
"350,242,037",35,2,42,37,2,350242037,Chatsworth - (CCS),550,385,165,255,220,35,295,165,130
"350,242,045",35,2,42,45,2,350242045,Blue Mountains - (CCS),210,155,55,100,95,5,110,60,45
"350,242,047",35,2,42,47,2,350242047,Georgian Highlands - (CCS),450,340,110,225,210,15,230,130,95
"350,242,053",35,2,42,53,2,350242053,Georgian Bluffs - (CCS),420,305,115,190,175,15,235,130,95
"350,243,000",35,2,43,0,2,350243000,Simcoe County - (CD),"3,440","2,535",905,"1,530","1,390",135,"1,910","1,145",770
"350,243,003",35,2,43,3,2,350243003,Adjala-Tosorontio - (CCS),270,195,75,130,115,15,140,80,65
"350,243,005",35,2,43,5,2,350243005,Clearview - (CCS),500,375,125,220,205,15,285,170,110
"350,243,007",35,2,43,7,2,350243007,New Tecumseth - (CCS),220,165,50,110,100,10,110,65,45
"350,243,009",35,2,43,9,2,350243009,Springwater - (CCS),405,315,90,200,185,20,210,130,75
"350,243,014",35,2,43,14,2,350243014,Bradford West Gwillimbury - (CCS),270,190,80,85,75,10,180,110,70
"350,243,015",35,2,43,15,2,350243015,Severn - (CCS),265,180,85,115,100,15,150,85,65
"350,243,017",35,2,43,17,2,350243017,Innisfil - (CCS),240,175,65,85,80,5,155,95,60
"350,243,019",35,2,43,19,2,350243019,Ramara - (CCS),230,180,55,115,115,5,115,70,50
"350,243,021",35,2,43,21,2,350243021,Essa - (CCS),240,175,70,105,90,15,135,80,55
"350,243,023",35,2,43,23,2,350243023,Oro-Medonte - (CCS),500,370,130,240,220,20,255,150,110
"350,243,068",35,2,43,68,2,350243068,Tiny - (CCS),185,135,50,85,70,15,100,60,40
"350,243,071",35,2,43,71,2,350243071,Tay - (CCS),110,80,30,40,40,5,70,45,25
"350,300,000",35,3,0,0,3,350300000,Central Ontario Region - (CAR),"12,670","9,210","3,455","5,470","4,925",540,"7,200","4,285","2,915"
"350,312,000",35,3,12,0,3,350312000,Hastings County - (CD),"1,680","1,240",445,730,665,70,950,570,375
"350,312,001",35,3,12,1,3,350312001,Tyendinaga - (CCS),215,170,45,110,105,5,105,65,40
"350,312,005",35,3,12,5,3,350312005,Belleville - (CCS),165,130,40,85,80,10,80,50,30
"350,312,015",35,3,12,15,3,350312015,Quinte West - (CCS),375,270,100,145,135,10,230,140,90
"350,312,020",35,3,12,20,3,350312020,Stirling-Rawdon - (CCS),235,175,60,90,85,10,145,95,50
"350,312,026",35,3,12,26,3,350312026,Centre Hastings - (CCS),125,95,30,60,50,5,65,40,20
"350,312,030",35,3,12,30,3,350312030,Tweed - (CCS),190,135,55,85,75,10,105,60,45
"350,312,036",35,3,12,36,3,350312036,Madoc - (CCS),145,110,30,70,65,5,80,50,30
"350,312,046",35,3,12,46,3,350312046,Marmora - (CCS),60,40,20,25,20,0,35,20,20
"350,312,058",35,3,12,58,3,350312058,Faraday - (CCS),25,15,5,10,10,0,20,10,5
"350,312,061",35,3,12,61,3,350312061,Bancroft - (CCS),35,20,15,10,10,5,25,15,10
"350,312,065",35,3,12,65,3,350312065,Carlow/Mayo - (CCS),35,25,10,15,15,0,20,10,10
"350,312,076",35,3,12,76,3,350312076,Hastings Highlands - (CCS),70,45,25,25,25,5,40,20,20
"350,313,000",35,3,13,0,3,350313000,Prince Edward Division - (CD),775,580,200,315,290,30,460,290,170
"350,313,020",35,3,13,20,3,350313020,Prince Edward - (CCS),775,575,195,315,290,30,460,290,170
"350,314,000",35,3,14,0,3,350314000,Northumberland County - (CD),"1,570","1,155",415,660,610,50,910,545,365
"350,314,004",35,3,14,4,3,350314004,Brighton - (CCS),200,150,50,75,70,5,125,80,50
"350,314,014",35,3,14,14,3,350314014,Cramahe - (CCS),160,110,55,60,55,5,105,55,50
"350,314,019",35,3,14,19,3,350314019,Hamilton - (CCS),230,175,55,105,100,5,130,80,45
"350,314,020",35,3,14,20,3,350314020,Port Hope and Hope - (CCS),240,175,60,100,95,10,135,85,55
"350,314,024",35,3,14,24,3,350314024,Alnwick/Haldimand - (CCS),285,210,75,125,115,10,160,100,65
"350,314,045",35,3,14,45,3,350314045,"Campbellford/Seymour,Percy,Hastings - (CCS)",450,335,110,195,185,15,255,150,105
"350,315,000",35,3,15,0,3,350315000,Peterborough County - (CD),"1,700","1,245",455,735,695,45,960,555,410
"350,315,003",35,3,15,3,3,350315003,Asphodel-Norwood - (CCS),220,160,60,80,85,5,135,80,55
"350,315,005",35,3,15,5,3,350315005,Otonabee-South Monaghan - (CCS),395,290,110,175,165,10,220,125,95
"350,315,013",35,3,15,13,3,350315013,Cavan-Millbrook-North Monaghan - (CCS),290,210,75,135,130,5,150,85,65
"350,315,015",35,3,15,15,3,350315015,Smith-Ennismore-Lakefield - (CCS),300,220,80,115,110,5,185,105,75
"350,315,023",35,3,15,23,3,350315023,Douro-Dummer - (CCS),315,235,80,155,140,10,165,100,65
"350,315,030",35,3,15,30,3,350315030,Havelock-Belmont-Methuen - (CCS),100,65,35,40,30,5,65,35,30
"350,315,044",35,3,15,44,3,350315044,Galway-Cavendish and Harvey - (CCS),80,55,20,35,30,0,40,20,20
"350,316,000",35,3,16,0,3,350316000,Kawartha Lakes Division - (CD),"2,095","1,520",575,975,885,90,"1,125",635,485
"350,316,010",35,3,16,10,3,350316010,Kawartha Lakes - (CCS),"2,095","1,525",575,975,885,90,"1,125",635,485
"350,318,000",35,3,18,0,3,350318000,Durham Regional Municipality - (CD),"2,485","1,780",705,990,885,110,"1,495",895,595
"350,318,001",35,3,18,1,3,350318001,Pickering - (CCS),90,65,25,55,40,10,40,25,15
"350,318,009",35,3,18,9,3,350318009,Whitby - (CCS),120,85,35,45,40,5,75,45,30
"350,318,013",35,3,18,13,3,350318013,Oshawa - (CCS),90,70,15,40,40,0,50,30,15
"350,318,017",35,3,18,17,3,350318017,Clarington - (CCS),665,480,185,275,245,25,390,235,155
"350,318,020",35,3,18,20,3,350318020,Scugog - (CCS),565,410,150,215,200,15,345,210,130
"350,318,029",35,3,18,29,3,350318029,Uxbridge - (CCS),475,325,150,205,170,35,270,150,120
"350,318,039",35,3,18,39,3,350318039,Brock - (CCS),490,345,145,160,140,15,335,205,130
"350,319,000",35,3,19,0,3,350319000,York Regional Municipality - (CD),"1,440","1,060",380,635,545,90,805,525,285
"350,319,028",35,3,19,28,3,350319028,Vaughan - (CCS),150,125,30,80,65,10,75,55,15
"350,319,036",35,3,19,36,3,350319036,Markham - (CCS),115,95,25,55,50,5,65,45,20
"350,319,038",35,3,19,38,3,350319038,Richmond Hill - (CCS),40,30,5,30,20,0,10,5,5
"350,319,044",35,3,19,44,3,350319044,Whitchurch-Stouffville - (CCS),245,180,70,110,90,15,135,90,45
"350,319,049",35,3,19,49,3,350319049,King - (CCS),420,310,110,170,155,20,245,155,90
"350,319,054",35,3,19,54,3,350319054,East Gwillimbury - (CCS),240,175,65,105,90,15,135,85,45
"350,319,070",35,3,19,70,3,350319070,Georgina - (CCS),230,150,80,80,70,15,145,85,60
"350,344,000",35,3,44,0,3,350344000,Muskoka District Municipality - (CD),280,190,95,120,105,20,155,85,75
"350,344,002",35,3,44,2,3,350344002,Gravenhurst - (CCS),50,35,15,30,20,5,20,15,5
"350,344,018",35,3,44,18,3,350344018,Bracebridge - (CCS),65,45,25,25,25,0,40,25,20
"350,344,042",35,3,44,42,3,350344042,Huntsville - (CCS),75,50,25,35,30,5,45,20,20
"350,344,053",35,3,44,53,3,350344053,Muskoka Lakes - (CCS),90,60,30,40,35,5,50,30,25
"350,346,000",35,3,46,0,3,350346000,Haliburton County - (CD),90,65,25,45,45,10,40,20,20
"350,346,015",35,3,46,15,3,350346015,Minden Hills - (CCS),45,35,15,30,25,5,20,10,5
"350,346,024",35,3,46,24,3,350346024,Dysart and Others - (CCS),40,25,15,20,10,5,25,10,10
"350,349,000",35,3,49,0,3,350349000,Parry Sound District - (CD),545,380,170,250,215,35,295,165,130
"350,349,003",35,3,49,3,3,350349003,Seguin - (CCS),25,20,5,10,10,5,15,10,5
"350,349,014",35,3,49,14,3,350349014,Perry - (CCS),30,25,5,15,10,0,15,10,10
"350,349,019",35,3,49,19,3,350349019,Armour - (CCS),25,15,10,20,15,5,10,5,5
"350,349,024",35,3,49,24,3,350349024,Ryerson - (CCS),35,25,10,15,20,0,15,5,10
"350,349,028",35,3,49,28,3,350349028,McKellar - (CCS),45,30,15,15,10,0,30,15,10
"350,349,039",35,3,49,39,3,350349039,Whitestone - (CCS),25,20,5,15,10,0,10,10,5
"350,349,043",35,3,49,43,3,350349043,Magnetawan - (CCS),50,35,15,20,15,5,25,20,10
"350,349,046",35,3,49,46,3,350349046,Strong - (CCS),50,35,15,25,25,5,25,10,15
"350,349,054",35,3,49,54,3,350349054,Machar - (CCS),35,20,15,15,15,0,20,10,10
"350,349,060",35,3,49,60,3,350349060,Powassan - (CCS),90,70,20,30,25,0,60,45,20
"350,349,071",35,3,49,71,3,350349071,Nipissing - (CCS),65,45,20,35,30,10,30,15,15
"350,349,096",35,3,49,96,3,350349096,"Parry Sound, Unorganized, Centre Part - (CCS)",65,45,20,30,25,10,30,15,10
"350,400,000",35,4,0,0,4,350400000,Eastern Ontario Region - (CAR),"13,505","9,830","3,680","5,465","5,020",445,"8,035","4,810","3,230"
"350,401,000",35,4,1,0,4,350401000,"Stormont, Dundas and Glengarry Counties - (CD)","2,890","2,090",800,"1,065",980,85,"1,825","1,110",715
"350,401,005",35,4,1,5,4,350401005,South Glengarry - (CCS),495,375,115,210,190,20,285,185,105
"350,401,011",35,4,1,11,4,350401011,South Stormont - (CCS),320,230,90,140,130,10,180,100,75
"350,401,020",35,4,1,20,4,350401020,South Dundas - (CCS),410,300,110,150,130,15,265,165,95
"350,401,030",35,4,1,30,4,350401030,North Dundas - (CCS),660,465,190,205,195,10,450,270,180
"350,401,042",35,4,1,42,4,350401042,North Stormont - (CCS),455,325,130,155,145,10,300,185,125
"350,401,050",35,4,1,50,4,350401050,North Glengarry - (CCS),550,395,155,205,190,20,340,205,135
"350,402,000",35,4,2,0,4,350402000,Prescott and Russell United Counties - (CD),"1,775","1,275",500,575,545,30,"1,200",730,470
"350,402,001",35,4,2,1,4,350402001,East Hawkesbury - (CCS),225,165,60,80,80,0,145,90,55
"350,402,010",35,4,2,10,4,350402010,Champlain - (CCS),170,130,45,65,60,5,110,70,40
"350,402,023",35,4,2,23,4,350402023,Alfred and Plantagenet - (CCS),300,215,85,115,110,5,185,105,80
"350,402,025",35,4,2,25,4,350402025,The Nation Municipality - (CCS),595,420,180,150,145,5,445,275,170
"350,402,036",35,4,2,36,4,350402036,Clarence-Rockland - (CCS),240,175,70,90,80,5,155,90,65
"350,402,048",35,4,2,48,4,350402048,Russell - (CCS),235,170,65,75,70,5,160,100,60
"350,406,000",35,4,6,0,4,350406000,Ottawa Division - (CD),"1,855","1,365",490,830,740,85,"1,025",625,405
"350,406,008",35,4,6,8,4,350406008,Ottawa - (CCS),"1,855","1,365",485,825,745,85,"1,030",625,405
"350,407,000",35,4,7,0,4,350407000,Leeds and Grenville United Counties - (CD),"1,950","1,405",535,795,725,75,"1,150",685,465
"350,407,004",35,4,7,4,4,350407004,Edwardsburgh/Cardinal - (CCS),185,140,45,90,80,10,100,60,35
"350,407,006",35,4,7,6,4,350407006,Augusta - (CCS),200,140,65,75,65,5,125,70,55
"350,407,014",35,4,7,14,4,350407014,Elizabethtown-Kitley - (CCS),350,255,90,150,140,10,200,120,80
"350,407,017",35,4,7,17,4,350407017,Front of Yonge - (CCS),65,45,15,30,30,5,30,20,10
"350,407,021",35,4,7,21,4,350407021,Leeds and the Thousand Islands - (CCS),355,255,95,135,130,10,215,125,90
"350,407,040",35,4,7,40,4,350407040,Rideau Lakes - (CCS),375,265,105,155,140,15,215,125,90
"350,407,042",35,4,7,42,4,350407042,Athens - (CCS),85,60,25,20,15,5,65,40,25
"350,407,052",35,4,7,52,4,350407052,Merrickville-Wolford - (CCS),115,80,35,40,30,5,70,45,25
"350,407,065",35,4,7,65,4,350407065,North Grenville - (CCS),225,165,65,105,90,10,125,75,50
"350,409,000",35,4,9,0,4,350409000,Lanark County - (CD),"1,310",900,405,530,480,50,780,425,355
"350,409,001",35,4,9,1,4,350409001,Montague - (CCS),115,80,30,50,45,0,65,35,30
"350,409,010",35,4,9,10,4,350409010,Drummond/North Elmsley - (CCS),255,180,80,110,100,10,150,80,70
"350,409,015",35,4,9,15,4,350409015,Bathurst Burgess Sherbrooke - (CCS),210,145,65,95,80,10,115,65,55
"350,409,024",35,4,9,24,4,350409024,Beckwith - (CCS),145,95,55,45,40,5,100,55,45
"350,409,030",35,4,9,30,4,350409030,Mississippi Mills - (CCS),370,255,115,160,140,15,210,120,100
"350,409,039",35,4,9,39,4,350409039,Lanark Highlands - (CCS),210,145,65,80,75,5,130,75,55
"350,410,000",35,4,10,0,4,350410000,Frontenac County - (CD),995,720,275,420,385,35,575,335,245
"350,410,005",35,4,10,5,4,350410005,Frontenac Islands - (CCS),120,80,35,50,40,5,70,35,30
"350,410,010",35,4,10,10,4,350410010,Kingston - (CCS),295,205,90,115,105,10,175,100,80
"350,410,020",35,4,10,20,4,350410020,South Frontenac - (CCS),410,300,105,170,155,10,235,140,95
"350,410,035",35,4,10,35,4,350410035,Central Frontenac - (CCS),145,115,30,70,70,5,75,45,30
"350,410,045",35,4,10,45,4,350410045,North Frontenac - (CCS),30,20,10,15,10,0,15,5,10
"350,411,000",35,4,11,0,4,350411000,Lennox and Addington County - (CD),885,665,220,390,360,30,500,305,190
"350,411,005",35,4,11,5,4,350411005,Loyalist - (CCS),225,165,65,100,90,5,135,80,55
"350,411,015",35,4,11,15,4,350411015,Greater Napanee - (CCS),310,240,75,130,125,5,180,115,70
"350,411,030",35,4,11,30,4,350411030,Stone Mills - (CCS),310,240,75,145,135,15,160,105,60
"350,411,035",35,4,11,35,4,350411035,Addington Highlands - (CCS),35,20,10,15,15,0,20,10,5
"350,447,000",35,4,47,0,4,350447000,Renfrew County - (CD),"1,850","1,400",450,860,805,60,990,600,390
"350,447,003",35,4,47,3,4,350447003,McNab/Braeside - (CCS),190,145,40,90,85,5,100,60,40
"350,447,008",35,4,47,8,4,350447008,Greater Madawaska - (CCS),45,30,10,30,25,10,20,10,5
"350,447,020",35,4,47,20,4,350447020,"Brudenell, Lyndoch and Raglan - (CCS)",105,75,30,55,50,5,55,30,25
"350,447,030",35,4,47,30,4,350447030,Madawaska Valley - (CCS),40,30,5,25,25,0,15,10,10
"350,447,033",35,4,47,33,4,350447033,"Killaloe, Hagarty and Richards - (CCS)",65,55,15,40,40,5,25,15,10
"350,447,035",35,4,47,35,4,350447035,Bonnechere Valley - (CCS),150,120,30,80,75,5,70,45,30
"350,447,043",35,4,47,43,4,350447043,Admaston/Bromley - (CCS),295,230,65,130,125,5,160,105,60
"350,447,046",35,4,47,46,4,350447046,Horton - (CCS),120,90,35,55,45,5,65,40,25
"350,447,056",35,4,47,56,4,350447056,Whitewater Region - (CCS),430,320,115,175,160,15,255,155,100
"350,447,070",35,4,47,70,4,350447070,North Algona Wilberforce - (CCS),140,110,30,75,75,5,65,45,30
"350,447,075",35,4,47,75,4,350447075,Laurentian Valley - (CCS),220,160,60,95,85,5,125,75,50
"350,447,090",35,4,47,90,4,350447090,Laurentian Hills - (CCS),35,30,15,10,10,0,25,15,10
"350,500,000",35,5,0,0,5,350500000,Northern Ontario Region - (CAR),"3,825","2,670","1,150","1,505","1,360",145,"2,320","1,315","1,010"
"350,548,000",35,5,48,0,5,350548000,Nipissing District - (CD),425,275,150,145,125,20,280,150,130
"350,548,022",35,5,48,22,5,350548022,Calvin - (CCS),55,30,25,20,15,5,30,20,15
"350,548,027",35,5,48,27,5,350548027,Bonfield - (CCS),55,35,20,20,20,0,35,15,20
"350,548,031",35,5,48,31,5,350548031,Chisholm - (CCS),70,45,25,25,20,0,45,25,25
"350,548,034",35,5,48,34,5,350548034,East Ferris - (CCS),40,25,15,25,20,5,20,10,5
"350,548,055",35,5,48,55,5,350548055,West Nipissing - (CCS),205,135,75,55,55,5,150,80,70
"350,551,000",35,5,51,0,5,350551000,Manitoulin District - (CD),370,295,75,200,190,5,175,105,70
"350,551,017",35,5,51,17,5,350551017,Northeastern Manitoulin and the Islands - (CCS),315,250,65,165,160,5,150,90,55
"350,551,024",35,5,51,24,5,350551024,Gordon - (CCS),60,45,10,30,30,0,25,15,10
"350,552,000",35,5,52,0,5,350552000,Sudbury District - (CD),245,160,80,90,85,10,150,80,70
"350,552,001",35,5,52,1,5,350552001,French River - (CCS),45,35,10,25,20,5,25,15,10
"350,552,004",35,5,52,4,5,350552004,St.-Charles - (CCS),40,25,15,10,10,5,30,15,15
"350,552,013",35,5,52,13,5,350552013,Markstay-Warren - (CCS),85,55,30,35,30,5,50,20,25
"350,552,023",35,5,52,23,5,350552023,Sables-Spanish Rivers - (CCS),75,50,20,25,20,5,45,30,20
"350,553,000",35,5,53,0,5,350553000,Greater Sudbury Division - (CD),235,160,75,85,80,5,150,75,70
"350,553,005",35,5,53,5,5,350553005,Greater Sudbury - (CCS),235,160,75,85,85,5,145,75,70
"350,554,000",35,5,54,0,5,350554000,Timiskaming District - (CD),795,560,235,280,260,20,510,295,215
"350,554,012",35,5,54,12,5,350554012,Haileybury - (CCS),30,20,10,10,10,5,15,10,10
"350,554,014",35,5,54,14,5,350554014,Harris - (CCS),30,25,10,15,15,0,15,10,10
"350,554,016",35,5,54,16,5,350554016,Dymond - (CCS),50,35,15,20,15,5,35,20,10
"350,554,021",35,5,54,21,5,350554021,Hudson - (CCS),50,35,15,15,15,0,35,20,15
"350,554,024",35,5,54,24,5,350554024,Kerns - (CCS),75,50,25,30,25,0,50,25,25
"350,554,026",35,5,54,26,5,350554026,Harley - (CCS),50,35,15,15,15,0,30,20,15
"350,554,029",35,5,54,29,5,350554029,Casey - (CCS),40,35,10,15,15,0,30,25,5
"350,554,032",35,5,54,32,5,350554032,Brethour - (CCS),35,25,10,20,15,0,20,10,10
"350,554,034",35,5,54,34,5,350554034,Hilliard - (CCS),55,40,15,25,15,5,35,20,15
"350,554,036",35,5,54,36,5,350554036,Armstrong - (CCS),55,40,10,15,20,0,35,25,10
"350,554,046",35,5,54,46,5,350554046,Dack - (CCS),45,35,10,20,20,0,30,20,10
"350,554,049",35,5,54,49,5,350554049,Evanturel - (CCS),40,30,10,10,15,0,25,15,15
"350,554,054",35,5,54,54,5,350554054,Chamberlain - (CCS),35,25,10,15,15,0,20,15,10
"350,554,094",35,5,54,94,5,350554094,"Timiskaming, Unorganized, West Part - (CCS)",205,135,65,60,60,0,140,75,65
"350,556,000",35,5,56,0,5,350556000,Cochrane District - (CD),290,210,80,130,120,10,160,85,70
"350,556,027",35,5,56,27,5,350556027,Timmins - (CCS),35,25,10,10,10,0,25,15,10
"350,556,092",35,5,56,92,5,350556092,"Cochrane, Unorganized, North Part - (CCS)",250,185,70,120,110,10,130,75,60
"350,557,000",35,5,57,0,5,350557000,Algoma District - (CD),490,340,155,190,170,20,300,165,135
"350,557,008",35,5,57,8,5,350557008,St. Joseph - (CCS),65,50,20,40,35,0,30,15,15
"350,557,011",35,5,57,11,5,350557011,Laird - (CCS),40,30,10,15,10,0,30,20,10
"350,557,016",35,5,57,16,5,350557016,Johnson - (CCS),35,25,15,15,15,0,25,15,15
"350,557,019",35,5,57,19,5,350557019,Plummer Additional - (CCS),40,30,10,15,15,0,20,15,10
"350,557,035",35,5,57,35,5,350557035,Huron Shores - (CCS),100,65,35,35,30,5,70,40,30
"350,557,051",35,5,57,51,5,350557051,"Macdonald, Meredith and Aberdeen Additional - (CCS)",35,25,10,10,15,0,25,15,10
"350,557,061",35,5,57,61,5,350557061,Sault Ste. Marie - (CCS),65,45,20,25,25,5,40,20,25
"350,557,095",35,5,57,95,5,350557095,"Algoma, Unorganized, North Part - (CCS)",105,70,30,40,35,0,60,35,30
"350,558,000",35,5,58,0,5,350558000,Thunder Bay District - (CD),370,235,130,120,90,30,245,145,100
"350,558,001",35,5,58,1,5,350558001,Neebing - (CCS),40,30,15,15,10,0,30,15,10
"350,558,004",35,5,58,4,5,350558004,Thunder Bay - (CCS),40,25,15,15,10,5,25,10,10
