AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,VALMCH,NTOTTRC,TOTTRC,NTTRC20,TTRC20,VTRC20,NTTRC50,TTRC50,VTRC50,NTTRC100,TTRC100,VTRC100,NTTRC150,TTRC150,VTRC150,NTOTTRK,TOTTRK,TVALTRK,NTOTCOMB,TOTCOMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NSWTHER,SWTHER,NSPSWTH,SPSWTH,VSPSWTH,NPTSWTH,PTSWTH,VPTSWTH,NTOTBAL,TOTBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NAUTMBL,AUTMBL,VALATO,NVALOEQ,VALOEQ
350315042,35,3,15,42,3515042,HARVEY,35,"673,300",31,51,29,36,"111,700",10,13,"125,500",1,1,x,1,1,x,23,27,"68,900",6,6,0,0,0,6,6,x,7,7,3,3,x,4,4,"8,500",23,25,21,21,"39,850",4,4,"20,100",5,5,"35,800",29,37,"124,600",24,"92,850"
350315046,35,3,15,46,3515046,GALWAY AND CAVENDISH,15,"101,325",13,15,10,11,"20,300",3,3,x,1,1,x,0,0,0,9,10,"15,700",0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,x,4,4,4,4,"5,700",0,0,0,0,0,0,10,11,"21,800",13,"23,775"
350316000,35,3,16,0,3516000,VICTORIA COUNTY,"1,848","49,664,396","1,632","3,329","1,296","2,001","5,220,021",824,"1,171","8,937,590",110,127,"2,276,665",25,30,"769,000","1,283","1,621","5,151,310",505,536,273,293,"3,252,525",241,243,"278,700",221,226,79,83,"339,600",143,143,"367,946","1,082","1,133","1,058","1,078","1,877,264",52,55,"326,680",228,245,"887,535","1,500","2,143","6,392,100","1,476","13,587,460"
350316001,35,3,16,1,3516001,EMILY,229,"6,403,064",207,410,164,231,"569,800",110,162,"1,264,535",13,15,"288,000",2,2,x,143,187,"586,300",58,65,30,36,"513,200",29,29,"41,750",39,42,18,21,"71,000",21,21,x,145,155,143,146,"265,800",6,9,"59,500",35,40,"164,450",189,274,"792,679",181,"1,704,950"
350316006,35,3,16,6,3516006,OPS,261,"7,636,693",218,457,162,253,"668,901",118,175,"1,350,068",18,22,"339,200",4,7,"241,000",175,231,"862,051",67,71,38,41,"492,712",30,30,"37,350",31,33,9,10,"33,750",23,23,"80,000",145,151,144,146,"278,539",5,5,"35,000",32,35,"116,135",213,327,"1,050,777",199,"2,051,210"
350316008,35,3,16,8,3516008,MANVERS,210,"6,911,552",182,382,146,222,"623,800",97,135,"1,174,150",15,16,"375,000",8,9,"264,000",153,222,"704,680",62,67,41,45,"536,800",22,22,"27,300",23,23,7,7,"42,500",16,16,"48,132",113,117,111,111,"213,100",6,6,"27,600",24,27,"72,900",166,236,"788,250",171,"2,013,340"
350316011,35,3,16,11,3516011,MARIPOSA,385,"13,214,792",351,777,266,418,"1,093,940",217,323,"2,509,900",27,32,"716,000",4,4,"152,000",272,333,"1,111,820",132,138,83,88,"1,092,600",50,50,"53,850",34,34,13,13,"57,200",21,21,"50,250",239,248,233,238,"421,425",10,10,"55,500",63,66,"260,350",336,523,"1,516,829",343,"4,123,128"
350316016,35,3,16,16,3516016,ELDON,175,"3,900,959",151,322,118,189,"457,600",82,110,"778,141",17,21,"229,965",2,2,x,122,148,"481,374",45,48,26,27,"149,613",20,21,"22,300",15,15,7,7,x,8,8,x,94,99,91,92,"151,000",7,7,"35,080",20,22,"67,800",137,187,"482,380",134,"989,042"
350316021,35,3,16,21,3516021,FENELON,207,"4,244,855",189,362,160,245,"587,280",79,107,"729,796",6,6,"121,000",3,4,"11,000",147,171,"521,800",55,58,24,25,"171,000",33,33,"32,650",23,23,9,9,"39,200",14,14,"34,550",123,126,120,121,"198,200",5,5,"37,300",19,20,"84,650",170,219,"629,599",160,"1,046,830"
350316026,35,3,16,26,3516026,VERULAM,188,"4,429,813",170,328,144,225,"657,440",70,95,"702,450",7,7,"157,000",1,1,x,139,171,"470,260",51,53,18,18,"198,800",35,35,"40,350",36,36,11,11,"59,500",25,25,"58,250",125,131,122,126,"203,800",5,5,x,22,22,"83,100",154,208,"677,448",147,"1,090,915"
350316031,35,3,16,31,3516031,SOMERVILLE,76,"1,128,390",66,121,54,91,"230,610",21,24,"145,150",5,6,x,0,0,0,49,58,"140,025",16,16,8,8,"60,700",8,8,"10,000",7,7,1,1,x,6,6,"16,300",42,43,41,42,"70,000",1,1,x,5,5,"15,600",56,72,"201,950",53,"212,355"
350316034,35,3,16,34,3516034,BEXLEY,24,"355,415",20,32,16,23,"70,700",7,9,"69,400",0,0,0,0,0,0,12,14,"34,100",2,3,0,0,0,2,3,x,2,2,0,0,0,2,2,x,11,14,11,13,"18,400",1,1,x,1,1,x,19,23,"58,700",19,"89,315"
350316036,35,3,16,36,3516036,CARDEN,39,"739,200",32,56,25,40,"123,550",11,14,"92,500",1,1,x,1,1,x,29,33,"99,800",9,9,4,4,x,5,5,"4,950",7,7,3,3,x,4,4,"12,300",18,22,17,18,"32,000",4,4,"26,000",3,3,x,25,34,"98,200",27,"142,500"
350316039,35,3,16,39,3516039,DALTON,26,"370,688",20,35,17,27,"61,500",6,8,"89,000",0,0,0,0,0,0,19,22,"57,500",6,6,1,1,x,5,5,x,1,1,1,1,x,0,0,0,11,11,10,10,"8,100",1,1,x,1,1,x,20,22,"54,688",17,"74,600"
350316042,35,3,16,42,3516042,"LAXTON, DIGBY AND LONGFORD",28,"328,975",26,47,24,37,"74,900",6,9,"32,500",1,1,x,0,0,0,23,31,"81,600",2,2,0,0,0,2,2,x,3,3,0,0,0,3,3,x,16,16,15,15,"16,900",1,1,x,3,3,x,15,18,"40,600",25,"49,275"
350318000,35,3,18,0,3518000,DURHAM REGIONAL MUNICIPALITY,"2,495","90,301,232","2,110","4,796","1,615","2,513","7,164,142","1,204","1,911","14,904,180",239,290,"5,639,100",62,82,"2,731,865","1,711","2,338","9,352,432",590,623,418,434,"6,841,151",182,189,"290,310",256,273,107,115,"439,541",153,158,"404,521","1,169","1,235","1,147","1,190","2,497,743",45,45,"302,422",361,406,"1,588,448","2,056","3,197","12,109,516","1,930","26,035,861"
350318001,35,3,18,1,3518001,PICKERING,176,"7,213,084",146,329,105,149,"394,702",89,140,"1,160,218",21,28,"504,100",10,12,"338,777",131,208,"1,214,893",51,54,44,45,"620,989",8,9,x,30,32,9,9,x,23,23,"62,171",76,81,74,78,"190,009",3,3,"25,722",28,35,"101,998",124,185,"700,127",137,"1,855,278"
350318005,35,3,18,5,3518005,AJAX,44,"2,046,465",37,104,29,55,"151,850",21,37,"279,200",6,7,"102,000",5,5,"186,000",30,51,"188,800",12,14,10,11,"273,000",3,3,x,3,3,1,1,x,2,2,x,15,16,15,15,"36,600",1,1,x,5,5,"30,000",37,60,"232,700",31,"544,615"
350318009,35,3,18,9,3518009,WHITBY,152,"5,513,489",119,277,87,136,"414,500",61,113,"699,400",12,21,"391,000",2,7,x,92,147,"629,900",25,29,18,21,"383,000",8,8,x,12,16,8,11,"63,000",4,5,x,48,59,48,59,"120,350",0,0,0,14,17,"84,700",115,192,"770,755",115,"1,677,684"
350318013,35,3,18,13,3518013,OSHAWA,100,"4,136,450",80,202,59,103,"365,420",53,81,"635,000",14,17,"309,500",1,1,x,70,104,"491,500",22,23,17,18,"381,500",5,5,x,10,12,1,3,x,9,9,x,42,45,40,43,"116,800",2,2,x,13,15,"36,500",76,117,"562,300",76,"1,095,230"
350318017,35,3,18,17,3518017,NEWCASTLE,665,"21,978,196",570,"1,226",452,702,"1,976,600",286,439,"3,197,445",53,68,"1,570,500",13,17,"528,500",440,613,"2,361,250",136,142,72,74,"1,461,800",67,68,"112,850",49,51,18,18,"45,986",32,33,"58,850",282,295,278,286,"525,449",9,9,"53,000",75,85,"300,800",559,877,"3,237,151",535,"6,548,015"
350318020,35,3,18,20,3518020,SCUGOG,513,"19,340,779",456,"1,022",343,518,"1,527,450",262,423,"3,328,144",53,63,"1,157,100",13,18,"799,825",367,479,"1,821,194",135,143,102,104,"1,358,900",35,39,"37,526",54,56,24,24,"100,505",31,32,"88,875",275,284,271,274,"634,185",10,10,"71,500",80,88,"383,850",445,671,"2,585,726",371,"5,445,999"
350318029,35,3,18,29,3518029,UXBRIDGE,431,"14,857,227",349,809,275,465,"1,337,820",193,294,"2,491,573",33,38,"742,500",9,12,"348,263",280,368,"1,493,745",106,112,82,86,"1,029,662",25,26,"47,129",36,39,12,14,"46,250",24,25,"62,325",197,207,194,199,"419,572",8,8,"53,400",66,74,"249,350",351,596,"2,341,657",328,"4,193,981"
350318039,35,3,18,39,3518039,BROCK,414,"15,215,542",353,827,265,385,"995,800",239,384,"3,113,200",47,48,"862,400",9,10,"200,500",301,368,"1,151,150",103,106,73,75,"1,332,300",31,31,"41,305",62,64,34,35,"140,100",28,29,"85,300",234,248,227,236,"454,778",12,12,"83,300",80,87,"401,250",349,499,"1,679,100",337,"4,675,059"
350319000,35,3,19,0,3519000,YORK REGIONAL MUNICIPALITY,"1,741","76,144,147","1,472","3,661","1,162","1,996","6,753,375",814,"1,326","11,183,321",204,243,"4,844,829",70,96,"2,816,550","1,217","1,911","8,586,420",396,430,337,359,"6,219,124",68,71,"165,960",228,237,119,121,"547,591",114,116,"355,773",672,730,655,690,"1,385,792",40,40,"277,300",216,243,"1,152,760","1,344","2,214","9,633,870","1,240","22,221,482"
350319028,35,3,19,28,3519028,VAUGHAN,200,"8,687,122",186,458,150,243,"773,000",102,171,"1,305,111",26,30,"518,085",13,14,"322,800",136,219,"1,020,384",64,71,59,65,"753,805",6,6,"9,450",53,53,30,30,"134,310",23,23,"69,470",91,97,86,91,"223,180",6,6,"52,000",33,38,"178,632",145,248,"1,205,950",137,"2,120,945"
350319036,35,3,19,36,3519036,MARKHAM,200,"10,050,880",149,426,116,190,"709,300",98,170,"1,348,800",34,38,"753,500",15,28,"754,000",132,249,"1,125,750",55,62,52,57,"1,468,000",5,5,x,22,22,11,11,"47,000",11,11,"24,200",60,61,58,59,"146,300",2,2,x,23,31,"129,400",149,240,"1,052,325",127,"2,465,505"
350319038,35,3,19,38,3519038,RICHMOND HILL,68,"3,730,791",63,173,53,97,"295,835",32,57,"452,600",8,11,"208,000",5,8,"281,750",51,90,"366,100",22,24,19,21,"391,000",3,3,"2,500",7,8,3,4,x,4,4,x,33,37,33,36,"84,800",1,1,x,7,9,"54,500",49,76,"290,175",58,"1,279,731"
350319044,35,3,19,44,3519044,WHITCHURCH-STOUFFVILLE,246,"8,350,452",203,468,167,284,"896,800",102,154,"1,220,100",22,22,"403,000",6,8,x,167,259,"1,055,550",46,50,34,35,"649,000",14,15,x,20,21,8,8,"24,600",13,13,"29,900",76,81,76,80,"115,872",1,1,x,30,34,"85,400",197,341,"1,394,000",170,"2,206,980"
350319046,35,3,19,46,3519046,AURORA,37,"1,035,450",29,59,21,30,"100,000",15,22,"179,500",5,7,"41,300",0,0,0,19,24,"134,250",4,4,4,4,"27,000",0,0,0,4,4,2,2,x,2,2,x,15,18,15,16,"41,650",2,2,x,2,2,x,29,49,"238,700",23,"236,550"
350319048,35,3,19,48,3519048,NEWMARKET,23,"801,900",20,45,13,20,"81,400",14,20,"175,500",4,4,"50,000",1,1,x,17,20,"105,700",6,6,4,4,"52,000",2,2,x,2,2,2,2,x,0,0,0,14,16,14,16,"33,000",0,0,0,5,6,x,15,25,"89,200",12,"149,200"
350319049,35,3,19,49,3519049,KING,492,"22,813,723",421,"1,099",328,627,"2,266,485",241,399,"3,540,510",51,59,"1,245,244",11,14,"386,500",357,547,"2,592,245",92,101,78,83,"1,225,019",16,18,"87,500",75,80,40,40,"234,531",38,40,"138,903",166,188,159,171,"361,640",17,17,"127,800",47,51,"228,924",378,653,"3,143,700",367,"7,234,722"
350319054,35,3,19,54,3519054,EAST GWILLIMBURY,290,"12,903,857",243,535,186,275,"915,605",131,203,"1,766,700",32,46,"1,150,700",10,11,"389,500",200,300,"1,444,966",53,56,43,44,"863,200",12,12,"16,100",26,26,14,14,"42,350",12,12,"33,500",121,129,119,124,"202,300",5,5,"23,000",47,49,"371,450",234,354,"1,431,770",211,"4,252,716"
350319070,35,3,19,70,3519070,GEORGINA,185,"7,769,972",158,398,128,230,"714,950",79,130,"1,194,500",22,26,"475,000",9,12,"405,000",138,203,"741,475",54,56,44,46,"790,100",10,10,"12,060",19,21,9,10,"35,000",11,11,"41,800",96,103,95,97,"177,050",6,6,"34,000",22,23,"85,854",148,228,"788,050",135,"2,275,133"
350320000,35,3,20,0,3520000,TORONTO METROPOLITAN MUNICIPAL.,124,"2,520,020",99,175,73,101,"246,000",48,62,"385,700",9,11,"88,800",1,1,x,62,81,"367,350",14,15,8,8,"141,000",6,7,"26,600",6,6,3,3,x,3,3,x,27,28,23,24,"38,100",4,4,"12,200",7,7,x,38,53,"253,325",104,"896,645"
350320001,35,3,20,1,3520001,SCARBOROUGH,32,"1,068,450",28,56,20,31,"75,700",14,20,"158,500",3,4,"36,000",1,1,x,22,33,"181,050",5,5,4,4,"109,000",1,1,x,0,0,0,0,0,0,0,0,4,4,4,4,x,0,0,0,2,2,x,10,13,"65,400",28,"412,100"
350320004,35,3,20,4,3520004,TORONTO,43,"724,475",32,59,27,37,"66,000",14,18,"115,500",4,4,x,0,0,0,21,24,"99,900",2,2,0,0,0,2,2,x,0,0,0,0,0,0,0,0,11,12,10,11,"15,400",1,1,x,0,0,0,17,27,"144,475",34,"254,400"
350320008,35,3,20,8,3520008,NORTH YORK,16,"233,260",13,18,9,11,"27,500",6,7,"43,700",0,0,0,0,0,0,3,3,x,1,1,0,0,0,1,1,x,3,3,1,1,x,2,2,x,5,5,3,3,x,2,2,x,2,2,x,5,5,"13,950",10,"90,610"
350320019,35,3,20,19,3520019,ETOBICOKE,33,"493,835",26,42,17,22,"76,800",14,17,"68,000",2,3,x,0,0,0,16,21,x,6,7,4,4,"32,000",2,3,x,3,3,2,2,x,1,1,x,7,7,6,6,"9,200",1,1,x,3,3,"4,000",6,8,"29,500",32,"139,535"
350344000,35,3,44,0,3544000,MUSKOKA DISTRICT MUNICIPALITY,226,"3,709,968",185,311,146,210,"731,731",66,80,"498,900",11,13,x,4,8,x,144,169,"619,090",19,19,7,7,"31,100",12,12,"11,650",17,19,5,5,x,12,14,"16,525",105,110,98,101,"156,575",9,9,"44,230",24,24,"70,970",146,187,"527,195",156,"878,727"
350344002,35,3,44,2,3544002,GRAVENHURST,41,"614,440",33,56,26,38,"127,150",11,15,"126,200",2,3,x,0,0,0,27,29,"96,150",2,2,2,2,x,0,0,0,1,1,1,1,x,0,0,0,21,21,19,19,"31,700",2,2,x,5,5,"24,260",25,30,"45,300",24,"125,280"
350344018,35,3,44,18,3544018,BRACEBRIDGE,50,"939,675",39,67,31,43,"137,500",14,16,"101,400",4,5,x,1,3,x,32,39,"171,100",3,3,2,2,x,1,1,x,7,9,3,3,x,4,6,"7,500",21,24,20,23,"42,050",1,1,x,7,7,"19,210",36,46,"148,750",34,"226,465"
350344042,35,3,44,42,3544042,HUNTSVILLE,69,"1,036,382",56,84,44,61,"238,925",17,19,"114,000",1,1,x,2,3,x,40,50,"200,200",6,6,2,2,x,4,4,x,5,5,0,0,0,5,5,x,26,26,25,25,"29,225",1,1,x,5,5,"13,500",39,54,"162,595",44,"245,362"
350344053,35,3,44,53,3544053,MUSKOKA LAKES,66,"1,119,471",57,104,45,68,"228,156",24,30,"157,300",4,4,"18,775",1,2,x,45,51,"151,640",8,8,1,1,x,7,7,"7,500",4,4,1,1,x,3,3,x,37,39,34,34,"53,600",5,5,"23,730",7,7,"14,000",46,57,"170,550",54,"281,620"
350346000,35,3,46,0,3546000,HALIBURTON COUNTY,92,"1,046,382",74,109,65,92,"252,300",15,15,"46,800",1,2,x,0,0,0,58,66,"185,000",4,4,0,0,0,4,4,"4,000",10,12,1,1,x,9,11,x,41,42,41,42,"53,707",0,0,0,2,2,x,65,79,"283,400",59,"208,025"
350346006,35,3,46,6,3546006,MONMOUTH,19,"169,275",13,20,12,17,"31,500",3,3,"7,000",0,0,0,0,0,0,9,10,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,"10,600",0,0,0,0,0,0,13,16,"50,100",12,"35,075"
350346012,35,3,46,12,3546012,SNOWDON,15,"157,075",14,22,11,17,"47,600",3,3,x,1,2,x,0,0,0,9,9,"15,100",1,1,0,0,0,1,1,x,3,5,0,0,0,3,5,x,7,8,7,8,"9,800",0,0,0,1,1,x,11,12,"40,700",12,"29,875"
350346016,35,3,46,16,3546016,"ANSON, HINDON AND MINDEN",35,"379,332",28,40,25,36,"97,000",4,4,"18,500",0,0,0,0,0,0,22,28,"77,000",2,2,0,0,0,2,2,x,5,5,0,0,0,5,5,x,20,20,20,20,"20,807",0,0,0,0,0,0,25,30,"108,950",19,"52,675"
350346021,35,3,46,21,3546021,STANHOPE,11,"229,100",9,14,8,10,"48,200",4,4,"16,000",0,0,0,0,0,0,9,10,"39,300",1,1,0,0,0,1,1,x,0,0,0,0,0,0,0,0,4,4,4,4,x,0,0,0,1,1,x,8,9,"40,400",8,"73,700"
350346024,35,3,46,24,3546024,DYSART AND OTHERS,12,"111,600",10,13,9,12,"28,000",1,1,x,0,0,0,0,0,0,9,9,"18,600",0,0,0,0,0,0,0,0,2,2,1,1,x,1,1,x,3,3,3,3,x,0,0,0,0,0,0,8,12,"43,250",8,"16,700"
350349000,35,3,49,0,3549000,PARRY SOUND DISTRICT,491,"9,112,113",443,840,382,605,"1,578,679",171,215,"1,370,600",14,14,"126,700",6,6,"23,300",310,360,"1,091,807",72,75,32,33,"145,100",42,42,"41,825",63,64,24,24,"71,250",39,40,"97,450",309,322,308,316,"507,899",6,6,"32,650",38,41,"86,850",343,447,"1,313,398",390,"2,624,605"
350349001,35,3,49,1,3549001,HUMPHREY,12,"104,700",10,18,10,17,"37,000",0,0,0,1,1,x,0,0,0,4,5,"6,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,x,0,0,0,1,1,x,7,9,"31,700",5,"20,200"
350349005,35,3,49,5,3549005,THE ARCHIPELAGO,15,"274,935",14,24,11,18,"52,000",5,5,"48,300",0,0,0,1,1,x,11,14,"41,600",1,1,0,0,0,1,1,x,2,2,1,1,x,1,1,x,7,7,7,7,x,0,0,0,1,2,x,12,15,"47,700",12,"64,635"
350349009,35,3,49,9,3549009,CHRISTIE,13,"182,850",12,27,11,24,"69,000",2,2,x,1,1,x,0,0,0,9,9,"31,700",1,1,0,0,0,1,1,x,0,0,0,0,0,0,0,0,10,10,10,10,"11,750",0,0,0,1,1,x,4,4,"16,000",10,"35,300"
350349014,35,3,49,14,3549014,PERRY,13,"156,100",10,15,7,9,"27,800",6,6,"21,900",0,0,0,0,0,0,11,14,"40,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,x,0,0,0,1,1,x,9,10,"19,300",9,"40,700"
350349019,35,3,49,19,3549019,ARMOUR,31,"440,617",26,43,24,35,"110,800",6,7,"45,100",0,0,0,1,1,x,16,17,"44,317",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,x,16,16,16,16,"26,650",0,0,0,2,2,x,19,25,"94,700",24,"110,550"
350349024,35,3,49,24,3549024,RYERSON,24,"630,100",22,48,16,28,"76,800",12,18,"137,500",2,2,x,0,0,0,14,20,"87,200",8,8,4,4,"14,500",4,4,"4,800",2,2,1,1,x,1,1,x,16,17,16,16,"29,300",1,1,x,2,2,x,19,25,"82,600",22,"149,300"
350349028,35,3,49,28,3549028,MCKELLAR,20,"216,000",18,27,14,20,"57,700",6,6,"17,800",1,1,x,0,0,0,8,9,"19,800",0,0,0,0,0,0,0,0,3,3,1,1,x,2,2,x,10,11,10,11,"14,400",0,0,0,0,0,0,14,18,"51,500",15,"48,700"
350349031,35,3,49,31,3549031,MCDOUGALL,12,"314,470",9,21,7,12,"59,500",4,7,"53,500",2,2,x,0,0,0,10,13,"42,500",1,1,0,0,0,1,1,x,1,1,0,0,0,1,1,x,7,8,7,8,"16,300",0,0,0,2,2,x,6,6,"24,000",7,"90,870"
350349039,35,3,49,39,3549039,HAGERMAN,11,"198,400",10,15,9,10,"26,800",5,5,"39,500",0,0,0,0,0,0,7,10,"27,800",0,0,0,0,0,0,0,0,3,3,1,1,x,2,2,x,4,4,4,4,"6,300",0,0,0,0,0,0,8,9,"22,400",8,"69,100"
350349042,35,3,49,42,3549042,CHAPMAN,30,"697,550",28,54,24,37,"104,500",12,16,"149,000",1,1,x,0,0,0,18,21,"69,300",7,8,5,5,x,3,3,x,7,8,1,1,x,6,7,"27,100",16,19,16,18,"30,100",1,1,x,3,4,"16,600",24,34,"85,500",26,"163,650"
350349046,35,3,49,46,3549046,STRONG,43,"720,620",39,70,35,54,"145,800",14,16,"118,500",0,0,0,0,0,0,25,28,"95,500",7,7,1,1,x,6,6,"5,750",6,6,1,1,x,5,5,"6,350",25,26,25,26,"31,350",0,0,0,2,2,x,33,46,"112,195",32,"197,175"
350349051,35,3,49,51,3549051,JOLY,17,"162,960",13,18,11,16,"59,360",2,2,x,0,0,0,0,0,0,12,13,"24,800",3,3,0,0,0,3,3,x,0,0,0,0,0,0,0,0,9,9,9,9,"10,100",0,0,0,0,0,0,12,14,"33,500",8,"29,700"
350349054,35,3,49,54,3549054,MACHAR,11,"166,475",10,18,10,16,"49,019",2,2,x,0,0,0,0,0,0,6,7,"16,152",2,2,0,0,0,2,2,x,1,1,1,1,x,0,0,0,6,6,6,6,"16,099",0,0,0,1,1,x,8,14,"33,605",7,"36,150"
350349059,35,3,49,59,3549059,SOUTH HIMSWORTH,80,"2,266,876",73,148,61,84,"206,000",45,60,"377,400",3,3,x,1,1,x,57,62,"228,138",19,21,11,12,"83,200",9,9,x,21,21,9,9,"38,000",12,12,"27,150",53,56,53,56,"123,525",0,0,0,10,10,"31,375",66,82,"279,998",72,"833,615"
350349066,35,3,49,66,3549066,NORTH HIMSWORTH,18,"213,140",15,29,12,20,"37,300",5,8,"34,000",0,0,0,1,1,x,10,10,"23,700",1,1,1,1,x,0,0,0,1,1,1,1,x,0,0,0,12,14,12,12,"15,100",2,2,x,1,1,x,13,18,"32,200",14,"58,690"
350349071,35,3,49,71,3549071,NIPISSING,51,"797,820",49,95,43,69,"144,550",23,25,"104,300",1,1,x,0,0,0,32,35,"86,200",8,8,4,4,"11,600",4,4,"5,000",4,4,1,1,x,3,3,x,37,37,36,36,"70,750",1,1,x,5,5,"8,175",39,53,"158,400",43,"183,595"
350349096,35,3,49,96,3549096,"PARRY SOUND, UNO, CENTRE PART",90,"1,568,500",85,170,77,136,"314,750",22,30,"195,300",2,2,x,2,2,x,60,73,"206,900",14,14,6,6,"17,300",8,8,"8,850",11,11,6,6,"11,750",5,5,"14,100",68,69,68,68,"90,275",1,1,x,6,7,"10,200",50,65,"188,100",76,"492,675"
350400000,35,4,0,0,3500000,EASTERN ONT. REGION EST D'ONT.,"12,905","472,572,923","11,684","24,953","8,995","13,232","38,961,469","6,437","10,173","90,004,745","1,117","1,281","26,136,459",240,267,"8,180,557","8,836","10,582","36,502,188","3,200","3,291","1,444","1,483","21,051,190","1,781","1,808","3,156,416","1,912","2,018",902,912,"4,474,800","1,071","1,106","2,807,673","8,185","8,464","8,047","8,241","16,153,348",223,223,"1,243,830","2,898","3,186","14,881,982","10,511","14,519","49,796,124","10,649","159,222,142"
350401000,35,4,1,0,3501000,GLENGARRY COUNTY,976,"42,087,669",893,"2,063",662,953,"2,709,725",586,966,"8,776,082",106,119,"2,590,028",24,25,"753,500",636,718,"2,369,204",235,243,142,144,"2,523,500",99,99,"182,250",167,176,84,84,"422,960",89,92,"257,749",631,646,623,636,"1,136,117",10,10,"57,000",242,263,"1,337,417",807,"1,101","3,879,764",811,"15,092,373"
350401001,35,4,1,1,3501001,LANCASTER,225,"11,539,735",205,514,145,201,"586,650",146,263,"2,274,400",35,37,"823,500",12,13,"474,000",149,169,"606,550",74,77,48,49,"1,011,950",28,28,x,37,39,14,14,"54,210",23,25,"55,800",142,143,141,142,"258,150",1,1,x,57,59,"265,450",198,276,"963,350",183,"4,091,725"
350401006,35,4,1,6,3501006,CHARLOTTENBURGH,270,"9,769,817",244,531,181,253,"633,550",152,241,"2,219,000",27,30,"569,400",7,7,"155,500",172,194,"581,000",46,47,22,22,"362,100",25,25,"34,500",29,29,14,14,"32,200",15,15,"54,500",173,177,170,173,"266,378",4,4,"32,300",66,76,"314,650",217,306,"1,076,150",226,"3,438,589"
350401011,35,4,1,11,3501011,KENYON,195,"9,103,148",176,419,136,199,"554,600",117,196,"1,811,600",20,22,"638,000",2,2,x,126,138,"484,050",44,48,24,25,"594,300",23,23,"39,400",39,40,23,23,"179,150",17,17,"61,400",119,122,117,120,"240,339",2,2,x,52,56,"342,250",160,217,"733,200",168,"3,371,859"
350401016,35,4,1,16,3501016,LOCHIEL,286,"11,674,969",268,599,200,300,"934,925",171,266,"2,471,082",24,30,"559,128",3,3,x,189,217,"697,604",71,71,48,48,"555,150",23,23,x,62,68,33,33,"157,400",34,35,"86,049",197,204,195,201,"371,250",3,3,x,67,72,"415,067",232,302,"1,107,064",234,"4,190,200"
350402000,35,4,2,0,3502000,PRESCOTT COUNTY,973,"50,345,206",894,"2,147",650,922,"2,984,626",615,"1,005","9,507,125",159,175,"3,839,800",41,45,"1,574,500",670,780,"3,056,149",308,319,199,205,"2,473,400",112,114,"284,225",267,275,164,164,"1,035,195",109,111,"286,350",629,651,617,636,"1,386,000",15,15,"81,500",279,305,"1,833,350",815,"1,067","3,972,680",804,"18,030,306"
350402001,35,4,2,1,3502001,EAST HAWKESBURY,210,"9,343,578",192,486,155,235,"694,000",133,223,"1,997,400",19,22,"428,000",6,6,"104,500",139,159,"602,750",51,52,37,38,"235,000",14,14,"23,450",42,42,28,28,"135,500",14,14,"48,700",147,152,144,149,"306,900",3,3,"19,000",59,66,"316,600",174,226,"803,064",169,"3,628,714"
350402006,35,4,2,6,3502006,WEST HAWKESBURY,102,"3,812,655",92,210,74,106,"315,825",53,91,"939,000",12,12,"279,500",1,1,x,73,82,"306,200",15,15,6,6,"40,000",9,9,x,19,19,11,11,"66,800",8,8,"24,700",63,64,62,63,"129,150",1,1,x,31,35,"162,850",85,130,"441,400",93,"1,083,630"
350402012,35,4,2,12,3502012,CALEDONIA,167,"9,240,808",150,342,108,149,"440,601",97,143,"1,392,900",36,39,"911,500",9,11,"298,000",125,140,"500,600",65,66,48,48,"577,000",18,18,"43,875",54,56,34,34,"280,900",20,22,"53,350",97,97,94,94,"203,600",3,3,"16,000",46,49,"359,050",149,194,"792,627",134,"3,370,805"
350402016,35,4,2,16,3502016,LONGUEUIL,63,"4,374,515",63,146,43,56,"217,300",46,72,"755,750",14,14,"355,000",4,4,"258,000",44,55,"206,300",20,20,14,14,"249,000",6,6,x,15,15,9,9,"57,000",6,6,x,47,51,46,49,"124,550",2,2,x,19,19,"180,500",56,79,"280,900",57,"1,651,665"
350402021,35,4,2,21,3502021,ALFRED,121,"6,502,945",110,277,74,108,"408,000",83,139,"1,312,700",23,26,"677,500",4,4,x,64,75,"316,100",44,46,32,34,"442,500",12,12,"21,050",44,46,28,28,"188,825",18,18,"46,500",90,93,89,90,"196,100",3,3,x,32,33,"197,750",96,119,"380,275",88,"2,206,645"
350402026,35,4,2,26,3502026,SOUTH PLANTAGENET,176,"10,560,530",164,430,123,180,"566,700",120,199,"1,858,500",35,39,"808,300",10,12,"570,500",139,162,"616,200",71,75,38,40,"502,400",34,35,"116,900",56,58,40,40,"234,370",18,18,x,108,114,106,112,"236,900",2,2,x,56,63,"332,200",152,192,"836,500",162,"3,834,460"
