AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
240984985,24,9,84,985,2484985,"ABITIBI, PARTIE GUYENNE",41,"3,842,314","2,027,200","900,544","914,570",0,1,8,12,19,1,0,24,9,10,0,0,0,0,0,1,3,1,1,0,0,0,0,26,"3,566",3,45,25,"3,521",0,0,2,3,3,1,4,2,7,4
240998000,24,9,98,0,2498000,TERRITOIRE-DU-NOUVEAU-QUEBEC,21,"1,765,883","919,027","368,704","478,152",0,0,9,7,4,1,0,13,0,10,0,0,0,0,1,0,1,1,1,0,0,1,0,9,"1,563",0,0,9,"1,563",0,0,0,0,0,1,2,0,5,1
240998400,24,9,98,400,2498400,BAIE-JAMES,21,"1,765,883","919,027","368,704","478,152",0,0,9,7,4,1,0,13,0,10,0,0,0,0,1,0,1,1,1,0,0,1,0,9,"1,563",0,0,9,"1,563",0,0,0,0,0,1,2,0,5,1
241000000,24,10,0,0,2400000,N. DE MONTREAL - N. OF MONTREAL,"4,846","923,095,104","648,553,020","166,421,565","108,120,519",29,115,355,"1,155","1,608","1,340",244,"3,889","1,308",221,369,246,30,186,250,666,462,151,61,7,83,4,19,"1,484","254,037",286,"26,655","1,269","227,382",39,55,69,77,80,53,145,107,377,482
241049000,24,10,49,0,2449000,BERTHIER,721,"139,270,895","92,390,435","27,499,621","19,380,839",5,9,48,182,244,199,34,588,292,28,27,73,4,22,69,22,34,17,9,0,8,1,3,221,"35,159",57,"4,165",175,"30,994",9,9,11,10,18,6,18,23,61,56
241049140,24,10,49,140,2449140,SAINT-ANTOINE-DE-LAVALTRIE,82,"15,030,985","10,770,917","3,953,423","306,645",1,1,7,26,20,23,4,60,7,0,3,1,0,1,33,11,3,1,0,0,1,0,0,37,"5,844",10,"1,030",27,"4,814",1,1,3,2,3,0,5,2,8,12
241049200,24,10,49,200,2449200,LANORAIE-D'AUTRAY,72,"18,872,922","12,953,100","5,498,730","421,092",1,2,3,13,19,25,9,62,7,0,1,3,1,2,32,4,8,4,0,0,4,0,0,25,"3,297",8,628,17,"2,669",1,1,1,3,4,0,4,1,6,4
241049240,24,10,49,240,2449240,SAINTE-GENEVIEVE-DE-BERTHIER,81,"13,644,084","8,993,803","2,711,701","1,938,580",1,2,6,22,25,22,3,61,32,5,6,2,1,7,1,1,5,1,1,0,0,0,1,22,"4,439",5,830,17,"3,609",1,1,0,0,2,1,0,1,6,10
241049270,24,10,49,270,2449270,SAINT-IGNACE-DE-LOYOLA,29,"3,474,535","2,146,500","642,784","685,251",0,1,4,10,11,3,0,17,12,3,0,1,0,0,0,1,0,0,0,0,0,0,0,11,"1,930",1,6,10,"1,924",1,0,1,0,0,0,0,1,6,2
241049280,24,10,49,280,2449280,LA VISITATION-DE-LA-STE-VIERGE,27,"5,127,784","3,142,300","1,102,795","882,689",0,0,1,8,8,9,1,24,19,1,0,1,2,0,0,0,1,0,0,0,0,0,0,5,723,1,3,5,720,0,0,0,0,0,1,0,3,1,0
241049320,24,10,49,320,2449320,SAINT-BARTHELEMI,97,"20,366,557","13,063,385","3,715,863","3,587,309",1,2,1,15,40,34,4,87,67,2,1,8,0,5,0,1,3,0,0,0,0,0,0,32,"4,983",10,472,25,"4,511",0,2,1,0,5,1,4,5,7,7
241049360,24,10,49,360,2449360,SAINT-CUTHBERT,126,"22,417,629","14,457,585","4,219,106","3,740,938",0,0,16,26,51,30,3,107,79,4,5,3,0,5,2,2,4,3,1,0,2,0,0,29,"3,743",13,566,20,"3,177",4,1,4,1,0,0,4,3,7,5
241049380,24,10,49,380,2449380,SAINT-NORBERT,71,"16,266,020","11,017,000","2,341,242","2,907,778",0,0,4,15,22,25,5,61,29,6,7,11,0,2,0,1,0,5,5,0,0,1,1,20,"3,903",4,25,18,"3,878",0,2,1,0,0,0,0,3,4,10
241049450,24,10,49,450,2449450,SAINT-GABRIEL-DE-BRANDON,86,"15,192,997","10,041,605","2,139,585","3,011,807",0,0,5,29,33,16,3,72,30,3,1,34,0,0,1,0,3,0,0,0,0,0,0,24,"3,350",4,345,21,"3,005",0,1,0,2,4,3,1,3,7,3
241049500,24,10,49,500,2449500,SAINT-CHARLES-DE-MANDEVILLE,15,"2,506,041","1,984,740","246,000","275,301",0,1,0,7,4,2,1,11,4,1,1,1,0,0,0,0,2,2,1,0,1,0,1,6,"1,200",0,0,6,"1,200",0,0,0,0,0,0,0,0,6,0
241049540,24,10,49,540,2449540,SAINT-DAMIEN,35,"6,371,341","3,819,500","928,392","1,623,449",1,0,1,11,11,10,1,26,6,3,2,8,0,0,0,1,5,1,1,0,0,0,0,10,"1,747",1,260,9,"1,487",1,0,0,2,0,0,0,1,3,3
241058000,24,10,58,0,2458000,JOLIETTE,934,"185,248,466","123,333,084","33,300,954","28,614,428",4,29,78,196,287,289,51,773,319,48,77,116,1,34,89,14,48,27,13,1,13,0,6,279,"48,268",54,"5,315",234,"42,953",10,11,17,15,8,9,24,19,67,99
241058110,24,10,58,110,2458110,SAINT-THOMAS,126,"32,415,179","21,258,424","7,861,443","3,295,312",0,4,14,10,32,54,12,110,37,3,9,1,1,3,47,2,1,6,3,1,2,0,2,37,"5,844",8,882,31,"4,962",2,3,2,3,1,2,3,2,9,10
241058240,24,10,58,240,2458240,JOLIETTE,174,"29,852,195","20,874,005","5,660,709","3,317,481",0,4,15,42,59,46,8,141,51,11,15,5,0,12,15,8,18,6,3,0,3,0,1,60,"11,787",8,"1,197",53,"10,590",0,1,5,3,1,2,4,0,15,29
241058310,24,10,58,310,2458310,SAINT-AMBROISE-DE-KILDARE,117,"22,341,428","14,092,701","3,786,165","4,462,562",1,5,3,30,34,38,6,96,57,8,16,2,0,1,2,2,7,1,1,0,0,0,0,32,"5,008",7,510,27,"4,498",0,2,2,1,1,2,5,4,7,8
241058350,24,10,58,350,2458350,SAINTE-MARCELLINE-DE-KILDARE,18,"1,299,665","891,700","185,595","222,370",1,2,4,5,6,0,0,11,5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,5,636,0,0,5,636,0,0,1,0,1,0,0,1,2,0
241058370,24,10,58,370,2458370,SAINTE-MELANIE,53,"13,053,069","8,761,344","2,108,789","2,182,936",0,2,2,10,18,19,2,47,22,1,4,4,0,2,10,0,4,0,0,0,0,0,0,9,"1,762",1,154,9,"1,608",1,0,0,0,1,0,0,0,2,5
241058400,24,10,58,400,2458400,NOTRE-DAME-DE-LOURDES,41,"8,408,083","5,821,310","2,051,730","535,043",1,2,2,2,16,17,1,32,10,2,0,1,0,5,12,0,1,1,1,0,0,0,0,10,"2,255",2,375,8,"1,880",0,0,0,0,0,1,1,1,3,4
241058420,24,10,58,420,2458420,SAINTE-ELIZABETH,124,"27,535,458","17,666,702","5,217,401","4,651,355",0,2,10,24,32,46,10,103,65,6,10,8,0,9,0,1,1,3,1,0,2,0,1,35,"4,542",14,735,22,"3,807",4,2,4,2,2,0,4,2,7,8
241058480,24,10,58,480,2458480,SAINT-FELIX-DE-VALOIS,173,"33,714,204","22,705,418","4,129,457","6,879,329",0,5,13,42,60,45,8,143,41,6,14,68,0,2,1,0,5,6,2,0,4,0,1,53,"9,708",8,556,46,"9,152",2,3,2,3,0,1,3,3,15,21
241058510,24,10,58,510,2458510,SAINT-JEAN-DE-MATHA,71,"11,973,865","8,265,736","1,368,815","2,339,314",0,0,11,19,19,18,4,62,21,3,8,23,0,0,0,0,5,2,2,0,0,0,1,23,"3,486",5,856,18,"2,630",1,0,0,3,1,1,4,3,4,6
241058550,24,10,58,550,2458550,SAINTE-BEATRIX,23,"3,641,618","2,290,370","786,550","564,698",1,0,3,5,8,6,0,18,6,3,1,4,0,0,1,0,2,1,0,0,1,0,0,7,"1,630",0,0,7,"1,630",0,0,0,0,0,0,0,3,0,4
241058640,24,10,58,640,2458640,SAINTE-EMELIE-DE-L'ENERGIE,14,"1,013,702","705,374","144,300","164,028",0,3,1,7,3,0,0,10,4,2,0,0,0,0,0,0,3,1,0,0,1,0,0,8,"1,610",1,50,8,"1,560",0,0,1,0,0,0,0,0,3,4
241061000,24,10,61,0,2461000,MONTCALM,568,"109,882,148","74,586,325","19,946,259","15,349,564",6,11,38,124,187,180,22,478,185,21,110,9,2,22,23,29,51,26,9,1,16,0,3,144,"21,438",39,"3,704",118,"17,734",3,5,12,18,10,3,15,4,34,40
241061110,24,10,61,110,2461110,SAINTE-MARIE-SALOME,46,"8,453,761","5,878,640","1,678,431","896,690",0,2,4,14,12,11,3,39,16,2,6,2,0,4,6,0,2,1,1,0,0,0,1,12,"1,526",6,516,7,"1,010",0,1,0,4,0,0,2,1,2,2
241061200,24,10,61,200,2461200,SAINT-ESPRIT,110,"24,703,663","16,003,800","4,190,380","4,509,483",0,1,7,21,33,40,8,94,33,3,30,3,0,3,2,6,7,7,2,0,5,0,1,23,"3,466",4,443,19,"3,023",1,0,3,1,2,0,3,0,8,5
241061240,24,10,61,240,2461240,SAINT-ALEXIS,103,"21,213,093","14,543,000","3,820,720","2,849,373",0,0,6,26,35,30,6,90,39,0,18,2,0,2,2,8,11,8,1,1,6,0,0,26,"5,056",7,892,24,"4,164",0,1,1,1,1,1,3,0,4,14
241061300,24,10,61,300,2461300,SAINT-JACQUES,130,"24,658,464","17,012,160","4,909,630","2,736,674",4,4,13,26,38,42,3,114,42,4,21,1,0,9,4,11,16,6,2,0,4,0,0,34,"5,125",8,781,28,"4,344",0,1,4,3,3,1,2,0,12,8
241061340,24,10,61,340,2461340,SAINT-LIGUORI,76,"14,984,995","10,375,025","2,579,688","2,030,282",0,0,2,17,26,29,2,62,21,3,20,0,2,1,6,1,6,2,1,0,1,0,1,20,"2,982",7,532,16,"2,450",1,1,2,1,1,0,3,1,5,5
241061380,24,10,61,380,2461380,RAWDON,51,"7,674,414","5,136,400","1,350,535","1,187,479",2,0,4,8,24,13,0,40,20,4,4,1,0,3,1,3,4,0,0,0,0,0,0,15,"1,299",5,287,11,"1,012",1,0,1,6,1,1,1,2,1,1
241061400,24,10,61,400,2461400,SAINTE-JULIENNE,42,"7,518,279","5,146,300","1,280,635","1,091,344",0,2,1,7,17,15,0,34,14,3,10,0,0,0,2,0,4,1,1,0,0,0,0,10,"1,354",2,253,9,"1,101",0,1,1,2,1,0,0,0,2,3
241061460,24,10,61,460,2461460,CHERTSEY,10,"675,479","491,000","136,240","48,239",0,2,1,5,2,0,0,5,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,4,630,0,0,4,630,0,0,0,0,1,0,1,0,0,2
241062000,24,10,62,0,2462000,L'ASSOMPTION,769,"160,188,513","111,759,814","28,514,509","19,914,190",2,16,41,155,277,233,45,641,214,37,102,16,7,44,32,115,52,22,11,2,9,1,2,218,"34,672",56,"3,530",177,"31,142",9,11,16,9,7,8,26,18,54,60
241062110,24,10,62,110,2462110,SAINT-SULPICE,32,"7,599,030","5,427,770","1,681,539","489,721",0,0,3,5,12,8,4,28,8,1,0,1,0,3,0,10,4,1,0,0,1,0,0,10,"1,790",0,0,10,"1,790",0,0,0,0,0,1,1,0,6,2
241062180,24,10,62,180,2462180,L'ASSOMPTION,77,"17,519,391","11,594,100","4,072,916","1,852,375",1,2,3,12,27,27,5,70,34,2,1,1,1,5,10,6,7,3,2,0,1,0,0,20,"2,710",10,659,12,"2,051",1,1,3,1,1,0,2,3,4,4
241062240,24,10,62,240,2462240,LE GARDEUR,53,"9,157,391","6,986,300","1,331,165","839,926",0,3,6,11,16,16,1,38,14,4,0,1,0,7,1,4,5,2,2,0,0,1,0,19,"4,232",1,30,19,"4,202",0,0,1,0,0,0,1,0,7,10
241062280,24,10,62,280,2462280,LACHENAIE,21,"5,541,181","4,720,200","553,490","267,491",1,0,2,7,6,4,1,16,7,2,0,0,0,3,0,2,2,0,0,0,0,0,0,7,"1,010",1,11,7,999,0,0,1,0,1,0,1,1,2,1
241062310,24,10,62,310,2462310,MASCOUCHE,85,"15,583,957","11,554,800","2,989,779","1,039,378",0,1,4,17,37,24,2,69,22,7,1,3,0,5,6,14,10,1,1,0,0,0,0,29,"4,737",6,342,24,"4,395",2,2,3,0,0,1,3,4,5,9
241062400,24,10,62,400,2462400,L'EPIPHANIE,70,"13,774,359","9,641,324","2,238,081","1,894,954",0,0,1,14,33,18,4,59,38,4,3,4,0,4,1,4,1,0,0,0,0,0,0,12,"1,624",2,35,11,"1,589",1,1,0,0,0,2,2,1,3,2
241062420,24,10,62,420,2462420,SAINT-GERARD-MAGELLA,52,"8,211,480","5,782,419","1,549,385","879,676",0,2,3,13,21,12,1,42,16,2,5,0,0,2,0,11,4,2,0,0,2,0,0,15,"1,788",4,178,11,"1,610",1,0,2,1,0,0,4,2,4,1
241062480,24,10,62,480,2462480,SAINT-ROCH-DE-L'ACHIGAN,181,"50,210,280","33,056,000","8,107,819","9,046,461",0,5,7,25,49,72,23,164,37,4,63,4,0,5,8,34,3,6,2,2,2,0,1,39,"5,616",12,716,31,"4,900",2,4,1,3,2,2,5,5,7,8
241062510,24,10,62,510,2462510,LA PLAINE,45,"7,352,198","5,336,900","1,211,270","804,028",0,0,3,14,18,8,2,36,12,5,0,1,5,5,0,3,3,2,2,0,0,0,1,18,"2,931",4,289,17,"2,642",0,1,0,2,1,0,3,1,4,6
241062780,24,10,62,780,2462780,SAINT-LIN,153,"25,239,246","17,660,001","4,779,065","2,800,180",0,3,9,37,58,44,2,119,26,6,29,1,1,5,6,27,13,5,2,0,3,0,0,49,"8,234",16,"1,270",35,"6,964",2,2,5,2,2,2,4,1,12,17
241063000,24,10,63,0,2463000,TERREBONNE,481,"82,211,861","61,658,678","12,093,443","8,459,740",3,10,36,151,153,104,24,337,62,32,27,18,10,17,13,65,73,20,7,1,12,2,2,168,"30,693",21,"2,662",153,"28,031",0,3,1,7,9,5,24,13,52,54
241063110,24,10,63,110,2463110,BOISBRIAND,25,"5,430,089","4,424,691","704,541","300,857",0,1,2,7,2,11,2,17,5,3,0,0,0,3,0,2,4,0,0,0,0,0,0,5,910,1,50,4,860,0,0,0,0,1,0,0,0,3,1
241063190,24,10,63,190,2463190,BLAINVILLE,32,"6,960,989","5,738,750",x,x,0,0,1,13,6,8,4,27,0,0,0,1,0,1,0,13,10,2,0,0,2,0,0,2,600,0,0,2,600,0,0,0,0,0,0,0,0,0,2
241063230,24,10,63,230,2463230,SAINT-LOUIS-DE-TERREBONNE,65,"8,188,605","6,113,920","1,612,496","462,189",1,1,7,22,26,6,2,46,7,4,1,0,2,2,3,11,13,3,3,0,0,2,0,21,"3,915",4,780,17,"3,135",0,0,0,0,0,2,3,2,8,6
241063250,24,10,63,250,2463250,SAINTE-ANNE-DES-PLAINES,149,"25,146,013","18,726,621","4,546,730","1,872,662",1,2,11,43,58,28,6,104,16,6,9,2,8,10,5,33,11,4,1,1,2,0,0,56,"9,537",7,735,52,"8,802",0,2,0,2,4,2,10,3,16,17
241063280,24,10,63,280,2463280,SAINTE-SOPHIE,64,"14,208,165","9,003,100","1,392,810","3,812,255",0,2,5,19,16,17,5,44,4,6,11,11,0,1,1,2,7,1,1,0,0,0,1,22,"4,239",4,650,20,"3,589",0,0,0,2,1,0,4,2,5,8
241063370,24,10,63,370,2463370,BELLEFEUILLE,37,"6,054,873","4,816,150","724,625","514,098",0,0,4,10,12,10,1,25,8,1,2,1,0,0,2,2,5,4,0,0,4,0,0,11,"1,715",0,0,11,"1,715",0,1,1,1,0,0,1,0,4,3
241063400,24,10,63,400,2463400,PREVOST,12,"1,325,244","970,200","206,390","148,654",0,0,0,5,7,0,0,8,0,2,2,0,0,0,0,2,1,1,0,0,1,0,0,4,658,2,230,2,428,0,0,0,1,0,0,0,0,3,0
241063440,24,10,63,440,2463440,SAINT-SAUVEUR,21,"3,752,334","3,382,560","245,100","124,674",0,1,1,6,6,5,2,11,0,2,0,0,0,0,1,0,6,2,1,0,1,0,0,14,"2,933",1,60,13,"2,873",0,0,0,0,2,0,0,2,3,7
241063510,24,10,63,510,2463510,SAINTE-ADELE,13,"2,224,719","1,963,876","254,700","6,143",0,1,2,3,2,4,1,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,6,"1,183",0,0,6,"1,183",0,0,0,0,0,0,2,0,2,2
241063630,24,10,63,630,2463630,SAINTE-AGATHE,16,"1,236,370","995,200",x,x,1,2,3,6,3,1,0,6,0,1,1,0,0,0,0,0,3,1,0,0,1,0,0,7,"1,524",0,0,7,"1,524",0,0,0,0,0,0,0,2,3,2
241063700,24,10,63,700,2463700,BREBEUF,24,"3,234,679","2,075,610","533,712","625,357",0,0,0,9,10,5,0,19,12,4,0,0,0,0,1,0,2,0,0,0,0,0,0,12,"1,944",1,7,12,"1,937",0,0,0,1,0,1,2,1,4,3
241063760,24,10,63,760,2463760,SAINT-JOVITE,23,"4,449,781","3,448,000","496,625","505,156",0,0,0,8,5,9,1,22,10,3,1,2,0,0,0,0,4,2,1,0,1,0,1,8,"1,535",1,150,7,"1,385",0,0,0,0,1,0,2,1,1,3
241064000,24,10,64,0,2464000,ILE-JESUS,356,"53,138,564","43,870,816","8,576,685","691,063",3,23,38,115,100,67,10,259,11,4,0,0,2,8,6,129,92,7,1,0,6,0,0,107,"19,785",5,"1,180",103,"18,605",2,1,4,2,5,9,9,10,24,41
241064500,24,10,64,500,2464500,LAVAL,356,"53,138,564","43,870,816","8,576,685","691,063",3,23,38,115,100,67,10,259,11,4,0,0,2,8,6,129,92,7,1,0,6,0,0,107,"19,785",5,"1,180",103,"18,605",2,1,4,2,5,9,9,10,24,41
241065000,24,10,65,0,2465000,ILE-DE-MONTREAL,141,"29,426,443","24,966,790","3,589,467","870,186",2,5,13,34,51,20,16,86,3,6,0,3,2,6,4,33,25,4,1,0,3,0,0,77,"17,971",12,"1,136",69,"16,835",0,2,2,3,2,0,5,2,16,45
241065260,24,10,65,260,2465260,MONTREAL,141,"29,426,443","24,966,790","3,589,467","870,186",2,5,13,34,51,20,16,86,3,6,0,3,2,6,4,33,25,4,1,0,3,0,0,77,"17,971",12,"1,136",69,"16,835",0,2,2,3,2,0,5,2,16,45
241073000,24,10,73,0,2473000,DEUX-MONTAGNES,876,"163,728,214","115,987,078","32,900,627","14,840,509",4,12,63,198,309,248,42,727,222,45,26,11,2,33,14,259,87,28,10,2,16,0,3,270,"46,051",42,"4,963",240,"41,088",6,13,6,13,21,13,24,18,69,87
241073120,24,10,73,120,2473120,SAINT-EUSTACHE,119,"23,034,211","17,457,030","4,591,780","985,401",1,0,6,19,54,33,6,110,16,5,2,2,0,7,4,46,23,5,2,1,2,0,2,32,"4,486",1,160,32,"4,326",1,4,0,2,6,1,6,0,2,10
241073300,24,10,73,300,2473300,SAINT-JOSEPH-DU-LAC,147,"22,168,444","18,139,249","3,925,825","103,370",1,4,12,30,63,37,0,121,2,0,0,0,0,2,0,108,9,0,0,0,0,0,0,64,"11,438",11,"1,598",55,"9,840",0,1,0,3,4,5,9,4,15,23
241073420,24,10,73,420,2473420,OKA,91,"17,232,682","13,051,279","3,286,450","894,953",0,3,6,16,36,27,3,71,13,1,1,2,0,0,1,42,9,2,1,0,1,0,0,33,"6,439",2,400,31,"6,039",0,1,2,0,1,1,1,4,11,12
241073580,24,10,73,580,2473580,SAINT-PLACIDE,54,"10,212,939","7,143,200","1,710,665","1,359,074",1,1,4,17,15,11,5,43,14,4,4,0,0,3,2,5,7,4,1,1,2,0,0,24,"4,801",2,395,22,"4,406",0,0,1,2,3,0,1,1,6,10
241073650,24,10,73,650,2473650,MIRABEL,465,"91,079,938","60,196,320","19,385,907","11,497,711",1,4,35,116,141,140,28,382,177,35,19,7,2,21,7,58,39,17,6,0,11,0,1,117,"18,887",26,"2,410",100,"16,477",5,7,3,6,7,6,7,9,35,32
241100000,24,11,0,0,2400000,REGION DE LA MAURICIE REGION,"2,051","383,140,196","244,013,551","69,047,931","70,078,714",16,60,204,475,615,567,114,"1,654","1,023",135,156,70,2,64,42,64,67,31,15,0,16,1,7,543,"88,148",133,"12,635",450,"75,513",19,16,29,37,26,27,59,38,137,155
241132000,24,11,32,0,2432000,CHAMPLAIN,986,"170,408,168","107,473,639","33,732,920","29,201,609",5,27,101,257,302,255,39,779,530,82,30,15,1,31,24,24,34,8,3,0,5,0,1,280,"44,539",60,"3,813",241,"40,726",11,8,16,21,14,12,28,24,68,78
241132130,24,11,32,130,2432130,SAINTE-ANNE-DE-LA-PERADE,86,"17,914,509","11,477,164","3,581,948","2,855,397",1,3,6,18,31,23,4,70,53,5,0,0,0,1,1,5,4,1,0,0,1,0,0,23,"3,941",4,179,20,"3,762",1,0,1,1,1,1,2,4,7,5
241132150,24,11,32,150,2432150,SAINT-PROSPER,53,"12,113,081","7,368,030","2,398,744","2,346,307",0,0,3,10,14,23,3,48,44,2,0,0,0,0,0,0,1,1,1,0,0,0,0,9,802,2,57,9,745,0,1,0,2,0,2,2,1,1,0
241132160,24,11,32,160,2432160,ST-FRANCOIS-XAVIER-DE-BATISCAN,34,"10,437,941","7,043,400","1,735,719","1,658,822",0,0,0,5,8,14,7,32,26,0,1,1,0,2,0,1,1,0,0,0,0,0,0,4,317,2,32,3,285,0,0,1,1,0,0,1,1,0,0
241132180,24,11,32,180,2432180,SAINTE-GENEVIEVE-DE-BATISCAN,44,"7,015,389","4,287,700","1,323,629","1,404,060",0,0,4,17,10,11,2,33,21,6,4,1,0,0,0,1,0,0,0,0,0,0,0,11,"1,703",2,33,9,"1,670",1,0,0,1,0,1,0,2,4,2
241132200,24,11,32,200,2432200,SAINT-LUC,34,"5,019,523","3,054,726","977,573","987,224",0,0,6,7,12,9,0,26,19,3,2,1,0,0,0,0,1,0,0,0,0,0,0,14,"2,626",3,15,13,"2,611",0,1,1,0,0,1,1,1,3,6
241132240,24,11,32,240,2432240,LA VISITATION-DE-CHAMPLAIN,37,"10,840,052","7,083,265","2,189,876","1,566,911",0,1,2,2,8,19,5,34,28,0,1,1,0,1,2,0,1,0,0,0,0,0,0,7,770,0,0,7,770,0,0,2,2,0,0,1,0,1,1
241132260,24,11,32,260,2432260,STE-MARTHE-DU-CAP,15,"3,443,768","2,283,280","635,670","524,818",0,0,1,5,3,4,2,12,7,1,0,1,0,2,0,1,0,0,0,0,0,0,0,5,992,2,164,4,828,0,0,0,1,0,0,0,1,1,2
241132310,24,11,32,310,2432310,SAINT-LOUIS-DE-FRANCE,14,"965,677","776,000","172,200","17,477",0,1,2,9,2,0,0,9,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,7,"1,422",1,200,6,"1,222",0,0,0,0,1,1,0,0,1,4
241132330,24,11,32,330,2432330,SAINT-MAURICE,98,"16,399,925","9,882,343","3,676,328","2,841,254",0,4,8,13,44,28,1,85,61,8,0,0,1,7,1,2,5,0,0,0,0,0,0,25,"3,972",7,121,21,"3,851",1,0,2,3,1,0,2,0,10,6
241132350,24,11,32,350,2432350,NOTRE-DAME-DU-MONT-CARMEL,33,"5,379,736","3,931,795","1,330,900","117,041",0,1,4,14,11,2,1,20,3,1,0,0,0,1,12,3,0,0,0,0,0,0,0,15,"2,624",2,245,14,"2,379",0,0,1,0,1,2,1,0,4,6
241132360,24,11,32,360,2432360,SHAWINIGAN-SUD,27,"4,545,482","3,137,125","835,850","572,507",0,0,1,8,10,8,0,21,13,1,0,0,0,2,0,3,1,1,0,0,1,0,0,6,965,1,80,6,885,0,0,1,1,0,0,0,0,1,3
241132400,24,11,32,400,2432400,SAINT-NARCISSE,84,"12,033,382","7,873,350","1,985,140","2,174,892",1,4,13,26,22,14,4,64,38,10,7,1,0,4,1,1,1,1,0,0,1,0,0,32,"4,739",2,60,31,"4,679",0,0,1,4,4,1,4,3,8,7
241132420,24,11,32,420,2432420,SAINT-STANISLAS,67,"11,563,149","6,909,130","2,458,879","2,195,140",1,0,8,16,19,20,3,55,40,6,4,2,0,1,0,0,2,0,0,0,0,0,0,14,"1,686",6,316,8,"1,370",2,1,1,1,1,0,1,1,4,2
241132430,24,11,32,430,2432430,SAINT-SEVERIN,65,"8,713,447","5,006,720","1,833,960","1,872,767",0,1,8,21,20,15,0,49,33,10,3,0,0,2,0,0,1,0,0,0,0,0,0,18,"3,005",7,996,12,"2,009",0,0,1,1,0,1,2,4,5,4
241132440,24,11,32,440,2432440,SAINT-ADELPHE,50,"9,575,753","6,017,421","1,882,106","1,676,226",0,3,4,10,12,20,1,39,30,0,3,2,0,1,1,1,1,0,0,0,0,0,0,7,507,2,25,5,482,0,2,1,0,2,0,1,0,0,1
241132480,24,11,32,480,2432480,SAINTE-THECLE,61,"7,508,722","4,246,950","1,583,816","1,677,956",1,4,5,22,19,10,0,49,36,9,1,0,0,0,0,0,2,1,0,0,1,0,0,19,"2,708",5,36,15,"2,672",3,0,1,0,0,1,3,3,5,3
241132500,24,11,32,500,2432500,SAINT-TITE,71,"10,280,900","6,085,420","2,055,623","2,139,857",1,1,9,20,26,12,2,56,40,8,1,0,0,3,2,1,1,0,0,0,0,0,0,16,"2,562",4,256,14,"2,306",1,2,1,1,0,0,2,0,4,5
241132510,24,11,32,510,2432510,SAINT-TIMOTHEE,33,"5,435,721","3,316,030","1,079,070","1,040,621",0,1,10,3,9,8,2,26,12,3,2,2,0,3,1,1,1,1,1,0,0,0,0,7,766,2,287,6,479,0,0,1,1,0,1,2,1,0,1
241132550,24,11,32,550,2432550,GRAND'MERE,26,"3,271,998","2,294,000","525,920","452,078",0,0,2,14,5,5,0,18,10,3,0,0,0,1,0,3,1,0,0,0,0,0,0,8,"1,266",2,126,7,"1,140",1,0,0,0,2,0,0,0,2,3
241132560,24,11,32,560,2432560,SAINT-JEAN-DES-PILES,18,"2,199,690","1,317,460","435,279","446,951",0,2,2,5,6,3,0,11,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,693,1,365,4,328,1,0,0,1,0,0,1,0,1,1
241132660,24,11,32,660,2432660,HAUTE-MAURICIE,22,"2,806,883","2,077,330","481,740","247,813",0,1,2,7,9,3,0,12,5,1,1,1,0,0,0,0,3,1,0,0,1,0,0,19,"4,833",2,120,19,"4,713",0,1,0,0,1,0,0,0,3,14
241132740,24,11,32,740,2432740,LANGELIER,14,"2,943,440","2,005,000","552,950","385,490",0,0,1,5,2,4,2,10,5,1,0,1,0,0,2,0,0,1,1,0,0,0,1,9,"1,640",1,100,8,"1,540",0,0,0,0,0,0,2,2,3,2
241143000,24,11,43,0,2443000,SAINT-MAURICE,518,"100,388,598","65,626,689","16,601,772","18,160,137",4,23,65,108,138,138,42,407,190,30,57,42,1,13,11,30,19,14,4,0,10,0,1,144,"25,736",42,"5,819",113,"19,917",5,5,7,5,5,6,16,7,37,51
241143120,24,11,43,120,2443120,TROIS-RIVIERES-OUEST,16,"3,731,880","2,611,000","815,400","305,480",0,0,2,3,4,5,2,11,5,0,0,1,0,1,0,1,2,1,0,0,1,0,0,3,365,2,20,1,345,0,2,0,0,0,0,0,0,0,1
