AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,AGEDST_1,AGEDST_2,AGEDST_3,AGEDST_4,AGEDST_5,AGEDST_6,AGEDST_7,AGEDST_8,AGEDST_9,AGEDST_10,AGEDST_11,AGEDST_12,LRESID,LRESID_1,LRESID_2,LRESID_3,LRESID_4,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6
350223054,35,2,23,54,3523054,WEST LUTHER,183,0,5,17,25,19,14,25,24,23,9,10,12,170,162,7,1,13,157,9,15,0,2,0
350224000,35,2,24,0,3524000,HALTON REGIONAL MUNICIPALITY,969,1,16,35,85,91,114,128,154,116,91,66,72,904,870,19,15,65,802,46,56,46,17,2
350224001,35,2,24,1,3524001,OAKVILLE,57,0,1,3,1,3,10,10,11,3,5,7,3,54,50,1,3,3,47,4,1,2,3,0
350224002,35,2,24,2,3524002,BURLINGTON,160,0,2,6,12,11,17,17,25,24,16,17,13,145,137,6,2,15,123,10,15,8,4,0
350224009,35,2,24,9,3524009,MILTON,426,0,5,14,44,45,53,67,72,43,32,20,31,408,397,6,5,18,365,16,17,23,4,1
350224015,35,2,24,15,3524015,HALTON HILLS,326,1,8,12,28,32,34,34,46,46,38,22,25,297,286,6,5,29,267,16,23,13,6,1
350230000,35,2,30,0,3530000,WATERLOO REGIONAL MUNICIPALITY,"1,823",7,57,153,201,216,244,229,241,183,134,84,74,"1,707","1,673",18,16,116,"1,524",67,99,110,17,6
350230004,35,2,30,4,3530004,NORTH DUMFRIES,209,1,4,7,16,22,27,25,29,24,24,15,15,195,194,0,1,14,162,13,13,15,5,1
350230010,35,2,30,10,3530010,CAMBRIDGE,56,0,2,5,3,5,8,5,10,9,4,1,4,45,44,0,1,11,42,5,3,6,0,0
350230013,35,2,30,13,3530013,KITCHENER,60,0,3,1,4,7,3,9,8,9,4,2,10,49,44,2,3,11,46,1,2,7,4,0
350230016,35,2,30,16,3530016,WATERLOO,27,0,1,1,1,1,1,4,4,4,5,2,3,20,19,0,1,7,21,2,3,1,0,0
350230020,35,2,30,20,3530020,WILMOT,386,2,7,31,41,29,53,47,55,51,36,20,14,362,357,2,3,24,315,14,20,30,3,4
350230027,35,2,30,27,3530027,WELLESLEY,509,1,20,55,70,73,71,70,50,36,30,20,13,497,487,5,5,12,462,15,24,8,0,0
350230035,35,2,30,35,3530035,WOOLWICH,576,3,20,53,66,79,81,69,85,50,31,24,15,539,528,9,2,37,476,17,34,43,5,1
350231000,35,2,31,0,3531000,PERTH COUNTY,"3,156",13,118,277,337,366,375,393,421,341,251,147,117,"2,952","2,891",32,29,204,"2,654",215,194,77,16,0
350231001,35,2,31,1,3531001,SOUTH EASTHOPE,160,0,10,5,13,23,12,22,25,21,15,8,6,148,145,0,3,12,132,11,7,9,1,0
350231006,35,2,31,6,3531006,NORTH EASTHOPE,284,0,8,20,20,35,33,35,37,42,26,16,12,272,266,3,3,12,250,18,9,6,1,0
350231009,35,2,31,9,3531009,DOWNIE,266,1,4,18,31,26,35,37,40,23,22,15,14,245,237,5,3,21,213,20,18,12,3,0
350231014,35,2,31,14,3531014,BLANSHARD,269,1,14,20,29,32,32,25,29,36,25,12,14,239,231,5,3,30,228,14,16,7,4,0
350231018,35,2,31,18,3531018,FULLARTON,217,2,7,12,24,29,24,17,45,25,16,11,5,213,208,3,2,4,184,8,16,8,1,0
350231021,35,2,31,21,3531021,HIBBERT,194,2,7,15,19,17,22,26,17,24,23,16,6,176,172,4,0,18,160,14,14,6,0,0
350231024,35,2,31,24,3531024,LOGAN,331,3,11,32,31,30,36,43,55,38,30,13,9,310,306,3,1,21,280,19,24,7,1,0
350231028,35,2,31,28,3531028,ELLICE,329,1,11,37,34,34,36,43,45,35,20,15,18,306,299,2,5,23,273,20,30,5,1,0
350231032,35,2,31,32,3531032,MORNINGTON,383,0,17,56,46,54,44,50,41,31,22,13,9,365,359,3,3,18,335,26,19,2,1,0
350231036,35,2,31,36,3531036,ELMA,412,2,20,40,52,55,58,55,41,36,24,12,17,376,372,3,1,36,334,37,27,11,3,0
350231041,35,2,31,41,3531041,WALLACE,311,1,9,22,38,31,43,40,46,30,28,16,7,302,296,1,5,9,265,28,14,4,0,0
350240000,35,2,40,0,3540000,HURON COUNTY,"3,790",6,152,374,434,407,422,427,484,411,320,175,178,"3,492","3,394",37,61,298,"3,282",216,212,63,15,2
350240001,35,2,40,1,3540001,USBORNE,245,1,7,28,29,23,33,22,25,36,24,7,10,221,217,1,3,24,197,27,15,5,1,0
350240004,35,2,40,4,3540004,STEPHEN,238,0,12,19,33,27,16,28,27,40,15,15,6,227,222,2,3,11,204,13,17,4,0,0
350240009,35,2,40,9,3540009,HAY,217,1,7,18,17,23,24,31,27,25,25,12,7,193,188,3,2,24,192,12,6,6,1,0
350240016,35,2,40,16,3540016,TUCKERSMITH,221,1,12,12,29,13,25,29,34,27,11,14,14,204,196,3,5,17,190,14,13,3,1,0
350240019,35,2,40,19,3540019,STANLEY,218,1,11,21,31,23,21,25,31,21,16,9,8,198,194,3,1,20,204,4,8,2,0,0
350240024,35,2,40,24,3540024,GODERICH,268,0,4,27,29,29,31,30,35,28,30,15,10,246,235,1,10,22,224,14,22,6,0,2
350240031,35,2,40,31,3540031,COLBORNE,160,0,4,14,16,24,18,18,18,18,14,4,12,143,136,1,6,17,141,6,9,2,2,0
350240034,35,2,40,34,3540034,HULLETT,290,0,13,24,37,35,34,35,40,19,22,16,15,275,265,4,6,15,248,18,18,6,0,0
350240038,35,2,40,38,3540038,MCKILLOP,288,0,20,42,28,34,31,23,32,27,19,15,17,259,254,2,3,29,243,17,20,7,1,0
350240042,35,2,40,42,3540042,GREY,291,0,10,34,33,40,31,33,34,34,21,10,11,270,262,3,5,21,243,21,17,8,2,0
350240046,35,2,40,46,3540046,HOWICK,325,1,11,23,34,44,35,48,49,37,18,15,10,308,298,5,5,17,278,23,18,6,0,0
350240049,35,2,40,49,3540049,TURNBERRY,160,0,8,12,21,17,18,11,26,16,10,5,16,141,139,1,1,19,141,6,8,2,3,0
350240054,35,2,40,54,3540054,MORRIS,244,0,6,26,25,27,21,32,29,25,27,10,16,228,221,3,4,16,218,15,10,1,0,0
350240058,35,2,40,58,3540058,EAST WAWANOSH,174,1,4,19,23,16,27,19,25,13,15,5,7,167,166,0,1,7,149,15,7,3,0,0
350240061,35,2,40,61,3540061,WEST WAWANOSH,190,0,8,19,25,15,21,20,20,16,25,13,8,177,174,2,1,13,175,6,7,1,1,0
350240064,35,2,40,64,3540064,ASHFIELD,261,0,15,36,24,17,36,23,32,29,28,10,11,235,227,3,5,26,235,5,17,1,3,0
350241000,35,2,41,0,3541000,BRUCE COUNTY,"2,914",6,92,239,324,369,328,359,343,292,240,170,152,"2,722","2,644",39,39,192,"2,519",147,146,94,5,3
350241001,35,2,41,1,3541001,CARRICK,338,3,7,34,36,45,32,38,39,41,29,18,16,323,318,3,2,15,286,17,25,10,0,0
350241006,35,2,41,6,3541006,CULROSS,253,0,8,19,27,28,24,35,30,22,29,17,14,246,241,2,3,7,222,16,10,4,1,0
350241011,35,2,41,11,3541011,KINLOSS,197,0,7,19,16,21,29,19,22,21,21,12,10,179,173,3,3,18,178,9,7,3,0,0
350241016,35,2,41,16,3541016,HURON,223,1,11,28,29,33,19,27,24,20,13,11,7,208,204,1,3,15,193,12,9,9,0,0
350241021,35,2,41,21,3541021,KINCARDINE,262,1,7,26,24,34,33,36,38,25,14,12,12,242,231,3,8,20,223,16,9,14,0,0
350241026,35,2,41,26,3541026,BRUCE,218,0,8,14,35,28,20,26,23,22,21,8,13,202,198,3,1,16,193,12,8,4,1,0
350241031,35,2,41,31,3541031,GREENOCK,232,0,7,11,35,29,25,31,29,24,15,13,13,213,209,3,1,19,201,15,11,5,0,0
350241034,35,2,41,34,3541034,BRANT,354,0,15,26,45,45,44,51,44,29,17,23,15,327,312,8,7,27,301,22,19,11,1,0
350241038,35,2,41,38,3541038,ELDERSLIE,201,0,7,17,18,24,31,20,23,17,23,7,14,185,181,2,2,16,173,6,12,10,0,0
350241044,35,2,41,44,3541044,SAUGEEN,126,1,2,8,13,17,10,11,19,17,9,11,8,119,114,2,3,7,100,2,8,14,2,0
350241049,35,2,41,49,3541049,ARRAN,202,0,8,17,24,30,17,30,13,20,20,13,10,194,187,3,4,8,179,6,12,4,0,1
350241054,35,2,41,54,3541054,AMABEL,147,0,3,6,11,13,23,19,20,12,15,13,12,138,131,5,2,9,131,7,7,1,0,1
350241059,35,2,41,59,3541059,ALBEMARLE,52,0,0,4,5,5,10,5,8,4,3,5,3,51,51,0,0,1,44,3,3,1,0,1
350241062,35,2,41,62,3541062,EASTNOR,74,0,2,6,5,11,6,6,7,15,7,6,3,67,67,0,0,7,62,3,5,4,0,0
350241066,35,2,41,66,3541066,LINDSAY,35,0,0,4,1,6,5,5,4,3,4,1,2,28,27,1,0,7,33,1,1,0,0,0
350242000,35,2,42,0,3542000,GREY COUNTY,"3,678",6,95,259,315,387,428,449,496,434,363,220,226,"3,425","3,283",73,69,253,"3,215",153,196,93,17,4
350242001,35,2,42,1,3542001,NORMANBY,336,1,4,19,25,34,42,50,48,37,43,14,19,323,318,4,1,13,276,24,26,8,1,1
350242006,35,2,42,6,3542006,EGREMONT,320,0,16,41,25,32,41,43,34,36,25,11,16,292,278,3,11,28,288,15,13,4,0,0
350242009,35,2,42,9,3542009,PROTON,253,2,5,12,16,21,25,38,58,27,24,14,11,241,228,6,7,12,220,17,11,3,1,1
350242014,35,2,42,14,3542014,OSPREY,239,0,5,14,13,30,33,29,39,29,23,15,9,221,206,4,11,18,207,9,16,5,2,0
350242018,35,2,42,18,3542018,ARTEMESIA,216,0,5,11,13,11,23,31,32,32,23,18,17,207,199,4,4,9,187,11,14,3,1,0
350242022,35,2,42,22,3542022,GLENELG,180,0,9,15,15,14,24,22,19,23,19,6,14,164,156,3,5,16,157,7,15,1,0,0
350242028,35,2,42,28,3542028,BENTINCK,278,0,4,25,26,41,32,30,34,27,20,17,22,259,250,6,3,19,235,14,17,9,3,0
350242032,35,2,42,32,3542032,SULLIVAN,286,0,6,32,35,34,27,33,31,33,30,10,15,271,261,3,7,15,261,13,9,3,0,0
350242036,35,2,42,36,3542036,HOLLAND,182,0,5,10,24,19,21,19,20,20,16,19,9,173,163,6,4,9,169,1,8,3,1,0
350242039,35,2,42,39,3542039,EUPHRASIA,239,3,4,13,22,24,28,20,32,28,29,15,21,219,211,7,1,20,207,14,15,2,1,0
350242042,35,2,42,42,3542042,COLLINGWOOD,240,0,7,19,23,27,19,25,36,24,27,18,15,211,200,8,3,29,205,6,9,17,2,1
350242048,35,2,42,48,3542048,ST. VINCENT,237,0,6,7,17,26,35,27,30,25,26,21,17,204,194,8,2,33,204,5,11,15,2,0
350242051,35,2,42,51,3542051,SYDENHAM,248,0,6,19,25,24,29,24,30,34,27,17,13,235,228,4,3,13,220,8,7,10,2,1
350242054,35,2,42,54,3542054,DERBY,169,0,8,10,11,20,23,19,27,26,12,9,4,161,157,2,2,8,151,2,9,6,1,0
350242062,35,2,42,62,3542062,KEPPEL,255,0,5,12,25,30,26,39,26,33,19,16,24,244,234,5,5,11,228,7,16,4,0,0
350243000,35,2,43,0,3543000,SIMCOE COUNTY,"3,452",5,53,157,340,386,404,404,486,445,325,231,216,"3,223","3,119",58,46,229,"2,975",126,197,130,19,5
350243001,35,2,43,1,3543001,ADJALA,179,1,1,9,10,23,33,23,28,16,12,17,6,172,163,6,3,7,158,4,9,7,1,0
350243004,35,2,43,4,3543004,TECUMSETH,307,1,6,9,21,37,34,48,42,44,27,15,23,291,279,7,5,16,259,7,21,19,0,1
350243011,35,2,43,11,3543011,WEST GWILLIMBURY,300,0,8,10,21,37,31,35,54,49,28,11,16,264,253,7,4,36,234,17,24,23,2,0
350243016,35,2,43,16,3543016,INNISFIL,213,0,4,10,21,31,29,19,31,24,23,11,10,195,189,3,3,18,179,8,10,13,2,1
350243021,35,2,43,21,3543021,ESSA,213,0,4,10,19,20,27,21,32,37,19,17,7,195,189,3,3,18,182,5,9,16,1,0
350243026,35,2,43,26,3543026,TOSORONTIO,97,0,1,8,14,8,11,9,11,16,9,5,5,90,88,0,2,7,83,5,6,1,1,1
350243029,35,2,43,29,3543029,NOTTAWASAGA,360,0,5,10,31,45,40,47,50,47,32,27,26,328,320,5,3,32,297,18,23,20,2,0
350243036,35,2,43,36,3543036,SUNNIDALE,148,0,4,6,17,24,17,26,19,11,9,9,6,144,139,4,1,4,129,7,10,1,1,0
350243041,35,2,43,41,3543041,VESPRA,164,0,3,6,21,11,23,18,17,25,18,10,12,154,152,0,2,10,134,2,17,7,4,0
350243046,35,2,43,46,3543046,ORO,261,0,3,16,27,31,31,25,32,32,28,16,20,247,239,3,5,14,233,10,14,3,1,0
350243048,35,2,43,48,3543048,MARA,183,0,2,7,14,14,20,16,33,25,20,16,16,176,174,2,0,7,166,3,10,3,1,0
350243049,35,2,43,49,3543049,RAMA,45,0,1,0,4,8,5,6,8,3,4,4,2,45,42,0,3,0,44,0,1,0,0,0
350243051,35,2,43,51,3543051,ORILLIA,192,1,2,10,29,24,18,23,16,24,15,16,14,181,177,3,1,11,168,11,9,4,0,0
350243056,35,2,43,56,3543056,MEDONTE,217,0,5,11,21,29,19,27,29,23,16,19,18,206,197,7,2,11,201,6,6,3,0,1
350243061,35,2,43,61,3543061,FLOS,204,0,2,15,26,12,23,28,32,20,24,13,9,191,186,3,2,13,174,11,13,4,2,0
350243068,35,2,43,68,3543068,TINY,222,2,1,15,28,19,26,20,27,26,23,18,17,209,203,2,4,13,201,6,9,4,1,1
350243071,35,2,43,71,3543071,TAY,113,0,0,3,10,11,9,13,18,20,15,6,8,108,105,1,2,5,103,5,3,2,0,0
350243079,35,2,43,79,3543079,MATCHEDASH,34,0,1,2,6,2,8,0,7,3,3,1,1,27,24,2,1,7,30,1,3,0,0,0
350300000,35,3,0,0,3500000,CENTRAL ONT. REGION CENTRE D'ONT,"12,702",17,195,529,"1,048","1,381","1,481","1,551","1,837","1,637","1,292",869,865,"12,014","11,572",198,244,688,"10,795",639,823,365,67,13
350312000,35,3,12,0,3512000,HASTINGS COUNTY,"1,582",1,15,59,142,170,196,184,216,226,174,111,88,"1,528","1,479",19,30,54,"1,383",81,103,12,2,1
350312001,35,3,12,1,3512001,TYENDINAGA,213,0,1,3,22,23,28,21,31,33,24,18,9,204,197,5,2,9,203,1,9,0,0,0
350312004,35,3,12,4,3512004,TYENDINAGA 38,12,0,1,0,0,1,1,4,3,1,1,0,0,12,12,0,0,0,11,0,1,0,0,0
350312006,35,3,12,6,3512006,THURLOW,200,1,0,1,14,18,27,21,29,40,25,14,10,192,187,1,4,8,177,13,8,2,0,0
350312011,35,3,12,11,3512011,SIDNEY,225,0,1,10,17,20,31,26,36,28,25,17,14,211,203,3,5,14,191,21,11,2,0,0
350312019,35,3,12,19,3512019,RAWDON,246,0,2,13,27,27,31,27,31,35,26,17,10,239,233,3,3,7,194,17,31,3,1,0
350312024,35,3,12,24,3512024,HUNTINGDON,82,0,2,3,5,12,11,11,12,12,5,5,4,80,78,0,2,2,67,7,8,0,0,0
350312028,35,3,12,28,3512028,HUNGERFORD,207,0,1,10,19,29,24,14,25,25,27,14,19,200,191,3,6,7,187,6,13,1,0,0
350312036,35,3,12,36,3512036,MADOC,139,0,1,7,15,12,24,20,16,11,12,13,8,138,132,3,3,1,121,10,8,0,0,0
350312041,35,3,12,41,3512041,MARMORA AND LAKE,70,0,1,2,3,11,6,12,9,13,6,3,4,68,66,0,2,2,66,0,2,2,0,0
350312048,35,3,12,48,3512048,TUDOR AND CASHEL,44,0,2,3,3,2,1,5,8,7,7,5,1,42,41,0,1,2,39,1,3,1,0,0
350312054,35,3,12,54,3512054,WOLLASTON,14,0,0,1,4,0,1,1,2,2,3,0,0,14,14,0,0,0,13,0,1,0,0,0
350312058,35,3,12,58,3512058,FARADAY,10,0,0,0,1,2,1,1,1,1,1,1,1,10,10,0,0,0,10,0,0,0,0,0
350312064,35,3,12,64,3512064,DUNGANNON,28,0,1,2,5,2,1,4,4,4,3,2,0,28,28,0,0,0,22,2,3,1,0,0
350312071,35,3,12,71,3512071,CARLOW,28,0,1,3,2,3,3,6,1,2,2,1,4,27,26,0,1,1,25,1,1,0,0,1
350312074,35,3,12,74,3512074,MONTEAGLE,38,0,1,1,1,4,4,7,5,8,4,1,2,38,38,0,0,0,35,0,3,0,0,0
350312091,35,3,12,91,3512091,"BANGOR, WICKLOW AND MPDLURE",26,0,0,0,4,4,2,4,3,4,3,0,2,25,23,1,1,1,22,2,1,0,1,0
350313000,35,3,13,0,3513000,PRINCE EDWARD COUNTY,791,1,9,38,56,78,96,99,104,102,104,50,54,755,732,11,12,36,652,50,64,21,3,1
350313001,35,3,13,1,3513001,NORTH MARYSBURGH,71,0,1,4,2,5,10,8,10,15,6,3,7,69,66,1,2,2,58,5,6,2,0,0
350313004,35,3,13,4,3513004,SOUTH MARYSBURGH,68,0,0,2,3,5,7,10,8,11,14,5,3,66,64,1,1,2,56,4,7,0,1,0
350313008,35,3,13,8,3513008,ATHOL,66,1,0,7,2,5,7,4,12,11,7,4,6,61,61,0,0,5,56,3,6,1,0,0
350313011,35,3,13,11,3513011,HALLOWELL,166,0,4,5,13,17,20,20,23,16,26,9,13,159,157,1,1,7,129,17,15,5,0,0
350313018,35,3,13,18,3513018,SOPHIASBURGH,134,0,0,5,10,21,15,21,13,22,19,4,4,130,128,1,1,4,121,7,5,1,0,0
350313022,35,3,13,22,3513022,HILLIER,112,0,2,6,9,6,16,16,14,12,14,10,7,106,99,3,4,6,86,8,11,4,2,1
350313028,35,3,13,28,3513028,AMELIASBURGH,174,0,2,9,17,19,21,20,24,15,18,15,14,164,157,4,3,10,146,6,14,8,0,0
350314000,35,3,14,0,3514000,NORTHUMBERLAND COUNTY,"1,736",2,34,69,140,201,191,193,251,219,193,127,116,"1,651","1,613",22,16,85,"1,432",112,136,47,6,3
350314001,35,3,14,1,3514001,MURRAY,182,0,4,10,12,28,20,23,27,18,21,13,6,175,172,2,1,7,153,9,12,4,3,1
350314006,35,3,14,6,3514006,BRIGHTON,195,0,7,7,14,24,30,17,26,30,19,8,13,192,190,2,0,3,153,12,19,11,0,0
350314011,35,3,14,11,3514011,CRAMAHE,200,0,5,8,22,15,26,24,27,28,22,11,12,188,185,0,3,12,173,14,9,4,0,0
350314016,35,3,14,16,3514016,HALDIMAND,207,1,7,10,16,24,26,27,27,25,17,14,13,190,180,7,3,17,165,10,25,7,0,0
350314019,35,3,14,19,3514019,HAMILTON,245,1,3,6,18,23,25,30,46,29,30,16,18,228,222,4,2,17,216,14,7,7,0,1
350314023,35,3,14,23,3514023,HOPE,231,0,1,10,23,28,20,24,28,28,30,24,15,221,218,2,1,10,190,11,19,8,3,0
350314026,35,3,14,26,3514026,ALNWICK,59,0,0,1,5,7,7,9,10,8,2,7,3,58,57,1,0,1,51,1,5,2,0,0
350314029,35,3,14,29,3514029,PERCY,171,0,4,10,13,19,13,17,30,16,25,9,15,159,154,2,3,12,143,14,14,0,0,0
350314034,35,3,14,34,3514034,SEYMOUR,246,0,3,7,17,33,24,22,30,37,27,25,21,240,235,2,3,6,188,27,26,4,0,1
350315000,35,3,15,0,3515000,PETERBOROUGH COUNTY,"1,576",2,28,62,132,184,199,193,207,200,148,95,126,"1,504","1,466",19,19,72,"1,391",78,81,20,4,2
350315001,35,3,15,1,3515001,ASPHODEL,182,0,6,9,21,24,26,18,19,27,13,9,10,175,170,2,3,7,151,13,16,2,0,0
350315006,35,3,15,6,3515006,OTONABEE,284,0,2,3,26,32,39,44,35,37,19,16,31,272,265,4,3,12,252,14,10,6,2,0
350315007,35,3,15,7,3515007,SOUTH MONAGHAN,77,0,1,5,5,6,8,6,10,10,11,8,7,76,74,1,1,1,67,4,5,1,0,0
350315009,35,3,15,9,3515009,CAVAN,246,0,6,6,24,34,28,24,40,19,30,13,22,238,227,4,7,8,220,10,12,3,0,1
350315011,35,3,15,11,3515011,NORTH MONAGHAN,37,0,0,3,2,3,5,6,5,6,4,2,1,34,34,0,0,3,34,1,1,1,0,0
350315014,35,3,15,14,3515014,PETERBOROUGH,14,0,1,0,0,0,1,1,1,3,1,6,0,12,11,0,1,2,9,1,1,3,0,0
350315016,35,3,15,16,3515016,ENNISMORE,58,0,3,3,5,7,3,8,7,10,4,5,3,53,52,1,0,5,52,4,1,0,1,0
350315018,35,3,15,18,3515018,SMITH,189,1,2,10,12,20,26,22,30,24,14,12,16,178,173,3,2,11,158,15,13,3,0,0
350315022,35,3,15,22,3515022,DOURO,155,0,1,9,15,14,17,17,28,22,15,3,14,150,148,1,1,5,143,5,7,0,0,0
350315026,35,3,15,26,3515026,DUMMER,144,1,4,6,9,21,25,24,12,11,18,6,7,136,133,2,1,8,125,8,9,0,1,1
350315031,35,3,15,31,3515031,BELMONT AND METHUEN,112,0,1,6,9,11,15,12,11,19,12,9,7,108,107,1,0,4,108,2,2,0,0,0
350315036,35,3,15,36,3515036,CHANDOS,13,0,0,0,1,4,2,1,1,0,0,2,2,13,13,0,0,0,12,0,0,1,0,0
350315038,35,3,15,38,3515038,BURLEIGH AND ANSTRUTHER,15,0,1,0,1,3,0,1,1,3,2,1,2,15,15,0,0,0,14,0,1,0,0,0
350315042,35,3,15,42,3515042,HARVEY,35,0,0,2,2,5,3,6,6,5,5,1,0,32,32,0,0,3,32,1,2,0,0,0
350315046,35,3,15,46,3515046,GALWAY AND CAVENDISH,15,0,0,0,0,0,1,3,1,4,0,2,4,12,12,0,0,3,14,0,1,0,0,0
350316000,35,3,16,0,3516000,VICTORIA COUNTY,"1,848",3,29,91,168,221,203,200,246,220,182,136,149,"1,728","1,666",34,28,120,"1,654",62,101,29,1,1
350316001,35,3,16,1,3516001,EMILY,229,2,3,12,16,30,27,21,29,31,26,14,18,220,216,3,1,9,204,9,16,0,0,0
350316006,35,3,16,6,3516006,OPS,261,1,5,15,22,29,32,24,49,24,25,23,12,241,237,2,2,20,217,13,20,11,0,0
350316008,35,3,16,8,3516008,MANVERS,210,0,5,8,23,29,18,23,28,23,21,15,17,198,188,5,5,12,188,9,9,4,0,0
350316011,35,3,16,11,3516011,MARIPOSA,385,0,10,26,42,44,54,47,52,42,25,25,18,363,345,11,7,22,347,10,20,8,0,0
350316016,35,3,16,16,3516016,ELDON,175,0,3,4,16,16,22,26,17,25,18,13,15,159,154,1,4,16,162,5,6,1,0,1
350316021,35,3,16,21,3516021,FENELON,207,0,1,7,19,33,17,20,26,28,23,14,19,191,180,7,4,16,189,5,12,1,0,0
350316026,35,3,16,26,3516026,VERULAM,188,0,2,10,16,19,15,21,18,22,27,14,24,177,170,5,2,11,174,4,7,2,1,0
350316031,35,3,16,31,3516031,SOMERVILLE,76,0,0,6,6,6,6,9,5,10,7,6,15,70,70,0,0,6,64,3,8,1,0,0
350316034,35,3,16,34,3516034,BEXLEY,24,0,0,1,0,6,5,2,4,1,1,0,4,22,21,0,1,2,24,0,0,0,0,0
350316036,35,3,16,36,3516036,CARDEN,39,0,0,1,5,5,2,3,6,7,1,4,5,36,34,0,2,3,35,2,2,0,0,0
350316039,35,3,16,39,3516039,DALTON,26,0,0,0,1,3,4,2,4,1,6,4,1,26,26,0,0,0,23,1,1,1,0,0
350316042,35,3,16,42,3516042,"LAXTON, DIGBY AND LONGFORD",28,0,0,1,2,1,1,2,8,6,2,4,1,25,25,0,0,3,27,1,0,0,0,0
350318000,35,3,18,0,3518000,DURHAM REGIONAL MUNICIPALITY,"2,495",5,39,109,220,258,274,318,381,346,236,160,149,"2,347","2,274",40,33,148,"2,071",130,185,93,16,0
350318001,35,3,18,1,3518001,PICKERING,176,1,3,13,22,22,17,22,16,18,18,10,14,163,157,3,3,13,138,4,18,13,3,0
350318005,35,3,18,5,3518005,AJAX,44,0,0,0,1,2,4,6,6,7,4,4,10,41,41,0,0,3,34,5,2,2,1,0
350318009,35,3,18,9,3518009,WHITBY,152,2,1,7,9,11,10,19,24,20,18,19,12,136,134,1,1,16,124,2,14,10,2,0
350318013,35,3,18,13,3518013,OSHAWA,100,0,1,6,12,6,10,5,23,15,10,7,5,89,86,2,1,11,79,3,8,9,1,0
350318017,35,3,18,17,3518017,NEWCASTLE,665,1,12,24,48,73,63,91,113,95,64,47,34,619,596,14,9,46,558,31,47,23,6,0
350318020,35,3,18,20,3518020,SCUGOG,513,0,8,23,47,51,59,67,63,75,57,33,30,493,479,5,9,20,419,34,45,15,0,0
350318029,35,3,18,29,3518029,UXBRIDGE,431,1,5,13,43,44,53,61,72,64,36,17,22,417,406,6,5,14,365,23,31,10,2,0
350318039,35,3,18,39,3518039,BROCK,414,0,9,23,38,49,58,47,64,52,29,23,22,389,375,9,5,25,354,28,20,11,1,0
350319000,35,3,19,0,3519000,YORK REGIONAL MUNICIPALITY,"1,741",3,36,69,111,164,211,263,300,218,152,111,103,"1,624","1,558",31,35,117,"1,381",90,112,124,31,3
350319028,35,3,19,28,3519028,VAUGHAN,200,0,4,10,9,14,21,39,37,23,21,11,11,174,170,1,3,26,157,12,12,14,5,0
350319036,35,3,19,36,3519036,MARKHAM,200,0,8,10,19,13,18,24,32,29,18,10,19,176,169,4,3,24,153,6,14,24,3,0
350319038,35,3,19,38,3519038,RICHMOND HILL,68,0,1,1,4,5,6,6,17,9,7,5,7,64,59,1,4,4,56,4,3,2,2,1
350319044,35,3,19,44,3519044,WHITCHURCH-STOUFFVILLE,246,1,7,6,9,21,36,41,40,33,20,17,15,233,224,3,6,13,210,9,12,11,4,0
350319046,35,3,19,46,3519046,AURORA,37,0,0,2,3,2,3,4,10,4,1,5,3,37,36,1,0,0,31,2,0,2,2,0
350319048,35,3,19,48,3519048,NEWMARKET,23,0,1,0,2,2,0,4,4,4,2,2,2,21,21,0,0,2,15,2,2,3,0,1
350319049,35,3,19,49,3519049,KING,492,0,10,22,30,52,60,81,85,55,40,31,26,467,451,8,8,25,374,32,33,43,9,1
350319054,35,3,19,54,3519054,EAST GWILLIMBURY,290,2,4,13,21,35,40,40,49,36,22,14,14,276,258,9,9,14,231,13,24,17,5,0
350319070,35,3,19,70,3519070,GEORGINA,185,0,1,5,14,20,27,24,26,25,21,16,6,176,170,4,2,9,154,10,12,8,1,0
350320000,35,3,20,0,3520000,TORONTO METROPOLITAN MUNICIPAL.,124,0,1,1,12,16,13,12,21,20,13,5,10,111,37,11,63,13,101,8,4,9,2,0
350320001,35,3,20,1,3520001,SCARBOROUGH,32,0,0,0,5,0,2,3,5,4,5,2,6,26,22,1,3,6,26,2,1,3,0,0
350320004,35,3,20,4,3520004,TORONTO,43,0,0,0,5,7,5,6,8,4,7,1,0,40,7,3,30,3,36,0,1,5,1,0
350320008,35,3,20,8,3520008,NORTH YORK,16,0,1,0,2,3,2,0,3,4,0,0,1,15,2,2,11,1,12,2,1,0,1,0
350320019,35,3,20,19,3520019,ETOBICOKE,33,0,0,1,0,6,4,3,5,8,1,2,3,30,6,5,19,3,27,4,1,1,0,0
350344000,35,3,44,0,3544000,MUSKOKA DISTRICT MUNICIPALITY,226,0,1,10,16,24,27,28,26,21,20,28,25,211,203,8,0,15,197,8,14,7,0,0
350344002,35,3,44,2,3544002,GRAVENHURST,41,0,1,1,3,5,4,6,8,2,3,5,3,39,38,1,0,2,38,2,1,0,0,0
350344018,35,3,44,18,3544018,BRACEBRIDGE,50,0,0,4,1,8,3,6,3,9,6,6,4,46,42,4,0,4,40,1,4,5,0,0
350344042,35,3,44,42,3544042,HUNTSVILLE,69,0,0,2,7,6,11,7,6,4,5,10,11,62,61,1,0,7,59,4,5,1,0,0
