AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NTENURE_1,NTENURE_2,NTENURE_3,TENURE_1,TENURE_2,TENURE_3,ETENURE_1,ETENURE_2,ETENURE_3,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
350129020,35,1,29,20,3529020,SIX NATIONS (PART) 40,23,"2,854","1,155",22,"2,056",832,7,798,323,16,1,6,"1,580",60,"1,214",639,24,491,0,0,9,5,4,3,1,1,0,0,0,0,0,0,0
350132000,35,1,32,0,3532000,OXFORD COUNTY,"2,724","429,979","174,006","2,549","336,134","136,029",865,"93,842","37,977","1,859",175,690,"208,944","16,238","204,794","84,557","6,571","82,877",80,123,541,757,410,366,293,74,38,26,10,4,1,1,0
350132002,35,1,32,2,3532002,NORWICH,680,"100,918","40,840",611,"77,627","31,415",226,"23,290","9,425",454,69,157,"46,198","5,612","49,107","18,696","2,271","19,873",25,37,143,219,84,82,52,20,8,7,0,1,1,1,0
350132012,35,1,32,12,3532012,SOUTHWEST OXFORD,500,"80,762","32,683",480,"64,748","26,203",136,"16,014","6,481",364,20,116,"42,717","2,492","35,553","17,287","1,008","14,388",19,24,100,121,72,78,59,9,7,9,2,0,0,0,0
350132027,35,1,32,27,3532027,ZORRA,679,"113,788","46,048",640,"84,801","34,318",238,"28,986","11,730",441,39,199,"52,213","3,524","58,050","21,130","1,426","23,492",17,22,122,169,121,109,75,26,12,1,2,3,0,0,0
350132038,35,1,32,38,3532038,EAST ZORRA-TAVISTOCK,380,"57,837","23,406",360,"46,627","18,869",122,"11,210","4,537",258,20,102,"27,069","1,540","29,228","10,954",623,"11,828",9,21,71,122,67,38,28,13,3,4,4,0,0,0,0
350132045,35,1,32,45,3532045,BLANDFORD-BLENHEIM,485,"76,674","31,029",458,"62,331","25,224",143,"14,342","5,804",342,27,116,"40,747","3,070","32,856","16,490","1,242","13,296",10,19,105,126,66,59,79,6,8,5,2,0,0,0,0
350134000,35,1,34,0,3534000,ELGIN COUNTY,"2,097","387,244","156,712","1,964","302,486","122,412",727,"84,759","34,301","1,370",133,594,"183,981","13,542","189,722","74,454","5,480","76,778",36,78,427,513,283,240,311,121,38,35,12,2,1,0,0
350134001,35,1,34,1,3534001,BAYHAM,271,"47,182","19,094",245,"38,130","15,431",86,"9,052","3,663",185,26,60,"27,235","2,824","17,123","11,022","1,143","6,929",4,8,56,79,37,28,33,15,5,4,2,0,0,0,0
350134008,35,1,34,8,3534008,MALAHIDE,347,"51,569","20,869",305,"40,831","16,524",112,"10,739","4,346",235,42,70,"29,441","3,980","18,149","11,914","1,611","7,345",11,17,75,105,45,37,37,11,4,5,0,0,0,0,0
350134014,35,1,34,14,3534014,SOUTH DORCHESTER,166,"28,587","11,569",162,"22,977","9,298",57,"5,609","2,270",109,4,53,"14,274",133,"14,179","5,776",54,"5,738",1,9,28,34,30,25,25,10,3,1,0,0,0,0,0
350134018,35,1,34,18,3534018,YARMOUTH,323,"60,100","24,322",307,"47,264","19,127",121,"12,836","5,195",202,16,105,"25,563","1,662","32,875","10,345",673,"13,304",7,13,84,61,40,40,44,14,9,10,0,0,1,0,0
350134024,35,1,34,24,3534024,SOUTHWOLD,342,"71,704","29,018",325,"54,309","21,978",122,"17,395","7,040",220,17,105,"29,283","1,427","40,994","11,850",577,"16,590",4,12,65,81,43,42,55,23,4,5,7,1,0,0,0
350134029,35,1,34,29,3534029,DUNWICH,305,"60,095","24,320",292,"47,570","19,251",107,"12,526","5,069",198,13,94,"27,335","1,501","31,260","11,062",607,"12,650",6,6,52,76,43,41,51,16,6,6,1,1,0,0,0
350134034,35,1,34,34,3534034,ALDBOROUGH,343,"68,007","27,521",328,"51,405","20,803",122,"16,602","6,719",221,15,107,"30,850","2,015","35,142","12,485",815,"14,221",3,13,67,77,45,27,66,32,7,4,2,0,0,0,0
350136000,35,1,36,0,3536000,KENT COUNTY,"3,204","552,514","223,594","2,940","394,718","159,737","1,379","157,801","63,860","1,825",264,"1,115","220,243","28,870","303,406","89,129","11,683","122,784",50,109,659,790,448,421,491,137,61,29,6,0,2,0,1
350136001,35,1,36,1,3536001,ROMNEY,134,"25,711","10,405",126,"15,667","6,340",69,"10,044","4,065",65,8,61,"7,445","1,841","16,425","3,013",745,"6,647",0,1,32,20,16,24,27,11,3,0,0,0,0,0,0
350136006,35,1,36,6,3536006,TILBURY EAST,252,"52,417","21,212",231,"38,111","15,423",124,"14,306","5,789",128,21,103,"21,849","2,982","27,586","8,842","1,207","11,164",2,4,37,47,32,52,56,13,6,2,0,0,1,0,0
350136011,35,1,36,11,3536011,RALEIGH,386,"63,834","25,833",348,"43,287","17,518",176,"20,548","8,315",210,38,138,"23,913","5,051","34,871","9,677","2,044","14,112",9,7,89,83,55,55,64,18,3,3,0,0,0,0,0
350136014,35,1,36,14,3536014,HARWICH,568,"89,296","36,137",537,"67,226","27,205",197,"22,070","8,931",371,31,166,"39,878","2,356","47,062","16,138",953,"19,045",14,30,122,161,73,53,84,14,9,6,1,0,1,0,0
350136021,35,1,36,21,3536021,HOWARD,308,"55,546","22,479",297,"42,196","17,076",115,"13,351","5,403",193,11,104,"24,412","1,058","30,077","9,879",428,"12,172",2,9,56,80,50,44,45,6,9,6,1,0,0,0,0
350136026,35,1,36,26,3536026,ORFORD,227,"44,377","17,959",208,"33,971","13,748",83,"10,406","4,211",144,19,64,"23,383","2,199","18,795","9,463",890,"7,606",4,7,28,51,34,43,41,10,7,1,1,0,0,0,0
350136031,35,1,36,31,3536031,ZONE,110,"17,771","7,192",101,"13,697","5,543",40,"4,074","1,649",70,9,31,"8,982",658,"8,131","3,635",266,"3,290",1,6,22,24,17,20,12,5,1,2,0,0,0,0,0
350136036,35,1,36,36,3536036,CAMDEN,270,"44,743","18,107",255,"32,658","13,216",107,"12,087","4,891",163,15,92,"18,061","1,486","25,198","7,309",601,"10,197",7,17,61,62,27,33,39,14,10,0,0,0,0,0,0
350136041,35,1,36,41,3536041,CHATHAM,558,"88,844","35,954",499,"60,387","24,438",272,"28,458","11,517",286,59,213,"28,823","5,616","54,406","11,664","2,273","22,017",10,21,128,146,88,52,75,23,8,6,1,0,0,0,0
350136048,35,1,36,48,3536048,DOVER,391,"69,975","28,318",338,"47,518","19,230",196,"22,457","9,088",195,53,143,"23,497","5,623","40,855","9,509","2,276","16,533",1,7,84,116,56,45,48,23,5,3,2,0,0,0,1
350137000,35,1,37,0,3537000,ESSEX COUNTY,"3,088","349,345","141,375","2,917","228,467","92,457","1,151","120,879","48,918","1,937",171,980,"120,651","17,427","211,268","48,826","7,052","85,497",73,285,"1,237",629,316,168,230,89,34,20,5,2,0,0,0
350137001,35,1,37,1,3537001,PELEE,36,"7,009","2,836",29,"3,690","1,493",22,"3,319","1,343",14,7,15,"1,545","1,221","4,243",625,494,"1,717",0,0,9,3,5,7,9,2,1,0,0,0,0,0,0
350137004,35,1,37,4,3537004,MERSEA,696,"54,551","22,076",673,"37,769","15,285",245,"16,782","6,791",451,23,222,"18,800","1,098","34,653","7,608",444,"14,024",26,121,304,109,49,34,35,16,1,1,0,0,0,0,0
350137009,35,1,37,9,3537009,GOSFIELD SOUTH,346,"26,216","10,609",330,"17,784","7,197",106,"8,432","3,412",240,16,90,"9,247",838,"16,131","3,742",339,"6,528",10,58,166,56,23,8,18,3,2,1,0,1,0,0,0
350137014,35,1,37,14,3537014,GOSFIELD NORTH,250,"27,900","11,291",237,"19,411","7,855",92,"8,489","3,435",158,13,79,"9,940",986,"16,974","4,023",399,"6,869",5,23,97,57,23,20,12,8,2,3,0,0,0,0,0
350137018,35,1,37,18,3537018,COLCHESTER NORTH,177,"27,017","10,933",166,"17,430","7,054",67,"9,587","3,880",110,11,56,"9,767","1,373","15,877","3,953",556,"6,425",0,4,59,44,29,9,18,7,3,3,1,0,0,0,0
350137021,35,1,37,21,3537021,COLCHESTER SOUTH,278,"29,034","11,750",256,"20,400","8,256",105,"8,634","3,494",173,22,83,"11,246","1,180","16,608","4,551",478,"6,721",7,18,133,56,24,12,19,2,4,3,0,0,0,0,0
350137026,35,1,37,26,3537026,MALDEN,140,"17,501","7,082",130,"10,447","4,228",58,"7,054","2,855",82,10,48,"6,042","1,498","9,961","2,445",606,"4,031",1,5,48,41,19,8,12,5,0,0,1,0,0,0,0
350137031,35,1,37,31,3537031,ANDERDON,166,"15,676","6,344",155,"10,157","4,110",54,"5,520","2,234",112,11,43,"6,395",697,"8,585","2,588",282,"3,474",7,6,82,37,14,8,6,2,4,0,0,0,0,0,0
350137034,35,1,37,34,3537034,SANDWICH WEST,128,"7,877","3,188",124,"4,255","1,722",43,"3,622","1,466",85,4,39,"2,316",341,"5,220",937,138,"2,112",4,21,73,14,8,1,4,2,1,0,0,0,0,0,0
350137039,35,1,37,39,3537039,WINDSOR,14,"1,384",560,11,310,125,8,"1,074",435,6,3,5,81,379,924,33,153,374,2,1,4,1,4,1,1,0,0,0,0,0,0,0,0
350137046,35,1,37,46,3537046,SANDWICH SOUTH,119,"21,101","8,539",110,"10,838","4,386",57,"10,263","4,153",62,9,48,"4,445","1,097","15,559","1,799",444,"6,297",2,5,46,14,14,6,21,7,1,2,0,1,0,0,0
350137051,35,1,37,51,3537051,MAIDSTONE,251,"38,541","15,597",234,"22,711","9,191",99,"15,830","6,406",152,17,82,"10,963","4,377","23,201","4,437","1,771","9,389",5,12,88,62,25,15,20,12,5,5,2,0,0,0,0
350137058,35,1,37,58,3537058,ROCHESTER,204,"31,821","12,878",194,"21,520","8,709",76,"10,301","4,169",128,10,66,"12,406",941,"18,474","5,021",381,"7,476",3,4,55,55,41,9,19,12,5,1,0,0,0,0,0
350137062,35,1,37,62,3537062,TILBURY WEST,103,"18,637","7,542",99,"12,539","5,074",47,"6,098","2,468",56,4,43,"6,024",419,"12,194","2,438",170,"4,935",0,0,24,27,15,10,16,7,3,0,1,0,0,0,0
350137066,35,1,37,66,3537066,TILBURY NORTH,180,"25,080","10,150",169,"19,206","7,772",72,"5,874","2,377",108,11,61,"11,434",982,"12,664","4,627",397,"5,125",1,7,49,53,23,20,20,4,2,1,0,0,0,0,0
350138000,35,1,38,0,3538000,LAMBTON COUNTY,"3,151","578,601","234,151","2,987","447,854","181,240","1,091","130,747","52,911","2,060",164,927,"277,611","18,316","282,674","112,345","7,412","114,394",45,75,605,812,397,433,503,175,59,32,10,3,1,1,0
350138001,35,1,38,1,3538001,SOMBRA,346,"58,558","23,698",325,"38,883","15,735",146,"19,675","7,962",200,21,125,"21,406","2,447","34,705","8,663",990,"14,045",2,4,79,95,51,45,46,13,9,0,2,0,0,0,0
350138006,35,1,38,6,3538006,DAWN,291,"55,350","22,399",275,"41,185","16,667",116,"14,165","5,732",175,16,100,"22,527","1,695","31,128","9,116",686,"12,597",1,2,51,82,41,41,40,26,3,3,1,0,0,0,0
350138009,35,1,38,9,3538009,EUPHEMIA,149,"34,812","14,088",140,"27,225","11,018",58,"7,587","3,070",91,9,49,"15,301",974,"18,537","6,192",394,"7,502",2,2,20,30,17,23,28,18,7,2,0,0,0,0,0
350138012,35,1,38,12,3538012,BROOKE,337,"77,261","31,266",325,"61,048","24,705",116,"16,213","6,561",221,12,104,"39,922",941,"36,398","16,156",381,"14,730",5,7,38,73,48,47,66,31,13,9,0,0,0,0,0
350138016,35,1,38,16,3538016,ENNISKILLEN,411,"73,046","29,561",398,"61,546","24,907",103,"11,500","4,654",308,13,90,"43,305","1,159","28,582","17,525",469,"11,567",5,7,77,128,41,60,61,17,8,6,0,1,0,0,0
350138023,35,1,38,23,3538023,MOORE,303,"56,944","23,044",277,"37,557","15,199",130,"19,387","7,846",173,26,104,"19,091","4,237","33,616","7,726","1,715","13,604",4,3,76,83,22,35,46,21,6,4,2,1,0,0,0
350138028,35,1,38,28,3538028,SARNIA,191,"24,359","9,858",173,"15,898","6,434",80,"8,461","3,424",111,18,62,"8,062","2,299","13,998","3,263",930,"5,665",7,7,69,44,18,18,20,6,0,1,1,0,0,0,0
350138034,35,1,38,34,3538034,PLYMPTON,444,"70,429","28,502",429,"60,878","24,636",112,"9,551","3,865",332,15,97,"42,496",803,"27,130","17,198",325,"10,979",7,17,86,120,53,72,66,14,6,2,1,0,0,0,0
350138041,35,1,38,41,3538041,WARWICK,347,"65,695","26,586",332,"52,848","21,387",112,"12,847","5,199",235,15,97,"32,137","1,749","31,809","13,005",708,"12,873",7,13,48,77,54,50,74,15,4,3,1,1,0,0,0
350138046,35,1,38,46,3538046,BOSANQUET,332,"62,147","25,150",313,"50,786","20,552",118,"11,361","4,598",214,19,99,"33,364","2,012","26,771","13,502",814,"10,834",5,13,61,80,52,42,56,14,3,2,2,0,1,1,0
350139000,35,1,39,0,3539000,MIDDLESEX COUNTY,"3,520","635,003","256,977","3,282","463,856","187,716","1,349","171,148","69,261","2,171",238,"1,111","255,501","30,217","349,286","103,398","12,228","141,351",69,136,779,839,379,412,566,199,86,31,20,3,0,0,1
350139001,35,1,39,1,3539001,MOSA,185,"38,185","15,453",173,"28,994","11,733",70,"9,191","3,719",115,12,58,"15,797",907,"21,481","6,393",367,"8,693",3,4,37,45,20,20,32,9,11,3,1,0,0,0,0
350139006,35,1,39,6,3539006,EKFRID,243,"47,611","19,267",228,"34,363","13,906",100,"13,248","5,361",143,15,85,"19,461","2,446","25,704","7,876",990,"10,402",2,8,46,51,30,38,42,15,7,3,1,0,0,0,0
350139011,35,1,39,11,3539011,METCALFE,145,"31,890","12,905",139,"24,182","9,786",57,"7,708","3,119",88,6,51,"14,676",590,"16,624","5,939",239,"6,727",1,3,19,31,18,21,30,17,2,3,0,0,0,0,0
350139014,35,1,39,14,3539014,CARADOC,368,"57,915","23,437",341,"43,443","17,581",119,"14,472","5,857",249,27,92,"28,214","3,209","26,492","11,418","1,299","10,721",4,10,104,95,37,47,34,24,12,1,0,0,0,0,0
350139019,35,1,39,19,3539019,DELAWARE,110,"17,808","7,207",98,"12,455","5,040",47,"5,353","2,166",63,12,35,"4,899",704,"12,205","1,983",285,"4,939",2,7,44,17,5,7,19,2,4,2,1,0,0,0,0
350139022,35,1,39,22,3539022,WESTMINSTER,256,"40,802","16,512",236,"25,250","10,218",107,"15,552","6,294",149,20,87,"11,766","3,479","25,557","4,762","1,408","10,343",7,21,88,46,23,16,33,11,5,1,4,1,0,0,0
350139026,35,1,39,26,3539026,NORTH DORCHESTER,276,"42,671","17,268",258,"30,645","12,402",103,"12,026","4,867",173,18,85,"16,529","3,165","22,977","6,689","1,281","9,298",7,9,68,81,32,29,27,12,8,2,1,0,0,0,0
350139031,35,1,39,31,3539031,WEST NISSOURI,263,"45,060","18,235",247,"31,148","12,605",104,"13,912","5,630",159,16,88,"17,172","2,908","24,980","6,949","1,177","10,109",4,8,60,75,30,28,39,9,3,4,3,0,0,0,0
350139034,35,1,39,34,3539034,LONDON,378,"70,131","28,381",345,"46,813","18,945",159,"23,318","9,436",219,33,126,"23,081","4,237","42,813","9,341","1,715","17,326",7,11,79,102,39,45,56,21,9,4,5,0,0,0,0
350139036,35,1,39,36,3539036,LONDON,37,"7,837","3,172",28,"4,785","1,936",13,"3,052","1,235",24,9,4,"1,487","1,251","5,099",602,506,"2,063",6,3,13,5,3,2,3,1,0,0,0,0,0,0,1
350139039,35,1,39,39,3539039,LOBO,250,"36,213","14,655",235,"27,586","11,164",90,"8,627","3,491",160,15,75,"14,243",685,"21,285","5,764",277,"8,614",6,11,80,57,19,22,41,8,5,1,0,0,0,0,0
350139042,35,1,39,42,3539042,EAST WILLIAMS,148,"32,578","13,184",142,"24,460","9,899",64,"8,119","3,286",84,6,58,"11,545","1,235","19,799","4,672",500,"8,012",3,3,24,24,13,25,39,8,5,4,0,0,0,0,0
350139046,35,1,39,46,3539046,ADELAIDE,220,"37,476","15,166",211,"29,834","12,073",73,"7,642","3,093",147,9,64,"16,941",960,"19,575","6,856",388,"7,922",9,16,33,60,24,16,43,16,2,0,0,1,0,0,0
350139049,35,1,39,49,3539049,WEST WILLIAMS,137,"31,127","12,597",125,"23,057","9,331",60,"8,070","3,266",77,12,48,"12,078","1,163","17,886","4,888",471,"7,238",2,5,23,27,15,21,26,11,2,2,2,1,0,0,0
350139054,35,1,39,54,3539054,MCGILLIVRAY,285,"58,777","23,786",270,"46,955","19,002",106,"11,822","4,784",179,15,91,"29,319","1,630","27,828","11,865",660,"11,262",2,4,26,70,43,45,64,24,6,0,1,0,0,0,0
350139058,35,1,39,58,3539058,BIDDULPH,219,"38,922","15,751",206,"29,886","12,094",77,"9,036","3,657",142,13,64,"18,293","1,648","18,981","7,403",667,"7,681",4,13,35,53,28,30,38,11,5,1,1,0,0,0,0
350200000,35,2,0,0,3500000,WESTERN ONT. REGION OUEST D'ONT.,"25,151","4,395,224","1,778,684","23,601","3,314,386","1,341,284","8,285","1,080,842","437,401","16,866","1,550","6,735","2,129,941","207,730","2,057,557","861,956","84,065","832,664",575,908,"4,548","6,881","3,211","3,375","3,667","1,162",428,267,89,23,10,4,3
350221000,35,2,21,0,3521000,PEEL REGIONAL MUNICIPALITY,942,"136,856","55,384",828,"69,948","28,307",390,"66,907","27,076",552,114,276,"37,196","21,604","78,055","15,053","8,743","31,588",37,65,307,203,73,84,107,30,15,15,4,1,1,0,0
350221005,35,2,21,5,3521005,MISSISSAUGA,110,"15,415","6,238",75,"4,018","1,626",56,"11,396","4,612",54,35,21,"2,732","7,063","5,619","1,106","2,858","2,274",10,18,26,26,8,4,10,3,1,3,0,0,1,0,0
350221010,35,2,21,10,3521010,BRAMPTON,206,"27,790","11,246",176,"11,201","4,533",96,"16,589","6,713",110,30,66,"4,550","6,404","16,836","1,841","2,592","6,813",14,26,61,31,16,21,23,9,1,2,2,0,0,0,0
350221024,35,2,21,24,3521024,CALEDON,626,"93,651","37,899",577,"54,729","22,148",238,"38,922","15,751",388,49,189,"29,914","8,137","55,600","12,106","3,293","22,501",13,21,220,146,49,59,74,18,13,10,2,1,0,0,0
350222000,35,2,22,0,3522000,DUFFERIN COUNTY,"1,208","218,456","88,406","1,123","153,358","62,062",472,"65,098","26,344",736,85,387,"88,881","11,002","118,573","35,969","4,452","47,985",16,28,164,398,138,174,184,64,31,9,2,0,0,0,0
350222001,35,2,22,1,3522001,EAST GARAFRAXA,174,"31,852","12,890",158,"20,878","8,449",68,"10,974","4,441",106,16,52,"12,256","1,588","18,008","4,960",643,"7,288",5,5,23,52,22,29,20,11,5,1,1,0,0,0,0
350222004,35,2,22,4,3522004,EAST LUTHER,138,"26,677","10,796",125,"21,060","8,523",48,"5,617","2,273",90,13,35,"14,427","1,511","10,739","5,838",611,"4,346",3,2,11,44,13,28,20,11,5,1,0,0,0,0,0
350222008,35,2,22,8,3522008,AMARANTH,258,"43,726","17,695",244,"30,135","12,195",97,"13,591","5,500",161,14,83,"18,282","2,598","22,846","7,398","1,051","9,245",3,3,39,89,37,34,35,12,4,2,0,0,0,0,0
350222012,35,2,22,12,3522012,MONO,228,"32,833","13,287",212,"22,276","9,015",83,"10,557","4,272",145,16,67,"14,162","2,195","16,476","5,731",888,"6,668",3,6,49,79,22,34,24,9,2,0,0,0,0,0,0
350222016,35,2,22,16,3522016,MULMUR,160,"32,461","13,136",149,"21,511","8,705",69,"10,950","4,431",91,11,58,"10,954","1,595","19,912","4,433",645,"8,058",1,4,16,53,19,20,30,8,5,4,0,0,0,0,0
350222019,35,2,22,19,3522019,MELANCTHON,250,"50,907","20,601",235,"37,498","15,175",107,"13,409","5,426",143,15,92,"18,800","1,515","30,592","7,608",613,"12,380",1,8,26,81,25,29,55,13,10,1,1,0,0,0,0
350223000,35,2,23,0,3523000,WELLINGTON COUNTY,"3,219","501,181","202,821","3,019","379,106","153,419",974,"122,075","49,402","2,245",200,774,"257,342","22,978","220,861","104,143","9,299","89,379",78,104,643,978,414,447,391,105,23,20,10,1,4,1,0
350223001,35,2,23,1,3523001,PUSLINCH,261,"30,385","12,296",229,"20,295","8,213",87,"10,090","4,083",174,32,55,"14,908","2,935","12,542","6,033","1,188","5,076",10,10,89,71,21,30,21,6,2,1,0,0,0,0,0
350223006,35,2,23,6,3523006,GUELPH,152,"33,735","13,652",130,"15,912","6,439",71,"17,823","7,213",81,22,49,"8,592","2,928","22,215","3,477","1,185","8,990",9,6,31,31,23,20,17,8,1,1,1,1,2,1,0
350223011,35,2,23,11,3523011,ERAMOSA,253,"34,892","14,120",238,"26,055","10,544",67,"8,837","3,576",186,15,52,"17,035","1,913","15,944","6,894",774,"6,452",6,5,68,85,32,29,19,4,3,0,1,0,1,0,0
350223016,35,2,23,16,3523016,ERIN,359,"44,769","18,117",337,"31,736","12,843",107,"13,033","5,274",252,22,85,"19,608","2,704","22,457","7,935","1,094","9,088",8,11,122,111,26,33,37,5,4,1,1,0,0,0,0
350223021,35,2,23,21,3523021,WEST GARAFRAXA,205,"37,485","15,170",197,"29,752","12,040",65,"7,733","3,129",140,8,57,"18,599",802,"18,084","7,527",325,"7,318",1,5,37,58,29,21,35,13,1,5,0,0,0,0,0
350223024,35,2,23,24,3523024,NICHOL,152,"24,018","9,720",142,"17,409","7,045",57,"6,609","2,675",95,10,47,"10,713","1,326","11,979","4,335",537,"4,848",5,12,31,38,16,20,18,6,3,3,0,0,0,0,0
350223029,35,2,23,29,3523029,PILKINGTON,161,"23,919","9,680",153,"19,400","7,851",47,"4,519","1,829",114,8,39,"12,967",713,"10,239","5,248",289,"4,144",2,9,35,45,22,21,20,3,1,3,0,0,0,0,0
350223032,35,2,23,32,3523032,PEEL,470,"68,294","27,638",445,"56,649","22,925",120,"11,645","4,713",350,25,95,"41,841","2,646","23,807","16,932","1,071","9,634",13,16,60,175,72,66,53,11,3,0,1,0,0,0,0
350223036,35,2,23,36,3523036,MARYBOROUGH,323,"50,244","20,333",312,"42,325","17,128",90,"7,919","3,205",233,11,79,"29,814",908,"19,522","12,065",367,"7,900",6,8,49,104,49,54,43,7,0,2,1,0,0,0,0
350223041,35,2,23,41,3523041,MINTO,357,"61,345","24,825",342,"50,494","20,434",92,"10,851","4,391",265,15,77,"34,977","1,983","24,385","14,155",802,"9,868",11,11,60,96,46,56,53,15,2,3,4,0,0,0,0
350223048,35,2,23,48,3523048,ARTHUR,343,"57,874","23,421",326,"43,565","17,630",113,"14,309","5,791",230,17,96,"29,373","1,702","26,799","11,887",689,"10,845",5,9,46,106,51,55,53,15,2,0,0,0,1,0,0
350223054,35,2,23,54,3523054,WEST LUTHER,183,"34,221","13,849",168,"25,514","10,325",58,"8,707","3,524",125,15,43,"18,915","2,418","12,888","7,655",979,"5,216",2,2,15,58,27,42,22,12,1,1,1,0,0,0,0
350224000,35,2,24,0,3524000,HALTON REGIONAL MUNICIPALITY,969,"129,030","52,217",835,"61,709","24,973",377,"67,322","27,244",592,134,243,"41,756","25,778","61,497","16,898","10,432","24,887",38,86,375,204,68,71,63,32,9,17,3,0,0,1,2
350224001,35,2,24,1,3524001,OAKVILLE,57,"11,028","4,463",42,"1,395",565,31,"9,633","3,898",26,15,16,912,"5,441","4,675",369,"2,202","1,892",5,9,17,6,2,2,6,4,1,5,0,0,0,0,0
350224002,35,2,24,2,3524002,BURLINGTON,160,"18,671","7,556",130,"8,395","3,397",66,"10,276","4,159",94,30,36,"5,260","4,044","9,367","2,129","1,637","3,791",15,23,58,20,12,15,6,4,1,5,1,0,0,0,0
350224009,35,2,24,9,3524009,MILTON,426,"52,853","21,389",377,"27,860","11,275",150,"24,993","10,114",276,49,101,"20,141","11,188","21,524","8,151","4,528","8,710",9,29,194,95,23,28,24,15,3,3,1,0,0,1,1
350224015,35,2,24,15,3524015,HALTON HILLS,326,"46,478","18,809",286,"24,059","9,736",130,"22,420","9,073",196,40,90,"15,443","5,105","25,931","6,250","2,066","10,494",9,25,106,83,31,26,27,9,4,4,1,0,0,0,1
350230000,35,2,30,0,3530000,WATERLOO REGIONAL MUNICIPALITY,"1,823","242,908","98,301","1,671","176,549","71,447",597,"66,359","26,855","1,226",152,445,"113,632","17,471","111,805","45,985","7,070","45,246",82,107,384,592,252,161,161,54,12,14,2,2,0,0,0
350230004,35,2,30,4,3530004,NORTH DUMFRIES,209,"34,357","13,904",193,"24,028","9,724",78,"10,329","4,180",131,16,62,"12,248","1,580","20,529","4,957",639,"8,308",5,14,55,50,17,16,30,13,6,3,0,0,0,0,0
350230010,35,2,30,10,3530010,CAMBRIDGE,56,"9,331","3,776",41,"3,508","1,420",28,"5,823","2,356",28,15,13,"1,487","2,197","5,647",602,889,"2,285",5,8,15,10,0,2,8,7,0,0,0,1,0,0,0
350230013,35,2,30,13,3530013,KITCHENER,60,"8,459","3,423",50,"4,833","1,956",27,"3,626","1,467",33,10,17,"1,726","1,949","4,784",698,789,"1,936",9,6,16,10,2,3,8,3,0,3,0,0,0,0,0
350230016,35,2,30,16,3530016,WATERLOO,27,"3,030","1,226",15,"1,239",501,21,"1,791",725,6,12,9,360,"1,466","1,204",146,593,487,2,3,4,11,1,3,2,1,0,0,0,0,0,0,0
350230020,35,2,30,20,3530020,WILMOT,386,"53,635","21,705",357,"34,927","14,134",135,"18,708","7,571",251,29,106,"20,121","4,841","28,673","8,143","1,959","11,604",16,28,95,95,59,32,41,11,2,5,2,0,0,0,0
350230027,35,2,30,27,3530027,WELLESLEY,509,"61,952","25,071",488,"54,347","21,993",123,"7,605","3,078",386,21,102,"41,757","1,309","18,886","16,898",530,"7,643",15,19,68,223,92,56,30,5,1,0,0,0,0,0,0
350230035,35,2,30,35,3530035,WOOLWICH,576,"72,144","29,196",527,"53,667","21,718",185,"18,477","7,477",391,49,136,"35,933","4,129","32,082","14,542","1,671","12,983",30,29,131,193,81,49,42,14,3,3,0,1,0,0,0
350231000,35,2,31,0,3531000,PERTH COUNTY,"3,156","493,537","199,727","2,991","409,622","165,768",867,"83,916","33,960","2,289",165,702,"293,020","15,718","184,800","118,581","6,361","74,786",92,104,442,"1,017",507,447,406,81,37,15,7,1,0,0,0
350231001,35,2,31,1,3531001,SOUTH EASTHOPE,160,"21,361","8,644",148,"17,571","7,111",51,"3,790","1,534",109,12,39,"11,834",919,"8,608","4,789",372,"3,484",2,8,25,64,21,22,14,1,3,0,0,0,0,0,0
350231006,35,2,31,6,3531006,NORTH EASTHOPE,284,"41,243","16,690",271,"33,235","13,450",83,"8,008","3,241",201,13,70,"23,501","1,672","16,070","9,511",677,"6,503",6,9,42,90,53,44,34,3,2,0,1,0,0,0,0
350231009,35,2,31,9,3531009,DOWNIE,266,"41,713","16,881",250,"33,049","13,374",86,"8,664","3,506",180,16,70,"21,818","2,341","17,554","8,829",947,"7,104",13,9,47,66,42,34,45,7,2,1,0,0,0,0,0
350231014,35,2,31,14,3531014,BLANSHARD,269,"44,688","18,085",248,"34,465","13,947",82,"10,223","4,137",187,21,61,"22,095","1,854","20,739","8,942",750,"8,393",11,18,49,74,23,32,43,11,4,3,0,1,0,0,0
350231018,35,2,31,18,3531018,FULLARTON,217,"38,218","15,466",207,"30,957","12,528",66,"7,261","2,938",151,10,56,"19,960",779,"17,479","8,078",315,"7,073",5,2,34,62,33,26,43,6,5,0,1,0,0,0,0
350231021,35,2,31,21,3531021,HIBBERT,194,"39,763","16,092",184,"31,872","12,898",59,"7,891","3,193",135,10,49,"21,299",642,"17,822","8,619",260,"7,212",5,3,18,46,30,36,38,8,6,4,0,0,0,0,0
