AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NELECTY,ELECTY,NFUEL,FUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NREPBLDG,REPBLDG,NVFTPRD,VFTPRD,NMAPLET,MAPLET,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALES95
350241001,35,2,41,1,3541001,CARRICK,338,129,"3,532",59,"2,755",78,777,92,"185,223",87,"182,715",6,"2,508",129,"512,288",313,"322,683",316,"788,147",309,"647,288",241,"390,980",286,"627,154",229,"137,237",284,"374,499",304,"3,435,757",266,"355,476",34,"97,164",17,"1,135",21,20,22,63,78,77,49,8,"20,110,415"
350241006,35,2,41,6,3541006,CULROSS,253,112,"4,501",31,"3,303",91,"1,198",101,"235,877",96,"222,363",8,"13,514",112,"487,679",239,"251,737",238,"635,868",233,"575,034",176,"265,516",214,"793,664",182,"150,580",211,"332,430",213,"2,392,826",209,"280,879",19,"55,142",10,249,25,16,20,40,46,54,45,7,"15,553,913"
350241011,35,2,41,11,3541011,KINLOSS,197,74,"1,691",21,"1,073",56,618,70,"169,864",66,"167,004",5,"2,860",74,"338,468",172,"188,522",182,"421,037",174,"490,929",135,"320,727",165,"614,148",133,"165,335",153,"326,072",157,"1,954,566",156,"201,349",18,"31,610",3,x,17,16,20,42,36,33,27,6,"12,445,652"
350241016,35,2,41,16,3541016,HURON,223,107,"2,096",27,"1,149",86,947,81,"402,327",77,"360,752",6,"41,575",107,"362,767",201,"202,622",209,"657,493",202,"597,275",158,"492,162",198,"1,311,588",158,"234,824",183,"420,073",167,"1,450,935",177,"306,498",2,x,4,301,18,9,21,34,38,56,36,11,"16,380,040"
350241021,35,2,41,21,3541021,KINCARDINE,262,100,"3,396",30,"2,171",79,"1,225",86,"306,954",81,"244,722",8,"62,232",100,"589,232",230,"241,919",236,"811,887",228,"690,369",170,"472,752",208,"677,870",139,"131,421",189,"416,945",212,"3,061,806",217,"317,719",7,"18,821",5,x,22,28,12,42,52,55,33,18,"22,876,423"
350241026,35,2,41,26,3541026,BRUCE,218,69,"1,245",17,820,54,425,78,"219,945",75,"165,923",6,"54,022",69,"177,297",187,"157,660",198,"496,839",196,"422,067",131,"178,053",163,"524,454",98,"100,479",155,"276,410",174,"1,470,588",185,"198,568",4,x,3,x,25,15,15,40,35,38,36,14,"16,515,990"
350241031,35,2,41,31,3541031,GREENOCK,232,79,"1,921",29,"1,282",59,639,109,"199,994",108,"194,694",4,"5,300",79,"267,389",205,"239,658",206,"468,443",203,"428,855",152,"249,098",176,"472,187",120,"101,892",165,"201,358",187,"2,128,010",187,"257,036",31,"73,164",10,"2,860",29,16,20,39,37,42,36,13,"16,371,720"
350241034,35,2,41,34,3541034,BRANT,354,126,"3,446",40,"2,231",96,"1,215",128,"446,453",122,"431,743",11,"14,710",126,"626,593",296,"285,676",302,"757,191",300,"790,559",210,"378,702",269,"831,380",205,"194,101",251,"393,206",278,"2,418,086",273,"396,530",28,"66,354",18,"6,054",38,21,41,89,46,59,46,14,"24,109,641"
350241038,35,2,41,38,3541038,ELDERSLIE,201,82,"1,844",28,"1,262",65,582,80,"234,902",78,"229,358",5,"5,544",82,"352,608",178,"245,499",177,"588,738",172,"479,562",123,"241,710",146,"748,262",104,"100,690",144,"247,451",173,"3,740,867",162,"246,376",17,"31,667",5,499,15,11,11,32,29,32,39,32,"30,303,192"
350241044,35,2,41,44,3541044,SAUGEEN,126,46,"1,461",15,921,37,540,54,"130,296",52,"128,122",4,"2,174",46,"276,612",106,"95,040",115,"299,789",115,"267,210",75,"122,388",97,"361,423",70,"103,029",92,"160,286",92,"667,236",103,"158,852",9,"37,286",4,380,18,15,11,19,18,20,18,7,"8,259,194"
350241049,35,2,41,49,3541049,ARRAN,202,73,"2,326",20,"1,520",60,806,66,"188,002",64,x,6,x,73,"348,908",179,"144,236",178,"396,791",175,"328,708",109,"159,337",143,"357,438",101,"73,084",134,"154,421",154,"1,465,663",174,"184,221",16,"49,189",11,876,25,11,16,36,30,31,35,18,"19,611,408"
350241054,35,2,41,54,3541054,AMABEL,147,56,743,13,190,46,553,48,"59,784",47,x,2,x,56,"121,382",124,"89,075",129,"220,289",121,"167,773",59,"50,142",97,"222,032",61,"32,735",88,"70,307",112,"679,749",104,"92,665",17,"41,091",12,"3,678",23,17,25,35,16,17,11,3,"5,559,723"
350241059,35,2,41,59,3541059,ALBEMARLE,52,18,502,7,383,12,119,24,"44,392",23,x,1,x,18,"104,988",46,"24,179",48,"77,015",44,"56,296",18,"23,124",32,"46,221",16,"4,194",28,"17,471",38,"101,343",43,"32,334",10,"9,710",6,"1,190",7,3,11,13,4,7,6,1,"2,255,957"
350241062,35,2,41,62,3541062,EASTNOR,74,36,725,5,255,34,470,38,"55,885",36,x,3,x,36,"102,828",72,"51,693",69,"154,665",67,"142,441",33,"36,915",54,"124,223",27,"12,948",38,"25,918",62,"387,306",60,"60,634",10,"17,806",6,915,11,2,12,12,9,12,9,7,"5,361,820"
350241066,35,2,41,66,3541066,LINDSAY,35,16,291,1,50,15,241,18,"45,382",17,x,1,x,16,"57,682",29,"16,561",31,"54,536",30,"42,759",15,"14,976",19,"52,329",9,"4,305",14,"17,125",25,"106,547",30,"30,613",16,"71,824",3,230,11,4,3,3,4,4,1,5,"4,247,520"
350242000,35,2,42,0,3542000,GREY COUNTY,"3,678","1,289","39,410",328,"18,530","1,058","20,880","1,380","2,068,028","1,313","1,884,367",118,"183,661","1,289","6,763,611","3,157","2,509,587","3,330","5,724,404","3,166","5,458,211","1,887","2,313,741","2,509","4,222,935","1,728","1,267,769","2,376","2,446,578","2,866","29,669,287","2,753","2,966,316",278,"676,455",181,"29,406",641,401,538,806,549,453,210,80,"153,459,016"
350242001,35,2,42,1,3542001,NORMANBY,336,140,"4,182",34,"2,996",113,"1,186",133,"228,404",124,"214,119",14,"14,285",140,"873,477",305,"305,339",311,"649,052",297,"644,450",226,"467,708",281,"573,003",186,"105,805",261,"421,886",302,"5,606,395",266,"387,932",36,"67,149",14,"1,920",31,31,32,64,80,66,24,8,"20,781,821"
350242006,35,2,42,6,3542006,EGREMONT,320,92,"1,501",20,860,73,641,127,"176,241",123,"167,770",9,"8,471",92,"230,199",292,"217,548",304,"558,514",283,"484,993",186,"269,356",247,"442,337",178,"77,875",233,"274,777",265,"3,951,401",236,"289,420",22,"32,591",16,"2,239",39,29,36,78,51,52,27,8,"14,812,483"
350242009,35,2,42,9,3542009,PROTON,253,77,"1,243",16,631,63,612,83,"120,980",81,x,3,x,77,"231,761",233,"159,847",230,"462,939",217,"362,960",120,"112,345",174,"336,954",132,"50,701",150,"147,793",206,"1,646,831",189,"289,235",10,"38,517",10,"1,643",34,36,46,58,39,25,10,5,"8,055,165"
350242014,35,2,42,14,3542014,OSPREY,239,60,"1,775",18,"1,199",47,576,90,"118,008",83,"100,858",10,"17,150",60,"246,090",203,"151,185",216,"407,128",209,"354,159",132,"155,298",168,"314,750",104,"66,184",160,"170,219",181,"1,617,238",184,"180,006",25,"59,922",11,721,43,19,47,59,31,23,10,7,"9,517,995"
350242018,35,2,42,18,3542018,ARTEMESIA,216,67,"1,265",16,748,57,517,87,"162,509",85,x,3,x,67,"200,109",194,"178,409",188,"294,216",183,"303,059",97,"94,248",144,"229,898",104,"34,666",126,"117,807",177,"1,789,243",155,"150,051",10,"38,086",5,"1,000",37,32,31,48,33,27,6,2,"6,230,143"
350242022,35,2,42,22,3542022,GLENELG,180,65,"1,322",17,801,53,521,72,"65,291",69,"62,341",5,"2,950",65,"212,833",152,"114,727",163,"210,480",152,"190,707",95,"109,999",127,"184,613",75,"25,194",113,"112,700",142,"765,826",139,"118,972",14,"19,418",16,"1,752",45,21,27,41,24,12,8,2,"4,316,397"
350242028,35,2,42,28,3542028,BENTINCK,278,77,"1,924",23,"1,059",61,865,95,"119,662",92,"107,451",9,"12,211",77,"403,745",239,"212,348",246,"448,244",234,"424,408",138,"152,842",195,"355,097",110,"49,806",176,"147,983",227,"4,271,941",206,"236,328",22,"79,865",17,"1,963",63,36,47,52,29,30,14,7,"16,661,908"
350242032,35,2,42,32,3542032,SULLIVAN,286,92,"1,102",20,442,73,660,99,"133,457",91,"120,150",15,"13,307",92,"145,172",223,"147,910",260,"391,902",239,"393,587",143,"132,340",200,"310,384",147,"51,244",212,"179,770",240,"1,824,669",214,"154,916",23,"24,909",23,"10,911",50,27,31,65,51,42,10,10,"12,441,141"
350242036,35,2,42,36,3542036,HOLLAND,182,68,"1,060",13,441,57,619,66,"107,053",64,"102,403",6,"4,650",68,"167,115",154,"82,310",164,"214,198",154,"189,783",81,"89,631",103,"140,191",70,"33,984",103,"109,549",142,"748,218",127,"99,083",24,"71,042",16,"1,940",42,26,36,41,22,9,4,2,"4,845,957"
350242039,35,2,42,39,3542039,EUPHRASIA,239,92,"1,650",18,928,82,722,97,"109,510",93,"100,785",9,"8,725",92,"182,454",216,"199,464",221,"356,759",210,"314,550",125,"114,272",155,"214,815",113,"36,538",166,"162,316",189,"1,046,920",189,"184,352",26,"56,997",7,"1,127",44,29,27,56,40,28,13,2,"7,443,730"
350242042,35,2,42,42,3542042,COLLINGWOOD,240,122,"8,416",31,"2,082",107,"6,334",104,"187,930",94,"122,025",12,"65,905",122,"1,417,780",193,"140,884",217,"426,393",210,"436,070",115,"160,034",163,"268,861",146,"397,625",122,"111,582",132,"1,081,555",169,"157,566",14,"19,570",11,572,48,21,37,53,29,26,20,6,"10,331,101"
350242048,35,2,42,48,3542048,ST. VINCENT,237,100,"6,569",25,"1,823",89,"4,746",96,"154,644",91,"149,214",9,"5,430",100,"1,165,107",190,"138,560",216,"332,468",200,"328,437",115,"115,469",163,"249,690",123,"233,299",138,"117,295",155,"955,067",176,"177,396",7,"5,556",2,x,45,20,41,59,30,21,16,5,"8,357,804"
350242051,35,2,42,51,3542051,SYDENHAM,248,89,"2,932",33,"1,983",63,949,90,"131,205",88,"127,545",5,"3,660",89,"484,101",204,"192,041",220,"395,085",215,"455,990",121,"143,949",137,"204,402",88,"34,360",153,"123,036",187,"1,903,978",190,"217,918",17,"80,496",14,"2,119",51,33,41,48,31,27,13,4,"9,425,819"
350242054,35,2,42,54,3542054,DERBY,169,59,"2,135",20,"1,415",48,720,58,"114,916",58,x,1,x,59,"420,850",146,"128,413",149,"267,282",150,"288,693",92,"92,948",111,"222,229",59,"35,545",109,"112,230",133,"1,214,365",129,"174,576",8,"9,718",6,x,15,21,22,28,28,26,21,8,"11,142,559"
350242062,35,2,42,62,3542062,KEPPEL,255,89,"2,334",24,"1,122",72,"1,212",83,"138,218",77,"118,476",8,"19,742",89,"382,818",213,"140,602",225,"309,744",213,"286,365",101,"103,302",141,"175,711",93,"34,943",154,"137,635",188,"1,245,640",184,"148,565",20,"72,619",13,775,54,20,37,56,31,39,14,4,"9,094,993"
350243000,35,2,43,0,3543000,SIMCOE COUNTY,"3,452","1,283","69,952",405,"33,731","1,036","36,221","1,363","4,459,150","1,314","4,310,598",94,"148,552","1,283","13,473,733","2,905","2,701,795","3,060","8,028,200","2,894","7,773,974","1,584","2,552,811","2,165","9,288,875","1,766","3,964,476","2,209","5,781,485","2,368","24,579,966","2,458","3,396,207",186,"1,185,107",143,"79,485",692,431,523,647,387,367,280,125,"183,062,473"
350243001,35,2,43,1,3543001,ADJALA,179,69,"1,694",19,868,53,826,59,"122,461",57,"119,251",5,"3,210",69,"288,094",133,"104,958",149,"298,729",139,"276,555",82,"131,448",87,"282,646",70,"91,416",107,"170,481",124,"691,291",120,"192,770",10,x,4,138,40,32,31,31,20,13,9,3,"5,017,602"
350243004,35,2,43,4,3543004,TECUMSETH,307,125,"12,639",45,"5,908",100,"6,731",142,"838,497",136,"823,997",7,"14,500",125,"2,791,892",252,"278,238",261,"1,149,226",247,"1,224,172",149,"427,151",187,"1,511,664",149,"670,643",183,"982,300",202,"1,425,031",209,"380,109",3,x,1,x,49,50,46,54,28,30,29,21,"23,814,047"
350243011,35,2,43,11,3543011,WEST GWILLIMBURY,300,161,"11,315",46,"4,295",137,"7,020",123,"607,543",118,"595,147",8,"12,396",161,"2,519,428",251,"272,850",268,"1,128,439",252,"821,830",113,"202,391",229,"849,961",220,"679,679",229,"662,592",136,"1,779,202",196,"308,353",1,x,2,x,45,18,37,48,47,45,45,15,"20,268,177"
350243016,35,2,43,16,3543016,INNISFIL,213,81,"6,391",32,"3,855",65,"2,536",96,"440,115",93,"423,915",8,"16,200",81,"1,293,254",176,"261,882",188,"610,185",167,"483,017",105,"223,444",140,"943,299",127,"336,690",148,"526,441",139,"2,034,444",140,"248,569",3,x,1,x,36,20,39,43,25,22,19,9,"10,859,678"
350243021,35,2,43,21,3543021,ESSA,213,88,"7,185",37,"4,119",73,"3,066",100,"404,235",97,"394,135",6,"10,100",88,"1,520,541",185,"242,640",197,"682,095",186,"646,877",103,"322,275",153,"1,268,635",130,"674,110",150,"698,032",153,"1,625,848",158,"310,561",9,x,6,332,29,19,27,47,28,26,23,14,"13,742,216"
350243026,35,2,43,26,3543026,TOSORONTIO,97,32,"1,149",6,328,28,821,38,"153,890",37,x,1,x,32,"206,424",85,"66,514",87,"258,324",83,"176,643",49,"70,815",64,"360,970",60,"115,635",63,"201,709",57,"664,570",67,"81,052",2,x,1,x,22,8,9,18,11,15,12,2,"4,335,008"
350243029,35,2,43,29,3543029,NOTTAWASAGA,360,157,"7,450",44,"3,741",126,"3,709",157,"283,800",149,"270,350",16,"13,450",157,"1,323,098",303,"297,562",321,"807,762",309,"881,107",183,"235,558",232,"633,332",187,"242,733",226,"407,936",256,"6,508,494",262,"310,649",23,"88,610",14,"2,963",61,43,52,65,42,46,28,23,"41,073,206"
350243036,35,2,43,36,3543036,SUNNIDALE,148,47,"2,027",20,"1,208",34,819,57,"270,143",55,x,3,x,47,"368,471",133,"144,350",139,"378,855",134,"405,264",80,"148,375",106,"600,806",90,"206,023",104,"273,924",112,"1,974,085",109,"120,050",7,x,3,x,20,12,17,26,25,25,15,8,"8,848,947"
350243041,35,2,43,41,3543041,VESPRA,164,58,"2,416",19,"1,268",45,"1,148",68,"128,717",67,"122,909",3,"5,808",58,"397,497",136,"123,605",144,"385,191",143,"364,308",76,"76,739",115,"479,562",98,"98,123",114,"199,854",109,"1,154,753",115,"162,442",7,x,4,278,31,15,28,33,14,18,18,7,"9,488,933"
350243046,35,2,43,46,3543046,ORO,261,95,"4,626",35,"2,095",75,"2,531",94,"305,275",91,x,5,x,95,"788,291",230,"189,441",234,"500,434",233,"608,340",132,"219,541",176,"709,618",136,"214,724",174,"370,209",209,"1,541,895",198,"272,983",26,"33,804",27,"15,658",46,30,41,57,33,27,19,8,"11,546,697"
350243048,35,2,43,48,3543048,MARA,183,65,"1,858",23,"1,338",49,520,78,"141,671",77,"138,471",4,"3,200",65,"356,717",153,"133,214",159,"292,183",152,"315,706",80,"81,168",100,"177,898",67,"114,475",105,"164,712",130,"914,390",132,"154,698",8,x,7,"1,237",41,19,27,50,15,14,15,2,"6,379,689"
350243049,35,2,43,49,3543049,RAMA,45,9,229,2,147,7,82,19,"15,266",19,x,1,x,9,"25,752",35,"16,721",34,"46,164",35,"66,003",12,"8,978",20,"23,476",12,"4,047",20,"17,128",30,"111,397",31,"24,063",3,x,4,x,12,9,12,4,4,4,0,0,"599,149"
350243051,35,2,43,51,3543051,ORILLIA,192,49,"1,239",9,518,45,721,66,"104,186",64,"101,745",5,"2,441",49,"285,158",166,"97,086",171,"240,166",153,"274,683",72,"60,730",87,"124,906",47,"43,976",100,"97,511",142,"683,677",131,"157,088",25,"45,292",16,"18,928",51,38,28,41,14,14,4,2,"3,903,276"
350243056,35,2,43,56,3543056,MEDONTE,217,57,768,12,325,46,443,71,"71,912",65,"58,337",9,"13,575",57,"108,871",183,"95,800",191,"270,032",182,"249,809",102,"90,987",121,"194,682",98,"48,323",123,"94,753",152,"555,547",165,"129,644",18,"35,298",16,"5,768",62,40,42,33,18,14,7,1,"3,867,496"
350243061,35,2,43,61,3543061,FLOS,204,78,"5,373",32,"2,629",57,"2,744",79,"398,512",77,"380,610",4,"17,902",78,"737,456",181,"206,813",190,"504,010",177,"534,541",94,"114,665",156,"712,121",128,"240,823",153,"482,354",166,"1,501,268",162,"288,379",11,x,8,"11,570",30,18,34,29,27,30,30,6,"11,265,434"
350243068,35,2,43,68,3543068,TINY,222,73,"3,252",14,961,65,"2,291",61,"128,511",60,x,3,x,73,"420,126",182,"106,420",190,"292,617",183,"284,554",93,"102,455",117,"299,607",95,"148,582",122,"348,958",146,"806,063",154,"133,314",19,"123,447",22,"20,806",76,37,27,40,24,11,4,3,"5,033,128"
350243071,35,2,43,71,3543071,TAY,113,31,304,6,113,27,191,44,"33,961",41,"31,111",5,"2,850",31,"37,859",98,"52,411",105,"154,985",92,"124,605",52,"32,180",59,"104,059",47,"29,526",69,"70,831",82,"477,408",84,"66,393",9,x,5,180,31,20,18,18,11,11,3,1,"2,665,031"
350243079,35,2,43,79,3543079,MATCHEDASH,34,8,37,4,15,4,22,11,"10,455",11,x,1,x,8,"4,804",23,"11,290",32,"28,803",27,"35,960",7,"3,911",16,"11,633",5,"4,948",19,"11,760",23,"130,603",25,"55,090",2,x,2,x,10,3,8,10,1,2,0,0,"354,759"
350300000,35,3,0,0,3500000,CENTRAL ONT. REGION CENTRE D'ONT,"12,702","5,075","234,940","1,650","128,319","4,070","106,621","4,803","11,603,570","4,609","10,648,901",350,"954,669","5,075","43,376,948","10,472","9,534,938","11,041","25,057,727","10,512","22,186,665","6,333","10,498,069","7,379","22,793,511","5,900","8,096,120","7,813","13,322,922","8,945","74,273,151","8,937","11,942,138",812,"1,999,692",596,"190,028","2,915","1,875","2,034","2,132","1,286","1,309",857,294,"507,528,791"
350312000,35,3,12,0,3512000,HASTINGS COUNTY,"1,582",613,"14,941",176,"8,692",496,"6,249",638,"881,186",606,"835,096",52,"46,090",613,"2,264,148","1,314","964,897","1,409","2,405,229","1,358","2,311,078",711,"720,577",773,"1,577,269",597,"477,916",974,"1,014,052","1,202","7,028,924","1,147","1,242,032",169,"335,508",119,"23,912",436,271,255,210,163,166,69,12,"39,921,357"
350312001,35,3,12,1,3512001,TYENDINAGA,213,70,"1,100",17,610,60,490,84,"73,796",75,"66,407",12,"7,389",70,"118,369",178,"90,352",194,"223,624",187,"224,148",82,"68,087",97,"153,766",49,"19,619",128,"106,752",159,"517,772",155,"121,336",18,"18,198",10,435,70,43,38,25,13,18,6,0,"3,352,880"
350312004,35,3,12,4,3512004,TYENDINAGA 38,12,5,110,3,67,2,43,8,"7,044",7,x,1,x,5,"14,340",8,"8,447",12,"19,870",11,"17,303",6,"11,460",6,"11,773",7,"3,335",8,"9,992",9,"39,517",8,"13,201",0,0,0,0,2,2,2,1,0,4,1,0,"396,014"
350312006,35,3,12,6,3512006,THURLOW,200,79,"2,041",27,"1,274",61,767,79,"82,961",78,x,2,x,79,"260,177",171,"171,099",181,"257,594",171,"263,988",90,"98,092",106,"210,589",78,"45,330",119,"136,358",143,"715,673",142,"177,621",17,"45,137",10,"2,976",58,35,22,28,17,33,7,0,"4,673,729"
350312011,35,3,12,11,3512011,SIDNEY,225,99,"3,810",25,"2,276",84,"1,534",92,"200,100",87,"197,596",6,"2,504",99,"709,763",183,"142,074",203,"443,427",192,"444,853",102,"132,471",127,"492,560",112,"148,019",147,"227,137",146,"1,020,558",158,"209,782",13,"12,734",11,"1,483",51,29,36,29,32,29,14,5,"9,366,618"
350312019,35,3,12,19,3512019,RAWDON,246,115,"3,121",42,"1,955",86,"1,166",105,"135,926",100,"119,236",9,"16,690",115,"437,085",224,"213,566",224,"418,756",222,"518,765",139,"120,346",113,"195,507",108,"115,032",169,"194,535",197,"1,704,098",191,"227,096",13,"8,773",13,"1,382",51,35,42,26,30,36,22,4,"9,564,685"
350312024,35,3,12,24,3512024,HUNTINGDON,82,40,884,11,431,32,453,40,"61,311",39,"57,711",3,"3,600",40,"140,343",75,"64,625",77,"205,233",77,"151,871",46,"54,748",48,"131,520",45,"44,363",61,"78,244",73,"539,870",69,"106,339",12,"14,111",5,"3,212",14,17,15,10,5,15,5,1,"2,650,926"
350312028,35,3,12,28,3512028,HUNGERFORD,207,86,"1,538",20,817,72,721,86,"114,736",81,"109,185",9,"5,551",86,"239,378",170,"103,284",178,"290,766",174,"293,135",96,"102,261",100,"148,858",66,"48,406",125,"98,389",167,"952,245",151,"157,553",22,"42,427",10,x,55,37,37,42,21,9,5,1,"3,758,827"
350312036,35,3,12,36,3512036,MADOC,139,58,"1,363",21,833,44,530,64,"101,734",63,x,2,x,58,"180,632",116,"95,695",120,"191,025",121,"197,098",82,"98,802",84,"143,502",72,"41,376",91,"80,447",107,"848,515",107,"129,213",11,"11,747",24,"7,069",28,19,20,17,32,17,6,0,"3,631,049"
350312041,35,3,12,41,3512041,MARMORA AND LAKE,70,20,191,2,77,20,114,21,"17,513",21,x,1,x,20,"44,464",52,"22,169",60,"65,410",55,"53,729",23,"8,914",21,"22,287",19,"3,472",33,"11,340",55,"146,885",46,"20,142",17,"25,634",8,821,24,17,11,9,7,2,0,0,"638,782"
350312048,35,3,12,48,3512048,TUDOR AND CASHEL,44,8,105,2,62,6,43,19,"13,344",18,x,2,x,8,"18,714",33,"13,146",38,"43,443",34,"42,079",13,"7,575",17,"14,349",10,"1,663",24,"45,131",35,"117,465",30,"19,628",6,"4,714",4,355,13,11,8,7,3,0,2,0,"617,577"
350312054,35,3,12,54,3512054,WOLLASTON,14,3,64,0,0,3,64,3,x,2,x,1,x,3,x,10,"2,512",12,x,12,"9,941",4,x,5,"4,048",5,620,7,"1,732",11,"14,132",7,"6,555",4,x,5,x,5,2,4,3,0,0,0,0,"100,907"
350312058,35,3,12,58,3512058,FARADAY,10,1,2,0,0,1,2,2,x,1,x,1,x,1,x,7,"2,408",10,x,10,"5,427",1,x,2,x,2,x,5,"1,375",9,"18,091",9,"2,479",1,x,0,0,8,2,0,0,0,0,0,0,"18,054"
350312064,35,3,12,64,3512064,DUNGANNON,28,6,320,4,264,4,56,4,"2,404",4,"2,404",0,0,6,"51,884",19,"11,404",21,"20,656",24,"18,585",9,"7,003",5,"4,213",2,x,11,"5,697",22,"225,407",18,"20,718",11,"44,689",3,165,14,6,4,1,1,0,1,1,"516,107"
350312071,35,3,12,71,3512071,CARLOW,28,8,90,0,0,8,90,9,"7,109",9,x,2,x,8,"15,102",24,"10,734",25,"26,002",23,"23,989",9,"5,034",16,"20,009",9,"2,262",15,"9,086",23,"54,729",21,"14,972",7,"20,959",6,"1,604",14,5,5,4,0,0,0,0,"112,627"
350312074,35,3,12,74,3512074,MONTEAGLE,38,12,175,2,26,10,149,10,"4,764",9,x,1,x,12,"23,055",28,"9,559",35,"34,711",29,"28,745",7,"3,961",20,"20,607",12,"3,716",23,"7,420",30,"81,730",22,"12,340",7,"7,298",6,"1,660",18,6,6,5,1,2,0,0,"328,634"
350312091,35,3,12,91,3512091,"BANGOR, WICKLOW AND MPDLURE",26,3,27,0,0,3,27,12,x,12,x,0,0,3,x,16,"3,823",19,x,16,"17,422",2,x,6,x,1,x,8,417,16,"32,237",13,"3,057",10,"67,355",4,795,11,5,5,3,1,1,0,0,"193,941"
350313000,35,3,13,0,3513000,PRINCE EDWARD COUNTY,791,380,"19,865",120,"8,530",329,"11,335",313,"773,104",302,"718,594",27,"54,510",380,"3,133,692",668,"637,594",707,"2,055,178",674,"1,878,188",441,"977,966",461,"1,477,790",442,"730,055",533,"1,045,898",496,"5,273,884",562,"757,558",57,"145,992",20,"13,454",188,90,103,115,85,121,69,20,"35,024,918"
350313001,35,3,13,1,3513001,NORTH MARYSBURGH,71,40,"1,481",12,511,33,970,24,"57,422",23,x,3,x,40,"274,442",56,"48,901",65,"173,836",57,"121,154",41,"67,617",41,"110,237",49,"85,981",43,"84,857",38,"804,856",47,"48,708",6,"12,865",2,x,20,6,8,10,11,9,4,3,"3,670,383"
350313004,35,3,13,4,3513004,SOUTH MARYSBURGH,68,42,"1,544",12,586,39,958,35,"36,953",33,"32,895",6,"4,058",42,"259,330",57,"47,596",60,"115,524",59,"119,975",38,"59,385",43,"93,631",50,"42,522",46,"52,487",45,"534,098",49,"57,690",4,"3,640",3,x,14,9,8,11,7,9,9,1,"2,651,152"
350313008,35,3,13,8,3513008,ATHOL,66,37,"1,003",10,339,31,664,36,"66,142",36,x,2,x,37,"171,004",53,"47,753",56,"122,312",56,"136,451",39,"57,644",40,"100,406",42,"54,414",44,"56,843",39,"299,829",45,"51,592",6,"27,162",5,"7,960",11,7,9,8,12,15,3,1,"2,377,578"
350313011,35,3,13,11,3513011,HALLOWELL,166,95,"5,693",31,"2,403",85,"3,290",61,"241,041",59,x,2,x,95,"976,836",138,"150,732",151,"498,099",146,"526,303",106,"226,489",113,"493,876",98,"225,620",124,"262,541",95,"1,228,171",126,"207,146",11,"31,860",3,x,41,12,18,21,15,26,25,8,"10,299,625"
350313018,35,3,13,18,3513018,SOPHIASBURGH,134,54,"1,510",13,719,47,791,49,"96,788",48,"94,233",5,"2,555",54,"207,257",119,"87,813",122,"228,308",121,"225,108",73,"114,206",75,"176,507",61,"47,541",95,"107,087",101,"454,178",106,"105,694",18,"45,074",3,170,32,21,18,21,13,20,8,1,"3,707,975"
350313022,35,3,13,22,3513022,HILLIER,112,46,"3,855",20,"1,925",41,"1,930",40,"137,404",38,"132,630",4,"4,774",46,"663,649",103,"132,290",105,"608,523",97,"476,209",67,"320,491",60,"265,574",50,"110,936",74,"235,295",77,"610,590",77,"156,707",3,"5,900",2,x,24,13,16,17,11,15,14,2,"5,831,772"
350313028,35,3,13,28,3513028,AMELIASBURGH,174,66,"4,779",22,"2,047",53,"2,732",68,"137,354",65,"133,754",5,"3,600",66,"581,174",142,"122,509",148,"308,576",138,"272,988",77,"132,134",89,"237,559",92,"163,041",107,"246,788",101,"1,342,162",112,"130,021",9,"19,491",2,x,46,22,26,27,16,27,6,4,"6,486,433"
350314000,35,3,14,0,3514000,NORTHUMBERLAND COUNTY,"1,736",767,"38,563",252,"17,685",620,"20,878",713,"1,930,681",681,"1,447,886",70,"482,795",767,"6,234,020","1,445","1,260,666","1,538","3,582,842","1,465","3,154,172",975,"1,699,506","1,075","4,173,388","1,024","1,769,342","1,185","1,971,867","1,192","9,494,663","1,268","1,734,206",98,"257,868",60,"5,632",343,229,253,302,207,217,147,38,"68,880,780"
350314001,35,3,14,1,3514001,MURRAY,182,86,"6,265",28,"3,181",73,"3,084",64,"90,373",58,"72,775",9,"17,598",86,"1,062,131",143,"144,080",157,"308,505",144,"342,318",92,"110,424",104,"359,514",112,"265,013",114,"171,227",117,"1,052,945",120,"161,056",5,x,4,x,41,33,21,25,19,24,13,6,"7,400,880"
350314006,35,3,14,6,3514006,BRIGHTON,195,103,"4,406",35,"2,501",86,"1,905",77,"123,327",72,"109,247",10,"14,080",103,"679,057",162,"149,605",175,"399,022",171,"349,244",104,"177,517",137,"468,756",141,"227,726",132,"244,600",133,"1,918,038",136,"215,148",15,"35,607",10,409,40,15,30,28,29,31,16,6,"8,371,833"
