AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
350126053,35,1,26,53,3526053,ST. CATHARINES,192,10,x,2,x,9,x,4,x,0,0,1,x,1,x,0,0,6,57,2,x,5,31,1,x,5,x,4,12,0,0,3,x,1,x,1,x,2,x,4,40,3,x,2,x,2,x,3,x,2,x,3,328,3,x,1,x,1,x,1,x,6,65,2,x,6,100,0,0,0,0,0,0,2
350126057,35,1,26,57,3526057,LINCOLN,717,92,"1,104,616",20,"54,123",58,"146,171",63,"904,322",14,"397,216",12,118,12,x,3,x,57,"1,716",17,31,46,770,28,577,19,193,37,351,19,251,17,68,11,32,18,175,45,389,31,248,22,"6,396",10,30,13,617,20,"5,749",11,"1,711",13,"2,308",11,"1,730",4,46,3,x,2,x,38,271,10,35,14,634,0,0,4,"2,470",0,0,22
350126065,35,1,26,65,3526065,GRIMSBY,228,52,"241,519",6,x,36,x,22,"151,992",6,"55,352",7,x,10,x,4,x,36,894,5,23,23,407,12,212,11,195,21,180,8,113,8,22,8,45,9,51,27,233,12,88,15,"1,830",8,15,8,173,14,"1,642",8,634,9,534,6,474,4,102,4,75,4,27,21,84,4,28,10,674,0,0,1,x,1,x,5
350128000,35,1,28,0,3528000,HALDIMAND-NORFOLK REGIONAL MUN.,"3,899",790,"1,579,438",153,"119,665",627,"249,555",405,"1,210,218",37,"269,648",146,"2,654",183,x,76,"7,468","1,188","50,183",385,618,932,"19,040",520,"13,678",472,"5,362",866,"11,888",450,"7,267",303,"1,609",261,"3,012",494,"6,494",942,"12,143",595,"10,110",585,"91,514",358,823,439,"12,051",550,"78,640",390,"36,510",350,"24,732",265,"17,398",102,"5,739",98,"3,423",89,"2,316",367,"1,565",132,"1,474",143,"5,216",7,"1,179",24,"39,044",6,"2,251",97
350128002,35,1,28,2,3528002,DUNNVILLE,324,87,"244,695",22,"4,317",71,"24,233",50,"216,145",4,x,23,810,27,x,8,49,147,"6,676",54,x,123,"3,058",78,"2,629",54,429,112,"1,576",69,"1,331",32,121,24,124,42,x,132,"1,640",55,"1,039",69,"9,378",36,72,45,"1,097",66,"8,209",45,"3,304",37,"3,319",28,"1,586",22,687,21,416,20,271,46,156,28,268,24,"1,090",1,x,1,x,0,0,12
350128015,35,1,28,15,3528015,HALDIMAND,768,223,"376,361",32,"67,982",185,"121,248",102,"187,131",5,x,37,861,54,x,18,x,453,"19,914",185,298,384,"8,399",208,"5,596",197,"2,803",366,"4,364",191,"2,909",142,810,96,645,193,"1,567",375,"5,286",210,"2,422",206,"31,002",122,245,157,"4,053",196,"26,704",137,"11,449",128,"8,881",107,"6,374",37,"3,659",35,"2,192",33,"1,467",111,624,39,658,39,"1,541",1,x,6,"5,160",3,149,20
350128033,35,1,28,33,3528033,NANTICOKE,975,204,"508,307",35,"44,519",158,"29,327",89,"434,461",10,"69,785",45,622,52,x,19,283,378,"16,656",92,160,291,"5,991",166,"4,672",144,"1,319",276,"4,629",153,"2,706",84,461,83,"1,462",164,"1,961",300,"3,915",201,"3,267",185,"40,345",128,365,151,"5,324",172,"34,656",136,"17,831",112,"9,559",79,"7,266",31,"1,018",30,589,27,429,113,504,42,297,43,"1,805",3,353,7,"17,834",1,x,29
350128040,35,1,28,40,3528040,SIMCOE,52,7,x,0,0,6,x,5,x,0,0,0,0,1,x,1,x,8,519,1,x,5,189,5,x,1,x,5,67,3,63,0,0,3,4,6,x,4,x,6,213,1,x,0,0,1,x,1,x,0,0,0,0,1,x,0,0,0,0,0,0,3,9,0,0,1,x,0,0,0,0,0,0,0
350128049,35,1,28,49,3528049,DELHI,835,129,"262,658",29,x,101,x,74,"243,932",6,x,17,170,18,x,13,946,90,"3,173",22,x,57,514,31,x,31,x,40,594,17,125,16,54,18,415,35,"1,523",58,x,53,"1,715",49,x,31,64,33,x,45,x,30,"1,708",31,"1,429",14,x,5,204,5,108,5,96,37,135,14,149,20,608,1,x,5,x,0,0,17
350128054,35,1,28,54,3528054,NORFOLK,945,140,x,35,x,106,"56,940",85,x,12,"136,060",24,191,31,x,17,x,112,"3,245",31,54,72,889,32,277,45,612,67,658,17,133,29,163,37,362,54,909,73,735,70,"1,454",75,"6,390",41,77,52,"1,019",70,"5,294",42,"2,218",42,"1,544",36,"1,532",7,171,7,118,4,53,57,137,9,102,16,x,1,x,5,"8,748",2,x,19
350129000,35,1,29,0,3529000,BRANT COUNTY,"1,227",261,"285,161",48,"8,713",204,"69,615",130,"206,833",28,"92,200",46,x,60,x,19,x,462,"26,749",139,246,361,"8,638",206,"6,584",183,"2,054",342,"7,567",183,"3,239",121,676,95,"3,652",184,"4,638",374,"5,660",243,"6,825",225,"43,845",127,274,146,"4,467",218,"39,104",144,"12,238",158,"14,715",111,"12,151",37,"1,564",35,945,33,619,178,987,54,684,52,"1,451",2,x,2,x,0,0,29
350129001,35,1,29,1,3529001,ONONDAGA,136,26,x,7,x,17,x,11,x,4,117,3,x,9,x,4,x,66,"2,973",21,29,54,"1,210",32,946,28,264,53,848,30,491,18,107,15,250,27,297,52,589,36,479,23,"3,640",14,29,15,417,23,"3,194",15,"1,300",18,"1,146",10,748,6,x,6,x,6,x,29,228,4,x,10,181,0,0,0,0,0,0,0
350129004,35,1,29,4,3529004,BRANTFORD,321,63,"80,765",16,x,52,x,27,x,6,x,14,x,20,x,5,x,108,"5,551",35,46,86,"2,426",53,"1,966",42,460,81,"1,609",45,"1,038",28,199,19,372,43,370,85,"1,100",54,730,54,"9,976",30,60,34,909,53,"9,007",37,"2,513",36,"3,965",21,"2,529",8,331,8,211,7,120,50,221,16,213,8,x,1,x,0,0,0,0,9
350129009,35,1,29,9,3529009,OAKLAND,67,17,x,3,x,12,x,9,x,1,x,1,x,0,0,2,x,14,472,4,x,9,198,5,x,4,x,9,x,6,x,1,x,3,x,6,x,9,105,5,x,11,"1,660",5,15,5,278,11,"1,367",7,x,8,x,4,x,1,x,1,x,1,x,5,15,3,x,3,x,0,0,0,0,0,0,1
350129011,35,1,29,11,3529011,BURFORD,418,96,"37,730",16,x,79,x,55,x,14,x,21,472,20,x,4,x,136,"5,331",33,76,104,"1,957",64,"1,573",49,384,95,981,52,672,35,x,27,x,45,361,118,"1,956",67,574,77,"14,670",52,112,63,"1,975",73,"12,583",55,"5,326",55,"3,816",42,"3,441",1,x,1,x,1,x,45,141,12,187,17,787,1,x,0,0,0,0,5
350129016,35,1,29,16,3529016,SOUTH DUMFRIES,262,56,"117,707",6,x,42,x,26,"110,404",3,x,7,x,11,x,4,x,134,"12,339",42,86,104,"2,806",51,"1,909",57,897,102,"4,031",49,960,38,238,31,"2,833",62,"3,527",107,"1,889",78,"4,925",56,"13,587",23,51,25,830,54,"12,706",27,"2,143",38,"5,253",31,"5,310",21,965,19,590,18,375,49,382,19,208,14,382,0,0,2,x,0,0,14
350129020,35,1,29,20,3529020,SIX NATIONS (PART) 40,23,3,x,0,0,2,x,2,x,0,0,0,0,0,0,0,0,4,83,4,x,4,41,1,x,3,x,2,x,1,x,1,x,0,0,1,x,3,21,3,x,4,312,3,7,4,58,4,247,3,x,3,x,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350132000,35,1,32,0,3532000,OXFORD COUNTY,"2,724",559,"1,087,095",108,"91,443",446,"336,544",258,"659,108",29,"520,571",76,x,105,x,52,"6,667","1,556","127,153",471,942,"1,235","38,801",947,"33,926",365,"4,875","1,238","34,134",895,"16,092",215,"1,450",378,"16,592",680,"26,380","1,267","26,896",820,"42,903",817,"226,632",514,"1,487",563,"25,172",800,"199,973",544,"74,600",582,"72,292",477,"53,081",100,"3,800",95,"2,175",89,"1,625",402,"2,033",101,"1,037",142,"11,447",3,514,4,"10,320",0,0,53
350132002,35,1,32,2,3532002,NORWICH,680,132,"237,030",34,"6,430",101,"46,796",72,"183,804",4,x,15,x,24,x,13,x,303,"21,741",77,151,227,"6,121",184,"5,509",57,612,225,"6,258",163,"2,680",35,154,55,"3,424",97,"2,910",241,"6,301",140,"7,606",172,"34,729",114,234,126,"4,367",167,"30,128",116,"12,654",114,"9,877",83,"7,597",17,323,16,179,16,144,88,428,29,314,34,"2,378",0,0,2,x,0,0,12
350132012,35,1,32,12,3532012,SOUTHWEST OXFORD,500,109,"262,430",26,x,90,x,55,"177,943",6,x,15,x,24,x,14,"5,748",301,"23,726",103,147,246,"8,205",202,"7,705",56,500,244,"6,289",192,"3,769",26,161,65,"2,359",126,"4,343",249,"4,742",147,"6,080",153,"44,523",96,284,103,"5,192",150,"39,047",102,"16,763",100,"11,945",91,"10,339",26,545,23,292,24,253,83,476,22,173,33,"6,360",0,0,1,x,0,0,15
350132027,35,1,32,27,3532027,ZORRA,679,135,"333,969",22,"1,378",110,"120,841",59,"211,750",9,x,26,x,35,x,13,137,440,"37,732",147,262,363,"12,461",297,"11,264",92,"1,197",374,"9,812",290,"5,054",68,485,113,"4,273",204,"8,135",366,"7,062",223,"11,882",201,"63,692",114,322,128,"6,456",198,"56,914",127,"20,483",144,"20,120",120,"16,311",32,"1,865",31,"1,100",29,765,111,665,13,80,34,"1,944",0,0,0,0,0,0,13
350132038,35,1,32,38,3532038,EAST ZORRA-TAVISTOCK,380,90,"176,822",9,x,73,"73,093",34,x,1,x,9,x,7,x,5,77,255,"22,081",68,223,203,"6,473",158,"5,792",57,681,208,"5,405",153,"2,884",30,174,63,"2,347",126,"5,100",205,"4,880",145,"7,276",150,"44,384",103,373,111,"4,850",148,"39,161",108,"12,964",117,"15,523",98,"10,674",8,316,8,170,5,146,60,240,17,94,22,628,1,x,1,x,0,0,4
350132045,35,1,32,45,3532045,BLANDFORD-BLENHEIM,485,93,"76,844",17,x,72,x,38,x,9,x,11,x,15,x,7,x,257,"21,873",76,159,196,"5,541",106,"3,656",103,"1,885",187,"6,370",97,"1,705",56,476,82,"4,189",127,"5,892",206,"3,911",165,"10,059",141,"39,304",87,274,95,"4,307",137,"34,723",91,"11,736",107,"14,827",85,"8,160",17,751,17,434,15,317,60,224,20,376,19,137,2,x,0,0,0,0,9
350134000,35,1,34,0,3534000,ELGIN COUNTY,"2,097",397,"642,146",100,"114,515",318,"200,811",208,"326,820",25,"43,818",68,770,118,x,41,x,743,"45,369",215,416,496,"12,564",264,"8,565",253,"3,999",510,"10,954",244,"4,237",148,915,193,"5,802",335,"12,931",533,"8,504",396,"18,674",421,"92,208",268,644,293,"11,778",400,"79,786",273,"31,239",289,"27,424",224,"21,123",78,"4,110",74,"2,472",66,"1,638",246,"1,685",68,"1,099",72,"1,614",2,x,1,x,0,0,38
350134001,35,1,34,1,3534001,BAYHAM,271,56,x,17,"1,314",47,x,35,x,1,x,9,67,16,x,5,x,59,"2,893",15,16,36,592,21,479,17,113,40,"1,190",20,246,10,54,17,890,24,537,43,558,34,"1,585",30,"3,764",15,32,18,616,28,"3,116",18,"1,924",17,965,12,227,5,141,5,82,5,59,25,194,6,48,12,150,0,0,0,0,0,0,4
350134008,35,1,34,8,3534008,MALAHIDE,347,70,x,23,x,60,"4,723",39,x,1,x,12,82,15,x,5,x,106,"6,742",35,61,82,"2,447",68,"2,366",16,81,81,"1,710",63,"1,281",8,27,21,402,40,"1,004",81,"1,520",43,"1,625",58,"11,332",36,74,42,"1,500",54,"9,758",35,"4,520",40,"3,211",34,"2,027",10,174,10,96,8,78,55,452,13,230,15,193,1,x,0,0,0,0,7
350134014,35,1,34,14,3534014,SOUTH DORCHESTER,166,21,x,3,x,16,x,10,x,3,13,4,34,9,x,4,x,94,"6,829",28,38,68,"2,141",56,"1,982",16,159,77,"1,639",56,879,6,25,24,735,38,"2,014",71,997,41,"2,647",44,"18,533",29,91,29,"1,856",44,"16,586",31,"5,400",34,"5,260",34,"5,926",4,35,4,19,3,16,14,69,7,195,3,x,0,0,0,0,0,0,3
350134018,35,1,34,18,3534018,YARMOUTH,323,53,"87,198",12,x,39,"16,931",33,x,6,x,10,106,17,x,10,x,96,"4,548",29,50,75,"1,995",45,"1,654",33,341,69,"1,119",45,813,15,78,17,228,33,292,78,"1,092",46,472,47,"10,237",31,73,34,"1,376",44,"8,788",31,"3,095",29,"3,605",21,"2,088",11,425,10,231,9,194,47,236,6,99,13,141,0,0,1,x,0,0,7
350134024,35,1,34,24,3534024,SOUTHWOLD,342,63,"171,638",18,x,52,x,32,"90,463",7,x,12,158,24,x,8,x,156,"10,476",34,131,101,"2,934",51,"1,697",57,"1,237",109,"2,662",44,805,42,286,42,"1,571",72,"2,942",112,"1,807",92,"4,932",69,"11,848",44,99,50,"1,715",67,"10,034",48,"4,388",50,"3,284",37,"2,362",19,"1,587",18,945,16,642,37,166,14,162,10,513,1,x,0,0,0,0,5
350134029,35,1,34,29,3534029,DUNWICH,305,59,"67,238",15,x,50,"47,247",28,x,7,x,9,212,21,x,7,x,128,"9,208",44,76,77,"1,539",12,326,66,"1,213",80,"1,932",11,184,39,287,41,"1,461",70,"4,273",82,"1,388",77,"5,189",86,"17,730",56,144,61,"2,206",79,"15,380",50,"5,133",55,"5,785",41,"4,462",16,"1,226",16,841,14,385,41,457,15,246,12,490,0,0,0,0,0,0,8
350134034,35,1,34,34,3534034,ALDBOROUGH,343,75,"118,925",12,x,54,"63,018",31,x,0,0,12,111,16,x,2,x,104,"4,673",30,44,57,916,11,61,48,855,54,702,5,29,28,158,31,515,58,"1,869",66,"1,142",63,"2,224",87,"18,764",57,131,59,"2,509",84,"16,124",60,"6,779",64,"5,314",45,"4,031",13,522,11,258,11,264,27,111,7,119,7,x,0,0,0,0,0,0,4
350136000,35,1,36,0,3536000,KENT COUNTY,"3,204",454,"307,908",90,"94,530",337,"151,950",261,"61,428",12,x,78,"3,358",125,x,34,"2,150",563,"35,346",120,163,221,"3,804",55,"1,015",174,"2,789",256,"6,064",38,610,101,653,151,"4,801",359,"21,101",271,"4,214",418,"24,735",476,"115,651",317,762,347,"14,418",459,"100,471",332,"38,748",297,"33,775",251,"27,948",54,"4,159",50,"2,536",46,"1,623",237,"1,036",49,375,72,"1,350",0,0,4,"27,040",0,0,43
350136001,35,1,36,1,3536001,ROMNEY,134,11,x,0,0,8,x,6,265,0,0,2,x,2,x,0,0,12,747,3,x,5,x,2,x,3,x,4,8,0,0,2,x,2,x,5,716,5,x,8,379,5,x,1,x,3,x,4,x,2,x,1,x,3,x,5,559,5,349,5,210,10,80,1,x,1,x,0,0,1,x,0,0,0
350136006,35,1,36,6,3536006,TILBURY EAST,252,19,x,4,x,15,x,11,x,0,0,1,x,5,x,4,59,10,864,2,x,4,165,2,x,2,x,6,430,2,x,1,x,3,x,4,x,6,x,8,529,11,x,9,17,10,x,9,x,9,x,4,x,4,x,4,x,4,x,2,x,9,15,0,0,3,x,0,0,0,0,0,0,3
350136011,35,1,36,11,3536011,RALEIGH,386,29,"8,284",4,x,21,x,17,"1,492",2,x,6,x,8,x,0,0,41,"1,815",3,x,15,x,4,x,11,x,16,300,3,x,7,x,6,281,22,"1,303",18,141,24,"1,352",25,"2,733",12,x,17,x,23,"2,428",14,788,10,773,11,867,5,x,4,x,5,x,28,77,5,22,7,342,0,0,0,0,0,0,10
350136014,35,1,36,14,3536014,HARWICH,568,89,"43,183",11,x,65,x,49,"16,531",2,x,17,"1,290",23,x,10,x,102,"5,154",22,28,36,714,9,111,28,603,43,721,6,41,14,112,31,568,67,"3,130",47,561,75,"3,429",91,"28,420",69,172,71,"3,367",91,"24,881",71,"9,747",66,"8,527",59,"6,607",12,563,12,299,10,264,42,170,7,72,8,120,0,0,1,x,0,0,11
350136021,35,1,36,21,3536021,HOWARD,308,61,"65,959",13,"19,577",45,x,27,x,1,x,11,176,13,x,1,x,63,"4,320",16,25,23,546,4,x,21,x,30,"1,037",3,57,16,207,15,773,39,"2,263",32,449,46,"2,639",87,"24,026",61,138,67,"2,873",86,"21,015",67,"8,814",54,"6,240",49,"5,961",5,382,5,251,4,131,26,120,13,86,20,111,0,0,0,0,0,0,3
350136026,35,1,36,26,3536026,ORFORD,227,42,"86,015",8,"37,874",33,"46,332",22,"1,809",0,0,6,138,12,x,3,x,68,"4,281",18,23,34,649,5,103,31,546,45,"1,438",4,168,21,99,27,"1,171",40,"1,666",36,505,52,"2,583",65,"16,211",38,92,40,"1,899",64,"14,220",42,"4,981",46,"5,096",39,"4,143",8,"1,089",6,654,8,435,20,59,3,15,6,277,0,0,0,0,0,0,2
350136031,35,1,36,31,3536031,ZONE,110,24,"1,821",8,x,20,x,14,x,5,x,11,103,11,x,2,x,37,"1,578",10,x,16,200,4,76,12,124,19,231,3,x,8,53,11,x,19,x,24,330,22,"1,105",28,"3,138",14,27,20,441,26,"2,670",17,"1,279",19,941,8,450,3,x,2,x,2,x,9,63,3,x,3,23,0,0,0,0,0,0,0
350136036,35,1,36,36,3536036,CAMDEN,270,53,"57,821",14,"23,030",43,"31,785",29,"3,006",1,x,8,x,14,x,3,x,66,"4,437",14,29,24,374,6,12,20,362,28,"1,014",3,x,12,x,17,886,49,"2,033",29,987,51,"3,165",67,"19,756",50,135,54,"2,647",63,"16,974",50,"5,975",39,"6,238",34,"4,761",5,296,5,x,4,x,30,140,7,120,7,45,0,0,1,x,0,0,6
350136041,35,1,36,41,3536041,CHATHAM,558,87,"34,252",20,518,66,"31,127",54,"2,607",0,0,10,x,22,x,4,x,122,"8,415",25,29,49,818,16,353,34,465,48,645,11,158,14,46,30,441,86,"6,003",57,920,96,"6,372",75,"16,495",48,133,48,"2,088",71,"14,274",46,"4,855",47,"5,192",39,"4,227",7,146,7,79,6,67,46,187,8,21,12,262,0,0,1,x,0,0,3
350136048,35,1,36,48,3536048,DOVER,391,39,"3,746",8,352,21,408,32,"2,986",1,x,6,x,15,x,7,"1,125",42,"3,735",7,10,15,260,3,87,12,173,17,240,3,x,6,x,9,x,28,"3,019",17,206,36,"3,182",22,"2,009",15,26,17,414,22,"1,569",14,"1,042",11,310,5,217,0,0,0,0,0,0,17,125,2,x,5,108,0,0,0,0,0,0,5
350137000,35,1,37,0,3537000,ESSEX COUNTY,"3,088",440,"444,162",108,"149,885",312,"145,601",254,"148,676",11,"60,599",60,x,95,x,24,"2,123",374,"11,545",69,110,214,"3,779",131,"3,299",91,480,223,"2,869",108,"1,485",42,163,91,"1,221",159,"2,463",231,"2,324",217,"4,220",185,"38,087",96,318,113,"4,371",175,"33,398",94,"13,169",119,"11,388",97,"8,841",44,"1,908",36,"1,208",40,700,183,798,58,402,83,"2,100",0,0,5,"23,665",1,x,43
350137001,35,1,37,1,3537001,PELEE,36,3,x,1,x,2,x,0,0,0,0,0,0,1,x,0,0,1,x,1,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0,2,x,1,x,1,x,2,x,0,0,1,x,1,x,0,0,0,0,0,0,3,7,0,0,1,x,0,0,0,0,0,0,0
350137004,35,1,37,4,3537004,MERSEA,696,63,"164,768",16,x,36,"25,294",37,x,0,0,9,80,10,x,2,x,32,501,5,x,17,141,12,101,5,40,13,147,4,100,4,11,6,36,10,x,22,75,13,158,30,"7,567",22,71,24,"1,042",26,"6,454",16,"2,636",22,"2,023",18,"1,795",2,x,0,0,2,x,22,59,8,79,11,130,0,0,5,"23,665",1,x,8
350137009,35,1,37,9,3537009,GOSFIELD SOUTH,346,47,"34,838",16,x,39,"27,022",26,x,0,0,6,54,12,x,3,x,22,497,5,x,16,246,11,236,6,10,12,x,8,98,1,x,5,x,7,x,15,x,14,x,11,462,1,x,5,x,10,404,4,x,5,x,6,116,2,x,2,x,1,x,15,72,7,47,10,131,0,0,0,0,0,0,6
350137014,35,1,37,14,3537014,GOSFIELD NORTH,250,38,"20,850",6,x,32,"9,012",24,x,1,x,1,x,11,x,3,x,45,"1,124",5,6,27,478,17,451,11,27,27,247,14,163,4,4,11,80,19,140,26,253,26,291,17,"3,082",10,21,10,361,16,"2,700",10,971,13,"1,023",11,706,1,x,1,x,1,x,23,54,7,24,6,67,0,0,0,0,0,0,5
350137018,35,1,37,18,3537018,COLCHESTER NORTH,177,31,"31,854",6,x,27,"17,722",14,x,2,x,2,x,6,x,1,x,48,"1,272",8,13,29,432,18,334,14,98,33,292,19,171,6,21,13,100,22,337,30,198,30,422,12,"2,572",6,26,7,383,12,"2,163",5,"1,199",7,x,6,x,5,537,5,x,4,x,25,145,5,45,11,x,0,0,0,0,0,0,0
350137021,35,1,37,21,3537021,COLCHESTER SOUTH,278,49,"5,152",17,"1,556",36,"1,797",30,"1,799",0,0,15,199,13,x,3,x,38,"1,117",5,x,21,397,16,351,5,46,21,366,13,176,4,12,7,178,12,x,27,226,20,297,16,"1,125",12,14,13,162,16,949,10,359,13,413,7,177,7,127,5,76,6,51,21,81,9,90,6,65,0,0,0,0,0,0,3
350137026,35,1,37,26,3537026,MALDEN,140,31,"30,119",10,x,23,"15,653",17,x,2,x,4,x,3,x,1,x,29,623,3,6,12,158,5,125,8,33,17,204,6,35,4,10,8,159,18,136,14,119,19,277,13,"7,045",7,50,7,826,13,"6,169",7,"2,304",7,"2,233",7,"1,632",4,91,4,60,4,31,12,37,5,22,5,28,0,0,0,0,0,0,3
350137031,35,1,37,31,3537031,ANDERDON,166,27,"33,765",6,x,17,"7,585",13,x,5,"43,859",5,x,4,x,1,x,29,395,6,x,10,115,4,x,6,x,19,110,3,x,3,x,14,76,9,x,15,x,17,158,14,"1,252",6,11,8,101,12,"1,140",5,230,10,552,6,358,7,92,4,56,7,36,12,93,5,41,3,x,0,0,0,0,0,0,3
350137034,35,1,37,34,3537034,SANDWICH WEST,128,21,x,6,x,18,x,12,x,0,0,6,102,4,x,1,x,7,x,2,x,5,x,3,x,2,x,4,x,2,x,0,0,2,x,2,x,6,46,2,x,5,x,4,x,4,x,5,x,4,x,1,x,1,x,4,65,3,x,4,x,5,32,1,x,6,36,0,0,0,0,0,0,3
350137039,35,1,37,39,3537039,WINDSOR,14,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,1,x,1,x,1,x,0,0,1,x,1,x,0,0,1,x,0,0,0,0,1,x,0,0,1,x,0,0,0,0,1,x,0,0,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0
350137046,35,1,37,46,3537046,SANDWICH SOUTH,119,16,"5,196",2,x,10,x,8,914,0,0,2,x,5,x,3,28,23,"1,449",8,12,15,501,6,409,9,92,15,473,8,x,3,x,4,287,15,248,16,215,13,577,6,"5,933",3,44,4,551,6,"5,338",5,"2,422",3,"1,637",5,"1,279",2,x,2,x,1,x,13,85,4,14,3,x,0,0,0,0,0,0,1
350137051,35,1,37,51,3537051,MAIDSTONE,251,44,"67,684",8,x,32,x,30,x,1,x,6,77,14,x,4,x,43,"1,508",13,19,32,682,22,637,10,45,32,348,18,278,6,34,11,36,15,136,25,323,20,124,17,"2,103",5,14,8,188,17,"1,901",8,408,9,724,10,769,6,x,6,x,6,x,16,97,3,x,11,249,0,0,0,0,0,0,1
350137058,35,1,37,58,3537058,ROCHESTER,204,29,"22,487",6,x,13,x,20,x,0,0,1,x,3,x,1,x,22,"1,067",6,x,12,219,7,200,5,19,13,x,6,50,4,x,3,x,12,245,11,x,15,781,15,"3,415",5,40,6,386,14,"2,989",5,"1,207",12,"1,059",7,723,2,x,2,x,2,x,7,19,1,x,4,91,0,0,0,0,0,0,4
350137062,35,1,37,62,3537062,TILBURY WEST,103,13,x,4,588,10,x,6,x,0,0,1,x,4,x,0,0,17,"1,171",1,x,10,140,7,131,4,9,11,315,4,x,1,x,6,251,5,x,14,x,13,890,14,"1,475",9,11,11,168,13,"1,296",9,626,8,403,7,267,0,0,0,0,0,0,4,8,1,x,0,0,0,0,0,0,0,0,3
350137066,35,1,37,66,3537066,TILBURY NORTH,180,27,"16,418",4,150,17,"14,766",16,"1,502",0,0,2,x,5,x,1,x,17,555,0,0,6,152,3,140,4,12,5,116,3,x,1,x,1,x,13,220,8,67,15,184,12,"1,516",5,8,5,113,12,"1,395",6,506,7,467,4,422,1,x,1,x,1,x,5,9,2,x,6,146,0,0,0,0,0,0,3
350138000,35,1,38,0,3538000,LAMBTON COUNTY,"3,151",530,"1,178,645",101,"474,495",421,"599,818",248,"104,332",31,"370,871",83,970,131,x,37,"2,131","1,198","76,758",424,582,785,"17,189",231,"7,206",600,"9,983",806,"15,617",208,"3,559",341,"1,868",443,"10,190",688,"28,961",814,"14,409",764,"38,118",692,"210,534",439,"1,474",471,"24,851",676,"184,209",491,"67,497",468,"67,012",415,"49,700",130,"8,661",126,"4,754",123,"3,907",404,"2,174",102,919,81,"3,487",1,x,0,0,1,x,42
350138001,35,1,38,1,3538001,SOMBRA,346,44,"3,183",6,161,36,"1,755",25,"1,267",1,x,11,81,14,x,4,9,127,"6,934",47,62,96,"1,593",13,326,86,"1,267",86,953,13,159,50,208,42,586,85,"3,210",93,"1,116",90,"3,860",67,"9,063",43,70,46,999,61,"7,994",41,"2,661",34,"4,282",24,"1,051",12,627,11,349,12,278,36,182,11,89,6,77,0,0,0,0,0,0,10
350138006,35,1,38,6,3538006,DAWN,291,38,"23,802",12,x,27,"11,086",23,x,2,x,8,62,8,x,4,12,124,"6,270",48,74,80,"1,472",11,151,73,"1,321",78,"1,108",8,57,37,267,48,784,77,"2,296",76,"1,320",77,"2,589",77,"12,860",47,101,51,"1,883",76,"10,876",48,"5,037",49,"3,498",44,"2,341",11,536,11,278,10,258,45,426,11,83,8,49,0,0,0,0,0,0,2
350138009,35,1,38,9,3538009,EUPHEMIA,149,27,"54,463",4,x,22,x,19,"1,559",1,x,6,74,10,x,1,x,65,"4,338",28,32,40,761,5,23,36,738,39,575,5,44,20,116,25,415,41,"2,290",47,680,45,"2,822",44,"8,450",28,47,31,751,42,"7,652",32,"1,971",28,"2,914",26,"2,767",6,256,6,141,6,115,14,67,5,26,4,30,0,0,0,0,0,0,1
350138012,35,1,38,12,3538012,BROOKE,337,44,"74,849",8,"3,792",36,"70,147",20,910,3,x,5,33,13,x,8,75,118,"9,691",34,38,65,"1,300",19,603,48,697,70,"2,939",15,243,25,138,47,"2,558",73,"4,247",64,"1,167",77,"5,903",69,"23,515",43,174,48,"2,758",67,"20,583",50,"6,998",46,"7,486",43,"6,099",11,295,10,137,11,158,41,184,3,14,8,x,0,0,0,0,0,0,4
350138016,35,1,38,16,3538016,ENNISKILLEN,411,69,"117,178",11,x,55,"95,186",32,x,0,0,9,56,17,x,3,6,165,"10,098",70,85,125,"2,465",26,669,105,"1,796",122,"1,829",27,381,56,258,66,"1,190",93,"3,849",127,"1,870",97,"4,859",72,"15,578",40,130,46,"1,897",71,"13,551",54,"5,554",43,"5,237",35,"2,760",26,"2,253",26,"1,291",22,962,59,286,20,209,8,114,0,0,0,0,0,0,6
