AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTWIN,WHTWIN,EWHTWIN,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTUTL,WHTUTL,EWHTUTL,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NBUCWHT,BUCWHT,EBUCWHT,NCORNEN,CORNEN,ECORNEN,NTAMHAY,TAMHAY,ETAMHAY,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFDOATS,FDOATS,EFDOATS,NFCROPS,FCROPS,EFCROPS,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NSUNFLS,SUNFLS,ESUNFLS,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NDFPEAS,DFPEAS,EDFPEAS,NTOBACO,TOBACO,ETOBACO,NTOTDRBN,TOTDRBN,ETOTDRBN,NSUGARB,SUGARB,ESUGARB,NTOOFLD,TOOFLD,ETOOFLD,NCANRSD,CANRSD,ECANRSD,NFABBNS,FABBNS,EFABBNS,NLENTIL,LENTIL,ELENTIL,NMILLET,MILLET,EMILLET,NRTCROP,RTCROP,ERTCROP,NSAFFWR,SAFFWR,ESAFFWR,NSODGRN,SODGRN,ESODGRN,NSORGHM,SORGHM,ESORGHM,NTRITIC,TRITIC,ETRITIC,NOFIELD,OFIELD,EOFIELD
350319000,35,3,19,0,3519000,YORK REGIONAL MUNICIPALITY,"1,741",310,"11,670","4,723",295,"11,342","4,590",17,328,133,0,0,0,0,0,0,145,"3,053","1,236",232,"9,905","4,008",362,"14,786","5,984",325,"45,523","18,423",16,484,196,16,484,196,0,0,0,7,73,30,240,"9,005","3,644",988,"43,122","17,451",776,"31,462","12,732",401,"11,660","4,719",30,656,265,35,"1,168",473,3,170,69,0,0,0,70,"4,523","1,830",7,151,61,58,902,365,1,5,2,0,0,0,0,0,0,8,257,104,0,0,0,35,"5,601","2,267",0,0,0,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,23,"5,404","2,187",2,20,8,0,0,0,8,173,70
350319028,35,3,19,28,3519028,VAUGHAN,200,55,"2,631","1,065",53,"2,516","1,018",2,115,47,0,0,0,0,0,0,22,482,195,48,"2,828","1,144",47,"2,537","1,027",32,"1,958",792,2,60,24,2,60,24,0,0,0,2,12,5,24,"1,173",475,124,"6,593","2,668",100,"5,309","2,148",49,"1,284",520,5,146,59,4,63,25,0,0,0,0,0,0,14,962,389,3,81,33,4,65,26,0,0,0,0,0,0,0,0,0,2,76,31,0,0,0,6,211,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,165,67,2,20,8,0,0,0,2,26,11
350319036,35,3,19,36,3519036,MARKHAM,200,45,"2,084",843,43,"2,034",823,2,50,20,0,0,0,0,0,0,13,316,128,28,993,402,31,"1,820",737,58,"12,583","5,092",1,40,16,1,40,16,0,0,0,0,0,0,20,996,403,93,"3,561","1,441",74,"2,727","1,104",33,834,338,3,67,27,7,664,269,0,0,0,0,0,0,7,383,155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,253,102,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,251,102,0,0,0,0,0,0,0,0,0
350319038,35,3,19,38,3519038,RICHMOND HILL,68,18,"1,040",421,18,"1,040",421,0,0,0,0,0,0,0,0,0,6,130,53,18,781,316,12,590,239,23,"4,610","1,866",0,0,0,0,0,0,0,0,0,0,0,0,8,295,119,40,"2,505","1,014",29,"1,491",603,21,"1,014",410,1,1,0,2,45,18,0,0,0,0,0,0,2,154,62,1,36,15,1,1,0,0,0,0,0,0,0,0,0,0,1,92,37,0,0,0,3,221,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,221,89,0,0,0,0,0,0,0,0,0
350319044,35,3,19,44,3519044,WHITCHURCH-STOUFFVILLE,246,39,964,390,37,920,372,2,44,18,0,0,0,0,0,0,25,391,158,25,704,285,55,"2,135",864,52,"4,978","2,015",4,145,59,4,145,59,0,0,0,1,5,2,33,994,402,134,"3,915","1,584",104,"2,659","1,076",52,"1,256",508,4,29,12,2,27,11,2,125,51,0,0,0,9,860,348,0,0,0,10,72,29,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,891,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,891,361,0,0,0,0,0,0,0,0,0
350319046,35,3,19,46,3519046,AURORA,37,6,225,91,6,225,91,0,0,0,0,0,0,0,0,0,1,28,11,5,162,66,8,427,173,3,148,60,1,20,8,1,20,8,0,0,0,0,0,0,3,65,26,19,"1,285",520,15,"1,043",422,9,242,98,1,50,20,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350319048,35,3,19,48,3519048,NEWMARKET,23,8,513,208,7,485,196,1,28,11,0,0,0,0,0,0,3,52,21,5,365,148,6,431,174,5,687,278,0,0,0,0,0,0,0,0,0,0,0,0,6,239,97,17,935,378,15,852,345,6,83,34,0,0,0,0,0,0,0,0,0,0,0,0,3,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,16
350319049,35,3,19,49,3519049,KING,492,76,"2,840","1,149",72,"2,797","1,132",5,43,17,0,0,0,0,0,0,44,"1,109",449,56,"2,149",870,80,"3,129","1,266",50,"5,097","2,063",3,24,10,3,24,10,0,0,0,1,25,10,47,"1,502",608,266,"12,351","4,998",221,"9,363","3,789",97,"2,988","1,209",6,79,32,7,110,45,0,0,0,0,0,0,21,"1,436",581,3,34,14,24,196,79,0,0,0,0,0,0,0,0,0,2,31,13,0,0,0,7,545,221,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,520,210,0,0,0,0,0,0,3,24,10
350319054,35,3,19,54,3519054,EAST GWILLIMBURY,290,32,681,276,29,643,260,3,38,15,0,0,0,0,0,0,12,164,66,19,760,308,66,"1,960",793,52,"7,675","3,106",4,165,67,4,165,67,0,0,0,2,6,2,50,"2,329",943,168,"5,687","2,301",131,"4,383","1,774",57,"1,304",528,6,194,79,7,111,45,1,45,18,0,0,0,8,293,119,0,0,0,13,544,220,0,0,0,0,0,0,0,0,0,2,38,15,0,0,0,4,"1,736",703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"1,736",703,0,0,0,0,0,0,0,0,0
350319070,35,3,19,70,3519070,GEORGINA,185,31,692,280,30,682,276,2,10,4,0,0,0,0,0,0,19,381,154,28,"1,163",471,57,"1,757",711,50,"7,787","3,151",1,30,12,1,30,12,0,0,0,1,25,10,49,"1,412",571,127,"6,290","2,545",87,"3,635","1,471",77,"2,655","1,074",4,90,36,6,148,60,0,0,0,0,0,0,5,378,153,0,0,0,5,23,9,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,4,"1,703",689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"1,620",656,0,0,0,0,0,0,2,83,34
350320000,35,3,20,0,3520000,TORONTO METROPOLITAN MUNICIPAL.,124,19,579,234,16,524,212,3,55,22,0,0,0,0,0,0,8,114,46,11,290,117,14,548,222,13,"1,412",571,1,155,63,1,155,63,0,0,0,0,0,0,10,394,159,60,"2,009",813,31,909,368,36,"1,100",445,5,126,51,2,36,15,0,0,0,0,0,0,3,84,34,0,0,0,1,1,0,0,0,0,1,20,8,1,55,22,1,17,7,0,0,0,2,66,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,26
350320001,35,3,20,1,3520001,SCARBOROUGH,32,5,233,94,5,233,94,0,0,0,0,0,0,0,0,0,4,47,19,4,163,66,1,100,40,7,"1,139",461,0,0,0,0,0,0,0,0,0,0,0,0,1,25,10,10,299,121,8,216,87,3,83,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350320004,35,3,20,4,3520004,TORONTO,43,5,140,57,3,105,42,2,35,14,0,0,0,0,0,0,2,42,17,1,10,4,9,229,93,3,165,67,1,155,63,1,155,63,0,0,0,0,0,0,4,51,21,24,864,350,8,237,96,20,627,254,2,23,9,1,30,12,0,0,0,0,0,0,2,44,18,0,0,0,0,0,0,0,0,0,0,0,0,1,55,22,1,17,7,0,0,0,1,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,26
350320008,35,3,20,8,3520008,NORTH YORK,16,5,106,43,4,86,35,1,20,8,0,0,0,0,0,0,1,10,4,4,57,23,0,0,0,2,105,42,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,9,326,132,5,151,61,5,175,71,2,100,40,1,6,2,0,0,0,0,0,0,1,40,16,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350320019,35,3,20,19,3520019,ETOBICOKE,33,4,100,40,4,100,40,0,0,0,0,0,0,0,0,0,1,15,6,2,60,24,4,219,89,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,308,125,17,520,210,10,305,123,8,215,87,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350344000,35,3,44,0,3544000,MUSKOKA DISTRICT MUNICIPALITY,226,2,24,10,0,0,0,2,24,10,0,0,0,0,0,0,32,429,174,7,58,23,16,124,50,6,148,60,1,1,0,1,1,0,0,0,0,5,217,88,11,208,84,146,"6,952","2,813",17,730,295,138,"6,222","2,518",29,315,127,3,40,16,0,0,0,0,0,0,0,0,0,0,0,0,10,42,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,18,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6
350344002,35,3,44,2,3544002,GRAVENHURST,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,21,2,14,6,3,27,11,3,125,51,1,1,0,1,1,0,0,0,0,1,2,1,3,66,27,29,"1,107",448,3,53,21,28,"1,054",427,5,33,13,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
350344018,35,3,44,18,3544018,BRACEBRIDGE,50,1,4,2,0,0,0,1,4,2,0,0,0,0,0,0,7,145,59,2,22,9,2,12,5,1,20,8,0,0,0,0,0,0,0,0,0,1,200,81,4,94,38,30,"1,679",679,6,304,123,28,"1,375",556,3,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4
350344042,35,3,44,42,3544042,HUNTSVILLE,69,1,20,8,0,0,0,1,20,8,0,0,0,0,0,0,7,69,28,2,20,8,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,13,5,1,35,14,38,"1,640",664,3,165,67,36,"1,475",597,17,174,70,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,33,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
350344053,35,3,44,53,3544053,MUSKOKA LAKES,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,163,66,1,2,1,10,80,32,2,3,1,0,0,0,0,0,0,0,0,0,1,2,1,3,13,5,49,"2,526","1,022",5,208,84,46,"2,318",938,4,66,27,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346000,35,3,46,0,3546000,HALIBURTON COUNTY,92,1,8,3,1,8,3,0,0,0,0,0,0,0,0,0,11,122,49,2,19,8,2,26,11,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,53,21,56,"1,608",651,14,224,91,48,"1,384",560,10,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346006,35,3,46,6,3546006,MONMOUTH,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,26,0,0,0,3,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346012,35,3,46,12,3546012,SNOWDON,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,106,43,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,2,13,443,179,3,53,21,12,390,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346016,35,3,46,16,3546016,"ANSON, HINDON AND MINDEN",35,1,8,3,1,8,3,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,731,296,8,126,51,22,605,245,6,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346021,35,3,46,21,3546021,STANHOPE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,18,7,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,12,7,156,63,2,32,13,6,124,50,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350346024,35,3,46,24,3546024,DYSART AND OTHERS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,8,6,213,86,1,13,5,5,200,81,2,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349000,35,3,49,0,3549000,PARRY SOUND DISTRICT,491,7,36,15,1,1,0,6,35,14,0,0,0,0,0,0,132,"1,996",808,14,303,123,59,"1,140",461,4,12,5,3,24,10,2,23,9,1,1,0,11,105,42,20,137,55,368,"21,910","8,867",36,"1,763",713,344,"20,147","8,153",59,733,297,12,580,235,0,0,0,0,0,0,0,0,0,0,0,0,32,66,27,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,7,38,15,0,0,0,0,0,0,0,0,0,1,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30,12
350349001,35,3,49,1,3549001,HUMPHREY,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,488,197,0,0,0,9,488,197,2,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349005,35,3,49,5,3549005,THE ARCHIPELAGO,15,1,5,2,0,0,0,1,5,2,0,0,0,0,0,0,2,23,9,0,0,0,2,35,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,16,6,7,234,95,0,0,0,7,234,95,3,35,14,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349009,35,3,49,9,3549009,CHRISTIE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,11,571,231,0,0,0,11,571,231,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349014,35,3,49,14,3549014,PERRY,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,0,0,0,2,22,9,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,1,2,1,7,254,103,0,0,0,7,254,103,2,14,6,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349019,35,3,49,19,3549019,ARMOUR,31,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,13,168,68,1,5,2,3,66,27,1,5,2,0,0,0,0,0,0,0,0,0,1,7,3,2,8,3,25,"1,204",487,3,74,30,24,"1,130",457,3,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4
350349024,35,3,49,24,3549024,RYERSON,24,1,4,2,0,0,0,1,4,2,0,0,0,0,0,0,11,162,66,2,39,16,4,57,23,0,0,0,1,1,0,0,0,0,1,1,0,1,2,1,1,12,5,20,"1,572",636,4,141,57,19,"1,431",579,3,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349028,35,3,49,28,3549028,MCKELLAR,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,16,613,248,0,0,0,16,613,248,2,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349031,35,3,49,31,3549031,MCDOUGALL,12,1,5,2,0,0,0,1,5,2,0,0,0,0,0,0,3,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,13,8,371,150,2,98,40,6,273,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349039,35,3,49,39,3549039,HAGERMAN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,678,274,0,0,0,8,678,274,3,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349042,35,3,49,42,3549042,CHAPMAN,30,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,217,88,3,27,11,5,81,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"2,038",825,2,51,21,23,"1,987",804,2,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349046,35,3,49,46,3549046,STRONG,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100,40,1,20,8,8,150,61,0,0,0,1,3,1,1,3,1,0,0,0,2,12,5,1,3,1,35,"1,750",708,3,145,59,33,"1,605",650,7,63,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349051,35,3,49,51,3549051,JOLY,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,5,0,0,0,3,67,27,0,0,0,1,20,8,1,20,8,0,0,0,2,50,20,0,0,0,11,353,143,0,0,0,11,353,143,3,56,23,1,40,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349054,35,3,49,54,3549054,MACHAR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,302,122,0,0,0,6,302,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349059,35,3,49,59,3549059,SOUTH HIMSWORTH,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,563,228,3,136,55,14,358,145,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10,4,61,"4,973","2,013",12,889,360,50,"4,084","1,653",8,78,32,1,50,20,0,0,0,0,0,0,0,0,0,0,0,0,5,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349066,35,3,49,66,3549066,NORTH HIMSWORTH,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,13,547,221,0,0,0,13,547,221,2,11,4,1,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350349071,35,3,49,71,3549071,NIPISSING,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,247,100,2,40,16,6,99,40,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"2,187",885,2,55,22,39,"2,132",863,7,102,41,1,68,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
350349096,35,3,49,96,3549096,"PARRY SOUND, UNO, CENTRE PART",90,2,19,8,1,1,0,1,18,7,0,0,0,0,0,0,24,253,102,2,36,15,11,195,79,2,2,1,0,0,0,0,0,0,0,0,0,1,20,8,5,34,14,67,"3,775","1,528",8,310,125,62,"3,465","1,402",11,182,74,5,356,144,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,26,11,0,0,0,0,0,0,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8
350400000,35,4,0,0,3500000,EASTERN ONT. REGION EST D'ONT.,"12,905",673,"15,100","6,111",411,"8,807","3,564",288,"6,293","2,547",0,0,0,0,0,0,"3,401","78,391","31,724","1,942","66,927","27,084","2,301","73,088","29,578","2,387","173,650","70,274",33,566,229,26,330,134,8,236,96,383,"5,367","2,172","4,009","133,559","54,049","10,436","680,699","275,469","5,789","277,610","112,345","7,519","403,089","163,124","1,008","18,143","7,342",427,"15,668","6,341",8,29,12,1,25,10,236,"6,142","2,486",9,11,4,203,"1,235",500,2,16,6,18,97,39,1,1,0,19,316,128,0,0,0,161,"5,006","2,026",0,0,0,7,108,44,0,0,0,9,75,30,4,9,4,0,0,0,13,"2,347",950,79,815,330,1,1,0,50,"1,651",668
350401000,35,4,1,0,3501000,GLENGARRY COUNTY,976,48,"1,243",503,7,75,30,43,"1,168",473,0,0,0,0,0,0,262,"5,374","2,175",222,"7,148","2,893",180,"4,921","1,991",363,"27,193","11,005",4,43,17,3,32,13,1,11,4,42,509,206,337,"10,048","4,066",782,"51,634","20,896",441,"17,844","7,221",616,"33,790","13,674",87,"1,805",730,46,"1,305",528,0,0,0,0,0,0,21,411,166,3,3,1,4,4,2,1,1,0,2,17,7,0,0,0,2,6,2,0,0,0,13,204,83,0,0,0,5,106,43,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,4,35,14,1,1,0,2,52,21
